"","FMC.Open","FMC.High","FMC.Low","FMC.Close","FMC.Volume","FMC.Adjusted"
"50",52.055508,52.515179,51.673893,52.385082,987545,48.770187
"51",52.54987,52.697311,52.020817,52.376408,1232788,48.762108
"52",52.54987,53.434521,52.480488,53.070251,1606475,49.408066
"53",53.078926,53.460537,52.6366,53.217693,759366,49.545334
"54",53.217693,53.365135,51.578491,51.691238,946037,48.124222
"55",51.604511,53.191673,51.396358,53.096272,2975547,49.432304
"56",52.558544,53.798786,52.281006,53.382481,1998264,49.698772
"57",53.417171,53.781441,52.740677,53.035561,1209728,49.375786
"58",52.350391,53.382481,52.046833,53.29575,786231,49.618004
"59",53.104942,53.833477,52.940155,53.607979,1359848,49.908691
"60",53.339115,53.703381,53.191673,53.235039,648563,49.694149
"61",53.122292,53.859497,53.122292,53.339115,739650,49.791306
"62",53.339115,62.480488,53.339115,60.355595,16282897,56.341087
"63",61.578491,62.142239,60.546402,61.040764,5441699,56.980671
"64",61.240242,61.960106,61.110146,61.908066,3583870,57.790298
"65",62.098873,63.078926,61.994797,62.315697,2468342,58.170807
"66",62.419773,63.339115,61.994797,63.313095,1685455,59.101868
"67",62.94883,65.854294,62.94883,65.255852,4804897,60.915401
"68",65.13443,65.446663,64.700783,65.247185,3537750,60.907314
"69",65.151779,65.481354,64.622726,65.377274,2585833,61.028748
"70",64.969643,65.247185,62.992195,63.217693,3080931,59.01281
"71",63.113617,63.547268,62.497833,62.931484,2225751,58.74564
"72",63.035561,63.738075,62.844753,63.729401,1862672,59.49049
"73",63.373806,64.657417,63.365135,64.050301,1796143,59.790035
"74",64.076324,64.310493,63.477882,63.738075,1685110,59.498581
"75",63.920208,64.163055,63.451866,63.66869,1282943,59.433815
"76",63.798786,64.137032,63.000866,63.026886,1753598,58.834702
"77",63.529922,63.980919,63.018211,63.876842,1647868,59.628124
"78",63.911533,64.423241,63.850822,63.954899,1319839,59.700977
"79",63.824806,64.024284,63.399826,63.74675,1782192,59.50668
"80",63.313095,64.215088,62.662621,63.772766,2037236,59.53096
"81",63.954899,63.954899,63.165653,63.512577,680847,59.288086
"82",63.616653,64.327843,63.391155,63.755421,1207076,59.514778
"83",63.625324,64.345184,63.529922,63.980919,1341054,59.725269
"84",63.859497,64.518646,61.292282,61.83868,4534057,57.725525
"85",61.656548,61.812664,60.650478,61.344318,2727191,57.264046
"86",61.474415,63.590633,61.110146,63.564613,2295623,59.336655
"87",62.853428,63.564613,62.350391,63.183002,1411733,58.980431
"88",63.26973,63.521248,62.862099,62.966175,1191856,58.778023
"89",63.122292,64.423241,62.94883,64.258453,1936002,59.984341
"90",64.137032,64.353859,63.044231,63.781441,1096503,59.539063
"91",63.209019,63.885517,63.052906,63.096272,843304,58.899464
"92",64.241112,65.281876,64.241112,64.917603,1910060,60.599644
"93",65.195145,65.93235,64.856895,65.628792,1805137,61.26355
"94",65.628792,65.628792,63.902863,63.928883,1862441,59.676701
"95",62.003468,63.000866,60.659149,62.740677,2157494,58.567524
"96",63.209019,65.099739,63.096272,64.449265,1783576,60.162472
"97",64.796181,65.099739,63.798786,64.692108,990081,60.389153
"98",64.787514,65.047699,64.006935,64.631393,1463042,60.332481
"99",64.908936,65.316566,64.371208,64.752815,650638,60.445824
"100",65.030357,65.385948,64.657417,65.325241,785078,60.980171
"101",65.290543,65.585426,65.177795,65.264526,790036,60.9235
"102",65.229836,65.654816,64.856895,65.047699,633343,60.7211
"103",64.986992,65.50737,64.466606,65.368607,2279942,61.020668
"104",65.437988,66.504768,65.212486,66.027756,1034587,61.635967
"105",65.93235,66.444061,65.724197,66.322639,870515,61.911228
"106",66.027756,66.426712,65.680832,65.750214,577307,61.376877
"107",65.576759,66.010406,65.13443,65.915001,1376336,61.530716
"108",66.079788,66.25325,65.325241,66.079788,1133976,61.68454
"109",66.079788,66.426712,65.767563,66.131828,1115643,61.733109
"110",66.140503,67.111885,65.967041,66.452728,815402,62.032681
"111",66.296616,66.790977,65.316566,65.411972,981549,61.061142
"112",65.524719,66.608849,65.281876,66.582825,1506740,62.154106
"113",66.704247,66.721596,65.490028,65.758888,1744604,61.384975
"114",65.047699,65.784912,64.588028,65.758888,1478261,61.384975
"115",65.923676,66.418037,65.455338,66.045097,2042770,61.652157
"116",66.322639,66.773636,65.550735,65.576759,1939000,61.214966
"117",65.264526,66.071121,65.264526,65.767563,1106188,61.39307
"118",65.828278,66.209885,65.516045,65.55941,1230828,61.19878
"119",65.568085,65.897659,64.397224,64.405899,825433,60.121979
"120",64.197746,65.212486,63.64267,64.856895,1308770,60.54298
"121",65.203819,65.411972,64.692108,64.848221,550673,60.534889
"122",65.177795,65.420639,64.189072,64.189072,616509,59.919582
"123",64.431915,65.411972,64.345184,65.065048,588491,60.873013
"124",65.056374,65.125755,62.97485,63.625324,1146082,59.526039
"125",62.983521,63.937553,61.951431,63.356461,3845486,59.274494
"126",63.850822,64.032959,63.009541,63.807461,635995,59.696445
"127",63.876842,64.145706,63.156982,63.790112,1063181,59.680214
"128",63.512577,64.093666,63.174328,63.833477,856333,59.720787
"129",64.041634,64.986992,63.798786,64.692108,786923,60.524082
"130",64.483955,66.331306,64.215088,65.802254,1213763,61.562721
"131",65.533394,65.55941,64.11969,64.379883,1508239,60.231991
"132",65.021683,65.620117,64.934952,65.50737,914444,61.286835
"133",65.828278,66.825668,65.394623,66.634865,1616737,62.341675
"134",66.773636,66.973114,66.25325,66.339981,1031013,62.065804
"135",66.30529,66.938423,66.30529,66.591499,852067,62.301117
"136",66.045097,66.331306,65.784912,65.915001,762133,61.668201
"137",65.975716,66.339981,65.810928,66.071121,843881,61.814266
"138",66.062447,66.192543,65.403297,65.732872,502477,61.497799
"139",65.776237,66.079788,65.472679,65.967041,524384,61.716885
"140",65.915001,66.964439,65.871635,66.608849,748412,62.317337
"141",67.025154,67.753685,66.582825,67.640938,977744,63.28294
"142",67.71032,67.909798,66.712921,66.78231,863136,62.47961
"143",67.007805,67.458801,65.724197,66.461403,562203,62.179386
"144",66.62619,67.033829,65.93235,66.478752,679002,62.195621
"145",66.78231,66.938423,65.958366,66.244576,806985,61.976536
"146",66.487427,67.172592,65.706856,67.085861,1236247,62.763622
"147",70.780571,72.974846,69.939285,72.723328,5762579,68.037849
"148",72.714661,73.772766,71.968781,72.281006,2878926,67.624054
"149",72.922813,73.26973,72.046837,73.156982,1265302,68.443588
"150",73.573288,73.807457,72.93148,73.37381,1389826,68.646439
"151",73.096268,73.633995,72.723328,73.174332,1373800,68.459808
"152",73.209023,73.720726,72.94883,73.382477,1457277,68.654572
"153",73.070251,73.469208,71.951431,72.029488,1343014,67.388741
"154",71.986122,72.723328,71.561142,71.751953,893460,67.129074
"155",72.142235,72.792717,71.81266,72.28968,896342,67.632172
"156",72.315697,73.564613,71.994797,73.339111,1061682,68.613976
"157",73.486557,73.868172,73.295753,73.495232,1249160,68.760048
"158",73.408501,73.599304,71.734604,71.795319,1224371,67.169647
"159",71.699913,72.25499,71.06678,71.665222,1020866,67.047951
"160",71.691238,72.480484,71.613182,72.385078,493945,67.721413
"161",72.697311,73.451866,72.549873,73.252388,658017,68.532852
"162",73.035561,73.339111,73.035561,73.21769,673698,68.500397
"163",73.469208,73.625328,72.57589,72.94883,918019,68.248848
"164",73.660019,73.720726,73.087601,73.113617,679002,68.403015
"165",73.156982,73.555939,72.922813,73.32177,624926,68.597771
"166",72.836082,73.287079,72.463142,73.226364,729503,68.508492
"167",73.009537,73.339111,72.89679,73.26973,682000,68.549072
"168",76.478752,76.487427,74.457939,74.778839,2901525,69.96096
"169",75.177795,75.949699,74.614052,75.810928,1218029,70.926552
"170",75.975716,76.366005,74.215088,74.258453,901761,69.474091
"171",74.683434,74.995667,74.076324,74.848221,1069523,70.025871
"172",75.13443,76.166519,74.735474,76.027756,991926,71.12941
"173",75.741547,76.088463,75.299217,75.576759,892999,70.707458
"174",76.322639,78.239372,76.149178,77.163918,1703096,72.192383
"175",77.8144,78.647011,76.955765,77.79705,1349471,72.784714
"176",77.76236,78.048569,77.294014,77.74501,983970,72.736015
"177",77.623589,78.057243,77.406769,77.892456,2436635,72.87397
"178",77.79705,77.970512,76.990463,77.675629,1571424,72.671104
"179",77.970512,79.6791,77.935822,79.236771,1773083,74.131668
"180",79.505638,80.138771,78.82914,79.913269,1820241,74.764572
"181",80.520386,81.040764,79.098007,79.748482,1468576,74.610405
"182",79.549004,79.817863,78.369469,78.438858,1422571,73.385155
"183",78.820465,79.687775,77.302689,78.013878,1499938,72.987549
"184",77.831741,78.048569,74.38855,74.596703,3003911,69.79055
"185",74.900261,75.923676,74.145706,74.33651,1561277,69.547119
"186",74.969643,76.400696,74.49263,75.620117,1260690,70.748024
"187",75.767563,76.799652,75.646141,76.287941,1244433,71.508141
"188",76.574158,77.831741,76.001732,77.458801,1442057,72.605659
"189",77.458801,77.875107,76.348656,77.059845,1211918,72.231705
"190",77.267998,78.568954,77.042496,78.326103,1587450,73.418602
"191",78.490891,78.976585,77.996529,78.889854,1501552,73.947021
"192",79.280136,79.644409,78.82914,79.549004,1217453,74.564888
"193",78.959236,79.314835,77.892456,79.063316,1216646,74.109642
"194",79.219429,79.410233,78.40416,78.716393,529112,73.784447
"195",78.811798,78.950562,78.196007,78.647011,779082,73.719398
"196",79.193405,80.294884,79.158714,80.164787,924591,75.14209
"197",79.956635,80.893326,79.6791,80.598442,1077824,75.548584
"198",81.248917,81.890717,80.936684,81.283607,1206038,76.190811
"199",81.457069,82.454468,81.2229,82.402428,1277063,77.239532
"200",82.263657,82.263657,81.59584,81.890717,1109763,76.759903
"201",81.977448,82.463142,81.509109,81.578491,1005185,76.467224
"202",81.309624,81.786644,80.364265,81.630531,874089,76.515999
"203",82.090202,82.228966,81.483086,82.003471,960103,76.865585
"204",82.367737,82.428452,81.552475,81.708588,741033,76.589165
"205",81.777969,82.220299,81.43972,81.673897,826701,76.556648
"206",81.5438,81.968781,79.887253,80.841286,1123022,75.776192
"207",81.413704,81.526451,80.355591,80.780571,842036,75.719292
"208",80.823936,81.153511,79.436256,80.234169,1088547,75.207115
"209",80.234169,80.572418,79.731133,80.095406,1245471,75.077065
"210",80.199478,80.954033,80.182137,80.537727,1150233,75.491692
"211",81.387688,81.448395,79.141373,79.705116,1478261,74.711235
"212",79.488289,79.774498,75.993065,78.18734,2206957,73.288544
"213",78.057243,79.141373,77.536858,79.019951,1766857,74.068993
"214",79.20208,79.653076,78.395493,78.889854,1647176,73.947021
"215",79.323502,82.012138,79.314835,81.101471,2865205,76.020103
"216",81.162186,82.281006,80.771896,80.867302,1622963,75.800591
"217",80.268867,80.641808,79.644409,79.930618,1334482,74.922607
"218",79.713791,80.884651,79.713791,80.84996,845956,75.78434
"219",80.615784,82.61058,80.190804,82.28968,1636568,77.133858
"220",81.621857,81.960106,80.234169,80.667824,1696409,75.613617
"221",80.225502,80.3209,78.057243,79.895927,1666777,74.890076
"222",80.060715,81.387688,79.687775,80.936684,1155306,75.865623
"223",81.136169,81.370338,80.450996,80.607109,922515,75.556694
"224",80.641808,81.014748,80.277534,80.37294,997691,75.337196
"225",80.919342,81.977448,80.520386,81.890717,820014,76.759903
"226",82.116219,82.168259,80.719864,80.806595,528189,75.743698
"227",81.379013,82.133568,81.205551,82.055504,493138,76.914345
"228",82.055504,82.593231,81.274933,81.361664,1039199,76.263985
"229",81.561142,81.994797,80.667824,81.960106,808599,76.824928
"230",81.751953,82.038162,79.861229,80.841286,1224947,75.776192
"231",80.988724,82.341721,80.841286,81.873375,1329178,76.743622
"232",81.960106,82.341721,79.800522,81.465744,1539486,76.361542
"233",82.090202,82.367737,79.288811,79.332176,1557242,74.361649
"234",79.15004,79.566345,77.406769,77.927147,1316150,73.044647
"235",77.562881,78.08326,76.287941,76.313965,1507086,71.532547
"236",76.045097,77.519516,75.941025,76.539459,1551823,71.743896
"237",77.155251,78.265396,76.817001,77.025154,1162685,72.199188
"238",77.172592,78.031219,77.077187,77.74501,1077594,72.873932
"239",77.74501,78.629662,77.337379,78.18734,877318,73.288544
"240",78.18734,79.045967,77.857765,78.673027,1055456,73.74382
"241",78.647011,79.288811,77.692978,77.935822,1227023,73.052788
"242",78.620987,80.260193,78.551605,79.965309,3038962,74.955109
"243",80.702515,81.613182,80.398956,81.483086,1454048,76.377792
"244",81.526451,82.567215,81.318298,81.934082,1265418,76.800529
"245",82.307022,83.070251,81.673897,82.324371,752678,77.166367
"246",82.653946,83.009537,82.20295,82.515175,818861,77.34523
"247",82.671295,82.836082,82.176933,82.792717,514123,77.605362
"248",83.052902,83.278404,82.463142,82.862099,566008,77.670395
"249",82.983521,83.122292,82.20295,82.220299,842036,77.06884
"250",82.090202,82.437119,81.88205,82.393753,609706,77.366058
"251",82.62793,83.009537,82.081528,82.098869,746452,77.089165
"252",82.723328,83.21769,82.471809,83.026886,1361693,77.960541
"253",83.200348,84.189072,82.688637,84.093666,1090046,78.96225
"254",84.648743,85.594101,84.223763,84.518646,1176752,79.361298
"255",84.969643,85.411972,84.38855,85.065048,1291937,79.874352
"256",85.429314,85.55941,84.483955,85.143105,891846,79.947647
"257",85.316566,85.594101,84.848221,85.108414,932892,79.915062
"258",84.81353,85.490028,84.06765,84.579361,855180,79.418304
"259",84.81353,85.056374,84.145706,84.891586,1089585,79.711479
"260",85.602776,85.602776,84.345184,84.891586,783348,79.711479
"261",85.247185,85.472679,81.977448,82.376411,1208459,77.349777
"262",83.104942,83.104942,81.101471,81.405029,1537641,76.437668
"263",78.013878,78.907196,75.542061,78.204681,6012434,73.43261
"264",78.889854,79.071983,77.42411,77.935822,2459349,73.180161
"265",77.8144,78.430183,77.597572,77.927147,2220909,73.17202
"266",77.970512,78.18734,76.886383,77.085861,1699407,72.382057
"267",77.476151,78.039894,76.686905,77.823067,2096500,73.07428
"268",78.274071,80.806595,78.230705,79.765831,1572807,74.898499
"269",79.973984,80.572418,79.392891,79.817863,1112414,74.947372
"270",79.427582,79.696442,78.326103,79.245445,1103536,74.409866
"271",78.525581,79.921944,78.274071,79.392891,1771008,74.548317
"272",79.826538,80.3209,78.759758,79.210754,1185861,74.377296
"273",78.898529,79.470947,77.146576,77.380745,1147581,72.658958
"274",76.756287,76.955765,74.215088,74.345184,2051187,69.808609
"275",73.772766,75.741547,71.786644,72.064178,2255729,67.666809
"276",70.529053,74.058975,69.973984,73.712059,1962867,69.214127
"277",73.607979,74.553337,72.645271,72.827408,1043926,68.383476
"278",72.914139,73.738075,70.086731,70.138771,1520922,65.858871
"279",70.954033,72.246315,69.054642,71.708588,1643947,67.332909
"280",72.697311,74.353859,71.968781,73.911537,2780344,69.401436
"281",74.614052,75.342583,70.919342,70.997398,3364915,66.665115
"282",71.162186,74.553337,70.719864,73.946228,2486329,69.434029
"283",75.385948,75.888985,73.365135,73.928879,1424993,69.417725
"284",73.755424,73.798782,72.133568,72.28968,1495902,67.878532
"285",72.194275,73.313095,72.038162,72.463142,1143430,68.041405
"286",72.463142,72.688637,71.214226,71.2229,1669775,66.876862
"287",71.838684,72.93148,71.292282,72.454468,1249160,68.033279
"288",72.905464,74.371208,72.844749,74.345184,1430412,69.808609
"289",74.310493,74.327843,70.208153,72.549873,2466844,68.122849
"290",72.653946,73.399826,71.59584,71.630531,1530953,67.259613
"291",72.133568,72.671295,68.065918,68.065918,3109756,63.912506
"292",68.065918,68.438858,66.40937,68.204681,3929193,64.042801
"293",68.005203,69.540329,67.085861,69.080658,2453584,64.865326
"294",68.612312,70.529053,68.40416,70.017349,1759478,65.744888
"295",70.546402,71.777969,70.182137,71.483086,1995612,67.121162
"296",70.711189,72.029488,70.346924,71.803993,1379565,67.422493
"297",71.925415,72.55854,70.503036,71.335648,1267378,66.982727
"298",72.003471,72.758026,71.613182,72.463142,1325604,68.041405
"299",72.541199,73.30442,71.621857,72.749352,1489791,68.310181
"300",73.182999,73.486557,72.463142,72.662621,1059722,68.228729
"301",72.922813,73.287079,71.457069,71.717262,1067678,67.341064
"302",71.821335,72.133568,70.277534,70.312225,1201772,66.021751
"303",70.182137,71.942757,69.878578,71.370338,1694103,67.015297
"304",70.971382,71.292282,70.286209,70.529053,957451,66.225334
"305",70.79792,70.971382,69.167389,69.375542,1314651,65.142227
"306",69.271469,70.529053,68.594971,69.687775,1667007,65.435402
"307",69.106674,69.731133,67.06852,67.094536,2559660,63.000397
"308",67.233307,67.614922,65.429314,65.490028,1275679,61.493809
"309",66.496094,67.042496,65.195145,65.897659,1519078,61.876568
"310",66.279274,66.764961,64.926277,65.290543,1840649,61.306503
"311",65.073723,65.550735,63.078926,63.408501,1625269,59.670078
"312",65.23851,66.886383,65.047699,66.40937,3472951,62.494026
"313",66.712921,67.779701,64.700783,65.039032,1769624,61.204479
"314",65.750214,66.261925,64.718124,66.123154,2319836,62.224686
"315",64.874245,66.183868,63.920208,66.071121,2000570,62.175713
"316",66.600174,69.392891,66.600174,68.985252,2867972,64.918045
"317",68.308762,69.167389,67.215958,67.76236,2476298,63.767258
"318",68.08326,68.577621,67.476151,67.640938,1112414,63.652977
"319",68.612312,69.453598,68.057243,68.733742,1254579,64.681358
"320",68.152641,68.751083,67.857765,68.022552,895766,64.012085
"321",69.323502,70.190804,68.959236,69.384216,1264495,65.293488
"322",69.826538,70.060715,69.314835,69.670425,1214455,65.562805
"323",70.043365,70.199478,69.184738,69.921944,853681,65.7995
"324",70.416306,71.214226,70.078056,70.971382,1277870,66.787079
"325",71.517776,72.437119,71.023415,71.760628,1891842,67.529778
"326",71.760628,72.055504,70.442322,71.2229,845264,67.023773
"327",71.240242,71.942757,70.901993,71.387688,1739992,67.178833
"328",71.352989,71.88205,71.127495,71.465744,1984428,67.252289
"329",71.899391,72.23764,68.863831,69.973984,1179288,65.848473
"330",69.921944,70.563744,69.124023,69.869904,1285134,65.750534
"331",70.225502,70.893326,69.496964,70.468346,1056379,66.313698
"332",70.42498,70.884651,69.878578,70.450996,1343130,66.297371
"333",70.364265,70.875977,69.132698,69.15004,1347972,65.07312
"334",68.725067,69.25412,67.961838,69.219429,1127288,65.138412
"335",69.158714,70.216827,69.158714,69.687775,1558856,65.57914
"336",72.844749,73.365135,70.450996,72.619255,4437321,68.337791
"337",73.885513,76.331306,73.64267,75.828278,3212373,71.357613
"338",76.019081,76.383347,75.18647,76.166519,2131897,71.675919
"339",75.828278,76.600174,75.281876,75.793579,1630803,71.324959
"340",75.993065,76.287941,74.579361,74.917603,1595060,70.500618
"341",75.004333,76.088463,74.327843,75.828278,1813208,71.357613
"342",76.001732,77.909798,75.975716,77.10321,1735265,72.557381
"343",79.15004,79.280136,77.640938,77.875107,2366187,73.283768
"344",77.363403,78.820465,76.608849,78.057243,1765358,73.45517
"345",77.701645,79.791847,77.701645,79.592369,1802600,74.89978
"346",79.791847,80.511711,79.392891,80.138771,1803753,75.413986
"347",79.583694,80.615784,78.976585,79.366867,963793,74.687561
"348",79.913269,80.338249,78.846489,79.210754,910524,74.540688
"349",79.25412,80,78.967911,79.002602,1419689,74.34478
"350",78.482224,78.88118,77.684303,78.490891,1096503,73.863235
"351",77.649612,77.649612,76.296616,76.608849,2060872,72.092163
"352",77.241974,77.857765,76.548134,77.771034,1451627,73.185837
"353",77.163918,77.528191,75.602776,75.741547,1567158,71.276009
"354",76.071121,77.033829,75.845619,76.643539,909025,72.124809
"355",76.764961,76.817001,75.394623,75.533394,1159918,71.080109
"356",75.888985,76.851692,75.637466,76.556808,1103306,72.043205
"357",76.834343,76.938423,75.637466,75.906334,1137896,71.431084
"358",75.993065,76.912399,75.975716,76.556808,964023,72.043205
"359",76.886383,78.837814,76.470078,78.820465,1596905,74.173393
"360",78.837814,79.236771,76.808327,77.007805,1328833,72.467598
"361",76.990463,77.398094,75.967041,76.877708,1446439,72.345169
"362",76.947098,77.883781,76.643539,77.094536,1132477,72.549217
"363",77.198608,78.274071,76.938423,77.944496,1482643,73.349075
"364",78.048569,78.551605,77.701645,77.987862,1449782,73.389885
"365",78.057243,78.707718,78.057243,78.317436,1162224,73.700005
"366",78.057243,78.256721,77.10321,77.944496,2172944,73.349075
"367",77.094536,77.736343,76.756287,76.860367,1490944,72.328873
"368",75.767563,75.888985,74.102341,74.76149,1192663,70.353714
"369",75.143105,75.446663,74.232437,75.255852,1062720,70.818947
"370",75.195145,75.620117,74.882912,75.099739,1395015,70.672035
"371",75.628792,77.536858,75.429314,77.137901,2380945,72.590027
"372",76.843018,77.42411,75.359932,76.669556,2993649,72.149307
"373",76.504768,77.137901,75.93235,76.62619,1240628,72.108498
"374",77.37207,77.979187,76.738945,76.860367,1939000,72.328873
"375",76.756287,76.790977,75.55941,76.591499,1055456,72.210289
"376",76.808327,78.152641,76.470078,77.37207,1607282,72.946213
"377",76.790977,77.181267,75.993065,76.313965,972325,71.948631
"378",77.129227,78.048569,76.938423,77.328705,712785,72.905312
"379",77.528191,77.901131,75.98439,77.111885,1415999,72.70089
"380",76.895058,78.412834,76.756287,77.866432,824164,73.4123
"381",78.274071,78.811798,77.953163,78.222031,1344629,73.747559
"382",78.222031,78.993927,78.005203,78.93322,1011642,74.418068
"383",77.953163,78.057243,76.608849,76.825668,1119794,72.431061
"384",77.38942,77.502167,76.25325,77.181267,914790,72.766312
"385",77.016479,77.849091,76.574158,76.617523,824510,72.23481
"386",76.530792,77.033829,74.891586,75.212486,1187475,70.910172
"387",74.631393,76.634865,74.588028,76.105812,1952144,71.752388
"388",76.105812,76.452728,75.290543,75.455338,1498208,71.139107
"389",75.065048,75.403297,74.241112,75.117088,1086126,70.820213
"390",74.605377,75.420639,74.449265,75.151779,919633,70.852928
"391",75.021683,75.021683,74.137032,74.483955,811251,70.223297
"392",75.160454,75.836945,74.666084,74.926277,918480,70.640305
"393",74.475281,76.001732,74.475281,75.958366,921132,71.613373
"394",75.941025,76.886383,75.646141,76.738945,690532,72.349297
"395",77.05117,77.736343,76.331306,76.912399,942578,72.512848
"396",77.094536,77.918472,76.903732,77.320038,1703096,72.897148
"397",77.675629,78.317436,76.99913,77.953163,1240167,73.494064
"398",77.953163,78.222031,76.400696,76.556808,1641757,72.177589
"399",73.720726,76.227234,73.113617,75.056374,2183782,70.762985
"400",75.385948,76.773636,75.021683,76.140503,1019367,71.785095
"401",75.732872,76.78231,75.377274,76.400696,896342,72.030396
"402",76.860367,77.094536,75.359932,75.455338,900493,71.139107
"403",75.888985,77.476151,75.888985,77.294014,1508124,72.87262
"404",77.320038,79.349525,77.311363,78.265396,1738724,73.788422
"405",77.398094,77.406769,75.758888,76.114487,1263457,71.760567
"406",75.836945,76.019081,73.64267,74.44059,1280291,70.182426
"407",74.631393,75.177795,73.937553,74.267128,822666,70.018883
"408",73.495232,73.920212,71.517776,72.671295,1182978,68.514343
"409",73.32177,73.894188,73.165657,73.30442,800874,69.111237
"410",73.052902,73.720726,72.25499,73.235039,861637,69.045807
"411",73.339111,74.284477,73.278404,73.816132,827508,69.593674
"412",73.807457,74.709457,73.564613,74.232437,858870,69.98616
"413",74.371208,74.683434,73.876846,74.093666,1029975,69.855331
"414",73.868172,73.920212,71.951431,73.356461,1431565,69.160309
"415",73.824806,74.709457,73.330444,74.189072,691224,69.945282
"416",74.518646,75.585426,74.345184,74.900261,774240,70.615784
"417",75.073723,75.550735,74.475281,74.908936,717281,70.623978
"418",74.934952,75.646141,74.345184,75.099739,943269,70.803864
"419",74.709457,75.23851,73.399826,73.772766,1524497,69.552795
"420",73.842148,75.099739,73.720726,74.111015,1060645,69.871704
"421",73.21769,73.625328,71.639198,72.003471,1391325,67.884712
"422",72.107544,73.156982,71.552475,72.402428,1273373,68.260841
"423",72.402428,72.749352,71.431046,71.934082,1172370,67.81929
"424",71.474419,72.081528,70.754555,71.266258,1182171,67.189674
"425",71.5438,72.28968,71.032089,71.205551,918480,67.132431
"426",70.398956,71.803993,70.260193,71.5438,852298,67.451355
"427",71.526451,72.636597,71.309624,72.228966,881469,68.09729
"428",72.679962,73.512573,72.653946,73.503906,1087740,69.299309
"429",73.616653,74.475281,73.573288,74.084999,1064104,69.847176
"430",74.319168,75.195145,74.197746,74.787514,1088317,70.509491
"431",75.047699,75.307892,74.553337,74.640068,921247,70.370483
"432",75.021683,77.450127,74.562012,76.478752,1343130,72.103996
"433",77.111885,78.013878,76.556808,77.666954,1782423,73.224213
"434",78.638336,78.976585,77.406769,77.935822,1898299,73.477715
"435",77.935822,78.386818,77.215958,77.840416,1269568,73.387772
"436",77.918472,78.369469,77.354729,77.727669,1064219,73.281464
"437",77.406769,77.623589,76.617523,77.163918,919518,72.749962
"438",77.016479,77.528191,76.001732,76.062447,1009452,71.844727
