"","AWK.Open","AWK.High","AWK.Low","AWK.Close","AWK.Volume","AWK.Adjusted"
"79",80.519997,80.629997,79.639999,80.230003,1104600,73.785751
"80",80.339996,81.489998,80.339996,80.410004,913300,73.951279
"81",80.349998,80.690002,79.559998,79.760002,1082800,73.353485
"82",79.830002,80.050003,78.900002,78.989998,769900,72.645355
"83",79.110001,79.580002,78.830002,79.110001,1298600,72.755707
"84",78.739998,78.739998,77.559998,77.699997,1254900,71.835793
"85",76.440002,77.160004,75.269997,75.68,1845900,69.968246
"86",76.059998,76.860001,75.800003,76.650002,1069200,70.865028
"87",76.870003,77.400002,76.32,76.57,1331000,70.791077
"88",76.260002,76.419998,75.160004,75.300003,1409200,69.616951
"89",75.269997,75.919998,75.160004,75.68,1121200,69.968246
"90",75.440002,75.769997,74.849998,75.720001,749300,70.005234
"91",75.709999,76.690002,75.510002,76.309998,1078000,70.550697
"92",76.220001,76.739998,76.129997,76.5,798700,70.726357
"93",76.690002,76.769997,75.699997,75.849998,1084900,70.12542
"94",75.849998,75.849998,74.879997,75.550003,983400,69.848053
"95",75.660004,75.949997,74.629997,75.25,1253600,69.570709
"96",75.400002,75.919998,74.839996,75.860001,560800,70.134666
"97",75.519997,76.470001,75.5,76.370003,796700,70.606178
"98",76.209999,77,76.209999,76.57,685400,70.791077
"99",76.510002,77.139999,76.489998,77.040001,536900,71.225616
"100",77.040001,77.849998,76.720001,77.730003,630800,71.863525
"101",77.900002,77.970001,77.32,77.529999,703100,71.678619
"102",77.459999,78,77.139999,77.769997,840900,71.90052
"103",77.620003,78.370003,77.599998,78.18,1145600,72.279564
"104",78.290001,78.849998,77.949997,78.800003,571400,72.852776
"105",79,79.489998,78.730003,79,692700,73.037689
"106",78.879997,79.25,78.75,78.809998,536000,72.862022
"107",79.029999,79.239998,78.639999,78.75,612500,72.806541
"108",78.940002,79.529999,78.860001,79.360001,869300,73.370506
"109",79.360001,79.360001,78.110001,78.690002,1023500,72.751076
"110",78.620003,79.300003,78.389999,79.260002,530700,73.278061
"111",79.279999,80.169998,79.239998,79.699997,801600,73.684837
"112",79.660004,80.32,79.580002,80.18,645900,74.128624
"113",80.830002,81.709999,80.540001,81.32,758400,75.182594
"114",81.099998,82.139999,81.099998,82.059998,817700,75.86673
"115",82.150002,82.889999,81.830002,82.629997,1664300,76.393723
"116",82.739998,82.790001,81.139999,81.330002,794900,75.191841
"117",81.440002,81.529999,80.949997,81.290001,477400,75.154846
"118",81.120003,81.230003,80.260002,80.709999,558200,74.618645
"119",80.75,81.360001,80.260002,81.099998,582000,74.979164
"120",80.940002,81.57,80.900002,81.129997,1010700,75.00692
"121",81.129997,82,81.010002,81.209999,869700,75.080887
"122",80.93,81.120003,79.800003,80.07,792200,74.026917
"123",80.43,80.57,79.599998,79.650002,771900,73.638626
"124",79.199997,79.349998,77.730003,78.099998,1453900,72.205612
"125",78.099998,78.779999,77.849998,77.949997,993000,72.066917
"126",78.25,78.540001,77.870003,78.07,381800,72.177872
"127",78.07,78.239998,77.5,77.910004,605700,72.029953
"128",77.739998,78.110001,77.370003,77.599998,577900,71.743347
"129",77.790001,78.230003,77.529999,77.760002,659000,71.891266
"130",78.019997,78.260002,77.779999,77.870003,623000,71.99295
"131",77.949997,78.059998,77.360001,77.75,486700,71.882027
"132",78.449997,79.120003,78.349998,78.519997,785700,72.593918
"133",78.550003,78.620003,77.690002,77.760002,672000,71.891266
"134",78.330002,78.980003,78.120003,78.639999,768000,72.704857
"135",78.639999,79.349998,78.370003,79.32,695900,73.333534
"136",79.339996,79.93,79.220001,79.669998,692800,73.65712
"137",79.830002,80.139999,79.550003,80.019997,418300,73.98069
"138",80.360001,81.25,80.150002,81,702700,74.886749
"139",81.080002,81.919998,80.870003,81.919998,585200,75.737312
"140",81.690002,81.690002,80.910004,80.93,521000,74.822021
"141",80.93,81.120003,80.470001,80.760002,468400,74.664841
"142",80.559998,81.459999,80.440002,81.349998,307800,75.210312
"143",81.349998,81.379997,80.190002,80.800003,623200,74.70182
"144",80.870003,81.150002,80.5,81.050003,495500,74.932968
"145",81.040001,81.360001,80.550003,81.099998,775000,74.979164
"146",81.220001,81.599998,80.910004,81.379997,599400,75.23806
"147",81.07,82.110001,80.839996,82,870400,75.811279
"148",81.25,81.550003,79.769997,80.650002,1203800,74.563148
"149",80.650002,81.379997,80.639999,81.080002,772500,74.960686
"150",80.910004,81.690002,80.68,81.389999,716700,75.63443
"151",81.169998,81.589996,80.980003,81.309998,585700,75.560097
"152",81.279999,81.879997,81.010002,81.68,891400,75.903923
"153",81.470001,81.779999,81.139999,81.360001,595500,75.606544
"154",81.209999,81.25,80.25,80.720001,497200,75.011803
"155",80.809998,81.410004,80.440002,81.330002,763600,75.578682
"156",81.050003,81.870003,80.910004,81.760002,609100,75.978271
"157",81.620003,82.18,81.510002,81.589996,689900,75.82029
"158",81.589996,82,81.260002,81.330002,604700,75.578682
"159",81.199997,81.980003,80.970001,81.440002,730300,75.680885
"160",81.610001,82.129997,81.519997,82.080002,526800,76.275627
"161",82.150002,82.309998,81.760002,82.190002,543800,76.377869
"162",82.190002,82.190002,81.669998,81.800003,675500,76.015442
"163",81.940002,82.010002,81.339996,81.669998,1160100,75.894646
"164",81.949997,82.379997,81.75,81.959999,457300,76.164116
"165",82.099998,82.309998,81.82,82,551500,76.201294
"166",82,82.099998,81.330002,81.360001,630600,75.606544
"167",81.300003,81.379997,80.589996,80.849998,1156100,75.132622
"168",80.980003,81.290001,80.529999,80.900002,1195300,75.17907
"169",81.07,81.169998,80.639999,80.830002,414900,75.114029
"170",80.860001,80.910004,80.220001,80.82,784800,75.104736
"171",81.07,81.07,80.389999,80.849998,662300,75.132622
"172",81,81.720001,80.870003,81.5,568300,75.736641
"173",81.370003,82,80.889999,81.959999,463800,76.164116
"174",81.949997,83.059998,81.949997,82.919998,553700,77.056221
"175",82.910004,82.910004,81.370003,81.75,591400,75.968979
"176",81.900002,81.900002,81.279999,81.360001,647000,75.606544
"177",81.190002,82.309998,80.830002,82.269997,1039200,76.452202
"178",82.480003,82.730003,81.980003,82.68,1285700,76.833191
"179",82.68,82.68,81.629997,82.239998,658100,76.424324
"180",82.25,82.669998,81.879997,82.32,687800,76.498672
"181",82.5,83.139999,81.739998,82.400002,1628800,76.572998
"182",82.290001,82.489998,81.650002,81.790001,648700,76.006142
"183",82.120003,82.529999,81.639999,82.029999,991000,76.229179
"184",82.029999,82.529999,81.559998,82.480003,954600,76.647369
"185",82.410004,82.919998,82.129997,82.279999,777200,76.461494
"186",81.779999,82.190002,80.029999,81,1324000,75.272026
"187",80.620003,81.110001,79.940002,81.110001,1462300,75.374237
"188",80.860001,81.050003,80.379997,80.910004,1985400,75.188377
"189",81.18,81.910004,80.889999,81.769997,885400,75.987541
"190",81.669998,81.760002,80.900002,81.75,606100,75.968979
"191",81.760002,82.610001,81.400002,82.510002,736300,76.675232
"192",82.610001,82.93,82.279999,82.910004,666600,77.046944
"193",82.599998,83.019997,82.209999,82.769997,611000,76.916855
"194",82.959999,83.540001,82.879997,83.209999,622000,77.325737
"195",83.389999,84.089996,83.269997,84.07,712900,78.124901
"196",83.910004,84.709999,83.870003,84.440002,725500,78.46875
"197",84.43,85.169998,84.239998,85.099998,1138900,79.082069
"198",85.220001,85.779999,84.800003,85.019997,909500,79.007729
"199",85.019997,85.360001,84.269997,85.209999,1123400,79.184288
"200",85.120003,86.129997,85.029999,86.029999,1110700,79.946297
"201",85.889999,86.260002,85.5,86.220001,772500,80.122864
"202",86.5,87.25,86.410004,87.239998,740100,81.07074
"203",87.32,87.870003,87.129997,87.760002,1099900,81.55397
"204",87.75,87.860001,87.379997,87.730003,785900,81.526093
"205",87.720001,87.959999,86.190002,86.82,1268500,80.68045
"206",86.839996,87.010002,85.82,86.93,931500,80.782669
"207",87.25,88.160004,87.199997,87.489998,779100,81.30307
"208",87.209999,88.199997,87.18,87.669998,965500,81.470329
"209",87.68,87.93,87.529999,87.760002,855300,81.55397
"210",87.540001,87.989998,87.43,87.760002,641300,81.55397
"211",88,88.050003,87.040001,87.209999,831700,81.042847
"212",87.989998,90.220001,87.739998,89.449997,1430300,83.124466
"213",88.599998,89.169998,88.029999,88.760002,951800,82.483261
"214",88.709999,89.209999,88.360001,88.610001,733700,82.343872
"215",88.860001,90.129997,88.239998,90,725200,83.635567
"216",89.849998,90.489998,89.419998,90.239998,843600,83.858597
"217",89.739998,90.400002,88.709999,89.309998,965000,83.3778
"218",89.050003,89.339996,88.360001,88.739998,693400,82.845673
"219",88.660004,89.779999,88.599998,89.519997,682400,83.573837
"220",89.360001,90.760002,89.279999,90.709999,690100,84.684814
"221",90.82,91.389999,89.779999,89.82,1085900,83.853928
"222",89.919998,89.989998,89.300003,89.690002,754400,83.732582
"223",89.489998,89.739998,88.68,89.019997,2047600,83.107071
"224",89.07,89.279999,88.18,88.379997,1081700,82.509575
"225",88.5,89.059998,88.330002,88.580002,730200,82.696297
"226",88.5,88.949997,88.110001,88.660004,646600,82.770988
"227",88.800003,89.260002,88.580002,88.739998,198400,82.845673
"228",88.629997,89.449997,88.629997,89.199997,695700,83.275101
"229",89.610001,89.699997,89.029999,89.57,788300,83.620529
"230",89.440002,90.669998,89.029999,90.349998,688900,84.348724
"231",90.459999,91.779999,90.339996,91.559998,899900,85.478355
"232",91.709999,91.970001,90.529999,91.220001,701500,85.160942
"233",91.389999,91.699997,90.82,91.32,1026600,85.254303
"234",91.5,91.720001,90.440002,90.660004,621800,84.63813
"235",90.959999,91.199997,90.330002,90.940002,536100,84.899544
"236",90.690002,91.099998,90.300003,91.080002,515800,85.030243
"237",91.050003,91.550003,90.690002,91.519997,610300,85.441002
"238",91.550003,92.370003,90.470001,92.25,1291800,86.122528
"239",91.989998,91.989998,89.300003,89.32,1270700,83.387138
"240",89.410004,90.639999,89.300003,89.93,989000,83.956619
"241",89.900002,90.889999,88.849998,90.349998,1465800,84.348724
"242",91.040001,91.779999,90.739998,90.82,1782900,84.787491
"243",90.769997,91.419998,90.07,90.489998,785600,84.479424
"244",90.779999,90.779999,89,89,560800,83.088394
"245",89.120003,89.849998,88.989998,89.339996,695700,83.405815
"246",89.209999,90.089996,88.82,89.699997,1094100,83.74189
"247",89.860001,90.860001,89.639999,90.510002,640200,84.4981
"248",90.580002,91.720001,90.360001,90.419998,795700,84.414078
"249",90.57,91.82,90.25,90.839996,907600,84.80616
"250",91.339996,91.690002,90.489998,91.620003,855300,85.53437
"251",91.82,92.269997,91.339996,91.489998,802400,85.412994
"252",91,91.480003,88.589996,89.080002,1139600,83.163094
"253",88.510002,89.43,87.910004,88.449997,946800,82.574936
"254",88.269997,88.82,87.349998,87.610001,931300,81.79071
"255",87.779999,88.029999,86.360001,86.75,1140900,80.987839
"256",87,87.519997,86.800003,87.5,1284300,81.688034
"257",87.5,87.540001,85.870003,86.709999,864400,80.950493
"258",86.510002,86.510002,85.360001,85.699997,829000,80.007584
"259",84.860001,84.989998,84.019997,84.739998,1394200,79.111343
"260",84.410004,84.620003,80.57,80.830002,4003600,75.461075
"261",81.25,83.599998,80.959999,82.220001,3111500,76.758743
"262",82.089996,82.800003,81.980003,82.510002,1482100,77.02948
"263",82.470001,83.129997,81.830002,82.410004,1561100,76.936111
"264",82.839996,83.529999,82.379997,83.010002,1323900,77.496277
"265",83.449997,83.75,82.660004,82.959999,1317800,77.449577
"266",82.860001,84.699997,82.830002,84.199997,1114000,78.607216
"267",84.199997,84.489998,83.629997,83.75,853500,78.187111
"268",83.970001,84.610001,83.199997,84.529999,764800,78.915306
"269",84.650002,85,83.830002,84.940002,869500,79.29808
"270",84.650002,84.650002,83.199997,83.739998,829800,78.177765
"271",82.93,84.029999,82.839996,83.110001,1030600,77.589615
"272",83.269997,83.269997,82.519997,83.169998,1175200,77.645638
"273",83.279999,83.510002,81.529999,81.839996,1334000,76.403969
"274",81.709999,82.290001,81,81.220001,1101800,75.825165
"275",81,81.540001,78.610001,78.82,1883700,73.584572
"276",78.019997,79.260002,76.790001,78.959999,2169600,74.105476
"277",79,79.739998,77.959999,77.959999,1268700,73.166939
"278",77.769997,78.459999,76.040001,76.059998,1572000,71.383751
"279",76.610001,78.68,76.389999,77.940002,1775400,73.148155
"280",78.209999,78.339996,77.07,77.919998,1016900,73.129395
"281",77.830002,78.93,77.309998,78.769997,921200,73.927132
"282",78.099998,78.82,77.68,78.330002,725600,73.514191
"283",78.43,79.720001,78.349998,79.709999,718100,74.809341
"284",79.690002,81.059998,79.43,80.5,1012700,75.550758
"285",80.25,80.830002,79.57,79.849998,1026000,74.940735
"286",79.040001,81.059998,78.82,78.849998,1250400,74.002228
"287",78.870003,79.550003,78.260002,78.739998,988200,73.898972
"288",78.809998,80.800003,78.809998,80.629997,655800,75.672768
"289",81.5,81.639999,80.580002,80.800003,804200,75.832321
"290",80.989998,81.940002,79.730003,79.959999,986700,75.043968
"291",79.879997,80.760002,79.360001,79.360001,1069300,74.480865
"292",79.279999,80.370003,78.389999,79.150002,1233900,74.283775
"293",78.959999,80.139999,78.150002,78.879997,1373800,74.030388
"294",78.730003,80.879997,78.660004,80.190002,1992400,75.259834
"295",80.150002,80.370003,79.510002,79.690002,1122500,74.790573
"296",79.43,80.519997,79.150002,80.18,1061800,75.25045
"297",80.5,81.080002,80.25,80.800003,948000,75.832321
"298",80.93,81.379997,80.459999,81.360001,665900,76.35791
"299",81.349998,82.389999,81.32,82.199997,959300,77.146255
"300",82.489998,82.669998,80.629997,80.75,916500,75.785385
"301",81.040001,81.830002,80.559998,81.199997,904400,76.207726
"302",81.309998,82.230003,81.199997,81.470001,785300,76.461136
"303",81.68,82.400002,81.480003,82.160004,1952200,77.108711
"304",82.160004,82.589996,80.919998,81.519997,1002800,76.508072
"305",81.510002,81.970001,81.199997,81.419998,645400,76.4142
"306",81.43,82.040001,80.589996,80.849998,570600,75.879257
"307",80.900002,82.07,80.099998,80.150002,791200,75.222298
"308",80.760002,81.620003,79.019997,79.230003,784700,74.358856
"309",79.410004,80.010002,78.889999,79.870003,742400,74.959511
"310",80,81.690002,79.25,80.690002,1111400,75.729088
"311",80.809998,81.43,80.57,81.190002,846700,76.198357
"312",81.339996,82.540001,81.339996,82.129997,1069600,77.080551
"313",82.290001,82.32,80.459999,81.199997,927700,76.207726
"314",81.099998,81.550003,80.510002,81.160004,1058100,76.170181
"315",80.82,81.449997,80.260002,81.199997,763400,76.207726
"316",81.32,82.209999,80.209999,82.110001,734100,77.06179
"317",82.230003,82.739998,81.82,81.919998,1216400,76.883484
"318",81.870003,82.720001,81.449997,82.139999,728400,77.089943
"319",82.419998,82.650002,81.669998,81.800003,657300,76.770844
"320",81.580002,82.239998,81.330002,81.809998,794300,76.780228
"321",80.900002,81.470001,80.25,80.650002,2152500,75.691551
"322",81.040001,81.580002,80.650002,80.860001,934700,75.888641
"323",82,83,81.849998,82.620003,1254200,77.540436
"324",83.029999,84.449997,82.800003,84.07,1032200,78.901283
"325",84.129997,84.580002,83.68,83.68,959400,78.535255
"326",83.529999,83.900002,83.150002,83.660004,896800,78.516495
"327",83.690002,83.879997,83.169998,83.669998,834600,78.525887
"328",83.639999,84.290001,83.18,84.279999,575500,79.098373
"329",84.529999,85.239998,84.029999,84.769997,828200,79.55825
"330",84.540001,85.230003,84.010002,84.75,504300,79.539482
"331",85.120003,86.029999,84.32,85.889999,679900,80.609383
"332",85.870003,86.989998,85.809998,86.779999,936500,81.444664
"333",86.910004,87.190002,86.370003,86.580002,745400,81.256966
"334",86.379997,86.800003,86.110001,86.629997,571400,81.303886
"335",86.459999,86.699997,85.559998,86.230003,916600,80.928497
"336",86.019997,86.449997,84.110001,85.290001,1107400,80.046257
"337",85.199997,85.949997,84.610001,85.720001,555700,80.449852
"338",85.800003,85.800003,84.519997,84.800003,647600,79.586411
"339",84.209999,84.620003,82.830002,83.010002,629800,77.906471
"340",83.190002,83.370003,82.449997,83.230003,853400,78.112923
"341",83.400002,83.82,82.900002,83.739998,607400,79.023567
"342",83.900002,83.900002,83.040001,83.480003,480800,78.778221
"343",83.480003,83.830002,82.489998,82.669998,838100,78.013847
"344",82.400002,82.559998,81.029999,81.480003,806500,76.890877
"345",81.529999,81.75,80.32,80.519997,691800,75.98494
"346",80.099998,80.599998,79.949997,80.339996,723400,75.815063
"347",80.610001,80.879997,79.93,80.449997,765700,75.918884
"348",80.519997,80.870003,80.050003,80.529999,753500,75.99437
"349",80.809998,81.129997,80.400002,80.510002,630400,75.975494
"350",80.639999,81.150002,80.559998,80.940002,644700,76.381287
"351",81.169998,82.160004,80.830002,82.050003,1016200,77.428764
"352",82.050003,83.209999,81.879997,82.989998,1033100,78.315811
"353",82.970001,84.519997,82.779999,83.919998,1052500,79.193428
"354",83.75,84.68,83.529999,84.209999,621600,79.467094
"355",83.910004,84.629997,83.07,83.139999,872600,78.457367
"356",83.400002,83.639999,82,82.129997,742400,77.50425
"357",82.220001,82.599998,81.43,81.639999,604500,77.041855
"358",81.690002,81.690002,80.260002,80.470001,812000,75.937744
"359",80.68,80.739998,78.910004,79.220001,1011700,74.758171
"360",79.440002,80.089996,78.949997,79.269997,1497300,74.805328
"361",79.529999,79.800003,78.639999,79.279999,968500,74.814781
"362",79.129997,79.410004,77.730003,78.349998,1059100,73.937134
"363",78.260002,79.540001,78.040001,79.480003,774400,75.00351
"364",79.489998,79.860001,78.57,78.93,970400,74.484482
"365",78.959999,79.900002,78.959999,79.779999,963500,75.286613
"366",79.669998,81.139999,78.910004,81.050003,2407800,76.485085
"367",80.839996,81.970001,80.839996,81.949997,867900,77.334389
"368",81.82,83.25,81.82,82.800003,1234600,78.136528
"369",82.959999,83.410004,82.57,83.169998,815600,78.48568
"370",83.089996,83.400002,82.199997,82.360001,658700,77.721298
"371",82.470001,83.589996,82.339996,83.419998,909500,78.721603
"372",83.650002,85.489998,83.330002,85.300003,1124700,80.495728
"373",85.080002,85.989998,85,85.290001,929000,80.486259
"374",84.93,86.139999,84.669998,85.739998,1092100,80.910934
"375",85.760002,86.57,85.370003,85.510002,720000,80.693901
"376",85.379997,86.029999,84.910004,85.379997,833200,80.571205
"377",85.589996,86.389999,85.300003,86.309998,674900,81.44883
"378",86.43,87.470001,86.139999,86.879997,336000,81.98674
"379",87.040001,87.580002,86.5,87.57,682700,82.637863
"380",87.610001,88.760002,87.610001,88.480003,608300,83.49662
"381",88.669998,88.669998,85.080002,85.279999,869400,80.476845
"382",84.910004,86.610001,84.220001,86.239998,685900,81.382767
"383",86.470001,87.519997,86.260002,87.239998,509700,82.326454
"384",87.25,87.32,86.580002,87.25,947400,82.335892
"385",87.370003,87.769997,86.889999,87.699997,452900,82.760551
"386",87.699997,87.809998,87.059998,87.57,620700,82.637863
"387",86.959999,88.139999,86.879997,87.690002,813100,82.751106
"388",87.690002,87.779999,86.889999,87.580002,680700,82.647308
"389",87.739998,88.730003,87.489998,88.529999,519700,83.543808
"390",88.260002,88.580002,87.120003,87.550003,754800,82.618988
"391",87.730003,87.970001,86.830002,87.279999,489400,82.364204
"392",86.959999,87.639999,86.040001,87.419998,516300,82.496315
"393",87.470001,87.940002,87.059998,87.519997,369700,82.590675
"394",88.129997,88.68,88.050003,88.529999,361400,83.543808
"395",88.5,88.949997,88.07,88.360001,371300,83.383377
"396",88.309998,88.459999,87.360001,87.57,393300,82.637863
"397",87.989998,88.809998,87.620003,88.25,829300,83.279579
"398",87.919998,87.989998,86.419998,86.559998,776700,81.684746
"399",86.910004,87.980003,86.330002,87.540001,660600,82.60955
"400",87.739998,88.489998,86.989998,88.050003,572400,83.09082
"401",88.480003,88.720001,87.860001,88.260002,430200,83.289009
"402",88.160004,88.18,87.239998,88.080002,437200,83.119133
"403",87.940002,88.370003,87.709999,88.120003,414500,83.156883
"404",87.629997,88.290001,87.470001,88.220001,436700,83.683342
"405",88.300003,88.800003,87.629997,87.639999,365000,83.133171
"406",87.839996,88.050003,87.209999,87.400002,636300,82.905518
"407",87.559998,87.989998,87.400002,87.589996,453300,83.085739
"408",87.919998,88.93,87.580002,88.300003,659900,83.759239
"409",88.150002,89.220001,88.059998,88.959999,601900,84.3853
"410",89.029999,89.93,88.779999,89.489998,571700,84.888039
"411",89.790001,89.959999,89.110001,89.360001,515000,84.764725
"412",89.220001,89.620003,88.709999,88.970001,505800,84.394783
"413",89.139999,89.389999,87.900002,88.260002,439900,83.721298
"414",88.309998,88.809998,87.970001,88.269997,378800,83.730759
"415",88.400002,88.93,87.949997,88.849998,339900,84.28096
"416",88.949997,89.139999,87.610001,88.050003,580600,83.522102
"417",87.879997,88.099998,87.010002,87.25,594400,82.763229
"418",87.68,88.160004,87.419998,87.690002,873400,83.180603
"419",87.919998,88.129997,87.230003,87.610001,680300,83.104698
"420",87.610001,87.919998,87.019997,87.529999,723600,83.028839
"421",87.32,88.900002,87.32,88.800003,815700,84.233521
"422",88.690002,89.779999,88.459999,89.5,762700,84.897507
"423",89.540001,89.690002,88.959999,89.089996,869700,84.508614
"424",88.440002,88.989998,88.029999,88.220001,937900,83.683342
"425",88.690002,88.970001,87.849998,88.669998,726400,84.110214
"426",88.5,89.25,88.419998,88.57,661900,84.015343
"427",88.660004,89.25,88.400002,88.410004,617700,83.863579
"428",88.379997,89.339996,88.330002,89.279999,667900,84.688843
"429",88.940002,89.43,88.709999,89.239998,856800,84.650894
"430",89.529999,89.75,89.029999,89.489998,795300,84.888039
"431",89.25,89.620003,88.93,89.379997,539700,84.783691
"432",89.400002,89.43,87.120003,87.580002,719700,83.076263
"433",87.470001,88.540001,86.900002,88.43,810900,83.882545
"434",88.080002,89.199997,87.949997,88.599998,1948200,84.0438
"435",88.510002,88.839996,87.779999,87.82,672600,83.303917
"436",87.610001,88.07,86.529999,86.660004,549900,82.203583
"437",86.760002,87.25,85.879997,85.910004,969000,81.492142
"438",86.110001,87.330002,85.900002,86.959999,850000,82.488144
"439",87.18,88.040001,87.18,87.970001,698500,83.44619
"440",87.879997,87.889999,87,87.529999,458100,83.028839
"441",87.82,88.589996,87.800003,88.349998,459000,83.806664
"442",88.330002,88.919998,86.830002,87.660004,717100,83.152145
"443",87.489998,87.760002,86.760002,87.669998,609500,83.161629
"444",87.629997,89.449997,87.629997,89.040001,586900,84.461174
"445",89.230003,90.470001,89.230003,89.93,613400,85.305405
"446",90.07,90.68,89.720001,90.57,781900,85.912506
"447",90.370003,91.959999,90.360001,90.489998,985200,85.836609
"448",90.790001,90.970001,87.43,87.449997,1220900,82.952934
"449",87.660004,88.120003,86.879997,87.730003,970800,83.218544
"450",87.75,88.699997,87.580002,88,691300,83.47467
"451",88.120003,90.199997,87.669998,90.050003,662100,85.419258
"452",89.940002,90.580002,89.470001,89.949997,933600,85.324387
"453",90.419998,90.919998,90.019997,90.449997,645600,85.798668
"454",90.699997,92.370003,90.57,91.940002,818600,87.212051
"455",92,92.379997,91.099998,91.529999,974900,86.823135
"456",91.540001,92.209999,89.610001,89.949997,1218600,85.324387
