"","REGN.Open","REGN.High","REGN.Low","REGN.Close","REGN.Volume","REGN.Adjusted"
"101",456.700012,459.25,453.350006,455.170013,475400,455.170013
"102",455.130005,458.480011,448.079987,448.670013,865700,448.670013
"103",450.320007,459.299988,448.089996,459.059998,1313800,459.059998
"104",460,470.429993,459.529999,466.019989,1204600,466.019989
"105",466.700012,484.98999,465.329987,480.429993,1717600,480.429993
"106",483.5,489,476.970001,480.26001,912800,480.26001
"107",479.299988,482.299988,473.440002,477.730011,729400,477.730011
"108",479,483.059998,476.089996,482,843900,482
"109",481.559998,486.809998,478.160004,485.899994,595200,485.899994
"110",482.549988,487.519989,473.26001,475.790009,1027200,475.790009
"111",475.220001,477.5,466.910004,476.230011,884600,476.230011
"112",474.380005,476.5,471.630005,473.670013,503700,473.670013
"113",475.350006,481.859985,469.269989,476.839996,662500,476.839996
"114",474.369995,475.799988,461.579987,469.5,796800,469.5
"115",468.190002,470.279999,453.540009,459.910004,1658600,459.910004
"116",462.959991,474.730011,456.570007,471.670013,807600,471.670013
"117",477.920013,504.890015,474.619995,495.329987,2134900,495.329987
"118",496.51001,525,495.040009,522.02002,1743100,522.02002
"119",525,543.549988,521.5,526.530029,1843100,526.530029
"120",511.790009,519.650024,500.25,517.330017,1885500,517.330017
"121",513,521.51001,506.700012,515.909973,1172500,515.909973
"122",517.549988,529.98999,500.73999,502.119995,1447300,502.119995
"123",506.51001,518,500.75,513.190002,935100,513.190002
"124",510.440002,512.640015,499.079987,509.929993,922100,509.929993
"125",507.459991,508,490.890015,491.140015,1267500,491.140015
"126",494.200012,498.549988,484.279999,487.730011,603500,487.730011
"127",490.079987,499.359985,489.559998,497,823000,497
"128",491.76001,496.350006,482.51001,490.190002,898600,490.190002
"129",497.51001,506.390015,493.440002,496.5,729100,496.5
"130",497.609985,500.73999,489.329987,499.910004,888400,499.910004
"131",498.519989,502,489.200012,492,829100,492
"132",496.200012,499.320007,489.089996,496.98999,576500,496.98999
"133",496.019989,509.959991,492.179993,505.049988,790000,505.049988
"134",507.399994,509.579987,498.649994,504.899994,608100,504.899994
"135",508.279999,509.880005,496.76001,498.109985,620000,498.109985
"136",497.640015,499.980011,494.369995,497.630005,450700,497.630005
"137",504.98999,509.140015,501.100006,506.790009,850800,506.790009
"138",510.470001,524.890015,509.920013,521.130005,772200,521.130005
"139",518.460022,522,513.400024,515.919983,617700,515.919983
"140",516.940002,521.77002,510.700012,521.219971,474400,521.219971
"141",523.969971,526.119995,510.73999,513.450012,596300,513.450012
"142",513.77002,518.570007,510,515.630005,369500,515.630005
"143",515.77002,517.440002,503.980011,508.410004,958100,508.410004
"144",507.01001,513.419983,499.040009,508.709991,620100,508.709991
"145",489.670013,499.140015,487.130005,491.619995,1009000,491.619995
"146",486.600006,490.170013,471.26001,472,1282100,472
"147",470.779999,477.51001,468.309998,476.820007,958200,476.820007
"148",498.100006,498.5,463.299988,467.109985,1208800,467.109985
"149",469.320007,473.339996,466.660004,468.76001,771200,468.76001
"150",468.709991,471.76001,462.209991,470.100006,499100,470.100006
"151",469.179993,475.25,467.350006,469.679993,484700,469.679993
"152",469.959991,478.98999,465.519989,474.089996,980000,474.089996
"153",470.480011,472.459991,459.140015,460.079987,573700,460.079987
"154",462.350006,467.859985,459.230011,466.589996,496000,466.589996
"155",469.970001,476.799988,466.98999,474.540009,537400,474.540009
"156",473.869995,475.01001,470.48999,472.570007,378500,472.570007
"157",475.579987,475.579987,467.23999,468.540009,383300,468.540009
"158",469.820007,470.040009,461.769989,464.019989,711600,464.019989
"159",461.899994,470.859985,460.559998,467.980011,549500,467.980011
"160",467.75,472.48999,467.429993,469.73999,510700,469.73999
"161",470,483,469.200012,478.649994,503600,478.649994
"162",475,480.859985,472.320007,477.149994,410600,477.149994
"163",477.269989,488.820007,474.339996,485.26001,539000,485.26001
"164",485.25,487.769989,477.380005,477.799988,531000,477.799988
"165",483.920013,486.350006,477.779999,479.220001,831200,479.220001
"166",476.880005,481.350006,473.369995,479.029999,546200,479.029999
"167",480.51001,495.850006,477.970001,487.119995,729100,487.119995
"168",488.399994,502.420013,484,496.899994,871800,496.899994
"169",498.23999,505.48999,497.089996,504,699900,504
"170",499.809998,503.540009,489.369995,494.359985,657700,494.359985
"171",499.690002,503.329987,492.869995,500.220001,441600,500.220001
"172",489,489,467,471.920013,1554400,471.920013
"173",473,479.029999,470,471.48999,760800,471.48999
"174",451.079987,454.98999,441.519989,445.109985,1984700,445.109985
"175",448.119995,448.119995,440,444.480011,880600,444.480011
"176",445,445,433.160004,437.73999,1062800,437.73999
"177",436.679993,443.299988,429.309998,441.26001,987700,441.26001
"178",442.040009,442.160004,432.429993,433.450012,1002400,433.450012
"179",433.480011,439.029999,430.049988,434.640015,672300,434.640015
"180",433.26001,434.640015,426.470001,431.380005,699300,431.380005
"181",431.640015,438.440002,429.549988,438.170013,692600,438.170013
"182",435,438.769989,429.470001,433.450012,556900,433.450012
"183",431.119995,433.769989,427.040009,432.720001,626300,432.720001
"184",431.98999,442.899994,431.640015,438.149994,834100,438.149994
"185",440.399994,442.799988,433.320007,434.970001,453400,434.970001
"186",435.640015,437.609985,432.5,435.429993,499800,435.429993
"187",433.290009,439.040009,433.290009,435.109985,456600,435.109985
"188",435.279999,450.230011,435.279999,447.119995,909600,447.119995
"189",448.309998,465,445.410004,462.23999,1175800,462.23999
"190",463.040009,463.040009,451.26001,455.630005,596700,455.630005
"191",454.100006,458.920013,450.109985,456.049988,610700,456.049988
"192",455.950012,477,451.100006,463.399994,1421300,463.399994
"193",463.390015,471,461.910004,469.950012,986000,469.950012
"194",472.51001,473.859985,466.700012,469.559998,482800,469.559998
"195",469.559998,472.309998,460.660004,461.130005,655700,461.130005
"196",459.799988,460.850006,448.709991,452.970001,1197800,452.970001
"197",454,454.519989,444.200012,447.149994,704800,447.149994
"198",448.5,449.73999,441.040009,442.959991,718100,442.959991
"199",444,453.549988,443.109985,445.679993,508700,445.679993
"200",444.410004,448.570007,442.01001,442.559998,644300,442.559998
"201",443.200012,444.98999,435.549988,439.369995,547600,439.369995
"202",439.589996,443,438,440.940002,639300,440.940002
"203",430.170013,435.160004,427,432.980011,990100,432.980011
"204",433.279999,437.899994,430.049988,432.76001,778600,432.76001
"205",435.519989,436.75,425.609985,426.51001,701900,426.51001
"206",424.529999,429.730011,420.519989,421.929993,982200,421.929993
"207",416.700012,420.609985,412.48999,416.040009,852200,416.040009
"208",413.290009,416.040009,406.519989,409.220001,1111600,409.220001
"209",407.529999,417.220001,405,406.519989,812000,406.519989
"210",407.399994,409.950012,400.190002,402.619995,1051200,402.619995
"211",403.809998,405.5,394.559998,397,1161000,397
"212",400,402.98999,395.450012,397.450012,1453300,397.450012
"213",400.019989,408.549988,400.019989,408.410004,896600,408.410004
"214",410.01001,416.890015,406.5,406.630005,833500,406.630005
"215",407.26001,411.670013,401.76001,404.390015,786000,404.390015
"216",418.01001,432.5,405,415.170013,1310100,415.170013
"217",409.440002,414.019989,396.529999,406.209991,941900,406.209991
"218",405.450012,405.75,398.369995,404.540009,770800,404.540009
"219",398.26001,402.130005,391.209991,393.619995,1416700,393.619995
"220",392.75,395.589996,383.829987,384.799988,1109600,384.799988
"221",384.869995,389.029999,383.809998,386.299988,753800,386.299988
"222",386.98999,395.660004,381.640015,394.690002,674200,394.690002
"223",393.079987,396.359985,390.519989,391.589996,669100,391.589996
"224",391.73999,393.320007,383.420013,385.220001,845700,385.220001
"225",385,388.220001,383.299988,384.440002,784700,384.440002
"226",384.549988,388.390015,384.5,387.540009,367400,387.540009
"227",388.399994,392.98999,384.25,384.850006,250500,384.850006
"228",379,384,372.73999,374.529999,1194500,374.529999
"229",370.779999,371.76001,361.160004,366,1532000,366
"230",369.600006,371.390015,353.140015,358.630005,2652300,358.630005
"231",358.570007,362.5,354.730011,361.859985,1292700,361.859985
"232",356.369995,377.399994,355.029999,373.470001,1819500,373.470001
"233",375.5,382.519989,372.059998,378.369995,1075100,378.369995
"234",378.609985,385.640015,371.51001,372.339996,792500,372.339996
"235",370.380005,376.980011,366.660004,375.130005,740900,375.130005
"236",375.809998,379.089996,371.390015,373.609985,513400,373.609985
"237",375.519989,384.070007,373,380.779999,663900,380.779999
"238",383.369995,387.5,379.089996,381.320007,518000,381.320007
"239",380.649994,382.470001,375.5,381.720001,456400,381.720001
"240",382.049988,389.820007,380.339996,386.670013,570600,386.670013
"241",388.059998,388.809998,380.75,383.119995,424500,383.119995
"242",387.190002,389.589996,382,388.950012,1271200,388.950012
"243",390.910004,390.910004,382.899994,383.390015,623700,383.390015
"244",382.619995,390.420013,381.480011,385.720001,579200,385.720001
"245",385.350006,387.839996,381.179993,382.890015,516500,382.890015
"246",381.850006,390.549988,381.179993,384.140015,508800,384.140015
"247",383.5,385.269989,377.079987,381,412800,381
"248",381.179993,388,379.290009,387.429993,454500,387.429993
"249",387.950012,389.309998,382.869995,384.089996,409400,384.089996
"250",385.269989,387.119995,378.899994,382.820007,354900,382.820007
"251",381.869995,382.649994,375,375.959991,624100,375.959991
"252",379.480011,384.809998,377.109985,382.600006,621800,382.600006
"253",383.140015,396.779999,381.140015,393.779999,721300,393.779999
"254",394.5,394.950012,382.399994,382.950012,650100,382.950012
"255",385.850006,388.790009,381.950012,385.100006,461100,385.100006
"256",384.399994,387.329987,371.26001,372.519989,1117800,372.519989
"257",372.609985,378.579987,368.119995,368.649994,1207600,368.649994
"258",368.649994,371.420013,365.600006,366.459991,805800,366.459991
"259",367,370.089996,363,368.26001,627700,368.26001
"260",369.450012,370.01001,366.730011,366.959991,830700,366.959991
"261",368.920013,374.809998,367.350006,370.209991,1003400,370.209991
"262",373.859985,378.700012,370.279999,374.070007,738900,374.070007
"263",374.209991,374.709991,369.029999,371.279999,596400,371.279999
"264",372.170013,376.470001,370.959991,371.529999,665000,371.529999
"265",374.440002,376.01001,370.619995,375.859985,760100,375.859985
"266",374.470001,383.950012,373.269989,381.709991,842200,381.709991
"267",383.100006,387.709991,380,383.320007,712900,383.320007
"268",386.399994,396.220001,382.040009,391.839996,869800,391.839996
"269",392.899994,393.149994,371.970001,374.359985,1429600,374.359985
"270",373.5,385.709991,371.51001,382.880005,1095200,382.880005
"271",382.799988,384.220001,375,379.769989,603700,379.769989
"272",379.160004,379.170013,366.179993,366.649994,848700,366.649994
"273",366.690002,370.98999,345.01001,345.790009,2403100,345.790009
"274",345.170013,353.970001,340.649994,347.859985,1546600,347.859985
"275",346.329987,350.799988,331.670013,331.980011,1297000,331.980011
"276",328.440002,339.100006,319.5,338.799988,2005600,338.799988
"277",338.799988,343.380005,331.089996,334.609985,1022600,334.609985
"278",342.029999,352.5,322.019989,322.619995,1634600,322.619995
"279",327.209991,339.600006,314.98999,336.380005,2088300,336.380005
"280",339.679993,350.98999,334.869995,342.670013,1398200,342.670013
"281",340.839996,340.839996,322.690002,324.570007,1557300,324.570007
"282",321.339996,330.839996,313.529999,330.690002,1981400,330.690002
"283",331.910004,336.040009,327.51001,333.179993,834400,333.179993
"284",334,341.079987,328.950012,332.149994,1175400,332.149994
"285",331,332.410004,322.100006,323.040009,844000,323.040009
"286",320.549988,324.660004,316.170013,317.51001,946800,317.51001
"287",317.429993,321.660004,315.299988,315.820007,841600,315.820007
"288",318.059998,323.899994,315.149994,323.859985,688700,323.859985
"289",324.350006,326.160004,320.600006,324.890015,552300,324.890015
"290",324.959991,327.869995,318.5,320.970001,935100,320.970001
"291",321.130005,324.209991,318.959991,320.440002,840300,320.440002
"292",320.350006,327.380005,320.230011,321.779999,923300,321.779999
"293",321.940002,333.130005,321.5,330.470001,909500,330.470001
"294",327.970001,334.149994,327.970001,333.910004,746200,333.910004
"295",335,337,328.200012,333.480011,716700,333.480011
"296",330.329987,335.040009,328.279999,334.410004,599300,334.410004
"297",334.579987,341.170013,332.839996,340.779999,836100,340.779999
"298",343.579987,344.790009,339.480011,341.700012,759700,341.700012
"299",346,346.730011,337.420013,344.549988,1234400,344.549988
"300",344.429993,346.640015,335.420013,337.75,851500,337.75
"301",339.709991,342.619995,338.160004,341.420013,577800,341.420013
"302",341.559998,341.970001,334.290009,334.929993,569600,334.929993
"303",336.549988,345.850006,333.950012,343.299988,1348900,343.299988
"304",343,352.589996,335.630005,339.079987,924000,339.079987
"305",338.480011,339.980011,330.690002,333.859985,690000,333.859985
"306",334.089996,337.609985,333.160004,334.869995,431300,334.869995
"307",331.160004,336,327.51001,327.690002,608400,327.690002
"308",327.519989,332.320007,321.200012,321.290009,693300,321.290009
"309",325.579987,331,317.709991,330.709991,733600,330.709991
"310",332.649994,335.700012,326.940002,329.23999,996300,329.23999
"311",329.799988,340.399994,328.5,338.480011,1037400,338.480011
"312",340.820007,346.869995,338.320007,344.359985,1032800,344.359985
"313",342.450012,345.48999,324.769989,330.559998,1317100,330.559998
"314",330.820007,332.619995,320.709991,332.200012,815400,332.200012
"315",326.649994,339.100006,321.609985,337.350006,857500,337.350006
"316",339.859985,340.369995,325.480011,328.589996,848500,328.589996
"317",324.109985,326.5,316.570007,319.609985,1010200,319.609985
"318",318.649994,324.290009,315.369995,319.700012,681300,319.700012
"319",322.559998,328.880005,321.390015,328.040009,554000,328.040009
"320",326.070007,328.549988,322.279999,322.779999,688000,322.779999
"321",323.98999,327.279999,323,325.079987,575200,325.079987
"322",326.859985,328.589996,319.26001,321.559998,846100,321.559998
"323",324.399994,324.399994,317.630005,318.200012,816400,318.200012
"324",319.649994,324.76001,318.980011,322.630005,874500,322.630005
"325",323.399994,323.910004,320.75,321.390015,405800,321.390015
"326",320.51001,322.690002,315.369995,315.829987,546100,315.829987
"327",316.309998,318.190002,311.339996,314.25,688700,314.25
"328",316.029999,318.480011,313.809998,316.01001,605800,316.01001
"329",317.98999,318.519989,310.51001,312,752300,312
"330",312,321.230011,311.040009,316.170013,704400,316.170013
"331",318.079987,327.160004,316.23999,323.970001,803000,323.970001
"332",317,317.98999,299.559998,313.049988,2085600,313.049988
"333",311,311,298.190002,303.679993,1568900,303.679993
"334",302.929993,303.559998,294.109985,301.220001,1195300,301.220001
"335",299.920013,303.549988,295.75,296.140015,1036000,296.140015
"336",297.600006,307.720001,288.160004,292.410004,1259500,292.410004
"337",290.160004,292.910004,287.549988,291.25,1398700,291.25
"338",293.529999,294.5,286.320007,288.540009,1037300,288.540009
"339",290.5,292,284.040009,285.859985,758800,285.859985
"340",285,288.609985,281.890015,284.600006,764400,284.600006
"341",285.01001,289.980011,282.589996,288.899994,720400,288.899994
"342",290.440002,314.839996,290.440002,306.940002,2944500,306.940002
"343",307,310.950012,302,309.540009,1258000,309.540009
"344",306.420013,306.959991,299.619995,300.450012,819900,300.450012
"345",300.630005,306.459991,297.470001,303.209991,667900,303.209991
"346",302.570007,308.5,300.399994,308,1229100,308
"347",307.850006,307.850006,300,301.809998,938300,301.809998
"348",303.75,304.309998,294.179993,296.600006,766700,296.600006
"349",297.880005,299.709991,293.529999,294.679993,441900,294.679993
"350",292.290009,296.26001,291.100006,295.309998,568700,295.309998
"351",295.579987,296.920013,293.350006,294.609985,585400,294.609985
"352",294.119995,295.570007,292.5,293.73999,637400,293.73999
"353",291.790009,298,291.690002,296.5,737500,296.5
"354",297.049988,301.709991,294.019989,300.890015,775700,300.890015
"355",301.369995,304.869995,297.640015,300.320007,670800,300.320007
"356",301.339996,311.359985,297.779999,306.880005,1012700,306.880005
"357",307.640015,314.790009,304.959991,312.089996,1153400,312.089996
"358",310.140015,315.380005,306.48999,311.850006,714000,311.850006
"359",312.890015,315.679993,312.01001,315.130005,630000,315.130005
"360",315.529999,317.25,305.279999,308.720001,829700,308.720001
"361",308.220001,310.619995,303.519989,308.100006,644300,308.100006
"362",308,313.929993,306.130005,311.950012,535500,311.950012
"363",311.709991,312.420013,308.839996,309.529999,353600,309.529999
"364",310.119995,313.670013,307.630005,308.279999,465200,308.279999
"365",309.940002,317.820007,307.579987,315.670013,606900,315.670013
"366",316.899994,320.690002,310.359985,315.299988,1034200,315.299988
"367",312.26001,316.26001,309.709991,315.609985,613900,315.609985
"368",314.630005,327.559998,312.410004,327.070007,1096400,327.070007
"369",327.660004,338.480011,327.660004,336.929993,1300000,336.929993
"370",336.869995,336.880005,323.670013,329.040009,1014100,329.040009
"371",330.049988,334.529999,326.899994,331.970001,714900,331.970001
"372",328.950012,332.179993,321.73999,327.109985,574400,327.109985
"373",327.890015,330.25,321.769989,327.230011,655000,327.230011
"374",336.690002,342.660004,333,336.609985,1500900,336.609985
"375",336.630005,343.339996,332.959991,341.820007,948300,341.820007
"376",343.600006,349.23999,343.149994,344.98999,1205600,344.98999
"377",344.950012,351.470001,342.579987,351.140015,871600,351.140015
"378",352,355.980011,347,353.859985,540600,353.859985
"379",356.369995,362.769989,353.5,360.950012,954300,360.950012
"380",364,370.5,358.809998,369.589996,1002500,369.589996
"381",370.299988,374.839996,366.200012,371.309998,881400,371.309998
"382",371.279999,371.320007,364.200012,366.269989,921300,366.269989
"383",365.079987,366.519989,362.529999,365.209991,595800,365.209991
"384",366.589996,367.589996,359.339996,366.429993,698100,366.429993
"385",366.299988,370.140015,364.660004,367.640015,546200,367.640015
"386",368.559998,368.559998,359.76001,364.75,596400,364.75
"387",364.029999,366.670013,362.040009,365.429993,415300,365.429993
"388",365.519989,367.230011,360.720001,365.980011,456700,365.980011
"389",363.640015,368.200012,362.579987,367.73999,667000,367.73999
"390",367.040009,368.799988,363.690002,367.109985,965100,367.109985
"391",367.190002,368.230011,363.190002,366.209991,1106500,366.209991
"392",369.880005,374.480011,366.209991,372.769989,846700,372.769989
"393",370.980011,376.109985,369.570007,374.48999,672700,374.48999
"394",376,376.75,369.220001,373.589996,579300,373.589996
"395",373.140015,373.660004,361.649994,367.600006,1093900,367.600006
"396",365.559998,375.76001,363.160004,371.51001,758400,371.51001
"397",372.640015,375,365.440002,368.01001,961500,368.01001
"398",366.73999,373.220001,365.820007,371.029999,675200,371.029999
"399",372.480011,401.5,367.519989,397,2148400,397
"400",395.179993,399,390.75,394.880005,1312200,394.880005
"401",394,395.839996,389.519989,390.049988,769100,390.049988
"402",391.290009,395.320007,388.220001,391.420013,477700,391.420013
"403",380,380,367.630005,374.269989,1161000,374.269989
"404",372.769989,374.410004,363.25,372.140015,1000600,372.140015
"405",371.220001,371.850006,364.859985,368.779999,633400,368.779999
"406",367,368.570007,362.309998,366.450012,590200,366.450012
"407",367.049988,369.399994,364.959991,366.230011,517700,366.230011
"408",365,369,361.190002,361.869995,551100,361.869995
"409",364.480011,373.920013,361.76001,371.779999,595400,371.779999
"410",373,377.859985,370.170013,374.26001,669600,374.26001
"411",375.929993,377.540009,371.390015,374.799988,543800,374.799988
"412",374.549988,381.350006,374.149994,378.559998,553500,378.559998
"413",376.23999,382.190002,372.029999,380.170013,464700,380.170013
"414",378.839996,382.140015,376.589996,379.190002,438900,379.190002
"415",378.350006,380.190002,374.600006,376.329987,421300,376.329987
"416",378.690002,389.079987,377.040009,388.440002,847700,388.440002
"417",390,392.26001,387.049988,390.049988,657900,390.049988
"418",392.5,408.75,388.910004,406.619995,1234200,406.619995
"419",405.959991,416.48999,405.149994,408.51001,956700,408.51001
"420",407.200012,412.170013,406.299988,406.75,484400,406.75
"421",405.5,410.73999,399.470001,403.929993,627100,403.929993
"422",404.119995,409.670013,403,406.940002,541000,406.940002
"423",405.940002,405.940002,392.709991,397.929993,483900,397.929993
"424",395.420013,397.670013,388.019989,395.420013,503600,395.420013
"425",396.25,398.470001,392.100006,395.040009,355700,395.040009
"426",394.160004,396.019989,389.630005,393.769989,346000,393.769989
"427",394.839996,396.549988,382.440002,388.880005,684200,388.880005
"428",390.279999,398.570007,389.25,397.709991,538800,397.709991
"429",397.779999,400,388.109985,392.170013,493400,392.170013
"430",392.76001,394.529999,386.049988,386.48999,525800,386.48999
"431",382.730011,392.470001,375.209991,388.329987,644600,388.329987
"432",386.839996,386.980011,381.940002,383.700012,610500,383.700012
"433",385.059998,389.320007,383,387.25,680600,387.25
"434",389.730011,393.320007,387.390015,390.279999,1147800,390.279999
"435",387.290009,393.799988,385.950012,390.190002,372800,390.190002
"436",391.600006,394.769989,388.670013,390.049988,442200,390.049988
"437",389.709991,396.549988,388.910004,391.529999,406200,391.529999
"438",391.109985,407.100006,390.01001,406,813200,406
"439",405.920013,410,400.269989,404.040009,841600,404.040009
"440",406.410004,410,392,394.230011,866700,394.230011
"441",395.850006,405.75,395.01001,400.570007,586900,400.570007
"442",401.369995,403.589996,397.980011,403.040009,516200,403.040009
"443",401.359985,401.429993,387.839996,392.049988,627500,392.049988
"444",393.920013,400.75,386.75,391.769989,453700,391.769989
"445",391.570007,396.230011,386.429993,394.149994,371500,394.149994
"446",394,396.640015,388.679993,392.529999,422000,392.529999
"447",390.600006,397.940002,381,381.940002,673300,381.940002
"448",382.649994,384.179993,367.730011,371.670013,761600,371.670013
"449",377.119995,385.940002,373.100006,384.160004,810200,384.160004
"450",384.160004,385.779999,374.399994,377.549988,444900,377.549988
"451",381.309998,399.399994,380.779999,398.519989,684500,398.519989
"452",398.070007,401,392.450012,399.059998,440000,399.059998
"453",399.899994,399.899994,389.98999,395.220001,553500,395.220001
"454",396.579987,400.220001,387.519989,389.829987,728900,389.829987
"455",393.290009,398.279999,383.609985,387.799988,643900,387.799988
"456",384.170013,387.190002,377.089996,380.690002,778000,380.690002
"457",380.279999,386.089996,350.779999,351.390015,1416600,351.390015
"458",342.579987,348.98999,330.730011,336.940002,2351700,336.940002
"459",329.98999,342.790009,329.100006,335.820007,1038700,335.820007
"460",343.429993,343.429993,327.579987,336.179993,947000,336.179993
"461",335.859985,347.980011,332.399994,339.700012,1086800,339.700012
"462",344.820007,347,335.440002,339.23999,890300,339.23999
"463",339,355.529999,339,355.109985,997300,355.109985
