"","WDC.Open","WDC.High","WDC.Low","WDC.Close","WDC.Volume","WDC.Adjusted"
"902",43.150002,43.990002,42.41,43.900002,4064100,43.900002
"903",43.43,44.779999,43.369999,44.759998,3705400,44.759998
"904",45.02,45.360001,44.060001,44.470001,6498000,44.470001
"905",39.099998,39.209999,36.900002,37.299999,33840400,37.299999
"906",37.389999,37.900002,36.5,36.990002,10250000,36.990002
"907",37.200001,37.779999,36.720001,37.360001,7860900,37.360001
"908",37.509998,38.130001,36.880001,36.98,6146700,36.98
"909",37.310001,37.32,36.509998,36.77,6277900,36.77
"910",36.400002,36.59,35.630001,35.740002,8348400,35.740002
"911",35.700001,36.07,35.419998,35.740002,4911400,35.740002
"912",35.91,36.049999,35.459999,35.599998,3314900,35.599998
"913",35.66,35.66,34.57,34.709999,6237600,34.709999
"914",34.900002,35.27,34.34,34.450001,5148400,34.450001
"915",33.799999,34.369999,33.599998,34.099998,4880400,34.099998
"916",33.709999,33.93,33.529999,33.709999,5072800,33.709999
"917",33.959999,34.630001,33.73,34.540001,5653500,34.540001
"918",34.799999,35.439999,34.209999,34.310001,4871400,34.310001
"919",34.610001,34.610001,34.040001,34.299999,4202300,34.299999
"920",34.59,35.34,33.880001,35.240002,6727900,35.240002
"921",35.459999,37.860001,35.360001,37.84,11744300,37.84
"922",37.68,38.529999,37.16,38.419998,9257800,38.419998
"923",38.049999,38.34,36.830002,37.34,5958300,37.34
"924",37.689999,39.259998,37.68,38.860001,7418200,38.860001
"925",38.560001,38.810001,36.700001,37.709999,7364700,37.709999
"926",37.689999,38.380001,37.09,38.16,7504900,38.16
"927",37.029999,37.52,36.41,36.450001,5720300,36.450001
"928",36.68,36.849998,35.630001,36.549999,5987500,36.549999
"929",36.799999,37.189999,36.040001,36.25,5181000,36.25
"930",36.5,37.810001,36.259998,37.369999,6350200,37.369999
"931",38,39,38,38.939999,6047200,38.939999
"932",39.09,39.09,37.580002,37.779999,4986500,37.779999
"933",38.09,39.389999,38.009998,38.779999,6009800,38.779999
"934",37.790001,38.709999,37.400002,38.279999,4082400,38.279999
"935",38.34,38.389999,36.689999,37.209999,6720200,37.209999
"936",36.419998,36.470001,35.57,36.09,4837600,36.09
"937",36.389999,36.619999,35.990002,36.470001,3351400,36.470001
"938",38.669998,41.119999,38.560001,38.919998,13628600,38.919998
"939",38.450001,38.639999,37.41,37.529999,5382000,37.529999
"940",37.380001,38.509998,36.950001,38.470001,3851600,38.470001
"941",38.849998,39.240002,38.400002,38.619999,5223800,38.619999
"942",38.450001,40.049999,38.450001,39.32,6656000,39.32
"943",37.779999,38.02,36.470001,36.549999,14138000,36.549999
"944",36.810001,37.029999,36.09,36.330002,7795500,36.330002
"945",35.5,36.580002,35.290001,35.959999,5366600,35.959999
"946",36.23,36.939999,36.200001,36.57,5200400,36.57
"947",36.630001,37.119999,36.169998,36.259998,4740300,36.259998
"948",36.990002,37.82,36.709999,37.549999,5259600,37.549999
"949",37.98,38.82,37.889999,38.700001,4613000,38.700001
"950",39.34,39.549999,37.970001,38.119999,4724400,38.119999
"951",38.080002,38.459999,37.599998,38.32,5258800,38.32
"952",38.459999,38.990002,37.740002,37.849998,4254000,37.849998
"953",38.099998,38.34,37.630001,37.73,3481800,37.73
"954",37.16,38.029999,36.84,38,3674800,38
"955",38.09,38.91,37.580002,37.939999,17425700,37.939999
"956",38.25,41.959999,38.040001,40.919998,17145100,40.919998
"957",40.900002,41.84,40.799999,41.41,7436400,41.41
"958",41.779999,42.52,41.689999,42.060001,6871300,42.060001
"959",42.09,43.77,41.650002,42.939999,6104800,42.939999
"960",42.509998,42.740002,41.310001,41.720001,6696000,41.720001
"961",41.34,41.470001,39.84,40.490002,4886900,40.490002
"962",40.330002,40.759998,40,40.32,4004600,40.32
"963",38.630001,39.599998,38.599998,38.810001,5631700,38.810001
"964",38.049999,38.720001,37.380001,38.110001,6438400,38.110001
"965",37.98,38.240002,36.970001,37.73,5068300,37.73
"966",38.09,38.09,36.59,37.029999,5401000,37.029999
"967",37.630001,38.09,37.310001,37.48,4316400,37.48
"968",37.810001,37.93,36.700001,37.509998,4179900,37.509998
"969",37.75,39.240002,37.73,39.150002,4546700,39.150002
"970",39.299999,40.07,39.099998,39.810001,3048500,39.810001
"971",41.5,42.959999,41.16,41.48,5957600,41.48
"972",41.400002,41.900002,40.91,41.27,3961700,41.27
"973",41.669998,41.93,40.360001,40.599998,3642400,40.599998
"974",40.279999,40.459999,38.959999,39.310001,4067400,39.310001
"975",39.799999,41.57,39.650002,41.470001,4984200,41.470001
"976",42.639999,43.59,42.189999,43.580002,5560300,43.580002
"977",43.02,43.169998,42.16,42.720001,3662000,42.720001
"978",42.82,43.43,42.470001,42.490002,3907000,42.490002
"979",42.139999,42.669998,41.799999,42.610001,2612700,42.610001
"980",42.580002,43.16,42.400002,42.419998,2584300,42.419998
"981",42.779999,44.740002,42.610001,44.48,5789600,44.48
"982",45.09,45.950001,44.650002,45.84,4529700,45.84
"983",45.509998,45.630001,44.450001,45.259998,3207700,45.259998
"984",45.290001,46.220001,45.290001,45.849998,2118500,45.849998
"985",45.970001,46.540001,44.740002,44.880001,4834100,44.880001
"986",45.470001,48.119999,45.360001,47.27,6725900,47.27
"987",47.16,47.919998,46.93,47.720001,4515900,47.720001
"988",48.119999,49.009998,47.639999,48.48,4704600,48.48
"989",49,51.82,48.91,51.75,6454400,51.75
"990",51.939999,52.490002,50.950001,51.139999,4720800,51.139999
"991",50.810001,52.459999,50.77,52.419998,3601800,52.419998
"992",52.599998,53.209999,50.599998,51.099998,4666300,51.099998
"993",49.990002,51.959999,49.91,51.610001,3740500,51.610001
"994",50.68,51.709999,50.560001,51.09,3134600,51.09
"995",51.799999,52.389999,51.040001,51.139999,3596400,51.139999
"996",52.18,53.59,51.880001,53.580002,4891700,53.580002
"997",53.700001,53.939999,52.860001,53.02,2985200,53.02
"998",53.349998,53.509998,52.860001,53.459999,2997500,53.459999
"999",53.639999,54.59,52.959999,53.189999,6978000,53.189999
"1000",51.619999,52.459999,51.450001,52.209999,3817400,52.209999
"1001",52.209999,52.389999,49.68,49.720001,4112600,49.720001
"1002",49.950001,50.599998,49.41,49.93,2685500,49.93
"1003",50.310001,50.380001,49.349998,49.919998,1224500,49.919998
"1004",50.59,50.970001,49.630001,50.060001,2763400,50.060001
"1005",50.639999,50.639999,48.23,48.290001,4622400,48.290001
"1006",48.279999,50.290001,48.279999,49.529999,3965400,49.529999
"1007",49.900002,55.950001,49.810001,55.389999,15479800,55.389999
