"","WDC.Open","WDC.High","WDC.Low","WDC.Close","WDC.Volume","WDC.Adjusted"
"94",88.260002,88.360001,85.139999,85.220001,3965200,76.830994
"95",85.730003,86.510002,84.129997,86.110001,3364700,77.633369
"96",86.550003,87.480003,86.410004,86.660004,3026300,78.129227
"97",88.620003,88.790001,86.790001,87.980003,3235500,79.319313
"98",88.099998,88.32,86.32,88.029999,2662400,79.364365
"99",88.68,90.809998,88.550003,89.699997,6120200,80.869965
"100",90.300003,90.370003,88.550003,89.269997,3306900,80.482307
"101",89.019997,90.080002,88.300003,90.010002,2939700,81.14946
"102",90.080002,92.269997,89.839996,91.290001,3351300,82.303467
"103",91.809998,91.849998,89.68,90.059998,5531700,81.194542
"104",89.940002,91.769997,89.75,91.589996,3520300,82.573921
"105",92.300003,92.5,90.610001,91.519997,3191100,82.510818
"106",91.440002,91.5,89.230003,89.419998,4286100,80.617546
"107",89.25,90.18,89.18,89.940002,3626200,81.086365
"108",89.970001,91.290001,89.699997,89.93,2938000,81.077339
"109",90.400002,91.129997,89.410004,91.019997,2649300,82.060036
"110",91.099998,91.940002,84.190002,86.010002,6027200,77.543221
"111",84.82,86.720001,82.139999,86.639999,5915100,78.111214
"112",88.540001,90.43,87.690002,90.050003,5038600,81.185524
"113",90.25,90.470001,86.93,87.800003,4226100,79.157028
"114",86.32,87.720001,85.599998,87.309998,2720200,78.715256
"115",87.760002,88.480003,86.790001,87.120003,4295000,78.543953
"116",88.139999,88.919998,87.660004,88.639999,2520200,79.914322
"117",88.690002,89.589996,88.169998,88.230003,4471600,79.544693
"118",88.059998,91.849998,87.870003,91.029999,4349400,82.069061
"119",91.269997,91.300003,89.760002,90.25,2285300,81.365829
"120",90.93,95,90.610001,93.339996,8322200,84.151657
"121",94,94.910004,92.540001,92.660004,3717900,83.538605
"122",91.25,92.900002,89.809998,91.849998,5356400,82.808327
"123",91.43,93.699997,90.860001,93.669998,3692200,84.9114
"124",93.199997,93.230003,90.800003,91.650002,5673300,83.080276
"125",92.32,92.400002,88.279999,88.599998,6614900,80.315475
"126",89,89.25,85.260002,85.290001,4562300,77.314964
"127",85.949997,86.75,84.459999,86.410004,5119800,78.330246
"128",86.169998,86.580002,84.739998,86.120003,4143800,78.06736
"129",86.540001,88.519997,86.080002,86.940002,3436800,78.810684
"130",86.870003,89.510002,86.309998,89.269997,4909500,80.922821
"131",89.379997,92.160004,89.269997,91.75,5130800,83.170937
"132",92.900002,95.510002,92.610001,94.129997,5555200,85.328392
"133",93.510002,94.620003,92.610001,92.800003,4140700,84.122757
"134",93.360001,95.489998,93.199997,94.440002,3471200,85.609406
"135",94.150002,94.940002,93.849998,94.57,2557000,85.727242
"136",94.160004,94.82,93.599998,94.269997,2211900,85.455292
"137",94.419998,94.610001,93.449997,94.480003,2853100,85.645668
"138",95,95.559998,94.230003,95.010002,3358900,86.126114
"139",94.699997,95.769997,94.5,94.82,2183300,85.95388
"140",94.940002,95.690002,94.480003,94.620003,2254900,85.772568
"141",91.040001,95.050003,90.75,93.75,5024700,84.983917
"142",94.260002,94.489998,92.529999,92.959999,2503800,84.267784
"143",93.010002,94.25,91.220001,91.900002,5241700,83.3069
"144",88,88,84.099998,84.970001,11204400,77.024902
"145",86.120003,86.730003,84.400002,85.120003,5093600,77.160881
"146",85.290001,86.349998,84.870003,85.669998,4010000,77.659447
"147",86.489998,86.550003,84.050003,84.370003,3757500,76.481003
"148",84.5,85.010002,83.809998,84.510002,3511100,76.60791
"149",84.790001,84.82,79.660004,81.169998,10704300,73.5802
"150",81.160004,81.629997,80.389999,80.970001,4772000,73.398903
"151",80.790001,82.739998,80.669998,81.339996,3590600,73.734314
"152",80.720001,81.620003,80.519997,80.989998,2741200,73.417038
"153",80.510002,80.599998,78.449997,79.190002,4290600,71.785355
"154",79.050003,80.230003,78.309998,79.900002,3438700,72.428963
"155",80.93,83.199997,80.779999,82.830002,3899600,75.084991
"156",83.029999,84.040001,82.300003,83.82,3158700,75.98243
"157",84.199997,85.940002,84.059998,85.849998,4168700,77.822617
"158",85.480003,85.599998,82.470001,82.480003,2968400,74.767723
"159",82.459999,83.989998,81.550003,83.199997,3002900,75.420395
"160",82.980003,84,81.660004,83.860001,3525800,76.018692
"161",84.480003,86.989998,84.239998,86.650002,4423200,78.547806
"162",86.419998,89,86.059998,88.309998,4823000,80.052589
"163",89,90.18,88.349998,89.449997,3532900,81.085999
"164",89.150002,90.709999,88.599998,90.25,3264300,81.811188
"165",91.029999,92.139999,90.059998,90.559998,4310500,82.092209
"166",89.43,90.370003,88.080002,90.07,3632100,81.648018
"167",88.75,90.709999,87.440002,90.300003,3651300,81.856522
"168",90.300003,90.459999,87.480003,88.269997,4599900,80.016327
"169",88.669998,90.709999,88.57,90.410004,3467700,81.956223
"170",90,91.169998,88.370003,89.5,3182300,81.13131
"171",89.949997,90.980003,88.540001,89.559998,4215500,81.185707
"172",90,90,88.379997,88.419998,2569600,80.152283
"173",88.400002,88.830002,86.260002,87,3998600,78.865082
"174",87.690002,88.300003,86.82,87.379997,3266900,79.209549
"175",87.550003,89.400002,87.110001,88.779999,4011800,80.47863
"176",86.5,86.5,83.32,85.739998,8719200,77.722893
"177",85.349998,86.440002,85.120003,85.790001,2943600,77.768219
"178",86.089996,89.080002,86.089996,88.519997,6021200,80.242943
"179",89.010002,89.360001,87.68,89.18,3121600,80.841225
"180",88.699997,90.949997,86.699997,89.919998,7985500,81.512039
"181",86.209999,86.849998,84.120003,86.370003,7818700,78.293999
"182",86.139999,86.300003,84.160004,85.489998,4306100,77.496277
"183",85.419998,86.639999,85.269997,86.480003,3152300,78.393692
"184",86.110001,87.150002,85.5,86.089996,2787600,78.040161
"185",87.040001,87.82,86.089996,86.279999,3735900,78.212395
"186",86.989998,89.209999,86.650002,88.720001,3975900,80.424248
"187",87.25,87.830002,85.309998,86.709999,4760600,79.047691
"188",86.5,87.019997,85.800003,86.400002,3733200,78.765091
"189",84.839996,85,82.550003,83.389999,7502300,76.021065
"190",83.220001,83.599998,82.32,83,4576500,75.665527
"191",82.839996,84.839996,82.629997,84.349998,3414300,76.896225
"192",83,84.489998,82.150002,83.580002,5481400,76.194275
"193",83.480003,85.669998,83.010002,83.849998,3489900,76.440414
"194",84.349998,84.519997,83.68,84.269997,2044300,76.823288
"195",85.599998,86.779999,85,86.010002,3799800,78.409538
"196",85.989998,86.980003,85.510002,85.620003,2919900,78.054001
"197",85.599998,86.239998,85.199997,85.760002,2160200,78.181633
"198",86.57,88.25,86.099998,87.800003,5325400,80.041359
"199",87.739998,87.82,86.529999,86.830002,2693400,79.157074
"200",86.470001,86.910004,85.230003,85.779999,2990100,78.199867
"201",85.709999,86.279999,84.75,85.5,3463100,77.944595
"202",85.559998,85.709999,84.209999,85.480003,2096700,77.926376
"203",86.370003,87.720001,86,86.410004,2764600,78.774193
"204",90,90.330002,87.949997,87.989998,4800300,80.214569
"205",88.330002,89.300003,87.599998,87.889999,2582500,80.123398
"206",87.5,88.190002,86.519997,87.290001,2811900,79.576439
"207",87.68,89.660004,87.519997,89.379997,4319600,81.481743
"208",88.360001,88.629997,84.32,87.110001,7784900,79.412331
"209",86.959999,88.089996,85.519997,85.790001,5142000,78.208984
"210",86.25,90.160004,85.779999,89.269997,5661000,81.381462
"211",90.010002,91.230003,88.900002,89.239998,3780000,81.354111
"212",89.099998,89.160004,87.709999,88.599998,2605600,80.770676
"213",89.080002,89.139999,86.510002,87.010002,2942700,79.321175
"214",86.669998,88.18,86.529999,87.849998,3084300,80.086945
"215",87.849998,87.919998,85.959999,86.089996,3638200,78.482468
"216",86.260002,87.419998,85.529999,87.120003,2777700,79.421455
"217",86.5,88.239998,86.050003,87.629997,2845000,79.886391
"218",88.25,89.370003,87.599998,88.919998,3226400,81.062378
"219",88.129997,89.089996,88.129997,88.440002,2144600,80.624817
"220",89.75,92.290001,89.010002,91.580002,5247100,83.487335
"221",90.800003,91.18,89.510002,90.360001,3572900,82.375137
"222",90.589996,91.720001,90.43,91.209999,2348900,83.150024
"223",91.169998,91.639999,90.529999,91.300003,1593900,83.232079
"224",90.5,91.129997,89.730003,90.879997,2666200,82.849182
"225",91.589996,93.309998,91.260002,92.349998,3077200,84.189293
"226",92.43,93.220001,91.709999,92.910004,2234100,84.699806
"227",92.959999,93.160004,92.25,92.779999,937100,84.581299
"228",88.309998,88.330002,85.330002,86.550003,11066400,78.901817
"229",87.099998,87.449997,85.940002,86.889999,4445400,79.211784
"230",86.339996,86.489998,80.599998,81,7152300,73.842255
"231",81.919998,82.099998,78.599998,78.860001,7171400,71.891365
"232",79.269997,80.360001,77.110001,79.360001,6456200,72.347176
"233",79.360001,79.93,76.589996,77.110001,5710900,70.296005
"234",77.260002,79.029999,76.769997,78.559998,4598100,71.617874
"235",78,78.93,77.510002,77.860001,3517800,70.979729
"236",78,78.860001,77.690002,78.349998,2671800,71.42643
"237",80.120003,81.68,79.419998,81.470001,5060200,74.270721
"238",81.190002,81.940002,80.089996,81.199997,2511300,74.02459
"239",81.589996,82.75,81.129997,81.769997,2604100,74.544212
"240",84.669998,85.629997,83.120003,83.629997,6420800,76.239861
"241",83.870003,84.089996,82.43,82.639999,3239600,75.337341
"242",81.889999,82.080002,79.93,81.620003,7160700,74.407463
"243",82.510002,83.830002,82.300003,83.620003,3879200,76.230736
"244",83.529999,85.129997,82.290001,84.239998,3937500,76.795944
"245",85.160004,85.260002,82.120003,82.769997,4746500,75.455849
"246",82.879997,83.269997,80.75,80.830002,4921800,73.687286
"247",80.879997,81.360001,80.459999,80.68,2125000,73.550529
"248",80.919998,81,79.220001,80,3904200,72.930618
"249",80.089996,81,79.629997,80.959999,2633200,73.805786
"250",81.419998,81.699997,80.330002,80.639999,2303000,73.970901
"251",80.610001,80.75,79.489998,79.529999,2789600,72.952705
"252",80.510002,81.790001,79.580002,81.379997,3894000,74.649696
"253",82,82.889999,81.809998,82.669998,3253300,75.833031
"254",82,83,79.690002,82.169998,5173100,75.374367
"255",82.389999,82.970001,81.610001,82.690002,2727400,75.851372
"256",83,83,80.610001,81.440002,4875300,74.70475
"257",81.519997,82.099998,80.43,80.620003,3810700,73.95256
"258",79.199997,80.949997,78.800003,80.910004,4941100,74.218582
"259",80.919998,82.910004,80.900002,82.25,3822100,75.447754
"260",82.68,83.309998,82.449997,83.120003,2990600,76.245804
"261",83.699997,84.980003,83.300003,83.879997,5574300,76.942947
"262",84.540001,85.480003,84.199997,85.160004,4398000,78.117096
"263",85.169998,86.57,85.07,86.400002,4604000,79.254547
"264",86.120003,87.07,85.379997,85.599998,3938500,78.520706
"265",85.940002,86.389999,85.099998,86.239998,4534500,79.107773
"266",86.43,87.550003,86.010002,87.339996,3081400,80.116806
"267",87.699997,87.889999,86.18,86.970001,4696600,79.77739
"268",88.18,89.839996,87.650002,87.989998,7284000,80.713051
"269",86.75,89.629997,86.709999,89.599998,8188500,82.189896
"270",88.739998,89.800003,87.18,87.449997,5004700,80.217705
"271",86,87.260002,85.110001,87.080002,4730900,79.878304
"272",89.18,91.190002,88.669998,88.980003,8524300,81.621178
"273",87.43,89.120003,86.599998,87.650002,3555200,80.401169
"274",86.989998,87.129997,85.010002,85.25,5010400,78.199654
"275",84.199997,85.900002,81.440002,81.449997,5205200,74.713913
"276",80.580002,84.599998,80.25,84.25,4835800,77.282349
"277",83.949997,85.32,83.099998,83.709999,3737700,76.787018
"278",83.650002,84.410004,80.089996,80.089996,3791600,73.466385
"279",80.800003,81.980003,77.900002,80.589996,4628800,73.925041
"280",81.25,83.059998,81.25,82.339996,3296800,75.530312
"281",81.860001,83.459999,81.580002,82.970001,2943400,76.108215
"282",81.900002,83.589996,81.900002,83.330002,3273300,76.438446
"283",83.870003,84.620003,82.959999,84.540001,3132700,77.548363
"284",84.290001,86.32,84.230003,84.910004,2997500,77.887772
"285",84.129997,87.349998,84.110001,86.459999,3761700,79.309578
"286",86.290001,87.540001,85.620003,85.669998,2586300,78.584915
"287",85.940002,87.260002,85.269997,85.529999,2270600,78.456497
"288",86.980003,89.32,86.5,89.139999,4259900,81.767944
"289",89.139999,89.519997,88.220001,89.220001,2757100,81.841324
"290",89.419998,89.93,86.980003,87.190002,3411300,79.979202
"291",88.139999,88.589996,87.010002,87.040001,3101300,79.841614
"292",87.419998,88.82,86.309998,87.269997,3554500,80.052597
"293",86.279999,88.400002,86.029999,88.25,2505400,80.951546
"294",88,90.309998,87.989998,89.949997,3410600,82.510941
"295",91.129997,94.139999,90.690002,93.800003,6593600,86.042557
"296",92.75,96.940002,92.75,95.269997,6005000,87.390961
"297",95.5,97.910004,95.379997,97.220001,4115800,89.17971
"298",97.900002,100,97.550003,99.550003,4540700,91.317017
"299",100,103.110001,99.760002,102.860001,5762100,94.353264
"300",100,103.110001,100,102.910004,6893000,94.399124
"301",103.449997,104.599998,101.379997,103.199997,3976300,94.665146
"302",103.120003,103.410004,101.669998,102.230003,2696500,93.775383
"303",103.879997,106.959999,103.43,106.449997,7289900,97.646355
"304",105.989998,106.389999,102.419998,103.160004,4434100,94.628456
"305",103.540001,104.5,103.120003,103.669998,2499200,95.096268
"306",103.690002,104.599998,102.760002,102.839996,2381700,94.334915
"307",101.580002,102.739998,100.389999,100.830002,3234800,92.49115
"308",98.410004,99.110001,92.32,92.339996,8564400,84.703293
"309",94.209999,94.510002,91.610001,94.269997,4380400,86.473671
"310",94.93,95.699997,91.580002,92.18,3326400,84.556534
"311",91.82,92.870003,90.220001,90.800003,2808200,83.744896
"312",91.279999,93.260002,90.57,92.269997,3373000,85.100677
"313",92.510002,93.410004,88.900002,89.989998,3404700,82.997818
"314",90.580002,91.790001,89.300003,91.209999,2337600,84.123032
"315",88.089996,92.779999,88.089996,92.510002,2315100,85.322037
"316",93.080002,93.389999,90.07,90.529999,2320400,83.49588
"317",89.480003,90.620003,87.150002,87.769997,3690700,80.950317
"318",88.620003,90.989998,88.389999,88.559998,2362800,81.678947
"319",90.519997,92.300003,90.129997,90.720001,2978500,83.671112
"320",89.900002,90.839996,89.419998,89.629997,2641700,82.665802
"321",90.389999,91.220001,89.949997,90.5,2322300,83.468201
"322",91.209999,91.910004,89.480003,89.93,2868600,82.942497
"323",90.559998,90.599998,89.040001,90.519997,2525100,83.486656
"324",91.269997,91.879997,90.800003,91.370003,2151100,84.270615
"325",90.199997,92.059998,89.110001,91.699997,3020500,84.574959
"326",90.620003,91.550003,88.639999,89.510002,2380200,82.555138
"327",89.169998,91.5,88.790001,89.559998,3558500,82.601234
"328",90.080002,90.139999,86.639999,87,3362700,80.24015
"329",88.07,89.779999,85.870003,86.43,3454100,79.714439
"330",86.440002,86.949997,83.860001,85.919998,2609200,79.24408
"331",87.300003,88.389999,86.540001,87.910004,4334900,81.079445
"332",86.209999,87.209999,80.599998,80.879997,9130300,74.595665
"333",80.699997,82,76.699997,78.790001,7565300,72.668068
"334",78.220001,80.43,78.220001,79.790001,4525700,73.59037
"335",79.480003,79.769997,76.690002,76.769997,5421900,70.805008
"336",76.620003,77.480003,75.959999,76.980003,4527400,70.998711
"337",76.639999,77.760002,76.050003,77.279999,4778100,71.275398
"338",77.730003,79.169998,77.440002,78.519997,4521000,72.419037
"339",78.5,78.900002,77.029999,77.730003,2777100,71.69043
"340",78.059998,78.690002,77.139999,78.449997,3473100,72.354485
"341",79.040001,79.230003,78.099998,79.040001,3281800,72.898636
"342",79,79.830002,78.580002,78.800003,3030400,72.677307
"343",80.940002,82.970001,80.629997,81.120003,6276900,74.817032
"344",82.309998,83.300003,81.010002,82.980003,5904000,76.532509
"345",83.5,87.139999,83.349998,87.019997,7123800,80.258606
"346",86.760002,87.730003,85.699997,86.519997,4025500,79.79744
"347",85.809998,86.709999,84.400002,84.75,3432900,78.164978
"348",86.629997,87.459999,85.949997,86.529999,4036800,79.806679
"349",88.150002,88.620003,87.25,87.870003,4248900,81.042557
"350",86.959999,88.529999,86.410004,88.5,4422500,81.623604
"351",88.050003,88.620003,86.870003,87.459999,4804300,80.664413
"352",87.099998,87.919998,86.080002,86.349998,2816600,79.640671
"353",85.730003,87.260002,85.620003,86.489998,2964300,79.769775
"354",87.150002,87.25,86.050003,86.529999,3051300,79.806679
"355",86.300003,86.910004,83.43,83.510002,4896100,77.021332
"356",84.209999,85.980003,83.599998,85.870003,3748700,79.19796
"357",85.419998,85.480003,83.769997,84.849998,4238300,78.25721
"358",85.5,86.099998,85.120003,85.900002,2851100,79.225624
"359",86.5,87.160004,84.57,84.720001,4804000,78.137306
"360",84.690002,84.830002,80.639999,82.599998,8824100,76.18203
"361",81.739998,82.849998,81.150002,82.620003,2873800,76.200478
"362",82.43,83.489998,82.309998,83,3916600,76.550964
"363",83.330002,83.330002,81.370003,82.120003,4004200,75.739334
"364",82.440002,83.459999,82.220001,82.860001,4215900,76.421822
"365",83.099998,83.629997,82.389999,82.550003,4112100,76.135918
"366",82,82,80.019997,80.599998,5520300,74.337433
"367",80.050003,80.510002,78.860001,80.269997,3917900,74.033058
"368",79.370003,80.889999,78.900002,80.510002,3120100,74.254425
"369",81,81.169998,80.040001,80.220001,2863100,73.986954
"370",82.760002,83.779999,80.730003,80.889999,3783300,74.604897
"371",81.260002,81.379997,79.540001,79.68,3577100,73.488922
"372",79.07,79.470001,77.010002,78.129997,4567300,72.059349
"373",78.309998,78.809998,77.720001,78.510002,3512400,72.409828
"374",78.489998,78.919998,77.279999,77.300003,3382800,71.293846
"375",76.940002,77.580002,76.400002,76.93,3174600,71.414513
"376",77.599998,78.559998,77.209999,77.410004,2610500,71.860107
"377",76.5,78.169998,76.059998,78.040001,2486500,72.444931
"378",78.5,78.809998,76.620003,76.870003,1864300,71.358826
"379",77.220001,77.720001,76.550003,77.459999,2587600,71.906525
"380",77.300003,78.029999,76.489998,77.93,2237100,72.342827
"381",78.400002,79.699997,78.120003,79.68,2712200,73.967361
"382",79.879997,80.120003,79.129997,80.080002,2784900,74.338684
"383",79.25,79.339996,77.889999,78.190002,3200300,72.584183
"384",78.790001,78.93,78.330002,78.849998,2049000,73.196869
"385",78.809998,80.059998,78.779999,79.519997,1691300,73.818832
"386",79.68,79.68,78.230003,78.43,2174700,72.806969
"387",77.839996,79.110001,77.660004,78.989998,1642500,73.32682
"388",79,79.260002,78.519997,78.779999,2500000,73.131882
"389",78.410004,78.839996,77.190002,77.459999,2607500,71.906525
"390",77.599998,77.669998,76.5,76.639999,3305000,71.145309
"391",76.239998,76.529999,74.809998,76.379997,3813900,70.903938
"392",76.5,76.980003,74.970001,75.110001,3268300,69.724998
"393",75.169998,76.139999,75.050003,75.629997,3007400,70.20771
"394",75.529999,77.540001,75.379997,77.089996,5389800,71.563042
"395",74.489998,75,69.959999,71.129997,11225800,66.030342
"396",71.050003,71.900002,69.529999,70.029999,6458600,65.009209
"397",71.040001,71.720001,70.120003,70.150002,4954500,65.120613
"398",70.199997,70.43,69.190002,69.230003,4699500,64.266579
"399",69,69.160004,68.410004,68.519997,4732100,63.607475
"400",68.739998,68.849998,67.330002,67.959999,4693000,63.087624
"401",67.629997,68.459999,67.620003,68.300003,3582400,63.403244
"402",68.540001,69.550003,67.720001,67.75,4064700,62.892673
"403",67.699997,67.75,67.019997,67.050003,3150300,62.242867
"404",66.800003,67,65.300003,66.110001,5906900,61.370247
"405",65.510002,65.970001,64.68,64.790001,4658800,60.144894
"406",64.970001,65.379997,64.040001,64.220001,3585100,59.615765
"407",64.709999,65.790001,64.360001,64.989998,3257900,60.330555
"408",63.259998,64.190002,61.540001,63.950001,10172700,59.365116
"409",64.400002,65.489998,64.360001,65.059998,4229900,60.395535
"410",64.709999,64.940002,63.650002,64.629997,3401800,59.996357
"411",64.849998,64.849998,63.310001,64.019997,3499100,59.430096
"412",64.449997,65.239998,64.360001,64.889999,3078500,60.237724
"413",64.830002,64.860001,63.939999,64.019997,2781900,59.430096
"414",63.84,64.449997,63.18,63.349998,3149400,58.808128
"415",63.720001,64.25,63.470001,63.810001,2617000,59.235157
"416",64.050003,65.220001,64,64.470001,3163900,59.847836
"417",64.760002,64.93,64.169998,64.669998,2132900,60.033497
"418",64.779999,64.860001,63.360001,63.389999,3614400,58.845268
"419",63.330002,63.5,62.889999,63.279999,3228800,58.743153
"420",63.18,63.330002,62.599998,63.240002,3321500,58.706024
"421",61.75,61.75,58.919998,60.240002,8857800,55.921108
"422",60.119999,60.860001,59.299999,60.009998,5695000,55.707596
"423",59.860001,59.860001,57.529999,57.790001,5972600,53.646755
"424",57.5,58.349998,56.610001,57.689999,4787400,53.553921
"425",58,58.060001,56.91,57.049999,3628000,52.959805
"426",55.68,55.880001,54.119999,54.98,7373200,51.038216
"427",53.849998,57.669998,53.610001,56.57,7210700,52.514225
"428",57.040001,57.720001,56.150002,57.099998,5132700,53.006222
"429",57.349998,57.950001,56.169998,56.959999,3028900,52.876263
"430",56.84,58.110001,56.700001,57.18,3501400,53.08049
"431",57.459999,59.110001,57.259998,58.099998,4935400,53.934532
"432",58.540001,58.939999,57.98,58.389999,3552700,54.203735
"433",59.279999,60.669998,59.139999,60.049999,6482200,55.744724
"434",60.16,61.09,59.110001,60.720001,9921200,56.366692
"435",60.27,60.619999,59.52,59.919998,5897900,55.624043
"436",59.919998,60.43,58.970001,59.68,4476400,55.401249
"437",59.080002,59.439999,57.939999,58.939999,5000400,54.714306
"438",58.720001,59.200001,58.080002,58.279999,2938700,54.564503
"439",58.119999,59.23,57.630001,58.540001,4315700,54.807934
"440",58.009998,59.560001,57.360001,58.02,4431200,54.321087
"441",58.09,59.279999,57.669998,57.720001,4217400,54.040211
"442",57.919998,59.240002,57.759998,58.360001,4272800,54.639404
"443",57.75,57.889999,56.060001,56.610001,5437000,53.000977
"444",56.810001,57.389999,56.009998,56.150002,3959500,52.570305
"445",55.900002,56.459999,55.330002,55.650002,2533100,52.102177
"446",55.549999,55.639999,53.580002,54.419998,4040800,50.950592
"447",54.02,55.360001,53.950001,54.150002,5430700,50.697807
