"","CRL.Open","CRL.High","CRL.Low","CRL.Close","CRL.Volume","CRL.Adjusted"
"35",88.059998,88.510002,87.43,87.93,285900,87.93
"36",88.489998,88.629997,87.349998,87.809998,288100,87.809998
"37",87.650002,88.07,87.059998,88.050003,292700,88.050003
"38",87.809998,89.730003,87.809998,89.540001,460500,89.540001
"39",88.620003,89.260002,86.830002,86.970001,671800,86.970001
"40",87.639999,88.970001,87.239998,87.480003,378600,87.480003
"41",87.300003,87.980003,86.940002,87.589996,363000,87.589996
"42",87.519997,88.459999,86.959999,88.040001,350100,88.040001
"43",87.550003,88.620003,87.169998,87.5,349400,87.5
"44",86.720001,88.279999,86.720001,88.120003,545400,88.120003
"45",87.120003,89.400002,86.25,88.879997,410700,88.879997
"46",88.489998,89.639999,88.489998,89.010002,388200,89.010002
"47",89.510002,89.989998,88.839996,89.540001,557000,89.540001
"48",89.540001,89.93,88.68,89.160004,223200,89.160004
"49",89.110001,89.910004,88.529999,89.5,345100,89.5
"50",89.760002,91.57,89.75,91.400002,618300,91.400002
"51",90.889999,91.25,88.760002,89.389999,686800,89.389999
"52",89.18,90.269997,88.82,90,541700,90
"53",90,90.150002,88.93,89.190002,245300,89.190002
"54",89.349998,89.769997,87.889999,88.120003,588200,88.120003
"55",88.25,89.029999,87.68,88.449997,218400,88.449997
"56",88.419998,88.809998,87.75,87.809998,176500,87.809998
"57",87.970001,88.980003,87.760002,88.110001,243900,88.110001
"58",87.720001,88.68,87.559998,88.449997,259800,88.449997
"59",88.809998,89.540001,88.300003,89.360001,532300,89.360001
"60",89.300003,89.75,88.559998,89.43,244700,89.43
"61",89.360001,89.970001,89.089996,89.620003,254300,89.620003
"62",89.529999,90.510002,89.269997,89.949997,286900,89.949997
"63",89.809998,90.589996,89.330002,89.470001,278900,89.470001
"64",89.309998,89.599998,88.040001,88.099998,346500,88.099998
"65",88.540001,89.190002,87.43,87.519997,460300,87.519997
"66",87.610001,87.779999,86.800003,87.75,254800,87.75
"67",87.370003,87.849998,86.440002,87.489998,315800,87.489998
"68",87.559998,88.010002,86.949997,87.120003,229000,87.120003
"69",87.029999,87.669998,86.660004,87.589996,188800,87.589996
"70",87.410004,87.940002,86.650002,87.089996,148600,87.089996
"71",87.25,87.989998,86.599998,87.379997,232200,87.379997
"72",87.610001,88.220001,87.339996,87.980003,192500,87.980003
"73",87.519997,87.989998,87,87.690002,182200,87.690002
"74",87.870003,89.360001,87.650002,88.5,314700,88.5
"75",88.849998,89.82,88.150002,89.339996,180900,89.339996
"76",89.260002,89.330002,88.110001,88.830002,851400,88.830002
"77",89.809998,89.830002,88.980003,89.010002,294000,89.010002
"78",89.110001,89.519997,86.660004,88.370003,536200,88.370003
"79",88.720001,89.699997,88.260002,88.309998,407900,88.309998
"80",88.610001,90.139999,88.370003,89.620003,295600,89.620003
"81",89.449997,89.769997,89.029999,89.699997,262900,89.699997
"82",89.989998,90.830002,89.239998,90.43,750500,90.43
"83",90.260002,90.860001,89.610001,90.360001,384900,90.360001
"84",90.379997,90.949997,89.190002,90.029999,238900,90.029999
"85",90.470001,90.980003,89.830002,90.489998,310400,90.489998
"86",90.690002,90.800003,90.110001,90.589996,261800,90.589996
"87",90.339996,91.879997,89.739998,91.519997,559400,91.519997
"88",91.68,92.610001,91.080002,91.699997,728400,91.699997
"89",87.279999,90.510002,86.970001,90.220001,1038100,90.220001
"90",89.989998,90.019997,87.440002,88.230003,812000,88.230003
"91",88.43,88.910004,87.720001,88.279999,565500,88.279999
"92",88.190002,89.93,88.139999,89.629997,363900,89.629997
"93",89.93,90.32,89.360001,90.190002,333100,90.190002
"94",90.190002,90.190002,88.379997,88.480003,303700,88.480003
"95",88.610001,89.580002,87.919998,89.400002,309500,89.400002
"96",89.559998,90.050003,88.860001,89.599998,219000,89.599998
"97",89.610001,90.970001,89.370003,90.389999,497700,90.389999
"98",90.870003,90.959999,90.209999,90.620003,184200,90.620003
"99",90.599998,92.040001,90.290001,91.699997,254300,91.699997
"100",91.720001,92.910004,91.330002,92.260002,215300,92.260002
"101",92.220001,93.080002,92.18,92.599998,194800,92.599998
"102",92.650002,92.959999,91.57,91.790001,303500,91.790001
"103",91.980003,92.379997,91.470001,92.050003,216400,92.050003
"104",92.529999,93.660004,92.279999,93.449997,266000,93.449997
"105",93.75,94.07,93.290001,93.720001,195400,93.720001
"106",93.629997,94,93,93.610001,171000,93.610001
"107",93.589996,93.650002,92.550003,93.07,254600,93.07
"108",93.18,93.889999,92.82,93.5,228200,93.5
"109",93.400002,95.410004,93.099998,95.190002,391800,95.190002
"110",95.32,95.830002,94.029999,94.230003,539700,94.230003
"111",94.120003,94.389999,92.669998,93.529999,298000,93.529999
"112",93.949997,94.639999,93.709999,94.139999,189800,94.139999
"113",94.559998,94.959999,93.959999,94.800003,331500,94.800003
"114",94.209999,95.160004,94.139999,95.150002,231000,95.150002
"115",95.459999,95.830002,95.139999,95.760002,525900,95.760002
"116",96,97.919998,95.980003,97.75,343600,97.75
"117",97.540001,99.5,97.07,99.099998,612200,99.099998
"118",99.25,99.82,99.080002,99.459999,423500,99.459999
"119",99.620003,101.230003,98.919998,100.410004,417600,100.410004
"120",100.349998,100.980003,99.949997,100.290001,434200,100.290001
"121",100.489998,101.199997,99.599998,100.629997,205400,100.629997
"122",100.639999,101.269997,99.589996,99.900002,302700,99.900002
"123",100.339996,101.690002,100.239998,101.199997,197300,101.199997
"124",101.5,102.32,100.779999,101.540001,384700,101.540001
"125",101.889999,101.889999,100.730003,101.150002,288000,101.150002
"126",101.610001,101.610001,100.620003,101.059998,136100,101.059998
"127",101.239998,101.809998,100.699997,101.230003,309800,101.230003
"128",100.529999,100.849998,99.160004,99.260002,316200,99.260002
"129",99.860001,100.5,99.790001,100.25,224700,100.25
"130",100.129997,100.199997,98.720001,99.25,316500,99.25
"131",99.279999,100.519997,99.050003,99.389999,233400,99.389999
"132",99.860001,101.029999,98.07,99.970001,247900,99.970001
"133",100.220001,100.980003,98.550003,100.650002,263700,100.650002
"134",100.82,101.239998,100.279999,100.559998,160700,100.559998
"135",100.879997,101.589996,100.260002,100.699997,158200,100.699997
"136",100.75,100.75,99.330002,99.690002,226500,99.690002
"137",100.150002,100.459999,99.07,100.129997,220300,100.129997
"138",100.459999,101.25,100.309998,101.099998,173700,101.099998
"139",101.029999,101.830002,100.57,101.160004,137300,101.160004
"140",101.160004,102.099998,101.050003,101.720001,172400,101.720001
"141",101.57,101.699997,99.959999,100.190002,442800,100.190002
"142",100.300003,100.68,99.160004,99.440002,367700,99.440002
"143",99.610001,99.809998,98.209999,98.440002,317100,98.440002
"144",98.419998,98.730003,96.080002,97.529999,444800,97.529999
"145",97.760002,98.559998,97.489998,98.199997,347200,98.199997
"146",98.839996,98.970001,97.720001,98.870003,344900,98.870003
"147",99.110001,99.870003,98.589996,99.529999,227600,99.529999
"148",99.25,99.669998,98.809998,99.5,310500,99.5
"149",99.870003,99.970001,99.199997,99.529999,208200,99.529999
"150",99.599998,99.900002,98.900002,99.599998,372300,99.599998
"151",99.599998,100.68,98.190002,98.360001,447700,98.360001
"152",97.660004,98.93,94.150002,98.360001,529100,98.360001
"153",98.279999,98.889999,96.639999,96.720001,652900,96.720001
"154",96.379997,99.040001,96.199997,97.970001,499100,97.970001
"155",98.309998,98.519997,96.830002,98.150002,264800,98.150002
"156",98.25,99.190002,97.970001,98.580002,210600,98.580002
"157",99.040001,100,99.010002,99.379997,299700,99.379997
"158",99.290001,100.629997,98.419998,99.709999,439200,99.709999
"159",99.43,100.419998,98.900002,99.980003,320900,99.980003
"160",99.970001,101.389999,99.830002,101.209999,315300,101.209999
"161",101.370003,104.089996,101.18,103.980003,406200,103.980003
"162",103.650002,104.900002,103.419998,103.660004,569000,103.660004
"163",103.82,105.419998,103.519997,104.989998,266100,104.989998
"164",105.330002,106.190002,104.970001,105.029999,428300,105.029999
"165",105.269997,106.440002,105.099998,105.809998,346500,105.809998
"166",105.860001,106.639999,105.660004,106.43,469100,106.43
"167",106.209999,107.389999,105.940002,106.800003,347200,106.800003
"168",107.07,108.849998,107.07,108.800003,396600,108.800003
"169",108.93,109.379997,108.080002,108.220001,326700,108.220001
"170",107.949997,108.910004,106.900002,107.449997,357000,107.449997
"171",108.150002,108.269997,106.839996,107.860001,450900,107.860001
"172",108.25,109.269997,107.309998,109.25,353600,109.25
"173",108.709999,109.589996,108.07,108.18,485200,108.18
"174",108.93,108.93,107.860001,108.57,493600,108.57
"175",108.660004,109.260002,108.059998,109.260002,462300,109.260002
"176",109.160004,109.43,107.389999,107.529999,552800,107.529999
"177",107.360001,108.220001,106.07,106.309998,489500,106.309998
"178",106.019997,106.529999,105.32,106.019997,572900,106.019997
"179",106.349998,107.470001,105.870003,107.290001,401100,107.290001
"180",107.25,107.32,105.519997,105.68,404600,105.68
"181",105.580002,106.480003,105.129997,105.800003,571100,105.800003
"182",105.68,105.970001,105.220001,105.379997,229600,105.379997
"183",105.519997,105.830002,104.300003,105.510002,428700,105.510002
"184",105.239998,106.330002,104.449997,105.839996,250900,105.839996
"185",105.82,106.190002,105,105.43,328700,105.43
"186",105.959999,107.309998,105.889999,107.029999,297800,107.029999
"187",106.900002,107.339996,106.470001,106.93,295200,106.93
"188",106.940002,108.410004,106.839996,108.019997,330900,108.019997
"189",108.050003,109,107.989998,108.93,443400,108.93
"190",108.919998,109.419998,108.610001,109.32,293800,109.32
"191",109.300003,109.739998,108.779999,109.580002,268800,109.580002
"192",109.720001,110.519997,109.019997,110.120003,373100,110.120003
"193",109.910004,110.589996,109.269997,109.900002,207200,109.900002
"194",110.57,110.82,109.5,110.459999,221300,110.459999
"195",110.82,111.839996,110.82,111.800003,246400,111.800003
"196",111.739998,112.970001,111.739998,112.800003,271400,112.800003
"197",112.650002,113.830002,112.349998,112.589996,428900,112.589996
"198",112.75,113.169998,111.900002,112.919998,250800,112.919998
"199",113.769997,114.610001,112.940002,114.07,265100,114.07
"200",114.019997,114.5,113.809998,114.230003,171800,114.230003
"201",114.580002,114.940002,114.010002,114.699997,264200,114.699997
"202",114.760002,115.599998,114.169998,115.349998,498600,115.349998
"203",115.660004,115.959999,114.839996,115.169998,324000,115.169998
"204",115.370003,115.440002,114.300003,114.910004,207000,114.910004
"205",115.419998,115.419998,113.449997,114.809998,213900,114.809998
"206",115.269997,115.5,114.389999,114.870003,571600,114.870003
"207",114.910004,118.389999,114.699997,118.089996,506600,118.089996
"208",118.32,118.660004,114.910004,117.379997,423000,117.379997
"209",117.059998,117.82,114.989998,115.129997,183100,115.129997
"210",115.220001,116.410004,115.139999,116.290001,536300,116.290001
"211",116.589996,118,116.300003,117.760002,508500,117.760002
"212",117.410004,119.050003,117.019997,117.129997,340000,117.129997
"213",117.029999,118.309998,116.709999,117.75,276900,117.75
"214",117.669998,118.169998,116.720001,117.349998,354400,117.349998
"215",117.129997,118.279999,116.25,116.889999,304200,116.889999
"216",117.190002,118.949997,117.019997,117.800003,548100,117.800003
"217",108,108,100.440002,102.849998,1987500,102.849998
"218",102.639999,104.489998,100.879997,102.120003,1051700,102.120003
"219",101.5,102.290001,100.239998,101.93,640300,101.93
"220",101.57,101.889999,100.279999,100.919998,363100,100.919998
"221",99.989998,100.790001,99.120003,100.43,334800,100.43
"222",100.559998,102.160004,100.559998,101.470001,604300,101.470001
"223",101.239998,102,100.610001,101.389999,376900,101.389999
"224",101.410004,101.800003,101.019997,101.510002,240600,101.510002
"225",101.690002,102.489998,100.860001,102.43,364200,102.43
"226",102.629997,103.360001,102.209999,102.290001,209700,102.290001
"227",102.360001,102.540001,101.720001,101.800003,129600,101.800003
"228",101.5,103.150002,101.379997,102.300003,363100,102.300003
"229",102.650002,103.559998,102.160004,103.389999,483700,103.389999
"230",103.480003,103.480003,101.919998,102.660004,337900,102.660004
"231",103.040001,104.360001,102.639999,104.199997,329000,104.199997
"232",104.199997,104.809998,102.730003,104.290001,358400,104.290001
"233",105.080002,105.370003,101.860001,102.07,388900,102.07
"234",102.059998,103.330002,101.519997,101.82,443400,101.82
"235",101.900002,102.949997,101.290001,102.480003,218300,102.480003
"236",102.139999,103.300003,101.93,103.129997,250800,103.129997
"237",103.620003,103.870003,102.650002,103.839996,174500,103.839996
"238",104.050003,104.870003,103.349998,103.900002,294200,103.900002
"239",104.150002,105.110001,103.230003,104.57,259400,104.57
"240",105.309998,107.080002,104.709999,106,452800,106
"241",106.209999,106.290001,104.419998,104.879997,301300,104.879997
"242",104.839996,108.169998,104.839996,108.080002,803300,108.080002
"243",108.629997,109.860001,108.25,108.449997,291700,108.449997
"244",108.720001,110.349998,108.440002,109.739998,368400,109.739998
"245",110.199997,110.419998,109.209999,109.440002,229300,109.440002
"246",109.900002,109.980003,108.419998,108.769997,167800,108.769997
"247",108.800003,108.830002,107.639999,108.510002,159700,108.510002
"248",108.709999,108.739998,107.5,107.769997,167400,107.769997
"249",107.849998,108.949997,107.849998,108.949997,180500,108.949997
"250",109.379997,109.75,108.139999,109.739998,240400,109.739998
"251",110,110.709999,109.330002,109.449997,195300,109.449997
"252",109.809998,110.860001,109.120003,110.650002,347600,110.650002
"253",111.080002,111.080002,108.870003,110.309998,404900,110.309998
"254",110.610001,110.660004,109.209999,109.470001,327800,109.470001
"255",110.160004,112.459999,109.690002,111.879997,230200,111.879997
"256",112.110001,112.290001,110.419998,111.889999,181700,111.889999
"257",112.440002,112.470001,110.190002,110.470001,336800,110.470001
"258",109.940002,109.940002,108.010002,109.849998,416800,109.849998
"259",109.910004,110.360001,107.370003,108.059998,484000,108.059998
"260",108.230003,108.230003,104.860001,105.339996,693900,105.339996
"261",105.639999,106.449997,104.919998,105.760002,423200,105.760002
"262",106.290001,106.940002,105.349998,106.769997,328900,106.769997
"263",106.760002,107.449997,105.889999,106.669998,243600,106.669998
"264",106.559998,108.18,104.379997,107.889999,407500,107.889999
"265",104.400002,106.419998,104,105.800003,436400,105.800003
"266",105.68,108,105.379997,106.970001,446900,106.970001
"267",106.989998,107.050003,104.599998,105.529999,392100,105.529999
"268",105.940002,107.230003,105.510002,107.199997,249600,107.199997
"269",107.699997,108.080002,106.760002,107.830002,347600,107.830002
"270",107.830002,109.160004,107.190002,107.470001,250700,107.470001
"271",106.410004,107.769997,105.75,106.099998,258000,106.099998
"272",106.699997,107.660004,105.160004,105.440002,432100,105.440002
"273",105.589996,108.300003,105.139999,107.800003,434300,107.800003
"274",106.949997,107.410004,102.190002,102.940002,574900,102.940002
"275",102.089996,102.900002,98.940002,100.080002,500400,100.080002
"276",98.370003,101.360001,98.160004,100.830002,442900,100.830002
"277",100.720001,101.779999,100.059998,100.43,286800,100.43
"278",100.599998,101.660004,98.120003,98.190002,405400,98.190002
"279",99.449997,100.540001,96.699997,99.769997,422500,99.769997
"280",100.510002,103.230003,100.239998,101.989998,1204700,101.989998
"281",100.25,108.75,98.720001,107.660004,1388100,107.660004
"282",110.720001,112.599998,108.669998,110.309998,1243400,110.309998
"283",111.220001,111.220001,107.370003,109.650002,501400,109.650002
"284",109.400002,109.559998,107.93,108.110001,356600,108.110001
"285",107.699997,108.830002,106.870003,107.029999,323000,107.029999
"286",107.349998,108.57,106.720001,107.07,332200,107.07
"287",107.440002,107.440002,105.349998,105.629997,457600,105.629997
"288",106.32,109.800003,106.32,109.339996,390700,109.339996
"289",109.510002,109.510002,106.419998,108.949997,331500,108.949997
"290",108.699997,109.010002,107.379997,107.82,348900,107.82
"291",107.910004,108.75,106.610001,106.610001,414100,106.610001
"292",106.589996,106.589996,102.760002,104.940002,460600,104.940002
"293",104.029999,106.809998,104.029999,106.559998,336100,106.559998
"294",106.290001,108.989998,105.739998,108.269997,551800,108.269997
"295",108.669998,111.470001,107.879997,111.32,809400,111.32
"296",110.209999,112.360001,110.099998,111.139999,624500,111.139999
"297",111.730003,112.809998,110.209999,111.919998,413500,111.919998
"298",112.389999,115.339996,111.330002,114.82,494900,114.82
"299",114.75,115.610001,114,115.199997,335900,115.199997
"300",115.449997,115.650002,113.599998,114.190002,247900,114.190002
"301",114.639999,114.639999,111.800003,112.709999,316700,112.709999
"302",112.709999,112.849998,110.169998,112.059998,274700,112.059998
"303",112,112.260002,110.690002,111.099998,596600,111.099998
"304",110.93,111.160004,109.900002,110.860001,286900,110.860001
"305",111,111.360001,110.040001,110.440002,228000,110.440002
"306",110.379997,111.07,109.18,109.900002,325700,109.900002
"307",109.290001,109.879997,106.830002,106.889999,256100,106.889999
"308",107.260002,107.760002,105.949997,106.269997,332500,106.269997
"309",107.650002,108.980003,105.970001,108.800003,276500,108.800003
"310",109.059998,109.089996,106.519997,107.269997,426800,107.269997
"311",107.349998,107.769997,105.459999,106.18,429900,106.18
"312",106.739998,107.010002,104.870003,106.739998,282000,106.739998
"313",106.330002,106.519997,102.279999,103.110001,343600,103.110001
"314",103.949997,105.129997,102.260002,104.580002,360900,104.580002
"315",103.459999,105.800003,102.830002,105.620003,419200,105.620003
"316",106.370003,106.370003,104.470001,105.449997,296300,105.449997
"317",104.389999,105.260002,101.580002,102.370003,253100,102.370003
"318",103.07,104.900002,102.660004,103.580002,247000,103.580002
"319",104.440002,106.68,103.940002,106.099998,199100,106.099998
"320",105.519997,106.190002,104.849998,105.290001,143200,105.290001
"321",105.519997,106.839996,105.43,106.010002,190500,106.010002
"322",106.790001,106.790001,105.309998,106.050003,217800,106.050003
"323",106.800003,107.989998,106.489998,107.25,156100,107.25
"324",107.860001,108.230003,106.190002,108.010002,343700,108.010002
"325",108.370003,109.239998,107.919998,108.120003,228800,108.120003
"326",107.959999,108.089996,105.720001,106,311600,106
"327",105.860001,108.720001,105.029999,105.459999,271700,105.459999
"328",105.860001,107.559998,105.809998,106.519997,124600,106.519997
"329",106.830002,107.860001,104.279999,105.209999,151800,105.209999
"330",105.120003,105.18,104.110001,104.699997,526700,104.699997
"331",105.25,105.489998,104.300003,104.800003,173700,104.800003
"332",104.580002,105.309998,104.059998,105.07,468300,105.07
"333",105.400002,105.800003,104.160004,104.190002,206400,104.190002
"334",103.809998,105.43,103.440002,104.989998,216600,104.989998
"335",105.010002,105.279999,103.019997,104.790001,376400,104.790001
"336",104.529999,105.43,103.239998,104.919998,345200,104.919998
"337",104.599998,106.489998,104.139999,105.93,175900,105.93
"338",106.150002,106.790001,105.169998,105.360001,343000,105.360001
"339",105.089996,106.300003,104.480003,104.940002,271900,104.940002
"340",104.970001,105.699997,103.589996,105.169998,371800,105.169998
"341",107,107,103.529999,104.57,536400,104.57
"342",104.889999,106.059998,104.029999,105.529999,638000,105.529999
"343",105.559998,107.739998,105.510002,107.309998,601900,107.309998
"344",106.699997,106.699997,103.93,104.160004,453600,104.160004
"345",103.860001,104.650002,102.959999,103.730003,314500,103.730003
"346",103.75,106.230003,103.580002,105,397700,105
"347",105.209999,106.599998,105.209999,105.93,247400,105.93
"348",106.779999,107.07,106.07,106.610001,446600,106.610001
"349",107.190002,107.32,106.32,106.690002,474200,106.690002
"350",106.440002,107.139999,106.120003,106.489998,193000,106.489998
"351",106.57,106.769997,105.589996,105.68,218600,105.68
"352",105.489998,105.900002,103.970001,104.129997,227400,104.129997
"353",103.290001,104.699997,103.25,104.629997,364200,104.629997
"354",105.510002,107.839996,105.449997,107.669998,352400,107.669998
"355",107.68,108.559998,106.910004,107.519997,336500,107.519997
"356",108.160004,108.540001,107.199997,108.120003,171000,108.120003
"357",108.580002,109.07,107.660004,109.019997,169000,109.019997
"358",109.099998,110.370003,108.699997,110.050003,265300,110.050003
"359",110.129997,112.5,109.339996,111.949997,303000,111.949997
"360",111.849998,112.669998,111.279999,112.440002,261900,112.440002
"361",112.309998,114.419998,112.309998,114.120003,374200,114.120003
"362",114.120003,115.989998,113.739998,115.860001,329900,115.860001
"363",115.489998,116.589996,115.169998,115.959999,263700,115.959999
"364",116.129997,116.190002,113.690002,113.870003,537900,113.870003
"365",114.580002,115.150002,113.540001,114.470001,255100,114.470001
"366",115.370003,118.529999,115.209999,117.25,691700,117.25
"367",116.730003,117.43,116.260002,116.559998,214400,116.559998
"368",115.68,116.419998,114.709999,115.970001,314400,115.970001
"369",116.5,117.260002,115.849998,116.93,262600,116.93
"370",116.610001,117.389999,115.43,115.730003,233900,115.730003
"371",116.389999,116.900002,114.910004,116.209999,441900,116.209999
"372",116.129997,116.129997,112.449997,113.110001,272800,113.110001
"373",113.139999,113.309998,111.400002,112.389999,301500,112.389999
"374",112.360001,112.739998,110.169998,110.300003,176300,110.300003
"375",109.949997,111.389999,108.879997,111.220001,242600,111.220001
"376",111.300003,112.919998,111.169998,112.260002,228900,112.260002
"377",111.419998,112.230003,110.400002,112.110001,265900,112.110001
"378",112.400002,113.720001,112.019997,113.239998,131000,113.239998
"379",113.830002,114.220001,112.980003,114.139999,252900,114.139999
"380",114.349998,115.93,114.18,115.779999,205100,115.779999
"381",116,116.889999,115.660004,116.099998,177500,116.099998
"382",116.059998,117.019997,115.309998,116.790001,184200,116.790001
"383",116.07,116.75,115.32,115.510002,269700,115.510002
"384",115.650002,117.419998,115.650002,116.959999,203900,116.959999
"385",116.989998,117.849998,116.330002,117.309998,119700,117.309998
"386",117.459999,117.910004,116.540001,117.660004,169700,117.660004
"387",118,120.510002,116.959999,119.949997,336100,119.949997
"388",120.349998,120.589996,119.209999,120.419998,343100,120.419998
"389",120.010002,122.690002,120.010002,122.120003,233100,122.120003
"390",122.32,124.349998,122.129997,124.269997,333400,124.269997
"391",124.139999,125,123.910004,124.629997,474600,124.629997
"392",125,127.879997,123.480003,123.82,446600,123.82
"393",123,124.129997,121.540001,123.300003,1351600,123.300003
"394",123.529999,124.910004,122.940002,124.639999,305400,124.639999
"395",124.440002,124.440002,121.339996,122.260002,278100,122.260002
"396",122.25,122.860001,120.540001,120.980003,310300,120.980003
"397",121.870003,124.919998,121.849998,124.300003,271100,124.300003
"398",124,125.129997,124,124.769997,222200,124.769997
"399",124.25,127.599998,124.25,126.889999,327200,126.889999
"400",124.25,127.889999,124.25,127.730003,360600,127.730003
"401",127.489998,129.490005,127.290001,127.540001,387700,127.540001
"402",127.830002,129.309998,126.660004,128.419998,571000,128.419998
"403",124.949997,130.660004,124.029999,124.18,682600,124.18
"404",124.760002,125.269997,121.68,121.760002,531500,121.760002
"405",121.199997,122.260002,120.029999,120.589996,529500,120.589996
"406",121.089996,121.5,119.059998,119.93,601100,119.93
"407",119.809998,120.540001,119.269997,120.139999,726900,120.139999
"408",119.610001,120.440002,117.919998,118.839996,357100,118.839996
"409",119.639999,121.169998,118.779999,120.589996,306600,120.589996
"410",120.580002,121.540001,120.379997,121.129997,316700,121.129997
"411",121.260002,121.830002,119.550003,119.639999,276400,119.639999
"412",119.449997,120.43,119.449997,120.169998,400100,120.169998
"413",120.169998,120.830002,119.559998,120.510002,204600,120.510002
"414",123.019997,123.839996,121.900002,121.959999,343600,121.959999
"415",121.650002,123.209999,121.010002,121.510002,439200,121.510002
"416",123,123,121.589996,122.029999,590800,122.029999
"417",122.330002,122.57,121.339996,121.769997,301600,121.769997
"418",122.129997,122.199997,121.269997,121.769997,194400,121.769997
"419",121.779999,121.870003,121.18,121.559998,448100,121.559998
"420",121.139999,123.730003,120.860001,123.510002,369300,123.510002
"421",123.480003,124.800003,123.160004,124.709999,416400,124.709999
"422",124.300003,124.959999,123.639999,124.279999,268000,124.279999
"423",124.199997,125.870003,124.199997,125.5,368700,125.5
"424",124.989998,126.949997,124.879997,126.32,329400,126.32
"425",126.800003,127.32,126.18,126.699997,336200,126.699997
"426",126.540001,128.039993,125.68,127.919998,275900,127.919998
"427",127.82,129.429993,127.279999,129.110001,274900,129.110001
"428",129.130005,132,128.619995,130.949997,539900,130.949997
"429",131.020004,132.490005,131.020004,132.279999,339200,132.279999
"430",132,132.220001,128.710007,129.190002,337500,129.190002
"431",129.160004,130.020004,128.990005,129.940002,229100,129.940002
"432",129.960007,130.270004,126.849998,127.849998,281600,127.849998
"433",128.580002,129.190002,127.730003,128.919998,175400,128.919998
"434",128.820007,129.139999,127.43,128.410004,457400,128.410004
"435",128.419998,128.820007,127.220001,128.75,180200,128.75
"436",129.649994,131.899994,129.029999,131.690002,434500,131.690002
"437",131.779999,132.399994,130.919998,131.539993,477400,131.539993
"438",131.779999,134.839996,131.580002,133.740005,587600,133.740005
"439",133.520004,135.899994,133.520004,134.539993,672000,134.539993
"440",135.289993,135.880005,133.309998,133.550003,284900,133.550003
"441",133.779999,133.910004,132.800003,133.520004,589700,133.520004
"442",134.429993,134.619995,133.589996,134.369995,826800,134.369995
"443",133.889999,134.429993,130.020004,130.649994,287300,130.649994
"444",130.639999,132,128.25,129.729996,406300,129.729996
"445",129.080002,129.279999,126.620003,128.309998,513400,128.309998
"446",127.410004,129.149994,126.830002,128.199997,353500,128.199997
"447",127.690002,127.849998,122.879997,123.059998,481400,123.059998
"448",123.150002,124.309998,120.68,120.870003,395200,120.870003
"449",123.050003,124.120003,121.809998,122.989998,674400,122.989998
"450",122.650002,123.019997,120.900002,121.860001,407600,121.860001
"451",123.059998,126.889999,123.059998,126.849998,465000,126.849998
"452",127.110001,127.900002,125.699997,127.25,222100,127.25
"453",126.82,127.300003,123.860001,125.199997,164800,125.199997
"454",125.660004,125.949997,121.959999,122.330002,289300,122.330002
"455",123.129997,125.339996,121.790001,123.050003,221400,123.050003
"456",120.849998,122.580002,118.150002,121.589996,378400,121.589996
"457",121.589996,122.309998,112.980003,113.279999,551600,113.279999
"458",114.330002,119.269997,114.32,118.910004,403000,118.910004
"459",116.690002,120.019997,115.959999,118.269997,409400,118.269997
"460",120.269997,120.470001,115.639999,117.629997,497400,117.629997
"461",118.129997,119.650002,116.760002,118.160004,298100,118.160004
