"","CRM.Open","CRM.High","CRM.Low","CRM.Close","CRM.Volume","CRM.Adjusted"
"111",86.120003,86.839996,83.550003,86.18,9281600,86.18
"112",87.830002,88.309998,86.800003,87.269997,5308000,87.269997
"113",87.690002,88.089996,86.059998,87.169998,3554800,87.169998
"114",85.989998,86.379997,84.900002,86.269997,6661600,86.269997
"115",86.080002,86.980003,85.860001,86,8005000,86
"116",86.690002,87.709999,86.620003,87.540001,4835500,87.540001
"117",87.629997,87.790001,86.790001,86.919998,3095500,86.919998
"118",87.5,87.800003,86.43,87.559998,3794700,87.559998
"119",87.870003,89,87.239998,88.470001,4413000,88.470001
"120",88.290001,88.860001,87.510002,88.620003,4890900,88.620003
"121",88.800003,89.800003,87.699997,88.110001,4866500,88.110001
"122",88,89.279999,87.110001,87.68,5370800,87.68
"123",88.279999,88.470001,86.690002,88.089996,4257800,88.089996
"124",87.650002,87.669998,85.830002,86.800003,5215600,86.800003
"125",86.800003,87.25,86.300003,86.599998,3943500,86.599998
"126",87.010002,87.099998,85.120003,86.099998,2741300,86.099998
"127",86.279999,87.510002,86.099998,87.5,4719800,87.5
"128",86.620003,87.470001,86.339996,86.849998,3275000,86.849998
"129",87.199997,88.449997,87.190002,87.919998,2454300,87.919998
"130",87.860001,88.639999,87.470001,88.5,2332100,88.5
"131",88.260002,88.650002,87.669998,88.349998,2414700,88.349998
"132",89.220001,90.410004,88.849998,90.400002,4273500,90.400002
"133",90.559998,90.769997,89.5,89.57,3211100,89.57
"134",89.790001,90.169998,89.540001,90,1978000,90
"135",89.980003,90.260002,89.269997,89.290001,2485700,89.290001
"136",89,89.400002,88.620003,89.269997,3813100,89.269997
"137",89.349998,90.129997,88.800003,89.559998,4463000,89.559998
"138",89.709999,90.629997,89.419998,90.540001,3481000,90.540001
"139",90.339996,90.629997,89.540001,89.690002,2928700,89.690002
"140",89.650002,89.809998,88.959999,89.669998,2393500,89.669998
"141",89.730003,90.82,89.239998,90.629997,3346000,90.629997
"142",90.629997,91.199997,90.150002,91.07,3638100,91.07
"143",91.25,92.129997,89.089996,90.510002,3572100,90.510002
"144",90,91.120003,89.699997,90.620003,2108800,90.620003
"145",90.809998,91.050003,89.870003,90.800003,3002900,90.800003
"146",91.370003,91.779999,90.889999,91.220001,3157500,91.220001
"147",91.349998,91.349998,88.989998,89.889999,3636900,89.889999
"148",90,90.43,89.419998,90.349998,2351400,90.349998
"149",90.610001,90.870003,90.25,90.449997,1987600,90.449997
"150",90.550003,90.699997,90.120003,90.5,1903300,90.5
"151",90.18,90.889999,89.540001,90.260002,2366700,90.260002
"152",89.639999,90.470001,89.620003,90.120003,3055400,90.120003
"153",89.669998,89.919998,87.550003,87.629997,3961500,87.629997
"154",87.550003,88.660004,87.260002,88.290001,2881500,88.290001
"155",89.290001,90.650002,89.099998,90.25,4906900,90.25
"156",90.349998,91.110001,90.089996,90.699997,2531700,90.699997
"157",91.050003,92.400002,90.82,92.239998,4273700,92.239998
"158",92,92.489998,90.75,90.879997,3630500,90.879997
"159",90.82,91.349998,90.279999,90.760002,3046800,90.760002
"160",90.949997,91.800003,90.57,91.760002,3512500,91.760002
"161",92.43,93.440002,92.050003,92.949997,11254400,92.949997
"162",92.139999,94.629997,91.300003,93.07,12034900,93.07
"163",93.699997,94.309998,93.349998,94.150002,5494400,94.150002
"164",94.150002,95.230003,93.870003,94.099998,5311000,94.099998
"165",94.080002,94.190002,92.849998,93.660004,5536100,93.660004
"166",92.75,94.120003,92.5,93.830002,3242800,93.830002
"167",93.830002,95.18,93.589996,94.860001,3808100,94.860001
"168",94.940002,95.660004,94.349998,95.489998,5098200,95.489998
"169",95.75,96.169998,95.190002,96.010002,3679600,96.010002
"170",95.360001,96.489998,95.129997,96.18,4069500,96.18
"171",96.160004,96.32,95.25,95.82,4105200,95.82
"172",96.089996,97.519997,95.879997,96.730003,4917300,96.730003
"173",96.620003,97.190002,96.379997,96.43,3316400,96.43
"174",96.949997,98.220001,96.949997,97.709999,4471500,97.709999
"175",97.589996,97.620003,96.150002,96.849998,4743200,96.849998
"176",96.889999,96.900002,95.360001,95.610001,5610300,95.610001
"177",95.379997,95.739998,94.510002,95.300003,5054600,95.300003
"178",95.510002,95.620003,94.169998,94.629997,6081700,94.629997
"179",94.940002,96.18,94.739998,95.739998,5990700,95.739998
"180",95.970001,96.209999,95.160004,95.349998,3521000,95.349998
"181",95.080002,95.360001,94.050003,95.209999,3362600,95.209999
"182",94.82,95.099998,94.169998,94.860001,2896100,94.860001
"183",94.790001,95.349998,94.559998,94.940002,2254400,94.940002
"184",94.870003,94.889999,92.110001,92.470001,5821100,92.470001
"185",92.949997,93.669998,92.120003,92.339996,4558200,92.339996
"186",92.910004,93.660004,92.620003,93.209999,2945100,93.209999
"187",93.209999,93.25,92.43,92.599998,3017600,92.599998
"188",92.769997,93.470001,92.620003,93.419998,4629700,93.419998
"189",93.720001,94.839996,93.449997,93.940002,2755900,93.940002
"190",94.169998,95.449997,93.949997,95.360001,4996800,95.360001
"191",95.199997,95.730003,94.730003,95.519997,3128300,95.519997
"192",95.5,95.879997,94.68,95.730003,3956300,95.730003
"193",95.550003,96.57,95.470001,96.32,4402900,96.32
"194",96.330002,96.760002,95.980003,96.269997,2031300,96.269997
"195",96.269997,96.459999,95.220001,95.389999,2028900,95.389999
"196",95.389999,96.010002,94.830002,96.010002,2640800,96.010002
"197",96.139999,97.230003,95.839996,96.739998,3118600,96.739998
"198",97.150002,97.629997,96.690002,96.940002,2496000,96.940002
"199",96.949997,97.580002,96.919998,97.150002,2544300,97.150002
"200",96.959999,97,95.93,96.720001,2528300,96.720001
"201",96.970001,97.07,96.050003,96.440002,2876700,96.440002
"202",96.400002,97.230003,96.110001,97.190002,2534100,97.190002
"203",97.540001,99.18,97.330002,98.900002,4588800,98.900002
"204",99.07,99.440002,98.300003,98.440002,4024900,98.440002
"205",98.25,98.720001,97.809998,98.660004,3651400,98.660004
"206",98.400002,99.629997,98.309998,99.589996,4687200,99.589996
"207",99.82,100.760002,99.300003,100.050003,3863300,100.050003
"208",100.720001,101.980003,100.18,100.699997,4030400,100.699997
"209",100.699997,100.980003,99.910004,100.699997,2374600,100.699997
"210",101.129997,102.449997,100.839996,102.339996,5111800,102.339996
"211",103.669998,103.919998,101.300003,101.949997,3760800,101.949997
"212",102.050003,103.370003,101.760002,102.599998,3212600,102.599998
"213",102.860001,103.07,101.699997,102.709999,3265500,102.709999
"214",102.919998,103.139999,101.580002,102.419998,7046800,102.419998
"215",104.940002,105,101.75,102.720001,5277100,102.720001
"216",102.949997,105.25,102.900002,105.029999,6674500,105.029999
"217",104.330002,104.440002,102.410004,103.599998,5128600,103.599998
"218",103.410004,105.379997,102.830002,105.239998,4675700,105.239998
"219",105,105.959999,105,105.779999,4609500,105.779999
"220",105.639999,106.379997,105.059998,106.230003,4366800,106.230003
"221",105.879997,107,105,105.43,4148400,105.43
"222",106.230003,107.360001,106.18,107.029999,3708500,107.029999
"223",107.190002,107.870003,106.730003,107.580002,4407900,107.580002
"224",108.699997,109,107.010002,107.370003,5578500,107.370003
"225",108.75,109.190002,107.790001,108.800003,10682700,108.800003
"226",106.849998,107.489998,106.050003,106.830002,9009600,106.830002
"227",107.400002,107.599998,106.410004,107.150002,4e+06,107.150002
"228",106.790001,107.279999,105.860001,106.580002,5144200,106.580002
"229",106.099998,106.889999,105.790001,106.459999,4794300,106.459999
"230",105.75,105.879997,102.790001,103.529999,6851000,103.529999
"231",103.589996,104.510002,102.769997,104.32,5201800,104.32
"232",103.860001,104.830002,102.830002,103.830002,4797600,103.830002
"233",104.599998,104.739998,99.830002,99.849998,9116000,99.849998
"234",99.550003,101.660004,98.68,100.690002,5323800,100.690002
"235",100.260002,103.330002,100,102.919998,4571000,102.919998
"236",103.650002,104.139999,102.639999,104.07,3900100,104.07
"237",105,105.349998,103.209999,103.440002,4171500,103.440002
"238",104.389999,104.720001,103.370003,104.540001,3357200,104.540001
"239",104.949997,105.059998,103.279999,103.669998,4683600,103.669998
"240",103.82,104.599998,103.709999,103.940002,4067500,103.940002
"241",104.199997,105.199997,103.940002,104.239998,4464900,104.239998
"242",104.760002,105.650002,103.309998,105.480003,7261100,105.480003
"243",105.400002,105.879997,104.790001,105.080002,3931400,105.080002
"244",104.589996,105.169998,103.480003,104.260002,3942100,104.260002
"245",104.260002,104.5,102.809998,103.389999,3673500,103.389999
"246",103.730003,104.040001,103.330002,103.620003,2486800,103.620003
"247",103.290001,103.5,102.019997,102.629997,3538300,102.629997
"248",102.160004,102.599998,101.32,102.540001,2524600,102.540001
"249",102.589996,102.809998,102.089996,102.650002,2038600,102.650002
"250",102.639999,102.900002,102.360001,102.790001,2719400,102.790001
"251",102.610001,103.169998,102.209999,102.230003,2498800,102.230003
"252",102.879997,104.699997,102.269997,104.410004,4669200,104.410004
"253",104.900002,106.139999,104.620003,105.290001,3888700,105.290001
"254",106,107.660004,105.769997,106.68,4540200,106.68
"255",107.760002,108.300003,107.199997,108.099998,3368400,108.099998
"256",108,109.139999,107.57,108.860001,2933600,108.860001
"257",109,109.339996,108.25,109.150002,3302300,109.150002
"258",108.68,109.489998,108.230003,108.800003,3113300,108.800003
"259",109,109.400002,108.669998,109.099998,3668100,109.099998
"260",109.230003,110.709999,108.910004,110.239998,5749500,110.239998
"261",110.849998,111.440002,108.230003,108.889999,5790800,108.889999
"262",109.75,110.379997,109.230003,110.040001,4254700,110.040001
"263",110.230003,112.169998,110.220001,111.769997,3842800,111.769997
"264",112.209999,112.400002,111.610001,111.93,3120900,111.93
"265",111.629997,112.959999,111.010002,112.889999,2214700,112.889999
"266",113.18,113.760002,112.68,113.239998,2816800,113.239998
"267",113.629997,113.839996,112.5,112.849998,4975500,112.849998
"268",113.279999,113.470001,111.900002,111.959999,4715100,111.959999
"269",112.720001,113.919998,112.029999,113.699997,3927400,113.699997
"270",113.699997,114.410004,112.849998,113.300003,3181500,113.300003
"271",112.419998,113.449997,111.839996,112.230003,3737700,112.230003
"272",113.059998,114.519997,112.639999,113.910004,4181800,113.910004
"273",113.300003,114.269997,112.529999,112.739998,4302800,112.739998
"274",112.029999,112.349998,110.709999,110.779999,4403800,110.779999
"275",109.150002,111.610001,107.5,107.650002,6124000,107.650002
"276",105.010002,109.620003,103.690002,109.57,6857900,109.57
"277",109.07,112.290001,108.809998,110.050003,4515400,110.050003
"278",110.099998,110.18,104,104.029999,6803800,104.029999
"279",105.32,108.110001,102.370003,106.980003,6615800,106.980003
"280",107.699997,109.480003,106.260002,108.550003,4624100,108.550003
"281",108.010002,108.080002,105.93,107.690002,7542800,107.690002
"282",106.730003,109.220001,106.730003,109.019997,7428000,109.019997
"283",112.309998,113.43,110.050003,113.120003,8341900,113.120003
"284",112.839996,114.150002,112.669998,112.860001,4667300,112.860001
"285",112.449997,115.260002,112.279999,114.349998,4287800,114.349998
"286",114.769997,115.669998,114.169998,114.480003,4976500,114.480003
"287",114.519997,115,112.480003,113,4763400,113
"288",113.629997,114.959999,112.739998,114.959999,4173500,114.959999
"289",116.110001,116.800003,115.370003,116.650002,5418900,116.650002
"290",117.300003,117.610001,115.760002,116.470001,5908200,116.470001
"291",117,118.150002,116.220001,116.25,9684400,116.25
"292",120.910004,122.470001,118.050003,119.43,15555500,119.43
"293",118.650002,122.330002,117.639999,121.919998,10627500,121.919998
"294",120,122.940002,119.660004,122.5,10121300,122.5
"295",122.870003,124.690002,122.75,124.480003,8154800,124.480003
"296",123.379997,125.769997,123.18,125.330002,6750400,125.330002
"297",125.760002,127.290001,125.699997,126.360001,6127900,126.360001
"298",127.190002,127.5,126.25,127.410004,5637800,127.410004
"299",127.870003,128.199997,126.779999,126.779999,5609800,126.779999
"300",127.889999,128.110001,125.730003,126.730003,4641800,126.730003
"301",127.050003,128.869995,126.510002,127.989998,5402400,127.989998
"302",128,128.460007,126.669998,127.220001,4603500,127.220001
"303",127.290001,127.949997,125.690002,125.970001,6662900,125.970001
"304",125.029999,125.760002,123.470001,124.980003,6830400,124.980003
"305",124.589996,126.830002,124.449997,125.120003,7113600,125.120003
"306",121.559998,124.019997,120.199997,121.699997,14824000,121.699997
"307",120.400002,120.660004,117.440002,118.040001,10950500,118.040001
"308",118.010002,118.080002,114.309998,114.43,10902100,114.43
"309",118.239998,119.260002,115.040001,118.970001,13171700,118.970001
"310",120.089996,120.160004,112.720001,113.809998,8304700,113.809998
"311",113.150002,114.860001,111.339996,112.879997,6489500,112.879997
"312",113.910004,117.260002,112.519997,116.300003,7794700,116.300003
"313",115.910004,117.68,113.610001,115.300003,6461300,115.300003
"314",116.760002,117.449997,114.599998,116.489998,5193300,116.489998
"315",114.059998,119.68,114,119.480003,6389300,119.480003
"316",120.400002,121.040001,118.669998,119.040001,5052400,119.040001
"317",118.099998,118.980003,114.949997,116.099998,5385500,116.099998
"318",117.139999,119.230003,117.139999,117.190002,4104200,117.190002
"319",118.919998,120.120003,117.68,119.489998,3693000,119.489998
"320",119.330002,120.709999,118.870003,119.160004,3059400,119.160004
"321",120,121.730003,119.339996,121.400002,4419900,121.400002
"322",121.940002,121.940002,118.5,119.010002,4933100,119.010002
"323",120.949997,120.980003,118.660004,119.410004,4464700,119.410004
"324",120.400002,123.860001,120.010002,123.349998,5524600,123.349998
"325",123.529999,124.739998,122.230003,124.459999,4321800,124.459999
"326",124.040001,124.519997,123.18,124.059998,3657000,124.059998
"327",124.010002,124.379997,122.050003,122.82,2971000,122.82
"328",123.190002,124.57,121.239998,121.889999,3932700,121.889999
"329",123.339996,123.529999,116.910004,117.879997,5379300,117.879997
"330",117.769997,118.230003,115.040001,117.32,5080500,117.32
"331",118.699997,122.07,118.160004,120.830002,4998800,120.830002
"332",121.629997,121.639999,119.550003,120.220001,3801200,120.220001
"333",120.870003,121.699997,119.779999,120.989998,2788300,120.989998
"334",120.879997,123.32,120.419998,123.110001,3873900,123.110001
"335",122.290001,123.970001,121.739998,122.82,3671000,122.82
"336",122.620003,125,121.669998,124.410004,4435600,124.410004
"337",124.379997,125.839996,122.980003,125.120003,6341200,125.120003
"338",125.790001,127.690002,125.459999,126.970001,4342000,126.970001
"339",126.589996,128.960007,126.5,128.75,4467800,128.75
"340",128.880005,129.740005,127.330002,129.729996,4605300,129.729996
"341",129.949997,131,129.050003,130.619995,3772400,130.619995
"342",130,130.850006,128.889999,130.630005,3233200,130.630005
"343",130.789993,131,127.160004,127.690002,4169800,127.690002
"344",126.93,128.589996,126.089996,128.130005,2933100,128.130005
"345",128.710007,128.970001,127.919998,128.770004,2439900,128.770004
"346",129.190002,129.460007,125.550003,126.050003,5557000,126.050003
"347",126.059998,127.720001,125.870003,126.959999,3612300,126.959999
"348",128,128.350006,126,126.370003,2887200,126.370003
"349",126.660004,127.050003,125.260002,125.440002,2789800,125.440002
"350",124.879997,128.089996,124.580002,128.089996,4303900,128.089996
"351",128.809998,129.380005,127.389999,128.740005,5972400,128.740005
"352",128.729996,129.25,127.620003,127.959999,4031800,127.959999
"353",126.75,127.540001,126.120003,126.879997,8141900,126.879997
"354",132.300003,132.550003,127.839996,129.300003,14170900,129.300003
"355",129.369995,130.990005,128.410004,129.330002,6408300,129.330002
"356",129.880005,130.869995,128.350006,130.520004,6132800,130.520004
"357",130.389999,132.800003,129.600006,132.649994,4860700,132.649994
"358",133.139999,134.630005,132.970001,134.119995,5123200,134.119995
"359",134.330002,135.710007,134.119995,135.550003,4766900,135.550003
"360",135.550003,135.75,130.729996,132.910004,6564100,132.910004
"361",131.699997,133.679993,130.820007,133.529999,3486600,133.529999
"362",133.880005,134.669998,133.259995,133.979996,3443100,133.979996
"363",134.960007,137.5,134.649994,136.259995,5319900,136.259995
"364",136.369995,137.490005,135.600006,136.5,5809300,136.5
"365",137,139.75,136.889999,138.410004,6494900,138.410004
"366",138.070007,138.949997,136.800003,138.410004,7711100,138.410004
"367",137.009995,140.190002,136.910004,139.800003,4202400,139.800003
"368",138.080002,139.710007,137.229996,139.520004,4833700,139.520004
"369",140,142.119995,138.820007,138.940002,5341400,138.940002
"370",139.070007,140.059998,137.119995,137.880005,3912800,137.880005
"371",137.259995,137.300003,133.949997,135.009995,7466000,135.009995
"372",134.240005,134.889999,131.669998,133.190002,6969800,133.190002
"373",134.759995,137.169998,133.820007,135.479996,7043100,135.479996
"374",136.679993,137.419998,133.100006,133.220001,6851600,133.220001
"375",133.990005,135.889999,133.190002,135.119995,6333700,135.119995
"376",136.279999,137.710007,135.899994,136.399994,5229500,136.399994
"377",136.149994,140.470001,135.300003,140.429993,6399200,140.429993
"378",140.600006,140.75,137.710007,137.839996,3164700,137.839996
"379",139.259995,139.889999,138.220001,139.770004,5576700,139.770004
"380",140.190002,141.729996,139.009995,141.399994,5045800,141.399994
"381",142.649994,142.869995,139.880005,141.759995,5183100,141.759995
"382",142.300003,143.509995,141.509995,142.449997,3643700,142.449997
"383",141.210007,145.639999,141.020004,145.25,6168000,145.25
"384",145.800003,148.699997,145.800003,148.160004,4681000,148.160004
"385",147.75,148,145.410004,147.610001,3941800,147.610001
"386",147.839996,148.690002,146.820007,146.960007,3592100,146.960007
"387",145.410004,147.440002,143.080002,147.020004,5133900,147.020004
"388",147.020004,148.190002,145.759995,147.839996,2908100,147.839996
"389",147,148,146.610001,147.160004,3590600,147.160004
"390",147.440002,147.919998,146.690002,146.869995,2462200,146.869995
"391",146.869995,147.639999,144.800003,147.559998,2538100,147.559998
"392",148.550003,148.850006,145.179993,146,4052300,146
"393",146.130005,149.350006,146,148.869995,4056900,148.869995
"394",147.979996,148.75,145.679993,147.570007,3414300,147.570007
"395",148.25,148.279999,142.380005,143.910004,5924400,143.910004
"396",143.539993,143.729996,135.520004,138.029999,9522000,138.029999
"397",138.679993,139.789993,135.389999,137.149994,7442900,137.149994
"398",138,140.899994,137.509995,137.679993,5098100,137.679993
"399",137.050003,141.300003,136.75,141.139999,3779200,141.139999
"400",141.529999,141.740005,138.419998,141.039993,3463500,141.039993
"401",140.889999,142.850006,140.649994,142.710007,3247300,142.710007
"402",143.529999,144.610001,142.729996,144.440002,3928300,144.440002
"403",144.460007,145.639999,143.160004,145.169998,3026700,145.169998
"404",145.300003,146.850006,145.089996,145.820007,3572600,145.820007
"405",144.929993,147,144.350006,145.509995,2748500,145.509995
"406",145.630005,147.179993,144.220001,144.449997,2880400,144.449997
"407",146.179993,146.770004,144.570007,146.570007,3474700,146.570007
"408",146.080002,147.880005,143.600006,145.039993,4476900,145.039993
"409",146.509995,146.910004,145.220001,145.729996,3704000,145.729996
"410",145.5,146.009995,143.949997,145.020004,2865600,145.020004
"411",145.210007,146.059998,144.320007,145.710007,2882200,145.710007
"412",146.410004,148.789993,145.360001,145.529999,4063700,145.529999
"413",145.589996,147.199997,145.050003,146.460007,4245300,146.460007
"414",146.830002,148.339996,146.070007,147.830002,6196300,147.830002
"415",148.5,152.380005,148.5,152.300003,4882000,152.300003
"416",154.710007,154.880005,150.199997,151.679993,5814800,151.679993
"417",152.029999,153.399994,151.559998,152.990005,5266900,152.990005
"418",153.330002,154.970001,153.050003,154.800003,9018600,154.800003
"419",151.119995,153.740005,149.5,152.139999,14441000,152.139999
"420",152.139999,153.869995,151.899994,152.679993,6210500,152.679993
"421",152.110001,153.339996,151.509995,153.210007,5310900,153.210007
"422",152.389999,152.779999,147.080002,148.649994,7287400,148.649994
"423",148.75,149.160004,147.080002,148.830002,4190300,148.830002
"424",147.839996,151.410004,147.5,150.429993,3866800,150.429993
"425",150,151.580002,148,151.320007,3872300,151.320007
"426",151.080002,153.75,150.619995,152.839996,4151000,152.839996
"427",152.839996,155.770004,151.809998,155.369995,5180800,155.369995
"428",155.869995,158.779999,155.820007,158.179993,6213500,158.179993
"429",157.949997,158.789993,156.320007,157.490005,4615300,157.490005
"430",157,158.429993,154.619995,154.919998,3899600,154.919998
"431",154.759995,158.029999,154.75,156,3749600,156
"432",156.369995,157.330002,152.389999,152.899994,5546000,152.899994
"433",153.289993,156.070007,151.649994,155.5,4655600,155.5
"434",157.070007,157.960007,154.960007,155.520004,17991600,155.520004
"435",155.380005,158.910004,153.330002,158.779999,5082100,158.779999
"436",159,159.139999,157.169998,158.869995,5699600,158.869995
"437",159.059998,159.929993,157.350006,158.330002,4079700,158.330002
"438",159.050003,161.080002,158.929993,160.429993,3930300,160.429993
"439",160,160.860001,158.940002,159.029999,4607700,159.029999
"440",160.110001,161.190002,159.020004,159.860001,4297600,159.860001
"441",159.270004,159.580002,156.699997,157.259995,4137000,157.259995
"442",158.559998,159.759995,157.020004,159.100006,3561600,159.100006
"443",158.199997,158.839996,153.779999,154.899994,6206400,154.899994
"444",154.860001,156.600006,152.470001,155.070007,4963600,155.070007
"445",154.240005,154.619995,145.600006,148.649994,10238700,148.649994
"446",148.320007,150.869995,147.210007,148.5,5593300,148.5
"447",147.520004,147.589996,137.539993,137.809998,13660600,137.809998
"448",137.440002,142.160004,136.449997,139.240005,10499300,139.240005
