"","EW.Open","EW.High","EW.Low","EW.Close","EW.Volume","EW.Adjusted"
"132",39.226665,39.626667,39.053333,39.48,2850600,39.48
"133",39.349998,39.366669,38.623333,38.676666,3381900,38.676666
"134",38.740002,39.116669,38.606667,38.973331,2592600,38.973331
"135",39.183334,39.333332,38.666668,38.700001,3047100,38.700001
"136",38.626667,38.919998,38.526669,38.830002,2749500,38.830002
"137",39,39.826668,38.970001,39.68,4683300,39.68
"138",39.723331,40,39.613335,39.806667,4767300,39.806667
"139",39.669998,40.119999,39.233334,39.336666,3055500,39.336666
"140",39.290001,39.453335,38.84,39.046665,4012200,39.046665
"141",39.213333,39.213333,38.333332,38.623333,4614600,38.623333
"142",38.663334,38.883331,38.27,38.536667,6506400,38.536667
"143",39.836666,40.483334,38.706669,38.786667,10594500,38.786667
"144",38.650002,38.73,37.786667,38.503334,6555300,38.503334
"145",38.593334,38.623333,38.026669,38.393333,4403700,38.393333
"146",38.623333,38.740002,38.369999,38.423332,3891600,38.423332
"147",38.419998,38.493332,37.623333,38.080002,3748500,38.080002
"148",38.083332,38.933334,37.919998,38.816666,4408800,38.816666
"149",38.939999,39,38.5,38.73,2888400,38.73
"150",38.733334,38.913334,38.626667,38.826668,2169600,38.826668
"151",38.826668,39.096668,38.599998,38.720001,2930700,38.720001
"152",38.583332,38.833332,38.41,38.753334,2941200,38.753334
"153",38.580002,38.639999,37.856667,38.043331,2946300,38.043331
"154",37.983334,38.553333,37.846668,38.166668,2021400,38.166668
"155",38.346668,38.646667,38.32,38.546665,3887100,38.546665
"156",38.593334,38.593334,38.23,38.276669,2695200,38.276669
"157",38.406666,38.643333,38.333332,38.523335,2830800,38.523335
"158",38.496666,38.596668,37.786667,37.856667,2944500,37.856667
"159",37.790001,37.869999,37.446667,37.703335,3403800,37.703335
"160",37.716667,38.330002,37.516666,38.073334,3267000,38.073334
"161",38.016666,38.363335,37.933334,38.073334,4299600,38.073334
"162",38,38,37.490002,37.57,6222000,37.57
"163",37.59,37.82,37.356667,37.583332,3808200,37.583332
"164",37.650002,37.799999,37.240002,37.253334,3619200,37.253334
"165",37.52,37.816666,37.490002,37.703335,3150600,37.703335
"166",37.439999,37.75,37.246666,37.276669,4098000,37.276669
"167",37.34,37.663334,37.176666,37.563332,2787600,37.563332
"168",37.606667,37.93,37.48,37.886665,3274200,37.886665
"169",37.93,38.033333,37.596668,37.77,2850000,37.77
"170",37.506668,37.843334,37.053333,37.290001,5415600,37.290001
"171",37.343334,37.496666,36.75,37.41,6410100,37.41
"172",37.486668,37.633331,37.333332,37.446667,3754800,37.446667
"173",37.433334,38.263332,37.336666,37.73,4835100,37.73
"174",37.836666,38.473331,37.756668,38.376667,3325500,38.376667
"175",38.389999,38.536667,38.033333,38.23,2899800,38.23
"176",38.16,38.203335,37.240002,37.259998,3627000,37.259998
"177",37.18,37.209999,36.903332,37.166668,3975600,37.166668
"178",37.220001,37.990002,37.220001,37.833332,5832300,37.833332
"179",37.849998,37.913334,37.419998,37.563332,2952000,37.563332
"180",37.580002,37.643333,36.966667,37.093334,2921100,37.093334
"181",37.216667,37.330002,36.990002,37.240002,3280800,37.240002
"182",37.220001,37.233334,36.506668,36.776669,4060800,36.776669
"183",36.826668,36.946667,36.400002,36.880001,2911800,36.880001
"184",36.876667,36.919998,36.546665,36.82,2576700,36.82
"185",36.823334,37.233334,36.803333,36.863335,2496600,36.863335
"186",36.796665,36.796665,35.783333,36.456669,6825000,36.456669
"187",36.333332,36.703335,36.200001,36.290001,3173400,36.290001
"188",36.240002,36.456669,36.006668,36.436668,4818300,36.436668
"189",36.459999,36.733334,36.256668,36.663334,5025300,36.663334
"190",36.716667,36.73,36.043331,36.076668,3554100,36.076668
"191",36.266666,36.866669,36.189999,36.740002,3373200,36.740002
"192",36.75,37.393333,36.75,37.209999,4096800,37.209999
"193",37.236668,37.443333,36.963333,37.153332,4269900,37.153332
"194",37.003334,37.066666,36.68,36.740002,2563200,36.740002
"195",36.740002,36.943333,36.603333,36.650002,3952800,36.650002
"196",36.583332,36.883331,36.583332,36.823334,2949900,36.823334
"197",36.689999,36.873333,36.616669,36.733334,2199300,36.733334
"198",36.583332,36.650002,36.036667,36.083332,4338900,36.083332
"199",36.193333,36.389999,36.043331,36.173332,2370300,36.173332
"200",36.136665,36.773335,36.076668,36.683334,2854200,36.683334
"201",36.766666,37.143333,36.686668,37.066666,2597100,37.066666
"202",37.153332,37.403332,36.946667,37.343334,5139900,37.343334
"203",37.473331,37.816666,37.360001,37.693333,3381900,37.693333
"204",37.849998,38.313332,37.666668,38.036667,6013800,38.036667
"205",38.043331,38.200001,37.860001,38.083332,7185900,38.083332
"206",34.966667,35.433334,33.696667,34.443333,27815700,34.443333
"207",34.5,35.096668,34.123333,34.456669,9915900,34.456669
"208",34.593334,34.73,33.776669,33.973331,5854800,33.973331
"209",33.933334,34.099998,33.400002,33.876667,5835300,33.876667
"210",33.926666,34.516666,33.893333,34.076668,4577100,34.076668
"211",34.123333,34.509998,33.896667,33.939999,5391000,33.939999
"212",34.040001,34.099998,33.709999,33.793331,2804100,33.793331
"213",33.796665,34.373333,33.616669,34.240002,3264900,34.240002
"214",34.133331,34.486668,34,34.386665,2646600,34.386665
"215",34.526669,34.816666,34.34,34.803333,2979000,34.803333
"216",34.833332,35.136665,34.639999,35.080002,6512700,35.080002
"217",35.110001,35.139999,34.596668,34.926666,3528600,34.926666
"218",34.766666,34.77,34.446667,34.616669,5184900,34.616669
"219",34.576668,35.236668,34.400002,35.080002,3314400,35.080002
"220",35.053333,35.123333,34.706669,35.049999,2984700,35.049999
"221",34.803333,35.150002,34.716667,34.993332,2751000,34.993332
"222",35.240002,35.953335,35.073334,35.700001,2863200,35.700001
"223",35.533333,35.919998,35.356667,35.696667,3215100,35.696667
"224",35.773335,35.84,35.509998,35.720001,3407400,35.720001
"225",35.953335,36.599998,35.830002,36.506668,5243700,36.506668
"226",36.419998,36.536667,36.086666,36.27,2508000,36.27
"227",36.286667,36.450001,36.040001,36.446667,1168800,36.446667
"228",36.453335,36.700001,36.296665,36.619999,3302700,36.619999
"229",36.686668,37.77,36.466667,37.736668,7861500,37.736668
"230",37.950001,39.279999,37.883331,38.790001,9427500,38.790001
"231",38.843334,39.68,38.796665,39.066666,6576900,39.066666
"232",39.083332,39.400002,38.093334,38.803333,5980200,38.803333
"233",39.02,39.333332,37.93,37.933334,7275300,37.933334
"234",37.823334,38.163334,37.470001,37.683334,5321700,37.683334
"235",37.666668,37.933334,37.43,37.786667,4590000,37.786667
"236",38.333332,39.523335,38.330002,39.150002,6776100,39.150002
"237",39.166668,39.43,38.98,39.343334,4216800,39.343334
"238",39.433334,39.66,39.236668,39.393333,3964800,39.393333
"239",39.34,39.369999,38.386665,38.523335,6193200,38.523335
"240",38.676666,38.846668,38.436668,38.466667,4283700,38.466667
"241",38.476665,38.693333,37.950001,38.103333,5846100,38.103333
"242",38.286667,38.403332,37.926666,38.073334,7841700,38.073334
"243",38.243332,38.533333,38.016666,38.306667,4191900,38.306667
"244",38.413334,38.526669,38.096668,38.106667,2851500,38.106667
"245",38.116669,38.346668,38.026669,38.049999,2891700,38.049999
"246",38.223331,38.343334,37.599998,37.766666,3830700,37.766666
"247",37.676666,37.919998,37.353333,37.496666,2749500,37.496666
"248",37.443333,37.693333,37.263332,37.386665,2277300,37.386665
"249",37.490002,37.779999,37.286667,37.720001,1800000,37.720001
"250",37.740002,38.223331,37.666668,38.183334,3015900,38.183334
"251",38.396667,38.396667,37.566666,37.57,2633100,37.57
"252",37.226665,37.426666,36.893333,37.193333,5281200,37.193333
"253",37.396667,38.266666,37.116669,38.196667,3816600,38.196667
"254",38.669998,38.926666,37.906666,38.470001,4553100,38.470001
"255",38.383331,38.733334,38.273335,38.619999,2728500,38.619999
"256",38.689999,39.560001,38.41,39.380001,3791100,39.380001
"257",39.423332,40,39.343334,39.836666,4966800,39.836666
"258",39.653332,39.653332,39.093334,39.5,2300400,39.5
"259",39.52,40,39.123333,39.996666,3161700,39.996666
"260",40,40.330002,39.700001,40.276669,3089400,40.276669
"261",40.453335,40.976665,40.003334,40.023335,5004000,40.023335
"262",40.276669,40.393333,39.983334,40.163334,3528000,40.163334
"263",40.056667,40.59,39.976665,40.573334,2169300,40.573334
"264",40.683334,41.366669,40.619999,41.303333,3766500,41.303333
"265",41.25,41.523335,41.063332,41.503334,3348300,41.503334
"266",41.303333,41.833332,41.130001,41.466667,2808600,41.466667
"267",41.630001,41.903332,41.316666,41.596668,2289300,41.596668
"268",41.893333,42.343334,41.793331,42.080002,3633600,42.080002
"269",42.246666,42.73,41.963333,42.720001,2478900,42.720001
"270",42.580002,42.869999,42.240002,42.299999,2820000,42.299999
"271",41.799999,42.48,41.436668,42.246666,2847600,42.246666
"272",42.41,42.73,42.09,42.193333,3438600,42.193333
"273",42.163334,42.66,41.956669,42.326668,4859700,42.326668
"274",44.586666,46.16,43.816666,43.943333,9928500,43.943333
"275",43.613335,44.313332,42.003334,42.233334,7813500,42.233334
"276",41.686668,42.540001,41.123333,42.360001,7593600,42.360001
"277",42.25,43.926666,42.016666,43.233334,5869800,43.233334
"278",43.323334,43.443333,41.233334,41.259998,5555700,41.259998
"279",41.526669,42.490002,40.466667,42.09,4360800,42.09
"280",42.283333,42.736668,41.623333,42.296665,3478800,42.296665
"281",42.066666,42.720001,41.706669,42.450001,3154500,42.450001
"282",42.110001,43.543331,41.990002,43.403332,4724400,43.403332
"283",43.720001,44.900002,43.509998,44.893333,4519200,44.893333
"284",44.756668,45.110001,44.459999,44.606667,2699700,44.606667
"285",44.603333,45.310001,44.333332,44.773335,3895200,44.773335
"286",44.796665,45.633331,44.740002,44.75,2819100,44.75
"287",44.753334,45.34,44.446667,44.556667,3523500,44.556667
"288",44.703335,45.23,44.336666,45.213333,2617500,45.213333
"289",45.333332,45.843334,44.983334,45.573334,2549400,45.573334
"290",45.643333,45.946667,45.076668,45.076668,2568600,45.076668
"291",45.163334,45.506668,44.540001,44.556667,3566100,44.556667
"292",44.546665,44.896667,43.630001,44.303333,5065800,44.303333
"293",44.023335,45,43.889999,44.853333,3318600,44.853333
"294",44.643333,45.633331,44.5,45.413334,5097900,45.413334
"295",45.536667,45.996666,45.156666,45.950001,3896400,45.950001
"296",45.43,45.946667,45.056667,45.923332,2517900,45.923332
"297",46,46.273335,45.586666,46.083332,2745000,46.083332
"298",46.336666,46.689999,45.880001,46.439999,3044100,46.439999
"299",46.5,46.919998,46.240002,46.68,3634200,46.68
"300",46.963333,47.216667,46.646667,46.943333,3621000,46.943333
"301",47,47.253334,46.639999,47,4424700,47
"302",47.166668,47.366669,46.663334,47.033333,3124500,47.033333
"303",47.150002,47.740002,46.880001,47.446667,5837100,47.446667
"304",47.279999,47.356667,45.993332,46.466667,4301100,46.466667
"305",46.563332,47.313332,46.306667,47.113335,2465400,47.113335
"306",47.060001,47.106667,46.136665,46.356667,5097600,46.356667
"307",46.040001,46.776669,45.716667,45.766666,4010400,45.766666
"308",45.950001,46.456669,45.016666,45.106667,3782100,45.106667
"309",45.633331,46.91,45.369999,46.759998,3511500,46.759998
"310",47.106667,47.450001,45.736668,46.036667,4342800,46.036667
"311",46.123333,46.453335,45.443333,45.59,3821400,45.59
"312",45.836666,46.830002,45.290001,46.506668,4459800,46.506668
"313",46.413334,46.523335,44.483334,45.150002,4728600,45.150002
"314",45.263332,45.683334,44.906666,45.556667,4600200,45.556667
"315",44.926666,46.366669,44.656666,46.253334,4688100,46.253334
"316",46.456669,47.436668,46.299999,46.970001,4311600,46.970001
"317",46.689999,46.886665,45.303333,45.836666,5328300,45.836666
"318",46,46.496666,45.546665,45.790001,3627600,45.790001
"319",46.356667,47.113335,46.163334,46.766666,3197700,46.766666
"320",46.473331,46.66,45.803333,45.823334,4123500,45.823334
"321",46.029999,46.536667,45.91,46.426666,3607200,46.426666
"322",46.779999,46.779999,45.636665,45.946667,5006400,45.946667
"323",46.323334,46.540001,45.843334,46.040001,4443900,46.040001
"324",46.310001,46.549999,44.613335,46.403332,4534500,46.403332
"325",46.106667,46.82,46.003334,46.506668,4433100,46.506668
"326",46.41,46.726665,45.919998,46.186668,3123300,46.186668
"327",46.263332,46.476665,45.48,45.696667,4624200,45.696667
"328",45.916668,46.296665,45.52,45.73,5122800,45.73
"329",45.873333,45.950001,44.099998,44.889999,6354900,44.889999
"330",41.336666,43.583332,41,43.173332,16175700,43.173332
"331",43.169998,43.703335,42.483334,43.203335,5983200,43.203335
"332",43.150002,43.303333,42.756668,43.096668,3996600,43.096668
"333",43.153332,43.403332,42.43,42.453335,4561800,42.453335
"334",42.970001,44.236668,42.753334,44.196667,8761200,44.196667
"335",44.003334,44.283333,43.446667,43.893333,4801500,43.893333
"336",43.73,44.43,43.240002,44.273335,3737100,44.273335
"337",43.976665,45.169998,43.703335,44.923332,3277800,44.923332
"338",45.003334,45.743332,45.003334,45.363335,3691500,45.363335
"339",45.150002,45.393333,44.656666,44.943333,3750600,44.943333
"340",44.970001,45.233334,44.446667,45.076668,2859300,45.076668
"341",45.283333,45.796665,45.16,45.593334,2767200,45.593334
"342",45.513332,46.099998,45.346668,46.036667,2651100,46.036667
"343",46,46.326668,45.733334,46.02,2945100,46.02
"344",45.753334,45.806667,45.139999,45.476665,2541300,45.476665
"345",45.563332,45.783333,45.333332,45.473331,2197800,45.473331
"346",45.333332,45.533333,45.073334,45.276669,1890600,45.276669
"347",45.176666,45.453335,44.93,45.316666,3705900,45.316666
"348",45.5,45.826668,45.386665,45.746666,2364600,45.746666
"349",45.786667,45.836666,45.490002,45.543331,2201700,45.543331
"350",45.383331,46.5,45.363335,46.353333,4203000,46.353333
"351",46.463333,46.66,45.5,45.856667,4276500,45.856667
"352",45.833332,45.939999,45.083332,45.316666,3006900,45.316666
"353",45.126667,45.360001,44.793331,45.310001,2775000,45.310001
"354",45.446667,46.283333,45.426666,45.816666,2479500,45.816666
"355",46.036667,46.466667,45.66,45.77,4005000,45.77
"356",46.056667,47.41,45.706669,47.303333,4598100,47.303333
"357",47.306667,47.919998,46.91,47.593334,3676500,47.593334
"358",47.686668,47.733334,47.013332,47.286667,2943300,47.286667
"359",47.123333,47.323334,46.723331,47.323334,3924900,47.323334
"360",47.456669,47.586666,46.776669,47.336666,3832800,47.336666
"361",47.123333,47.793331,47.123333,47.606667,3016800,47.606667
"362",47.700001,48.98,47.529999,48.756668,4550700,48.756668
"363",48.996666,49.723331,48.916668,49.506668,4946400,49.506668
"364",50,51.220001,49.866669,50.66,5678400,50.66
"365",50.823334,51.166668,50.060001,50.52,4916100,50.52
"366",50.606667,51.290001,50.356667,50.836666,6300600,50.836666
"367",50.583332,51.383331,50.299999,51.036667,3597300,51.036667
"368",50.666668,51.25,50.48,51.200001,4713600,51.200001
"369",51.273335,51.740002,51.123333,51.299999,3966000,51.299999
"370",51.236668,51.393333,50.48,50.726665,3585300,50.726665
"371",50.923332,51.366669,50.586666,50.956669,3082500,50.956669
"372",50.956669,50.956669,49.606667,49.996666,3777000,49.996666
"373",50.093334,50.400002,49.77,50.076668,2569800,50.076668
"374",49.330002,49.883331,48.060001,48.253334,5569800,48.253334
"375",48.296665,49.029999,48.139999,48.91,3590700,48.91
"376",49.033333,49.220001,48.496666,48.523335,3399900,48.523335
"377",48.286667,48.753334,48.040001,48.720001,3045300,48.720001
"378",48.830002,48.830002,48.363335,48.513332,1849800,48.513332
"379",48.866669,48.93,48.363335,48.82,2806800,48.82
"380",48.806667,49.256668,48.580002,49.176666,2191500,49.176666
"381",49.226665,49.490002,48.723331,48.996666,3556800,48.996666
"382",49.046665,49.333332,48.803333,49.016666,1858800,49.016666
"383",48.523335,48.529999,47.966667,48.216667,5667900,48.216667
"384",48.59,49.183334,48.463333,49.056667,3070800,49.056667
"385",49.066666,49.593334,48.976665,49.376667,2912100,49.376667
"386",49.34,49.34,48.853333,48.893333,2276100,48.893333
"387",48.776669,49.860001,48.776669,49.733334,4120500,49.733334
"388",49.82,50.046665,49.540001,49.936668,2849400,49.936668
"389",49.919998,50.509998,49.91,50.093334,2565600,50.093334
"390",50.006668,51.113335,50,50.873333,4650600,50.873333
"391",50.873333,51.326668,50.416668,50.893333,2793900,50.893333
"392",51.013332,51.186668,50.41,50.77,2899200,50.77
"393",50.883331,51.833332,50.693333,51.706669,3457500,51.706669
"394",51.823334,52.290001,51.436668,51.686668,3662700,51.686668
"395",48.946667,49,46.586666,47.290001,11377800,47.290001
"396",47.110001,48.240002,46.643333,47.393333,7953300,47.393333
"397",47.580002,47.77,46.630001,47.483334,5237100,47.483334
"398",47.553333,48.153332,47.060001,47.593334,3210600,47.593334
"399",47.593334,48.546665,47.436668,48.346668,2874600,48.346668
"400",48.216667,48.450001,47.633331,48.403332,2765400,48.403332
"401",48.330002,48.900002,47.970001,48.126667,2619300,48.126667
"402",48.006668,48.066666,47.266666,47.583332,2931000,47.583332
"403",46.583332,46.973331,46.343334,46.566666,4921200,46.566666
"404",46.663334,47.060001,46.263332,46.383331,3092100,46.383331
"405",46.186668,46.490002,45.869999,46.02,2676000,46.02
"406",46.026669,46.32,45.603333,45.703335,2548500,45.703335
"407",45.743332,46.096668,45.516666,45.709999,3061200,45.709999
"408",45.576668,46.056667,44.843334,45.956669,4538700,45.956669
"409",46.206669,47.016666,45.853333,46.463333,4177500,46.463333
"410",46.463333,46.740002,45.976665,46.59,4260600,46.59
"411",46.713333,47.139999,46.243332,46.936668,2419800,46.936668
"412",47.276669,47.459999,46.549999,46.799999,2668200,46.799999
"413",46.633331,47.106667,46.349998,47.040001,1829400,47.040001
"414",47.076668,47.493332,46.889999,47.009998,2208300,47.009998
"415",47.016666,47.389999,47.016666,47.243332,2595300,47.243332
"416",47.5,47.866669,46.853333,46.906666,3240900,46.906666
"417",47.156666,47.349998,46.676666,47.330002,4503000,47.330002
"418",47.446667,48.253334,47.336666,47.943333,3034200,47.943333
"419",47.863335,48.259998,47.746666,47.933334,1992300,47.933334
"420",47.796665,48.233334,47.796665,48.080002,2102400,48.080002
"421",48.153332,48.213333,47.043331,47.466667,5265000,47.466667
"422",47.243332,47.439999,46.419998,46.599998,3808500,46.599998
"423",46.599998,47.016666,46.356667,46.849998,2622000,46.849998
"424",46.810001,47.52,46.689999,47.110001,3427500,47.110001
"425",47.34,47.553333,47.080002,47.450001,2168100,47.450001
"426",47.416668,48.146667,47.333332,47.973331,4142700,47.973331
"427",47.946667,48.380001,47.743332,48.306667,2325000,48.306667
"428",48.57,49.139999,48.389999,48.630001,2137500,48.630001
"429",48.983334,49.393333,48.509998,49.330002,3798000,49.330002
"430",49.360001,49.386665,48.663334,48.763332,2763600,48.763332
"431",48.666668,48.993332,48.5,48.650002,2526900,48.650002
"432",48.776669,49.639999,48.709999,49.573334,3661500,49.573334
"433",49.666668,50.993332,49.586666,50.490002,4877700,50.490002
"434",50.456669,51.419998,50.400002,51.226665,5934900,51.226665
"435",53.333332,55.323334,53.086666,55.156666,10980300,55.156666
"436",54.046665,56.213333,53.243332,56.116669,8626800,56.116669
"437",56.16,57.046665,55.773335,56.796665,5603100,56.796665
"438",57,57.513332,56.826668,57.386665,5034000,57.386665
"439",57.616669,58.333332,57.386665,58.033333,5826600,58.033333
"440",58.25,58.330002,56.703335,56.939999,6268200,56.939999
"441",54.406666,54.666668,53.02,54.033333,8121300,54.033333
"442",54.18,54.25,51.616669,51.913334,10749600,51.913334
"443",51.666668,51.876667,50.583332,50.976665,6264000,50.976665
"444",50.966667,51.486668,49.706669,50.563332,5927400,50.563332
