"","FBHS.Open","FBHS.High","FBHS.Low","FBHS.Close","FBHS.Volume","FBHS.Adjusted"
"33",56.860001,57.060001,56.41,57.060001,864100,53.497635
"34",57.02,57.689999,56.919998,57.380001,983000,53.797657
"35",57.200001,57.41,56.669998,56.91,987700,53.524902
"36",57.169998,57.290001,56.330002,57.07,1440300,53.675377
"37",56.82,57.400002,56.560001,57.400002,814000,53.985748
"38",57.400002,58.240002,57.400002,58.209999,1494700,54.747566
"39",58.200001,58.200001,57.529999,57.830002,1254800,54.390175
"40",58.560001,59.130001,58.52,58.720001,1360100,55.227242
"41",58.959999,59,58.459999,58.5,908900,55.020309
"42",58.919998,59.099998,58.439999,58.720001,1577500,55.227242
"43",58.349998,58.59,57.759998,57.900002,1104400,54.456024
"44",57.880001,58.32,57.799999,57.919998,1053400,54.474827
"45",57.91,58.720001,57.709999,58.700001,947500,55.208431
"46",59.080002,59.830002,58.93,59.380001,1538200,55.847977
"47",59.650002,60.110001,59.619999,60.07,1111800,56.496937
"48",59.82,60.220001,59.759998,60.099998,1200400,56.52515
"49",59.759998,60.389999,59.560001,60.02,853000,56.449917
"50",60.310001,61.389999,60.290001,61.139999,891200,57.503288
"51",61.080002,61.669998,60.959999,61.080002,1121800,57.446857
"52",61.200001,61.330002,60.939999,61.040001,1200400,57.409237
"53",61.080002,61.290001,60.669998,60.939999,581300,57.315186
"54",61,61.240002,59.689999,59.740002,1497500,56.186569
"55",59.740002,60.18,59.419998,59.77,1521500,56.214775
"56",59.77,60.540001,59.68,60.18,756800,56.600384
"57",60.23,60.540001,59.990002,60.380001,1761100,56.788498
"58",59.650002,60.330002,59.560001,60.279999,989800,56.69445
"59",60.139999,60.84,59.880001,60.66,785000,57.051842
"60",60.34,60.900002,60.009998,60.900002,1485400,57.277576
"61",60.830002,61.110001,60.619999,60.970001,1287600,57.343403
"62",60.810001,61.060001,60.52,60.849998,1125600,57.230537
"63",60.889999,61.169998,60.220001,60.619999,1402800,57.014221
"64",60.48,60.779999,60.369999,60.619999,1344100,57.014221
"65",60.709999,61.16,60.290001,60.48,1729000,56.882545
"66",61.950001,62.279999,61.290001,61.849998,2099600,58.171059
"67",61.75,62.02,61.549999,61.860001,1149000,58.18047
"68",61.759998,62.619999,61.759998,61.970001,951800,58.283924
"69",61.799999,62.150002,61.720001,62.060001,1385700,58.368568
"70",61.720001,61.830002,60.32,61.709999,2218100,58.039387
"71",61.490002,62.029999,61.490002,61.5,1537300,57.841877
"72",61.650002,61.939999,61.459999,61.919998,1030200,58.2369
"73",61.509998,62.139999,61.330002,62.049999,1060100,58.359158
"74",62.290001,62.779999,62.060001,62.150002,955400,58.453213
"75",62.389999,62.59,62.130001,62.32,1178100,58.613106
"76",62.400002,62.919998,62.27,62.82,932700,59.083359
"77",63.220001,63.860001,63.169998,63.66,1182600,59.873398
"78",64.410004,65.18,63.849998,64.93,1855100,61.067856
"79",65.190002,66.010002,64.910004,65.599998,1770900,61.698006
"80",65,65.529999,63.549999,64.190002,3964900,60.371876
"81",64.169998,64.169998,63.43,63.740002,2142400,59.948639
"82",63.959999,63.959999,63.299999,63.32,1568700,59.553619
"83",63.439999,63.720001,63.32,63.720001,1556500,59.929825
"84",63.349998,63.52,63.099998,63.189999,1161000,59.431347
"85",63.279999,63.470001,62.830002,63.34,1086000,59.572433
"86",63.459999,63.599998,63.060001,63.48,775900,59.704113
"87",63.349998,63.720001,63.290001,63.43,915800,59.657078
"88",63.450001,63.700001,63.380001,63.5,861900,59.722912
"89",63.369999,63.700001,63.369999,63.639999,620700,59.854584
"90",63.279999,63.32,62.700001,63.07,907100,59.318489
"91",62.93,63.080002,62.529999,62.57,1843000,58.848225
"92",62.779999,63.34,62.650002,63.16,1326500,59.403141
"93",63.209999,63.209999,62.759998,62.889999,1168400,59.149197
"94",62.889999,62.889999,62.07,62.349998,1306300,58.641315
"95",62.150002,63.09,62.049999,62.84,1452500,59.102173
"96",63.060001,63.610001,62.779999,63.310001,1576000,59.54422
"97",63.419998,63.57,63.029999,63.07,545300,59.318489
"98",63.150002,63.400002,62.529999,62.610001,680200,58.885857
"99",62.48,63.150002,62.330002,63.119999,684000,59.536674
"100",63.310001,63.470001,62.939999,63.169998,611500,59.583843
"101",63.119999,63.130001,62.75,62.849998,426300,59.282001
"102",62.759998,62.98,62.52,62.889999,398900,59.31974
"103",62.990002,63.23,62.450001,63.099998,853900,59.517807
"104",63.27,63.529999,62.950001,63.34,763700,59.744194
"105",63.369999,63.73,63.25,63.5,775200,59.895103
"106",63.5,63.509998,62.98,62.990002,474400,59.414063
"107",62.75,62.77,62.299999,62.43,650700,58.885857
"108",62.529999,62.799999,62.439999,62.66,697100,59.102795
"109",62.66,62.970001,62.200001,62.75,709000,59.187687
"110",62.810001,63.470001,62.709999,63.310001,715700,59.715897
"111",63.209999,63.630001,62.759998,63.380001,919900,59.781914
"112",63.290001,64.760002,63.150002,64.589996,911300,60.923222
"113",64.669998,65.690002,64.599998,65.330002,1014700,61.621223
"114",64.93,65.150002,64.559998,64.800003,1022800,61.121315
"115",64.860001,64.870003,64.059998,64.360001,1383600,60.706284
"116",64.669998,65.540001,64.470001,65.440002,790700,61.724972
"117",65.410004,65.849998,65.220001,65.339996,656100,61.630653
"118",65.139999,65.410004,64.839996,65.029999,909200,61.338245
"119",65.099998,65.32,64.720001,65.089996,618200,61.39484
"120",65.400002,66.089996,65.080002,66.050003,1569600,62.300346
"121",66.120003,66.349998,65.900002,65.900002,790700,62.158871
"122",65.739998,66,65.459999,65.470001,1124900,61.753265
"123",65.910004,66,65.5,65.870003,695600,62.130569
"124",65.860001,65.860001,64.269997,64.919998,1107300,61.234482
"125",65.089996,65.699997,65.089996,65.239998,667900,61.536327
"126",65.599998,65.779999,65.209999,65.410004,379800,61.696671
"127",65.339996,65.5,64.93,65.410004,825000,61.696671
"128",65.019997,65.160004,64.769997,65.050003,879200,61.357121
"129",65.160004,66.5,65.080002,65.93,860900,62.187153
"130",65.900002,66.709999,65.599998,66.449997,1063400,62.677628
"131",66.389999,66.690002,66.029999,66.559998,1144300,62.78138
"132",66.959999,67.150002,66.57,66.800003,859000,63.007771
"133",66.790001,67.330002,66.760002,67.300003,1314400,63.47937
"134",67.360001,67.5,67.029999,67.099998,904800,63.290733
"135",67.050003,67.209999,66.839996,67.07,916000,63.26244
"136",66.980003,67.129997,66.440002,66.760002,520900,62.970051
"137",65.760002,67.190002,65.760002,67.110001,1213700,63.300159
"138",67.07,67.199997,65.599998,65.629997,1090000,61.904179
"139",65.529999,66.029999,65.339996,65.879997,599400,62.139996
"140",65.879997,65.879997,65.449997,65.709999,777100,61.979637
"141",66.150002,66.25,65.639999,65.93,460800,62.187153
"142",65.870003,66.169998,65.709999,65.910004,513700,62.168301
"143",65.989998,66.400002,65.540001,65.739998,685200,62.007935
"144",65.75,66.160004,65.220001,65.660004,844500,61.932487
"145",65.830002,66.089996,65.400002,65.669998,909900,61.941902
"146",65.919998,66.300003,65.760002,66.160004,1383600,62.404106
"147",66.029999,66.580002,65.830002,66.25,1371800,62.488991
"148",65.879997,66.43,63.740002,65.040001,2536800,61.347683
"149",65.129997,65.540001,65.059998,65.230003,1144800,61.526901
"150",65.190002,65.389999,64.830002,65.260002,1460100,61.555195
"151",65.080002,65.080002,64.330002,64.349998,1652700,60.696846
"152",64.330002,64.360001,63.68,63.869999,1715600,60.244099
"153",63.669998,63.790001,62.82,62.889999,1440500,59.31974
"154",62.700001,63.580002,62.560001,63.310001,1002000,59.715897
"155",63.75,64.510002,63.540001,64.25,633900,60.602531
"156",64.260002,64.550003,63.830002,63.889999,510000,60.262962
"157",63.970001,64.5,63.970001,64.160004,685600,60.517643
"158",63.880001,64.089996,62.669998,62.689999,862900,59.131096
"159",62.52,62.639999,62.029999,62.5,1327500,58.951878
"160",62.5,62.900002,62.259998,62.82,675600,59.253708
"161",62.919998,63.380001,62.799999,63.25,755700,59.659302
"162",62.77,63.09,62.34,62.580002,964200,59.195801
"163",62.720001,62.849998,62.310001,62.459999,754300,59.082283
"164",62.759998,62.759998,62.09,62.349998,886500,58.97823
"165",62.66,62.66,61.82,61.950001,656800,58.599865
"166",61.619999,62.110001,61.34,61.939999,592200,58.590408
"167",62.07,62.189999,61.84,62.009998,846200,58.65662
"168",62.360001,62.66,62.099998,62.529999,1257500,59.148499
"169",62.790001,63.009998,62.57,62.970001,836900,59.564709
"170",62.869999,63.09,62.369999,62.639999,782500,59.252548
"171",62.759998,63.459999,62.650002,63.32,1039000,59.895782
"172",63.470001,63.470001,62.720001,62.959999,1072500,59.555248
"173",62.91,64.57,62.720001,64.43,1019100,60.945755
"174",64.660004,64.660004,63.889999,64.5,983200,61.011963
"175",64.669998,65.550003,64.639999,65.440002,982500,61.901142
"176",65.370003,65.370003,64.440002,64.75,682400,61.248455
"177",64.519997,64.739998,64.010002,64.43,708100,60.945755
"178",64.410004,64.919998,64,64.739998,1191200,61.238979
"179",64.879997,65.160004,64.230003,64.25,687900,60.775478
"180",64.32,64.510002,64.18,64.309998,566400,60.832233
"181",64.18,64.669998,64.169998,64.510002,527300,61.021423
"182",64.449997,65,64.190002,64.889999,572800,61.380875
"183",64.790001,65.410004,64.550003,64.910004,630700,61.399792
"184",64.769997,65.489998,64.68,65.300003,620500,61.768707
"185",65.400002,65.900002,65.25,65.43,687700,61.891663
"186",65.580002,66.639999,65.43,66.410004,882300,62.818684
"187",66.349998,67.290001,66.349998,67.260002,827200,63.622711
"188",67.32,67.769997,66.940002,67.230003,967700,63.594337
"189",67.260002,67.75,67.07,67.68,767700,64.020012
"190",67.57,67.57,66.610001,66.779999,1559800,63.168659
"191",66.940002,66.940002,66.040001,66.330002,1341400,62.742996
"192",66.480003,66.480003,65.690002,65.75,823100,62.194363
"193",65.599998,65.970001,65.540001,65.959999,767500,62.393013
"194",65.959999,66.169998,65.760002,66,641200,62.430847
"195",66.199997,66.199997,65.480003,65.620003,691700,62.0714
"196",65.699997,66.199997,65.540001,66.059998,709300,62.48761
"197",66.080002,66.550003,66.080002,66.25,824900,62.667336
"198",66.370003,66.449997,66.110001,66.239998,586900,62.657864
"199",66.300003,66.370003,65.879997,66.300003,478300,62.714638
"200",66.32,66.550003,65.919998,66.080002,662800,62.506531
"201",66.220001,66.459999,65.330002,65.349998,1189900,61.815994
"202",65.160004,65.699997,64.889999,65.580002,1748300,62.033562
"203",65.940002,67.169998,65.900002,67,1167100,63.376766
"204",67.099998,68.110001,66.989998,67.540001,1551800,63.887569
"205",67.220001,68.360001,66.940002,68.120003,1778100,64.436211
"206",67.93,67.989998,66.459999,66.879997,1082200,63.263256
"207",66.419998,68.82,66.419998,68.349998,1998100,64.65377
"208",67.620003,68.360001,66.720001,66.830002,1091700,63.215969
"209",66.919998,67.019997,66,66.150002,1023600,62.57275
"210",66.139999,66.349998,65.839996,66.059998,925300,62.48761
"211",66.400002,66.400002,65,65.199997,971600,61.674114
"212",65.209999,65.519997,63.849998,64.559998,1057300,61.068714
"213",64.379997,64.940002,63.98,64.169998,1105600,60.69981
"214",63.93,64.400002,63.82,64.220001,768300,60.747108
"215",64.25,64.769997,64.160004,64.459999,1058300,60.974133
"216",64.32,64.339996,63.68,64.120003,738300,60.652527
"217",63.740002,64.089996,63.419998,64,1011900,60.539005
"218",64.080002,64.199997,63.66,63.970001,646000,60.510632
"219",63.720001,64.639999,63.41,64.43,792400,60.945755
"220",64.269997,64.82,64.07,64.690002,607200,61.191696
"221",64.480003,64.480003,63.810001,64.059998,586900,60.595757
"222",64.260002,65.029999,64.169998,64.440002,598900,60.955208
"223",64.269997,64.989998,64.07,64.760002,406300,61.257904
"224",65,65.089996,64.529999,64.870003,597900,61.361969
"225",65.029999,65.540001,64.610001,65.370003,619100,61.834919
"226",65.290001,65.370003,64.699997,64.849998,458900,61.512405
"227",65.349998,65.419998,64.540001,64.68,263900,61.351162
"228",64.769997,64.959999,64.419998,64.519997,519000,61.199402
"229",64.629997,65.779999,64.580002,65.720001,751700,62.337631
"230",65.940002,67.050003,65.809998,66.870003,906900,63.428455
"231",67,68.800003,67,68.419998,1177600,64.898689
"232",68.379997,69.010002,66.959999,67.519997,1414300,64.045006
"233",67.959999,69.610001,67.75,68.889999,1364900,65.344482
"234",68.800003,69.190002,67.980003,68.480003,966100,64.955597
"235",68.300003,68.709999,67.730003,67.760002,526300,64.272644
"236",67.599998,68.410004,67.510002,68.239998,508900,64.727936
"237",68.480003,68.480003,67.690002,68.220001,865700,64.708969
"238",68.5,68.5,67.919998,68.120003,1104700,64.614128
"239",68.209999,68.529999,67.199997,67.230003,679900,63.769936
"240",67.389999,67.779999,67.139999,67.32,704700,63.855289
"241",67.559998,67.620003,66.589996,66.699997,927900,63.267208
"242",67.089996,67.129997,66.309998,66.419998,2256300,63.001602
"243",66.589996,67.589996,66.470001,67.480003,1419900,64.007057
"244",67.699997,68.059998,67.489998,67.690002,642100,64.206261
"245",68.019997,68.07,67.470001,67.900002,759900,64.405441
"246",68.419998,69.760002,68.050003,69.32,1204600,65.752373
"247",69.480003,69.480003,68.25,68.529999,510200,65.003029
"248",68.629997,69.260002,68.470001,68.940002,423500,65.391914
"249",69.029999,69.029999,68.610001,68.739998,610500,65.202209
"250",69.019997,69.050003,68.419998,68.779999,566100,65.240166
"251",68.779999,69.160004,68.43,68.440002,658300,64.917671
"252",68.709999,68.870003,68.339996,68.739998,799200,65.202209
"253",68.910004,69.620003,68.720001,69.550003,1058600,65.97052
"254",69.919998,70.32,69.620003,70.129997,594900,66.52066
"255",70.68,71.650002,70.629997,71.620003,1329800,67.93399
"256",71.559998,71.709999,70.940002,71.43,1084500,67.753769
"257",71.32,71.730003,70.269997,70.32,902900,66.700882
"258",70.099998,70.199997,68.959999,69.080002,1197100,65.524704
"259",69.360001,69.779999,68.540001,69.779999,672700,66.188698
"260",70.059998,70.629997,69.519997,70.620003,921800,66.985458
"261",70.949997,71.050003,70.080002,70.400002,1561200,66.776779
"262",70.919998,72.029999,70.809998,71.809998,1387400,68.114204
"263",71.75,72.639999,71.290001,72.629997,1293000,68.892006
"264",72.809998,72.940002,72.339996,72.639999,915600,68.901489
"265",72.75,72.860001,72.330002,72.839996,635800,69.091194
"266",72.580002,73.110001,72.129997,72.5,897300,68.768707
"267",72.669998,73.620003,72.57,73.129997,1038400,69.366264
"268",73.379997,73.379997,72.230003,72.480003,847400,68.749733
"269",72.650002,73.099998,72.32,73.07,531000,69.309364
"270",72.599998,72.650002,71.559998,71.599998,1193000,67.915016
"271",71.019997,71.139999,70.379997,70.82,1052000,67.175163
"272",71.120003,71.620003,70.82,70.93,1261300,67.279495
"273",70.790001,71.019997,69.760002,69.82,1728400,66.226639
"274",64.290001,67.839996,64.290001,64.900002,4064700,61.559849
"275",64.580002,65.559998,62.98,62.98,3063700,59.738659
"276",61.93,64.43,61.009998,64.160004,2912800,60.857929
"277",64.019997,64.870003,63.279999,63.400002,3292300,60.137043
"278",63.48,64.599998,62.43,62.439999,3572900,59.226448
"279",62.75,63.52,61.09,61.709999,3588400,58.534019
"280",62.48,63.689999,62.009998,63.150002,3198100,59.899918
"281",63.029999,63.27,62.619999,63.080002,1314200,59.833511
"282",62.529999,63.310001,62.470001,63.16,1631400,59.909393
"283",63.700001,63.82,62.459999,62.91,2158900,59.672264
"284",62.689999,64.290001,62.689999,63.82,3327100,60.535427
"285",63.779999,64.440002,63.549999,63.830002,1879700,60.54491
"286",63.919998,64.730003,63.450001,63.48,1842400,60.212933
"287",63.639999,64.169998,63.209999,63.259998,1661200,60.19389
"288",63.52,63.549999,63.119999,63.52,1797500,60.441288
"289",63.919998,63.93,63.110001,63.509998,1311800,60.43177
"290",63.700001,64.010002,62.490002,62.52,1431300,59.489758
"291",62.880001,62.880001,60.650002,60.66,2097400,57.719906
"292",60.68,61,59.43,59.900002,2307100,56.99675
"293",59.599998,60.23,59.110001,60.009998,2014700,57.101418
"294",59.709999,61.41,59.380001,61.099998,2378400,58.138584
"295",61.279999,62.27,61.02,62.23,1613800,59.21381
"296",61.560001,62.16,61.349998,61.790001,1024800,58.795143
"297",62.110001,62.259998,61.709999,61.970001,1407700,58.966427
"298",62.450001,63.549999,61.880001,63.52,1236300,60.441288
"299",63.689999,63.689999,62.43,62.759998,1829400,59.718128
"300",63.200001,63.580002,62.5,62.57,730000,59.537338
"301",62.759998,63.009998,61.290001,61.700001,1463300,58.709507
"302",61.880001,62.299999,61.580002,61.66,1458500,58.67144
"303",61.560001,62.43,61.560001,62.080002,1609400,59.071091
"304",61.869999,61.900002,60.48,60.970001,1660600,58.014889
"305",61.02,61.240002,60.619999,60.68,907400,57.738937
"306",60.860001,61.450001,60.59,60.869999,978300,57.919735
"307",60.419998,60.900002,59.68,59.689999,1341200,56.796928
"308",59.720001,60.060001,57.75,57.889999,1735500,55.084167
"309",58.580002,59.490002,58.450001,59.419998,1204800,56.540009
"310",59.419998,59.419998,58.009998,58.27,2231300,55.445751
"311",58.439999,59.200001,58.09,58.299999,1365800,55.474297
"312",58.549999,59.279999,58.459999,58.889999,1911500,56.035709
"313",58.900002,59.060001,56.59,57.119999,1226600,54.351494
"314",57.27,57.860001,57.040001,57.799999,1245000,54.998535
"315",57,59.110001,56.950001,58.970001,2399600,56.111816
"316",59.279999,60.34,59.25,59.950001,1880900,57.044323
"317",59.400002,59.849998,58.119999,58.720001,1457100,55.873936
"318",59.209999,59.209999,58.110001,58.169998,1072500,55.350586
"319",58.889999,59.419998,58.5,58.709999,1289500,55.864429
"320",58.330002,59.009998,58.189999,58.720001,1001500,55.873936
"321",58.91,59.150002,58.52,58.849998,1638700,55.997631
"322",59.299999,59.439999,58.150002,58.349998,1185900,55.521873
"323",58.709999,59.360001,58.34,58.919998,1148700,56.064243
"324",59.419998,59.43,58.98,59.16,1043600,56.292618
"325",59.450001,59.610001,58.869999,58.93,1979400,56.073761
"326",58.59,58.959999,56.889999,57.509998,1345900,54.722588
"327",57.540001,57.700001,56.82,57.099998,1802200,54.332462
"328",57.349998,57.52,56.57,57.259998,2561400,54.484707
"329",56.610001,57.040001,54.880001,55.130001,2865200,52.457947
"330",55.139999,56.439999,54.790001,56.029999,1518000,53.31432
"331",56.25,56.810001,55.630001,56.639999,2388700,53.894753
"332",55.450001,57.91,55.049999,56.880001,3817900,54.123123
"333",56.880001,56.880001,54.689999,54.689999,2446700,52.039265
"334",54.75,55.77,53.919998,55.740002,2483900,53.038376
"335",55.57,55.740002,54.439999,54.57,2193100,51.925079
"336",54.27,54.849998,53.560001,54.299999,1722000,51.668167
"337",54.209999,55.639999,53.970001,55.360001,1599700,52.676796
"338",55.5,55.509998,54.73,55.02,1092300,52.353279
"339",55.48,55.599998,54.919998,55.419998,1385600,52.733891
"340",55.43,55.490002,54.709999,55.25,1227400,52.572121
"341",55.330002,55.84,55.150002,55.810001,1195100,53.104996
"342",55.810001,56.43,55.68,56.119999,1336100,53.39996
"343",55.66,56.169998,55.439999,56.150002,1769300,53.428505
"344",55.959999,56.119999,55.150002,55.959999,2132600,53.247711
"345",56.009998,56.66,55.759998,56.41,1843700,53.675903
"346",56.240002,57.259998,56.240002,56.990002,1961700,54.227787
"347",56.959999,58.25,56.889999,57.779999,4846600,54.979504
"348",58.029999,58.220001,57.509998,57.740002,1521000,54.941437
"349",57.73,57.959999,56.91,56.919998,1443300,54.161182
"350",56.77,57.16,56.310001,57.080002,2125000,54.313435
"351",56.889999,57.380001,56.66,56.970001,1525200,54.399372
"352",56.82,57.580002,56.759998,57.5,1800800,54.905457
"353",57.07,58.610001,56.450001,56.799999,1614800,54.237045
"354",57.200001,57.77,56.740002,57.419998,1115900,54.829056
"355",57.459999,57.48,56,56.169998,1402800,53.635468
"356",56.5,57.259998,56.349998,56.799999,1071200,54.237045
"357",57.009998,57.43,56.669998,57.130001,1104200,54.552147
"358",57.119999,58.080002,57.119999,57.919998,2747900,55.306503
"359",58.02,58.290001,57.630001,57.919998,2194500,55.306503
"360",57.950001,58.330002,57.490002,57.639999,1638000,55.039139
"361",57.73,58.599998,57.580002,58.52,2211600,55.879429
"362",58.610001,58.75,57.790001,57.82,1539000,55.211014
"363",57.93,58.07,57.59,57.990002,1836900,55.373341
"364",58.18,58.18,56.200001,56.240002,2293800,53.702309
"365",56.5,56.950001,56.279999,56.799999,2417400,54.237045
"366",56.599998,56.990002,55.970001,56.869999,3819500,54.303883
"367",56.529999,56.880001,55.959999,56,2093600,53.473141
"368",55.650002,56.68,55.150002,56.610001,3376300,54.055607
"369",56.82,56.82,56.130001,56.360001,1250600,53.816895
"370",56.299999,56.32,55.330002,55.5,1141900,52.995697
"371",55.330002,55.799999,55.029999,55.25,2455100,52.756977
"372",55.139999,55.200001,54.099998,54.330002,1275100,51.878494
"373",54.720001,55.049999,54.189999,54.57,1342600,52.107662
"374",54.549999,54.77,53.279999,53.299999,1751100,50.894966
"375",53.279999,53.599998,52.630001,53.389999,1600100,50.980904
"376",53.68,54.169998,53.310001,53.689999,1953600,51.267361
"377",53.259998,53.48,52.810001,53.380001,1122900,50.971363
"378",53.639999,53.919998,53.360001,53.400002,425400,50.990456
"379",53.709999,54.279999,53.209999,54.259998,1639800,51.811642
"380",54.299999,54.900002,53.73,54.549999,947100,52.088566
"381",54.709999,55.389999,54.450001,55.220001,1128100,52.72834
"382",55.220001,55.360001,54.68,55.189999,1683600,52.699684
"383",54.810001,55.43,54.200001,54.400002,1126300,51.945335
"384",54.759998,54.880001,54.220001,54.490002,1206000,52.031277
"385",54.470001,55.360001,54.470001,55.18,935600,52.690136
"386",55.259998,55.66,54.950001,55.130001,2125900,52.642395
"387",55.139999,56.220001,55.060001,56.18,1863200,53.645008
"388",56.119999,56.700001,55.959999,56.52,1732900,53.969673
"389",56.310001,56.889999,56.139999,56.75,1374300,54.189293
"390",56.529999,56.860001,56.130001,56.23,1119500,53.692757
"391",56.189999,56.330002,55.169998,55.34,1170700,52.842915
"392",55.759998,55.900002,55.09,55.360001,2377600,52.862015
"393",54.990002,55.060001,53.380001,53.93,2000300,51.496544
"394",53.5,54.630001,53.220001,53.970001,4063100,51.534733
"395",54.790001,58.099998,53.77,57.330002,4180900,54.743126
"396",57.459999,57.869999,56.41,56.509998,2086200,53.960121
"397",56.59,58.150002,55.66,58,2894200,55.382893
"398",57.91,58.049999,56.689999,56.959999,1919700,54.389812
"399",57.07,57.669998,56.580002,57.5,1508900,54.905457
"400",57.59,58.209999,57.110001,57.52,852900,54.924549
"401",57.540001,57.700001,57.23,57.349998,874000,54.762222
"402",57.369999,57.919998,57.16,57.25,1614700,54.666729
"403",57.040001,57.220001,56.060001,56.110001,984600,53.578167
"404",56.080002,56.799999,55.889999,55.959999,833300,53.434937
"405",54.639999,55.169998,54.310001,54.630001,1171900,52.164959
"406",54.639999,54.639999,53.290001,53.639999,1113000,51.219616
"407",53.759998,54.450001,53.630001,54.169998,976300,51.725712
"408",54.220001,54.290001,53.389999,54.240002,697200,51.792553
"409",54.450001,55.220001,54.290001,54.93,1604100,52.451412
"410",54.860001,55.240002,54.790001,54.93,913400,52.451412
"411",55.150002,55.299999,54.709999,54.860001,773900,52.384575
"412",55,56.419998,54.919998,55.93,2177900,53.406296
"413",55.700001,55.790001,54.389999,54.880001,1572900,52.403671
"414",54.91,54.91,54.009998,54.169998,1092500,51.725712
"415",54.450001,55.849998,54.209999,54.290001,1441600,51.840294
"416",54.540001,55.630001,54.43,54.82,881900,52.346382
"417",54.799999,55.169998,54.599998,54.709999,784000,52.241341
"418",54.75,54.759998,53.970001,53.990002,1078800,51.553829
"419",53.720001,53.75,52.82,53.27,1540200,51.05545
"420",53.09,53.540001,52.549999,52.98,1877700,50.777508
"421",53.049999,53.639999,52.52,52.919998,2211600,50.719997
"422",52.880001,54.009998,52.740002,53.869999,1300100,51.630497
"423",53.740002,54.220001,52.970001,53.900002,1579700,51.659252
"424",53.689999,54.27,53.169998,54.119999,2372300,51.87011
"425",54.43,55.209999,54.23,54.950001,2162800,52.665611
"426",54.900002,55.810001,54.57,55.43,2161500,53.125656
"427",55.450001,55.59,54.950001,55.459999,1747600,53.154408
"428",55.740002,55.779999,54.52,55.080002,1468700,52.790211
"429",55.119999,55.43,54.759998,55.259998,1108200,52.962719
"430",55.330002,55.709999,54.939999,55.25,1216900,52.953136
"431",55.209999,55.48,54.419998,55.080002,1012800,52.790211
"432",55.240002,56.25,54.950001,55.419998,1795800,53.11607
"433",55.669998,56.310001,55.049999,55.130001,1582800,52.838123
"434",55.220001,55.310001,54.459999,55.220001,2492700,52.924389
"435",54.959999,55.259998,54.360001,54.59,2374400,52.32058
"436",54.599998,54.599998,54.130001,54.389999,3595000,52.128887
"437",54.580002,54.639999,52.889999,53.349998,1628800,51.132122
"438",53.369999,53.57,52.779999,53.209999,1779900,50.997944
"439",53.110001,53.470001,52.32,52.360001,3132500,50.183273
"440",52.970001,53.459999,51.959999,52.279999,2260400,50.106606
"441",52.27,53.290001,52.02,52.889999,1998900,50.691246
"442",52.900002,53.610001,52.73,53.259998,1895500,51.04586
"443",52.900002,53.23,52.279999,52.5,1355000,50.317448
"444",52.599998,52.810001,51.119999,51.610001,2212900,49.464466
"445",51.459999,51.860001,51.18,51.740002,1435200,49.589054
"446",51.77,51.849998,49.900002,49.970001,1459400,47.892635
"447",49.669998,50.080002,49,49.139999,1489500,47.097141
"448",49.200001,49.619999,47.98,48,1488400,46.004539
"449",48.240002,48.959999,47,47.630001,1794500,45.649918
"450",47.380001,48.400002,47.34,47.970001,1310800,45.975784
"451",47.900002,49.049999,47.189999,48.900002,1729100,46.867123
"452",48.419998,48.599998,47.720001,48.060001,1973300,46.062042
"453",47.73,47.939999,46.369999,46.630001,2367500,44.69149
