"","MS.Open","MS.High","MS.Low","MS.Close","MS.Volume","MS.Adjusted"
"47",47.040001,47.09,46.209999,46.490002,8579400,41.295818
"48",46.68,46.75,46.23,46.259998,7160400,41.091526
"49",46.259998,46.259998,45.73,46.189999,6916200,41.029335
"50",46.259998,46.630001,45.68,45.849998,10796100,40.727333
"51",46.169998,46.59,46.02,46.330002,9284100,41.153709
"52",46.259998,46.360001,44.93,45.02,13474500,39.990063
"53",44.740002,44.959999,44.330002,44.59,9734200,39.608112
"54",44.77,44.93,42.419998,42.66,20018400,37.893738
"55",42.16,42.75,41.639999,42.209999,19046600,37.494011
"56",41.98,42.98,41.779999,42.59,14888800,37.831566
"57",42.779999,43,42.150002,42.459999,10815300,37.716084
"58",40.66,41.720001,40.060001,41.580002,21631100,36.934395
"59",41.580002,42.77,41.57,42.490002,12944900,37.742733
"60",43.09,43.25,42.540001,42.799999,14543900,38.018097
"61",42.849998,43.709999,42.799999,43.43,11264300,38.577709
"62",43.25,43.25,42.669998,42.84,11203300,38.053623
"63",42.810001,42.990002,42.080002,42.709999,12531800,37.938156
"64",42.540001,42.84,42.349998,42.509998,7837100,37.760494
"65",43.009998,43.099998,41.610001,41.740002,12455100,37.07653
"66",41.630001,42.369999,41.43,42.09,9520900,37.387428
"67",41.619999,42.25,41.419998,41.950001,9319600,37.263058
"68",41.900002,42.150002,41.389999,41.91,8677200,37.227524
"69",41.560001,41.779999,40.990002,41.580002,10318400,36.934395
"70",41.5,41.52,41.009998,41.07,10440600,36.481384
"71",40.830002,41.68,40.5,40.689999,10516500,36.143841
"72",40.779999,41.549999,40.580002,41.490002,7959700,36.854462
"73",40.990002,41.549999,40.75,41.209999,13872400,36.60574
"74",42.310001,42.939999,41.959999,42.040001,19850300,37.343014
"75",42.610001,42.759998,42.099998,42.5,13816200,37.751606
"76",42.209999,42.610001,41.709999,41.799999,12951300,37.129822
"77",43.389999,43.73,43.189999,43.560001,16188100,38.693184
"78",43.98,44.450001,43.919998,44.27,13857600,39.323856
"79",44.169998,44.860001,44.139999,44.369999,12938400,39.412678
"80",44.16,44.209999,43.389999,43.540001,9041300,38.85054
"81",43.599998,43.810001,43.34,43.369999,9049100,38.698845
"82",43.759998,44.060001,43.490002,43.740002,7552200,39.029003
"83",43.669998,43.779999,43,43.349998,8126400,38.680992
"84",43.150002,43.77,43.119999,43.48,5578300,38.796997
"85",43.849998,43.970001,43.220001,43.279999,7367800,38.618538
"86",43.360001,43.560001,42.869999,43.080002,6893400,38.44009
"87",43.150002,43.310001,42.93,43.02,7171700,38.386547
"88",43.049999,43.34,42.669998,42.830002,6068700,38.217018
"89",42.799999,43.200001,42.669998,43.099998,7367800,38.457932
"90",42.98,43.200001,42.439999,42.869999,6340000,38.252697
"91",42.610001,42.759998,42.360001,42.73,5836300,38.127777
"92",42.82,43.619999,42.799999,43.43,9941100,38.752388
"93",43.540001,43.639999,43.290001,43.380001,6888900,38.707767
"94",43.380001,43.380001,40.43,40.970001,22899900,36.557339
"95",41,41.880001,40.919998,41.310001,14498400,36.860718
"96",41.59,42.220001,41.360001,41.799999,10486700,37.297943
"97",42.049999,42.169998,41.5,41.66,6752600,37.173019
"98",41.509998,42.650002,41.330002,42.419998,10761300,37.851162
"99",42.360001,42.740002,42.299999,42.630001,6583400,38.038555
"100",42.830002,42.970001,42.490002,42.630001,5062800,38.038555
"101",42.450001,42.970001,42.439999,42.84,5346500,38.225929
"102",42.580002,42.720001,42.049999,42.279999,6377900,37.726246
"103",42.189999,42.189999,41.07,41.740002,13637900,37.244408
"104",41.98,42.73,41.75,42.610001,9654300,38.020702
"105",42.150002,42.939999,41.900002,42.52,10016400,37.940392
"106",42.549999,43.400002,42.450001,42.889999,6892800,38.270546
"107",42.450001,43.07,42.209999,42.939999,7863200,38.315163
"108",43.139999,43.450001,42.919998,43.279999,6378500,38.618538
"109",43.279999,44.720001,43.150002,44.099998,11032500,39.35022
"110",44.360001,45.349998,44.360001,44.91,13489900,40.072983
"111",44.91,45.5,44.380001,44.849998,10384200,40.019447
"112",45.07,45.98,45.049999,45.150002,9857800,40.28714
"113",44.57,45.119999,44.220001,44.91,11796300,40.072983
"114",44.48,45.080002,44.419998,44.689999,6904900,39.876675
"115",44.77,44.84,44.240002,44.48,9483200,39.689297
"116",44.880001,45.91,44.830002,45.720001,9153900,40.795738
"117",45.48,45.720001,45.279999,45.5,6680500,40.59943
"118",45.450001,45.529999,44.810001,44.91,7257600,40.072983
"119",44.700001,44.869999,44.380001,44.610001,7750500,39.805294
"120",44.700001,44.73,43.509998,43.689999,15915100,38.984383
"121",43.959999,44.330002,43.48,44,5780400,39.260994
"122",44.34,44.759998,44.16,44.220001,8318800,39.457291
"123",44.459999,44.799999,44.200001,44.32,15848600,39.546516
"124",45.439999,45.610001,44.27,44.75,15728200,39.930218
"125",45.330002,45.43,44.439999,44.560001,8379400,39.760681
"126",45,46.02,44.98,45.610001,7486400,40.69759
"127",45.889999,46.25,45.540001,46.16,9843200,41.188351
"128",46.099998,46.639999,45.77,46.130001,10417300,41.161583
"129",46.32,46.400002,45.959999,46.049999,6442000,41.090199
"130",45.950001,46.240002,45.799999,45.990002,5321500,41.036671
"131",45.830002,45.93,45.380001,45.48,8454700,40.581596
"132",45.330002,45.330002,44.73,44.959999,10234400,40.117596
"133",45.169998,45.73,44.990002,45.52,6204200,40.617279
"134",44.880001,45.400002,44.32,45.200001,8220600,40.331757
"135",45.150002,45.529999,44.93,45.330002,5141600,40.447742
"136",44.93,45.25,44.689999,45.139999,9594100,40.278214
"137",46.950001,47,45.98,46.619999,17586300,41.598808
"138",46.349998,47.189999,46.349998,46.509998,10652400,41.50066
"139",46.119999,46.790001,46.099998,46.59,9021300,41.572037
"140",46.5,46.970001,46.459999,46.709999,7443600,41.679115
"141",47.23,48.040001,47.23,47.610001,11885000,42.482185
"142",47.720001,47.849998,47.119999,47.209999,9034500,42.125259
"143",47.139999,47.599998,46.630001,47.09,9439300,42.241875
"144",46.98,47.200001,46.459999,46.66,7959600,41.856144
"145",46.939999,47.150002,46.599998,46.900002,6764600,42.071445
"146",47.25,47.529999,47.060001,47.209999,6330000,42.349525
"147",47.139999,47.459999,46.830002,47.330002,6020000,42.457172
"148",47.240002,47.549999,47.110001,47.259998,6479300,42.394371
"149",47.790001,48.450001,47.52,48.080002,8906800,43.129951
"150",48.200001,48.400002,47.950001,48.310001,7761600,43.336269
"151",48.240002,48.900002,47.810001,47.93,7771800,42.995399
"152",47.220001,47.689999,46.939999,47.650002,8282900,42.744228
"153",47.290001,47.470001,46.23,46.299999,10099800,41.533215
"154",46.380001,46.529999,45.470001,45.650002,13505800,40.95013
"155",46.209999,46.939999,46.18,46.509998,7136300,41.721596
"156",47.009998,47.299999,46.43,46.43,7663000,41.649822
"157",46.610001,46.82,45.919998,46.009998,8350800,41.273064
"158",45.830002,45.98,45.029999,45.09,9426800,40.447784
"159",44.939999,45.82,44.869999,45.389999,7284000,40.7169
"160",45.400002,45.400002,44.529999,44.68,8501900,40.079994
"161",45,45.709999,44.93,45.57,7130700,40.878372
"162",45.200001,45.950001,45.110001,45.799999,5464800,41.084686
"163",45.970001,46.18,45.73,46,6640700,41.264091
"164",46.169998,46.419998,45.73,45.939999,5659400,41.21027
"165",46.16,46.16,45.119999,45.48,6526700,40.797642
"166",44.720001,45.57,44.34,45.349998,8776100,40.681015
"167",45.439999,45.959999,45.43,45.66,5672900,40.959099
"168",46,46.040001,45.389999,45.5,7890800,40.815575
"169",45.59,46.52,45.299999,46.189999,7024700,41.434528
"170",45.66,45.720001,44.720001,44.889999,8735700,40.268379
"171",45.040001,45.34,44.75,45.07,6313200,40.42984
"172",45.130001,45.130001,43.84,44.07,11538300,39.532795
"173",44.189999,44.810001,43.950001,44.009998,8739800,39.478973
"174",44.709999,45.330002,44.419998,45.16,8017000,40.510574
"175",45.360001,46.080002,45.34,45.75,8010200,41.039837
"176",45.73,46.259998,45.560001,46.220001,6637900,41.461449
"177",46.400002,46.759998,46.310001,46.419998,7414100,41.640858
"178",46.259998,46.66,46.139999,46.599998,9113100,41.802319
"179",46.82,47.669998,46.75,47.32,7938000,42.448208
"180",47.32,47.970001,47.16,47.669998,7999600,42.762165
"181",47.709999,48.27,47.32,47.889999,8673600,42.959518
"182",47.799999,48.490002,47.459999,48.259998,9503600,43.291428
"183",48.029999,48.279999,47.73,48.220001,6050000,43.255547
"184",48.099998,48.310001,47.529999,47.740002,7205200,42.824963
"185",47.700001,47.740002,47.119999,47.459999,7146100,42.573788
"186",48.27,48.380001,47.779999,48.07,10314600,43.120983
"187",48.369999,48.369999,47.889999,48.150002,5960700,43.192753
"188",48.099998,48.299999,47.91,48.169998,5200500,43.210686
"189",48.110001,48.959999,48.110001,48.919998,6096900,43.883472
"190",48.939999,49.349998,48.759998,49.279999,6432400,44.206406
"191",49.23,49.330002,48.759998,49.009998,5372900,43.964203
"192",49.110001,49.959999,48.779999,49.630001,11491100,44.520374
"193",49.959999,50.139999,49.380001,49.759998,5159400,44.63699
"194",49.919998,50,49.310001,49.380001,6333800,44.296116
"195",49.380001,49.540001,49.130001,49.490002,5903500,44.394791
"196",49.43,49.43,49.130001,49.18,5364600,44.116703
"197",49.299999,49.419998,48.380001,48.59,6915100,43.587444
"198",48.150002,48.540001,47.700001,48.299999,7224500,43.327301
"199",48.240002,48.990002,48.240002,48.939999,8178900,43.901409
"200",49.689999,50.330002,48.970001,49.119999,15535000,44.062878
"201",49.419998,50.450001,49.369999,50.150002,12094900,44.986843
"202",49.790001,49.950001,49.189999,49.790001,10053100,44.663906
"203",50.450001,50.91,50.220001,50.68,8454500,45.462276
"204",50.880001,51.099998,50.389999,50.610001,6265800,45.399479
"205",50.810001,51.389999,50.790001,51.07,7849700,45.812126
"206",51.509998,51.52,49.919998,50.529999,9645800,45.327717
"207",50.75,51.200001,50.580002,50.77,9715700,45.542999
"208",50.650002,51.349998,50.509998,51.16,9261100,45.892849
"209",50.57,50.779999,49.970001,50.459999,9020900,45.487202
"210",50.470001,50.720001,49.950001,50,9283000,45.07254
"211",50.220001,50.549999,49.5,49.630001,7842900,44.738991
"212",49.529999,50.439999,49.509998,50.419998,7902300,45.451141
"213",50.150002,50.419998,49.66,50.02,5916800,45.090557
"214",49.880001,50.299999,49.75,50.139999,4844200,45.198738
"215",50.259998,50.59,49.259998,49.389999,8823800,44.522648
"216",49.209999,49.380001,48.73,49.040001,8435700,44.207138
"217",48.779999,49.279999,48.259998,48.82,6189500,44.00882
"218",49.009998,49.200001,48.720001,48.759998,5436500,43.954731
"219",48.25,48.759998,48.240002,48.630001,5730400,43.837551
"220",48.369999,48.549999,47.959999,48.380001,5968500,43.612179
"221",47.84,48.529999,47.419998,48.099998,9749600,43.359772
"222",48.389999,48.84,48.369999,48.599998,7789000,43.810505
"223",48.290001,48.900002,48.16,48.700001,4992600,43.90065
"224",48.91,49.279999,48.66,49.110001,4574600,44.270237
"225",49.610001,49.759998,49.290001,49.380001,6037000,44.513638
"226",49.34,49.619999,49.07,49.09,3785900,44.252213
"227",49.299999,49.389999,49.040001,49.060001,2692900,44.22517
"228",48.98,49.32,48.709999,49,5025600,44.171089
"229",49.150002,50.529999,48.93,50.400002,9001200,45.433117
"230",50.91,51.82,50.799999,51.32,9441100,46.262451
"231",51.82,52.580002,51.34,51.610001,12158200,46.523865
"232",51.880001,52.240002,50.720001,51.950001,10014000,46.830364
"233",53.110001,53.369999,52.669998,52.68,10640100,47.488419
"234",52.869999,52.939999,51.799999,52.009998,7959700,46.884453
"235",51.66,52.360001,51.439999,51.689999,7701600,46.595985
"236",51.34,52.73,51.259998,52.349998,8765600,47.190937
"237",52.990002,52.990002,52.150002,52.889999,6488900,47.677727
"238",52.57,52.889999,52.529999,52.77,6316900,47.569553
"239",53.259998,54.099998,52.73,53.849998,8152000,48.543121
"240",53.959999,54.25,53.119999,53.18,10568400,47.939144
"241",53.400002,53.799999,52.630001,52.639999,8190100,47.452366
"242",53.049999,53.43,52.700001,53.099998,12708000,47.867023
"243",53.869999,53.889999,52.98,53.240002,8443000,47.993233
"244",53.540001,53.59,52.900002,52.93,7630600,47.713779
"245",53.380001,53.490002,52.48,52.509998,6435100,47.335171
"246",52.810001,53.299999,52.560001,52.880001,11350600,47.668705
"247",53.029999,53.110001,52.25,52.720001,6153800,47.524479
"248",52.540001,52.759998,52.09,52.470001,3313800,47.299122
"249",52.330002,52.59,52.110001,52.57,5786800,47.389271
"250",52.759998,52.77,52.43,52.650002,3736700,47.461388
"251",52.759998,52.82,52.369999,52.470001,5804600,47.299122
"252",52.759998,52.790001,52.169998,52.189999,6644600,47.046703
"253",52.299999,52.549999,51.919998,52.330002,6955500,47.172916
"254",52.799999,53.529999,52.509998,53.130001,8678800,47.894077
"255",53.200001,53.240002,52.740002,53.110001,6476000,47.876045
"256",52.93,53.169998,52.689999,52.889999,6681400,47.677727
"257",53.060001,53.52,53.02,53.299999,6622700,48.047321
"258",53.939999,54.48,53.610001,53.93,11028800,48.615234
"259",54.139999,54.34,53.82,54.200001,8310000,48.858627
"260",54.57,55.139999,54.52,55.119999,8998000,49.687958
"261",55.650002,55.98,54.200001,54.599998,11168500,49.219212
"262",54.779999,55.41,53.860001,55.349998,11905200,49.895294
"263",55.900002,55.990002,55.09,55.84,13953900,50.337002
"264",55.689999,57.5,55.689999,57.459999,15124200,51.797356
"265",56.470001,57.48,56.130001,57.360001,16858300,51.707211
"266",57.139999,57.310001,56.650002,56.91,9372200,51.301548
"267",57.209999,57.73,56.900002,57.240002,8403600,51.599037
"268",57.360001,57.369999,56.610001,56.810001,9463800,51.211411
"269",57.09,57.619999,56.75,57.599998,8382200,51.923553
"270",57.490002,58.049999,57.41,57.450001,7493500,51.788342
"271",56.669998,57.290001,56.549999,56.599998,7321200,51.245106
"272",56.709999,57.080002,56.330002,56.549999,7193100,51.199837
"273",56.5,57.459999,56.369999,57.450001,7474400,52.01469
"274",57.029999,57.290001,55.389999,55.48,9783700,50.231071
"275",54.639999,55.630001,51.919998,52.549999,13439000,47.57827
"276",51.200001,54.360001,50.900002,54.330002,17628700,49.189877
"277",53.919998,55.709999,53.889999,54.549999,11541700,49.389053
"278",54.540001,54.650002,51.790001,51.790001,14073100,46.890186
"279",52.560001,52.91,50.02,52.139999,15736400,47.207069
"280",52.799999,54.139999,52.619999,53.43,11712900,48.375011
"281",53.029999,53.880001,52.860001,53.389999,8659500,48.33881
"282",53.27,55.099998,53.259998,55.049999,10536300,49.841747
"283",55.48,55.599998,54.580002,55.400002,7769900,50.158638
"284",55.299999,55.57,54.950001,55.139999,7448200,49.923241
"285",54.93,55.650002,54.740002,55.060001,7709400,49.8508
"286",55.110001,56.330002,54.959999,55.099998,8363000,49.88702
"287",55.41,55.91,54.610001,54.860001,6111600,49.669727
"288",55.040001,56.130001,55.040001,56.07,6687100,50.765247
"289",56.310001,57.009998,56.200001,57.009998,7795800,51.616314
"290",57,57.82,56.669998,56.720001,11757700,51.353756
"291",57.09,57.630001,56.009998,56.02,9599100,50.719978
"292",55.889999,56.290001,54.41,54.490002,12093900,49.334732
"293",54.139999,54.869999,53.509998,54.740002,12154100,49.561077
"294",54.32,56,54.279999,55.490002,7598500,50.240135
"295",55.889999,56.709999,55.41,56.560001,9762300,51.208889
"296",55.830002,57.029999,55.700001,56.880001,8181000,51.498619
"297",56.950001,57.169998,55.970001,56.959999,7553500,51.571049
"298",57.34,58.790001,57.25,58.669998,10536000,53.119267
"299",58.610001,59.380001,58.549999,58.91,8123200,53.336559
"300",59.220001,59.290001,57.869999,58.029999,6031100,52.53981
"301",58.419998,58.419998,56.799999,56.990002,8384300,51.598209
"302",57.389999,57.540001,56.939999,57.220001,5648700,51.80645
"303",57.389999,58.060001,57.290001,57.509998,9144800,52.069016
"304",57.400002,57.669998,56.189999,56.950001,8117800,51.562
"305",57.189999,57.869999,56.889999,57.470001,8426700,52.032799
"306",57.330002,58.169998,56.889999,57.110001,8676000,51.706856
"307",56.310001,56.669998,54.509998,54.639999,14900500,49.470539
"308",54.91,54.919998,51.990002,52.07,16707800,47.143684
"309",53.330002,54.43,52.639999,54.299999,11913700,49.162712
"310",54.529999,54.900002,52.630001,53.150002,12389400,48.121517
"311",53.279999,53.43,51.970001,52.91,11262300,47.904213
"312",53.240002,54.439999,53.02,53.959999,7349200,48.854874
"313",53.830002,54.02,51.939999,52.720001,9311000,47.732189
"314",53.009998,53.540001,52.259998,53.169998,10335800,48.139622
"315",52.169998,53.790001,52.119999,53.669998,6692100,48.592319
"316",54.209999,55.389999,54.150002,54.860001,9968200,49.669727
"317",54.110001,54.52,52.490002,53.040001,9578500,48.021915
"318",53.59,54.630001,53.27,53.349998,8111600,48.302593
"319",54.119999,54.540001,53.560001,54.139999,8836300,49.017841
"320",52.950001,53.48,52.610001,52.740002,12121200,47.750301
"321",53.330002,54.299999,53.299999,53.849998,9315200,48.755283
"322",54.740002,54.880001,52.75,52.98,12364000,47.967594
"323",53.439999,53.950001,53.34,53.400002,7282200,48.347858
"324",54.009998,54.099998,52.77,53.240002,14505300,48.202999
"325",53.91,55,52.93,53.259998,17524000,48.221104
"326",53.360001,54.830002,53.34,54.700001,13873700,49.524868
"327",54.889999,55.330002,54.099998,54.459999,10183600,49.307568
"328",54.549999,54.59,53.330002,53.639999,8523600,48.565155
"329",53.959999,54.619999,52.439999,53.07,10742700,48.049076
"330",52.849998,52.869999,51.82,52.040001,12623000,47.116531
"331",52.009998,52.599998,51.669998,52.200001,14668900,47.261387
"332",51.84,52.509998,51.779999,51.860001,7784500,47.179516
"333",52.18,52.5,51.580002,51.619999,8209700,46.961174
"334",51.389999,51.869999,51.029999,51.810001,8498300,47.134029
"335",51.799999,52.549999,51.5,51.700001,8931000,47.033947
"336",51.369999,51.439999,49.889999,51.080002,11438000,46.469906
"337",50.720001,51.77,50.529999,51.400002,10368700,46.761028
"338",51.639999,52.630001,51.529999,52.389999,6576100,47.661682
"339",52.560001,53.759998,52.389999,53.380001,11578100,48.562332
"340",53.619999,54.25,53.16,54.139999,7114800,49.253735
"341",54.23,55.200001,53.860001,55.040001,8208600,50.072506
"342",55.099998,55.540001,54.880001,55.200001,6063100,50.218071
"343",55.349998,55.639999,55.110001,55.220001,5816000,50.236267
"344",55.040001,55.419998,54.5,54.849998,7523400,49.899662
"345",54.540001,55.169998,54.5,54.970001,4517700,50.008827
"346",54.889999,55.150002,54.34,54.869999,4576800,49.917847
"347",54.560001,54.93,53.869999,53.919998,6702400,49.053585
"348",54.43,54.939999,54.240002,54.360001,5901700,49.453888
"349",54.459999,55.400002,54.450001,54.880001,5930400,49.926952
"350",54.48,54.610001,53.630001,54.349998,6529700,49.444782
"351",54.130001,54.279999,53.18,54,6637300,49.126369
"352",53.66,53.830002,52.720001,53.009998,10152800,48.225719
"353",52.18,52.32,49.509998,49.959999,26605100,45.450989
"354",50.700001,51.200001,50.09,50.970001,11542600,46.369843
"355",50.700001,50.779999,49.900002,50.139999,15150400,45.614742
"356",50.93,51.470001,50.869999,51.209999,10003900,46.588169
"357",51.57,51.73,51.43,51.549999,5523800,46.897491
"358",51.27,51.5,50.669998,50.779999,9136000,46.19698
"359",50.919998,52.080002,50.880001,51.91,7945800,47.225002
"360",52.259998,52.720001,51.860001,52.139999,8477600,47.434242
"361",52.110001,52.18,51.57,51.91,6412900,47.225002
"362",52.200001,52.439999,51.77,51.779999,6810400,47.106728
"363",51.880001,52.119999,50.950001,51.32,8953300,46.688248
"364",51.48,52.360001,51.27,51.599998,7981400,46.942974
"365",51.709999,51.720001,51.099998,51.310001,8620700,46.67915
"366",50.91,51.419998,50.580002,51.16,11505700,46.54269
"367",50.709999,50.939999,50.450001,50.77,7493900,46.187889
"368",50.169998,50.189999,49.490002,49.919998,12490100,45.414597
"369",50.130001,50.389999,49.830002,49.889999,6570800,45.387302
"370",49.66,50.119999,48.98,49.790001,11018400,45.296333
"371",49.98,50.540001,48.799999,48.889999,12896400,44.477562
"372",48.650002,48.790001,47.459999,47.93,14684200,43.604202
"373",47.939999,48.049999,47.110001,47.790001,12097800,43.476837
"374",47.939999,48.5,47.189999,47.189999,11635900,42.930988
"375",47.25,48.549999,47.220001,48.290001,14183300,43.931713
"376",48.98,49.27,47.380001,47.400002,13592200,43.122036
"377",46.959999,47.77,46.77,47.720001,8655100,43.413162
"378",47.869999,47.889999,46.939999,47.02,5037800,42.776337
"379",47.290001,47.490002,46.400002,46.700001,10577300,42.485222
"380",46.529999,47.290001,46.279999,47.09,7269300,42.840019
"381",47.290001,48.5,47.290001,48.41,9412500,44.040886
"382",48.43,48.650002,47.990002,48.099998,9238800,43.758862
"383",47.639999,48.07,47.59,47.75,6089500,43.440441
"384",48,48.27,47.799999,48.02,7774700,43.686077
"385",48.080002,48.400002,47.48,48.080002,9747600,43.740669
"386",48.220001,49.09,48.200001,48.900002,8724000,44.48666
"387",49,49.450001,48.490002,49.18,11138300,44.741386
"388",50.75,51.5,50.049999,50.560001,18407300,45.996845
"389",50.5,50.970001,49.779999,49.849998,11363600,45.350922
"390",49.650002,50.59,49.59,50.27,8910000,45.733009
"391",50.27,51,50.25,50.740002,7728900,46.160599
"392",50.98,51.529999,50.84,50.98,7254900,46.378929
"393",50.98,51.110001,50.41,51.040001,7483100,46.433521
"394",51.220001,51.360001,50.919998,50.990002,5524900,46.388039
"395",51.09,51.299999,50.73,51.049999,7252100,46.442616
"396",50.880001,51.310001,50.43,50.900002,10123700,46.579887
"397",50.959999,51.02,50.220001,50.560001,9714900,46.268738
"398",50.939999,51.18,50.040001,50.18,9194600,45.920994
"399",49.810001,50.029999,49.25,49.810001,7882500,45.582409
"400",49.970001,50.16,49.73,49.91,5426100,45.673912
"401",49.889999,50.119999,49.57,49.990002,5086900,45.747128
"402",50.150002,50.84,50.099998,50.130001,5632300,45.87524
"403",50.130001,50.380001,49.959999,50.119999,5884100,45.866089
"404",50.099998,50.25,49.41,49.439999,7583400,45.243797
"405",48.880001,48.889999,48.139999,48.389999,14321600,44.282921
"406",48.34,48.48,47.279999,47.349998,11445900,43.331196
"407",47.5,48.040001,47.400002,47.860001,8695500,43.797913
"408",47.259998,47.59,47.02,47.450001,9496100,43.422703
"409",47.830002,48.59,47.799999,48.299999,8264500,44.200558
"410",48.169998,48.610001,48.169998,48.369999,5854500,44.264622
"411",48.330002,48.59,48.150002,48.290001,7898200,44.19141
"412",48.119999,48.939999,48.009998,48.540001,9632000,44.420193
"413",48.360001,48.66,48.240002,48.599998,4952000,44.475094
"414",48.419998,48.720001,47.98,48.130001,7699300,44.044991
"415",48.34,48.610001,48.099998,48.139999,5620600,44.054138
"416",48.48,50.099998,48.419998,49.889999,13317400,45.655605
"417",50.049999,50.43,49.880001,50,7419100,45.756271
"418",50,50.189999,49.580002,49.950001,7856700,45.710518
"419",49.77,49.889999,49.200001,49.299999,11399900,45.115688
"420",49.09,49.09,48.57,48.830002,7698400,44.685574
"421",48.860001,48.91,48.18,48.709999,8548700,44.575764
"422",48.650002,49.049999,48.509998,48.720001,5527500,44.584915
"423",48.549999,48.82,47.68,47.93,7990500,43.861977
"424",48.02,48.400002,47.880001,48.220001,7285200,44.127346
"425",48.369999,48.470001,47.91,47.939999,4925000,43.871113
"426",47.709999,48.040001,47.389999,47.860001,5011700,43.797913
"427",47.790001,48.099998,47.259998,47.48,6231800,43.450161
"428",47.73,48.099998,47.5,47.720001,8380100,43.669788
"429",47.889999,48.509998,47.849998,48.189999,6955500,44.099899
"430",48.5,48.540001,47.560001,47.68,6726500,43.633179
"431",47.860001,48.040001,47.549999,47.849998,7082500,43.788742
"432",47.880001,49.360001,47.880001,49.099998,12489100,44.932659
"433",49.75,50.369999,49.709999,49.880001,11810000,45.646458
"434",49.93,49.970001,49.150002,49.41,21450400,45.216351
"435",49.369999,49.450001,48.48,48.560001,7917600,44.438492
"436",48.700001,49.189999,48.25,48.279999,9007500,44.182259
"437",48.360001,48.490002,47.540001,47.700001,8443100,43.651482
"438",47.830002,48.16,47.549999,47.77,12204900,43.715542
"439",47.419998,47.549999,46.400002,46.57,14187300,42.617397
"440",46.919998,47.310001,46.52,46.630001,9710100,42.67231
"441",46.700001,46.959999,46.150002,46.630001,9589100,42.67231
"442",47.169998,47.73,46.98,47.110001,8985300,43.111565
"443",47.380001,47.93,46.970001,47.27,7722200,43.25798
"444",47.380001,47.529999,46.5,46.75,7938900,42.782116
"445",46.509998,47.220001,46.299999,47.02,7054500,43.029194
"446",46.700001,46.810001,45.939999,46.16,9999500,42.242188
"447",46.34,46.41,44.52,44.619999,14143800,40.832897
"448",44.18,44.779999,43.169998,43.490002,21746900,39.798809
"449",44.299999,44.57,42.880001,43.43,16049300,39.743896
"450",43.419998,43.77,43.07,43.470001,11986800,39.780514
"451",45.740002,46.200001,44.48,45.939999,24174900,42.040859
