"","TGT.Open","TGT.High","TGT.Low","TGT.Close","TGT.Volume","TGT.Adjusted"
"90",57.75,57.869999,55.939999,56.060001,13327000,49.216084
"91",55.900002,56.009998,55,55.799999,8957000,48.987823
"92",55.32,56.139999,55.209999,55.349998,8392900,49.120937
"93",55.509998,55.560001,54.200001,54.529999,11944900,48.393219
"94",56.959999,56.970001,55.040001,55.040001,23241100,48.845821
"95",55.25,56.110001,55.16,55.830002,11919700,49.546925
"96",56.130001,56.439999,55.700001,55.990002,9949500,49.688919
"97",56.07,56.07,55.380001,55.459999,9528900,49.218555
"98",55.400002,55.43,54.439999,54.490002,7136800,48.357723
"99",54.509998,54.540001,53.759998,54.130001,6780700,48.038235
"100",54.34,54.560001,54.009998,54.200001,7360400,48.100357
"101",54.349998,54.549999,53.93,54.400002,3738300,48.277847
"102",54.509998,55.110001,54.360001,54.939999,5763600,48.757088
"103",55.25,55.299999,54.25,55.150002,8401700,48.943455
"104",55.25,55.889999,55.07,55.66,5165300,49.396057
"105",55.560001,55.790001,55.220001,55.52,4485200,49.271809
"106",55.57,55.68,54.93,55.630001,4236800,49.369431
"107",55.259998,55.27,54.32,54.580002,6395100,48.437599
"108",54.700001,54.830002,54.27,54.470001,5728200,48.339973
"109",54.470001,55.18,54.470001,54.630001,5767100,48.481964
"110",54.959999,57.07,54.73,56.900002,7889200,50.496513
"111",57.099998,58.330002,57.099998,57.869999,11661500,51.357338
"112",57.700001,57.84,56.75,57.380001,5947600,50.922485
"113",57.5,57.959999,56.82,57.860001,4337100,51.348465
"114",56.98,57.75,55.330002,55.459999,10528000,49.218555
"115",51.43,52.610001,48.560001,52.610001,49491700,46.689301
"116",52.869999,52.91,50.639999,51.709999,14747200,45.890587
"117",51.810001,51.869999,50.91,50.91,8795400,45.180622
"118",50.959999,51.790001,50.439999,50.52,9996500,44.834499
"119",50.610001,50.959999,50.049999,50.630001,6746000,44.932125
"120",50.599998,50.919998,50.380001,50.759998,6256700,45.047497
"121",50.830002,51.66,50.77,51.48,5805000,45.686462
"122",51.41,52.34,51.360001,52.07,6671600,46.210068
"123",52.130001,52.689999,51.900002,52.060001,6148000,46.201202
"124",52.25,52.630001,51.740002,52.09,4663000,46.227814
"125",52.25,52.43,51.91,52.290001,4008400,46.405312
"126",52.529999,52.880001,52.330002,52.650002,2790900,46.7248
"127",52.849998,53.18,51.919998,52.16,3960700,46.28994
"128",52,52.080002,51.369999,51.439999,3712700,45.650963
"129",51.48,51.73,50.689999,51.07,4882400,45.322613
"130",51.150002,51.169998,50.040001,50.18,6520000,44.532768
"131",50.23,50.779999,50.189999,50.41,4594300,44.736885
"132",50.48,51.16,50.459999,50.869999,4482100,45.145111
"133",52.25,53.709999,52,53.310001,23218000,47.310513
"134",53.48,53.540001,53.060001,53.23,5829200,47.239517
"135",53.23,54.169998,53.220001,53.73,12488000,47.68325
"136",53.580002,53.970001,53.259998,53.73,4526300,47.68325
"137",53.799999,54.209999,53.52,54.099998,3954200,48.011616
"138",54.16,54.93,53.98,54.580002,6665900,48.437599
"139",54.560001,55.009998,54.18,54.84,6355400,48.668331
"140",54.650002,54.860001,54.02,54.049999,5627100,47.967236
"141",54.209999,55.560001,54.189999,55.099998,4506500,48.899071
"142",55.060001,55.16,54.27,54.959999,3403400,48.774826
"143",54.959999,56.060001,54.529999,56.049999,4489100,49.742161
"144",56,56.360001,55.639999,56.110001,5372000,49.79541
"145",56.34,56.75,55.900002,56.669998,5662800,50.292393
"146",56.580002,56.880001,56.139999,56.860001,4029000,50.461006
"147",56.779999,57.119999,56.419998,56.799999,3677100,50.407761
"148",56.959999,57.380001,56.380001,57.040001,5321700,50.620747
"149",57.18,57.650002,57.16,57.580002,4462800,51.099979
"150",57.57,57.970001,57.5,57.880001,3903900,51.366215
"151",58,59.209999,58,58.740002,8129300,52.129433
"152",58.57,58.580002,57.380001,57.869999,6389400,51.357338
"153",57.32,57.32,55.470001,55.639999,10853100,49.378304
"154",55.34,55.919998,55.110001,55.650002,6022800,49.387177
"155",55.400002,56.049999,55.400002,55.790001,5775200,50.069244
"156",55.73,55.779999,54.25,54.349998,9457300,48.776901
"157",57,57,54.470001,56.310001,22059400,50.535931
"158",56.529999,57.060001,55.41,56.119999,15275200,50.36541
"159",55.91,56.360001,55.650002,55.650002,4738500,49.943604
"160",55.860001,57.119999,55.610001,56.560001,11604200,50.760288
"161",56.720001,56.91,56.25,56.540001,7969500,50.742344
"162",56.400002,56.889999,56.16,56.459999,4237800,50.67054
"163",57.169998,57.630001,53.900002,54.209999,15836400,48.65126
"164",54.41,55.400002,54.049999,55.009998,6979900,49.369217
"165",54.619999,54.860001,54.07,54.439999,6368500,48.857677
"166",54.189999,54.860001,54.049999,54.549999,4347800,48.95639
"167",54.57,54.84,54.150002,54.32,3494500,48.749981
"168",54.279999,55,54.18,54.529999,6017800,48.93845
"169",54.84,56.419998,54.84,56.220001,7047500,50.455158
"170",56.130001,57.41,56.119999,57.349998,7890400,51.469284
"171",57.490002,58.630001,57.470001,58.02,9376800,52.07058
"172",58.310001,58.860001,57.849998,58.419998,6951100,52.429562
"173",58.130001,58.27,55.66,57.27,10951400,51.397484
"174",57.560001,57.84,57.110001,57.290001,6057500,51.41544
"175",57.330002,58.59,57.240002,57.889999,5313700,51.953915
"176",57.970001,60.119999,57.93,59.509998,8704700,53.407795
"177",59.540001,59.689999,58.959999,59.470001,5057800,53.371899
"178",59.439999,60.09,59.130001,59.959999,6718700,53.811653
"179",60.130001,60.439999,59.07,59.09,5133100,53.030865
"180",59.200001,59.740002,58.759998,59.349998,3944000,53.26421
"181",59.419998,59.490002,58.66,59.259998,4830500,53.183437
"182",59.150002,59.150002,58,58.330002,5395400,52.348785
"183",58.41,59.049999,58.169998,58.990002,3510600,52.941116
"184",58,59.290001,57.950001,58.549999,5990400,52.546234
"185",58.549999,59.080002,58.34,58.59,4211000,52.582134
"186",58.560001,59.009998,57.849998,58.869999,4279400,52.83342
"187",58.900002,59.509998,58.740002,58.91,5183600,52.86932
"188",59.099998,59.57,58.68,59.009998,3816900,52.959072
"189",58.790001,59.080002,57.700001,58.889999,3909900,52.851376
"190",59.049999,59.240002,58.439999,58.580002,3580000,52.573162
"191",58.68,58.93,58.52,58.66,3037900,52.644955
"192",58.689999,58.889999,58.310001,58.380001,4868800,52.393665
"193",57.540001,57.66,56.73,57.119999,8925600,51.262867
"194",57.299999,57.299999,55.77,56.25,6312200,50.482086
"195",56.799999,57.849998,56.580002,57.599998,7358500,51.693638
"196",57.790001,59.669998,57.73,59.150002,11676600,53.084713
"197",59.009998,60.25,58.540001,60.189999,8970700,54.018066
"198",60.25,61.560001,59.950001,60.849998,6800500,54.610386
"199",60.360001,60.75,59.57,60.150002,4602200,53.982174
"200",60.169998,60.560001,59.860001,60.169998,3285900,54.000122
"201",60.169998,60.580002,60,60.029999,3538600,53.87447
"202",59.830002,60.540001,59.619999,60.43,4201300,54.233456
"203",60.68,61.799999,60.540001,61.759998,6053800,55.427078
"204",61.810001,63.619999,61.66,62.580002,8877800,56.162987
"205",62.869999,63.240002,62.299999,62.93,5644700,56.477108
"206",62.740002,62.970001,61.369999,61.919998,6352500,55.570671
"207",62.099998,62.669998,61.639999,62.009998,4287300,55.651443
"208",61.450001,61.560001,59.860001,60.259998,6964400,54.080883
"209",60.18,60.200001,59.310001,59.549999,6162200,53.443687
"210",59.490002,59.759998,58.91,59.040001,6458100,52.985985
"211",58.799999,59.419998,58.619999,58.860001,4710500,52.824448
"212",59.139999,59.950001,58.599998,59.790001,4790500,53.659084
"213",59.669998,60.119999,59.290001,59.360001,3992500,53.27317
"214",59.299999,59.400002,58.709999,59.290001,4538700,53.21035
"215",59.07,59.110001,57.66,57.889999,6587600,51.953915
"216",57.860001,58.950001,57.380001,58.369999,4921600,52.384705
"217",57.66,60.150002,57.189999,59.900002,8496200,53.757801
"218",59.91,61.41,59.91,61.400002,6854500,55.104
"219",61.400002,61.950001,60.150002,60.400002,6608800,54.206532
"220",59.59,60.310001,59.150002,60.09,8018700,54.487625
"221",56.259998,57.91,54.040001,54.16,34811200,49.110504
"222",54.509998,55.32,54.130001,55.099998,12744700,49.962856
"223",55.759998,58.740002,55.720001,58.139999,16719400,52.719437
"224",57.970001,58.209999,57.110001,57.880001,7973000,52.483685
"225",57.849998,58.07,56.790001,57.25,6318400,51.912407
"226",57.419998,57.759998,57.07,57.490002,2867400,52.130039
"227",58.049999,58.130001,55.830002,55.880001,5892400,50.670139
"228",56.200001,56.389999,55.25,55.84,8277500,50.633873
"229",56.02,56.75,55.419998,56.619999,6312100,51.341148
"230",56.82,61.779999,56.82,61.68,18820900,55.92939
"231",61.650002,63.099998,59.84,59.900002,14923100,54.315346
"232",60,60.470001,58.900002,59.509998,8318000,53.9617
"233",60.650002,63.029999,60.540001,62.560001,11463100,56.727348
"234",62.389999,62.48,60.450001,62.200001,8184300,56.400902
"235",61.130001,62.279999,60.549999,60.720001,5562300,55.058895
"236",60.880001,61.66,60.5,61.09,3965300,55.394394
"237",61.099998,61.830002,60.650002,61.369999,3666500,55.648289
"238",61.580002,62.169998,61.150002,61.759998,4315300,56.00193
"239",61.759998,61.950001,60.880001,61.02,4769300,55.330925
"240",60.849998,62.830002,60.799999,62.669998,7998100,56.827084
"241",63.07,63.700001,61.889999,61.939999,6332000,56.16515
"242",62.709999,63.200001,62.349998,62.610001,9152100,56.772686
"243",63.349998,64.419998,63.349998,64.080002,6372500,58.105625
"244",64.330002,64.639999,63.869999,64.059998,6424900,58.087494
"245",64.199997,65.239998,64.169998,64.480003,8163800,58.46833
"246",64.599998,65.739998,64.519997,65.220001,7640900,59.139351
"247",65.470001,65.470001,64.669998,65.389999,3938900,59.293503
"248",65.400002,66.449997,65.25,65.82,2637700,59.683411
"249",66,66.110001,65.07,65.139999,3510600,59.066807
"250",65.230003,65.410004,64.599998,64.82,2467500,58.776638
"251",65.209999,65.739998,64.889999,65.25,5058100,59.166546
"252",65.949997,68.129997,65.949997,67.629997,8509000,61.324646
"253",68.629997,68.839996,67.099998,67.169998,6057500,60.907532
"254",67.230003,67.82,65.059998,65.849998,7124500,59.710613
"255",66.379997,66.739998,65.949997,66.550003,5549700,60.345356
"256",67.199997,68.32,66.25,67.18,8337200,60.916603
"257",69.519997,70.019997,68.5,69.139999,18160800,62.693878
"258",69.410004,71.760002,69.300003,70.730003,10985200,64.135643
"259",70.900002,74.059998,70.5,74,12186000,67.100739
"260",74.540001,77,74.449997,76.800003,14846000,69.639717
"261",76.879997,77.580002,74.639999,74.959999,10167900,67.971252
"262",74.989998,77.25,74.830002,76.82,7083700,69.657845
"263",76.860001,77.910004,76.260002,77.900002,7668600,70.637161
"264",78.169998,78.169998,76.889999,78.099998,7808100,70.818504
"265",78.110001,78.639999,77.57,78.580002,5621600,71.253761
"266",78.580002,78.699997,77.839996,78.120003,5372700,70.836647
"267",78.290001,78.290001,76.370003,76.889999,9765100,69.721313
"268",77.550003,77.559998,75.760002,76.300003,6347700,69.186325
"269",76.620003,77.019997,75.82,76.949997,4981200,69.775719
"270",76.669998,77.139999,76.379997,76.800003,3489400,69.639717
"271",76.389999,76.699997,74.82,75.099998,5626300,68.098206
"272",75.389999,75.75,74.599998,75.220001,8706300,68.207031
"273",74.629997,75.650002,74.150002,74.970001,4649100,67.980347
"274",74.279999,74.489998,72.720001,72.949997,6807800,66.148643
"275",72.449997,74.169998,70.510002,70.769997,6518200,64.171898
"276",69.540001,73.059998,68.389999,72.709999,8051600,65.931046
"277",72.529999,74.150002,72.339996,73.25,6521900,66.420685
"278",73.510002,73.889999,71.07,71.110001,5705500,64.480194
"279",71.809998,72.970001,68.910004,72.449997,7733200,65.695251
"280",73.129997,73.230003,71.529999,71.879997,4624500,65.178413
"281",71.860001,73.949997,71.68,73.879997,4417500,66.991959
"282",74.290001,76.620003,74.059998,75.349998,7388700,68.324883
"283",75.720001,76.209999,75.120003,76.040001,3428600,68.950569
"284",76.139999,76.809998,75.309998,75.699997,4279000,68.642265
"285",72.839996,73.839996,71.68,72.860001,7086000,66.612617
"286",73.220001,74.68,72.919998,72.959999,8645200,66.704041
"287",73.489998,75.959999,73.470001,75.029999,6987100,68.59655
"288",75.519997,76.300003,74.290001,75.410004,5475600,68.94397
"289",76.25,76.989998,75.18,76.900002,5779300,70.306206
"290",77.739998,78.43,75.269997,75.57,6234300,69.090248
"291",76.059998,76.68,75.410004,75.410004,5520500,68.94397
"292",75.510002,75.550003,73,74.129997,7084400,67.773727
"293",73.629997,75.480003,73.300003,75.150002,4956200,68.706253
"294",74.769997,75.75,73.949997,75.139999,7654800,68.697113
"295",74.25,74.639999,69.940002,71.790001,20019700,65.634377
"296",71.059998,72.139999,70.580002,71.43,7684600,65.305222
"297",71.43,71.580002,69.150002,69.75,8753900,63.769295
"298",70.379997,70.82,69.330002,70.489998,6813000,64.445839
"299",70.050003,70.989998,69.809998,70.669998,3665100,64.610397
"300",71,72.099998,70.879997,71.169998,4485800,65.067543
"301",71.440002,71.720001,70.379997,70.650002,4683700,64.592102
"302",71.279999,71.5,70.279999,70.629997,6528600,64.57383
"303",70.550003,71.43,70.410004,70.989998,7297000,64.902969
"304",70.919998,71.32,70.110001,70.339996,3214900,64.308693
"305",70.599998,71.769997,70.510002,71.559998,5015000,65.424072
"306",71.18,71.5,70.139999,70.139999,3792600,64.125839
"307",69.849998,70.480003,68.809998,68.889999,6614000,62.983025
"308",69.720001,69.940002,67.769997,67.879997,5261000,62.05962
"309",68.669998,70.629997,68.650002,70.279999,4893900,64.25383
"310",70.790001,70.900002,68.230003,68.510002,6896500,62.635612
"311",68.739998,71.769997,68.739998,69.18,8052400,63.248158
"312",69.230003,69.870003,68.860001,69.43,7594300,63.476715
"313",69.029999,69.379997,67.440002,68.980003,5903000,63.065304
"314",69.389999,69.940002,69.010002,69.529999,3484200,63.568157
"315",68.879997,71.93,68.849998,71.860001,5200200,65.698349
"316",71.959999,72.580002,70.739998,72.440002,4525100,66.228645
"317",71.769997,73.419998,71.519997,72.290001,6360100,66.091476
"318",72.449997,72.720001,71.410004,71.480003,3093300,65.350952
"319",72.860001,73.010002,71.830002,72.790001,4653900,66.548615
"320",72.480003,73.510002,72.139999,72.82,3545700,66.576057
"321",73.129997,73.589996,72.110001,72.43,3020200,66.219467
"322",72.779999,72.790001,71.139999,71.519997,3824400,65.387512
"323",71.940002,72.43,71.470001,72,4837600,65.826355
"324",72.809998,72.940002,72.389999,72.449997,3066500,66.237762
"325",72.730003,73.459999,72.419998,72.529999,3211100,66.310913
"326",72.309998,72.309998,70.18,70.980003,5816500,64.893806
"327",71.129997,71.639999,70.120003,70.32,4110000,64.290398
"328",70.75,71.080002,69.760002,70.949997,3346000,64.866386
"329",70.970001,71.959999,70.199997,70.529999,3946100,64.482407
"330",70.25,71.669998,69.900002,71.139999,2590900,65.040092
"331",71.32,72.139999,71.089996,71.879997,3112700,65.716637
"332",71.510002,73.080002,71.389999,72.849998,3711800,66.603462
"333",72.800003,73.690002,72.489998,72.599998,4810200,66.374924
"334",71.870003,72.300003,71.07,71.07,5619600,64.97612
"335",70.610001,71.519997,69.440002,71.449997,4603400,65.323509
"336",71.43,71.629997,70.57,71.150002,3217300,65.04924
"337",70.650002,71.389999,69.93,71.050003,2609500,64.957817
"338",70.919998,70.940002,68.900002,69.330002,5927700,63.3853
"339",69.309998,70.010002,69.040001,69.419998,3852300,63.467587
"340",68.68,70.120003,68.330002,69.93,4122900,63.933842
"341",69.75,70.5,69.169998,70.239998,3574200,64.217262
"342",69.940002,70.330002,69.300003,70.25,3032200,64.226418
"343",70.639999,73.129997,70.589996,72.900002,7312700,66.649193
"344",72.330002,73.449997,72.209999,73.080002,5e+06,67.386871
"345",73.980003,75.690002,73.940002,75.230003,8596200,69.369385
"346",75.18,76.379997,75.099998,75.830002,5476000,69.922646
"347",76.190002,76.550003,75.599998,75.940002,4317600,70.024055
"348",76.629997,77.190002,76.300003,76.870003,5073900,70.881622
"349",77,77.629997,75.190002,75.470001,7550100,69.590675
"350",71.470001,72.959999,70.860001,71.169998,17346600,65.625671
"351",71.25,71.529999,70.080002,70.940002,8246300,65.413589
"352",71.18,71.959999,70.93,71.209999,5984000,65.662537
"353",71,71.760002,70.699997,71.699997,6711000,66.11438
"354",72,74.050003,71.610001,73.470001,7652200,67.74649
"355",73.150002,73.599998,72.370003,72.889999,6418900,67.211662
"356",72.93,73.639999,72.580002,72.800003,4017300,67.12867
"357",73.25,76.82,73.239998,76.349998,7619000,70.402122
"358",76.32,78.839996,75.769997,78.5,8824700,72.384644
"359",78.599998,78.790001,77.639999,77.900002,4396700,71.831375
"360",78.699997,79.360001,78.080002,78.349998,5668000,72.24633
"361",78.190002,78.940002,77.860001,78.019997,4815200,71.942032
"362",78.269997,79.360001,77.879997,79.059998,4291400,72.901016
"363",79.480003,79.589996,78.360001,79.07,4251900,72.910225
"364",79.43,79.510002,78,78.019997,3502700,71.942032
"365",78.220001,78.82,77.019997,77.220001,4246800,71.204346
"366",77.279999,77.400002,76.339996,77.25,6780000,71.232018
"367",76.330002,77.919998,76.190002,77.120003,3341000,71.112144
"368",76.629997,76.959999,75.919998,76.57,3926700,70.60498
"369",77.160004,77.239998,74.5,75.389999,5147600,69.516914
"370",75.389999,77.230003,75.239998,76.139999,4261000,70.208488
"371",76.730003,76.870003,75.580002,76.040001,3254500,70.116264
"372",76.120003,77.150002,76.089996,76.839996,6191500,70.853943
"373",76.650002,77.080002,76.239998,76.330002,3575900,70.38369
"374",76.360001,78.5,76.360001,76.870003,4328100,70.881622
"375",76.739998,77.110001,75,75.599998,4670700,69.710541
"376",76.330002,76.970001,76.040001,76.120003,3438400,70.190048
"377",75.75,76.150002,74.779999,75.769997,3518800,69.867317
"378",75.980003,77.5,75.959999,76.629997,1993300,70.660301
"379",76.730003,76.879997,75.589996,76.550003,2772100,70.586548
"380",76.199997,77.129997,75.449997,76.790001,2380600,70.807854
"381",77.150002,78.260002,77.099998,77.760002,3397100,71.702278
"382",78.029999,78.480003,77.75,78.300003,3831400,72.200195
"383",77.889999,78.209999,76.959999,77.580002,3001100,71.536301
"384",78.18,78.18,75.980003,76.5,3472600,70.540436
"385",76.959999,78.370003,76.959999,77.720001,2958900,71.665405
"386",77.5,77.720001,76.190002,77.209999,3405600,71.195122
"387",77.029999,78.190002,76.870003,77.269997,3179100,71.250458
"388",77.419998,77.809998,76.620003,76.849998,4161000,70.863174
"389",77.089996,78.839996,77.040001,78.459999,5180200,72.347748
"390",78.279999,78.639999,77.629997,77.760002,2896300,71.702278
"391",77.949997,78.93,77.879997,78.690002,3415900,72.559837
"392",78.949997,80.059998,78.849998,79.360001,5504400,73.177635
"393",79.599998,80.18,79.160004,79.989998,3655700,73.75856
"394",79.959999,81.290001,79.540001,79.860001,4409300,73.638687
"395",80.449997,81,79.660004,80.129997,3361600,73.887642
"396",80.190002,81.290001,80.190002,81.209999,3781800,74.88353
"397",81.019997,81.290001,80.529999,80.68,3959500,74.394798
"398",80.599998,80.910004,78.339996,78.949997,4204800,72.799576
"399",78.93,80.940002,78.809998,80.760002,4180100,74.468582
"400",81.040001,81.949997,81.010002,81.449997,3142400,75.104805
"401",81.190002,81.779999,81.080002,81.610001,2467200,75.252357
"402",81.959999,82.800003,81.800003,82.239998,2910700,75.833275
"403",82.239998,82.510002,81.68,82.389999,2674100,75.971603
"404",82.510002,83.059998,82.230003,82.620003,3025200,76.18367
"405",82.300003,83.169998,82.230003,82.709999,2343300,76.266678
"406",82.989998,83.190002,81.650002,82.059998,3895600,75.667297
"407",82.099998,82.889999,82.010002,82.68,4680400,76.838272
"408",82.010002,82.110001,79.370003,80.690002,6191700,74.988884
"409",82.089996,82.410004,81.110001,82.07,6603600,76.271385
"410",82.449997,84.139999,82.349998,83.040001,7431500,77.172829
"411",83.199997,83.470001,82.529999,83.32,5699300,77.433052
"412",83.379997,83.720001,82.440002,83.269997,8030000,77.386574
"413",88.050003,88.889999,84.480003,85.940002,19633800,79.867935
"414",86.25,87.190002,85.849998,86.709999,7409600,80.583534
"415",86.440002,87.730003,86.139999,87.309998,4505200,81.141144
"416",87.379997,87.589996,86.220001,86.599998,3940300,80.4813
"417",86.959999,87.629997,86.449997,86.699997,3953800,80.574234
"418",86.919998,87.75,86.209999,87.629997,3307100,81.43853
"419",87.010002,87.730003,86.769997,87.309998,2940500,81.141144
"420",86.800003,87.589996,86.800003,87.5,3469400,81.317719
"421",87.410004,88.980003,87.410004,88.949997,3562700,82.665276
"422",88.93,89.419998,88.150002,88.599998,7113900,82.339996
"423",89.199997,90.199997,88.800003,88.879997,4504900,82.60022
"424",88.980003,89.989998,88.209999,88.739998,4614900,82.470108
"425",89.400002,90.389999,88.919998,89.260002,4156000,82.953377
"426",89.389999,89.830002,88.730003,88.800003,3070200,82.525864
"427",88.940002,89.199997,88.269997,88.650002,2920500,82.386467
"428",88.629997,88.940002,87.949997,88.080002,3756500,81.856743
"429",88.120003,88.519997,87.540001,87.940002,3433300,81.726631
"430",88.18,88.209999,87.139999,87.279999,2857300,81.113266
"431",86.959999,87.970001,86.650002,87.68,5014100,81.484978
"432",87.68,87.940002,86.379997,87.160004,3218500,81.001747
"433",87.370003,87.639999,86.720001,87.379997,3242100,81.2062
"434",87.529999,88.660004,87.059998,87.309998,6707500,81.141144
"435",87.209999,88.529999,87.040001,87.239998,3475700,81.076096
"436",87.419998,87.989998,86.860001,87.309998,2949600,81.141144
"437",87.449997,88.370003,87.260002,87.889999,3880100,81.680161
"438",87.839996,88.239998,87.379997,87.510002,3075800,81.327019
"439",87.660004,88.290001,87.480003,88.209999,3924000,81.977547
"440",88.330002,88.790001,88.209999,88.470001,3154800,82.219177
"441",88.360001,89.389999,86.419998,86.620003,4258800,80.499901
"442",86.730003,86.75,85.650002,85.970001,4270700,79.895813
"443",85.839996,86.519997,84.419998,84.839996,5473200,78.845665
"444",84.849998,85.230003,83.809998,84.519997,5075200,78.548271
"445",84.389999,85.559998,84.169998,85.400002,3732000,79.366096
"446",85.489998,86.800003,85.489998,85.660004,3330900,79.607719
"447",85.669998,86.809998,85.07,85.199997,4952600,79.180214
"448",85.419998,86.129997,82.699997,82.800003,5091000,76.949799
