"","WELL.Open","WELL.High","WELL.Low","WELL.Close","WELL.Volume","WELL.Adjusted"
"143",73,73.449997,72.199997,72.790001,1396800,59.339901
"144",74.400002,74.400002,72.470001,73.07,1365200,59.568169
"145",73.209999,73.610001,72.400002,73.389999,2125100,59.829048
"146",73.599998,73.68,71.669998,72.32,2091600,58.956764
"147",72.120003,72.449997,71.830002,72.43,1455900,59.046436
"148",72.43,73.18,71.889999,73.059998,1632200,59.56002
"149",72.199997,72.330002,71.68,71.830002,1361400,59.263
"150",71.830002,72.330002,71.379997,71.919998,1253100,59.337254
"151",71.739998,72.18,71.480003,71.940002,1536000,59.353756
"152",72,72.199997,71.169998,71.239998,1222400,58.776222
"153",71.209999,71.529999,70.519997,70.599998,1486100,58.248207
"154",70.889999,70.889999,69.849998,70.400002,1346500,58.083199
"155",70.629997,71.980003,70.5,71.75,1605700,59.197002
"156",71.559998,71.559998,70.82,71.239998,1590700,58.776222
"157",71.449997,72.379997,71.290001,72,1661400,59.403259
"158",71.730003,72.25,71.099998,71.099998,1368500,58.660717
"159",71.209999,71.279999,70.559998,70.650002,1403700,58.289436
"160",70.769997,72.150002,70.57,71.980003,1378000,59.386757
"161",71.980003,72.080002,70.760002,70.93,1176700,58.520462
"162",70.900002,71.800003,70.760002,71.580002,930200,59.056747
"163",71.510002,71.980003,71.309998,71.410004,1510300,58.916489
"164",71.790001,72.349998,71.650002,71.919998,1300800,59.337254
"165",72.010002,72.099998,71.099998,71.239998,931700,58.776222
"166",71.489998,72.230003,71.379997,71.93,1509300,59.345501
"167",71.809998,72.709999,71.800003,72.510002,2275000,59.824043
"168",72.809998,73.410004,72.620003,73.220001,2598000,60.409824
"169",73.230003,73.779999,73.190002,73.669998,1731000,60.781086
"170",73.860001,74.400002,73.639999,74.059998,2399000,61.102863
"171",74.230003,74.629997,73.459999,73.669998,2253700,60.781086
"172",73.82,74.220001,73.489998,73.989998,1085300,61.045109
"173",73.910004,74.809998,73.760002,74.669998,1451100,61.606136
"174",74.57,75.43,74.349998,75.360001,1722400,62.175411
"175",75.25,75.580002,74.029999,74.339996,1424100,61.333878
"176",74.260002,74.480003,73.82,74.099998,1490100,61.135857
"177",74.010002,74.449997,73.5,74.449997,1651300,61.424625
"178",74.260002,74.620003,73.610001,74.57,2810000,61.523624
"179",74.519997,74.709999,73.949997,74.309998,1430500,61.309113
"180",74.400002,74.629997,73.269997,73.43,1681200,60.58308
"181",73.709999,73.870003,72.900002,73.199997,2130200,60.393318
"182",73.190002,73.400002,72.169998,72.199997,1566100,59.568272
"183",72.330002,72.389999,70.800003,70.959999,1853100,58.545216
"184",71.089996,71.510002,70.93,71.309998,1513100,58.833981
"185",71.239998,71.900002,70.68,71.809998,2813100,59.246502
"186",71.25,71.660004,69.769997,69.910004,2379700,57.678917
"187",69.809998,70.599998,69.769997,70.580002,1152300,58.231701
"188",70.360001,70.959999,69.959999,70.279999,2062000,57.984188
"189",70.870003,70.870003,69.489998,69.550003,1777700,57.381905
"190",69.599998,70.199997,69.209999,69.440002,1546600,57.291149
"191",68.980003,68.980003,68,68.629997,3287100,56.622845
"192",68.889999,69.18,68.410004,68.519997,2052800,56.532108
"193",68.300003,68.389999,67.459999,68.349998,2905100,56.391846
"194",68.400002,68.82,68.18,68.25,1268500,56.309338
"195",68.43,68.720001,67.610001,68.010002,2688900,56.111332
"196",67.970001,68.300003,67.739998,67.940002,1988400,56.053585
"197",67.839996,68.010002,67.089996,68.010002,1382300,56.111332
"198",68.349998,68.559998,67.839996,68.199997,1923900,56.268093
"199",68.25,68.43,67.760002,68.07,1274900,56.160828
"200",67.75,68.290001,67.629997,68.190002,1273400,56.259842
"201",68.190002,68.510002,67.830002,68.309998,1268900,56.358852
"202",68.32,68.650002,67.980003,68.18,1221100,56.251583
"203",68.209999,68.209999,67.75,68.169998,1530000,56.243336
"204",68.349998,68.389999,67.370003,67.489998,1339300,55.682304
"205",67.519997,67.639999,66.559998,66.849998,1657600,55.154274
"206",66.370003,66.760002,65.400002,66.199997,1557500,54.617996
"207",66.660004,66.860001,65.629997,65.760002,1133300,54.254993
"208",65.720001,67.82,65.699997,67.160004,1930300,55.410046
"209",67.150002,67.43,66.800003,67.209999,1276500,55.451283
"210",67.110001,67.230003,66.18,66.959999,1384800,55.245029
"211",67,67.43,66.669998,67.019997,1192800,55.294525
"212",67.260002,68.089996,67.18,67.720001,1884000,55.87207
"213",67.43,68.25,67.309998,68.150002,1396500,56.226833
"214",67.690002,68.019997,67.389999,68,2126000,56.82856
"215",69.07,69.800003,68.300003,68.589996,2738000,57.321632
"216",68.550003,69.190002,68.199997,68.75,2142700,57.455334
"217",68.5,68.879997,68.019997,68.279999,1452300,57.062534
"218",68,68.529999,68,68.120003,1400100,56.928837
"219",68.199997,68.550003,67.940002,68.32,2534700,57.09597
"220",68.120003,68.739998,67.900002,68.089996,1378000,56.903763
"221",68.110001,68.419998,67.720001,67.739998,2358900,56.611271
"222",67.739998,68.349998,67.620003,67.940002,1784800,56.778416
"223",67.790001,68.160004,67.790001,67.959999,1358900,56.79512
"224",68.080002,68.150002,67.400002,67.93,1297900,56.770054
"225",68.040001,68.629997,68,68.290001,2183000,57.070908
"226",68.089996,68.449997,67.970001,68.169998,1263900,56.970615
"227",68.410004,68.599998,68.139999,68.260002,462200,57.045841
"228",68.190002,68.269997,67.459999,67.470001,1209900,56.385632
"229",67.5,67.610001,66.639999,67.120003,1586100,56.093121
"230",67.019997,67.470001,66.699997,67.279999,1593000,56.226833
"231",67.809998,67.879997,66.949997,67.459999,2523900,56.377262
"232",67.709999,68.220001,67.110001,67.959999,2051700,56.79512
"233",68.089996,68.209999,66.769997,67.129997,2467100,56.101471
"234",66.989998,67.25,65.970001,66.120003,2672600,55.257416
"235",66.120003,66.669998,65.75,66.290001,2226100,55.399487
"236",66.290001,67,65.989998,66.190002,2548800,55.315907
"237",66.290001,66.629997,66.129997,66.32,2018200,55.424549
"238",65.980003,66.300003,65.690002,65.919998,2106800,55.090263
"239",65.970001,66.449997,65.580002,66.120003,2458800,55.257416
"240",66.339996,66.870003,66.260002,66.410004,2331200,55.499756
"241",66.260002,66.629997,66.080002,66.290001,1906600,55.399487
"242",66.620003,67.25,66.389999,66.940002,4753500,55.942703
"243",67.099998,67.800003,67.07,67.339996,1622700,56.276981
"244",67.050003,67.239998,64.110001,64.480003,4094300,53.886837
"245",64.480003,65.120003,63.650002,63.66,2182200,53.201553
"246",63.810001,63.970001,63.259998,63.48,1871900,53.051121
"247",63.439999,63.869999,63.279999,63.400002,1586200,52.984268
"248",63.349998,64.080002,63.150002,63.490002,1811600,53.059479
"249",63.709999,63.75,63.119999,63.27,1565400,52.875622
"250",63.279999,63.740002,63.060001,63.720001,1276900,53.251698
"251",63.700001,64.290001,63.509998,63.77,1378500,53.29348
"252",63.91,64.5,63.669998,64.029999,1997300,53.510765
"253",64.300003,64.68,63.950001,64.139999,1832600,53.602695
"254",64.110001,64.150002,62.73,62.759998,1993500,52.449409
"255",62.84,62.98,62.209999,62.369999,2003300,52.123474
"256",62.400002,62.84,62.330002,62.59,1623200,52.307339
"257",62.5,62.619999,61.299999,61.369999,2032800,51.287766
"258",61.080002,61.200001,60.700001,60.709999,3072900,50.736187
"259",61.040001,61.43,60.139999,60.169998,2414300,50.284908
"260",60.310001,60.310001,58.98,59.16,2686600,49.440834
"261",59.299999,60.720001,59.200001,59.259998,3144800,49.524406
"262",59.580002,60.189999,59.009998,60.110001,4696000,50.234768
"263",59.900002,59.900002,58.959999,59.290001,3496400,49.549477
"264",59.290001,59.32,58.240002,59.290001,3011000,49.549477
"265",59.259998,59.709999,59.009998,59.330002,2817900,49.582909
"266",59.669998,60.509998,59.279999,60.32,2759300,50.410267
"267",60.27,60.939999,60.150002,60.540001,2368100,50.594112
"268",60.529999,60.91,60.41,60.84,2134400,50.84483
"269",60.970001,60.990002,60.09,60.59,2206400,50.635914
"270",60.150002,60.23,58.990002,59.52,2085500,49.741695
"271",59.439999,59.889999,58.529999,58.529999,2444700,48.914333
"272",58.650002,60.009998,58.599998,59.970001,4265600,50.117767
"273",60,60.290001,57.939999,58.040001,2609300,48.504841
"274",57.57,58.82,56.889999,58.450001,2827500,48.847485
"275",58.369999,58.860001,56.41,56.529999,3525100,47.242912
"276",55.91,57.279999,55.290001,57.209999,3943300,47.811195
"277",57.110001,58.099998,56.43,56.549999,3239700,47.259628
"278",56.360001,57.209999,54.66,54.669998,3956600,45.688477
"279",54.630001,56,53.66,55.48,4303900,46.365417
"280",54.830002,54.970001,53,54.27,4115600,46.07674
"281",54.360001,55.32,53.630001,55.080002,3839200,46.764458
"282",54.540001,54.720001,53.43,54.150002,3249000,45.974861
"283",54.369999,55.580002,54.200001,55.169998,2908500,46.84087
"284",55.299999,56.439999,55.25,55.790001,4051100,47.367264
"285",55.509998,56.099998,54.790001,54.799999,2639200,46.52673
"286",54.900002,55.049999,53.849998,53.990002,3418200,45.839016
"287",53.82,55.060001,53.110001,53.740002,3324100,45.626762
"288",53.91,54.41,53.060001,54.41,2661200,46.195599
"289",54.610001,54.669998,53.419998,54.400002,2582200,46.187119
"290",54.349998,54.709999,52.220001,52.220001,3189600,44.336235
"291",54.900002,54.900002,51.849998,52.5,3342600,44.573971
"292",52.049999,53.439999,51.630001,52.650002,2684600,44.701317
"293",52.48,53.009998,52.099998,52.93,2385600,44.939049
"294",52.650002,54.209999,52.650002,54.07,3113700,45.906937
"295",53.630001,53.919998,52.279999,52.860001,3070500,44.879616
"296",52.779999,54.07,52.650002,53.970001,2579900,45.822037
"297",53.93,54.09,53.34,53.57,2215000,45.482422
"298",53.709999,53.709999,53.060001,53.560001,2122400,45.473927
"299",53.509998,54.82,53.299999,54.73,3202500,46.467304
"300",55.130001,55.240002,53.650002,53.759998,2994500,45.643738
"301",53.790001,54.110001,53.119999,53.529999,1845700,45.44846
"302",53.639999,53.950001,53.5,53.75,2170400,45.635246
"303",53.619999,54.18,53.389999,54,3609600,45.847507
"304",53.880001,54.09,52.84,53.25,1832800,45.210728
"305",53.290001,53.84,52.990002,53.150002,2306800,45.125835
"306",52.939999,53.200001,51.869999,52.450001,3058200,44.531513
"307",52.419998,54.150002,52.330002,52.75,2715300,44.786217
"308",52.849998,53.060001,51.869999,52.029999,2434400,44.174915
"309",52.380001,52.5,51.900002,52.139999,1662800,44.268311
"310",52.139999,53.950001,51.720001,53.279999,2099500,45.236195
"311",53.459999,55.419998,53.41,54.860001,3770600,46.577667
"312",54.849998,54.860001,54.029999,54.43,2897400,46.212589
"313",54.369999,54.540001,53.650002,53.970001,2312000,45.822037
"314",54.16,54.16,52.799999,53.75,2906400,45.635246
"315",53.57,55.509998,53.389999,55.16,2637300,46.832371
"316",55.009998,55.009998,53.91,54.73,2565700,46.467304
"317",54.970001,55.869999,54.720001,55.009998,2814100,46.705021
"318",55.009998,55.009998,53.959999,54.490002,2129000,46.263527
"319",54.619999,54.709999,53.880001,54,2027700,45.847507
"320",53.709999,54.860001,53.709999,53.990002,1658900,45.839016
"321",53.950001,53.950001,52.27,52.540001,3191900,44.607925
"322",52.349998,52.630001,51.82,52.630001,2014700,44.684341
"323",52.66,52.77,51.93,52.540001,2629400,44.607925
"324",52.75,53.66,52.57,53.380001,2345900,45.32111
"325",53.400002,53.580002,52.700001,52.84,1587600,44.862629
"326",52.709999,53,51.27,51.919998,2066700,44.08152
"327",52.09,52.27,51.09,51.18,2146400,43.453247
"328",51.110001,51.240002,50.369999,50.68,2071800,43.028736
"329",50.75,51.57,50.130001,51.02,2514800,43.317398
"330",50.75,51.02,49.580002,50.52,2709200,42.892883
"331",50.66,51.060001,49.599998,50.009998,4997200,42.459888
"332",50.939999,53.23,50.299999,52.880001,4565600,44.896587
"333",53.049999,53.509998,52.369999,53.439999,3894700,45.372044
"334",53.560001,55.330002,53.360001,54.860001,4965900,46.577667
"335",54.610001,55.220001,53.599998,55.049999,4050000,46.738983
"336",55.139999,56,54.720001,55.490002,2365200,47.11256
"337",55.419998,56.279999,55.400002,56.18,2354500,47.698391
"338",55.380001,55.759998,55.099998,55.709999,2491600,48.043339
"339",55.5,55.52,54.810001,55.139999,2927700,47.551777
"340",54.869999,55.459999,54.580002,55.380001,2091900,47.758751
"341",55.66,56.139999,55.560001,56.139999,1371900,48.414162
"342",56.200001,56.5,55.77,56.25,1725800,48.509022
"343",56.029999,56.07,55.150002,55.509998,1805600,47.870861
"344",55.099998,55.5,54.639999,54.84,2834200,47.293068
"345",55.099998,55.25,54.580002,54.84,2141600,47.293068
"346",54.82,54.82,53.779999,53.93,1836800,46.508289
"347",53.529999,54.77,53.529999,54.27,4423600,46.801502
"348",54.880001,55.470001,53.759998,55.18,1862300,47.586273
"349",55.18,56.060001,54.549999,55.68,2055600,48.017464
"350",55.91,56.970001,55.849998,56.779999,2562900,48.966087
"351",56.810001,56.900002,55.82,56.25,1737000,48.509022
"352",56.110001,56.900002,56.110001,56.869999,1460300,49.043694
"353",56.799999,57.310001,56.490002,57.029999,1988900,49.181683
"354",56.880001,57.799999,56.490002,57.540001,1613800,49.621498
"355",57.380001,57.740002,57.18,57.650002,2165600,49.716366
"356",57.540001,58.419998,57.540001,58.02,1473500,50.035435
"357",58.16,58.330002,57.32,57.77,1641000,49.819843
"358",57.98,58.200001,57.389999,57.41,2038200,49.509384
"359",57.5,57.810001,56.860001,57.529999,1377400,49.612881
"360",57.52,57.950001,57.150002,57.59,1603500,49.664619
"361",57.779999,58.060001,57.509998,57.990002,977800,50.009575
"362",58,58.400002,57.68,58.299999,1308400,50.276909
"363",58.009998,58.599998,57.91,58.310001,2353700,50.28553
"364",58.25,58.639999,56.799999,56.830002,2362500,49.009205
"365",57,57.939999,57,57.639999,1636400,49.707741
"366",57.75,58.060001,57.400002,57.5,2888000,49.587009
"367",57.400002,57.759998,56.599998,57,1370300,49.155811
"368",56.950001,57.919998,56.91,57.209999,1861100,49.336906
"369",57.139999,58.5,57.029999,58.380001,1403500,50.345905
"370",58.48,58.98,58.029999,58.799999,1576700,50.708103
"371",58.799999,59.209999,58.380001,59.049999,2000200,50.923691
"372",59.07,59.59,58.330002,59.299999,1716500,51.139286
"373",59.580002,59.889999,59.25,59.439999,2174400,51.260017
"374",59.669998,60.209999,59.25,59.91,1751500,51.665344
"375",60.02,63.450001,59.560001,62.360001,3803700,53.778179
"376",62.049999,63.02,61.73,62.689999,2995400,54.062767
"377",62.509998,62.869999,61.119999,62.080002,2630600,53.53672
"378",61.669998,63.73,61.639999,62.900002,1328800,54.24387
"379",62.799999,63.93,62.119999,63.830002,1984300,55.045887
"380",63.93,64.459999,63.84,64.400002,2047500,55.537445
"381",64.370003,64.419998,62.689999,63.220001,1876800,54.519836
"382",63.32,63.650002,62.919998,63.25,1723300,54.5457
"383",63.27,63.57,62.849998,63.09,1132500,54.407722
"384",63.279999,63.380001,62.84,63.16,879100,54.46809
"385",63.380001,63.52,62.400002,62.68,1172400,54.054142
"386",62.610001,62.82,61.740002,62.59,1465000,53.976536
"387",62.880001,62.900002,62.009998,62.139999,1639700,53.588455
"388",62.040001,62.380001,61.32,61.799999,1199400,53.295238
"389",61.75,63.009998,61.59,62.77,1405700,54.131756
"390",62.799999,63.59,62.41,63.490002,2424400,54.752674
"391",63.389999,64,63.099998,63.73,3333300,54.959648
"392",63.650002,63.650002,62.459999,63.240002,3362400,54.537086
"393",63.419998,64.419998,63.299999,63.970001,1620900,55.166626
"394",64.160004,64.559998,63.740002,64.309998,1815600,55.459831
"395",62.27,64.129997,61.119999,61.810001,3390200,53.303871
"396",61.779999,61.799999,60.740002,61.700001,2137600,53.209011
"397",61.990002,62.990002,61.82,62.599998,3830300,53.985153
"398",62.299999,63.09,61.549999,62.959999,1988200,54.295612
"399",62.970001,63.259998,62.5,63.169998,2288200,54.476711
"400",63.290001,64.709999,63.16,64.32,2129300,55.468445
"401",63.529999,63.84,62.919998,63.380001,1480000,55.407257
"402",63.25,63.889999,63.07,63.830002,2151900,55.800652
"403",63.75,64.160004,63.290001,63.490002,1630600,55.503426
"404",63.610001,63.939999,63.360001,63.459999,2465200,55.477196
"405",63.369999,63.799999,62.900002,63.139999,1933200,55.197449
"406",62.990002,63.380001,62.52,63.349998,1453400,55.381035
"407",63.400002,64.440002,63.349998,63.98,1823100,55.931782
"408",64.040001,65.610001,64.040001,65.339996,2162300,57.120705
"409",65,65.860001,64.68,65.68,1949100,57.417938
"410",65.839996,66.720001,65.669998,66.699997,2311900,58.30962
"411",66.980003,67.349998,66.43,66.629997,3840700,58.248428
"412",66.599998,66.68,65.959999,66.389999,1989100,58.038624
"413",66.449997,66.559998,65.919998,66.260002,1323700,57.924976
"414",66.360001,66.43,65.809998,65.910004,1799600,57.619011
"415",65.669998,66.059998,65.019997,65.940002,1236300,57.645233
"416",65.940002,65.989998,65.339996,65.910004,1634500,57.619011
"417",65.849998,66.830002,65.650002,66.809998,1477800,58.405792
"418",66.889999,67.019997,66.68,66.68,1578200,58.292141
"419",66.849998,66.900002,66.43,66.580002,1431700,58.204723
"420",66.650002,67.160004,66.360001,66.709999,2080200,58.318386
"421",66.550003,66.970001,65.949997,66.230003,2825900,57.898758
"422",65.980003,67.510002,65.580002,67.269997,1898500,58.807922
"423",67.330002,67.699997,67.160004,67.459999,1745900,58.974026
"424",66.889999,67.019997,66.279999,66.389999,1330900,58.038624
"425",66.959999,67.360001,66.690002,66.860001,1809400,58.449509
"426",66.589996,67.040001,66.290001,66.849998,1090000,58.440758
"427",66.860001,67.110001,66.610001,66.669998,1198200,58.283398
"428",66.989998,67.330002,66.550003,67.150002,1897800,58.703022
"429",66.949997,66.949997,65.629997,66.410004,1778100,58.056103
"430",66.379997,66.959999,65.970001,66.809998,2210700,58.405792
"431",66.860001,66.989998,66.050003,66.440002,1768000,58.082336
"432",66.489998,66.489998,65.370003,65.489998,2714800,57.251835
"433",65.419998,65.699997,64.779999,65.57,2465500,57.321774
"434",65.029999,65.660004,64.870003,65.5,3686900,57.260582
"435",65.389999,65.489998,63.57,63.959999,2205200,55.914295
"436",64.150002,65.07,64,64.550003,2437400,56.430088
"437",64.449997,64.580002,62.919998,62.959999,2025700,55.040092
"438",63.209999,63.759998,63.029999,63.049999,1303900,55.118774
"439",63.099998,64.349998,63,64.32,2040200,56.229008
"440",64.099998,64.230003,63.290001,63.299999,1590100,55.337326
"441",63.5,63.73,63,63.009998,1419800,55.083801
"442",62.950001,63.25,61.470001,61.900002,2136600,54.113426
"443",61.439999,62.380001,61.189999,62.209999,2541600,54.384438
"444",62.220001,62.889999,62.09,62.240002,1671500,54.410667
"445",62.34,63.709999,62.34,63.200001,1971700,55.249908
"446",63.169998,64.019997,62.720001,63.98,2086800,55.931782
"447",63.889999,64.660004,63.689999,63.959999,2298800,55.914295
"448",64.029999,64.029999,61.650002,61.73,2715700,53.964817
