"","PPG.Open","PPG.High","PPG.Low","PPG.Close","PPG.Volume","PPG.Adjusted"
"178",106.25,106.580002,105.959999,106.300003,1856400,99.054497
"179",106.199997,106.93,105.970001,106.800003,1278700,99.520416
"180",107,108.379997,106.769997,108.339996,1034200,100.955444
"181",108.519997,109.269997,108.18,108.809998,1442100,101.39341
"182",108.660004,109.900002,108.660004,108.989998,1018900,101.561142
"183",108.959999,109.18,108.470001,108.760002,1123300,101.346832
"184",108.230003,110.160004,108,109.160004,1914100,101.719551
"185",109.389999,109.739998,108.129997,108.510002,2132700,101.113853
"186",108.639999,108.93,107.809998,107.989998,1509100,100.62928
"187",107.919998,108.93,107.699997,108.849998,1592600,101.430679
"188",108.739998,109.559998,108.419998,108.660004,1749300,101.253639
"189",108.660004,111.160004,108.43,111,1329400,103.434135
"190",111.599998,112.419998,110.949997,111.989998,1299900,104.356644
"191",112.089996,112.889999,111.980003,112.260002,1449900,104.608246
"192",112.470001,113.169998,112.169998,113.029999,1102900,105.325752
"193",112.879997,114.150002,112.669998,113.279999,1198000,105.558716
"194",113.07,113.07,111.75,112.639999,1524500,104.962341
"195",112.639999,112.739998,111.910004,112.379997,1190300,104.720062
"196",112.379997,112.589996,111.690002,112.410004,801800,104.748024
"197",112.25,113.82,112.169998,113.400002,1368800,105.670563
"198",113.879997,113.900002,113.199997,113.5,1003700,105.763725
"199",113.769997,113.989998,112.699997,113.169998,1321300,105.456223
"200",113.120003,113.550003,112.760002,112.959999,1581600,105.260551
"201",113.150002,113.32,112.099998,112.879997,1797700,105.185989
"202",111,115.360001,110.099998,114.309998,2019500,106.518517
"203",114.949997,117.800003,114.790001,117.760002,2265900,109.733368
"204",117.68,117.910004,116.730003,116.889999,1977400,108.922653
"205",117.650002,118.720001,117.279999,117.440002,1415800,109.435181
"206",117.260002,117.919998,116.720001,117.720001,1457800,109.696098
"207",118.589996,119.07,118.07,118.669998,1021400,110.581329
"208",118.5,119.849998,117.260002,117.93,2031400,109.891777
"209",117.550003,117.830002,115.910004,116.160004,1238700,108.242432
"210",116.57,117.089996,116.029999,116.239998,1156600,108.316963
"211",116.339996,116.720001,115.489998,115.919998,1140000,108.018791
"212",116.099998,116.209999,115.519997,116.160004,984600,108.242432
"213",116.18,116.860001,115.889999,116.529999,781600,108.587196
"214",116.559998,116.779999,116.309998,116.339996,639600,108.410164
"215",116.550003,116.959999,116.050003,116.339996,639100,108.410164
"216",116.220001,116.449997,115.540001,116.120003,877100,108.20517
"217",115.050003,115.730003,114.559998,115.129997,926400,107.699997
"218",114.68,115.040001,114.379997,114.669998,908600,107.269676
"219",114.260002,114.879997,114.150002,114.550003,1247700,107.157433
"220",113.489998,114.57,113.419998,114.349998,974900,106.970329
"221",114.089996,114.089996,113.25,113.389999,952000,106.072289
"222",113.790001,114.190002,113.379997,114.010002,1395600,106.652283
"223",114,114.459999,113.57,113.830002,1809700,106.483917
"224",114.080002,115.910004,113.879997,114.879997,1058500,107.466141
"225",115.610001,115.849998,115.150002,115.339996,794000,107.896461
"226",115.629997,116.540001,115.25,115.269997,1502400,107.830978
"227",115.809998,116.529999,115.660004,116.099998,438800,108.607399
"228",115.949997,116.379997,115.709999,115.849998,1196300,108.37352
"229",116.260002,117.419998,116.260002,117.339996,1832400,109.767372
"230",117.480003,117.739998,116.540001,117.010002,1156900,109.458672
"231",117.099998,118.5,116.599998,116.849998,2045100,109.309013
"232",117.309998,117.589996,114.900002,115.93,1540800,108.448364
"233",117.900002,118.919998,116.830002,117.559998,1336500,109.973175
"234",117.370003,117.639999,116.650002,116.75,1004500,109.215446
"235",116.82,117.18,116.029999,116.190002,893500,108.691597
"236",116.029999,116.690002,115.889999,116.110001,1128600,108.616753
"237",116.239998,116.43,115.720001,115.919998,786100,108.439026
"238",116.059998,116.459999,114.730003,115.68,948800,108.214508
"239",115.739998,116.25,115.339996,115.889999,2037200,108.410957
"240",116.080002,116.959999,116.019997,116.25,1292100,108.747719
"241",116.309998,116.620003,113.260002,113.82,1834800,106.474533
"242",114.699997,115.489998,114.309998,115.089996,2537300,107.662582
"243",115.620003,116.529999,115.360001,116.129997,1205100,108.63546
"244",116.68,116.93,116,116.309998,1182700,108.803848
"245",116.379997,117.190002,116.110001,116.160004,1030400,108.663536
"246",116.330002,116.889999,116.040001,116.18,645200,108.682243
"247",116.419998,116.529999,115.900002,116.190002,574200,108.691597
"248",116.400002,116.459999,116.080002,116.279999,491200,108.77578
"249",116.459999,116.629997,116.019997,116.489998,548000,108.972229
"250",116.690002,117.169998,116.230003,117.169998,532700,109.608345
"251",117.339996,117.68,116.82,116.82,867700,109.28093
"252",116.980003,118,116.809998,118,935200,110.384781
"253",118,118.809998,117.139999,118.190002,929800,110.562531
"254",118.660004,119.760002,117.32,117.470001,1226100,109.888992
"255",117.739998,119.050003,117.489998,118.919998,959600,111.245407
"256",119,119.190002,118.489998,118.720001,1260100,111.058334
"257",119.050003,119.18,118.150002,118.220001,1012800,110.590584
"258",117.970001,118.330002,116.309998,116.610001,1381500,109.084488
"259",116.690002,117.860001,116.120003,117.57,1290300,109.982544
"260",118.010002,118.599998,117.669998,118.169998,1466300,110.543816
"261",118.559998,118.989998,116.169998,116.639999,2373800,109.112556
"262",116.599998,117.040001,114.279999,114.5,3855100,107.110672
"263",115.75,122.07,115.160004,118.410004,3736600,110.768333
"264",118.050003,119.129997,116.529999,118.440002,2953300,110.796379
"265",118.260002,118.660004,116.360001,116.779999,1672600,109.243515
"266",116.510002,118.110001,116.510002,117.25,1731700,109.683189
"267",117.540001,119.120003,117.349998,118.940002,1985500,111.26413
"268",119.760002,120.779999,118.970001,120.209999,2489400,112.452156
"269",120.5,121.5,119.620003,121.470001,1686800,113.630844
"270",120.910004,121.650002,119.379997,119.57,1332200,111.853462
"271",119.199997,119.660004,117.779999,118.349998,1172300,110.712181
"272",118.870003,119.07,118.199997,118.730003,1400100,111.067673
"273",118.160004,118.769997,115.57,117.620003,1393900,110.029312
"274",117.279999,117.459999,115.510002,115.610001,1659200,108.149017
"275",115.290001,117.120003,111.620003,111.980003,2484600,104.753304
"276",110.330002,114.199997,109.599998,113.959999,2392000,106.605507
"277",113.860001,116.739998,113.480003,114.129997,2223300,106.764534
"278",113.889999,114.199997,110.269997,110.300003,2099500,103.181709
"279",111.760002,113.199997,108.739998,112.370003,1739300,105.118126
"280",113,114.730003,112.860001,113.980003,1242900,106.624237
"281",113.440002,114.82,112.599998,114.559998,1423800,107.166779
"282",113.849998,116.82,113.470001,116.32,1283800,108.813202
"283",116.239998,116.550003,114.809998,116.190002,1276900,109.113724
"284",115.860001,117.230003,115.370003,116.160004,995900,109.085548
"285",115.349998,116.120003,114.75,115.400002,1038400,108.371826
"286",115.480003,117.730003,115.32,115.620003,1017400,108.578438
"287",116.269997,117.099998,115.589996,115.860001,919700,108.803818
"288",116.68,117.599998,115.879997,117.459999,738500,110.306366
"289",117.550003,117.75,116.239998,117.529999,964900,110.372108
"290",117.75,117.879997,115.269997,115.309998,1090800,108.2873
"291",113.699997,114.720001,112.290001,112.440002,2725300,105.592102
"292",111.949997,113.129997,110.300003,111.110001,1603700,104.343109
"293",110.230003,110.889999,109.589996,110.25,1360200,103.535484
"294",109.5,113.089996,109.5,112.760002,1997100,105.892616
"295",113.089996,116.139999,112.699997,115.07,1531000,108.06192
"296",113.779999,115.32,113.699997,115.019997,1311600,108.014969
"297",115.410004,115.639999,114.839996,115.400002,1059800,108.371826
"298",116.209999,117.739998,115.949997,117.650002,1412300,110.48481
"299",117.650002,118.620003,115.599998,116.459999,1293000,109.367264
"300",117.199997,117.830002,115.480003,116.07,1338400,109.00103
"301",116.480003,116.75,114.68,115.040001,1000500,108.033745
"302",115.209999,115.839996,113.970001,114.279999,1127000,107.320045
"303",114.290001,115.209999,113.849998,114.93,2409700,107.93045
"304",114.419998,114.860001,112.620003,113.220001,1109300,106.324593
"305",115,115.580002,113.699997,113.849998,1446900,106.916245
"306",114,115.449997,113.720001,113.949997,1233800,107.010139
"307",113.120003,113.760002,111.120003,111.309998,1251000,104.530914
"308",111.440002,111.800003,109.389999,109.480003,1371600,102.812378
"309",110.620003,112.099998,110.010002,111.93,1187400,105.113152
"310",112.589996,113.919998,111.470001,111.910004,1530500,105.094383
"311",112.18,112.839996,109.940002,109.970001,2016700,103.272537
"312",110.360001,112.529999,110.040001,111.599998,1277000,104.803261
"313",111.550003,111.580002,107.040001,108.260002,1504700,101.666672
"314",108.5,110.43,107.790001,110.18,2203000,103.469749
"315",108.389999,110.889999,107.949997,110.790001,1259400,104.042587
"316",111.699997,112.300003,111.089996,111.669998,1472500,104.869003
"317",110.599998,111.860001,108.400002,109.389999,1677800,102.727837
"318",110.300003,111.370003,109.370003,109.610001,1270100,102.934464
"319",110.620003,111.25,109.900002,110.360001,1522100,103.638771
"320",109.379997,109.849998,108.57,109.279999,1298800,102.624542
"321",109.75,110.43,108.629997,110.040001,1901900,103.338272
"322",110.650002,110.93,109.559998,110,1185900,103.300697
"323",110.879997,112,110.459999,111.769997,1739300,104.962898
"324",112.199997,113.489998,111.669998,113.080002,1604200,106.19313
"325",113.309998,113.830002,112.779999,113.190002,2156800,106.296432
"326",113.75,113.900002,108.379997,109.639999,2374000,102.962616
"327",109.459999,110.169998,108.239998,108.870003,1971200,102.23954
"328",108.800003,109.800003,108.699997,108.879997,1431100,102.248901
"329",108.970001,109.449997,104.389999,105.769997,2372200,99.328323
"330",107.459999,109.470001,105.919998,107.879997,2649100,101.309814
"331",107.970001,108.089996,106.440002,107.699997,1173700,101.140785
"332",107.309998,108.339996,107.199997,107.970001,1022500,101.394325
"333",108.510002,108.900002,105.75,105.879997,1413100,99.431618
"334",105.099998,106.940002,104.019997,106.919998,1316600,100.408287
"335",107.050003,107.269997,105.400002,105.709999,1889900,99.27198
"336",105.550003,106.199997,104.279999,104.959999,1281300,98.567635
"337",104.480003,107.040001,104.139999,106.400002,1193900,99.919952
"338",106.480003,106.980003,105.639999,106.209999,997700,99.741524
"339",106.07,107.160004,105.949997,106.68,900600,100.182907
"340",106.709999,107.410004,106.110001,107.050003,1153300,100.956215
"341",107.260002,107.699997,105.940002,106.110001,1951500,100.06974
"342",105.849998,106.290001,100.360001,100.43,7285000,94.713074
"343",101.040001,102.970001,100.970001,102.970001,3719800,97.108482
"344",102.779999,103.239998,101.790001,103.029999,1787800,97.165054
"345",101.889999,103.980003,101.209999,103.5,2090300,97.608307
"346",103.260002,104.720001,103.25,104.410004,1292900,98.466499
"347",104.160004,105.300003,104.029999,104.949997,2830000,98.975761
"348",105.5,105.860001,104.839996,105.029999,1229700,99.051208
"349",105.029999,105.230003,102.720001,102.839996,1549200,96.98587
"350",102.239998,102.980003,101.699997,102.709999,1312500,96.863281
"351",102.360001,102.93,101.5,102.5,1087500,96.665253
"352",102.040001,103.510002,101.669998,103.400002,1121500,97.514
"353",102.440002,103.110001,100.610001,101.040001,1618300,95.288338
"354",101.529999,101.839996,100.360001,101.43,2070100,95.656128
"355",101.68,101.769997,100.82,100.919998,1774400,95.175163
"356",101.57,102.949997,100.870003,102.010002,1420600,96.203117
"357",102.449997,102.860001,101.970001,102.43,1013900,96.599213
"358",102.459999,102.919998,101.970001,102.5,854900,96.665253
"359",102.529999,104.099998,101.860001,103.93,1367000,98.013832
"360",104.190002,104.199997,102.410004,103.089996,1261300,97.221649
"361",102.989998,104.379997,102.529999,104.150002,1444900,98.221298
"362",103.889999,104.389999,103.459999,103.93,1094700,98.013832
"363",104,104.309998,102.720001,103.529999,2211700,97.636604
"364",103.620003,104.050003,103.029999,103.300003,2391500,97.419685
"365",103.620003,104.169998,102.699997,103.959999,2071500,98.042107
"366",104.089996,105.419998,103.900002,105.379997,3221900,99.381271
"367",104.440002,105.010002,103.760002,105,1978600,99.022911
"368",104.050003,104.290001,103,104.129997,2613800,98.202431
"369",104.010002,105.260002,104.010002,105.139999,1810700,99.154953
"370",104.809998,104.809998,103.589996,104.300003,3472600,98.362762
"371",104.650002,105.860001,104.519997,105.419998,3094300,99.419006
"372",105.110001,105.18,104.5,105.110001,3175600,99.126663
"373",105.510002,106.730003,105.290001,105.830002,2075000,99.805664
"374",106.269997,106.339996,104.989998,105.110001,2166800,99.126663
"375",105.5,106.940002,103.900002,105.720001,2833500,99.701935
"376",105.690002,106.029999,103.669998,103.730003,3074300,97.825203
"377",102.720001,103.379997,101.169998,102.68,2304300,96.834984
"378",102.879997,103.830002,101.870003,102,800600,96.193687
"379",101.949997,102.889999,101.620003,102.809998,1445500,96.957588
"380",102.360001,103.339996,101.879997,103,1025400,97.136772
"381",103.220001,104.169998,103.089996,103.919998,1171200,98.00441
"382",104.120003,104.870003,103.709999,104.800003,1340700,98.834305
"383",103.910004,104.790001,103.339996,103.75,1683500,97.844086
"384",104.440002,104.440002,103.300003,103.839996,1476800,97.92894
"385",103.410004,104.150002,102.900002,103.989998,1568700,98.070404
"386",103.849998,104.029999,101.910004,102.370003,2177000,96.542641
"387",102.349998,105.660004,102.080002,105.410004,2170700,99.409584
"388",106.330002,107.459999,105.620003,106.75,2899700,100.673302
"389",106.75,107.019997,103.339996,106.389999,2543700,100.333786
"390",105.879997,105.940002,104.800003,105,1391700,99.022911
"391",104.529999,105.050003,103.849998,104.410004,1772600,98.466499
"392",104.779999,106.529999,104.379997,106.050003,1375500,100.013145
"393",108.010002,109.610001,107.389999,109.279999,1933400,103.05928
"394",109.360001,111,109.139999,110.660004,1482900,104.360725
"395",110.269997,110.489998,108.529999,109.440002,1259800,103.210175
"396",109.57,111.040001,109.050003,109.739998,1420700,103.493095
"397",109.870003,110.839996,109.43,110.660004,1390300,104.360725
"398",110.25,111.160004,109.68,109.730003,1155500,103.483673
"399",109.32,109.860001,108.639999,109.32,975400,103.097008
"400",109.93,111.059998,109.660004,110.949997,1041900,104.634209
"401",110.370003,110.839996,109.709999,110.32,854600,104.040077
"402",110.550003,110.830002,109.839996,109.959999,581600,103.700569
"403",110.160004,110.160004,108.580002,109.25,797700,103.030983
"404",108.809998,110.019997,108.099998,109.209999,1013200,103.447769
"405",108.68,108.989998,107.370003,107.459999,628200,101.7901
"406",107.290001,107.639999,105.589996,106.080002,1272800,100.482918
"407",106.059998,107.209999,106.059998,106.849998,771300,101.212296
"408",106.519997,107.199997,105.440002,107.029999,1310100,101.382805
"409",107.849998,108.470001,107.370003,107.900002,1213400,102.206894
"410",108.019997,108.75,107.480003,108.419998,773200,102.699448
"411",108.849998,110.489998,108.489998,109.730003,1488800,103.940346
"412",109.980003,111.809998,109.699997,111.080002,1587700,105.219109
"413",111.040001,111.330002,110.269997,110.599998,1271900,104.76442
"414",110.260002,110.800003,109.650002,109.769997,1389900,103.978218
"415",110.239998,110.830002,109.739998,110.620003,869000,104.783371
"416",110.779999,111.449997,110.559998,111.129997,1137300,105.266457
"417",111.360001,111.360001,109.620003,109.870003,1505700,104.072945
"418",109.989998,111.82,109.379997,111.660004,1406500,105.768501
"419",111.339996,111.339996,110.209999,110.660004,887500,104.821274
"420",110.370003,111.269997,109.849998,110.540001,956900,104.707603
"421",110.5,110.57,109.07,109.879997,924600,104.082428
"422",109.339996,110.989998,108.760002,110.599998,1633100,104.76442
"423",110.949997,112.209999,110.529999,112,1297300,106.090561
"424",111.419998,111.870003,110.57,111.510002,859500,105.626419
"425",112.120003,112.529999,111.440002,112.089996,984600,106.175812
"426",111.650002,113.099998,111.339996,112.589996,1288600,106.649422
"427",112.400002,112.57,111.519997,112.029999,1214700,106.118973
"428",112.910004,113.790001,112.339996,112.949997,1032600,106.990433
"429",112.82,113.25,111.519997,112.169998,1316100,106.251587
"430",112.279999,113.410004,111.900002,112.989998,1414800,107.02832
"431",113.480003,113.75,112.519997,113.269997,998100,107.293564
"432",113.660004,115.220001,113.279999,115.050003,1529700,108.97963
"433",115.599998,116.5,115.209999,115.919998,1259900,109.803726
"434",116.510002,116.730003,115.559998,115.980003,3487400,109.860573
"435",113,114,110.25,112.690002,2396500,106.744148
"436",113.019997,113.139999,110.959999,111.540001,1629000,105.654831
"437",111.510002,112.160004,110.190002,110.389999,1425300,104.565498
"438",110.389999,110.389999,108.919998,108.989998,1806900,103.239365
"439",108.790001,109.160004,107.120003,109.129997,2456700,103.372002
"440",109.660004,110.330002,109.330002,109.75,1337800,103.959297
"441",109.879997,110.720001,109.849998,110.209999,1314700,104.395004
"442",110.650002,111.389999,108.589996,108.730003,2440500,102.993111
"443",108.199997,108.900002,107.43,108.459999,1294800,102.737343
"444",108.370003,108.900002,107.68,108.019997,868200,102.320564
"445",108.019997,109.760002,107.809998,109.580002,1310200,103.798248
"446",100.07,101.919998,98.309998,98.559998,10425700,93.359695
"447",101.18,101.540001,97.589996,99.599998,5162700,94.344818
"448",99.300003,99.809998,96.110001,96.379997,2762300,91.294716
"449",97.239998,97.989998,94.400002,95.089996,2449300,90.072762
