"","PPG.Open","PPG.High","PPG.Low","PPG.Close","PPG.Volume","PPG.Adjusted"
"899",109.790001,110.559998,108.389999,110.410004,1364200,107.904129
"900",108.550003,108.940002,107.580002,108.199997,1112100,105.744278
"901",108.550003,108.550003,105.940002,107.650002,1293500,105.206757
"902",107.839996,108.779999,107.059998,107.379997,1185400,104.942886
"903",107.110001,108.449997,106.93,107.790001,1210900,105.343582
"904",108.410004,112.559998,108.410004,111.660004,2123800,109.125748
"905",111.75,112.43,110.400002,111.440002,1516300,108.910744
"906",110.559998,113.730003,110.440002,113.709999,1548500,111.670341
"907",113.540001,115.919998,113.5,115.739998,841000,113.663925
"908",119.550003,123.599998,119.459999,120.889999,3354300,118.72155
"909",122.110001,122.470001,119.150002,120.989998,1581100,118.819748
"910",120.010002,120.68,118.650002,118.809998,1084700,116.678856
"911",118.330002,119.949997,117.660004,118.980003,871900,116.845818
"912",119.860001,120.129997,118.57,118.919998,841700,116.786888
"913",119.160004,119.43,118.260002,118.690002,957400,116.561012
"914",119.230003,119.699997,118.18,118.639999,1104000,116.511909
"915",117.68,118.650002,117.349998,118.239998,736300,116.119087
"916",117.980003,118.660004,117.300003,118.230003,940800,116.109261
"917",119.160004,121.160004,118.779999,121.080002,736200,118.90815
"918",121.529999,121.709999,119.269997,119.82,850200,117.670738
"919",119.580002,120.879997,119.370003,119.949997,619900,117.798409
"920",120.940002,121.540001,120.050003,120.790001,941500,118.623344
"921",120.949997,122.300003,120.120003,122.120003,877000,119.929497
"922",122.099998,122.300003,119.959999,120.400002,938100,118.240341
"923",119.940002,124,119.5,124,1539700,121.775764
"924",123.650002,126.300003,123.519997,125.980003,1475400,123.720253
"925",125.769997,126.050003,121.230003,122.790001,1486500,120.587471
"926",123.779999,124.809998,121.900002,122.610001,1230100,120.410698
"927",121.699997,121.980003,119.389999,120.989998,1329400,118.819748
"928",122.639999,126.07,122.529999,125.339996,1789700,123.091721
"929",125.75,127.410004,125.370003,125.739998,1723200,123.484558
"930",125.940002,127.599998,125.089996,127.099998,1263200,124.820152
"931",128,131.050003,127.639999,130.210007,1779900,127.874382
"932",130.610001,131.089996,128.880005,129.919998,1411000,127.589577
"933",130.059998,131,129,129.039993,1325100,126.725357
"934",127.980003,130,127.110001,129.25,1115800,126.931602
"935",128.619995,129.270004,125.370003,125.769997,1916800,123.514015
"936",123.57,123.889999,118.800003,120.080002,1441500,117.926079
"937",119.779999,121.190002,119.339996,120.82,1362100,118.652809
"938",120.360001,121.150002,117.760002,118.32,1795900,116.197647
"939",118.650002,120.089996,116.949997,118.949997,1066600,116.816353
"940",118.25,120.720001,118.029999,120.25,789600,118.09304
"941",122.379997,123.629997,121.629997,121.739998,1094300,119.556305
"942",122.199997,122.769997,120.290001,120.330002,687800,118.171593
"943",121.120003,123.599998,120.190002,122.080002,1477400,119.890205
"944",122.410004,124.010002,121.199997,121.779999,1409100,119.595589
"945",120.190002,123.879997,120,123.269997,1356200,121.058853
"946",124.199997,126.489998,124.199997,125.919998,1459600,123.661331
"947",127,129.039993,124.370003,124.550003,1714800,122.315903
"948",126.559998,129.679993,126.449997,128.940002,1383400,126.627151
"949",132.229996,136.509995,131.300003,134.990005,3161300,132.568634
"950",135.460007,137,133.449997,135.880005,2083700,133.442673
"951",136.350006,137.080002,134.509995,136.050003,1312100,133.609634
"952",135.220001,135.990005,133.119995,133.570007,1322200,131.174103
"953",133.800003,135.720001,133.800003,134.589996,946300,132.175812
"954",132.559998,137.289993,132.5,136.740005,1261800,134.287262
"955",137.339996,138.389999,136.080002,137.160004,1281300,134.699722
"956",137.190002,138.399994,134.320007,134.320007,1490400,131.910645
"957",135.559998,137.690002,133.610001,134.630005,1684300,132.215103
"958",134.970001,137.479996,133.960007,134.029999,1208000,131.625839
"959",134.649994,135.110001,132.809998,133.699997,1128100,131.301788
"960",135.110001,135.990005,133.910004,134.270004,980600,131.861557
"961",132.5,132.820007,129.460007,131.330002,1203700,128.974304
"962",131.130005,131.699997,127.300003,127.389999,1193600,125.104958
"963",124.620003,127.580002,124.5,125.209999,1464500,122.964066
"964",124.709999,129.380005,123.519997,128.100006,1238800,125.802231
"965",127.480003,130.009995,126.800003,129.720001,2202400,127.393173
"966",131.839996,135.899994,130.809998,135.179993,1938900,132.755219
"967",136.460007,138.029999,134.639999,136.860001,1479500,134.405106
"968",135.190002,136.070007,131.149994,132.809998,1866100,130.427734
"969",135.5,139.630005,135.380005,138.259995,1176500,135.779968
"970",138.460007,139.600006,137.039993,138.759995,809800,136.270996
"971",146.410004,149.339996,139.919998,141.869995,1783800,139.869537
"972",142.110001,143.970001,140.899994,142.820007,1141500,140.806168
"973",143.770004,143.770004,141.289993,142.649994,1105300,140.638535
"974",141.75,142.229996,138.410004,139.869995,768200,137.89772
"975",141.229996,143.229996,140.699997,142.820007,748900,140.806168
"976",145,145.669998,142.899994,144.270004,1043800,142.235703
"977",143.050003,143.729996,140.550003,143.270004,917100,141.249802
"978",144.080002,144.869995,142.690002,142.800003,873800,140.786423
"979",142.029999,143.779999,140.660004,143.220001,745300,141.200485
"980",142.960007,143.899994,141.330002,143.039993,915500,141.023041
"981",144.190002,145.690002,143.550003,144.779999,822600,142.738495
"982",146.399994,148.089996,145.889999,147.929993,1480700,145.844086
"983",147.5,147.830002,145.830002,146.690002,779200,144.621567
"984",146.990005,147.899994,146.419998,147.779999,321900,145.696213
"985",147.300003,147.350006,144.350006,146.770004,1414900,144.700455
"986",149.160004,149.880005,147.839996,149.110001,1253900,147.007446
"987",148.630005,149.300003,146.860001,147.110001,801300,145.03566
"988",147.160004,148.029999,145.160004,145.429993,992800,143.379333
"989",146.279999,147.740005,146.029999,146.929993,1112500,144.858185
"990",146.5,146.899994,144.720001,144.899994,917100,142.856812
"991",144.179993,145.830002,143.970001,144.880005,1024200,142.837097
"992",145.199997,145.809998,143.520004,145.389999,959100,143.339905
"993",144.460007,145.440002,142.610001,143.330002,1115200,141.30896
"994",142.339996,143.460007,141.419998,142.929993,1223800,140.914597
"995",143.800003,144.009995,141.369995,141.759995,995700,139.761078
"996",143.190002,144.690002,142.429993,144.119995,1210000,142.087814
"997",144.860001,145.339996,142.179993,142.889999,1166100,140.875153
"998",144.050003,144.600006,142.580002,144.289993,850700,142.255402
"999",144.259995,145.910004,142.369995,145.429993,2417500,143.379333
"1000",143.669998,146.809998,142.330002,146.100006,900200,144.039902
"1001",146.509995,146.520004,143.889999,144.699997,1079700,142.659637
"1002",144.710007,146.110001,143.869995,143.869995,948400,141.841324
"1003",143.800003,145.309998,143.149994,145,300800,142.955399
"1004",145.639999,146.949997,143.169998,143.169998,1154500,141.151199
"1005",143.809998,144.039993,141.320007,142.899994,884600,140.88501
"1006",143.210007,144.320007,142.850006,143.220001,987800,141.200485
"1007",143.039993,144.440002,141.929993,144.220001,930000,142.186401
