"","CMG.Open","CMG.High","CMG.Low","CMG.Close","CMG.Volume","CMG.Adjusted"
"79",474.660004,497.480011,474.600006,482.98999,3910000,482.98999
"80",485.230011,488,481.049988,482,981800,482
"81",481.869995,481.869995,473.450012,474.470001,937700,474.470001
"82",473.01001,482.970001,465.98999,477.579987,982700,477.579987
"83",480.48999,490.670013,480.390015,486.859985,1043200,486.859985
"84",487.230011,490.450012,479.339996,479.970001,945000,479.970001
"85",480.480011,481.950012,470.850006,472.399994,782400,472.399994
"86",472.589996,475.799988,466.480011,475.299988,963700,475.299988
"87",475.660004,476.160004,468.070007,471.149994,568900,471.149994
"88",472.290009,480.640015,471.970001,479.130005,812900,479.130005
"89",479.839996,488.059998,477.809998,486.420013,778700,486.420013
"90",485.899994,491.600006,481.350006,488.519989,681600,488.519989
"91",490.459991,495.970001,488.470001,489.329987,731600,489.329987
"92",488.75,495.950012,485.459991,495.309998,719700,495.309998
"93",496.579987,499,491,496.140015,915100,496.140015
"94",496.140015,496.140015,478.970001,479.829987,800100,479.829987
"95",479.149994,486.320007,476.040009,484.73999,631600,484.73999
"96",487.850006,489.660004,483.619995,484.98999,590700,484.98999
"97",485.170013,485.779999,476.589996,482.790009,617500,482.790009
"98",484.559998,484.559998,474,475,546000,475
"99",476.429993,480,474.290009,478.799988,419000,478.799988
"100",483.450012,484.859985,480,481.390015,654500,481.390015
"101",483.01001,483.25,478.940002,480.149994,477700,480.149994
"102",475.279999,477.850006,472.420013,475.700012,607300,475.700012
"103",476.920013,478,471.529999,477.350006,651700,477.350006
"104",479.809998,484.690002,477.359985,483.600006,585700,483.600006
"105",484.880005,487.519989,477.01001,478.070007,607900,478.070007
"106",478.25,478.779999,471.049988,472.600006,703800,472.600006
"107",471,474.450012,469,470.480011,745400,470.480011
"108",470.040009,471.429993,459.570007,462.230011,1123500,462.230011
"109",462.230011,464.48999,457.019989,459.690002,739800,459.690002
"110",461.369995,466.049988,459.529999,460.850006,736300,460.850006
"111",459.790009,464.339996,452.200012,461.549988,776200,461.549988
"112",461.779999,468.040009,461.380005,464.220001,543600,464.220001
"113",463.790009,468,459.200012,459.690002,417200,459.690002
"114",456.549988,459.660004,452.399994,455.670013,600500,455.670013
"115",455.670013,457.549988,450.100006,451.089996,903600,451.089996
"116",452.970001,459.320007,448.679993,458.910004,1147400,458.910004
"117",444.600006,444.600006,424.76001,425.600006,3317100,425.600006
"118",425.149994,427.980011,414.299988,417.600006,1537500,417.600006
"119",417,425.160004,417,420.920013,1154100,420.920013
"120",422.149994,422.929993,415,415.279999,1104500,415.279999
"121",416.019989,418,410.980011,413.98999,999400,413.98999
"122",414.25,420.799988,413.799988,413.980011,1135800,413.980011
"123",414.390015,419.940002,414.390015,416.869995,671000,416.869995
"124",416.450012,422.700012,415.559998,419.179993,778200,419.179993
"125",420.76001,423.75,415.829987,416.100006,740100,416.100006
"126",415.809998,418.709991,414.410004,417.329987,422800,417.329987
"127",418.200012,419.730011,411.339996,413.25,969500,413.25
"128",411.76001,413.26001,406.329987,412.76001,1126000,412.76001
"129",413.670013,417.410004,413.23999,413.890015,618600,413.890015
"130",413,413.950012,407,407.549988,811600,407.549988
"131",407,407.070007,394.75,396.079987,1427600,396.079987
"132",396,399.149994,390.549988,396.950012,1092800,396.950012
"133",398.01001,401.200012,393,400.040009,926100,400.040009
"134",398.799988,401.899994,395.140015,395.829987,1105100,395.829987
"135",395.700012,397.75,391.01001,392,829500,392
"136",395.25,395.25,362.399994,374.980011,7624900,374.980011
"137",369.799988,380,362.619995,372.829987,3233500,372.829987
"138",372.829987,373.959991,355.709991,356.049988,4454800,356.049988
"139",355.549988,358.579987,344.209991,345.339996,3198300,345.339996
"140",344.75,346.369995,336.519989,339.980011,2557100,339.980011
"141",340,350.890015,339,348.619995,3527100,348.619995
"142",354.350006,355.549988,340.049988,340.600006,3621400,340.600006
"143",339.619995,351.459991,337.5,349.839996,1701100,349.839996
"144",349.75,357.98999,349.23999,350.5,1741100,350.5
"145",351,353.140015,342.109985,343.769989,1234200,343.769989
"146",344.079987,347.73999,340.630005,347.23999,897500,347.23999
"147",348,352.420013,346.130005,351.059998,995900,351.059998
"148",351.839996,355.480011,345.149994,345.359985,922600,345.359985
"149",344.429993,345.380005,339.209991,344.559998,829800,344.559998
"150",345.320007,345.730011,336.910004,339.450012,961200,339.450012
"151",338,338.950012,332.339996,333.640015,1078100,333.640015
"152",331.25,336.359985,328.880005,334.609985,666800,334.609985
"153",331.549988,332.940002,322.299988,322.649994,1236500,322.649994
"154",321.940002,328.76001,320.01001,326.410004,968200,326.410004
"155",329.209991,329.450012,322.380005,322.399994,817500,322.399994
"156",322.390015,334.910004,317.410004,322.779999,2235000,322.779999
"157",322.899994,327.269989,319.01001,320.130005,1020200,320.130005
"158",319.980011,325.940002,317.410004,317.920013,1099700,317.920013
"159",317.339996,317.950012,311.01001,311.23999,1216300,311.23999
"160",311.25,312.269989,304.5,308.589996,1310200,308.589996
"161",305,310,304.100006,305.51001,1070400,305.51001
"162",303.160004,305.5,296,297.089996,1758900,297.089996
"163",301.570007,307.549988,298.600006,301.920013,2025300,301.920013
"164",301.970001,312.920013,300.850006,308.790009,1654100,308.790009
"165",309.380005,314.269989,305.329987,312.019989,1760300,312.019989
"166",310.059998,315.690002,309,310.369995,1202100,310.369995
"167",310.369995,316.040009,308.369995,315.130005,1122200,315.130005
"168",316.51001,317.820007,313.209991,316.709991,899500,316.709991
"169",316.940002,321.579987,315.619995,319.950012,1006100,319.950012
"170",319.299988,319.890015,305.549988,308.320007,2069200,308.320007
"171",309.98999,318.25,309.329987,317.880005,1250600,317.880005
"172",318.450012,319.399994,314.160004,317.25,975000,317.25
"173",308.440002,309.700012,299,300.029999,2091100,300.029999
"174",302,308.200012,301.75,305.140015,1339100,305.140015
"175",305.350006,309.890015,304.209991,308.829987,836000,308.829987
"176",309,317.470001,306.209991,311.600006,1286100,311.600006
"177",311,311.559998,308.040009,310.589996,696000,310.589996
"178",310,314.670013,308.609985,313.089996,1377800,313.089996
"179",313.910004,313.910004,301.01001,301.869995,1497500,301.869995
"180",302.660004,304.769989,295.109985,303.410004,1733500,303.410004
"181",303.160004,312.660004,302.230011,312.390015,1680700,312.390015
"182",312.399994,314.290009,310.890015,313.220001,850500,313.220001
"183",313,317.339996,312.089996,314.309998,931300,314.309998
"184",313.100006,323.880005,313.100006,320.829987,1239600,320.829987
"185",320.910004,326.450012,318.399994,319.209991,807900,319.209991
"186",320.399994,322.720001,311.070007,313.850006,1293000,313.850006
"187",315,317.079987,312.109985,316.529999,612000,316.529999
"188",315.850006,316.48999,307.089996,307.829987,1195800,307.829987
"189",307.910004,307.910004,298.200012,301.809998,1691400,301.809998
"190",301.5,303.75,300,302.98999,833600,302.98999
"191",304.200012,310.25,303.619995,306.809998,938800,306.809998
"192",308.279999,312.040009,306.350006,310.350006,868900,310.350006
"193",308.859985,309.73999,303.200012,307.640015,1051500,307.640015
"194",308.269989,309.26001,303.709991,303.920013,681500,303.920013
"195",304.209991,314.5,304.01001,310.880005,1152400,310.880005
"196",307.730011,312.589996,304.529999,311.48999,995100,311.48999
"197",310,314.309998,308.179993,314.170013,774400,314.170013
"198",311.820007,328.619995,311.75,326.450012,2119000,326.450012
"199",327.619995,331.98999,319.5,320.390015,1758300,320.390015
"200",320.570007,329.709991,320.470001,329.299988,1055700,329.299988
"201",319.970001,325.279999,317.829987,318.23999,1523500,318.23999
"202",315.850006,326,315.519989,325.269989,919000,325.269989
"203",325.170013,325.809998,319.25,324.76001,973400,324.76001
"204",325.130005,327.910004,319.829987,320.450012,842400,320.450012
"205",322.339996,326.529999,318.25,324.299988,2978600,324.299988
"206",283.040009,283.98999,273.779999,277.01001,9991100,277.01001
"207",275.350006,282.660004,270,281.519989,3333700,281.519989
"208",280.660004,282.399994,275.309998,276.119995,1637400,276.119995
"209",275,275.130005,268.179993,268.700012,1769000,268.700012
"210",268.140015,272.779999,264.899994,271.899994,1310500,271.899994
"211",271.899994,275.480011,269.75,270.200012,1035500,270.200012
"212",270.01001,280.829987,268.579987,279.459991,1952500,279.459991
"213",277.390015,278.630005,271.5,273.529999,1188900,273.529999
"214",273.369995,276.410004,270.589996,275.769989,835400,275.769989
"215",276.339996,276.339996,272.829987,274.5,765400,274.5
"216",274.450012,275.920013,272.529999,273.899994,598900,273.899994
"217",273.01001,276.880005,270.119995,275,821500,275
"218",275,281,273.51001,279.450012,1060800,279.450012
"219",272.720001,279.25,263,277.5,1822000,277.5
"220",277.730011,284.26001,277.480011,280.899994,984400,280.899994
"221",279.600006,287.25,277.820007,285.450012,1059900,285.450012
"222",285.890015,289.25,283.160004,283.700012,796700,283.700012
"223",283.559998,291.51001,283.559998,289.839996,1277900,289.839996
"224",289.839996,289.839996,282.170013,283.25,760900,283.25
"225",284.040009,284.040009,277.850006,279.51001,768500,279.51001
"226",279.869995,282.700012,278.779999,281.269989,598600,281.269989
"227",281.190002,282.5,278.559998,279.309998,335200,279.309998
"228",278.859985,279.970001,271.649994,274.519989,966200,274.519989
"229",274.899994,286.059998,272.230011,285.859985,1333200,285.859985
"230",297,304.470001,292.269989,301.98999,3293800,301.98999
"231",302,308.179993,301.140015,304.390015,1486100,304.390015
"232",302.399994,311.290009,300.23999,307.589996,1178300,307.589996
"233",311.059998,333.329987,309.790009,315.600006,2691000,315.600006
"234",318.01001,321.670013,312.01001,315.559998,1165000,315.559998
"235",310.670013,316.820007,310.51001,310.670013,817400,310.670013
"236",309.429993,314.589996,305.200012,313.649994,987100,313.649994
"237",313.429993,319.600006,311.5,315.899994,1870300,315.899994
"238",315.01001,316.660004,311.600006,313.390015,688700,313.390015
"239",313.540009,318.670013,311.149994,318.380005,699000,318.380005
"240",322,325.709991,317.450012,319.700012,962000,319.700012
"241",320.029999,321.640015,313.540009,314.019989,713000,314.019989
"242",312.799988,318.170013,311.869995,312.119995,1117200,312.119995
"243",313,315.98999,312.149994,313.420013,814200,313.420013
"244",314,315.459991,308.209991,313.170013,793800,313.170013
"245",314,315.809998,297.799988,298.670013,2019200,298.670013
"246",299.059998,299.769989,291.549988,292.399994,1527200,292.399994
"247",292,296.049988,290.329987,295.230011,1197600,295.230011
"248",295.519989,297.48999,292.950012,295.519989,545900,295.519989
"249",296,298.690002,294.390015,295.420013,864000,295.420013
"250",295,297.26001,293.049988,294.820007,516500,294.820007
"251",294.25,296.170013,286.399994,289.029999,1111400,289.029999
"252",290.899994,293.140015,289,292.950012,1463600,292.950012
"253",294,313.200012,293.26001,309,1957400,309
"254",309.029999,310.380005,304.390015,307.109985,703300,307.109985
"255",310.23999,314.279999,307.589996,313.790009,997800,313.790009
"256",314.100006,320.100006,312.329987,318.470001,1087700,318.470001
"257",319.670013,322.179993,318.140015,319.369995,681900,319.369995
"258",318.940002,328.25,318,321.799988,1154600,321.799988
"259",322.609985,328.190002,320.5,325.5,812900,325.5
"260",326.839996,328.619995,323.070007,327.339996,675900,327.339996
"261",329.329987,330.940002,324.899994,327.369995,706200,327.369995
"262",328,339.600006,325,334.630005,979100,334.630005
"263",334.51001,341.5,332.619995,337.529999,889000,337.529999
"264",339.25,345.880005,338.369995,343.869995,1153000,343.869995
"265",340,340.26001,329.309998,330,1438700,330
"266",330,334.390015,327.98999,328.709991,1225200,328.709991
"267",329.920013,331.940002,324.269989,329.529999,786800,329.529999
"268",330.339996,335.179993,329.600006,333.970001,573900,333.970001
"269",332.559998,332.559998,326.769989,330.230011,665600,330.230011
"270",327,336.23999,325,332.329987,764800,332.329987
"271",329.690002,331.190002,313.01001,322.079987,1929300,322.079987
"272",322.869995,330,321.679993,324.76001,737200,324.76001
"273",314.059998,315.200012,306.200012,314.720001,1646300,314.720001
"274",313.809998,317.5,310.850006,311.640015,952000,311.640015
"275",310.880005,314.359985,299.170013,300.299988,1349300,300.299988
"276",296.799988,305.459991,293.549988,304.329987,2092200,304.329987
"277",273.640015,279.700012,268.040009,272.209991,4780600,272.209991
"278",270.170013,271.109985,265,266.01001,1891100,266.01001
"279",266.790009,267.339996,247.520004,255.460007,3064600,255.460007
"280",257,259.160004,249.309998,254.449997,1953500,254.449997
"281",254.130005,257.959991,250.630005,251.330002,1520300,251.330002
"282",281.5,292.059998,281,289.910004,5384600,289.910004
"283",291.98999,292.600006,286.160004,286.649994,1209000,286.649994
"284",287,306,286.76001,305.630005,2742400,305.630005
"285",304.470001,322.25,300,317.570007,2740600,317.570007
"286",318,324.440002,316.01001,320.959991,1902900,320.959991
"287",320.040009,324.470001,311.670013,313.910004,1287400,313.910004
"288",316.549988,317.440002,309.170013,315.820007,955300,315.820007
"289",316.48999,318.73999,311.309998,311.890015,911000,311.890015
"290",318.859985,330.140015,317.309998,319.149994,1749900,319.149994
"291",320.200012,325.690002,318.269989,318.410004,912600,318.410004
"292",318.26001,320.880005,309.070007,313.26001,1095800,313.26001
"293",310.339996,320.850006,309.029999,319.98999,843300,319.98999
"294",320,324.820007,318.399994,320.160004,790300,320.160004
"295",322.25,322.73999,315.160004,318.040009,535300,318.040009
"296",315.859985,320.089996,314.880005,319.950012,384700,319.950012
"297",321,324.779999,315.950012,321.859985,537300,321.859985
"298",323.26001,323.410004,319.5,322.160004,567200,322.160004
"299",323,328.450012,321.73999,323.76001,628500,323.76001
"300",324.26001,328.910004,323.369995,326.799988,663300,326.799988
"301",327.390015,327.51001,318,319.660004,764500,319.660004
"302",319.679993,327,317.790009,318.910004,786600,318.910004
"303",319.100006,325.119995,318.950012,320.200012,726800,320.200012
"304",319.779999,321.880005,314.049988,316.799988,551200,316.799988
"305",316.75,322.720001,315,320.170013,548000,320.170013
"306",320.940002,339.200012,320.320007,334.519989,1378500,334.519989
"307",330.279999,344.339996,329,336.709991,1541300,336.709991
"308",337.230011,339.399994,321.26001,322.299988,1050600,322.299988
"309",327.390015,329,321.059998,327.859985,690400,327.859985
"310",329.899994,333.209991,321.029999,322.959991,598700,322.959991
"311",322,323.920013,316.220001,319.51001,516000,319.51001
"312",319.950012,327.390015,319.950012,323.109985,532700,323.109985
"313",322.23999,323.549988,307.700012,311.160004,819400,311.160004
"314",311.549988,317.809998,311,316.660004,598600,316.660004
"315",313.950012,328.029999,312.51001,325.839996,690300,325.839996
"316",326.100006,334.059998,325.190002,327.709991,599800,327.709991
"317",325.089996,328.070007,315.679993,318.070007,633600,318.070007
"318",320.089996,321.709991,316.880005,317.100006,514500,317.100006
"319",319.890015,323.799988,315.769989,321.769989,595200,321.769989
"320",321.450012,331.910004,320.579987,321.75,667800,321.75
"321",323.649994,327.690002,319.700012,325.079987,618200,325.079987
"322",328.399994,328.399994,315.950012,318.359985,625500,318.359985
"323",318.589996,330,318.109985,326.600006,783000,326.600006
"324",330,340.76001,329.579987,334.609985,894500,334.609985
"325",336,351.170013,335.720001,339.359985,1597100,339.359985
"326",339,342.579987,334.01001,338.459991,709800,338.459991
"327",336.059998,339.75,330.570007,331.950012,802800,331.950012
"328",333.649994,336.299988,326,330.709991,981400,330.709991
"329",332.950012,339.040009,329.660004,333.100006,849800,333.100006
"330",333.220001,342.01001,330.369995,339.519989,1360200,339.519989
"331",388.329987,425.649994,386.109985,422.5,7034600,422.5
"332",420.279999,433,416.809998,427.350006,3145900,427.350006
"333",427.600006,432.5,419.809998,423.329987,1681600,423.329987
"334",423.290009,431,420.01001,426.01001,969900,426.01001
"335",424.730011,425.100006,417.579987,421.220001,1048300,421.220001
"336",420.890015,423.01001,416.660004,419.420013,801100,419.420013
"337",418.899994,424.100006,417.540009,420.410004,704100,420.410004
"338",421.609985,421.690002,415.23999,419.619995,581100,419.619995
"339",418.679993,428.279999,418.01001,424.420013,674500,424.420013
"340",428.920013,429.929993,422.660004,424.690002,571600,424.690002
"341",423.820007,426.5,420.519989,422.670013,465200,422.670013
"342",422.149994,428.339996,421.720001,424.899994,546000,424.899994
"343",427.299988,432.829987,423.519989,425.059998,824000,425.059998
"344",424.73999,431.230011,422.670013,426.559998,730900,426.559998
"345",429.320007,447.709991,429.320007,444.670013,1860700,444.670013
"346",444.51001,444.910004,436.089996,438.579987,1140900,438.579987
"347",438.269989,439.690002,431.049988,431.950012,710000,431.950012
"348",433.269989,435.75,430.200012,433.859985,412500,433.859985
"349",435.769989,435.769989,430.600006,433.440002,410700,433.440002
"350",432,436.25,430.640015,435.51001,369800,435.51001
"351",435,435.589996,430.630005,433.429993,297800,433.429993
"352",433.910004,436.609985,427.559998,428.959991,454500,428.959991
"353",428.910004,434.850006,427,433.01001,528000,433.01001
"354",433.940002,437.339996,432.540009,436.609985,385300,436.609985
"355",437.079987,441.5,429.149994,430.179993,665900,430.179993
"356",431.589996,439.950012,430.959991,438.619995,640700,438.619995
"357",441.660004,444.5,438.079987,443.829987,570800,443.829987
"358",444.690002,456,442.470001,453.339996,719400,453.339996
"359",453.959991,458.690002,452.130005,453.820007,724600,453.820007
"360",454.910004,457.75,446.579987,448.279999,509600,448.279999
"361",448.98999,459.649994,446.910004,453.380005,1388200,453.380005
"362",452.820007,470,452.820007,466.640015,1128500,466.640015
"363",466.440002,469.420013,462.440002,466.299988,715200,466.299988
"364",466.910004,469.420013,456.950012,457.299988,549600,457.299988
"365",459.320007,461.399994,454.399994,460.440002,493800,460.440002
"366",459.880005,465.450012,457.070007,462.01001,544700,462.01001
"367",459.019989,472.309998,458.589996,468.459991,550800,468.459991
"368",464.299988,471.200012,464,469.220001,554100,469.220001
"369",469.299988,470.76001,462.160004,465.5,372800,465.5
"370",468.600006,473.959991,462.73999,463.160004,507100,463.160004
"371",469.190002,474.459991,464.079987,469.940002,662000,469.940002
"372",467,467.649994,450.589996,454.170013,794100,454.170013
"373",455.459991,465.149994,455,461.700012,907700,461.700012
"374",460,467.51001,455.200012,457.23999,628600,457.23999
"375",434.549988,440.440002,415.059998,428.359985,2254100,428.359985
"376",433,437.600006,429.279999,431.369995,1022000,431.369995
"377",427.980011,442.98999,424.359985,442.820007,701300,442.820007
"378",443.5,450.470001,441.019989,448.950012,457000,448.950012
"379",450,450,444.630005,448.019989,472500,448.019989
"380",449.850006,451.820007,445.619995,451.040009,573500,451.040009
"381",454.380005,464.570007,452.76001,463.890015,729900,463.890015
"382",455.720001,461.140015,452.559998,454.209991,671300,454.209991
"383",452.73999,459.790009,452.170013,457.179993,580600,457.179993
"384",459.890015,464.390015,458.399994,459.049988,405100,459.049988
"385",458.600006,461,456.670013,457.209991,349400,457.209991
"386",455.160004,458.220001,448.950012,452.059998,531900,452.059998
"387",451.290009,459.779999,448.529999,452.540009,531500,452.540009
"388",453.769989,454.73999,448.200012,453.579987,308300,453.579987
"389",453,458.309998,452,454.829987,291500,454.829987
"390",453.279999,454.570007,449.01001,451.190002,429500,451.190002
"391",451.130005,457.059998,448.790009,456.589996,443900,456.589996
"392",456.950012,456.950012,447.209991,449.480011,577500,449.480011
"393",446.01001,457.200012,446.01001,451.630005,440800,451.630005
"394",449.26001,451.540009,446,446.76001,875400,446.76001
"395",473.839996,483.290009,465.559998,472.299988,2182100,472.299988
"396",470.149994,472.98999,464.549988,465.470001,745400,465.470001
"397",448,452.75,425.880005,433.660004,4542100,433.660004
"398",435,444.98999,429.01001,442.630005,1131400,442.630005
"399",440.079987,461.100006,439.429993,460.380005,1239700,460.380005
"400",460.25,468.440002,459,463.269989,1083300,463.269989
"401",464.779999,480.230011,461.809998,475.25,1130000,475.25
"402",476.5,482,471.019989,478.019989,548500,478.019989
"403",478.779999,488.23999,477.940002,487.570007,804200,487.570007
"404",488.429993,493,486.720001,487.679993,592300,487.679993
"405",484.940002,490.850006,482.440002,485.470001,597400,485.470001
"406",486.380005,489.959991,481.25,484.660004,383000,484.660004
"407",486.820007,495.040009,485.01001,493.320007,876300,493.320007
"408",504.790009,526.409973,504.73999,525.890015,1918600,525.890015
"409",526.51001,530.679993,499.440002,502.700012,2211500,502.700012
"410",505.040009,513.52002,500.48999,510.440002,725100,510.440002
"411",510.339996,516.76001,504.190002,515.75,598500,515.75
"412",515.75,522.22998,512.119995,518.900024,450900,518.900024
"413",519.099976,527,518.02002,523.580017,459300,523.580017
"414",514.380005,522.690002,511.119995,518.039978,705700,518.039978
"415",520.539978,522.789978,519.309998,520.710022,451400,520.710022
"416",511.75,513.01001,493.459991,495.600006,1373600,495.600006
"417",496.48999,503,493.420013,494.089996,515800,494.089996
"418",497.600006,497.600006,485.579987,487.649994,771200,487.649994
"419",486.380005,490.420013,482.179993,483.98999,561200,483.98999
"420",480,481.529999,472,475.179993,803300,475.179993
"421",476.190002,479.450012,471.25,477.48999,593100,477.48999
"422",479.100006,481.519989,473.290009,477.880005,710500,477.880005
"423",479.519989,482.429993,476.26001,481.049988,796600,481.049988
"424",474.76001,483.290009,468.170013,482.029999,780000,482.029999
"425",482.779999,490.470001,477.829987,489.119995,781200,489.119995
"426",489.119995,493.559998,487.339996,488.230011,406400,488.230011
"427",488.130005,495.850006,484.529999,494.769989,513200,494.769989
"428",494.799988,497.869995,491.880005,495.940002,439100,495.940002
"429",497.23999,497.23999,488.51001,491.559998,506400,491.559998
"430",491.619995,491.619995,481.98999,488.320007,633400,488.320007
"431",487.630005,493.809998,487.630005,491.48999,438800,491.48999
"432",491.109985,492.970001,488.839996,490.600006,386300,490.600006
"433",492.299988,496.890015,477.299988,480.100006,654000,480.100006
"434",480.480011,480.880005,465.220001,467.369995,994700,467.369995
"435",465.109985,467.350006,458.079987,465.890015,620300,465.890015
"436",468.089996,468.899994,463.589996,465.619995,354300,465.619995
"437",467.299988,471.5,462.970001,467.910004,547900,467.910004
"438",469.040009,473.980011,464.350006,465.399994,440700,465.399994
"439",461.799988,462.309998,453.670013,454.519989,932600,454.519989
"440",446.970001,458.859985,446,446.970001,958100,446.970001
"441",448,450.709991,435.76001,436.369995,916600,436.369995
"442",436.059998,439.98999,431.440002,436.440002,707100,436.440002
"443",440,447.829987,439,447.769989,860500,447.769989
"444",446.910004,454.799988,444.160004,449.359985,958800,449.359985
"445",448.649994,455,444.220001,448.559998,839300,448.559998
"446",448.950012,455.76001,446.040009,447.089996,492600,447.089996
"447",445.940002,446.700012,433.299988,434.209991,638400,434.209991
"448",432,442.429993,430.309998,433.929993,659800,433.929993
"449",439.549988,444.640015,425.140015,435.709991,819200,435.709991
"450",434.440002,436.279999,428.779999,431.73999,502100,431.73999
"451",432.230011,435.339996,424.070007,433.950012,941600,433.950012
"452",433.290009,434.609985,421.540009,429.850006,734400,429.850006
"453",424,432.329987,420.859985,431.730011,747300,431.730011
"454",433,436.51001,427.26001,428.540009,511100,428.540009
"455",436.049988,437,426.720001,431.190002,572700,431.190002
"456",430.380005,435.410004,428.359985,434.290009,572900,434.290009
"457",432.660004,434.380005,411.549988,413,840100,413
"458",417.26001,427.910004,413.170013,423.880005,1272400,423.880005
"459",433.100006,441.779999,420.579987,438.380005,1632100,438.380005
"460",443.480011,453.899994,436.309998,440.869995,881300,440.869995
"461",438.679993,462.450012,438.119995,461.769989,992900,461.769989
"462",465.640015,470.779999,455.420013,460.329987,1210600,460.329987
