"","EQIX.Open","EQIX.High","EQIX.Low","EQIX.Close","EQIX.Volume","EQIX.Adjusted"
"100",442.640015,446,439.940002,444.970001,423200,410.05014
"101",444.980011,446.579987,439.970001,441.220001,296600,406.594391
"102",440.470001,442.76001,439.790009,439.910004,345400,405.387238
"103",440.679993,442.649994,436.910004,441.01001,741500,406.40097
"104",441.700012,443.019989,436.029999,436.929993,493800,402.641113
"105",437.929993,444.709991,435,444.320007,530900,409.451111
"106",442.559998,445.209991,440.149994,444.209991,353600,409.349701
"107",444.440002,447.26001,441.079987,442.309998,373100,407.598938
"108",442.019989,444.320007,437.160004,440.690002,406400,406.105957
"109",441.75,441.869995,434.059998,440.390015,394000,405.829559
"110",439.390015,442.700012,435.779999,439.209991,555000,404.742096
"111",436.779999,440.170013,422.269989,425.01001,869800,391.656555
"112",425.570007,435,425.440002,430.540009,393400,396.752502
"113",436.429993,437.339996,430.779999,432.100006,408700,398.190155
"114",429.079987,435.279999,427.100006,433.959991,315600,399.904083
"115",436.359985,437.339996,424.019989,427.279999,1718100,393.748383
"116",427.859985,432.640015,426.649994,432.220001,457500,398.30069
"117",433.779999,435.549988,430.100006,433.940002,456100,399.885773
"118",431.899994,437,426.779999,436.48999,702500,402.235596
"119",436.200012,442.5,433.01001,440.290009,606100,405.737396
"120",439.790009,442.619995,433.790009,434.070007,1409500,400.005554
"121",434.369995,440.140015,433.700012,438.48999,473600,404.078613
"122",437.940002,439.829987,433.149994,433.649994,404700,399.6185
"123",436.649994,437.959991,429.339996,430.76001,357500,396.955292
"124",428.119995,431,416.720001,421.279999,587600,388.219238
"125",424.079987,431.230011,423.559998,429.160004,528000,395.480896
"126",431.540009,435.109985,421.320007,422.76001,253300,389.58313
"127",424.029999,425.559998,420.589996,424.079987,368200,390.79953
"128",421.5,423.690002,416.640015,418.429993,436400,385.592896
"129",418.980011,425.350006,418.779999,423.299988,365400,390.080719
"130",423.769989,427.98999,423.149994,427.089996,427400,393.573242
"131",427.980011,431.820007,426.299988,431.040009,547100,397.213379
"132",433.25,439.940002,430.970001,437.109985,438000,402.806946
"133",436.429993,438.529999,434.230011,436.23999,301600,402.005249
"134",437.920013,443.450012,436.679993,437.700012,311200,403.350708
"135",437.700012,438.869995,433.640015,435.480011,458200,401.304901
"136",435,438.570007,431.859985,438.279999,384500,403.885101
"137",438.619995,444.549988,434.089996,440.5,383500,405.930908
"138",440.200012,443.600006,438.059998,441.209991,470600,406.585175
"139",439.529999,445.200012,439.529999,441.440002,514800,406.79718
"140",441.040009,442.720001,438.26001,441.600006,280700,406.944641
"141",442.529999,445.350006,434.559998,436.959991,261600,402.668793
"142",438.320007,442.480011,436.959991,440.040009,327300,405.506958
"143",441.970001,443.959991,436.190002,442.869995,374000,408.114929
"144",441.790009,448.329987,441.790009,447.899994,393800,412.750214
"145",449.140015,451.290009,446.440002,450.730011,369700,415.358124
"146",452.25,455.369995,450.859985,453.079987,458200,417.523651
"147",454.079987,457.459991,445.730011,455.470001,633200,419.726135
"148",459,459,442.619995,449.359985,816300,414.095612
"149",449.450012,453.540009,441.820007,445.579987,441300,410.612213
"150",445.959991,450.540009,443.950012,444.230011,478700,409.368225
"151",442.809998,444.890015,439.100006,441.529999,296700,406.880096
"152",441.609985,448.459991,440.170013,447.809998,359500,412.667236
"153",446.660004,446.920013,438.540009,439.480011,279700,404.990997
"154",440.709991,441.899994,437.320007,438.390015,327500,403.986481
"155",441.390015,450.299988,441.390015,449.48999,442400,414.215424
"156",445.720001,449.480011,445.720001,448.329987,280600,413.146393
"157",449.660004,455.73999,447.660004,454.790009,307900,419.099487
"158",454.779999,458.850006,451.230011,451.549988,379100,416.11377
"159",450.959991,454.290009,448.299988,450,520700,414.685394
"160",447.200012,451.5,447.190002,450.290009,302400,416.805054
"161",450.549988,457.040009,448.929993,456.290009,340000,422.358948
"162",455.709991,462.230011,455.609985,461.799988,561700,427.459198
"163",461.929993,465.890015,460.640015,463.529999,478800,429.060486
"164",465.23999,468.160004,463.709991,466.190002,438600,431.522766
"165",467.679993,468.859985,460.959991,462.910004,304900,428.486664
"166",462.109985,467.410004,460.450012,466.23999,329800,431.569031
"167",465.769989,466.790009,463.429993,465.670013,325400,431.041443
"168",467.01001,470.440002,465.579987,468.410004,466600,433.577606
"169",468.23999,469.880005,464.190002,465.959991,348500,431.309784
"170",464.829987,465.48999,456.200012,463.48999,733400,429.023499
"171",462.850006,464.51001,460.73999,463.519989,519700,429.051208
"172",464,468.859985,462.26001,464.820007,378500,430.254608
"173",463.190002,464.609985,460.329987,462,655300,427.644318
"174",464.519989,474.709991,462.450012,474.420013,591300,439.140717
"175",474.190002,475.279999,464.290009,468.380005,452400,433.549896
"176",468.359985,468.420013,457.649994,458.869995,805200,424.74707
"177",457.320007,457.660004,451.309998,454.910004,697700,421.081512
"178",456.579987,457.730011,447.519989,455.309998,1024900,421.451813
"179",456.220001,457.200012,449.089996,450.149994,788600,416.675446
"180",450.450012,456.98999,448.950012,453.040009,788000,419.350616
"181",453.73999,456.470001,447.019989,449.23999,1020600,415.83316
"182",449.549988,451,446.5,446.570007,421200,413.361664
"183",447.100006,449.339996,440.839996,441.660004,407100,408.816833
"184",441.839996,441.98999,435.899994,437.209991,462500,404.697754
"185",439,439.070007,434.190002,434.420013,418100,402.115173
"186",434.679993,443.450012,430.709991,441.929993,656100,409.066711
"187",441.380005,443.820007,439.279999,441.720001,285300,408.872437
"188",441.51001,447.100006,439.670013,446.299988,402600,413.111786
"189",447.329987,451.559998,444.299988,444.480011,420400,411.427155
"190",443.929993,443.929993,440.299988,442.359985,261700,409.464783
"191",442.350006,444.079987,439.540009,442.970001,226200,410.029449
"192",445.160004,448.149994,443.190002,445.420013,320400,412.297272
"193",443.809998,449.950012,440.309998,448.829987,381800,415.453644
"194",448.959991,452.459991,447.980011,451.320007,207800,417.758484
"195",453.190002,457.290009,451.51001,451.890015,259000,418.286072
"196",453.649994,461.279999,453.570007,458.970001,392900,424.839569
"197",458.380005,468.220001,458.380005,464.700012,439200,430.143494
"198",467.290009,467.290009,460.829987,462.820007,252500,428.403259
"199",463.609985,465.920013,460.140015,461.350006,220700,427.042664
"200",460.410004,462.799988,458.589996,461.579987,279000,427.255554
"201",464.049988,471.619995,458,471.230011,407600,436.187866
"202",470.700012,472.410004,469.459991,470.549988,370500,435.558441
"203",472.709991,472.709991,466.470001,468.76001,321800,433.901581
"204",469.429993,469.429993,458.200012,458.809998,484700,424.691528
"205",461.369995,464.480011,460.589996,462.970001,299100,428.542175
"206",462.75,466.48999,457.329987,457.929993,484800,423.876984
"207",460.320007,462.709991,453.269989,454.200012,468800,420.424347
"208",454.570007,457.190002,453.049988,456.51001,333500,422.562531
"209",456.320007,461.790009,455.179993,459.730011,246400,425.543121
"210",458.359985,464.480011,457.309998,463.5,352600,429.032745
"211",464.970001,467.73999,463.519989,467.059998,427600,432.328003
"212",481,491.799988,476.399994,488.679993,867800,452.340302
"213",485.869995,489.920013,482.660004,486.649994,464900,450.461212
"214",484.98999,493.089996,484.98999,491.619995,398100,455.061707
"215",492.859985,493.799988,483.019989,488.059998,489900,451.766418
"216",486.940002,495.350006,486.940002,492.980011,435600,456.320557
"217",491.730011,493.910004,483.690002,484.859985,244000,448.804352
"218",484.23999,485.070007,480.920013,482.209991,279000,446.351471
"219",481.910004,485.920013,478.540009,484.119995,428400,448.119385
"220",480.070007,484.309998,478.320007,481.049988,278000,447.124878
"221",479.369995,483.440002,473.519989,474.420013,312900,440.962433
"222",474.899994,477.399994,473.339996,475.089996,528400,441.585175
"223",473.73999,475.630005,470.01001,472.799988,297700,439.456665
"224",474.269989,474.529999,470.48999,471.890015,174800,438.610809
"225",472.690002,475.130005,471.279999,474.26001,374700,440.81369
"226",473.079987,475.019989,470.799988,472.369995,173800,439.056976
"227",473,476.730011,472.269989,474.070007,99600,440.637085
"228",474.040009,481.23999,472.109985,478.920013,316300,445.145081
"229",481.399994,481.48999,475.859985,477.950012,391700,444.243469
"230",478,478,464.929993,468.320007,420100,435.292603
"231",468.190002,468.190002,461.299988,464.48999,590700,431.732727
"232",464.75,469.459991,461.23999,469.160004,367600,436.073364
"233",471.029999,471.390015,441.779999,442.279999,654200,411.08905
"234",442.290009,449.399994,441,445.589996,427700,414.165619
"235",446.880005,452.730011,445.529999,450.23999,325900,418.48764
"236",450.73999,458.109985,448.019989,455.769989,551200,423.627655
"237",459.040009,459.660004,450.190002,452.390015,384600,420.486053
"238",451.630005,455.579987,446.420013,449.579987,496700,417.874176
"239",449.700012,453.109985,446.410004,450.209991,327500,418.459778
"240",454.709991,457.970001,450.25,451.279999,638500,419.454315
"241",452.339996,461.170013,450.209991,460.350006,391400,427.884735
"242",462.429993,462.429993,455.309998,457.850006,846700,425.560974
"243",457.850006,461.980011,455.459991,455.820007,551600,423.674133
"244",455.649994,456.579987,445.309998,448.519989,376900,416.888947
"245",446.23999,448.170013,444.959991,447.200012,486100,415.662079
"246",448.809998,451.079987,444.660004,445.890015,327200,414.444397
"247",446.609985,448.200012,443.75,446.600006,444500,415.10437
"248",443.01001,447.51001,442.649994,446.700012,315600,415.197296
"249",447.700012,452.160004,445.730011,451.690002,299200,419.835358
"250",451.119995,456.630005,449.399994,455.109985,316800,423.014191
"251",455.549988,458.859985,452.769989,453.220001,266200,421.257477
"252",453.529999,456.559998,445.970001,446.920013,614300,415.401733
"253",449.140015,452.559998,446.649994,448.980011,464600,417.316498
"254",449.329987,450.459991,447.429993,447.950012,450500,416.359222
"255",450.149994,450.940002,447.809998,449.48999,335800,417.790558
"256",450.790009,461.359985,448,458.200012,532500,425.886292
"257",459.890015,461.730011,454.01001,455.980011,397500,423.822876
"258",453.019989,453.779999,442.26001,443,636300,411.758301
"259",443,452.279999,435.040009,435.390015,606400,404.684906
"260",436.170013,439.540009,428.299988,435.950012,1090100,405.205475
"261",436.799988,452.609985,436.48999,448.100006,858100,416.498535
"262",448.869995,452.48999,439.160004,441.899994,627500,410.735809
"263",440.100006,444.929993,436.820007,437.450012,807400,406.59967
"264",438.779999,442.070007,433.480011,437.890015,598900,407.008575
"265",438,439.279999,433.309998,436.049988,702000,405.29837
"266",436.190002,446.209991,434.570007,442,797600,410.828796
"267",442.779999,445.730011,438.850006,441.299988,612200,410.17804
"268",441.459991,444.779999,433,439.170013,929000,408.198395
"269",435,442.679993,432.01001,441.589996,1228700,410.447693
"270",446.980011,449.899994,434.470001,435.160004,630800,404.471161
"271",430,441.839996,430,439.559998,700200,408.560852
"272",442.450012,458.640015,440.100006,455.190002,739500,423.088593
"273",452.690002,457.859985,443.76001,444.540009,568500,413.189606
"274",442,446.26001,435.519989,437.350006,533000,406.506714
"275",436.980011,441.839996,427,429.809998,580700,399.498413
"276",427.309998,434.040009,421.209991,430.850006,726100,400.465149
"277",430,438.049988,425.799988,426.079987,424000,396.031525
"278",427.570007,430,409.940002,409.980011,964900,381.066956
"279",412,430.01001,409.480011,425.809998,1045500,395.780609
"280",428.609985,438.170013,416.160004,431.450012,876400,401.022797
"281",431.690002,437.829987,426.01001,436.25,910100,405.484344
"282",434.299988,436.880005,428.929993,435.829987,879400,405.093964
"283",418.269989,420,401,407.309998,2817100,378.585175
"284",405.290009,408.679993,396.290009,403.299988,1316300,374.858032
"285",400.75,405.959991,396.119995,396.440002,794600,368.481812
"286",395.01001,396.040009,384.589996,384.920013,1193900,357.774292
"287",388.850006,393.540009,384.220001,390.450012,858700,362.914276
"288",390.140015,402.5,390.140015,394.839996,1033900,369.150299
"289",396.679993,397.420013,391.040009,394.179993,453200,368.533203
"290",394.869995,396.649994,389.459991,391.209991,513700,365.756409
"291",396.579987,398.450012,391.279999,392.100006,603800,366.588501
"292",393.01001,394.679993,385.480011,386.290009,548700,361.156586
"293",385.660004,387.019989,374.910004,381.820007,807900,356.977448
"294",370.790009,391,370.790009,388.51001,426100,363.232147
"295",387.899994,395.019989,386.959991,391.619995,432500,366.139771
"296",390.149994,394.160004,389.779999,391.380005,649400,365.915405
"297",393.059998,393.059998,387.369995,389.420013,549100,364.082916
"298",391.299988,395.380005,388.859985,395.160004,456800,369.449463
"299",397.48999,399.890015,394.880005,395.350006,1087200,369.627045
"300",397.390015,405.959991,397.339996,405.420013,801700,379.041931
"301",404.899994,416.440002,404.149994,413.709991,908700,386.792511
"302",412.579987,415.679993,410.720001,415.230011,707100,388.213562
"303",417.329987,421,413.75,419.890015,1072900,392.570465
"304",415.339996,418.170013,409.119995,411.709991,945300,384.922668
"305",411.320007,415.959991,411.320007,415.26001,424200,388.241699
"306",415.73999,415.980011,407.690002,411.839996,618800,385.044159
"307",410.859985,420.850006,407.820007,417.579987,1023700,390.410706
"308",417.73999,419.109985,401,401.679993,852300,375.545258
"309",405.839996,410.269989,404.369995,409.609985,450400,382.95929
"310",410.76001,417.25,404,409.880005,517100,383.21167
"311",411.399994,418.440002,410.950012,417.019989,590500,389.887115
"312",420.089996,421.589996,414.799988,418.140015,628800,390.934296
"313",419.119995,419.809998,403.700012,408.549988,627400,381.968231
"314",409.109985,412.429993,404.980011,408.600006,467500,382.014954
"315",406.190002,413.179993,404.179993,411.98999,497900,385.184448
"316",412.609985,414.609985,409.01001,413.589996,386000,386.680389
"317",411.850006,416.230011,404.440002,407.040009,518900,380.556519
"318",410.089996,417.880005,408.049988,409.570007,535700,382.921875
"319",412.339996,415.179993,402.670013,405.589996,576500,379.200775
"320",403.23999,411.869995,401.660004,408.980011,465600,382.37027
"321",410.26001,410.600006,400.73999,401.200012,358700,375.096436
"322",402.040009,404.899994,399.920013,401.450012,345800,375.330139
"323",402.820007,406.630005,401.01001,405.519989,396700,379.135315
"324",406.049988,413.320007,403.079987,409.76001,578800,383.099457
"325",411.529999,415,409.170013,414.179993,483400,387.231934
"326",412.519989,412.519989,406,409.369995,382300,382.734833
"327",411.200012,414.279999,405.109985,406.059998,411100,379.640198
"328",406.609985,408.839996,405.130005,407.579987,568500,381.06134
"329",409,410.720001,407.329987,409.529999,615900,382.88446
"330",408.589996,411.380005,406.170013,410.209991,460400,383.520142
"331",412.970001,418.529999,409.950012,416.079987,364700,389.008331
"332",416.26001,422.190002,415,421.149994,485800,393.748383
"333",422.470001,423.399994,419.049988,420.790009,538500,393.411835
"334",420.790009,424.869995,417.890015,423.029999,450200,395.506073
"335",422.160004,433.26001,420.26001,424.089996,1047400,396.497162
"336",417,423,393.119995,398.130005,1441000,372.226135
"337",396.200012,405.769989,396.200012,403.880005,548700,377.602081
"338",404.089996,405.450012,392.209991,394.160004,705400,368.514557
"339",392.480011,393.920013,384.450012,388.339996,978500,363.073151
"340",389.26001,390.290009,386.140015,388.170013,484000,362.914215
"341",390.220001,398.950012,389.519989,398.660004,390300,372.721741
"342",400,406.019989,398.179993,401.890015,431900,375.741608
"343",400.450012,402.609985,396.839996,397.950012,274700,372.057922
"344",394.470001,395.799988,386.609985,388.320007,553200,363.054474
"345",388.959991,394.01001,384.559998,385.76001,425100,360.661011
"346",386.019989,387.679993,380.160004,381.929993,426600,357.0802
"347",382,389.670013,381.950012,385.859985,634200,360.754517
"348",387.23999,388.929993,384.910004,388.75,482800,363.456482
"349",387.850006,388.290009,382.26001,383.190002,413300,360.371796
"350",381.959991,385,379.660004,384.420013,553000,361.528595
"351",391.570007,392,385.179993,387,610400,363.954895
"352",386.450012,391.369995,384.730011,388.049988,365300,364.942444
"353",388.649994,396.640015,385.570007,396.100006,589500,372.513062
"354",393.850006,403.320007,393.850006,401.290009,603600,377.394012
"355",396.25,403.149994,394.01001,396.850006,901500,373.218414
"356",397.190002,400.470001,395.23999,399.209991,670300,375.437775
"357",398.529999,401.679993,395.899994,400.940002,403300,377.06485
"358",401.410004,403,394.910004,395.570007,518100,372.014618
"359",395.640015,397.769989,390.73999,395.51001,418400,371.958252
"360",395.429993,398.660004,393.399994,397.420013,390200,373.754425
"361",396,403.799988,395.170013,403.350006,439500,379.331299
"362",403.089996,407.730011,402.540009,404.230011,521900,380.158936
"363",404.26001,407.660004,401.790009,405.329987,504000,381.19342
"364",405.899994,406.98999,391.220001,392.690002,559900,369.306152
"365",395.179993,397.459991,393.01001,396.73999,588600,373.114929
"366",397.48999,401.980011,395.76001,398.76001,831300,375.014679
"367",397.359985,402.01001,395.059998,401.690002,451200,377.770142
"368",396.980011,404.5,396.980011,401.76001,628900,377.835999
"369",401.76001,417.869995,401.609985,410.720001,1151100,386.262512
"370",411.5,421.23999,410.140015,419,999700,394.049408
"371",421,421,410.579987,418.859985,1106300,393.917664
"372",415.920013,420.929993,413.690002,418.570007,1060300,393.64502
"373",420,431.980011,417.709991,429,1497000,403.453857
"374",431.109985,431.630005,425.339996,425.570007,730700,400.22818
"375",427.359985,429.700012,420.549988,427.049988,445300,401.620056
"376",428.519989,432.420013,421.890015,429.890015,547700,404.290955
"377",429.339996,431.179993,423.170013,428.209991,562200,402.710968
"378",428.640015,429.589996,425.089996,426.23999,333500,400.858246
"379",427.459991,440.269989,427.459991,440.149994,795900,413.939911
"380",442.670013,446.910004,442.670013,445.700012,524500,419.159485
"381",446.920013,446.920013,439.350006,442.51001,422700,416.159424
"382",442,449.390015,440,445.880005,470700,419.328705
"383",445.369995,447.890015,441.140015,443.470001,381200,417.062286
"384",444.609985,446.660004,441.959991,445.670013,339400,419.131287
"385",445.119995,447.450012,442.859985,443.429993,281700,417.024658
"386",443.140015,444.700012,437.26001,439.779999,371400,413.59201
"387",441.109985,442.440002,437.609985,438.450012,406000,412.341187
"388",436.329987,438.910004,423.589996,434.549988,350600,408.673431
"389",434.940002,439.790009,433.73999,437.190002,376900,411.15625
"390",437.720001,437.720001,432.26001,434.220001,361000,408.363098
"391",432.839996,435.769989,426.73999,428.799988,505700,403.265839
"392",428.959991,429.98999,424.440002,428.730011,746900,403.200012
"393",430.160004,433.910004,428.269989,432.640015,398600,406.877167
"394",434,438.100006,430.399994,435.200012,487200,409.284698
"395",434.700012,448.75,434.700012,443.200012,594800,416.808441
"396",442.910004,445.899994,432.160004,432.660004,639400,406.896057
"397",434.790009,442.399994,433.190002,439.279999,684700,413.121765
"398",437,446.359985,426,445.130005,527800,418.623474
"399",444.26001,450.299988,439.660004,447.890015,476500,421.219025
"400",447.600006,456.799988,443.399994,455.429993,643000,428.310028
"401",454.450012,457.98999,447.859985,452.869995,539800,425.902557
"402",453.149994,453.149994,445.980011,447.899994,492400,421.228485
"403",453.149994,453.149994,446.480011,447.5,631700,420.852295
"404",435.51001,455.200012,435.429993,444.98999,963700,418.491699
"405",442.700012,443.829987,437.01001,437.23999,675400,411.203339
"406",438.019989,442.049988,437.070007,440.809998,425200,414.560669
"407",438.920013,441.290009,433.48999,434.019989,638700,408.174988
"408",433.23999,438.190002,432.579987,436.410004,524100,410.422729
"409",437.799988,444.720001,436.320007,443.600006,820700,417.18457
"410",441.51001,444.410004,437.640015,438.769989,486600,412.64212
"411",440.700012,440.700012,435.299988,438.329987,509300,412.228302
"412",435.679993,436,432.369995,432.609985,467500,408.976227
"413",432.649994,434.899994,428.230011,429.940002,339700,406.452087
"414",431.410004,432.609985,428.459991,429.170013,325900,405.724182
"415",428.609985,432.470001,426.399994,430.019989,501800,406.52774
"416",430.880005,433.380005,429.700012,432.549988,391600,408.919525
"417",432.339996,435.899994,430.149994,435.679993,324400,411.87854
"418",435.549988,439.890015,434.380005,436.109985,324100,412.285034
"419",436.410004,437.809998,428.029999,430.690002,339500,407.161163
"420",430.940002,436.660004,430.940002,436.130005,442800,412.304016
"421",434.329987,435.920013,425.890015,428.390015,486000,404.986877
"422",427.5,431.119995,421.5,430.209991,663700,406.707397
"423",429.950012,432.609985,426.119995,431.649994,432900,408.068756
"424",430.799988,433.75,429.5,431.089996,318900,407.539307
"425",431.380005,437.48999,430,434.019989,536100,410.309265
"426",433.51001,435.200012,430.5,434.660004,370500,410.914276
"427",436.600006,439.970001,432,439.429993,412900,415.423645
"428",442.040009,446,439.399994,443.839996,527200,419.592804
"429",443.339996,448.329987,440.450012,448.140015,473200,423.657928
"430",448.209991,449.76001,444.410004,447.299988,509700,422.8638
"431",447.700012,449.910004,444.640015,445.209991,349100,420.887909
"432",444.429993,447.25,441.350006,442.269989,283300,418.10849
"433",442.700012,446.899994,441.459991,445.01001,388100,420.698822
"434",446.470001,447.799988,441.570007,441.679993,658300,417.55072
"435",438.440002,438.440002,429.220001,431.970001,453200,408.371246
"436",440.940002,440.940002,425.809998,428.76001,428300,405.336609
"437",428.820007,428.820007,421.920013,423.130005,579200,400.014221
"438",423.980011,432.140015,422.929993,430.149994,518400,406.650635
"439",430.149994,437.230011,429.109985,432.890015,651400,409.240967
"440",433.26001,435.839996,431.230011,431.350006,407900,407.785095
"441",432.279999,432.850006,428.109985,431.809998,350000,408.220001
"442",431.779999,436.149994,423.769989,425.299988,459600,402.065674
"443",423.5,424.76001,418.5,422.459991,267600,399.380798
"444",421.959991,422.970001,416.589996,417.320007,670100,394.521576
"445",415.910004,422.839996,415.26001,418.940002,514400,396.05307
"446",417.540009,421.820007,414.910004,416.589996,519500,393.831482
"447",416,419.75,410,410.079987,579300,387.677094
"448",410.369995,410.630005,394.769989,397.079987,640200,375.387329
"449",399.519989,402.26001,392.929993,395.940002,690900,374.309631
"450",396.619995,400.100006,394.380005,396.589996,305900,374.924072
"451",399.309998,409.359985,397.529999,408.290009,374400,385.984894
"452",408.179993,411.380005,406.26001,410.440002,345900,388.017395
"453",409.839996,413.519989,407.160004,411.649994,356500,389.161316
"454",411.779999,419.399994,411.779999,414.309998,435700,391.676056
"455",414.600006,417.820007,410.970001,411.730011,263000,389.236969
"456",409.209991,413.160004,404.940002,411.410004,401200,388.934509
