"","BKNG.Open","BKNG.High","BKNG.Low","BKNG.Close","BKNG.Volume","BKNG.Adjusted"
"46",1738.150024,1756.319946,1738.150024,1749.420044,419500,1749.420044
"47",1757.140015,1759.170044,1750.810059,1754.23999,330700,1754.23999
"48",1757,1772.48999,1754.939941,1767.119995,327900,1767.119995
"49",1767.930054,1769.859985,1756.23999,1769,320900,1769
"50",1772.780029,1773.380005,1759.780029,1767.97998,353200,1767.97998
"51",1771,1775,1768.939941,1773.97998,302200,1773.97998
"52",1774.72998,1774.72998,1766.780029,1772.630005,414600,1772.630005
"53",1773.5,1776.689941,1762.569946,1765.439941,262400,1765.439941
"54",1772,1772,1744.079956,1747.140015,432800,1747.140015
"55",1747.140015,1754.900024,1739,1751.98999,277800,1751.98999
"56",1752.949951,1758.800049,1747.670044,1748.329956,220900,1748.329956
"57",1753.599976,1757.48999,1748.189941,1753.109985,300400,1753.109985
"58",1736,1774.339966,1733,1772,400400,1772
"59",1767.650024,1798.75,1766.51001,1788.449951,454900,1788.449951
"60",1789.829956,1797.459961,1783.300049,1785.050049,287800,1785.050049
"61",1788.47998,1795.560059,1779.640015,1789.199951,277400,1789.199951
"62",1784.73999,1790.780029,1778.780029,1779.969971,420500,1779.969971
"63",1776.26001,1785,1766.01001,1773.98999,359800,1773.98999
"64",1772.98999,1774.5,1761.410034,1767.380005,258300,1767.380005
"65",1770.660034,1787.569946,1758.75,1761.77002,324100,1761.77002
"66",1764.75,1774.939941,1755.369995,1773.52002,326800,1773.52002
"67",1773.939941,1773.98999,1761.26001,1769.560059,289700,1769.560059
"68",1770,1782.119995,1767.199951,1775.969971,262000,1775.969971
"69",1770.01001,1780.550049,1756.599976,1768.400024,352900,1768.400024
"70",1774.579956,1774.900024,1750.01001,1750.01001,426800,1750.01001
"71",1754.630005,1757.180054,1738.339966,1738.77002,418300,1738.77002
"72",1743,1772.849976,1739.699951,1770.609985,425000,1770.609985
"73",1768.589966,1770.98999,1755.390015,1763.310059,287000,1763.310059
"74",1766.900024,1771.23999,1757.410034,1763.199951,291100,1763.199951
"75",1764.27002,1771.859985,1760.23999,1760.800049,346600,1760.800049
"76",1759.900024,1765.969971,1746.369995,1752.01001,459500,1752.01001
"77",1778.459961,1805.780029,1773.900024,1798.619995,852100,1798.619995
"78",1807.780029,1807.780029,1795.310059,1799.089966,355800,1799.089966
"79",1799.199951,1806.050049,1793.199951,1804.119995,321700,1804.119995
"80",1807,1839.560059,1800.280029,1835.869995,436100,1835.869995
"81",1851.48999,1858.609985,1838.48999,1846.819946,477400,1846.819946
"82",1849.900024,1890.829956,1849.900024,1869.920044,481200,1869.920044
"83",1874.380005,1882.969971,1862.449951,1880.52002,259600,1880.52002
"84",1884.650024,1884.98999,1865.469971,1876.790039,300600,1876.790039
"85",1880,1917.900024,1870.579956,1910.410034,675800,1910.410034
"86",1918,1922.26001,1897.380005,1903.650024,580300,1903.650024
"87",1907,1927.130005,1896,1903.910034,585000,1903.910034
"88",1911.439941,1915.969971,1898.040039,1911.130005,771500,1911.130005
"89",1853.780029,1853.780029,1801,1824.77002,1761100,1824.77002
"90",1819.75,1824.76001,1800.709961,1813.560059,774800,1813.560059
"91",1824.329956,1827.569946,1814,1818.180054,638700,1818.180054
"92",1817.969971,1827.27002,1811,1813.810059,521900,1813.810059
"93",1819.829956,1835.219971,1817.560059,1829.800049,486500,1829.800049
"94",1818.439941,1820.459961,1793.599976,1795.689941,621800,1795.689941
"95",1795,1814.170044,1791.400024,1796.030029,502500,1796.030029
"96",1800,1822.219971,1799.670044,1808.280029,457700,1808.280029
"97",1815.900024,1832.459961,1813.369995,1828.420044,367200,1828.420044
"98",1825.439941,1832.97998,1814.5,1827.939941,346200,1827.939941
"99",1829.130005,1850,1829.130005,1848.73999,408500,1848.73999
"100",1850,1870.390015,1848.400024,1860.430054,532300,1860.430054
"101",1861.550049,1869.47998,1852.640015,1863.900024,419600,1863.900024
"102",1857.670044,1863.650024,1845.599976,1857.449951,484100,1857.449951
"103",1862.380005,1877.089966,1850,1877.089966,560900,1877.089966
"104",1878.25,1894.77002,1870.430054,1890.819946,433800,1890.819946
"105",1899.040039,1902,1881.02002,1895.959961,463300,1895.959961
"106",1889.709961,1900.25,1888.890015,1891.579956,327600,1891.579956
"107",1888.939941,1908.920044,1886.900024,1889.859985,459600,1889.859985
"108",1890.199951,1894.839966,1878.47998,1890.369995,380100,1890.369995
"109",1894,1899.130005,1884.72998,1892.380005,339000,1892.380005
"110",1890,1895.310059,1826.540039,1842.119995,667000,1842.119995
"111",1835,1839.469971,1781.109985,1812.98999,1001800,1812.98999
"112",1825.72998,1854.77002,1822.619995,1843.52002,512000,1843.52002
"113",1845,1855.560059,1815.01001,1831.609985,551800,1831.609985
"114",1814,1819.589966,1791.609985,1809.199951,625000,1809.199951
"115",1816.079956,1816.079956,1797.359985,1802.609985,523800,1802.609985
"116",1815.780029,1855.900024,1812.02002,1851.599976,562400,1851.599976
"117",1850,1858.819946,1844.219971,1850.640015,378800,1850.640015
"118",1854.589966,1870,1848.040039,1867.780029,305600,1867.780029
"119",1870.800049,1874.890015,1861,1862.930054,278800,1862.930054
"120",1859.550049,1876.619995,1855.219971,1874.280029,359900,1874.280029
"121",1880,1896.050049,1867.640015,1876.339966,406500,1876.339966
"122",1871.290039,1882.050049,1852.609985,1858.25,339400,1858.25
"123",1864.660034,1898.680054,1861.75,1890.209961,499900,1890.209961
"124",1881.119995,1889.689941,1850.5,1876.98999,516900,1876.98999
"125",1884.050049,1887.01001,1870.040039,1870.52002,461200,1870.52002
"126",1877.670044,1884.319946,1836.079956,1843.130005,335000,1843.130005
"127",1845.5,1869.280029,1841.369995,1866.01001,374900,1866.01001
"128",1851.150024,1877.300049,1845.01001,1872.300049,422600,1872.300049
"129",1873.859985,1921.400024,1873.859985,1918.5,631000,1918.5
"130",1920,1936.219971,1911.459961,1921.819946,360800,1921.819946
"131",1920.890015,1933.550049,1903.900024,1929.150024,318400,1929.150024
"132",1939.219971,1951.400024,1937,1946.180054,344200,1946.180054
"133",1950,1950,1934.72998,1940.699951,291100,1940.699951
"134",1949.469971,1955.619995,1942.880005,1950.869995,302300,1950.869995
"135",1949.109985,1955.689941,1938.449951,1945.459961,264600,1945.459961
"136",1949,1989.040039,1948.26001,1976.23999,504800,1976.23999
"137",1981.180054,1999,1980.420044,1992.099976,361100,1992.099976
"138",2000.47998,2008.650024,1993.170044,1999.219971,342100,1999.219971
"139",1993.52002,2002.849976,1990.180054,1994.890015,232700,1994.890015
"140",1994.900024,2005.089966,1992.459961,2002.01001,261700,2002.01001
"141",2004.689941,2023.369995,1995.349976,2016.910034,330700,2016.910034
"142",2019.23999,2037,2017.560059,2033.209961,311800,2033.209961
"143",2040.050049,2043.949951,1996,2025.089966,487500,2025.089966
"144",2026.469971,2040.630005,2007.97998,2024.060059,505500,2024.060059
"145",2030,2033,2010.23999,2028.5,501100,2028.5
"146",2040.089966,2041.48999,2017.01001,2024.589966,371400,2024.589966
"147",2023.449951,2025.5,2000,2021.369995,354300,2021.369995
"148",2020.969971,2030,2012.550049,2027.97998,430900,2027.97998
"149",2031.02002,2035.469971,2020.290039,2032.77002,333200,2032.77002
"150",2034.72998,2044.51001,2022,2042.640015,402300,2042.640015
"151",2044,2067.98999,2035.109985,2049,830600,2049
"152",1910.51001,1919.98999,1875.079956,1906.800049,2064800,1906.800049
"153",1900.219971,1903.859985,1845.410034,1849.619995,1010600,1849.619995
"154",1852.98999,1867.400024,1845.170044,1854.170044,620200,1854.170044
"155",1869.869995,1877,1860.76001,1873.949951,485900,1873.949951
"156",1879.300049,1883.5,1859.050049,1860.839966,368800,1860.839966
"157",1869.5,1869.5,1852.300049,1855.719971,396200,1855.719971
"158",1854.469971,1854.630005,1811.280029,1812.969971,640500,1812.969971
"159",1809.619995,1820,1801,1810,486100,1810
"160",1807.400024,1820.25,1787,1801.540039,463000,1801.540039
"161",1812.5,1821.180054,1803.910034,1818.199951,475400,1818.199951
"162",1815.890015,1823.689941,1808.170044,1813.02002,422000,1813.02002
"163",1813.040039,1822.469971,1801.109985,1815.51001,317000,1815.51001
"164",1822.829956,1822.829956,1788.290039,1793.47998,423200,1793.47998
"165",1800,1805,1782.449951,1789.910034,485800,1789.910034
"166",1775.900024,1811,1774.400024,1807.060059,488800,1807.060059
"167",1809.099976,1818.800049,1808.150024,1813,333400,1813
"168",1821.819946,1856.349976,1817.26001,1852.079956,532100,1852.079956
"169",1858.560059,1867.48999,1848.550049,1850.819946,379800,1850.819946
"170",1845.75,1848.119995,1825.819946,1842.890015,453000,1842.890015
"171",1824.030029,1851.880005,1806.030029,1842.449951,517800,1842.449951
"172",1848.75,1853.869995,1841.26001,1845.369995,321000,1845.369995
"173",1846.939941,1854.060059,1838.060059,1838.569946,295500,1838.569946
"174",1852.060059,1870.25,1851.890015,1868.859985,578300,1868.859985
"175",1875.459961,1882.900024,1858.199951,1868.640015,345600,1868.640015
"176",1863.640015,1873.390015,1859.170044,1871.170044,235600,1871.170044
"177",1860.680054,1865.349976,1840.609985,1845.290039,490100,1845.290039
"178",1845.969971,1847.52002,1836.01001,1843.199951,379800,1843.199951
"179",1846.560059,1867.859985,1846.150024,1854.180054,319700,1854.180054
"180",1859.459961,1863.5,1844.599976,1859.780029,301600,1859.780029
"181",1861.810059,1872.810059,1853.180054,1866.209961,253900,1866.209961
"182",1868.719971,1876,1852.26001,1866.349976,223200,1866.349976
"183",1864.589966,1874.449951,1857.73999,1862.130005,236100,1862.130005
"184",1856.130005,1861.390015,1810,1829.550049,614400,1829.550049
"185",1835.449951,1843.430054,1820.219971,1825.920044,452700,1825.920044
"186",1831.530029,1834.77002,1814.109985,1818.98999,441000,1818.98999
"187",1810.209961,1824.369995,1806.030029,1811.689941,311600,1811.689941
"188",1812.530029,1839,1812.530029,1830.819946,377500,1830.819946
"189",1838.599976,1874.949951,1838.599976,1857.469971,433000,1857.469971
"190",1857,1870,1857,1867.650024,286300,1867.650024
"191",1866.300049,1895,1862.930054,1888.699951,379500,1888.699951
"192",1894.599976,1913.969971,1889.01001,1909.609985,421000,1909.609985
"193",1909.339966,1922,1904.01001,1918,291000,1918
"194",1920.300049,1939.97998,1917.040039,1926.930054,233400,1926.930054
"195",1938.079956,1943.5,1911.900024,1916.650024,341500,1916.650024
"196",1916.550049,1926.640015,1908,1920.199951,221100,1920.199951
"197",1920.199951,1924.359985,1913.459961,1918.949951,235300,1918.949951
"198",1932.77002,1938.430054,1920.02002,1929.060059,343700,1929.060059
"199",1940,1944.98999,1922.5,1935.550049,224500,1935.550049
"200",1929.01001,1938.550049,1926.410034,1934.530029,284400,1934.530029
"201",1935.689941,1961.449951,1933.98999,1941.869995,412800,1941.869995
"202",1934.02002,1943.48999,1923,1927.859985,365500,1927.859985
"203",1941.780029,1946.890015,1937.459961,1942.109985,307000,1942.109985
"204",1950,1959.98999,1931.280029,1934.550049,360800,1934.550049
"205",1938.390015,1946.680054,1927.589966,1932.290039,342500,1932.290039
"206",1927.579956,1935.709961,1913.01001,1928.810059,248000,1928.810059
"207",1937.349976,1945,1931.01001,1939.290039,378100,1939.290039
"208",1885,1902.52002,1869,1890.920044,903400,1890.920044
"209",1885.150024,1891.819946,1863.72998,1879.72998,476600,1879.72998
"210",1884.939941,1913.52002,1870,1911.959961,420000,1911.959961
"211",1918.469971,1927.72998,1910.939941,1913.060059,379000,1913.060059
"212",1910.829956,1917.52002,1903.689941,1911.140015,293800,1911.140015
"213",1914.01001,1916.800049,1893.569946,1894.48999,485000,1894.48999
"214",1885.550049,1904.97998,1875.560059,1903,1021800,1903
"215",1746.699951,1748,1638.099976,1645.719971,3325100,1645.719971
"216",1650,1669.97998,1630.560059,1661.109985,1332400,1661.109985
"217",1656.930054,1707.219971,1640.180054,1703.140015,1241800,1703.140015
"218",1700,1709.52002,1682.689941,1697.25,725500,1697.25
"219",1688.400024,1722.349976,1683.280029,1722.150024,506800,1722.150024
"220",1710.02002,1728.26001,1709.97998,1719.5,525400,1719.5
"221",1715.780029,1730.030029,1706.030029,1726.780029,525400,1726.780029
"222",1735.540039,1741.920044,1727.459961,1731.650024,522000,1731.650024
"223",1731,1749.599976,1727.339966,1747.219971,504400,1747.219971
"224",1750.98999,1773.079956,1747.880005,1754.02002,513200,1754.02002
"225",1766.51001,1771.410034,1758,1766.670044,539400,1766.670044
"226",1771.589966,1774.849976,1756.030029,1759.189941,369300,1759.189941
"227",1758.170044,1765.75,1754.380005,1758.420044,186600,1758.420044
"228",1760.150024,1777.079956,1746.390015,1763.400024,443200,1763.400024
"229",1763.319946,1767.359985,1750.109985,1752.02002,352500,1752.02002
"230",1753.130005,1753.130005,1717.969971,1734.449951,540400,1734.449951
"231",1740.949951,1750.219971,1729.51001,1739.709961,443700,1739.709961
"232",1726.800049,1736.48999,1704.119995,1735.300049,397700,1735.300049
"233",1740,1749.819946,1721.300049,1723.23999,502800,1723.23999
"234",1725.819946,1741.069946,1721.439941,1724.880005,380300,1724.880005
"235",1716.709961,1727.380005,1701.900024,1719.040039,397600,1719.040039
"236",1705.890015,1722.290039,1690.339966,1719.619995,504200,1719.619995
"237",1729.599976,1739.780029,1715.829956,1719.839966,385800,1719.839966
"238",1720.709961,1733,1712.73999,1715.52002,325700,1715.52002
"239",1715,1733.400024,1713.540039,1723.719971,457200,1723.719971
"240",1732,1746.109985,1725.170044,1742.609985,386000,1742.609985
"241",1744.98999,1768.530029,1742.670044,1760.920044,458800,1760.920044
"242",1770.050049,1775.72998,1758.380005,1760,610700,1760
"243",1776.869995,1786.75,1767.599976,1781.349976,392800,1781.349976
"244",1783.109985,1793.569946,1768.959961,1780.619995,381700,1780.619995
"245",1782.900024,1786.540039,1770.650024,1774,406300,1774
"246",1775.140015,1788.949951,1773.030029,1778.790039,246600,1778.790039
"247",1778.369995,1786.22998,1773.089966,1775.26001,215300,1775.26001
"248",1772.319946,1775.26001,1752.650024,1755.319946,231900,1755.319946
"249",1754.23999,1761.819946,1748.869995,1757.880005,222600,1757.880005
"250",1758.400024,1764.98999,1754.369995,1764.089966,168900,1764.089966
"251",1765.439941,1769.98999,1737.410034,1737.73999,298000,1737.73999
"252",1750.089966,1790.660034,1744.5,1784.75,475500,1784.75
"253",1790.22998,1829.02002,1785,1824.160034,525000,1824.160034
"254",1838.540039,1848.900024,1802.030029,1807.25,592600,1807.25
"255",1820.180054,1825.5,1805.800049,1823.540039,358600,1823.540039
"256",1827.48999,1874.949951,1825.189941,1851.810059,555600,1851.810059
"257",1863.199951,1876.72998,1857.5,1865.290039,368800,1865.290039
"258",1855.52002,1873.550049,1855.420044,1872.910034,274200,1872.910034
"259",1880,1900.859985,1877.880005,1893.099976,385900,1893.099976
"260",1898.040039,1925.97998,1890.01001,1919.400024,555300,1919.400024
"261",1930.709961,1949.829956,1914.959961,1919.469971,604900,1919.469971
"262",1927.550049,1958.959961,1918.680054,1949.900024,515700,1949.900024
"263",1948.650024,1957.48999,1925.969971,1926.709961,398600,1926.709961
"264",1931.47998,1933.800049,1901.030029,1910.209961,634500,1910.209961
"265",1910,1926.689941,1901,1915.77002,398200,1915.77002
"266",1927.550049,1969.359985,1924.98999,1962.939941,472000,1962.939941
"267",1977.910034,1984.939941,1942.650024,1955.23999,405300,1955.23999
"268",1966.880005,1976.599976,1945.469971,1949.670044,329900,1949.670044
"269",1960.98999,1964.959961,1944.959961,1950.47998,380500,1950.47998
"270",1942.670044,1960.459961,1921.25,1929.22998,448800,1929.22998
"271",1907.119995,1933.130005,1900.329956,1921.530029,382300,1921.530029
"272",1928.01001,1934.969971,1896,1912.050049,452800,1912.050049
"273",1903.98999,1928.839966,1893.390015,1903.689941,360000,1903.689941
"274",1890.130005,1900,1856.569946,1859.099976,513800,1859.099976
"275",1841.300049,1872.609985,1816.5,1825.930054,548200,1825.930054
"276",1800.01001,1864,1800.01001,1858.660034,564500,1858.660034
"277",1847.390015,1900.369995,1836.680054,1882.680054,491200,1882.680054
"278",1884.209961,1889.280029,1803.01001,1806.060059,677100,1806.060059
"279",1767.97998,1824,1714.069946,1765,1137500,1765
"280",1773.98999,1801.689941,1732.349976,1790,682300,1790
"281",1779.22998,1804.829956,1762,1797.859985,375200,1797.859985
"282",1784.219971,1825.829956,1773.02002,1818.410034,452400,1818.410034
"283",1850.859985,1875.819946,1836.089966,1870.25,491300,1870.25
"284",1874.619995,1926.869995,1868.680054,1885,559100,1885
"285",1883.069946,1915.319946,1880.930054,1894.619995,408000,1894.619995
"286",1913.420044,1916.040039,1880.660034,1880.680054,518700,1880.680054
"287",1884.189941,1907.75,1870.719971,1877.140015,432300,1877.140015
"288",1889.72998,1907.810059,1875.160034,1907.02002,555300,1907.02002
"289",1905.949951,1923.219971,1897.660034,1905.640015,570100,1905.640015
"290",1884,1919.75,1870.02002,1905.01001,661900,1905.01001
"291",2051,2087.340088,2034.040039,2034.040039,1441100,2034.040039
"292",2034.609985,2053.540039,1998.829956,2028.369995,837500,2028.369995
"293",2002.819946,2037.869995,1995.579956,2033.790039,642400,2033.790039
"294",2020,2077,2014.890015,2072.659912,614800,2072.659912
"295",2075.100098,2095.870117,2058.810059,2085.51001,533100,2085.51001
"296",2065,2127.959961,2065,2122.929932,580300,2122.929932
"297",2137.98999,2169.149902,2130.679932,2150.080078,584400,2150.080078
"298",2169,2177.959961,2159.070068,2170.610107,489400,2170.610107
"299",2180,2218.100098,2174.070068,2206.090088,529700,2206.090088
"300",2210.929932,2228.98999,2162.179932,2170,519200,2170
"301",2175.550049,2194.580078,2162.330078,2188.899902,344500,2188.899902
"302",2190.01001,2207.570068,2171.100098,2187.77002,336000,2187.77002
"303",2196.189941,2198.580078,2169.77002,2171.48999,474000,2171.48999
"304",2161.620117,2165.76001,2124.889893,2146.889893,450800,2146.889893
"305",2139.449951,2167.689941,2138.030029,2139.110107,256800,2139.110107
"306",2142.300049,2165.820068,2134.580078,2144.97998,297200,2144.97998
"307",2132.889893,2154.540039,2101.830078,2113.800049,443300,2113.800049
"308",2116.23999,2138.98999,2086.139893,2087.01001,412500,2087.01001
"309",2111.219971,2142.379883,2079.02002,2133.709961,292700,2133.709961
"310",2137.429932,2140.23999,2056.51001,2077.560059,428800,2077.560059
"311",2066.97998,2083.919922,2020.699951,2054.689941,632500,2054.689941
"312",2059.669922,2094.179932,2040.719971,2080.389893,395800,2080.389893
"313",2070.429932,2074.01001,2009.920044,2030.859985,372300,2030.859985
"314",2050,2079.98999,2036.069946,2067.570068,378400,2067.570068
"315",2043.209961,2081.879883,2014.180054,2071.01001,385500,2071.01001
"316",2077.530029,2102.459961,2071,2091.090088,320100,2091.090088
"317",2074.899902,2095.610107,2025.540039,2033.410034,350400,2033.410034
"318",2053.73999,2088.810059,2045,2048.73999,355500,2048.73999
"319",2076.02002,2087.22998,2058,2077.590088,291200,2077.590088
"320",2067.639893,2104.780029,2065.040039,2080.649902,306700,2080.649902
"321",2094.449951,2102.649902,2082.149902,2085.810059,240300,2085.810059
"322",2104.669922,2104.669922,2077.320068,2085.860107,262000,2085.860107
"323",2094.110107,2117.639893,2085.77002,2096.590088,194400,2096.590088
"324",2119.899902,2172,2112.5,2162.310059,438200,2162.310059
"325",2171.620117,2186.050049,2156.219971,2180.600098,297200,2180.600098
"326",2175.48999,2186.050049,2155.969971,2158.949951,264900,2158.949951
"327",2161.030029,2167.47998,2118.620117,2131.370117,414700,2131.370117
"328",2133.100098,2150.300049,2112.689941,2133.689941,253500,2133.689941
"329",2137.610107,2151.97998,2055.129883,2067.290039,393500,2067.290039
"330",2061.120117,2089.840088,2034.560059,2077.610107,267800,2077.610107
"331",2098.01001,2116.149902,2078.01001,2111.800049,356000,2111.800049
"332",2146.02002,2172,2123.090088,2141.719971,458200,2141.719971
"333",2143.649902,2193.060059,2133.810059,2178,468000,2178
"334",2170.399902,2182.340088,2151.790039,2179.389893,279100,2179.389893
"335",2176.27002,2185.699951,2148.98999,2149.820068,268100,2149.820068
"336",2149,2161.449951,2116.699951,2152.209961,271000,2152.209961
"337",2148.600098,2178.820068,2126,2175.709961,302900,2175.709961
"338",2189.899902,2201.840088,2172.590088,2194.959961,344900,2194.959961
"339",2174.350098,2198.800049,2155,2161.600098,394400,2161.600098
"340",2185,2191.580078,2158.26001,2183.590088,635900,2183.590088
"341",2050,2098.429932,2047.01001,2080.02002,1134500,2080.02002
"342",2092.320068,2095,2063.929932,2071.98999,479000,2071.98999
"343",2066.719971,2074.620117,2055.02002,2072.02002,443800,2072.02002
"344",2054.100098,2071.149902,2034.670044,2067.75,400700,2067.75
"345",2070.340088,2092.709961,2065.570068,2074.590088,280300,2074.590088
"346",2073.51001,2098.459961,2069.290039,2089.110107,303500,2089.110107
"347",2097.909912,2097.909912,2066.340088,2066.340088,277300,2066.340088
"348",2076.370117,2078.469971,2062.51001,2071.560059,346600,2071.560059
"349",2076.030029,2082.47998,2065.110107,2077.189941,296500,2077.189941
"350",2056.050049,2086.51001,2053,2085.25,410700,2085.25
"351",2087,2095.51001,2074.949951,2088.280029,279600,2088.280029
"352",2084,2118.909912,2081.070068,2110.620117,344500,2110.620117
"353",2094.719971,2105.100098,2059.100098,2076.030029,487700,2076.030029
"354",2086.409912,2108.409912,2073.72998,2098,342700,2098
"355",2100.02002,2118.01001,2097.600098,2108.919922,354000,2108.919922
"356",2120.98999,2135.429932,2118.050049,2128.939941,301500,2128.939941
"357",2134,2145.919922,2125.26001,2125.800049,284700,2125.800049
"358",2131.949951,2144.889893,2126,2140.98999,339900,2140.98999
"359",2145.850098,2156.459961,2129.030029,2153.780029,297700,2153.780029
"360",2157.159912,2157.159912,2121.919922,2131.97998,293800,2131.97998
"361",2127.709961,2143.699951,2122.129883,2136.540039,255800,2136.540039
"362",2139,2139.360107,2120.919922,2124.290039,235300,2124.290039
"363",2126.090088,2133.659912,2121.98999,2132,255800,2132
"364",2134.030029,2134.030029,2103.120117,2106.360107,457300,2106.360107
"365",2114.5,2129.98999,2111.310059,2123.060059,387600,2123.060059
"366",2126.070068,2145.820068,2112.120117,2141.449951,516000,2141.449951
"367",2126.560059,2153.830078,2120.889893,2145.219971,287800,2145.219971
"368",2123.76001,2146.72998,2116.159912,2139.26001,358900,2139.26001
"369",2149,2162.909912,2138.030029,2145.77002,348100,2145.77002
"370",2145.540039,2152.469971,2118.030029,2122.48999,315300,2122.48999
"371",2130.040039,2132.550049,2095.969971,2102.850098,369200,2102.850098
"372",2091.26001,2093.409912,2031.02002,2050.52002,453700,2050.52002
"373",2048,2062.350098,2032.97998,2040.380005,357500,2040.380005
"374",2048.929932,2060.320068,2001.310059,2001.5,449600,2001.5
"375",1997,2025.609985,1980,2019.48999,357200,2019.48999
"376",2035.949951,2049.47998,2023.869995,2027.089966,348400,2027.089966
"377",2012.670044,2061.610107,1993.849976,2047.939941,294400,2047.939941
"378",2060.149902,2072.73999,2050.899902,2060.22998,208800,2060.22998
"379",2072.949951,2075.149902,2050.98999,2069.149902,248200,2069.149902
"380",2077,2089.610107,2063.419922,2086.929932,252800,2086.929932
"381",2094.850098,2099.060059,2076.959961,2081.649902,285300,2081.649902
"382",2085.949951,2087.780029,2055.409912,2064.040039,285100,2064.040039
"383",2056.860107,2058.97998,2027.02002,2052.850098,332700,2052.850098
"384",2062.429932,2070.040039,2042.410034,2057.110107,357100,2057.110107
"385",2052.97998,2053.26001,2028.079956,2031.439941,271300,2031.439941
"386",2030.97998,2033.900024,2015.26001,2020,411200,2020
"387",2000.599976,2046.579956,2000.02002,2030.52002,352500,2030.52002
"388",2024.589966,2034.97998,2014.150024,2023.910034,265800,2023.910034
"389",2016.369995,2020.689941,2002.560059,2010.599976,347100,2010.599976
"390",2008.790039,2025.670044,2002.349976,2009.670044,359300,2009.670044
"391",2005.98999,2010.550049,1985,1995.969971,330000,1995.969971
"392",2009,2049.98999,2008.75,2026.25,338000,2026.25
"393",2029.47998,2067.98999,2029,2065.689941,338800,2065.689941
"394",2067.919922,2085.939941,2041.01001,2083.129883,454900,2083.129883
"395",2118.560059,2131.899902,2060.189941,2085.030029,520700,2085.030029
"396",2089,2095.629883,2027.300049,2029.900024,375900,2029.900024
"397",2032.359985,2042.550049,2007.430054,2028.719971,280500,2028.719971
"398",2030.650024,2049,2011.349976,2023.130005,290200,2023.130005
"399",2011.189941,2038,1997,2033.069946,375500,2033.069946
"400",2035.77002,2039.98999,2020.699951,2029.709961,303400,2029.709961
"401",2032,2087.820068,2026.630005,2075.850098,403700,2075.850098
"402",2093,2109,2076,2077.98999,398400,2077.98999
"403",2077.870117,2084.899902,2041.640015,2045,555700,2045
