"","COST.Open","COST.High","COST.Low","COST.Close","COST.Volume","COST.Adjusted"
"187",164.470001,164.949997,163.539993,163.899994,1730200,153.571594
"188",163.899994,165.070007,163.759995,164.289993,1852300,153.937057
"189",164.919998,166.419998,164.289993,165.889999,2267100,155.436188
"190",166.320007,167.289993,165.029999,165.080002,2839400,154.677216
"191",165.229996,165.929993,164.690002,165.210007,1918600,154.799026
"192",165.860001,167.119995,165.25,167.070007,4715400,156.54184
"193",159,159.460007,156.539993,157.089996,18001200,147.190735
"194",157.009995,157.75,154.110001,154.610001,7028800,144.86702
"195",155.669998,157.360001,155.080002,156.869995,5420200,146.984589
"196",157.300003,158.960007,157.059998,157.869995,3859300,147.921555
"197",157.869995,157.990005,156.360001,157.220001,3596300,147.312531
"198",157.419998,160.080002,157.089996,159.850006,3634500,149.77681
"199",159.380005,159.800003,158.320007,158.809998,2453700,148.802353
"200",159,159.270004,157.570007,158.380005,2426800,148.399414
"201",158.839996,158.839996,157.309998,157.550003,3011300,147.621735
"202",157.139999,158.759995,157,158.460007,2981700,148.474396
"203",158.970001,161.009995,158.509995,160.770004,3993200,150.638809
"204",160.850006,162.389999,160.580002,162.039993,2811200,151.828766
"205",161.160004,162.889999,161,162.289993,3040700,152.063004
"206",161,163,160.580002,162.179993,3603900,151.959961
"207",162.460007,163.550003,160.789993,162.460007,3038900,152.222351
"208",160.800003,162.679993,160.699997,162.380005,3399900,152.147354
"209",161.990005,162,159.470001,160.229996,2550700,150.132858
"210",159.839996,161.270004,159.720001,161.080002,2513600,150.929291
"211",161.970001,163.289993,161.289993,162.690002,2129400,152.437851
"212",163.729996,165.550003,162.610001,164.949997,3255700,154.555405
"213",164.160004,167.070007,163.779999,166.440002,3112500,155.951553
"214",165.800003,166.589996,164.979996,165.050003,1917300,154.649109
"215",165.199997,166.5,164.600006,166.279999,1944200,155.801605
"216",166.630005,169.190002,166.020004,169.050003,3494300,158.397049
"217",167.479996,169.309998,167.050003,169.110001,2094000,158.453262
"218",168.440002,171.380005,168.080002,171.360001,2673100,160.561478
"219",171,173.089996,170.649994,171.460007,4093300,160.655167
"220",170.820007,171.830002,169.770004,171.440002,1774300,160.636444
"221",169.300003,170.729996,167.059998,169,2439900,158.350204
"222",170.229996,171.339996,169.160004,170.979996,2342700,160.680832
"223",171,172.199997,170.649994,170.979996,2100600,160.680832
"224",171.110001,172.529999,170.850006,172.279999,1955000,161.902496
"225",172.960007,174.190002,172.550003,173.419998,2360200,162.973846
"226",173.839996,174,171.100006,172.479996,1950100,162.090485
"227",172.380005,173.160004,171.5,171.619995,789400,161.282272
"228",172.25,173.059998,171.119995,172.610001,2346700,162.212646
"229",173.320007,174.179993,172.550003,173.649994,2728400,163.189972
"230",174,177.740005,173.550003,177.529999,4683000,166.836258
"231",180.429993,184.899994,180.220001,184.429993,7716600,173.320633
"232",183.259995,185.179993,181.130005,185.130005,4034400,173.9785
"233",187.220001,189.880005,186.559998,189.559998,5774200,178.141617
"234",189.669998,191.220001,186.850006,187.820007,3182800,176.50647
"235",187.619995,187.979996,185.509995,187.220001,3569200,175.942581
"236",186.509995,187.800003,185.559998,186.199997,2240800,174.983994
"237",186.789993,188.529999,185.949997,188.070007,1772500,176.741394
"238",188.210007,188.899994,187.039993,188.860001,1964100,177.48378
"239",186.960007,189.119995,186.800003,188.300003,3365700,176.957535
"240",188.529999,190.119995,187.800003,188.279999,3062900,176.938751
"241",188.580002,189.740005,186.169998,186.529999,3743200,175.294159
"242",193.410004,195.350006,192,192.729996,8452900,181.120682
"243",192.630005,194.350006,191.899994,192.309998,3492300,180.725952
"244",192.910004,193,187,188.330002,3959900,176.985733
"245",189.039993,189.259995,185.399994,187.509995,3894400,176.215103
"246",188,188.399994,186.580002,186.800003,1908100,175.547897
"247",187.270004,187.479996,185.970001,186.630005,1078300,175.388107
"248",186.190002,187.339996,186.119995,186.550003,1120000,175.312943
"249",186.850006,187.059998,185.800003,186.300003,1175200,175.078003
"250",186.570007,187.020004,186.190002,186.619995,1017000,175.378723
"251",186.460007,187.600006,185.929993,186.119995,2028000,174.908829
"252",187.229996,190.679993,186.740005,188.320007,2509300,176.976318
"253",188.820007,192.100006,188.380005,190.580002,3364400,179.100204
"254",192,192.300003,187.559998,189.100006,3525800,177.709351
"255",189.429993,189.679993,186.720001,187.75,2819000,176.440659
"256",187.320007,188.979996,187.25,188.479996,1961800,177.126694
"257",189.009995,189.300003,186.149994,186.289993,2241900,175.068588
"258",185.75,186.240005,183.880005,185.419998,2609500,174.251007
"259",185.429993,190.669998,185.029999,189.380005,4678600,177.972443
"260",190.100006,192.179993,190,191.839996,3499500,180.284286
"261",192.350006,192.839996,190.889999,191.529999,2006600,179.992966
"262",192.529999,192.559998,191.339996,192.289993,2585200,180.70723
"263",192.229996,193.029999,191.220001,191.509995,1908000,179.974152
"264",191.710007,192.639999,191.160004,192.289993,2353800,180.70723
"265",192.5,194.759995,192.059998,194.380005,3009100,182.67131
"266",193.610001,194.100006,192.070007,193.419998,2316400,181.769119
"267",194.429993,194.75,191.929993,194.240005,2799200,182.539719
"268",195,198.449997,194.740005,197.949997,3558700,186.02623
"269",197.75,199.229996,195.690002,198.910004,2756200,186.928421
"270",198.369995,199.880005,197.559998,198.320007,2031100,186.373978
"271",197.589996,198.789993,196.080002,197.910004,2285000,185.988663
"272",197.440002,198.470001,194.100006,194.869995,2682300,183.13176
"273",193.410004,195.399994,192.440002,193.470001,2096600,181.816116
"274",191.25,193.600006,190.800003,190.990005,2386600,179.485504
"275",190.660004,192.100006,182.529999,182.770004,3407200,171.760635
"276",178.910004,185.240005,176.199997,185.009995,4067900,173.865707
"277",184.600006,186.190002,183.070007,183.190002,2594800,172.155319
"278",184.509995,184.509995,178.529999,178.610001,3013200,167.851212
"279",179.779999,182.070007,175.789993,180.720001,2777200,169.834106
"280",181.839996,183.259995,180.380005,181.059998,1596200,170.153641
"281",180.220001,184.600006,180.050003,184.149994,2123900,173.05748
"282",182.710007,188.479996,182.309998,187.350006,2191000,176.064728
"283",188.089996,191.710007,186.570007,191.479996,2072900,180.42749
"284",191.449997,194.619995,191.039993,191.559998,1969300,180.502869
"285",189.869995,191.479996,187.630005,188.119995,2202100,177.261444
"286",188.529999,189.139999,185.690002,185.75,1747200,175.028244
"287",186.350006,188.330002,185.660004,186.589996,1360100,175.819748
"288",187.830002,189.850006,185.910004,189.809998,1561700,178.853912
"289",190.100006,193.100006,189.929993,192.809998,1852400,181.68074
"290",193.449997,195.520004,190.100006,190.100006,2170400,179.127151
"291",191.600006,193.759995,190.889999,190.899994,2179800,179.880981
"292",191.309998,192.990005,187.320007,189.029999,2447700,178.118927
"293",187.479996,190.389999,187.220001,189.330002,2275900,178.401611
"294",188.449997,191.979996,187.5,191.479996,2155800,180.42749
"295",192.139999,192.25,190.070007,191.460007,2458700,180.408661
"296",189.210007,189.75,184.779999,187.360001,5157100,176.545319
"297",186.190002,186.350006,183.080002,185.690002,6061500,174.971725
"298",186.5,188.639999,184.220001,188.580002,3288100,177.694901
"299",188.270004,190.100006,187.550003,189.369995,2394100,178.439301
"300",190.050003,190.119995,186.800003,187.460007,1964300,176.639557
"301",188.779999,189.009995,183.5,184.630005,2866000,173.972916
"302",184.820007,186.570007,184.160004,185.509995,1811300,174.802078
"303",186.179993,186.25,184.470001,185.869995,3569400,175.141327
"304",185.630005,185.979996,182.809998,184.149994,2493200,173.520569
"305",185.100006,187.580002,184.600006,187.350006,1852500,176.535873
"306",186.830002,187.889999,186.059998,186.070007,2048300,175.329788
"307",184.899994,185.550003,182.5,182.639999,2489800,172.097763
"308",183.279999,184.449997,180.830002,180.839996,2351800,170.401672
"309",183.029999,187.559998,182.339996,187.220001,2036600,176.413391
"310",187.440002,187.660004,182.059998,183.149994,2495300,172.578308
"311",183.610001,184.619995,181.229996,183.610001,2168700,173.011749
"312",184.740005,188.639999,184.410004,188.429993,3016000,177.553558
"313",186.910004,186.910004,181.050003,182.75,3599200,172.201416
"314",183.529999,184.169998,181.350006,182.610001,2287000,172.069458
"315",181.130005,186.350006,180.940002,185.520004,2111000,174.811554
"316",186.699997,187,184.929993,186.25,1933600,175.499405
"317",185.339996,187.25,183.100006,183.960007,2259000,173.341599
"318",185.199997,187.399994,183.5,184.410004,1946000,173.765594
"319",185.75,185.970001,182.169998,183.550003,2526000,172.9552
"320",182.25,186.369995,182.220001,184.649994,1697300,173.99173
"321",185.5,190.039993,185.490005,188.820007,2841600,177.921051
"322",189.809998,189.830002,187.009995,188.910004,1744400,178.005844
"323",191.839996,195.800003,191.380005,194.580002,3026800,183.348572
"324",195.660004,196.880005,194.729996,196,2160500,184.6866
"325",196.300003,197.770004,196.119995,196.509995,1663100,185.16713
"326",196.160004,196.399994,193.5,195.070007,2427600,183.810257
"327",194.429993,195.669998,192.75,193.559998,2252800,182.387466
"328",193.809998,194.380005,192.259995,193.350006,1618000,182.189575
"329",194.539993,195.360001,191.149994,192.509995,1598900,181.398087
"330",192.229996,194.669998,191.389999,193.970001,1311700,182.773743
"331",194.119995,196.440002,193.339996,195.259995,1445800,183.989304
"332",194.949997,196.919998,194.529999,196.580002,1563100,185.233139
"333",197.100006,199.039993,196.389999,197.160004,2165000,185.779633
"334",196.490005,197.080002,193.509995,196.550003,1413200,185.20488
"335",195.479996,195.580002,192.449997,194,2498100,182.802048
"336",193.919998,193.990005,190.179993,193.009995,1815500,181.869186
"337",192.839996,196.399994,191.279999,195.190002,1704500,183.923355
"338",195.779999,195.800003,192.210007,193.059998,2361900,181.916245
"339",192.990005,195.199997,192.419998,194.479996,1908600,183.254303
"340",194.149994,196.419998,193.149994,196.039993,1999100,184.724274
"341",196.050003,196.929993,194.199997,195.449997,1874200,184.705383
"342",195.330002,195.979996,194.570007,195.759995,1296300,184.998337
"343",195.960007,197.270004,195.419998,195.880005,1440900,185.111725
"344",194.759995,196.699997,193.259995,195.479996,2319600,184.733734
"345",196.070007,199.350006,195,198.710007,2163200,187.786163
"346",199.059998,201.350006,197.889999,199.600006,2391000,188.627228
"347",199.5,199.520004,197.779999,198.960007,1624600,188.022446
"348",199.600006,201.339996,199.089996,199.619995,1202800,188.646149
"349",199.720001,201.770004,198.830002,198.970001,1563600,188.031891
"350",199.089996,199.089996,196.770004,198.139999,1635100,187.247498
"351",198.289993,199.089996,196.820007,198.889999,1176300,187.956284
"352",198.889999,200.220001,197.820007,198.360001,1331000,187.455429
"353",198.100006,198.839996,196,196.740005,2298100,185.924484
"354",198.160004,200.529999,197.75,199.639999,2390900,188.665054
"355",200.220001,200.699997,197.699997,198.240005,4822800,187.342041
"356",195.449997,198.990005,195,197.130005,4056400,186.29303
"357",197.320007,199.039993,197.25,198.619995,1870600,187.701126
"358",199.220001,199.350006,196.990005,197.839996,1868500,186.963974
"359",198.009995,198.399994,196.699997,197.660004,2066900,186.793884
"360",200.5,202.880005,199.410004,202.570007,2735000,191.433975
"361",201.509995,204.009995,201,203.759995,2052500,192.558578
"362",203.759995,204.889999,203.419998,204.5,1684800,193.257874
"363",204.25,205.080002,203.229996,204.880005,1384800,193.617004
"364",204.919998,205.830002,203.210007,204.110001,1665800,192.889328
"365",204.869995,205.729996,204.289993,205.119995,1685000,193.84375
"366",205.399994,207.669998,204.570007,207.320007,3879600,195.922836
"367",206,208.110001,205.149994,206.210007,1975000,194.873886
"368",204.899994,207.809998,204.619995,207.529999,1940600,196.121323
"369",207.759995,208.589996,206.960007,207.979996,1527700,196.546555
"370",208.169998,211.110001,208,209.960007,1825800,198.417694
"371",210.369995,211.770004,210.020004,211.100006,1738600,199.495056
"372",210.009995,212.080002,209.970001,211.75,2398600,200.109329
"373",212.380005,212.460007,209.970001,210.089996,2276700,198.540558
"374",210.5,212.419998,209.610001,210.029999,2211700,198.483887
"375",210,211.190002,208.050003,208.710007,1826700,197.236435
"376",209.660004,210.529999,208.320007,208.979996,2164600,197.491592
"377",208.419998,208.820007,206.050003,207.990005,1876100,196.556015
"378",208.529999,209.910004,206.899994,207.119995,842100,195.733841
"379",208.199997,209.289993,207.550003,209.139999,1436700,197.642807
"380",207.139999,210.389999,206.660004,209.619995,1523200,198.096436
"381",210.520004,211.789993,210,210.940002,1738300,199.343842
"382",210.990005,212.699997,210.830002,211.699997,1687800,200.062073
"383",211.210007,211.779999,209.970001,210.949997,1472800,199.353287
"384",212.539993,214.169998,212.220001,214.020004,2222000,202.254562
"385",214,216.639999,213.710007,216.539993,1951200,204.636002
"386",216.639999,217.130005,213.899994,214.850006,2078200,203.03891
"387",214.059998,216.160004,214,215,2064800,203.180664
"388",215.339996,215.880005,213.600006,214.970001,1869500,203.152298
"389",214.460007,218.199997,214.029999,217.539993,2790800,205.580994
"390",216.979996,218.940002,216.240005,218.690002,1793900,206.667831
"391",219.880005,220.460007,218.199997,218.839996,1394300,206.80957
"392",219.410004,220.679993,217.589996,218.580002,1453900,206.563843
"393",217.610001,220.820007,217.369995,220.699997,1560200,208.567291
"394",222,224.619995,220.820007,221.720001,1820000,209.53125
"395",222.309998,222.5,218.759995,219.649994,1596800,207.574997
"396",219.039993,220.119995,218.610001,219.110001,1292700,207.064728
"397",219.690002,220.070007,218.330002,218.710007,1888500,206.686691
"398",218.649994,219.100006,216.25,217.130005,1841300,205.193588
"399",215.009995,221.399994,215.009995,221.119995,1904800,208.964233
"400",221,222.619995,221,222.029999,1195700,209.824188
"401",221.429993,223.270004,221.009995,222.720001,1285500,210.476288
"402",223.240005,225.479996,222.979996,223.860001,1428100,211.553574
"403",222.860001,224.880005,222.240005,224.580002,2010700,212.234024
"404",221.619995,222.350006,216.910004,218.240005,3637100,206.242538
"405",218.139999,221.720001,217.75,220.309998,2830800,208.19873
"406",221.029999,221.580002,219.059998,219.559998,1518900,207.489975
"407",220.009995,222.559998,219.860001,222,1450600,209.795807
"408",220.720001,222.110001,218.770004,221.669998,1844100,209.483994
"409",223.449997,224.259995,222.139999,223.190002,1657700,210.920395
"410",222.330002,225.880005,222.149994,225.679993,1980900,213.273468
"411",226,228.220001,225.970001,227.350006,1783700,214.851746
"412",229.490005,230.100006,227.699997,228.539993,2066700,215.976318
"413",228.479996,230.229996,228.380005,229.210007,1267900,216.609482
"414",229,230.350006,228.570007,229.509995,1337900,216.89296
"415",230,232.059998,229.600006,231.279999,1453200,218.565689
"416",232.740005,232.860001,228.100006,230.029999,1904100,217.384415
"417",230.940002,231.830002,229.839996,230.259995,1882100,217.601746
"418",231.789993,232,228.729996,230.190002,1793600,217.535614
"419",229.619995,231.160004,229.440002,230.830002,1272000,218.6819
"420",230.210007,233.520004,230.210007,233.130005,1881300,220.860886
"421",233.139999,234.910004,233.139999,234.679993,1858400,222.329315
"422",234.570007,236.169998,233.199997,235.610001,2126000,223.210403
"423",235.470001,236.770004,235.059998,236.679993,1853200,224.224045
"424",237.309998,242.949997,237.199997,241.460007,2722400,228.752487
"425",243,243.800003,242.119995,243.179993,2817300,230.381943
"426",243.929993,245.160004,243.169998,244.210007,2185700,231.357788
"427",245,245.119995,242.229996,242.440002,1912000,229.680939
"428",242.5,243.990005,241.050003,241.270004,2078200,228.572495
"429",239,239,234.470001,235.380005,3875300,222.992462
"430",234.059998,234.589996,231.509995,232,2884600,219.790359
"431",231.979996,235.470001,231.699997,234.350006,2000200,222.016678
"432",234.619995,234.740005,232.419998,233.850006,1581400,221.542984
"433",234.600006,235,232.320007,233.919998,1910100,221.609283
"434",234.369995,235.839996,234.009995,234.759995,3717800,222.405075
"435",234.190002,234.850006,232.899994,233.339996,1530400,221.059845
"436",234.029999,234.660004,232.729996,232.929993,1889700,220.671402
"437",233.570007,235.660004,233.449997,233.809998,2008500,221.505081
"438",233.699997,235.669998,232.339996,234,1421400,221.68512
"439",233.860001,235.470001,233.789993,234.880005,1602800,222.518799
"440",235.809998,236.529999,234.429993,234.649994,1673100,222.300888
"441",234.100006,237.570007,233.869995,236.350006,1647600,223.911423
"442",236.619995,237.309998,232.729996,233.199997,2322300,220.927185
"443",233.259995,234,230.660004,231.679993,2862800,219.487198
"444",225,227.059998,217.789993,218.820007,7379000,207.30397
