"","EXPE.Open","EXPE.High","EXPE.Low","EXPE.Close","EXPE.Volume","EXPE.Adjusted"
"40",119.809998,120.690002,117.949997,120.449997,1885600,116.38224
"41",120.220001,120.480003,118.559998,118.919998,1133200,114.9039
"42",119.870003,120.459999,119.410004,120.120003,1699800,116.063385
"43",119.660004,122.449997,119.220001,121.489998,2243800,117.3871
"44",120.720001,122.730003,120.650002,122.389999,1305200,118.5299
"45",122.32,124.830002,122.080002,124.529999,2167000,120.602394
"46",124.480003,126.470001,124.019997,124.709999,2198700,120.776741
"47",125.459999,125.870003,124.940002,125.760002,1395600,121.793625
"48",125.470001,127.910004,125.199997,127.349998,1695700,123.333466
"49",127.010002,127.739998,126.419998,127.660004,1074700,123.63369
"50",128,130.210007,127.779999,129.479996,2788700,125.396309
"51",129.949997,131.119995,129.919998,130.729996,2305700,126.606865
"52",131.789993,132.169998,130.630005,131.199997,2024600,127.062042
"53",130.649994,131.429993,129.149994,129.869995,1472100,125.773994
"54",130.100006,130.339996,126.75,127.599998,2557600,123.575569
"55",126.779999,127.779999,126.290001,127.68,1869400,123.653053
"56",127.400002,127.970001,126.779999,127.040001,1028300,123.033249
"57",127.410004,128.539993,126.459999,127.760002,1312100,123.730545
"58",127.110001,128.679993,126.25,127.800003,1254900,123.769279
"59",127.620003,129.699997,127.540001,129.029999,1236700,124.960487
"60",129.259995,130.160004,128.639999,129.660004,1129800,125.570625
"61",129.440002,129.820007,128.830002,129.460007,895100,125.376923
"62",127.440002,127.669998,125.57,126.169998,4132800,122.190674
"63",126.339996,126.690002,124.339996,126.139999,1758200,122.161629
"64",125.82,126.089996,124.699997,125.019997,1749900,121.076942
"65",125.199997,126.480003,124.449997,124.970001,3315400,121.028519
"66",125.639999,125.730003,124.330002,125.669998,1941500,121.706444
"67",125.949997,127.25,125.349998,126.489998,1796800,122.500587
"68",127.18,128.720001,126.849998,128.460007,1742400,124.408463
"69",128.820007,129.160004,127.660004,129.119995,2704100,125.047623
"70",129.470001,129.880005,128.869995,129.279999,2300600,125.202599
"71",129.270004,129.589996,128.110001,128.130005,1650000,124.088875
"72",128.630005,130.389999,128.350006,130.339996,1692100,126.229141
"73",129.990005,131,129.039993,130.470001,1228300,126.355057
"74",131,132.190002,130.759995,130.949997,1136500,126.819946
"75",131.570007,132.759995,130.720001,131.929993,1322500,127.769005
"76",132.039993,132.369995,131.479996,131.979996,1531800,127.817429
"77",133.020004,134.869995,133.020004,134.139999,2207200,129.909302
"78",134.830002,136.270004,134.509995,135.429993,1910200,131.158615
"79",135.240005,135.979996,134.259995,135.75,1834000,131.468567
"80",136.080002,137,135.300003,136.199997,2622700,131.904358
"81",133.860001,135.490005,131.850006,133.720001,4428800,129.502563
"82",134,136.899994,133.869995,136.600006,1999400,132.291748
"83",136.600006,139.199997,136.240005,138.990005,2486700,134.606354
"84",139.5,139.690002,137.779999,139.130005,2567500,134.741928
"85",139.380005,141.320007,138.479996,141.100006,2706300,136.649826
"86",140.949997,141.410004,138.330002,140.380005,2500000,135.95253
"87",140.399994,140.949997,138.660004,139.570007,1747900,135.168045
"88",139.539993,140.339996,139.25,139.399994,1743700,135.003433
"89",138.5,139.860001,137.809998,139.830002,1406600,135.419861
"90",139.050003,139.889999,138.289993,139.860001,1320300,135.448868
"91",140.029999,140.830002,139.350006,139.809998,1091500,135.400467
"92",140.320007,143.300003,140.169998,143.020004,1798300,138.509247
"93",143.679993,145.770004,142.740005,145.369995,3021200,140.785126
"94",143.979996,145.199997,140.139999,140.410004,4694000,135.981583
"95",138.889999,142.279999,138.570007,141.259995,1549400,136.804749
"96",141.619995,143.029999,141.229996,141.589996,1575200,137.124344
"97",142.139999,143.119995,141.479996,142.509995,1579800,138.015335
"98",142.740005,143.5,142.070007,142.570007,931600,138.345261
"99",142.779999,143.75,141.669998,143.690002,1172800,139.432068
"100",143.699997,146.029999,143.570007,145.539993,1557400,141.227234
"101",145.460007,145.729996,143.580002,144.580002,1130600,140.2957
"102",144.009995,145.190002,143.770004,144.149994,870100,139.878418
"103",144.369995,145.020004,143.369995,143.779999,1907300,139.519394
"104",144.419998,147.089996,144.309998,146.789993,1659500,142.440186
"105",147,147.009995,145.5,146.369995,1181200,142.032639
"106",146.089996,148.100006,145.830002,147.869995,1873100,143.488159
"107",147.350006,147.830002,146.649994,146.869995,901000,142.517838
"108",147.309998,147.309998,145.869995,146.360001,898600,142.022919
"109",147.149994,149.339996,145.949997,149.220001,1673300,144.798187
"110",149.089996,150.619995,142.190002,143.589996,2707400,139.335037
"111",142.149994,145.440002,141.550003,144.279999,2581800,140.004578
"112",144.800003,146.740005,144.789993,145.919998,1366800,141.595993
"113",146.809998,149.5,146.009995,147.190002,1590900,142.828369
"114",145.389999,145.979996,143.75,145.690002,1164700,141.372787
"115",145.740005,146.570007,145,146.210007,1734200,141.877396
"116",147,148.839996,146.419998,148.389999,1367400,143.992813
"117",148.690002,149.460007,147.380005,147.690002,1110900,143.313553
"118",147.229996,149.619995,146.460007,149.460007,937800,145.031082
"119",149.5,152.830002,148.880005,152,1971900,147.495804
"120",151.589996,154.699997,151,154.429993,1574800,149.853806
"121",154.429993,156.389999,151.610001,151.979996,1466600,147.476379
"122",151.809998,152.020004,146.5,147.889999,1974500,143.507599
"123",150.5,150.820007,148.350006,150.070007,2650100,145.623001
"124",149.360001,149.580002,145.929993,148.110001,2407600,143.721085
"125",149.25,150,147.589996,148.949997,1661600,144.536209
"126",149.559998,149.690002,146.800003,147.729996,826400,143.352341
"127",148.279999,150.600006,147.649994,150.149994,1723200,145.700623
"128",149.240005,150.580002,148.080002,148.660004,1285700,144.254761
"129",148.949997,150.389999,148.949997,149.779999,932300,145.341614
"130",149.630005,151.320007,149.059998,149.979996,1036000,145.53566
"131",150.199997,150.970001,149.539993,149.940002,1212800,145.496872
"132",151.320007,152.639999,150.940002,152.339996,1469900,147.82576
"133",152.240005,153.070007,151.830002,152.899994,1005100,148.369156
"134",153.729996,154.779999,152.699997,154.169998,1216600,149.601501
"135",154.300003,154.440002,152.160004,152.729996,1290900,148.204178
"136",152.470001,153.699997,151.869995,153.570007,933600,149.019302
"137",154.25,155.850006,153.919998,155.470001,1007300,150.863007
"138",155.220001,155.979996,153.960007,154.630005,953600,150.047882
"139",153.910004,154.949997,152.929993,153.940002,1218900,149.378342
"140",153.940002,155.029999,153.880005,154.610001,857600,150.028458
"141",155.679993,155.800003,154.160004,154.570007,1697400,149.989655
"142",155.240005,158,155.009995,156.940002,2066500,152.289398
"143",158.529999,158.740005,152.080002,154.25,2943400,149.679138
"144",154.440002,161,154.360001,159.5,4398900,154.773544
"145",159.279999,159.279999,154.639999,156.470001,2287000,151.833313
"146",157.240005,157.240005,152.460007,152.690002,1847000,148.165375
"147",152.869995,153.360001,150.279999,153.130005,1640100,148.592331
"148",153.259995,154.850006,152.160004,153.679993,1143500,149.126007
"149",153,153.679993,149.740005,151.350006,1934200,146.865082
"150",151.470001,152.759995,148.710007,149.119995,2622600,144.701157
"151",148.369995,148.570007,144.589996,145.919998,4185000,141.595993
"152",143.75,148.059998,143.309998,147.899994,2507000,143.517303
"153",146.759995,146.899994,143.029999,143.550003,1813900,139.296219
"154",144.160004,144.740005,142.059998,144.509995,1327500,140.227753
"155",146.110001,147.830002,145.089996,147.580002,1400000,143.206787
"156",147.539993,147.630005,145,147.059998,1254700,142.702194
"157",148.160004,149.240005,147.300003,148.779999,1707700,144.371231
"158",148.089996,148.649994,144.020004,144.139999,1721900,139.868713
"159",144.139999,145.130005,142.720001,143.710007,1578300,139.451462
"160",143.860001,145.320007,143.259995,145.029999,1145200,140.732315
"161",145.320007,148.070007,145.320007,147.610001,944700,143.532822
"162",147,148.320007,146.550003,148.089996,1714600,143.999542
"163",149.309998,151.869995,149.309998,149.940002,1838600,145.798462
"164",151.529999,151.75,148.470001,149.259995,1171500,145.137207
"165",143.720001,143.990005,141.210007,142.529999,6694700,138.593124
"166",141,145.020004,140.75,143.990005,3171400,140.012787
"167",144,145.160004,141.830002,143.440002,3355500,139.477966
"168",145.320007,148.520004,144.880005,148.360001,2383200,144.2621
"169",149.029999,151.889999,148.009995,148.229996,2199800,144.135681
"170",147.789993,148.600006,146.020004,147.610001,1486200,143.532822
"171",144.089996,145.449997,142.050003,144.389999,3266600,140.401764
"172",144.660004,145.190002,143.089996,143.970001,1346900,139.993362
"173",143.990005,144.669998,141.220001,141.410004,1377700,137.504044
"174",142.429993,144.589996,141.429993,144.119995,2371400,140.139221
"175",144.070007,145.770004,142.710007,145.360001,1237700,141.344955
"176",145.320007,145.850006,144.440002,145.660004,1137600,141.636658
"177",144.869995,145.080002,142.960007,143.380005,1047200,139.419647
"178",143.229996,143.889999,141.509995,142.130005,1559400,138.204163
"179",143,143.369995,140.679993,142.160004,2446200,138.233337
"180",141.600006,141.979996,138.350006,141.470001,2576300,137.562408
"181",141.690002,143.5,141.389999,143.009995,1664400,139.05986
"182",142.199997,143.339996,140.070007,143.119995,2338900,139.166794
"183",142.550003,146.279999,142.080002,145.770004,2268200,141.743622
"184",145.729996,145.770004,140.009995,142.720001,2816300,138.777878
"185",143.529999,144.440002,141.169998,143.389999,2071200,139.429337
"186",143.009995,146.929993,143.009995,145.570007,1479000,141.549133
"187",144.820007,145,142.309998,142.839996,1856800,138.894562
"188",143.630005,144.800003,142.850006,143.940002,1422400,139.964188
"189",144,149.339996,143.550003,146.839996,2352400,142.784073
"190",147.5,148.240005,145.380005,146.210007,1391000,142.171478
"191",146.800003,147.990005,145.899994,147.600006,1132000,143.523087
"192",147.669998,149.550003,147.330002,148.410004,1087100,144.310715
"193",147.660004,148.899994,147.330002,147.990005,1240900,143.902313
"194",148.059998,149.610001,146.100006,146.460007,1805600,142.414581
"195",146.610001,148.460007,145.419998,146.429993,1203600,142.385391
"196",146.029999,147.389999,145.440002,147.169998,1839800,143.104965
"197",147.100006,148.070007,145.850006,147.979996,1384000,143.892578
"198",148.979996,151.330002,148.729996,150.110001,1791700,145.96376
"199",150.339996,150.539993,148,148.490005,1639500,144.388504
"200",148.949997,149.820007,148.229996,149.139999,690900,145.020554
"201",149.889999,152.949997,149.75,152.279999,2034400,148.073807
"202",151.470001,153.460007,149.360001,153.399994,1567700,149.162872
"203",154,154.240005,152.279999,152.800003,1710300,148.579437
"204",153.470001,153.690002,150.559998,150.679993,1880800,146.51799
"205",150.800003,151.470001,149.949997,150.729996,2049800,146.56662
"206",148.5,150.130005,147.460007,147.899994,3247600,143.814789
"207",148.169998,148.479996,145.050003,147.350006,5956800,143.279999
"208",123.099998,124.5,118,123.790001,20597400,120.370735
"209",124.790001,124.889999,119.760002,120.209999,7607900,116.889626
"210",120.879997,125.099998,120.459999,124.660004,6924200,121.216721
"211",125.879997,127,121.919998,122.050003,3516000,118.678802
"212",122.739998,123.919998,121.559998,123.510002,2395500,120.09848
"213",123.239998,124.099998,122.519997,123.050003,1477600,119.651184
"214",122.900002,123.900002,122.400002,122.980003,1973400,119.583122
"215",120,121.129997,118.910004,119.610001,6276100,116.306206
"216",120.239998,120.779999,117.260002,118.559998,3063600,115.285202
"217",118,118.480003,116.139999,117.32,3181700,114.07946
"218",116.339996,121.150002,115.550003,120.739998,3817400,117.404984
"219",120.690002,120.889999,118.900002,120.279999,3445200,116.957695
"220",119.970001,122.449997,119.220001,122.089996,2468500,118.71769
"221",121.889999,121.889999,119.980003,121.169998,2273700,118.113327
"222",120.949997,122.589996,120.5,122.040001,3390300,118.961388
"223",121.839996,124.199997,121.760002,123.949997,2495400,120.823212
"224",124.300003,124.870003,122.139999,123.489998,2041900,120.374825
"225",123.989998,125.75,122.540001,124.879997,2580600,121.729752
"226",125.080002,127.989998,124.480003,126.980003,2089100,123.776779
"227",127.07,127.809998,126.349998,126.809998,638100,123.611061
"228",126.949997,128.429993,126.639999,126.68,1445100,123.484352
"229",127,127,124.650002,125.68,1221800,122.509575
"230",125.860001,126.699997,120.879997,122.019997,2831100,118.941895
"231",121.57,123.540001,121.57,122.5,2034600,119.409782
"232",121.650002,123.629997,121.279999,122.699997,1761100,119.604736
"233",123.610001,125.449997,122.199997,122.239998,2050400,119.156349
"234",121.82,122.910004,120.510002,120.769997,1938200,117.723427
"235",120.769997,121,118.830002,119.169998,2730100,116.16378
"236",116.989998,119.5,116.760002,119.209999,4250300,116.202782
"237",119.889999,120.699997,117.419998,117.540001,2866000,114.574921
"238",117.470001,119.879997,117.43,117.830002,2665000,114.857613
"239",118.07,118.879997,117.599998,118.690002,1991500,115.6959
"240",119.010002,119.720001,118.220001,118.550003,2020000,115.559425
"241",118.650002,120.589996,118.650002,119.900002,2020200,116.875374
"242",120.639999,121.220001,120.199997,120.879997,2316900,117.830666
"243",122.110001,122.760002,121.220001,121.959999,1613700,118.883408
"244",122.400002,123.339996,121.349998,121.459999,1303700,118.396027
"245",121.860001,121.910004,119.900002,120.010002,1130100,116.982605
"246",120.190002,121.629997,119.610001,120.07,1369000,117.041084
"247",120,121.730003,119.529999,120.18,1065500,117.148315
"248",120.25,120.620003,118.989998,119.440002,750900,116.426987
"249",119.379997,120.739998,119.129997,120.32,995600,117.284775
"250",120.209999,121.389999,120.010002,121.25,761200,118.191315
"251",120.889999,121.389999,119.190002,119.769997,1122200,116.74865
"252",120.639999,122.669998,120.010002,121.419998,1549900,118.357033
"253",124.480003,127.75,124.300003,125.169998,2451000,122.012436
"254",125.919998,126.650002,123.940002,126.139999,2261700,122.957962
"255",126.470001,127.349998,125.410004,127.120003,1618100,123.913246
"256",126.559998,128.279999,126.099998,128.210007,1759700,124.975761
"257",128.429993,128.880005,127.080002,127.279999,1283400,124.069214
"258",128.130005,128.130005,126.379997,127.18,1234100,123.971725
"259",130.009995,131.229996,128.339996,129.410004,2483400,126.145477
"260",130.339996,132.789993,128.869995,132.360001,2245500,129.021057
"261",132.820007,133.679993,129.899994,130.600006,3182400,127.305466
"262",131.820007,131.820007,129.25,130.639999,1885200,127.344444
"263",130.309998,130.419998,126.75,126.889999,2824600,123.689041
"264",127.43,128.160004,124.599998,126.269997,2319100,123.084679
"265",126.519997,128.25,125.389999,128.190002,1509700,124.956245
"266",128.190002,129.070007,127.559998,128.929993,1489900,125.677567
"267",130.369995,131.699997,129.440002,130.429993,1701200,127.139748
"268",131.759995,132.229996,130.449997,131.110001,1407500,127.802597
"269",131.899994,132.300003,130.860001,131.759995,1538700,128.436188
"270",131.600006,131.75,129.380005,130.399994,1296700,127.110512
"271",130,130.339996,127.980003,128.889999,1437700,125.638603
"272",129.169998,129.619995,127.07,128.009995,1334200,124.780785
"273",127.25,130.639999,127.25,129.110001,2196100,125.853035
"274",128.350006,128.839996,125.970001,126.639999,1909000,123.445358
"275",125.330002,128.240005,124.510002,125.050003,3227600,121.89547
"276",123.370003,128.220001,123.150002,127.279999,3570900,124.069214
"277",127.129997,132.440002,126.529999,129.330002,3157900,126.06749
"278",129.130005,130.929993,122.309998,123.029999,4892300,119.926414
"279",105,107.989998,98.519997,104,17183600,101.37648
"280",104.169998,105.730003,100.379997,102.82,4820600,100.22625
"281",102.07,102.919998,100.190002,101.760002,2958100,99.192978
"282",100.690002,101.099998,99.080002,100.099998,4011100,97.574852
"283",101.480003,102.970001,99.07,102.230003,3931800,99.651131
"284",102,104.269997,101.440002,103.849998,2685400,101.230255
"285",103.75,106.18,102.739998,104.099998,2951200,101.473946
"286",104.529999,105.309998,102.900002,102.989998,2056500,100.391953
"287",103.139999,104.830002,102.309998,104.529999,2137300,101.893105
"288",105.129997,106.839996,104.269997,106.379997,2413400,103.696434
"289",106.589996,107.470001,105.209999,106.620003,1796100,103.930374
"290",106.040001,106.940002,103.690002,103.709999,2502200,101.093788
"291",105.410004,106.599998,103.93,105.169998,2175800,102.516953
"292",104.989998,105.599998,102.730003,103.959999,2074500,101.337494
"293",103,104.860001,101.370003,104.5,1882400,101.863861
"294",104.389999,108.57,103.800003,107.660004,2308700,104.944153
"295",107.980003,109.379997,106.959999,108.610001,1582600,105.870193
"296",107.940002,112.360001,107.440002,111.349998,3210200,108.841705
"297",111.410004,112.580002,109.75,110.330002,1822700,107.844681
"298",110.980003,112.629997,110.07,112.220001,1948400,109.692108
"299",112.769997,114.989998,112.169998,114.440002,1774000,111.862099
"300",114.419998,114.610001,109.160004,109.529999,3526800,107.062706
"301",107.800003,114.480003,106.410004,113.279999,5394200,110.728218
"302",111.919998,112.790001,110.160004,112.449997,3626500,109.916939
"303",112.870003,114.360001,112.150002,113.199997,2793800,110.650032
"304",112.629997,113.019997,110.260002,111.089996,1628000,108.58757
"305",111.050003,111.860001,108.639999,110.309998,2610100,107.825127
"306",110.580002,111.849998,109,109.239998,1421500,106.779236
"307",108.040001,108.910004,105.639999,106.980003,2331000,104.570145
"308",107.129997,107.489998,105.620003,106.110001,1944600,103.719734
"309",107.589996,107.629997,104.519997,106.839996,2477900,104.433296
"310",107.269997,107.610001,104.82,105.589996,2215500,103.211456
"311",105.110001,108.870003,104.160004,106.32,2366700,103.925011
"312",106.709999,110.989998,106.529999,110.410004,2239600,107.922882
"313",109.580002,110.290001,105.879997,106.790001,2563400,104.38443
"314",106.910004,107.440002,105.849998,106.970001,1930700,104.560379
"315",105.300003,109.669998,105.120003,109.260002,1778300,106.79879
"316",110.050003,111.190002,109.82,110.110001,1339400,107.629639
"317",109.709999,109.910004,106.470001,107.550003,1671900,105.127312
"318",107.949997,109.699997,107.120003,107.25,1613100,104.834061
"319",108,109.519997,107.139999,108.489998,1727700,106.046135
"320",107.650002,108.610001,107.120003,107.5,1587400,105.07843
"321",107.93,109.220001,106.099998,107.199997,2395100,104.785179
"322",107.330002,108.129997,106.510002,107.199997,963400,104.785179
"323",108.150002,109.5,106.440002,109.160004,1373500,106.701027
"324",110,111.339996,108.970001,110.449997,1411100,107.961983
"325",110.720001,111,109.040001,110.279999,1659100,107.795799
"326",109.709999,111.980003,109.650002,111.370003,1688900,108.861252
"327",110.959999,111.290001,108.860001,109.769997,1580700,107.297295
"328",110,112.300003,109.169998,110.389999,2203800,107.90332
"329",111.360001,112.879997,109.910004,110.779999,2243600,108.284554
"330",109.949997,110,106.220001,108.440002,3377900,105.997253
"331",108.639999,109.419998,105.870003,106.349998,6906800,103.954338
"332",116.480003,118,113.760002,115.07,6929700,112.477905
"333",115.82,116.620003,113.400002,115.139999,2279100,112.546326
"334",114.330002,115.110001,112.779999,113.5,1927200,110.943275
"335",113.510002,115.419998,112.93,114.43,1261800,111.852333
"336",113.989998,114,110.400002,111.279999,2120800,108.773285
"337",110.849998,111.160004,109.339996,110.120003,2429000,107.639412
"338",110.709999,112.900002,110.169998,110.949997,1613800,108.450706
"339",110.669998,111.25,109.779999,110.540001,1526000,108.04995
"340",111.650002,112.910004,110.959999,112.220001,1523100,109.692108
"341",112.480003,115.730003,112.18,113.93,2239900,111.363594
"342",113.68,114.220001,112.940002,113.910004,1436400,111.34404
"343",114.150002,114.919998,113.540001,114.639999,1323400,112.057594
"344",113.459999,114.620003,113.059998,114,952800,111.431999
"345",113.959999,116.68,113.959999,115.589996,1297300,112.986191
"346",115.029999,116.660004,114.739998,115.669998,888900,113.064384
"347",115.540001,115.809998,114.730003,115.07,1288700,112.477905
"348",115.519997,116.879997,115.519997,116.360001,858000,113.738846
"349",116.900002,118.169998,116.209999,116.290001,1649800,113.670425
"350",115.169998,115.93,114.489998,115.230003,734900,112.925621
"351",115.220001,117.019997,115.010002,116.989998,937200,114.650436
"352",116.660004,118,116.029999,117.830002,1011400,115.473633
"353",117.290001,117.790001,116.550003,117.260002,1609100,114.915031
"354",117.790001,118.269997,116.5,118.010002,1129700,115.65004
"355",118.150002,121.099998,117.959999,121.029999,2111100,118.609627
"356",121.099998,122.419998,119.970001,120.019997,1683600,117.61982
"357",120.599998,121.860001,118.720001,118.879997,1717900,116.502632
"358",118.940002,120.970001,118.940002,120.18,3977400,117.776627
"359",120.690002,123.209999,119.470001,122.410004,2720000,119.962044
"360",122.410004,123.190002,119.209999,120.339996,2729600,117.933441
"361",119.690002,121.230003,119.339996,120.889999,2214700,118.472427
"362",120.599998,124.589996,120.599998,123.620003,1773600,121.14785
"363",123.900002,124.709999,123.440002,124.389999,1230000,121.902443
"364",124.440002,124.440002,121.690002,122.339996,928100,119.893448
"365",122.669998,123.900002,122.260002,123.580002,1241600,121.108635
"366",123.18,124.300003,122.910004,124.120003,1412200,121.63784
"367",123.779999,125.599998,123.620003,125.260002,1205500,122.755043
"368",124.010002,125.339996,123.57,124.669998,1262400,122.176834
"369",124.690002,125.419998,124.129997,124.900002,928000,122.402245
"370",125.629997,126.389999,123.279999,123.629997,1219700,121.157631
"371",124.580002,125.610001,124.07,124.830002,1497600,122.333641
"372",124.07,124.690002,121.860001,122.889999,1503200,120.432434
"373",122.75,122.860001,121.220001,122.029999,1028400,119.58963
"374",122.629997,123.220001,120.309998,120.339996,910300,117.933441
"375",120.169998,121.239998,118.809998,120.5,1317600,118.090233
"376",121.620003,121.779999,119.529999,120.190002,1201100,117.786438
"377",119.620003,121.949997,119.529999,121.800003,1225400,119.364243
"378",122.400002,124.639999,121.540001,123.25,1223500,120.785233
"379",123.660004,123.919998,122.720001,123.830002,1361300,121.353653
"380",124.290001,126.150002,123.419998,126,924700,123.48024
"381",126.43,127.720001,125.93,127.010002,994000,124.470039
"382",127.25,127.959999,126.349998,127.260002,860500,124.71505
"383",126.129997,126.980003,123.809998,125.139999,1101300,122.637436
"384",125.290001,127.940002,125.129997,127.370003,1030900,124.822853
"385",127.459999,127.739998,126.029999,126.949997,984900,124.41124
"386",126.830002,127.5,126.239998,126.660004,898100,124.127037
"387",125.75,129.490005,125.75,128.789993,1556800,126.214424
"388",128.419998,129.759995,127.260002,127.489998,1207800,124.940445
"389",127.309998,128.539993,126.910004,127.809998,1072500,125.254044
"390",127.330002,127.629997,125.330002,125.5,1357200,122.99025
"391",125.419998,126.5,124.160004,126.379997,2004700,123.852638
"392",127.599998,128.899994,126.43,127.239998,1773300,124.695435
"393",126.75,127.800003,125.779999,127.559998,1882200,125.009048
"394",127.720001,128.539993,125.089996,125.800003,2563000,123.284248
"395",138.070007,139.770004,135.339996,137.789993,7309400,135.034454
"396",137,138.440002,134.419998,134.809998,2308600,132.114059
"397",134.669998,134.880005,132.199997,133.839996,1777600,131.163452
"398",133.179993,134.679993,132.449997,133.729996,1318100,131.055649
"399",131.889999,133.389999,131.259995,132.850006,1390700,130.193268
"400",132.929993,133.089996,131.779999,132.100006,1302900,129.458267
"401",131.809998,133.899994,131.259995,133.089996,1461700,130.428467
"402",134,134.350006,132.960007,133.039993,747900,130.379456
"403",132.660004,133.020004,131.029999,131.710007,1075900,129.07605
"404",130.960007,134.559998,130.869995,132.740005,1976000,130.085449
"405",132.160004,133.119995,130.899994,131.889999,1078300,129.252457
"406",132.5,132.789993,131.139999,131.490005,808500,128.860474
"407",132,134.229996,131.550003,133.490005,1403700,130.82045
"408",132.550003,133.229996,130.330002,131.699997,1390500,129.066238
"409",133.279999,133.309998,130.949997,131.199997,1016700,128.576263
"410",131.100006,131.660004,129.910004,131.029999,858100,128.409637
"411",130.860001,132.059998,130.720001,131.559998,1083400,128.929047
"412",131.520004,132.619995,131.259995,131.509995,1343100,128.880035
"413",130.210007,130.970001,128.399994,128.880005,2425100,126.610733
"414",128.880005,129.690002,127.959999,128.919998,1737400,126.650024
"415",129.059998,130.850006,128.889999,130.220001,891500,127.927147
"416",130.360001,132.789993,130.360001,131.899994,1250600,129.57753
"417",131.699997,132.199997,131.229996,131.559998,950500,129.243546
"418",132.119995,133.259995,131.570007,132.779999,1019000,130.442062
"419",132.050003,133.059998,131.179993,131.449997,791400,129.135483
"420",130.820007,132,130.259995,130.5,1018900,128.202209
"421",130.139999,130.5,126.639999,127.370003,1826100,125.127319
"422",126.989998,127,123.449997,123.849998,2221700,121.669304
"423",124.529999,124.949997,121.839996,124.529999,2158600,122.337326
"424",123.809998,129.440002,123.370003,128.820007,3041000,126.551804
"425",129.139999,129.399994,128.039993,129.050003,1281600,126.777733
"426",127.550003,129.990005,127.489998,129.770004,994400,127.485054
"427",126.699997,132.110001,126.699997,131.240005,1536700,128.929184
"428",131.600006,132.350006,129.5,130.410004,1428100,128.11377
"429",130.789993,131.759995,129.259995,129.740005,1095500,127.455597
"430",129.729996,130.119995,126.910004,128.979996,1071700,126.708977
"431",129.050003,131.490005,128.809998,130.679993,952500,128.379044
"432",130.5,133.279999,130,132.779999,1369000,130.442062
"433",133.369995,134.770004,133.070007,134.429993,1586400,132.063004
"434",134.990005,135.690002,133.550003,133.729996,2440100,131.375336
"435",132.940002,133.289993,130.919998,132.210007,1935200,129.882111
"436",132.520004,132.570007,130.449997,130.779999,1411300,128.47728
"437",131.070007,132.990005,131.070007,131.639999,2008600,129.322144
"438",132,132.960007,131.220001,131.5,1103900,129.184601
"439",130.949997,131.600006,129.690002,130.479996,1281500,128.182571
"440",131.440002,131.919998,130.139999,130.320007,1358000,128.025375
"441",130.389999,130.619995,128.789993,128.960007,1118600,126.689323
"442",128.139999,129.470001,126.599998,129.369995,1209100,127.092102
"443",129.130005,129.300003,126.730003,126.940002,1563400,124.704887
"444",127.099998,127.370003,122.089996,123.730003,2002500,121.551407
"445",123.129997,124.150002,121.019997,122.589996,1520200,120.43148
