"","TER.Open","TER.High","TER.Low","TER.Close","TER.Volume","TER.Adjusted"
"910",90,90.870003,88.900002,89.980003,996800,89.584106
"911",90.269997,93.440002,89.650002,90.059998,1314600,89.663742
"912",91,92.480003,90.279999,91.980003,929400,91.57531
"913",92.480003,92.650002,90.040001,91.230003,1133100,90.828606
"914",91.620003,92.279999,90.089996,90.239998,840800,89.842964
"915",89,89.230003,88.019997,88.730003,1181400,88.339615
"916",88.580002,88.580002,87.519997,88,1258300,87.612816
"917",88.970001,89.860001,88.269997,89.089996,829900,88.698013
"918",89.510002,90.339996,89.160004,90.309998,1157900,89.912643
"919",90.220001,90.360001,89.040001,89.870003,830200,89.474594
"920",89.980003,90.290001,84.779999,84.779999,2163000,84.406982
"921",85.440002,85.900002,84.360001,85.730003,2035200,85.352798
"922",86.080002,86.260002,84.279999,84.970001,1611400,84.596153
"923",86,87.110001,84.940002,85.349998,1373600,84.97448
"924",86.540001,88.529999,85.620003,88.370003,1642400,88.084396
"925",86.690002,87.43,81.540001,81.93,2570600,81.665207
"926",79.260002,81.620003,75.459999,78.599998,4216300,78.345963
"927",76.150002,78.160004,75.199997,75.529999,4308000,75.285889
"928",77.5,78.18,76.349998,76.870003,2957400,76.621559
"929",77.959999,78.230003,74.949997,75.440002,3245600,75.196175
"930",76,76.599998,74.080002,74.919998,1653300,74.677856
"931",76.489998,77.050003,75.43,76.82,1921000,76.571724
"932",77.459999,77.839996,76.269997,77.199997,1447500,76.950485
"933",77.519997,78.419998,76.099998,76.330002,1868700,76.083313
"934",75,77.709999,74.199997,77.639999,1739700,77.389061
"935",78.220001,78.68,75.43,76.370003,30212400,76.123184
"936",74.970001,77,74.5,76.919998,1981900,76.671394
"937",77.559998,77.559998,75.199997,76.559998,1784900,76.312553
"938",76.860001,78.07,75.129997,75.410004,2092600,75.166283
"939",74.709999,77.599998,74.709999,76.300003,2206500,76.053398
"940",76.339996,78.099998,75.410004,77.720001,1740600,77.468819
"941",78.660004,79.529999,77.57,79.199997,1831800,78.944023
"942",79.519997,80.669998,79.489998,79.860001,1168500,79.601898
"943",79.330002,80.400002,78.809998,79.459999,1804000,79.203186
"944",80.839996,81.650002,80.370003,81.300003,1200800,81.037239
"945",78.75,79.889999,78.309998,78.620003,1033500,78.365906
"946",79.5,81.309998,79.480003,81.230003,1310400,80.967476
"947",81.269997,83.139999,80.57,81.110001,1169000,80.847855
"948",82.349998,83.32,81.839996,82.290001,1242900,82.02404
"949",82.599998,83.379997,82.169998,82.480003,1137300,82.213432
"950",85.360001,86.839996,84.610001,86.099998,1766600,85.821724
"951",87.260002,87.529999,85.790001,86.629997,2069800,86.350006
"952",87,88.639999,86.129997,87.629997,1142600,87.346779
"953",87.559998,88.849998,86.779999,86.93,967100,86.649048
"954",84.860001,87.610001,84.279999,87.290001,1096100,87.007881
"955",88.190002,88.330002,86.370003,86.589996,1032300,86.310135
"956",87.720001,88.800003,86.050003,86.669998,1468800,86.389885
"957",87.68,88.879997,87.519997,87.940002,2818000,87.655785
"958",88,93.169998,88,92.07,3533800,91.77243
"959",92.75,92.75,89.400002,90.940002,2175600,90.646088
"960",91.220001,92.459999,91.010002,92,1166400,91.702652
"961",90.580002,91.620003,88.309998,89.589996,1257600,89.300438
"962",89.830002,89.830002,86.860001,87.459999,1474900,87.17733
"963",85.739998,86.870003,85,85.540001,1185900,85.263542
"964",85.529999,89.339996,85.080002,88.540001,1615700,88.253845
"965",86.809998,88.150002,86.089996,87.849998,1581500,87.566071
"966",88.5,90.510002,88.25,89.699997,1842300,89.410088
"967",90.669998,91.709999,89.300003,89.830002,1082400,89.539673
"968",92.440002,96.43,90.940002,95.849998,2561400,95.540207
"969",97.379997,100.349998,97.040001,99.32,1918000,98.999001
"970",98.830002,100.739998,98,100.260002,1506600,99.935966
"971",104.940002,105.620003,101.279999,101.529999,2213900,101.201859
"972",102,102.07,97.480003,98.150002,1975800,97.832787
"973",99.639999,101.669998,99.480003,101.18,1683400,100.852982
"974",102.129997,102.129997,99.809998,100.480003,1274500,100.155258
"975",102.199997,103.199997,101,102.290001,1062500,101.959404
"976",102.919998,107.239998,102.669998,107.18,1763900,106.833595
"977",106.720001,106.720001,104.879997,105.910004,1258400,105.567711
"978",105.980003,106.440002,104.760002,104.82,1186100,104.481224
"979",104.809998,106.629997,104.510002,106.470001,1048100,106.125893
"980",106.730003,107.93,106.120003,106.330002,1376300,105.986343
"981",106.349998,108.650002,106.349998,108.32,1192200,107.96991
"982",109.480003,109.5,107.169998,108.989998,1664600,108.738129
"983",109.5,110.029999,108.199997,108.339996,1373100,108.08963
"984",109.629997,110.830002,109.07,109.400002,849200,109.147186
"985",109.940002,110.639999,108.040001,110.339996,1560400,110.085014
"986",111.260002,115.940002,111.199997,115.120003,2175000,114.853973
"987",114.5,114.949997,112.849998,113.959999,1386100,113.696655
"988",115.010002,117.220001,113.580002,113.739998,1700200,113.477158
"989",114.830002,116.279999,114,116.029999,1167700,115.761864
"990",116.550003,117.32,114.769997,117.160004,1341500,116.889259
"991",116.910004,118.959999,116.540001,118.669998,1113700,118.395767
"992",118.059998,118.220001,113.150002,114.019997,1555100,113.756508
"993",114.010002,116.139999,112.279999,115.68,1619700,115.412682
"994",114.43,116.129997,112.949997,115.370003,1171300,115.103401
"995",116.620003,118.209999,115.830002,117.18,1279400,116.90921
"996",117.989998,120.760002,117.5,120.440002,1536200,120.161682
"997",119.449997,120.839996,118.589996,119.769997,1671800,119.493233
"998",121,122.370003,118.959999,119.349998,1611400,119.074196
"999",119.339996,121.089996,118.830002,120.589996,2703600,120.311325
"1000",117.830002,120.160004,117.669998,119.730003,1319300,119.453323
"1001",119.730003,120.129997,118.150002,118.57,1662100,118.295998
"1002",119.07,119.290001,117.199997,117.260002,928400,116.989037
"1003",117.690002,118.900002,116.830002,118.879997,421400,118.605278
"1004",120.080002,120.220001,117.43,117.730003,735300,117.457947
"1005",118.919998,119.07,116.400002,117.199997,957200,116.929161
"1006",118.25,120.720001,118.010002,120.290001,793000,120.012024
"1007",120.120003,120.709999,118.370003,119.889999,699700,119.612946
