"","TER.Open","TER.High","TER.Low","TER.Close","TER.Volume","TER.Adjusted"
"197",38.5,38.959999,38.400002,38.650002,1166100,37.673611
"198",38.970001,39.049999,38.59,38.610001,2448900,37.634617
"199",38.59,38.889999,38.34,38.630001,1861600,37.654114
"200",38.790001,39.200001,38.470001,39.07,1711400,38.083
"201",39.189999,39.330002,38.540001,39.279999,1608000,38.287689
"202",38.900002,39.09,38.259998,39.060001,2344800,38.073254
"203",39.41,39.470001,38.98,39.110001,1593600,38.12199
"204",39.349998,39.41,38.860001,38.939999,2582300,37.956287
"205",39.130001,39.5,39.009998,39.200001,3401700,38.209713
"206",39.16,39.470001,38.580002,39.119999,3223200,38.131741
"207",41,42.25,39.860001,42.029999,8440000,40.968224
"208",41.66,42.810001,41.630001,42.740002,3981000,41.660286
"209",42.900002,42.900002,42.330002,42.689999,2274200,41.611549
"210",42.73,43.639999,42.700001,42.889999,3209800,41.806503
"211",43.279999,43.279999,41.900002,42.540001,3185900,41.465343
"212",42.439999,42.830002,41.849998,42.549999,2368400,41.475079
"213",42.810001,43,42.560001,42.880001,1351500,41.796749
"214",42.919998,43.5,42.57,43.450001,2139500,42.352352
"215",43.439999,43.650002,43.209999,43.529999,2605700,42.430328
"216",43.34,44.040001,43.220001,43.889999,2457800,42.781231
"217",43.450001,43.790001,42.860001,43.639999,2850500,42.537548
"218",43.669998,43.900002,43.490002,43.700001,1498900,42.596031
"219",43.34,44.330002,43.220001,43.849998,2294200,42.742241
"220",43.68,43.889999,43.110001,43.349998,1687900,42.254871
"221",42.919998,43,42.040001,42.740002,2046100,41.660286
"222",42.919998,43.91,42.790001,43.830002,2048700,42.722755
"223",43.959999,44.290001,43.439999,43.57,1618800,42.469318
"224",43.959999,44.630001,43.959999,44.43,1680500,43.307594
"225",43.939999,44.220001,43.700001,44.02,1985500,42.907955
"226",44.02,44.169998,43.209999,43.279999,1391800,42.186646
"227",43.43,43.73,43.330002,43.639999,1006000,42.537548
"228",43.240002,43.439999,42.849998,42.98,1891300,41.894218
"229",43.009998,43.18,42.650002,42.990002,1825800,41.972324
"230",42.849998,43,39.619999,40.82,4806100,39.853695
"231",41.200001,41.470001,40.240002,40.470001,4259900,39.511971
"232",39.939999,40.279999,38.900002,40.110001,2995300,39.160507
"233",40.650002,40.860001,38.75,39.240002,2983900,38.3111
"234",39.25,40.290001,39.009998,39.669998,2130100,38.730919
"235",39.259998,40.139999,39.110001,39.959999,1201200,39.01405
"236",40.27,40.66,40.130001,40.299999,1498300,39.346004
"237",40.779999,40.98,40.220001,40.509998,1779400,39.551041
"238",40.650002,40.919998,40.119999,40.459999,1388200,39.50222
"239",41.73,41.849998,40.610001,40.950001,1837700,39.980625
"240",41.18,41.369999,40.619999,40.830002,1556300,39.863461
"241",40.84,41.5,40.700001,41.02,1899600,40.048962
"242",41.080002,42.09,41.060001,41.880001,3708600,40.888599
"243",42.290001,42.560001,41.82,42.369999,2056900,41.367001
"244",42.310001,42.75,42.299999,42.459999,1656300,41.454872
"245",42.900002,43.310001,42.619999,43,1599900,41.98209
"246",42.990002,43.27,42.639999,42.98,2013900,41.962559
"247",42.990002,43.060001,42.419998,42.790001,982400,41.777065
"248",42.330002,42.43,42.049999,42.119999,1537600,41.122921
"249",42.200001,42.330002,42.029999,42.299999,1161500,41.298649
"250",42.59,42.869999,42.380001,42.580002,1313400,41.572037
"251",42.630001,42.709999,41.84,41.869999,1061700,40.878841
"252",43.709999,44.5,43.080002,44.18,2890400,43.134159
"253",44.200001,44.400002,43.490002,44.369999,2170800,43.319656
"254",44.529999,44.73,44.029999,44.580002,1354300,43.524693
"255",44.84,45.759998,44.66,45.610001,2210500,44.530312
"256",45.610001,46.32,45.299999,46.189999,2507400,45.096584
"257",46.310001,46.48,45.369999,45.41,1777500,44.335041
"258",44.82,44.82,43.709999,44.290001,4062500,43.241558
"259",44.349998,44.540001,44.049999,44.529999,1564100,43.475872
"260",44.459999,44.860001,44.23,44.599998,2131000,43.544212
"261",45.060001,46.279999,44.869999,45.310001,4956900,44.237408
"262",45.84,47,45.700001,46.759998,3695100,45.653084
"263",46.959999,47.299999,46.16,47.189999,2756100,46.072903
"264",47.299999,47.720001,47.09,47.419998,1823000,46.297459
"265",47.48,47.790001,46.91,47.77,2117100,46.639175
"266",47.959999,48.529999,47.880001,48.419998,2003500,47.273781
"267",48.099998,48.240002,46.630001,46.790001,4939500,45.682373
"268",46.75,46.75,44.110001,44.799999,7469700,43.739483
"269",45.450001,47.720001,45.450001,47.700001,5054900,46.570831
"270",47.66,47.75,46.389999,46.860001,2646200,45.75071
"271",46.099998,46.98,45.790001,46.330002,2701500,45.233261
"272",46.77,47.080002,45.75,45.84,2598800,44.75486
"273",45.619999,46.549999,45.509998,45.860001,1939500,44.774387
"274",45.490002,45.59,44.330002,44.419998,2127500,43.368477
"275",43.689999,45.060001,42.91,42.970001,2798800,41.952808
"276",42,43.740002,41.75,43.150002,5311200,42.128536
"277",42.889999,43.310001,41.98,41.98,2639600,40.986233
"278",42.119999,42.240002,39.610001,39.669998,3627500,38.730919
"279",40.290001,41.59,39.240002,41.27,4432700,40.293045
"280",41.669998,42.43,41.439999,42.029999,2195100,41.035053
"281",40.040001,40.98,40.009998,40.48,4196100,39.521748
"282",40.25,42.93,40.169998,42.709999,3088000,41.698956
"283",43.139999,43.490002,42.16,43.459999,2339700,42.431198
"284",43.369999,43.759998,42.990002,43.310001,2213800,42.284748
"285",43.240002,45.209999,43.07,44.900002,3265200,43.837112
"286",45,45.240002,44.049999,44.049999,3502400,43.00724
"287",44.32,44.57,43.48,43.990002,2207800,43.036594
"288",44.299999,44.689999,43.860001,44.419998,1283600,43.457268
"289",44.669998,45.580002,44.400002,45.52,1501200,44.533428
"290",45.32,45.75,44.759998,44.759998,1817800,43.789894
"291",45,46.23,44.790001,45.400002,2217800,44.416023
"292",45.360001,46.040001,44.48,44.900002,1946100,43.926857
"293",44.400002,45.720001,43.799999,45.650002,1378700,44.660606
"294",45.639999,46.349998,45.34,46.119999,1894500,45.120419
"295",46.450001,47.419998,46.349998,47.389999,2116100,46.362892
"296",46.860001,48.209999,46.860001,47.919998,2731900,46.881409
"297",48.25,48.490002,47.73,48.470001,1886600,47.419491
"298",49.049999,49.959999,49.049999,49.400002,2435500,48.329338
"299",49.68,50.299999,49.27,49.919998,2057300,48.838055
"300",50.279999,50.68,48.830002,49,1993200,47.938
"301",49.029999,49.799999,48.689999,49.349998,1472600,48.280411
"302",49.439999,49.84,49.110001,49.139999,1640300,48.074966
"303",49.259998,49.740002,49.009998,49.23,2300300,48.16301
"304",49.09,49.189999,47.869999,48.700001,1823200,47.644505
"305",48.599998,49.169998,48.43,48.990002,1666100,47.928219
"306",49.150002,50.290001,49.049999,49.5,1907100,48.427155
"307",48.630001,49.119999,47.27,47.720001,3019400,46.685745
"308",47.75,47.849998,45.639999,45.650002,2952700,44.660606
"309",47.299999,47.700001,46.52,47.700001,1902500,46.66618
"310",48.009998,48.080002,45.400002,45.759998,2077900,44.768227
"311",45.540001,45.91,44.470001,44.830002,1837100,43.858376
"312",45.099998,46.299999,44.779999,45.709999,1798600,44.719303
"313",45.360001,45.68,43.169998,43.790001,2506900,42.840919
"314",44.27,44.720001,43.41,44.290001,2300700,43.330086
"315",43.130001,44.630001,43,44.580002,2197500,43.613796
"316",44.919998,45.279999,43.68,43.869999,3036700,42.919182
"317",43.200001,43.970001,42.450001,42.68,2139400,41.754974
"318",42.939999,44.040001,42.23,42.400002,3455000,41.481049
"319",43.529999,44.049999,42.5,43.439999,2370300,42.498501
"320",43.290001,44.139999,43,43.200001,1882300,42.263706
"321",43.5,43.889999,43.43,43.709999,2390700,42.762653
"322",44.130001,44.130001,43.16,43.470001,1771100,42.527855
"323",43.689999,44.43,43.389999,44.290001,2134600,43.330086
"324",44.860001,45.060001,44.560001,44.720001,2280000,43.750767
"325",44.259998,44.259998,42.959999,43.360001,3693600,42.420235
"326",42.240002,42.509998,40.849998,41.450001,6008900,40.551628
"327",41.290001,41.66,40.619999,40.900002,5931200,40.013561
"328",41.110001,41.700001,40.330002,40.450001,2839600,39.573307
"329",41.119999,41.720001,40.34,41.5,5928300,40.600552
"330",37.040001,37.450001,34.349998,34.700001,20189000,33.947929
"331",34.73,35.450001,33.740002,34.049999,7442600,33.312019
"332",34.150002,34.150002,33.040001,33.200001,6685700,32.480446
"333",33.16,33.16,32.23,32.549999,5860300,31.844524
"334",32.5,33.57,32.060001,33.509998,4886000,32.783718
"335",33.75,34.630001,33.549999,34.330002,7632600,33.585953
"336",33.970001,34.93,33.610001,34.880001,5253000,34.124027
"337",34.529999,35.740002,34.360001,35.700001,5250900,34.926254
"338",35.939999,36.23,35.57,36.139999,4589000,35.356724
"339",36.07,36.169998,35.73,36.09,3435900,35.307804
"340",36.310001,36.84,36.209999,36.669998,3210500,35.875229
"341",36.869999,37.080002,36.360001,36.68,2740500,35.88501
"342",36.529999,36.860001,36.09,36.330002,1542900,35.542595
"343",36.650002,37.209999,36.57,36.639999,1703300,35.845886
"344",36.27,36.380001,35.450001,35.869999,2354700,35.092575
"345",36.02,37.75,36.02,37.560001,4451500,36.745941
"346",37.650002,38.139999,37.349998,37.720001,3260800,36.902473
"347",37.169998,37.560001,36.709999,37.389999,3953300,36.579628
"348",37.84,38.290001,37.68,38.18,2716400,37.352512
"349",38.57,38.900002,38.259998,38.32,2334100,37.489468
"350",37.849998,38.5,37.77,38.470001,1655900,37.636223
"351",38.610001,38.810001,38.009998,38.52,1732100,37.685139
"352",38.549999,38.900002,38.310001,38.73,1564600,37.890583
"353",38.290001,38.919998,38,38.549999,3093600,37.714493
"354",38.919998,39.310001,38.380001,38.57,2499700,37.822361
"355",38.540001,39.139999,37.880001,37.91,3651400,37.175156
"356",38.349998,39.349998,38.110001,39.310001,5614300,38.548016
"357",39.169998,39.66,39.029999,39.32,3010000,38.557819
"358",39.66,39.73,39.080002,39.459999,3077700,38.695095
"359",39.400002,39.630001,39.060001,39.619999,1748600,38.852009
"360",39.630001,40.040001,38.549999,38.810001,2309600,38.057709
"361",38.299999,38.799999,37.689999,38.689999,3090800,37.940025
"362",38.849998,39.25,38.650002,39.02,1601000,38.263626
"363",39.049999,39.23,38.57,39.09,2981900,38.332275
"364",39.209999,39.73,38.91,38.93,2805300,38.175377
"365",38.959999,39.310001,38.689999,39.049999,2524000,38.293049
"366",38.869999,39.360001,38.869999,39.34,3188900,38.577435
"367",38.869999,39.119999,38.689999,39.049999,1418900,38.293049
"368",38.279999,39.07,37.939999,38.990002,2164700,38.234211
"369",39.119999,39.5,38.98,39.200001,1530500,38.440144
"370",39.389999,39.549999,38.919998,39.099998,2277800,38.342087
"371",39.240002,39.380001,38.439999,38.799999,3567900,38.047897
"372",38.32,38.490002,37.060001,37.669998,2795800,36.939808
"373",37.889999,38.52,37.689999,38.049999,2367200,37.312428
"374",38.209999,38.490002,37.27,37.279999,2321900,36.557362
"375",37.060001,37.900002,36.799999,37.669998,2244400,36.939808
"376",38.630001,38.740002,38.040001,38.07,2830900,37.33205
"377",37.470001,38.41,37.41,38.310001,2074100,37.567394
"378",38.610001,38.849998,37.75,37.82,1614300,37.086895
"379",38.259998,39.209999,38.049999,39.200001,3324000,38.440144
"380",39.049999,39.57,38.73,39.52,1777400,38.753941
"381",39.75,40.200001,39.43,40.18,1895500,39.40115
"382",40.240002,40.759998,39.939999,40.110001,1910100,39.332508
"383",39.43,39.669998,38.77,38.869999,2905900,38.116543
"384",39.43,39.830002,39.169998,39.75,2227600,38.979488
"385",39.599998,39.950001,39.330002,39.580002,1660500,38.812778
"386",39.599998,40,39.470001,39.830002,1605600,39.057934
"387",39.529999,40.380001,39.369999,40.32,1734600,39.538433
"388",40.84,41.459999,40.599998,41.380001,3820500,40.577885
"389",41.16,41.16,39.75,40.029999,2928700,39.254055
"390",40.02,40.34,39.75,40.220001,2348400,39.44038
"391",39.919998,40.889999,39.23,40.73,3071000,39.940483
"392",41.259998,41.619999,40.07,40.380001,2748300,39.597271
"393",44.610001,45.799999,41.950001,42.959999,9627000,42.127262
"394",43.200001,44.450001,43.009998,44.02,4885400,43.166714
"395",44.23,44.540001,43.91,44.25,3946800,43.392254
"396",44.27,44.490002,43.189999,43.220001,2385400,42.382225
"397",43.369999,43.889999,43.25,43.25,2745400,42.41164
"398",43.169998,43.77,42.970001,43.290001,2132600,42.450867
"399",42.810001,43.709999,42.259998,43.57,1352400,42.725437
"400",43.599998,43.82,43.400002,43.75,2880700,42.901939
"401",43.970001,44.049999,43.529999,43.98,1609100,43.127487
"402",44,44.41,43.779999,44.009998,1375300,43.15691
"403",44.110001,44.509998,43.619999,43.93,1271300,43.078453
"404",43.5,43.630001,42.619999,42.709999,2558300,41.882111
"405",42.139999,42.450001,41.389999,41.709999,3244400,40.901489
"406",41.970001,42.080002,41.59,41.619999,2207500,40.81324
"407",41.91,42.41,41.740002,41.880001,2371400,41.068195
"408",41.450001,41.610001,40.200001,40.369999,2693500,39.587463
"409",40.709999,40.970001,40.130001,40.220001,2303700,39.44038
"410",39.849998,39.91,38.970001,39.259998,3744200,38.498981
"411",39.290001,39.509998,38.830002,39.150002,2128500,38.391117
"412",39.380001,40.259998,39.23,39.880001,2065800,39.106964
"413",39.720001,40,39.459999,39.93,1255700,39.155991
"414",39.939999,40.630001,39.91,40.27,1876200,39.489407
"415",40.669998,40.849998,40.439999,40.73,1526500,39.940483
"416",41.049999,41.779999,41,41.68,1916000,40.872074
"417",41.779999,41.919998,41.34,41.700001,1434700,40.891685
"418",41.900002,41.900002,41.279999,41.52,1563000,40.715168
"419",41.41,41.509998,41.080002,41.119999,1127400,40.322929
"420",41.200001,41.279999,40.84,41.189999,1460700,40.39156
"421",41,41.52,40.810001,41.200001,1598300,40.489845
"422",41.060001,41.299999,40.650002,40.91,2305800,40.204845
"423",40.869999,40.939999,39.349998,39.59,2584800,38.907597
"424",39.59,40.279999,39.439999,39.700001,2205600,39.015701
"425",40.25,40.25,39.290001,39.450001,1431600,38.770004
"426",39.209999,39.279999,38.509998,38.560001,2553700,37.895355
"427",37.66,37.919998,36.439999,36.669998,5786800,36.03793
"428",37.110001,38.040001,37.040001,37.41,2704800,36.765167
"429",37.68,38.099998,37.18,37.540001,1875200,36.892933
"430",37.490002,37.790001,37.119999,37.220001,1446100,36.578453
"431",37.360001,37.669998,37.209999,37.48,2304300,36.833965
"432",37.490002,37.66,36.77,37.130001,1747300,36.489998
"433",37.450001,38.09,37.220001,37.77,2238600,37.118969
"434",37.799999,38.389999,37.66,38.209999,4410700,37.55138
"435",38.060001,38.59,37.849998,38.450001,1466700,37.787247
"436",38.299999,38.599998,37.310001,37.470001,2130200,36.824142
"437",37.360001,37.689999,37,37.040001,1690300,36.401546
"438",37.220001,37.470001,37.009998,37.139999,1306200,36.499832
"439",36.959999,37.209999,36.639999,36.98,3793900,36.342579
"440",37.450001,37.66,36.700001,36.900002,2321900,36.263973
"441",36.700001,37.34,36.700001,36.93,1767200,36.293442
"442",36.73,36.98,35.810001,36.599998,2739400,35.969135
"443",36.299999,36.310001,35.610001,35.939999,2525100,35.320507
"444",35.990002,36.25,34.799999,34.939999,3306100,34.337749
"445",34.290001,34.93,33.66,34.52,2022200,33.924995
"446",34.439999,34.57,33.830002,34,2855400,33.413956
"447",33.23,34.02,32.41,32.450001,4942500,31.890675
"448",32.48,33.689999,32.48,32.650002,3868000,32.087215
"449",33.540001,33.84,32.560001,33.25,2475100,32.676876
"450",33.07,33.77,33.049999,33.25,2609400,32.676876
"451",33.700001,34.630001,33.450001,34.59,2316500,33.993778
"452",35.290001,35.720001,34.080002,34.139999,2627300,33.551537
"453",32.59,33.25,32,32.790001,3404800,32.224808
"454",32.84,33.23,32.509998,32.77,3068600,32.205151
"455",33,33.119999,32.080002,32.290001,2510100,31.733429
"456",31.32,32.59,30.809999,32.200001,4169900,31.644979
