"","CI.Open","CI.High","CI.Low","CI.Close","CI.Volume","CI.Adjusted"
"139",174.240005,175.169998,173.990005,174.229996,726800,171.891586
"140",174.139999,174.910004,173.630005,174.529999,940900,172.187576
"141",175.279999,175.800003,173.559998,173.809998,1166100,171.477219
"142",173.479996,174.470001,172.520004,173.570007,913000,171.240463
"143",173.330002,173.580002,171.190002,172.070007,860200,169.760605
"144",172.259995,174.199997,170.919998,173.970001,920300,171.635101
"145",173.889999,175.179993,173.339996,173.559998,986300,171.230576
"146",174,174.639999,172.869995,172.960007,864300,170.638626
"147",173.179993,175.330002,173.179993,174.740005,924300,172.394745
"148",175.850006,177.240005,174.960007,176.050003,1574000,173.68718
"149",177.990005,178.5,170.550003,172.550003,2225500,170.234131
"150",172.669998,176.979996,172.5,175.979996,1692100,173.618118
"151",175.669998,176.789993,174.679993,175.630005,1108600,173.272827
"152",175.699997,178.350006,174.5,178.080002,1508800,175.689926
"153",177.380005,178.570007,175.119995,175.360001,1143700,173.006424
"154",175.990005,176.820007,174.220001,174.380005,1174000,172.039581
"155",175.610001,177.190002,175.610001,176.350006,795800,173.983139
"156",176.830002,179.5,176.619995,179.160004,1339100,176.755447
"157",179.5,180.419998,179.460007,179.860001,942600,177.446045
"158",179.610001,181,178,178.029999,1065800,175.64061
"159",177.899994,178.270004,176.009995,177.029999,1034400,174.654022
"160",177.029999,178.350006,177,177.979996,1081000,175.591263
"161",178,180.389999,178,179.820007,1001700,177.406586
"162",179.509995,180.059998,178.850006,179.389999,856600,176.98233
"163",179.880005,179.970001,178.220001,179.770004,1242600,177.357239
"164",179.949997,181.149994,179.300003,179.300003,844000,176.893555
"165",180.039993,181.559998,179.830002,180.5,895700,178.077454
"166",179.770004,180.610001,179.759995,180.089996,960900,177.672928
"167",179.649994,180.149994,179.419998,179.669998,905400,177.258575
"168",180.009995,182.179993,179.860001,182.059998,1443500,179.616516
"169",182.679993,184.229996,182.229996,183.169998,1018700,180.711624
"170",182.199997,185.509995,182.110001,185.309998,1281400,182.822906
"171",185.309998,185.490005,181.509995,182.100006,1297900,179.655975
"172",182.259995,185.179993,181.860001,184.979996,1124100,182.497314
"173",184.690002,185.360001,184.139999,184.559998,1352800,182.082947
"174",185.009995,186.320007,184.649994,186.320007,1618600,183.819336
"175",186.410004,186.929993,184.869995,185.550003,1178300,183.059662
"176",185.460007,188.360001,185.460007,187.619995,1299500,185.101883
"177",187.050003,187.949997,185.039993,185.229996,1394600,182.743973
"178",185.809998,186.699997,185.020004,186.050003,2462000,183.552963
"179",186.050003,186.470001,184.809998,185.300003,923600,182.813034
"180",185.940002,185.949997,180.229996,181.509995,1931100,179.073883
"181",181.679993,182.240005,180.589996,181.820007,1887400,179.37973
"182",181.690002,182.850006,180.039993,182.130005,943600,179.685593
"183",182.130005,184.369995,180.279999,182.740005,1628000,180.287384
"184",183.059998,184.309998,181.360001,181.440002,948600,179.004837
"185",182.279999,183.779999,181.75,183.639999,1127200,181.175308
"186",184,185.139999,182.020004,184.429993,1115400,181.954697
"187",184,187.910004,183.899994,187,1006600,184.490204
"188",187,187.220001,185.110001,186.940002,1116000,184.431
"189",187.710007,189.029999,186.330002,189.009995,1358000,186.473221
"190",189.199997,192.509995,189.199997,191.990005,1458400,189.413239
"191",192.009995,193,190.600006,190.75,1054400,188.18988
"192",191.020004,191.929993,189.479996,190.679993,1056900,188.120789
"193",191.009995,192.720001,190.25,190.949997,879600,188.387192
"194",190.369995,190.899994,188.860001,189.089996,781900,186.552139
"195",189.089996,189.440002,186.889999,188.070007,979800,185.545868
"196",187.839996,188.070007,186.309998,186.949997,1331200,184.440887
"197",187.630005,188.759995,186.559998,186.960007,1139300,184.45076
"198",184,186.429993,183.080002,186.149994,1974100,183.651611
"199",186.149994,186.960007,184.020004,184.990005,1218000,182.507187
"200",185.389999,188.759995,185.279999,187.199997,2279000,184.687515
"201",187.850006,190.529999,187.850006,189.360001,2458700,186.818527
"202",189.070007,189.070007,186.100006,188.220001,2033400,185.693848
"203",189.009995,192.729996,188.610001,191.419998,1708600,188.850876
"204",191.729996,194.289993,191.289993,193.380005,1252000,190.784592
"205",192.839996,194.520004,192,193.889999,1226000,191.287735
"206",193.399994,195.839996,192.479996,195.699997,1599100,193.073441
"207",196.380005,202.220001,195.899994,198.75,1765100,196.082504
"208",198.690002,202.5,198.600006,201.940002,1482300,199.229706
"209",201.539993,201.889999,197.699997,197.720001,1127500,195.06633
"210",198.639999,198.639999,196.509995,197.220001,1290700,194.573059
"211",198.199997,198.580002,196.75,197.839996,1679000,195.184723
"212",205.75,205.75,197.600006,198.389999,1958600,195.727325
"213",198.649994,203.100006,196.279999,201.899994,1238200,199.190231
"214",201.899994,205.179993,201.440002,205,1322000,202.248627
"215",205.020004,206.449997,204.020004,205.490005,1128400,202.73204
"216",205,205,200.479996,200.5,1636800,197.809021
"217",200,200,196.369995,197.520004,1774100,194.869019
"218",197.559998,198.550003,196.899994,197.979996,991100,195.322845
"219",197.800003,198.270004,195.899994,197.610001,1277900,194.957825
"220",197.229996,197.669998,195.25,197.139999,1263100,194.49411
"221",196.619995,197.410004,196.119995,196.5,1293500,193.862671
"222",196.699997,201.339996,196.289993,200.970001,1130100,198.27269
"223",199.910004,200.210007,197.770004,197.970001,980900,195.312973
"224",198.660004,199.839996,197.880005,199.410004,826000,196.733643
"225",200,202.089996,199.729996,201.990005,1125100,199.279022
"226",202.25,202.369995,199.919998,200.720001,791400,198.026077
"227",200.589996,201.449997,200.100006,200.600006,409800,197.907669
"228",200.919998,202.149994,199.869995,199.929993,1477500,197.246674
"229",200.770004,201.509995,199.169998,200.550003,1912500,197.858353
"230",201.160004,207.210007,199.880005,205.830002,1529700,203.067474
"231",206.279999,212.460007,205.509995,211.729996,2069300,208.888275
"232",211.619995,211.619995,203.110001,208.410004,1442400,205.612839
"233",211.039993,211.960007,203.509995,204.110001,1842800,201.370575
"234",204.820007,205.240005,202.729996,204.119995,917300,201.380447
"235",204.119995,205.580002,202.660004,204.210007,869800,201.469254
"236",203.619995,207.210007,203.520004,206,980100,203.235199
"237",206.759995,211.589996,206.160004,209.970001,1250500,207.151917
"238",209.350006,210.710007,208.309998,209.160004,1082200,206.352798
"239",209.139999,209.979996,206.479996,208.479996,1044200,205.6819
"240",208.440002,209.369995,207.139999,207.919998,1038700,205.129425
"241",208.860001,209.009995,203.479996,203.630005,1033600,200.897003
"242",205.179993,205.279999,202.880005,204.139999,3639800,201.400162
"243",206.130005,206.800003,204.470001,206.339996,1643800,203.570633
"244",206.449997,208.470001,205.539993,207.259995,923500,204.478287
"245",207.490005,210.270004,205.809998,206.029999,1396200,203.264786
"246",206.820007,208.089996,204.470001,204.520004,1585200,201.775055
"247",205.550003,205.550003,202.410004,203.389999,1091700,200.660217
"248",202.809998,204.429993,202.529999,203.779999,641200,201.044983
"249",204.350006,204.460007,202.479996,202.710007,1107400,199.989365
"250",203.240005,205.5,202.240005,205.240005,611500,202.485413
"251",206,206.160004,203.050003,203.089996,736200,200.364258
"252",204.139999,204.979996,202.339996,202.559998,1115900,199.841354
"253",202.520004,206.320007,201.300003,205.960007,1362800,203.195724
"254",206.070007,208.039993,206.070007,207.039993,888600,204.26123
"255",207.910004,211.080002,207.600006,210.550003,755000,207.724136
"256",209.770004,210.490005,207.710007,208.220001,1130900,205.4254
"257",207.979996,209.210007,206.970001,207.869995,1280200,205.080093
"258",205.679993,207.179993,205.050003,207.089996,1113600,204.310562
"259",208.089996,211.360001,207.509995,210.889999,1196600,208.05957
"260",212.960007,213.729996,211.880005,213.389999,1151300,210.526001
"261",215.070007,216.339996,213.860001,214.75,1442400,211.867783
"262",215.699997,221.130005,215.149994,220.360001,1410600,217.402466
"263",220.360001,220.460007,218.160004,219.660004,1380300,216.711868
"264",220.660004,221.229996,218.570007,220.149994,1363900,217.195282
"265",220.5,220.800003,218.679993,220.75,882200,217.787231
"266",220.809998,221.110001,218.720001,219.789993,821200,216.840103
"267",221.160004,222.679993,220.210007,221,718600,218.033875
"268",221.830002,222.960007,220,221.880005,760500,218.902069
"269",221.990005,226.270004,221.449997,226.220001,977000,223.183823
"270",225.759995,227.130005,223.779999,223.899994,936100,220.894943
"271",211.589996,215.559998,207.119995,207.889999,4717400,205.099823
"272",214.360001,219.869995,208.339996,208.350006,2719900,205.553665
"273",207.320007,209.639999,198.839996,205.009995,2755300,202.258484
"274",204.130005,209.600006,203.210007,204.460007,2158300,201.715866
"275",203.399994,204.460007,193.190002,196.410004,2260100,193.773911
"276",193.020004,200,191.589996,197.589996,3059200,194.93808
"277",196.339996,198.330002,194.380005,195.440002,1729000,192.81694
"278",195.25,198.110001,189.149994,189.270004,1637100,186.729736
"279",192.020004,195.089996,187.139999,193.770004,2870300,191.169357
"280",195.029999,196.779999,192.880005,193.559998,945400,190.962143
"281",192.009995,195.580002,191.070007,195.440002,842100,192.81694
"282",193.960007,196.020004,193.470001,195.550003,645400,192.925446
"283",196.360001,197.309998,190.720001,191.940002,1654500,189.363907
"284",191.960007,195.100006,191.369995,193.809998,1019400,191.208801
"285",192.570007,193.419998,190.679993,192.600006,919600,190.01506
"286",192.940002,195.309998,191.610001,191.649994,684500,189.077805
"287",192.800003,194.899994,191.169998,191.899994,1105000,189.324432
"288",193.199997,194.880005,192.050003,194.789993,1116800,192.175644
"289",195.279999,196.830002,194.110001,195.880005,973300,193.251038
"290",196.169998,199.089996,195.589996,196.850006,1224900,194.208023
"291",196.710007,198.830002,195.869995,195.889999,2302400,193.260895
"292",195.410004,196.130005,191.690002,193.419998,1735900,190.824036
"293",192.789993,193.690002,191.179993,193.059998,884600,190.468872
"294",191.839996,193.270004,189.639999,192.339996,951700,189.758545
"295",192.809998,194.309998,190.960007,194.130005,1067000,191.52449
"296",192.5,194.429993,192.029999,194.25,1276600,191.642883
"297",182.210007,182.570007,171.059998,172,17357000,169.691528
"298",173.100006,174.690002,172.059998,173.360001,6222900,171.073074
"299",173.570007,173.600006,167.050003,167.309998,8525200,165.102859
"300",167.520004,168,163.020004,164.389999,7182900,162.22139
"301",164.720001,167.619995,163.600006,166.880005,4874000,164.678543
"302",167.710007,169.580002,166.770004,166.899994,4285800,164.698288
"303",167.800003,169.169998,166.770004,168.669998,3912400,166.444931
"304",168.380005,169.020004,165.470001,166.440002,3804300,164.244354
"305",166.929993,167.259995,164.360001,165,3868100,162.823349
"306",165.610001,169.559998,164.309998,167.050003,5671900,164.846313
"307",166.089996,167.449997,164.820007,165.339996,4238100,163.158859
"308",165.820007,166.839996,164,164,3333400,161.836533
"309",165.009995,168.869995,164.110001,168.679993,3101200,166.454788
"310",169.119995,170.130005,164.279999,165.539993,4070200,163.356216
"311",166.25,169.639999,165.5,168.320007,3036700,166.099579
"312",168.860001,169.389999,167.020004,167.740005,2736100,165.527206
"313",168.850006,169.399994,163.800003,164.649994,2757000,162.477951
"314",165.25,168.600006,165.25,167.850006,1697600,165.635757
"315",165.550003,169.610001,165.5,168.789993,2533900,166.563354
"316",169.669998,169.979996,167.880005,169.029999,1434700,166.800171
"317",168.279999,169.869995,166.729996,167.820007,1625300,165.60614
"318",168.710007,169.899994,167.789993,167.940002,1475900,165.724579
"319",169.729996,170.800003,167.600006,169.850006,1759700,167.60936
"320",168.660004,169.880005,168.160004,169,1733900,166.770569
"321",169.75,171.210007,168.740005,170.559998,3035600,168.309998
"322",171.669998,172.529999,170.759995,171.649994,2611000,169.38562
"323",172.220001,175.699997,171.720001,175.080002,2200000,172.77037
"324",176.820007,177.809998,174.279999,174.380005,2260000,172.07962
"325",174.600006,175.850006,173.789993,175.210007,1566200,172.898666
"326",174.559998,174.619995,171.470001,171.729996,2026700,169.464569
"327",172.080002,172.550003,169.630005,169.940002,2986800,167.698166
"328",170.399994,173.860001,170.25,172.350006,2376200,170.076385
"329",172.440002,173.440002,170.240005,171.289993,2020900,169.030365
"330",171.679993,172.380005,168.860001,171.699997,1380200,169.434952
"331",171.639999,173.050003,170.699997,172.149994,1249800,169.879013
"332",172.229996,174.979996,172.179993,173.949997,1490600,171.655273
"333",174,174.75,171.770004,171.820007,1494700,169.553375
"334",172.009995,172.970001,170.800003,171.070007,1949400,168.813278
"335",170.630005,173.610001,169.410004,172.360001,2184400,170.086243
"336",172.729996,174,166.25,172.880005,3118500,170.599396
"337",172.75,173.460007,170.190002,171.169998,1854700,168.911957
"338",171.5,172.669998,168.350006,172.589996,2504500,170.313202
"339",172.25,172.25,169.759995,170.699997,1814600,168.448151
"340",170.570007,170.779999,168.789993,169.580002,2827300,167.342926
"341",168.009995,172.110001,167.669998,171.059998,1948700,168.803406
"342",170.5,174.270004,169.669998,173.729996,2322900,171.438171
"343",174.470001,177.600006,173.770004,177.539993,2797800,175.197922
"344",177.179993,177.429993,175.139999,176.059998,1374400,173.737411
"345",176.160004,177.350006,174.880005,177.149994,1489400,174.813065
"346",177.649994,179.990005,176.690002,178.910004,1592700,176.54985
"347",178.860001,179.580002,177.979996,178.070007,1064600,175.720932
"348",179,179.289993,176.850006,177.449997,1357100,175.1091
"349",177.660004,178.350006,177.050003,177.240005,1262400,174.901901
"350",176.699997,177.380005,175.149994,177.089996,1103600,174.753845
"351",177.350006,177.380005,174.779999,175.850006,1433100,173.530228
"352",175.979996,176.979996,175.039993,175.899994,1292200,173.579544
"353",174.809998,175,171.710007,172.580002,1448500,170.303345
"354",172.600006,173.970001,171.339996,173.320007,1390300,171.033615
"355",173.690002,173.690002,169.110001,169.369995,2019500,167.135696
"356",170.210007,171.089996,169.399994,170.820007,1162000,168.566589
"357",171.240005,171.639999,170.460007,171,1011400,168.744186
"358",171.240005,172.669998,170.009995,170.830002,1308700,168.576447
"359",174,175.809998,172.5,174.929993,2680500,172.62233
"360",175.229996,177.889999,175.050003,177.110001,1460800,174.77359
"361",177.050003,178.039993,176.089996,177.809998,1667200,175.464355
"362",178.410004,182.100006,177.990005,180.949997,1912900,178.562927
"363",180.580002,181.619995,178.520004,178.820007,1500300,176.461044
"364",179.5,179.5,174.630005,176.179993,3729600,173.85585
"365",176.929993,177.449997,174.550003,175.330002,2237100,173.017075
"366",175.660004,177,174.800003,175.050003,3593500,172.740768
"367",174.539993,175.339996,173.139999,173.929993,1585500,171.635544
"368",173.100006,174.399994,172.919998,173.360001,2344200,171.073074
"369",173.789993,176.039993,173.789993,175.720001,1420500,173.401932
"370",175.279999,176.089996,172.639999,175,1976600,172.691422
"371",175.449997,176.059998,173.919998,174.080002,1867400,171.783569
"372",174.059998,175.990005,172.350006,173.850006,1813900,171.55661
"373",173.690002,174.229996,172.800003,172.949997,1506000,170.668457
"374",172.119995,174.979996,172,172.809998,1823500,170.530304
"375",169.979996,170,163.970001,169.759995,4021700,167.520554
"376",170.399994,171.059998,169.899994,169.949997,1905900,167.708023
"377",169.470001,169.470001,166.880005,169.029999,1396900,166.800171
"378",169.289993,170.369995,168.860001,170.25,941500,168.004074
"379",171.169998,172.300003,170.25,171.979996,1234200,169.711258
"380",172,172.520004,171.160004,172.100006,783900,169.829681
"381",172.529999,174.050003,172.300003,173.220001,1151500,170.934891
"382",173.679993,174.110001,172.589996,173.449997,968200,171.161896
"383",173.080002,173.449997,171.699997,171.789993,1474900,169.523773
"384",172.080002,173.850006,171.100006,172.960007,2201700,170.678314
"385",172.440002,173.740005,172.429993,173.089996,700400,170.80661
"386",173.089996,173.300003,172.270004,172.350006,1451600,170.076385
"387",172.020004,172.020004,167.830002,170.710007,2265200,168.458023
"388",170.809998,179.479996,170.720001,177.75,5413500,175.405151
"389",177.929993,178.710007,174.25,175.899994,3488700,173.579544
"390",174.490005,179.470001,174.300003,178.089996,3196800,175.740646
"391",178.229996,179.210007,177,177.419998,1676900,175.079498
"392",177.470001,178.960007,175.800003,176.429993,1511500,174.102539
"393",176.919998,177.550003,173.539993,177.5,2717600,175.158447
"394",178.080002,179.119995,176.679993,177.940002,2011700,175.592636
"395",177.949997,178.080002,176.300003,177.25,1277900,174.911743
"396",177.179993,178.139999,175.699997,176.800003,1738500,174.467712
"397",177.610001,181.660004,177,179.419998,2848900,177.053131
"398",179.889999,188.600006,178.570007,182.929993,6259600,180.5168
"399",185.229996,189.199997,184.25,188.899994,5071800,186.408035
"400",189.610001,193.369995,188.910004,189.25,2852300,186.753448
"401",188.809998,189.070007,186.440002,187.860001,2211900,185.38179
"402",188.910004,190.350006,187,188.270004,3638900,185.786377
"403",188.669998,190.300003,186.029999,189.460007,5734000,186.960678
"404",190.029999,190.300003,184.919998,185.419998,2981800,182.973969
"405",183.100006,186.210007,182.139999,183.279999,4442000,180.862198
"406",183.399994,183.820007,180.130005,181.759995,2085300,179.362228
"407",181.270004,185.559998,181.270004,185.300003,4180600,182.855545
"408",185,186.410004,183.119995,185.479996,2922200,183.033173
"409",185.860001,188.610001,185.570007,188.190002,2625000,185.707428
"410",189.130005,189.380005,187.380005,188.339996,1805700,185.855453
"411",188.970001,189.300003,187.470001,187.889999,2449200,185.411377
"412",187.339996,187.550003,185.75,186.050003,2626400,183.595657
"413",185.399994,187.089996,183.779999,186.360001,2227300,183.901581
"414",186.440002,187.070007,185.059998,185.800003,1494200,183.348953
"415",185.860001,186.869995,184.940002,185.720001,2266800,183.27002
"416",186,187.990005,185.850006,187,1665000,184.533127
"417",187.720001,188.380005,186.100006,187.960007,1821800,185.480469
"418",188.309998,190.949997,187.990005,190.460007,2502500,187.947495
"419",190.429993,191.240005,189.589996,189.800003,2245400,187.296188
"420",189.220001,189.570007,187.759995,188.339996,1809200,185.855453
"421",187.490005,188.570007,185.580002,186.070007,2098100,183.615402
"422",186.139999,186.850006,181.779999,184.929993,3997300,182.490433
"423",184.479996,185.619995,181.910004,185.179993,2712400,182.737122
"424",185.559998,189.149994,185.309998,188.589996,2255000,186.102158
"425",188.600006,189.710007,186.259995,186.360001,1828300,183.901581
"426",186,186,183,184.869995,1603600,182.431229
"427",185.070007,187.350006,183.820007,186.889999,1982500,184.424561
"428",187.630005,193.410004,186.880005,193.210007,2989200,190.661194
"429",193.570007,195.679993,192.860001,195.110001,2357700,192.536118
"430",196.5,201.690002,194.820007,197.839996,6532300,195.230118
"431",198.089996,201.550003,196,200.070007,4442100,197.43071
"432",200.419998,201.720001,197.910004,199.190002,2835800,196.562317
"433",200.210007,201.639999,200.160004,201.330002,2499900,198.674088
"434",202.139999,203.059998,197.410004,202.229996,3695700,199.562225
"435",200.919998,203.660004,200.570007,203.240005,2839400,200.558899
"436",203.050003,203.289993,199.800003,201.5,3064000,198.841843
"437",202.100006,204,200.820007,202.429993,2256500,199.759567
"438",203.360001,206.630005,202.960007,206.350006,2573900,203.627869
"439",205.029999,208.729996,204.220001,208.25,3330600,205.502808
"440",209.220001,211.979996,208.550003,210.929993,2407300,208.147446
"441",211,211.619995,209.850006,210.589996,2269600,207.811935
"442",213.009995,213.580002,210.380005,212.330002,2100400,209.528961
"443",212.399994,213.419998,210.970001,212.619995,2321600,209.815155
"444",213,216,212.809998,215.720001,2401500,212.874252
"445",214.789993,215.460007,210.020004,212.899994,2701200,210.091446
"446",212,215.279999,211.520004,214.039993,1764000,211.216415
"447",213.820007,215.360001,209.710007,209.970001,2564400,207.200119
