"","CI.Open","CI.High","CI.Low","CI.Close","CI.Volume","CI.Adjusted"
"894",178.339996,178.479996,175.199997,176.929993,1608400,174.674347
"895",177.050003,181.190002,176.800003,179.119995,2042400,176.836426
"896",180.809998,184.169998,179.910004,181.020004,2263600,178.712204
"897",179.899994,180.089996,175.389999,175.5,1886200,173.262558
"898",175.240005,177.869995,174.190002,175.75,1816400,173.509384
"899",177.119995,183.339996,176.610001,181.800003,2132200,179.482254
"900",179.210007,181.220001,177,178.470001,1730200,176.194702
"901",177.039993,177.130005,171.009995,172.690002,2452600,170.488388
"902",173.889999,174,170.839996,173,2063400,170.794434
"903",172.490005,175.789993,171.770004,173.5,1860200,171.288086
"904",175.429993,176.800003,173.270004,174.869995,2416100,172.64061
"905",173.210007,175.619995,171.419998,173.070007,1775800,170.863556
"906",173.199997,178.309998,172.979996,178.190002,1801000,175.918274
"907",177.139999,183.229996,177.139999,183,2048300,180.666962
"908",185,187.199997,182.020004,182.380005,1928100,180.054871
"909",185.139999,186.770004,181.75,184.320007,2154200,181.970123
"910",182.440002,182.660004,179.710007,180.880005,1210700,178.573975
"911",179.660004,184.660004,178.740005,183.399994,1211900,181.061844
"912",183.300003,183.919998,181.600006,182.190002,1522500,179.867294
"913",182,183.520004,180.759995,181.929993,1145100,179.610596
"914",182.410004,183.5,181.029999,181.25,1688200,178.93927
"915",180.050003,180.520004,177.449997,178.009995,1247700,175.74057
"916",178.570007,180.5,177.339996,178.300003,1385800,176.026886
"917",179.429993,179.740005,175.610001,177.679993,1454100,175.41478
"918",178.460007,178.460007,176.009995,177.410004,1337700,175.148224
"919",177.029999,177.029999,172.160004,174.100006,1938600,171.880432
"920",175.139999,178.350006,174.289993,177.080002,1648000,174.822433
"921",177.410004,181.440002,175.960007,181.149994,1511300,178.84053
"922",179.339996,182.740005,177.279999,177.369995,3040200,175.108734
"923",176,177.300003,174.5,176.149994,1878800,173.904297
"924",177.130005,182.089996,176.100006,181.339996,1692900,179.028107
"925",182.600006,185.25,176.809998,178.429993,1654800,176.155212
"926",179.449997,179.949997,175.309998,178.610001,1813700,176.332932
"927",178,178,172.960007,173.979996,1511600,171.761948
"928",174.910004,176.229996,172.100006,174.029999,1667000,171.81131
"929",174.419998,175.800003,169.690002,169.740005,1346300,167.576019
"930",170.669998,170.869995,167.710007,169.360001,1499900,167.200851
"931",170.330002,173.490005,169.279999,171.850006,1564800,169.659119
"932",173.360001,173.960007,165.979996,166.5,2857900,164.377304
"933",168.600006,171.660004,167.029999,168.589996,5268400,166.440674
"934",167.330002,170.160004,166.839996,169,3159800,166.845428
"935",167.869995,169.460007,166.669998,167.919998,3016700,165.779205
"936",165,166.220001,160.020004,164.960007,2527200,162.856964
"937",164.649994,166.600006,161.559998,161.740005,2318500,159.678009
"938",162.399994,164.110001,160.309998,160.5,2879300,158.453812
"939",160,163.009995,158.839996,160.880005,1797300,158.828964
"940",159.050003,162.710007,159,162.449997,1853500,160.378952
"941",164.910004,166.710007,163.889999,164.289993,1161800,162.19548
"942",164.75,165.460007,162.419998,164.309998,1460700,162.215225
"943",164.080002,170.809998,163.660004,169.410004,2328100,167.250214
"944",169.350006,169.869995,166.070007,167.380005,1341800,165.246094
"945",164.460007,170.149994,164.039993,167.229996,1782100,165.097992
"946",169.199997,173.330002,168.710007,172.220001,1891000,170.024384
"947",173.289993,175.600006,170.759995,170.880005,1478200,168.701477
"948",172.300003,177.039993,172.300003,176.300003,1587600,174.052383
"949",176.399994,178.149994,175.130005,177.869995,1144400,175.602356
"950",178.5,178.639999,175.779999,176.399994,1158900,174.151093
"951",176.130005,179.009995,175.490005,177.460007,1186700,175.197601
"952",175.710007,177.899994,173.699997,174.580002,1094900,172.354309
"953",174.690002,176.830002,173.130005,174.490005,1403700,172.265457
"954",172.160004,177.350006,172,176.820007,1350000,174.56575
"955",176.699997,179.389999,175.619995,177.899994,1485800,175.631973
"956",177.910004,178.229996,170.660004,171.660004,1939200,169.471527
"957",172.639999,173.600006,170.869995,171.089996,2013600,168.908798
"958",170.910004,176.139999,169.25,174.559998,1902700,172.334564
"959",174.979996,179.949997,174.75,179.330002,1418600,177.043747
"960",180.419998,184.699997,180,184.490005,1716100,182.137955
"961",182.759995,184.110001,179.929993,181.880005,1852700,179.561249
"962",180.119995,182.490005,177.289993,178.289993,2008200,176.016983
"963",174.289993,176.399994,168.050003,168.330002,2154400,166.18399
"964",167.550003,167.580002,160.369995,163.399994,2375100,161.316818
"965",163.460007,167.509995,163.220001,166.970001,2014500,164.841309
"966",169.889999,175.25,167.610001,174.839996,1930800,172.610977
"967",177.460007,185.229996,177.270004,183.880005,2236400,181.535736
"968",195.309998,212.580002,194.970001,210.619995,7051800,207.934845
"969",208.5,217.75,207.949997,214.160004,4441300,211.429718
"970",212.589996,212.820007,200.690002,201.470001,3648400,198.901489
"971",215.160004,217.210007,206,211.199997,2686300,208.507446
"972",212.660004,221.5,210.25,220.199997,2840500,217.3927
"973",220.300003,224.960007,220,221.110001,2060100,218.291092
"974",219.5,222.479996,217.580002,220.149994,1514100,217.343338
"975",220,221.630005,218.220001,219.690002,1480200,216.889206
"976",223.110001,223.649994,217.509995,218.300003,1740400,215.516922
"977",215.830002,217,208.149994,214.809998,2761800,212.071411
"978",215.979996,216.029999,210.679993,210.929993,1665700,208.240891
"979",208.639999,210.080002,203.360001,204.740005,2051100,202.129791
"980",203.289993,206.330002,201.899994,204.820007,1453400,202.208801
"981",206.539993,209.5,205.429993,206.940002,1675500,204.301743
"982",208.190002,214.259995,206.75,210.020004,1592500,207.342484
"983",209.929993,210.199997,205.100006,207.009995,1615600,204.37085
"984",207.279999,213.089996,206.649994,212.5,780900,209.790863
"985",210.179993,212.009995,207.75,209.139999,3792800,206.473694
"986",213.529999,214.880005,207.399994,207.509995,1797800,204.864471
"987",207.509995,213.429993,207.020004,212.009995,1368300,209.307114
"988",211,215.220001,211,213.389999,1394800,210.669525
"989",213.399994,219.949997,213.399994,217.649994,1629500,214.875198
"990",216.270004,219.029999,213.5,218.589996,1533400,215.803223
"991",216.460007,219.789993,215.850006,218.669998,1369600,215.882202
"992",218.800003,220.380005,215.5,217,1375700,214.233505
"993",214.619995,217.520004,211.279999,212.649994,1500500,209.93895
"994",211.699997,212.589996,208.270004,209.350006,1334100,206.68103
"995",211.759995,211.759995,202.610001,203.149994,2027600,200.560059
"996",206.289993,206.830002,202.259995,205.509995,1581000,202.889984
"997",204.919998,205.179993,201.699997,202.399994,1583600,199.819641
"998",203.309998,205.369995,201.169998,202.630005,2823800,200.046707
"999",201.690002,202.699997,194.440002,197.080002,6149100,194.567459
"1000",193.089996,198.020004,191.529999,197.380005,1339200,194.863632
"1001",196.039993,197,193.899994,194.970001,1402900,192.48436
"1002",196.580002,200.539993,196.5,198.979996,1825200,196.443222
"1003",199.509995,199.559998,197.259995,198.830002,497600,196.295151
"1004",200.320007,204.25,199.75,202.160004,1259100,199.582703
"1005",203.929993,206.279999,203.639999,204.050003,1168700,201.448593
"1006",203.910004,205.570007,203.550003,204.050003,1194800,201.448593
"1007",204.050003,208.610001,203.419998,208.179993,1233400,205.52594
