"","SLB.Open","SLB.High","SLB.Low","SLB.Close","SLB.Volume","SLB.Adjusted"
"905",19.450001,19.690001,19.209999,19.32,6751100,18.829128
"906",19.190001,19.65,19.02,19.629999,7084800,19.131248
"907",19.559999,20.389999,19.48,20.219999,11555800,19.706259
"908",20.860001,21.27,20.190001,20.299999,12373700,19.784227
"909",20.66,20.76,19.809999,20.360001,14560900,19.842703
"910",20.290001,20.290001,19.73,19.870001,8551500,19.365152
"911",19.67,20.17,19.59,20.07,7290300,19.560072
"912",19.950001,20.24,19.860001,20.01,8658100,19.501596
"913",19.860001,20.15,19.68,19.77,7845500,19.267693
"914",19.74,20.129999,19.629999,19.719999,8055100,19.218962
"915",19.389999,19.58,18.77,18.77,10240700,18.2931
"916",18.549999,18.700001,18.370001,18.58,8913900,18.107929
"917",18.719999,19.73,18.67,19.549999,8702700,19.053284
"918",19.969999,19.98,19.110001,19.26,11012500,18.770653
"919",19.23,19.27,18.639999,18.67,7982000,18.195641
"920",18.75,18.870001,18.440001,18.700001,8549000,18.22488
"921",18.799999,19.459999,18.77,19.42,12613700,18.926586
"922",19.5,19.540001,18.940001,19.01,13596300,18.527002
"923",18.52,18.92,18.459999,18.629999,9446800,18.276836
"924",18.530001,18.790001,18.360001,18.77,10875100,18.414183
"925",18.77,19.559999,18.67,19.120001,16863200,18.757547
"926",19.35,19.68,18.889999,19.309999,15384300,18.943943
"927",18.9,19.02,17.93,18.379999,15677400,18.031574
"928",18.48,18.74,18.370001,18.610001,9925300,18.257215
"929",18.65,18.65,17.639999,17.709999,16190800,17.374275
"930",17.76,17.969999,17.49,17.870001,8634200,17.531246
"931",17.889999,18.209999,17.639999,18.030001,9913100,17.68821
"932",18.07,18.450001,17.969999,18.200001,10611400,17.854988
"933",18.540001,19.389999,18.219999,19.18,14177400,18.816408
"934",18.809999,19.129999,18.450001,19.08,11677400,18.718304
"935",18.790001,19.34,18.52,18.73,19118700,18.374941
"936",18.1,18.190001,17.09,17.27,16106800,16.942617
"937",17.41,17.74,17.17,17.33,8862700,17.00148
"938",17.280001,17.620001,16.59,16.610001,10684200,16.29513
"939",16.34,17.08,15.93,16.620001,17772300,16.304939
"940",16.280001,16.41,15.82,15.92,16290200,15.618208
"941",16.360001,16.85,16.26,16.450001,11912400,16.138161
"942",16.35,16.4,15.47,15.6,15827200,15.304276
"943",15.81,16.02,15.42,15.56,15527200,15.265033
"944",15.36,15.53,14.88,15.01,17901600,14.72546
"945",14.57,15.73,14.52,15.57,14625800,15.274844
"946",15.77,16.129999,15.63,16.07,12192000,15.765365
"947",16.440001,16.559999,15.64,15.67,13187300,15.372949
"948",15.72,16.030001,15.58,15.95,10374000,15.647639
"949",16.120001,16.440001,15.94,16.43,10855600,16.118542
"950",16.58,16.6,16.049999,16.23,11704100,15.922331
"951",16.030001,16.200001,15.76,16.120001,12381400,15.814418
"952",15.96,16.139999,15.52,15.73,14015000,15.43181
"953",15.75,16.51,15.74,15.95,15875200,15.647639
"954",15.75,16.440001,15.55,16.42,15709600,16.10873
"955",15.62,16.26,14.9,14.97,39866400,14.686218
"956",15.16,15.44,14.91,15.01,18285500,14.72546
"957",15.24,15.65,15.18,15.49,20802200,15.19636
"958",15.36,15.59,14.98,15.01,18537500,14.72546
"959",15.06,15.42,14.91,15.3,15937500,15.009962
"960",15.46,15.78,15.17,15.4,13862100,15.108067
"961",15.15,15.26,14.86,15.17,17382400,14.882427
"962",15.11,15.23,14.75,15.09,14749700,14.803944
"963",14.5,14.75,14.15,14.18,18198000,13.911194
"964",13.9,14.49,13.7,14.45,16151800,14.176076
"965",14.41,14.96,14.32,14.94,17496700,14.656787
"966",15.12,15.8,14.78,15.58,18490900,15.284655
"967",15.92,16.049999,15.56,15.76,13028200,15.461243
"968",15.7,16.200001,15.07,15.97,17689400,15.667261
"969",15.9,16.129999,15.5,15.52,15004600,15.225792
"970",15.49,15.83,15.14,15.22,10324200,14.931479
"971",17.02,18.76,16.93,18.25,31835600,17.904039
"972",18.77,18.91,18,18.309999,19098500,17.962902
"973",18.5,18.51,17.4,17.709999,16402100,17.374275
"974",17.35,17.879999,17.16,17.299999,10762200,16.972048
"975",17.440001,18.110001,17.42,18,9321400,17.658781
"976",18.889999,20.049999,18.559999,20.040001,23092800,19.660109
"977",19.440001,20.1,19.27,20.09,13972500,19.70916
"978",20.18,20.57,19.92,19.969999,15408300,19.591434
"979",19.690001,20.5,19.549999,20.459999,11924300,20.072144
"980",20.360001,20.5,19.98,20.209999,10300900,19.826883
"981",20.6,21.65,20.450001,21.610001,14791600,21.200346
"982",22.440001,22.5,21.92,22.23,20774100,21.80859
"983",21.73,22.309999,21.66,22.1,12188700,21.681057
"984",21.969999,22.110001,21.709999,21.879999,6550900,21.465227
"985",21.959999,21.98,20.780001,20.790001,21516100,20.395891
"986",21.370001,21.58,20.870001,21.07,12717300,20.795614
"987",20.950001,22.07,20.870001,21.639999,9741900,21.358194
"988",21.85,22.440001,21.74,22.07,12517400,21.782593
"989",22.559999,23.5,22.459999,23.450001,16201300,23.144621
"990",23.299999,23.360001,22.709999,22.83,10067500,22.532696
"991",22.5,23.299999,22.440001,23.23,8064600,22.927486
"992",23.299999,23.790001,22.969999,23.370001,15063300,23.065664
"993",22.469999,23.889999,22.219999,23.379999,13977800,23.075533
"994",23.129999,23.190001,22.48,22.940001,14589200,22.641264
"995",23.309999,23.4,21.99,22.18,11809700,21.891161
"996",22.459999,23.07,22.24,22.969999,12686700,22.670872
"997",22.92,23.07,22.450001,22.84,11062700,22.542566
"998",22.99,23.120001,22.66,22.93,8481200,22.631393
"999",22.85,22.959999,22.24,22.309999,20038600,22.019466
"1000",21.41,21.98,21.08,21.780001,10778300,21.49637
"1001",21.780001,21.82,21.24,21.360001,17182900,21.081841
"1002",21.5,22.299999,21.450001,21.92,9474500,21.634546
"1003",21.98,21.99,21.459999,21.639999,3664900,21.358194
"1004",21.610001,22.030001,21.459999,21.57,6461100,21.289103
"1005",21.709999,21.77,21.129999,21.379999,7140300,21.101578
"1006",21.42,21.98,21.290001,21.879999,7077100,21.595066
"1007",21.469999,21.969999,21.440001,21.83,7844300,21.545717
