"","SLB.Open","SLB.High","SLB.Low","SLB.Close","SLB.Volume","SLB.Adjusted"
"35",80.379997,80.540001,79.660004,79.699997,5905400,68.036552
"36",80.470001,80.709999,79.879997,80.470001,5754100,68.693855
"37",79.660004,80.400002,79.480003,80.150002,5464100,68.420677
"38",80.230003,81.82,80.160004,81.059998,8033000,69.197502
"39",80.860001,80.860001,80,80.360001,7842000,68.599945
"40",80.910004,82.690002,80.599998,82.269997,6692400,70.230423
"41",81.639999,82.160004,80.82,80.949997,5104500,69.103607
"42",81.220001,81.580002,80.650002,80.699997,3357000,68.89019
"43",80.339996,80.889999,80.029999,80.720001,5524600,68.90728
"44",80.690002,80.769997,79.739998,79.949997,5807400,68.249962
"45",79.540001,79.919998,77.910004,78.099998,10152900,66.670692
"46",77.519997,78.940002,77.279999,78.699997,9411800,67.182869
"47",79.360001,79.400002,78.449997,78.690002,5633400,67.174347
"48",78.830002,79.129997,78.080002,78.589996,6708900,67.088966
"49",78.019997,78.550003,77.300003,78.379997,6541800,66.909691
"50",79,80.589996,78.910004,80.25,7968100,68.506042
"51",80.279999,80.480003,79.260002,79.650002,6196400,67.993851
"52",79.650002,80.260002,79.489998,79.550003,8645700,67.908508
"53",79.07,79.07,78.160004,78.919998,7318900,67.370674
"54",79.529999,79.650002,78.57,78.690002,6210500,67.174347
"55",78.349998,78.620003,77.75,78.379997,5341500,66.909691
"56",78.110001,78.449997,77.559998,77.669998,5804100,66.303604
"57",77.760002,77.940002,76.769997,76.959999,9805900,65.69751
"58",76.209999,77.18,76.139999,77.019997,6435100,65.748734
"59",77.400002,78.589996,76.940002,78.309998,7274600,66.84993
"60",78.209999,78.959999,77.580002,78.669998,4403000,67.157272
"61",78.730003,78.870003,77.559998,77.839996,5585100,66.448723
"62",77.550003,78.370003,77.330002,78.099998,5858500,66.670692
"63",78.300003,78.330002,77.129997,77.699997,6994700,66.329208
"64",77.709999,78.379997,77.220001,78.209999,4687800,66.76458
"65",78.660004,79.480003,78.260002,78.300003,5290600,66.841415
"66",78.699997,78.93,78.360001,78.620003,5128500,67.114594
"67",78.730003,78.870003,78.150002,78.330002,4265200,66.867012
"68",78.669998,78.949997,78.400002,78.709999,3339900,67.191399
"69",78.709999,79.709999,78.080002,79.650002,6722200,67.993851
"70",79.730003,80.889999,79.25,79.57,6024200,67.925552
"71",79.330002,79.400002,77.959999,78.150002,5030200,66.713379
"72",77.82,78.419998,77.790001,78.239998,5559300,66.790176
"73",77.769997,78.589996,77.669998,77.93,4078800,66.525574
"74",78.290001,78.480003,76.160004,76.480003,8138400,65.287773
"75",76.489998,77.339996,76.129997,76.510002,8053900,65.313362
"76",73.970001,75.160004,73.150002,74.839996,14539700,63.887753
"77",75,75.099998,73.940002,74.099998,8461800,63.256042
"78",74.220001,74.330002,73.769997,74.089996,9066400,63.247513
"79",73.75,74.910004,73.730003,74.110001,6064800,63.264584
"80",73.849998,73.93,72.099998,72.839996,10844900,62.180443
"81",73.400002,73.459999,72.470001,72.589996,7214400,61.967014
"82",72.699997,73.089996,72.139999,72.300003,6909400,61.719471
"83",72.339996,72.400002,70.970001,71.449997,9142000,60.993847
"84",71.410004,71.949997,70.970001,71.529999,7843600,61.062149
"85",71.160004,71.25,70.220001,70.940002,12175200,60.558498
"86",71.040001,72.199997,70.900002,71.970001,11115400,61.437752
"87",72.290001,72.959999,72.029999,72.220001,8160500,61.651165
"88",72.339996,72.599998,71.889999,72.279999,6631900,61.702393
"89",72.839996,73.199997,72.349998,72.669998,7021200,62.035305
"90",73.040001,73.080002,71.650002,71.779999,7380200,61.275566
"91",71.739998,71.809998,70.779999,71.019997,7308500,60.626785
"92",72.480003,72.690002,71.940002,72,8573000,61.463364
"93",72.300003,72.410004,70.889999,71.370003,7029200,60.925575
"94",71.370003,71.639999,70.800003,70.989998,6347700,60.601166
"95",70.660004,71.919998,70.660004,71.43,6073400,60.976788
"96",71.769997,72.309998,71.559998,71.75,7681800,61.249969
"97",72.260002,72.379997,71.370003,71.889999,6209800,61.369465
"98",72.169998,72.309998,71.519997,72.089996,4969900,61.540184
"99",72.129997,72.279999,71.07,71.360001,5257900,60.91703
"100",71.269997,71.690002,68.940002,69.389999,14649400,59.235329
"101",69.5,70.349998,69,70.089996,8960700,59.832874
"102",69.220001,69.489998,68.650002,68.739998,7263500,59.102051
"103",68.309998,69.93,68.230003,69.589996,8944200,59.832874
"104",69.669998,70.190002,69.220001,69.779999,5874800,59.996243
"105",68.879997,69.120003,68.029999,68.959999,8646500,59.29121
"106",68.790001,69.5,68.629997,69.269997,4670800,59.557743
"107",69.139999,70.190002,68.709999,69.970001,6588600,60.159618
"108",69.550003,69.860001,67.919998,68.669998,10227700,59.041882
"109",68.669998,69.110001,68.230003,68.309998,7739800,58.732349
"110",68.349998,70.389999,68.32,69.68,8141100,59.910267
"111",70.25,70.690002,69.07,69.309998,7999200,59.592133
"112",69.309998,69.699997,68.839996,69.349998,7882700,59.62653
"113",69.059998,69.089996,67.339996,68.18,10261300,58.62059
"114",67.959999,68.080002,67,67.330002,9465900,57.889759
"115",67.599998,68.580002,67.050003,68.580002,10179200,58.964497
"116",68.529999,68.779999,67.900002,68.099998,5037600,58.551792
"117",67.050003,67.050003,66.040001,66.75,9580000,57.391075
"118",66.480003,66.489998,65.260002,65.470001,11374200,56.290543
"119",65.5,66.43,65.150002,65.370003,8088000,56.204559
"120",65.330002,66.160004,65.150002,65.93,7402500,56.686043
"121",66.110001,66.400002,65.529999,65.889999,8042700,56.651649
"122",65.650002,66.040001,65.129997,65.360001,6498400,56.195965
"123",65.440002,66.040001,65.099998,65.25,6243500,56.101387
"124",65.599998,66.300003,65.300003,65.379997,7194800,56.213161
"125",65.849998,66.110001,65.379997,65.839996,7981900,56.608658
"126",66.120003,67.400002,65.900002,66.970001,5201400,57.580231
"127",67.260002,67.260002,65.339996,65.739998,8872900,56.522686
"128",66.160004,66.5,65.019997,65.129997,6503800,55.998211
"129",64.989998,65.18,64.150002,65.080002,6743400,55.955219
"130",64.82,65.690002,64.779999,65.349998,5873600,56.187355
"131",65.349998,66.239998,65.07,65.790001,5534000,56.565674
"132",66.519997,66.599998,65.339996,65.580002,6497600,56.385109
"133",65.470001,66.540001,65.440002,66.489998,6252300,57.16753
"134",66.5,67.089996,66.370003,66.849998,5340600,57.477058
"135",66.75,67.540001,66.650002,66.830002,6438500,57.459846
"136",67.309998,67.32,65.980003,66.18,5359800,56.900993
"137",66.129997,67.639999,66.099998,67.440002,6642300,57.984329
"138",67.769997,67.900002,66.760002,67.019997,7458200,57.623219
"139",67.800003,68.959999,66.199997,66.529999,10910300,57.201916
"140",66.68,66.839996,65.849998,66.419998,6211000,57.107338
"141",67,67.550003,66.93,67.010002,6947200,57.614616
"142",67.480003,68.160004,66.720001,66.989998,8350800,57.597431
"143",66.959999,67.800003,66.389999,67.779999,6968600,58.276661
"144",67.540001,69.040001,67.5,68.459999,10545600,58.86132
"145",68.440002,68.790001,67.690002,68.599998,10621100,58.981682
"146",68.5,69.010002,68.050003,69.010002,10295700,59.334209
"147",68.879997,69.370003,68.419998,69.129997,7973400,59.43737
"148",68.959999,69.25,67.75,68.220001,9869700,58.654972
"149",68.150002,68.389999,67.459999,67.540001,5411600,58.070305
"150",67.25,67.5,66.529999,66.550003,5756600,57.219116
"151",66.25,66.629997,65.260002,65.489998,8700100,56.307735
"152",65.730003,65.900002,65.07,65.489998,6274900,56.307735
"153",65.550003,65.779999,64.190002,64.400002,8060500,55.370564
"154",64.099998,64.669998,63.740002,63.830002,4627500,54.880489
"155",64,64.279999,63.669998,63.950001,4961000,54.983662
"156",63.939999,63.939999,63.029999,63.439999,6850800,54.545166
"157",63.639999,63.950001,63.23,63.709999,6329600,54.777306
"158",63.459999,63.799999,62.950001,63.029999,5292100,54.192646
"159",63.07,63.810001,62.93,63.32,9096300,54.441982
"160",63.110001,63.41,62.990002,63,4498200,54.166847
"161",63.16,63.639999,63.110001,63.349998,4710200,54.467785
"162",63.099998,63.5,62.869999,63.189999,4433400,54.330212
"163",63.099998,63.240002,62.560001,62.880001,5674100,54.063679
"164",63.110001,64.129997,62.990002,63.880001,5712600,54.923473
"165",63.84,64.080002,63,63.450001,4505600,54.553761
"166",63.259998,63.619999,62.810001,63.5,4076300,54.596745
"167",63.400002,63.759998,63.07,63.389999,4629100,54.502178
"168",63.599998,63.779999,63.16,63.509998,5833500,54.605354
"169",63.200001,63.919998,62.970001,63.349998,4907400,54.900002
"170",63.48,65.25,63.349998,65.099998,7517600,56.416565
"171",65.290001,66.239998,65.279999,65.720001,6806200,56.953876
"172",65.720001,66.129997,65.360001,65.870003,4236400,57.083866
"173",65.720001,65.760002,64.540001,64.860001,5487000,56.208584
"174",65.190002,65.889999,64.980003,65.769997,5617100,56.997196
"175",65.760002,66.620003,65.339996,66.43,5308600,57.569172
"176",66.519997,67.470001,66.43,66.919998,5728200,57.993793
"177",67.419998,67.940002,67.169998,67.699997,5954100,58.669765
"178",67.690002,67.900002,66.75,67.239998,11428400,58.271122
"179",67.080002,68,67,67.870003,6688900,58.817085
"180",68,68.260002,67.470001,67.889999,6817200,58.834423
"181",68.139999,68.160004,67.470001,67.620003,6766000,58.600445
"182",67.529999,68.5,67.010002,68.089996,8315100,59.007748
"183",67.730003,68.940002,67.730003,68.800003,6797600,59.623035
"184",69.099998,70.010002,69.080002,69.650002,6914300,60.359665
"185",69.269997,69.559998,68.540001,68.82,6393400,59.640377
"186",68.940002,69.190002,68.290001,69.080002,6043100,59.865688
"187",69.330002,69.660004,68.550003,69.160004,6464300,59.935005
"188",69.029999,69.769997,68.260002,69.760002,6559100,60.454998
"189",68.730003,69.32,68.540001,69.32,7254800,60.073673
"190",69.260002,69.57,68.849998,69.059998,6124500,59.848366
"191",69.120003,69.330002,68.669998,68.82,6319700,59.640377
"192",69.150002,69.18,68.57,68.870003,6293100,59.683704
"193",68.720001,68.720001,67.870003,68.339996,5717400,59.224407
"194",68.360001,68.800003,68.239998,68.330002,3587100,59.215736
"195",68.760002,69.029999,68.269997,68.330002,3824700,59.215736
"196",67.32,67.800003,66.839996,67.739998,8060500,58.704433
"197",67.220001,67.419998,66.790001,67.290001,6225800,58.314449
"198",67.629997,68.080002,67.129997,67.169998,4248700,58.210457
"199",67.559998,67.830002,66.779999,66.800003,4846100,57.88982
"200",66.879997,67.190002,66.260002,66.5,6621400,57.629829
"201",66.459999,66.650002,65.68,65.910004,5936500,57.118534
"202",65.360001,65.709999,64.470001,64.5,13577600,55.896599
"203",63.57,63.950001,61.400002,63.150002,19259600,54.726677
"204",63.150002,63.48,61.810001,61.91,14054100,53.652077
"205",62.529999,62.84,61.919998,62.439999,9639500,54.111378
"206",62.5,63.619999,62.400002,63.439999,10748200,54.977997
"207",63.450001,63.810001,63.060001,63.369999,8668300,54.917332
"208",63.110001,63.869999,62.880001,63.549999,12972700,55.073318
"209",63.75,64.5,63.529999,64.110001,6632800,55.55862
"210",63.990002,64.739998,63.93,64,8519500,55.463291
"211",64.620003,64.959999,63.990002,64.279999,11329300,55.705952
"212",64.339996,64.339996,63.099998,63.25,8984100,54.813328
"213",63.139999,63.73,62.919998,63.580002,10035100,55.099316
"214",64.099998,67.419998,63.93,67.080002,14246300,58.132469
"215",67.57,67.68,66.260002,66.43,7147400,57.569172
"216",66.650002,67.580002,66.080002,67.059998,8008300,58.115139
"217",66.849998,67.099998,66.5,66.889999,6163400,57.967812
"218",66.589996,66.620003,65.18,65.739998,6577000,56.971199
"219",65.25,65.540001,64.860001,65.040001,5506300,56.364571
"220",64.639999,64.639999,62.73,62.779999,10606800,54.406029
"221",62.150002,62.43,61.110001,61.549999,11273200,53.340088
"222",61.599998,61.650002,61.02,61.310001,7791600,53.132103
"223",61.360001,62.330002,61.259998,61.959999,8088700,53.695408
"224",61.709999,62.099998,61.220001,61.720001,7103500,53.487415
"225",61.970001,62.150002,61.439999,61.880001,8491100,53.62608
"226",62.439999,62.599998,61.84,62.139999,7610300,53.851398
"227",62.400002,62.450001,61.849998,61.93,2967500,53.669403
"228",61.73,61.919998,61.049999,61.360001,6741600,53.17543
"229",61.240002,62.470001,61.209999,62.290001,8737700,53.981388
"230",62.400002,63.299999,61.93,62.150002,8805900,53.860058
"231",62.57,63.650002,62.5,62.849998,11308900,54.466686
"232",63.23,65.129997,63.02,64.730003,11964000,56.095928
"233",64.790001,65.989998,64.480003,64.599998,9505000,55.983261
"234",64.129997,65,63.439999,63.450001,8212800,55.415569
"235",63.279999,63.279999,61.779999,62.07,9299300,54.210316
"236",62.060001,62.52,61.959999,62.07,7862500,54.210316
"237",62.380001,63.540001,62.099998,63.540001,11030100,55.494175
"238",63.380001,64.940002,63.009998,64.559998,11702900,56.385014
"239",64.410004,65,64.099998,64.18,6487800,56.053131
"240",64.120003,64.529999,63.279999,63.299999,7485600,55.284569
"241",62.950001,63.349998,62.360001,62.369999,8550100,54.472332
"242",62.720001,62.950001,62.009998,62.09,15834700,54.227783
"243",62.290001,64.040001,62.25,63.599998,10716600,55.546577
"244",63.790001,64.980003,63.580002,64.389999,8949500,56.236542
"245",64.440002,65.519997,64.25,65.279999,9227500,57.013844
"246",65.480003,68.32,65.25,67.860001,15943700,59.267155
"247",67.660004,68.330002,67.160004,67.440002,6695900,58.90033
"248",67.5,68.080002,67.419998,67.610001,5028200,59.048813
"249",67.760002,68.400002,67.610001,67.919998,7107900,59.319546
"250",67.949997,68.220001,67.290001,67.459999,4386800,58.917801
"251",67.459999,67.720001,66.800003,67.389999,5918800,58.856663
"252",68.07,69.830002,67.599998,69.519997,8678200,60.716953
"253",69.970001,71.639999,69.129997,71.330002,9529200,62.297764
"254",71.760002,73.190002,71.260002,73.099998,12252300,63.843624
"255",72.949997,73.68,72.25,73.599998,8552700,64.280319
"256",73.349998,74.919998,72.709999,74.800003,9778900,65.328384
"257",74.779999,75.300003,74.559998,74.900002,9370300,65.415703
"258",75.120003,76.07,75,75.599998,10017600,66.027054
"259",75.669998,77.220001,75.419998,77.050003,10248700,67.293449
"260",77.370003,78.089996,77.050003,77.970001,9211500,68.096977
"261",77.75,78,76.949997,77.169998,11902500,67.398247
"262",77,77.790001,76.410004,77.209999,8009600,67.433197
"263",76.57,77.470001,75.690002,76.370003,10588500,66.69957
"264",75,77.18,74.25,76.419998,13389800,66.743225
"265",77.040001,79.879997,76.839996,79.790001,13192700,69.686485
"266",79.82,80.349998,78.580002,79.209999,9332600,69.179932
"267",78.959999,79.25,77.669998,78.18,10369000,68.280373
"268",78.980003,79.089996,77.230003,77.330002,7142000,67.538002
"269",77.690002,78.18,77.389999,77.610001,6055300,67.782539
"270",77.089996,77.410004,76.099998,76.379997,7877900,66.70829
"271",75.400002,75.790001,73.93,74.540001,11371000,65.101288
"272",74.889999,74.949997,73.110001,73.580002,10198700,64.262856
"273",73.790001,75.559998,73.790001,75.510002,8671600,65.948479
"274",74.879997,75.25,73.360001,73.690002,9066600,64.358925
"275",72.849998,74.379997,70.589996,71.349998,11310300,62.31522
"276",69.510002,72.559998,69,71.040001,12391900,62.482338
"277",71.150002,72.529999,69.620003,69.75,7345000,61.347733
"278",69.800003,69.900002,67.349998,67.400002,12186000,59.280827
"279",68.18,68.370003,63.369999,65.190002,19725600,57.337048
"280",66.370003,67.68,66.269997,66.839996,11382800,58.788288
"281",66.629997,66.860001,65.68,65.919998,7959900,57.979099
"282",65.339996,66.269997,64.57,65.870003,13030900,57.935131
"283",66.25,66.25,64.82,66.209999,8844500,58.234173
"284",66.150002,67.290001,65.900002,66.279999,7512500,58.295738
"285",66.709999,67.199997,65.260002,65.610001,6840700,57.706451
"286",65.349998,66.089996,64.379997,64.400002,7855000,56.642212
"287",64.839996,65.970001,64.699997,64.959999,8393800,57.134743
"288",65.300003,66.699997,65.07,66.5,7652000,58.489239
"289",67.150002,67.269997,66.300003,66.730003,6605000,58.691536
"290",67.300003,69.050003,66.860001,66.910004,8736100,58.84985
"291",67.389999,67.68,65.620003,65.639999,10144600,57.732845
"292",65.489998,66.720001,65.029999,65.220001,9674000,57.363438
"293",64.650002,65.720001,63.900002,65.470001,6797200,57.583321
"294",64.93,66.589996,64.910004,66.160004,5274300,58.190197
"295",66.839996,67.120003,66.089996,66.629997,5131400,58.603569
"296",65.870003,66.5,65.220001,66.230003,5851900,58.251778
"297",66.339996,66.779999,65.779999,66.739998,6099100,58.700329
"298",67.290001,69.07,67.25,68.779999,8309700,60.494583
"299",68.730003,69.209999,67.849998,68.089996,5226700,59.887711
"300",68.339996,68.459999,66.760002,67.139999,6964300,59.052147
"301",67.279999,67.650002,66.260002,66.43,5963300,58.42767
"302",66.599998,66.900002,65.010002,65.349998,6310900,57.477772
"303",65.370003,66.639999,65.32,66.099998,9394300,58.137421
"304",66.089996,66.120003,64.139999,64.699997,6097500,56.906075
"305",65.129997,66.099998,65.129997,65.559998,5446300,57.662468
"306",65.919998,68.269997,65.779999,67.739998,7240300,59.579865
"307",66.75,66.970001,65.190002,65.519997,7500000,57.627289
"308",65.540001,66.699997,64,64.139999,8622100,56.413528
"309",64.849998,65.220001,63.560001,64.459999,7386100,56.694981
"310",64.910004,66.089996,63.970001,64.480003,6318000,56.712578
"311",64.349998,64.629997,62.669998,63.209999,7702900,55.595558
"312",63.669998,65.209999,63.48,64.779999,7282800,56.976437
"313",64.370003,64.660004,62.02,63.48,7598600,55.833035
"314",63.93,64.849998,62.689999,64.790001,8844500,56.985229
"315",63.5,64.989998,63.07,64.809998,6645700,57.002823
"316",65.120003,66.389999,65.07,65.769997,6032900,57.847172
"317",65.540001,65.540001,63.450001,64.360001,7515900,56.607029
"318",64.779999,65.080002,64.110001,64.260002,6369700,56.519081
"319",65.449997,67.43,65.25,66.709999,8172300,58.673939
"320",66.620003,67.980003,66.379997,67.550003,8141900,59.412754
"321",67.68,68.040001,67.209999,67.559998,5845300,59.421543
"322",67.589996,68.099998,67.309998,67.949997,7853500,59.764565
"323",68.279999,68.739998,67.43,68.519997,9026400,60.265911
"324",68.519997,68.980003,67.949997,68.660004,6490400,60.389038
"325",69.620003,71,69.550003,70.339996,8640300,61.866665
"326",70.370003,70.919998,69.699997,70.279999,7184700,61.813892
"327",70.809998,71.25,68.629997,69.230003,9967400,60.890373
"328",68.699997,68.970001,67.510002,68.910004,6792000,60.608932
"329",69.059998,69.800003,67.720001,68.279999,7474500,60.054813
"330",67.980003,69.269997,67.879997,69.099998,5994000,60.776035
"331",69.480003,70.099998,69.18,69.470001,8145000,61.101471
"332",69.059998,69.699997,68.900002,69.080002,4559500,60.758442
"333",69,69.379997,68.43,68.559998,6249900,60.30109
"334",68.110001,68.419998,67.080002,68.400002,6197600,60.160355
"335",67.980003,69.18,67.900002,68.660004,6460300,60.389038
"336",68.489998,68.580002,66.889999,67.720001,6563900,59.562275
"337",67.489998,69.190002,67.129997,68.790001,5620900,60.503376
"338",69.239998,70.849998,69.080002,69.209999,6388900,60.872787
"339",69.449997,69.620003,67.699997,69.540001,6142300,61.163044
"340",70.510002,71.779999,70.419998,70.879997,7774400,62.34161
"341",71.419998,71.57,70.239998,71.120003,5650400,62.552715
"342",71.330002,71.529999,70.870003,71.080002,5449200,62.517521
"343",71.18,72.050003,71.169998,71.599998,5142400,62.97488
"344",71.5,71.75,70.910004,71.599998,3571600,62.97488
"345",71.599998,73.209999,71.599998,73.110001,7121700,64.302971
"346",73.5,75.43,73.480003,74.43,10825700,65.463974
"347",74.190002,74.860001,74.160004,74.290001,5715400,65.340836
"348",74.769997,75.059998,73.959999,75.029999,4641200,65.991692
"349",75,75.25,73.389999,73.730003,5881200,64.848289
"350",73,73.470001,72.349998,73.449997,5737200,64.602013
"351",72.599998,72.720001,71.089996,71.220001,8648500,62.640663
"352",69.800003,69.900002,68.029999,68.599998,10719800,60.336269
"353",67.629997,68.370003,67.169998,68.07,8369200,59.870113
"354",68.720001,69.830002,68.449997,69.480003,7710300,61.110256
"355",69.080002,69.32,68.25,68.669998,8419700,60.397831
"356",68.639999,69.080002,68.370003,68.959999,6512800,60.652908
"357",69.160004,69.489998,68.68,69.07,8104200,60.749641
"358",68.489998,68.860001,67.900002,68.459999,7058000,60.652203
"359",68.830002,69.059998,68.07,68.889999,6387900,61.033142
"360",69.370003,70.290001,69.129997,69.599998,8330600,61.66217
"361",69.900002,70.089996,68.970001,69.43,5125200,61.511578
"362",69.480003,70.440002,69.110001,69.870003,6970700,61.901398
"363",70,70.470001,68.080002,68.599998,9664000,60.776226
"364",67.760002,68.75,67.43,67.970001,7161000,60.218082
"365",68.160004,68.57,67.660004,68.330002,7104000,60.537022
"366",67.919998,67.980003,66.540001,66.830002,15094700,59.208084
"367",66.260002,67.300003,66.199997,67.040001,6110400,59.394146
"368",66.010002,66.150002,65.199997,65.699997,11577800,58.206966
"369",65.940002,66.07,65.279999,65.550003,7567700,58.074089
"370",65.419998,65.580002,64.510002,64.790001,6371400,57.400757
"371",67.129997,67.949997,66.400002,66.580002,10995000,58.986603
"372",66.290001,66.360001,64.900002,65.43,7608700,57.967773
"373",65.400002,66.300003,65.040001,66.019997,5618500,58.490479
"374",66.739998,67.690002,66.459999,66.809998,6856500,59.190376
"375",67.110001,67.230003,66.269997,67.010002,5827800,59.367569
"376",67.019997,67.849998,67.010002,67.029999,5350900,59.385284
"377",66.449997,66.720001,65.010002,65.209999,9404700,57.772858
"378",66.239998,66.300003,65.230003,65.839996,5207700,58.331001
"379",66.379997,66.949997,65.940002,66.43,6492800,58.853714
"380",65.959999,67.25,65.730003,67.029999,4303400,59.385284
"381",67.5,68.620003,67.5,68.339996,5230900,60.545883
"382",68.900002,69.610001,68.760002,69.489998,6343100,61.564732
"383",68.629997,69.279999,68.099998,68.339996,7497400,60.545883
"384",68.650002,68.709999,67,67.470001,6217000,59.775108
"385",67.75,68.339996,67.410004,68.080002,4607000,60.315533
"386",67.089996,67.519997,66.860001,67.419998,4544100,59.730804
"387",67.089996,67.199997,66.360001,66.739998,6614300,59.128365
"388",66.400002,67.449997,65.889999,67.059998,6493200,59.411861
"389",66.599998,67.550003,66.5,66.919998,7049000,59.28783
"390",68.339996,68.43,66.029999,66.089996,7510300,58.552483
"391",65.970001,66.599998,65.470001,65.739998,8542800,58.242413
"392",66.010002,66.410004,65.389999,65.519997,8872000,58.047501
"393",65.599998,65.860001,64.730003,65.779999,7586700,58.277851
"394",66.220001,67.019997,65.519997,66.860001,6497500,59.234673
"395",66.330002,67.400002,66.330002,67.040001,5888100,59.394146
"396",67.510002,68.300003,67.309998,67.580002,5816900,59.872555
"397",67.629997,67.889999,67.080002,67.519997,5986900,59.819416
"398",67,67.160004,66.010002,66.660004,4834900,59.057495
"399",66.040001,66.419998,65.629997,65.940002,4985000,58.419605
"400",65.839996,66.650002,65.639999,65.889999,4588300,58.375313
"401",65.970001,66.129997,65.550003,65.739998,4348800,58.242413
"402",66.419998,67.309998,65.720001,66.68,5745200,59.075214
"403",66.230003,66.629997,65.980003,66.410004,3549300,58.835999
"404",66.57,66.669998,65.120003,65.400002,4760800,57.941193
"405",65.360001,66.099998,64.879997,66.040001,4851200,58.50819
"406",65.949997,66.040001,64.699997,64.970001,4563400,57.56023
"407",65.279999,65.739998,64.790001,64.800003,4851000,57.409618
"408",64.32,64.360001,61.82,62.290001,9831900,55.185886
"409",62.610001,63.080002,62.400002,62.490002,6080800,55.363068
"410",62.470001,63.02,62.060001,62.830002,5657500,55.664291
"411",63.060001,63.66,62.740002,63.5,3670300,56.257874
"412",64.260002,65.220001,64.139999,64.760002,6092600,57.374176
"413",65.290001,65.610001,64.910004,65.089996,5134400,57.666538
"414",64.769997,64.970001,64.269997,64.650002,4430200,57.27673
"415",64.980003,65.360001,64.980003,65.25,6418000,57.808292
"416",65.360001,65.57,64.610001,64.849998,8459200,57.453911
"417",64.940002,65.519997,64.029999,64.07,9470700,56.762878
"418",64.230003,64.639999,63.91,64.489998,7611600,57.134972
"419",64.599998,65.080002,64.059998,64.339996,6300100,57.002075
"420",64.07,64.139999,62.970001,63.16,7953200,55.95665
"421",63.060001,63.139999,61.740002,61.919998,8287000,55.295818
"422",61.470001,61.549999,60.189999,61.02,10127200,54.492107
"423",60.799999,60.959999,59.799999,60.209999,9684100,53.768753
"424",59.790001,60.189999,59.25,59.700001,11056200,53.313309
"425",60,60.779999,59.959999,59.98,6954600,53.563366
"426",60.080002,60.799999,59.43,60.32,9782200,53.866985
"427",60.700001,61.599998,60.700001,60.82,7931700,54.313499
"428",60.709999,61.310001,60.43,61.02,6006300,54.492107
"429",61,61.560001,60.759998,61.23,8059100,54.679642
"430",61.59,61.669998,60.68,60.970001,6825400,54.447453
"431",61.619999,61.970001,60.950001,60.990002,6779700,54.465309
"432",60.830002,61.709999,60.509998,61.23,9367100,54.679642
"433",61.950001,62.27,61.560001,61.57,7364100,54.983261
"434",61.75,61.84,61.130001,61.130001,21545100,54.590336
"435",61.82,62.080002,61.41,61.599998,8715200,55.010048
"436",62.200001,62.880001,62.07,62.529999,8517500,55.840561
"437",61.91,62.169998,60.799999,60.880001,10408600,54.367085
"438",61.139999,61.689999,60.400002,61.169998,6553000,54.626057
"439",61.029999,61.709999,60.860001,60.919998,7206600,54.402802
"440",61.200001,62.369999,60.880001,61.59,7667000,55.001122
"441",61.299999,62.099998,60.869999,61.889999,5660200,55.269028
"442",62.150002,62.91,61.59,62.619999,7315700,55.92094
"443",62.689999,63.290001,62.299999,62.849998,6920100,56.126328
"444",62.75,63.360001,62.439999,63,7358200,56.260288
"445",62.220001,63.080002,62.09,62.939999,4725700,56.206703
