"","ALL.Open","ALL.High","ALL.Low","ALL.Close","ALL.Volume","ALL.Adjusted"
"892",91.260002,92.220001,90.82,90.93,1773400,88.226913
"893",91.43,92.93,91.279999,91.860001,1723700,89.12928
"894",91.360001,93.760002,91.330002,93.519997,1726400,90.739929
"895",93.339996,95.410004,93.339996,94.669998,3225200,91.855743
"896",94.769997,95.470001,92.889999,94.360001,1857300,91.554962
"897",93.989998,94.160004,91.669998,92.699997,1635100,89.944305
"898",92.699997,93.059998,91.959999,92.269997,1114300,89.527084
"899",92.309998,94.389999,92.25,94,1649800,91.205666
"900",92.5,93.169998,91.919998,92.080002,1712500,89.342728
"901",92.050003,94.519997,91.849998,94.389999,2077200,91.584076
"902",94.529999,97.239998,94,96.190002,1982700,93.330559
"903",96.580002,97.620003,95.839996,96.239998,2443300,93.379066
"904",98.190002,100.559998,93.889999,94.760002,3498800,91.943069
"905",94.449997,95.849998,94.209999,94.480003,1306000,91.671394
"906",94.059998,96.980003,94.059998,96.910004,1169400,94.029152
"907",97.099998,97.599998,96.620003,97.25,1262500,94.359039
"908",98.720001,99.160004,96.559998,96.830002,1376700,93.95153
"909",98.199997,98.580002,95.860001,96.230003,1404600,93.369377
"910",95.519997,96.910004,95.059998,96.260002,1068500,93.398483
"911",95.650002,96.709999,95.169998,96.120003,1581300,93.26265
"912",96.32,96.660004,95.110001,95.230003,1437100,92.399101
"913",95.209999,95.669998,94.5,94.68,1367100,91.86544
"914",94.989998,95.870003,93.879997,94.279999,1177400,91.477341
"915",93.639999,96.07,93.5,95.360001,1618800,92.52523
"916",95.489998,95.870003,94.029999,94.489998,1326200,91.681091
"917",94.790001,95.129997,93.080002,95,2399700,92.175926
"918",95.349998,95.550003,93.610001,93.769997,1662100,90.982491
"919",93.389999,94.080002,92.660004,93.010002,1688900,90.245094
"920",93.010002,95.120003,92.849998,94.129997,2327000,91.865143
"921",94.889999,94.889999,93.650002,94.300003,2976200,92.031067
"922",94.269997,94.300003,92.349998,93,1571400,90.762337
"923",92.900002,93.629997,92.279999,92.959999,1890400,90.723305
"924",92.730003,95.080002,92.139999,94.589996,3079100,92.314079
"925",95.199997,97.389999,92.529999,93.339996,2022100,91.094154
"926",94.629997,95.169998,92.639999,93.809998,1892500,91.552849
"927",93.720001,93.790001,91.07,91.25,1927600,89.054443
"928",91.93,93.690002,91.610001,92.540001,1784500,90.313408
"929",93.110001,94.089996,92.580002,92.620003,1850800,90.391487
"930",92.809998,94.139999,92.480003,93.82,1288300,91.562607
"931",94.400002,95.57,94.269997,94.949997,1471400,92.665421
"932",95.599998,96.580002,93.980003,94.839996,2411400,92.55806
"933",95.150002,97.559998,94.940002,95.910004,1797400,93.602325
"934",95,95.220001,92.260002,92.800003,1539500,90.567154
"935",92.540001,92.980003,90.910004,91.279999,2549400,89.083725
"936",90.040001,92.57,89.720001,92.029999,2608900,89.815674
"937",92.720001,94,91.610001,92.339996,2095300,90.118217
"938",92.25,93.059998,89.57,89.620003,1817800,87.463669
"939",89.68,91.199997,88.779999,89.980003,1941300,87.815002
"940",89.07,91.599998,88.919998,91.279999,2077800,89.083725
"941",92.309998,94.129997,91.889999,93.220001,1385100,90.977043
"942",92.839996,93.790001,92.290001,93.440002,2403200,91.191757
"943",93.550003,94.68,93.32,94.139999,2090500,91.874908
"944",95.099998,95.150002,91.660004,92.260002,2662500,90.040146
"945",91.339996,94.360001,91.18,93.019997,1369000,90.78186
"946",93.809998,94.949997,93.139999,93.68,1501800,91.42598
"947",93.989998,94.830002,92.269997,92.650002,2163800,90.420761
"948",93.400002,94.839996,93.029999,93.290001,1558100,91.045364
"949",93.599998,94.910004,93.260002,93.580002,1422900,91.328392
"950",93.889999,93.970001,92.769997,92.860001,1501300,90.625717
"951",93.110001,94.849998,92.900002,94.260002,1526500,91.99202
"952",94.019997,94.660004,91.370003,91.790001,2513700,89.581451
"953",91.879997,93.099998,91.239998,91.279999,2514300,89.083725
"954",90.040001,92.269997,89.900002,91.709999,1812000,89.50338
"955",91.82,93.269997,91.82,92.580002,3521000,90.352448
"956",92.120003,93.099998,91.050003,91.419998,1326800,89.220352
"957",92.25,92.529999,90.93,91.080002,1621500,88.888542
"958",90.919998,91.870003,90.300003,90.760002,2483900,88.576241
"959",90.849998,91.949997,90.110001,91.690002,1479900,89.483856
"960",92.519997,92.660004,90.910004,91.25,1166200,89.054443
"961",90.57,90.889999,89.529999,90.82,1662700,88.634789
"962",90.580002,90.879997,89,89.040001,1800000,86.897621
"963",87.75,88.949997,87.330002,88,2620500,85.882645
"964",87.440002,89.43,86.510002,88.589996,1653800,86.45845
"965",88.279999,89.400002,87.699997,88.75,1796400,86.614601
"966",90.040001,91.239998,89.120003,90.900002,1922400,88.712868
"967",92.400002,94.32,92.290001,92.919998,1724600,90.684265
"968",91.57,94.099998,90.599998,92.040001,2148700,89.825439
"969",93.260002,94.139999,90.07,90.410004,2740200,88.234657
"970",91.339996,92.480003,90.419998,91.150002,1507500,88.956856
"971",96.629997,96.989998,91.160004,93.889999,3943200,91.630928
"972",94.790001,94.910004,93.07,94.440002,2607700,92.167694
"973",95.110001,95.349998,93.980003,94.370003,1675000,92.099373
"974",94.160004,95.5,93.949997,94.809998,1794900,92.528786
"975",95.190002,97.120003,95.190002,96.709999,1669900,94.383072
"976",98.489998,98.830002,97.080002,98.059998,2023100,95.700592
"977",98.059998,99.739998,97.050003,99.370003,1756400,96.97908
"978",99.559998,102.010002,98.550003,100.07,2517800,97.662224
"979",99.199997,100.809998,98.150002,100.370003,2155700,97.955017
"980",100.349998,101.730003,99.919998,100.18,1817900,97.769577
"981",101.199997,101.410004,100.010002,101.309998,1878100,98.872391
"982",102.550003,105.220001,101.360001,104.879997,2627000,102.356491
"983",104.160004,104.279999,102.75,103.949997,1950600,101.448875
"984",103.239998,104.300003,102.82,104.139999,1069400,102.165024
"985",103.279999,103.879997,102.150002,102.349998,2931800,100.408966
"986",103.510002,104.839996,103.269997,104.290001,2299000,102.31218
"987",104.059998,105.239998,102.959999,103.68,1710400,101.713753
"988",103.089996,104.300003,102.699997,103.830002,1435600,101.860909
"989",104.199997,104.879997,103.720001,104.360001,1243800,102.380859
"990",103.699997,104.400002,102.709999,103.410004,1488800,101.448875
"991",102.639999,105.720001,102.440002,105.449997,1578100,103.45018
"992",105.010002,105.860001,104.839996,105.190002,1413800,103.195114
"993",104.910004,105.720001,104.32,105.419998,2220700,103.420753
"994",104.510002,105.650002,103.82,104.43,1662100,102.449524
"995",105.400002,106,104.599998,104.870003,1975300,102.881187
"996",105.239998,106.559998,104.779999,105.919998,1404800,103.91127
"997",106.389999,107.489998,106.040001,106.419998,1823600,104.401779
"998",106.529999,107.050003,105.849998,106.559998,1821000,104.539131
"999",107,108.099998,106.300003,107.400002,5276700,105.363197
"1000",107.599998,107.610001,104.470001,106.169998,2140200,104.156532
"1001",106.559998,107.260002,106.010002,106.190002,1513600,104.176147
"1002",106.43,107.550003,105.949997,105.989998,1083300,103.979942
"1003",106.190002,107.410004,105.919998,107.190002,509000,105.157188
"1004",108.019997,108.970001,107.400002,107.470001,1130000,105.43187
"1005",107.730003,108.32,107.339996,107.519997,1406000,105.480927
"1006",108.110001,108.610001,107.769997,108.150002,1017200,106.098984
"1007",108.169998,110.099998,108,109.93,1033800,107.84523
