"","ALL.Open","ALL.High","ALL.Low","ALL.Close","ALL.Volume","ALL.Adjusted"
"180",90.550003,91.910004,90.449997,91.139999,2478200,83.808876
"181",90.879997,91.410004,90.419998,91.379997,1704800,84.029579
"182",91.400002,92.32,90.540001,90.669998,1450300,83.376671
"183",90.440002,90.860001,90.120003,90.529999,1155200,83.24794
"184",90.279999,91.209999,90.050003,91.040001,1311700,83.716911
"185",90.900002,91.550003,90.470001,90.730003,1652600,83.431862
"186",91.690002,91.720001,90.699997,90.889999,1414400,83.578995
"187",90.839996,91.410004,90.519997,91.290001,1122600,83.946808
"188",91.300003,91.970001,90.910004,91.910004,1407700,84.516945
"189",91.650002,92.629997,91.410004,92.379997,1416300,84.949135
"190",92.209999,92.339996,91.519997,92.099998,1554400,84.69165
"191",92.120003,92.93,92.110001,92.860001,1361100,85.390526
"192",92.730003,93.690002,92.660004,93.190002,1781800,85.693977
"193",93.32,93.809998,93.120003,93.290001,930600,85.785934
"194",93.260002,93.510002,92.860001,93.199997,619500,85.703186
"195",93.199997,93.669998,92.870003,93.330002,1715700,85.822716
"196",93.120003,93.400002,92.800003,93.089996,1289800,85.602013
"197",93.269997,93.519997,92.43,92.540001,1294600,85.096275
"198",92.709999,93.059998,92.269997,92.339996,1655400,84.912346
"199",92.339996,92.849998,92.110001,92.459999,1831400,85.02269
"200",92.459999,92.68,91.120003,91.410004,3196800,84.057159
"201",91.480003,91.550003,90.620003,91.25,1955300,83.910034
"202",91.07,92.739998,90.730003,92.730003,3192100,85.270981
"203",93.449997,93.589996,92.519997,92.970001,2141500,85.491676
"204",92.959999,93.099998,92.550003,92.970001,1517800,85.491676
"205",93.300003,93.93,92.989998,93.639999,1460000,86.107803
"206",93.730003,93.849998,92.769997,93.279999,1392600,85.776733
"207",93.550003,94.230003,93.32,93.959999,1254300,86.402039
"208",93.720001,93.959999,92.93,93.730003,1215100,86.190536
"209",93.269997,94.43,93.269997,94.07,1731300,86.503189
"210",93.940002,94.650002,93.669998,93.860001,2507500,86.310089
"211",94.07,94.540001,93.519997,94.25,1980300,86.668709
"212",95.889999,98.209999,95.400002,97.849998,3935300,89.979141
"213",97.620003,97.959999,97.07,97.839996,3027100,89.96994
"214",97.809998,99.440002,97.449997,99.089996,1632400,91.119385
"215",99.419998,100.309998,98.550003,99.18,1631500,91.202156
"216",99.230003,99.730003,98.970001,99.089996,1921100,91.119385
"217",98.739998,99.360001,98.209999,98.949997,1768800,90.990662
"218",98.879997,99.279999,98.099998,99.120003,1389600,91.146996
"219",98.900002,99.970001,98.760002,99.440002,1851400,91.441254
"220",98.889999,100.050003,98.510002,99.940002,2148300,91.901039
"221",99.480003,101.120003,99.300003,100.379997,2548900,92.305634
"222",100.510002,100.699997,99.169998,99.57,2138400,91.560791
"223",99.050003,100.43,99.050003,100.169998,2880000,92.112511
"224",100.260002,100.970001,100,100.32,1981000,92.250473
"225",100.389999,100.720001,99.57,99.699997,1530200,91.680321
"226",99.599998,99.739998,99.18,99.300003,900100,91.312523
"227",99.800003,99.800003,98.980003,99.080002,623400,91.110199
"228",99.230003,99.93,99.139999,99.410004,1459600,91.413666
"229",99.389999,100.940002,99.260002,100.889999,1858600,92.774605
"230",100.620003,102.230003,100.580002,101.959999,2031700,94.103645
"231",102.370003,103.510002,101.089996,102.660004,3340800,94.749718
"232",103.099998,103.120003,100.75,103.099998,2465600,95.15583
"233",103.910004,104.099998,103.010002,103.620003,2381000,95.63575
"234",103.989998,103.989998,102.690002,102.839996,2700100,94.91584
"235",102.82,103.650002,102.57,102.650002,1318500,94.740494
"236",102.330002,102.599998,101.769997,102.110001,1366000,94.242088
"237",102,102.510002,101.650002,102.5,1308800,94.60202
"238",102.330002,102.720001,101.769997,102.370003,1086000,94.482056
"239",102.339996,103.860001,101.849998,103.540001,1954100,95.561905
"240",103.300003,104.18,103.089996,103.32,2297600,95.358856
"241",103.709999,103.790001,102.449997,102.650002,1467800,94.740494
"242",103.089996,104.459999,102.93,103.970001,4167800,95.958755
"243",104.459999,105.139999,103.75,104.160004,2022000,96.134132
"244",104.669998,104.760002,104,104.379997,2069200,96.337181
"245",104.720001,104.919998,104.160004,104.419998,1417700,96.374092
"246",104.690002,105.169998,104.18,104.209999,1534200,96.180275
"247",104.489998,104.660004,103.459999,104.110001,783600,96.087982
"248",104.059998,104.720001,103.980003,104.339996,666800,96.300255
"249",104.43,104.839996,104.129997,104.599998,776300,96.540215
"250",104.910004,104.93,104.480003,104.910004,736100,96.826363
"251",105.050003,105.360001,104.690002,104.709999,947500,96.641762
"252",104.07,104.519997,101.68,101.919998,4788200,94.066734
"253",101.919998,102.739998,101.650002,101.980003,1993300,94.122108
"254",102.260002,102.730003,100.690002,100.800003,2017400,93.033043
"255",101.239998,101.93,100.220001,101.870003,1588000,94.020576
"256",101.839996,101.849998,101.080002,101.389999,1434900,93.57756
"257",100.650002,101.730003,100.5,100.940002,2223500,93.162239
"258",100.809998,101.239998,100.309998,100.43,2480800,92.691528
"259",100.82,101.160004,100.209999,100.779999,1571700,93.014572
"260",100.900002,102.32,99.830002,102.110001,2404600,94.242088
"261",102.209999,102.730003,101.610001,102.129997,1860900,94.260551
"262",102.510002,103.989998,102.279999,103.940002,1765400,95.931099
"263",103.849998,104.330002,102.980003,104,2909900,95.986465
"264",104.419998,104.419998,103.129997,103.699997,1549000,95.709572
"265",103.699997,104.43,103.239998,104.43,1358100,96.383331
"266",104.220001,104.470001,100.300003,101.25,4676600,93.448364
"267",101.43,101.529999,99.580002,99.870003,4988000,92.17469
"268",100.389999,101.010002,99.519997,100.730003,2466900,92.96843
"269",100.940002,101.620003,99.889999,100.529999,2777100,92.783829
"270",100.25,100.589996,98,98.040001,2215700,90.485703
"271",97.739998,99.300003,97.419998,98.449997,2100100,90.864082
"272",98.5,99.370003,98.339996,98.769997,2146600,91.159447
"273",98.57,99.349998,98.010002,98.720001,2422100,91.113289
"274",98.620003,100.059998,97.839996,97.940002,2300800,90.393402
"275",97.269997,98.690002,95.019997,95.019997,4883500,87.698387
"276",93.650002,96.970001,92.720001,96.599998,4312400,89.156654
"277",96.139999,98.300003,95.919998,96.870003,3174300,89.405846
"278",96.029999,96.699997,90.019997,90.059998,5282200,83.120583
"279",91,91.410004,88.290001,90.889999,5770600,83.886635
"280",91.599998,92.739998,90.25,90.730003,4117000,83.73896
"281",90.230003,92.239998,89.589996,92.129997,3503800,85.031082
"282",91.809998,95.129997,91.809998,95.029999,3111400,87.707649
"283",94.970001,95.190002,93.279999,94.519997,2807400,87.236931
"284",94.120003,95.720001,94.07,95.040001,2565400,87.716858
"285",94.419998,94.900002,93.25,93.650002,2190000,86.433975
"286",93.489998,95.040001,93.32,93.410004,1831300,86.21244
"287",93.410004,94.760002,92.489998,92.800003,2469200,85.649467
"288",93.150002,94.449997,93.029999,94.370003,2175000,87.09848
"289",94.690002,96.040001,94.449997,95.75,1979300,88.372147
"290",95.459999,96.050003,94,94.010002,2693300,86.76622
"291",94.489998,94.760002,92.220001,92.260002,3377700,85.151062
"292",92.330002,93.82,91.559998,92.059998,3582300,84.966476
"293",91.080002,91.75,90.660004,91.610001,1917200,84.975746
"294",91.18,93.370003,90.870003,92.889999,2958600,86.163048
"295",93.290001,93.550003,92.160004,93.43,1771500,86.66394
"296",92.529999,93.779999,92.459999,93.389999,2382600,86.626846
"297",93.699997,94.410004,93,94.330002,2059600,87.498772
"298",95,96.110001,94.559998,96.029999,2874100,89.075668
"299",95.949997,95.949997,94.629997,94.849998,2067500,87.981125
"300",95.440002,96.690002,95.050003,96.410004,3349600,89.428162
"301",96.830002,97.739998,96.120003,96.410004,2738500,89.428162
"302",96.599998,97.480003,96.059998,96.809998,2473800,89.799171
"303",97.040001,97.959999,97,97.529999,3425300,90.467041
"304",97.529999,97.739998,96.110001,96.779999,2406500,89.771355
"305",97.019997,97.690002,96.709999,97.389999,1441300,90.337151
"306",97.269997,97.790001,96.669998,96.839996,1514400,89.827003
"307",96.25,97.07,94.489998,94.650002,1999200,87.795601
"308",94.760002,95.089996,92.139999,92.25,2036500,85.569412
"309",93.449997,94.910004,92.870003,94.519997,1771600,87.675011
"310",94.709999,95.07,92.919998,93.389999,1540400,86.626846
"311",93.709999,95.650002,93.480003,94.610001,2173600,87.758499
"312",95.099998,95.900002,94.800003,94.800003,2449300,87.934738
"313",95.940002,96.940002,92.110001,93.699997,2563400,86.914383
"314",93.510002,95.459999,92.989998,95.120003,2028700,88.231575
"315",94.519997,96.739998,94.279999,96.529999,1789300,89.539452
"316",97.059998,97.779999,96.75,97.129997,1853300,90.095985
"317",96.389999,97.220001,95.089996,95.900002,2159700,88.955093
"318",96.489998,97.489998,95.440002,95.779999,1450200,88.843758
"319",96.849998,97.599998,96.370003,97.120003,1303100,90.086731
"320",96.339996,96.82,95.980003,96.199997,1739400,89.233353
"321",96.660004,97.449997,96.470001,96.75,1649800,89.743507
"322",97.660004,97.690002,95.870003,96.360001,1685900,89.381767
"323",97.080002,97.93,96.599998,97.529999,1765700,90.467041
"324",97.959999,99.050003,97.519997,97.75,1810500,90.671097
"325",97.879997,98.089996,96.559998,97.790001,2160200,90.708214
"326",98.18,99.059998,97.559998,97.980003,2360800,90.884453
"327",98.360001,99.260002,97.760002,98.309998,1542700,91.190544
"328",98.809998,98.900002,97.809998,98.610001,1528400,91.468811
"329",98.540001,99.199997,96.870003,97.389999,1952600,90.337151
"330",97.449997,97.959999,96.419998,97.489998,2048800,90.429924
"331",97.650002,97.839996,96.779999,97.529999,1110900,90.467041
"332",97.449997,98.389999,97.43,98.190002,1292700,91.079247
"333",98.699997,99.099998,97.82,97.82,1520000,90.736038
"334",97.599998,98.199997,96.620003,98.199997,1547200,91.088516
"335",97.800003,97.980003,92.339996,94.059998,4938800,87.248322
"336",93.43,94.510002,91.779999,94.050003,2695600,87.239044
"337",93.400002,95.129997,92.860001,94.519997,1681800,87.675011
"338",94.57,95.510002,93.900002,95.059998,1729900,88.175903
"339",95.470001,96,95.160004,95.709999,2227500,88.778831
"340",95.489998,96.459999,95.279999,96.410004,2360500,89.428162
"341",96.550003,96.57,95.800003,96.099998,1541700,89.140602
"342",96.220001,97.779999,96.059998,96.379997,1810200,89.400307
"343",96.5,96.790001,95.290001,95.459999,1987300,88.546944
"344",95.510002,96.269997,95.230003,95.860001,1900300,88.917984
"345",95.839996,96.360001,95.199997,95.620003,1482600,88.695351
"346",95.459999,95.529999,94.839996,95,2306900,88.120247
"347",95.169998,95.349998,94.599998,94.919998,1854100,88.046051
"348",95.25,95.93,94.779999,95.610001,1105500,88.686081
"349",95.599998,96.519997,95.339996,95.879997,968700,88.936531
"350",95.519997,95.849998,95.080002,95.589996,1448500,88.667511
"351",95.559998,95.720001,94.690002,95.519997,1127800,88.602592
"352",95.300003,95.720001,95.220001,95.449997,1313200,88.537666
"353",94.650002,95,93.660004,94.239998,2351100,87.415291
"354",94.400002,95.160004,93.900002,94.370003,2107100,87.965248
"355",94.279999,94.279999,93.209999,93.480003,1924700,87.135651
"356",94.25,94.400002,93.43,93.860001,1821400,87.489861
"357",94.220001,94.379997,93.860001,94.25,1031400,87.853386
"358",94.169998,94.349998,93.269997,93.699997,2179900,87.340706
"359",94.080002,94.389999,91.019997,93.010002,4230200,86.697563
"360",93.150002,93.339996,92.279999,93.199997,2140300,86.874657
"361",93.389999,93.93,93.199997,93.709999,1476800,87.350037
"362",93.620003,93.989998,93.400002,93.620003,1290900,87.266144
"363",94.07,94.709999,92.940002,93.5,2089400,87.154289
"364",93.610001,94.919998,93.239998,93.269997,2174300,86.939896
"365",93.589996,93.720001,92.400002,92.800003,2131100,86.501808
"366",92.400002,93.870003,92.370003,93.809998,4038500,87.443253
"367",93.019997,93.160004,92.5,92.989998,1946400,86.678902
"368",92.300003,93.709999,92.300003,93.480003,1773600,87.135651
"369",93.5,93.830002,92.019997,92.18,1464300,85.923882
"370",92.010002,92.860001,91.470001,92.230003,2333400,85.970497
"371",92.739998,92.989998,92.099998,92.239998,2228000,85.979805
"372",92.190002,92.730003,91,91.629997,2576300,85.411209
"373",91.849998,92.669998,91.510002,92.220001,2212800,85.961166
"374",92.099998,92.389999,90.209999,90.309998,2750300,84.180794
"375",90.260002,91.709999,90.209999,91.349998,1857600,85.150215
"376",91.540001,92.279999,91.120003,91.269997,1724900,85.075638
"377",91.040001,91.809998,90.919998,91.669998,1789500,85.448502
"378",91.900002,92.529999,91.830002,91.900002,836500,85.662895
"379",92.400002,92.43,91.389999,91.940002,1133800,85.700165
"380",91.849998,92.580002,91.410004,92.160004,1559600,85.905228
"381",92.760002,93.660004,92.379997,93.599998,1391200,87.247505
"382",93.839996,94.160004,93.169998,93.360001,1609500,87.023796
"383",93.120003,93.279999,92.709999,92.830002,1500800,86.52977
"384",93.529999,93.529999,92.260002,92.900002,1267900,86.595009
"385",92.940002,93.110001,92.559998,92.830002,1190800,86.52977
"386",93.129997,93.75,92.839996,93.459999,1406200,87.117004
"387",93.800003,94.559998,93.5,94.260002,2285000,87.862717
"388",94.400002,95.830002,94.169998,95.760002,2097600,89.260902
"389",95.209999,95.43,93.370003,93.419998,2171500,87.07972
"390",93.010002,93.690002,92.589996,93.419998,1863000,87.07972
"391",93.290001,93.360001,92.370003,93.190002,1641000,86.865334
"392",92.419998,93.720001,92.419998,93.230003,1601400,86.902618
"393",92.93,93.75,92.760002,93.75,1488300,87.387329
"394",94.260002,95.580002,94.150002,94.760002,1674400,88.328781
"395",95.07,95.949997,94.57,94.639999,1005100,88.216927
"396",94.550003,95.519997,94.239998,94.589996,1434100,88.170319
"397",94.779999,95.169998,94.43,95.120003,1813700,88.664352
"398",95.150002,95.559998,94.449997,94.650002,1567400,88.226242
"399",95.839996,97.760002,94.82,97.540001,2730100,90.920105
"400",97.529999,98.07,96.800003,98.050003,2681300,91.395493
"401",98.129997,98.980003,98.120003,98.400002,1956100,91.721741
"402",98.650002,99.599998,98.349998,98.769997,2189100,92.06662
"403",98.660004,99.379997,98.260002,99.209999,1734800,92.476761
"404",98.889999,99.669998,98.629997,99.480003,2010500,92.728447
"405",98.919998,99.07,98.25,98.629997,1227600,91.936111
"406",98.629997,99.080002,97.959999,98.160004,1658900,91.498039
"407",98.059998,98.769997,97.660004,98.379997,2608500,91.703094
"408",98.139999,99.279999,98.139999,98.839996,1536700,92.131859
"409",99.260002,100.169998,99.010002,99.889999,3000700,93.110611
"410",99.639999,100.199997,99.410004,100.019997,1140100,93.231796
"411",100.199997,100.989998,100.080002,100.440002,1150600,93.623283
"412",100.260002,101.75,100.260002,101.440002,2725300,94.55542
"413",101.110001,101.559998,99.5,99.510002,1325600,92.756393
"414",99.449997,99.610001,98.730003,99.150002,1607400,92.420845
"415",99.339996,99.849998,99.199997,99.529999,1879000,92.775047
"416",100.169998,100.459999,99.910004,100.419998,1243800,93.604637
"417",100.43,101.110001,100.169998,100.379997,1953200,93.567345
"418",100.559998,101.040001,100.32,100.580002,1592400,93.753777
"419",100.199997,100.239998,99.760002,100.029999,1576000,93.669502
"420",99.800003,100.669998,99.580002,100.57,1480400,94.175171
"421",100.589996,101.120003,100.290001,100.949997,2119600,94.531013
"422",100.900002,101.940002,100.709999,101.400002,1915100,94.952393
"423",101.309998,102.110001,100.540001,101.099998,1653300,94.671471
"424",100.919998,101.43,99.989998,100.029999,1575400,93.669502
"425",99.050003,99.43,97.43,97.849998,2311600,91.628113
"426",97.050003,98.43,95.669998,98.160004,1699300,91.918419
"427",98,98.260002,97.07,97.580002,1559900,91.37529
"428",98.339996,99.110001,98,99.050003,1544300,92.751831
"429",99.050003,100.029999,99.029999,99.989998,1345900,93.632034
"430",100.220001,100.470001,99.959999,100.330002,2357600,93.950417
"431",100.360001,101.379997,100.239998,101.150002,1393300,94.718307
"432",100.830002,102.029999,100.830002,101.699997,2140700,95.233307
"433",101.989998,102.730003,101.739998,102.029999,1159500,95.542328
"434",102.169998,102.32,101.220001,101.82,2950300,95.345695
"435",101.57,101.849998,100.199997,100.379997,1070300,93.997246
"436",100.43,100.790001,99.709999,99.800003,1525200,93.454124
"437",99.959999,100.199997,98.709999,98.849998,1444700,92.564522
"438",98.760002,99.059998,98.040001,98.150002,1617200,91.909042
"439",98,98.919998,97.760002,98.699997,1445700,92.424065
"440",99.129997,99.449997,98.279999,98.529999,1658400,92.264885
"441",98.639999,98.959999,98.339996,98.849998,1565200,92.564522
"442",99.089996,99.739998,98.639999,98.82,1141000,92.536438
"443",98.959999,99.989998,98.93,99.440002,1071400,93.117027
"444",99.389999,100.160004,99.300003,99.589996,1373200,93.257477
