"","PKI.Open","PKI.High","PKI.Low","PKI.Close","PKI.Volume","PKI.Adjusted"
"92",62.349998,62.82,62.27,62.759998,756600,61.929897
"93",62.82,62.900002,62.200001,62.540001,706500,61.712803
"94",62.540001,62.540001,61.380001,61.610001,780600,60.795109
"95",61.619999,62.240002,61.57,61.66,630000,60.844448
"96",61.91,62.310001,61.5,61.990002,528400,61.170086
"97",62.049999,62.23,61.779999,62.169998,392700,61.347702
"98",62.59,62.900002,61.91,62.060001,392100,61.239155
"99",62.139999,62.450001,61.889999,62.400002,273900,61.574669
"100",62.380001,62.849998,62.279999,62.799999,331500,61.969372
"101",62.77,63.029999,62.759998,62.799999,504300,61.969372
"102",62.75,62.990002,62.619999,62.959999,278400,62.127247
"103",63,63.150002,62.720001,63.060001,418800,62.225945
"104",63.099998,64.089996,62.950001,63.98,862200,63.133755
"105",64.019997,64.949997,63.959999,64.870003,410500,64.011993
"106",64.800003,65.07,64.580002,64.879997,468100,64.021858
"107",64.760002,65.349998,64.699997,64.75,662400,63.893589
"108",64.809998,65.019997,64.190002,64.699997,496600,63.844242
"109",64.699997,64.790001,63.889999,64.220001,358000,63.370598
"110",64.18,64.519997,63.619999,63.91,505300,63.064682
"111",63.610001,63.900002,63.16,63.700001,528400,62.857464
"112",63.790001,64.459999,63.77,64.129997,322900,63.281769
"113",64.339996,64.379997,63.73,64.019997,345900,63.173229
"114",63.68,63.98,63.450001,63.860001,466300,63.015343
"115",63.959999,64.349998,63.5,63.57,960600,62.729191
"116",64.75,67.730003,64.75,67.730003,2241900,66.834167
"117",67.739998,68.910004,67.230003,68.099998,1055700,67.199257
"118",68.089996,68.43,67.720001,68.129997,710800,67.228867
"119",68.120003,68.120003,67.309998,67.800003,902400,66.903236
"120",68.190002,68.510002,67.529999,68.449997,945600,67.544624
"121",68.360001,68.629997,68.080002,68.099998,557700,67.199257
"122",67.970001,68.239998,67.519997,67.550003,504100,66.656555
"123",67.989998,68.660004,67.870003,68.279999,360200,67.376877
"124",68.290001,68.290001,67.25,67.730003,654700,66.834167
"125",67.959999,68.519997,67.959999,68.139999,348800,67.238739
"126",68.400002,69.190002,67.709999,67.730003,699200,66.834167
"127",67.900002,68.410004,67.730003,68.25,424800,67.347267
"128",67.849998,68.07,67.379997,67.529999,475500,66.636803
"129",67.650002,68.080002,67.650002,67.970001,469000,67.070992
"130",68.120003,68.699997,67.730003,68.459999,377100,67.554497
"131",68.599998,68.910004,68.07,68.669998,466400,67.761726
"132",69.089996,69.489998,68.730003,68.989998,341900,68.077499
"133",68.919998,69.379997,68.470001,69.25,578200,68.334045
"134",69.260002,69.519997,68.970001,69.459999,294000,68.54129
"135",69.519997,70.160004,69.18,69.940002,594200,69.014938
"136",70,70,69.110001,69.410004,728800,68.491943
"137",69.669998,69.919998,69.290001,69.389999,411200,68.541344
"138",69.459999,69.82,69.269997,69.459999,245600,68.610466
"139",69.360001,69.790001,69.290001,69.519997,388700,68.669739
"140",69.529999,69.879997,69.129997,69.370003,348600,68.521584
"141",69.519997,69.610001,68.169998,68.230003,706200,67.395515
"142",68.07,68.18,66.019997,66.089996,1516700,65.281677
"143",66.360001,66.410004,65.57,65.790001,810000,64.985367
"144",65.849998,66.150002,65.440002,65.889999,654100,65.084129
"145",66.160004,66.410004,65.75,65.830002,606200,65.024879
"146",66.150002,66.470001,65.900002,66.220001,1026900,65.410095
"147",66.550003,66.849998,66.25,66.720001,467600,65.903992
"148",66.629997,66.739998,65.980003,66.349998,724100,65.538498
"149",66,66,63.029999,64.290001,1510700,63.5037
"150",64.610001,66.260002,64.370003,65.800003,896400,64.995255
"151",65.739998,66.110001,63.849998,64.029999,894900,63.24688
"152",63.790001,64.300003,63.369999,64.25,564500,63.464191
"153",63.91,64,62.900002,62.950001,638900,62.180099
"154",62.68,64.150002,62.43,63.93,497400,63.148113
"155",64.459999,64.660004,63.790001,64,570800,63.217258
"156",64.07,64.349998,63.959999,64.139999,715200,63.355549
"157",64.43,64.93,64.139999,64.639999,516200,63.849422
"158",64.540001,64.82,63.599998,63.66,433600,62.881416
"159",63.560001,63.959999,63.110001,63.470001,403200,62.693737
"160",63.48,64.190002,63.369999,64.150002,556100,63.365425
"161",64.349998,65.089996,64.18,64.940002,435000,64.145775
"162",64.93,65.160004,64.580002,65.029999,441300,64.23465
"163",65.129997,65.519997,64.879997,65.18,295900,64.382828
"164",65.400002,65.629997,65.220001,65.349998,294000,64.550751
"165",65.639999,66.040001,65.389999,65.709999,318100,64.906342
"166",65.389999,65.949997,65.279999,65.879997,319300,65.074249
"167",65.870003,66.379997,65.82,66.190002,439600,65.380455
"168",66.349998,67.239998,66.220001,66.989998,423600,66.170692
"169",67.040001,67.230003,66.790001,66.989998,746300,66.170692
"170",66.830002,67.230003,66.480003,67.199997,554000,66.378105
"171",67.5,67.779999,67.269997,67.589996,557500,66.763351
"172",67.830002,67.860001,67.260002,67.830002,600400,67.000412
"173",67.839996,68.260002,67.440002,67.650002,660700,66.822617
"174",67.980003,68.580002,67.519997,68.300003,771700,67.464661
"175",68.43,68.660004,68.220001,68.559998,1586300,67.721489
"176",68.389999,68.610001,68.18,68.529999,665000,67.691849
"177",68.449997,68.860001,68.360001,68.720001,934100,67.879539
"178",68.650002,69.089996,68.5,69.080002,1078400,68.235123
"179",69.300003,69.559998,68.919998,69.480003,757700,68.630241
"180",69.610001,69.610001,68.980003,69.059998,957100,68.215378
"181",69.089996,69.239998,68.650002,68.989998,562300,68.146217
"182",68.900002,68.900002,68.099998,68.199997,659000,67.365883
"183",68.139999,68.330002,67.800003,68.169998,378900,67.336227
"184",68.080002,68.459999,67.889999,68.449997,339200,67.612823
"185",68.919998,69.059998,67.510002,68.18,547300,67.346107
"186",68.18,68.68,67.830002,68.459999,388500,67.622696
"187",68.32,68.550003,67.870003,68.339996,330700,67.504173
"188",68.260002,69.150002,68.07,68.970001,432100,68.12648
"189",69.199997,69.760002,69.050003,69.470001,611100,68.620346
"190",69.809998,70.150002,69.349998,70.080002,719700,69.222885
"191",70.099998,70.269997,69.860001,70.199997,595400,69.341423
"192",70.400002,70.589996,70.059998,70.440002,423400,69.578499
"193",70.150002,70.610001,70.07,70.610001,300600,69.746422
"194",70.639999,70.849998,70.349998,70.620003,1141400,69.756302
"195",70.68,70.989998,70.400002,70.879997,351100,70.013115
"196",70.839996,71.809998,70.839996,71.5,1048100,70.625542
"197",71.540001,72,71.330002,71.809998,708100,70.931725
"198",71.93,72.110001,71.169998,71.389999,410200,70.516853
"199",71.629997,71.790001,71.139999,71.25,404300,70.378593
"200",71.129997,71.25,69.739998,70.410004,540400,69.548859
"201",70.699997,70.769997,70.139999,70.190002,556900,69.331551
"202",69.980003,71.370003,69.980003,71.32,423300,70.518066
"203",71.589996,71.940002,71.32,71.730003,461600,70.923447
"204",71.730003,71.910004,71.389999,71.639999,525700,70.834457
"205",71.919998,71.93,71.110001,71.610001,614500,70.804779
"206",71.919998,72.269997,70.989998,71.419998,450500,70.616936
"207",71.470001,72.25,71.050003,72.099998,613800,71.289291
"208",72.209999,72.769997,71.470001,72.720001,583400,71.902313
"209",72.400002,72.82,71.599998,71.830002,508300,71.022324
"210",71.959999,72.620003,71.790001,72.32,607900,71.506805
"211",72.75,73.050003,72.269997,72.269997,519000,71.457359
"212",71.989998,72.620003,71.82,72.07,694800,71.259621
"213",72.07,72.279999,70.370003,70.620003,863700,69.825935
"214",70.510002,70.93,70.099998,70.550003,761400,69.756729
"215",70.690002,71.160004,70.379997,71.129997,971400,70.330177
"216",71.040001,71.720001,70.779999,71.480003,472200,70.676247
"217",70.889999,71.519997,70.669998,71.459999,523800,70.656479
"218",71.300003,71.489998,71.150002,71.330002,1027600,70.527946
"219",70.949997,71.5,70.82,71.269997,512200,70.468613
"220",71.010002,71.660004,70.860001,71.610001,671600,70.804779
"221",71.489998,71.68,70.870003,71.129997,883700,70.330177
"222",71.330002,72.459999,71.050003,72.300003,567100,71.48703
"223",72.050003,72.459999,71.68,72.309998,614100,71.496918
"224",72.269997,72.790001,72.18,72.75,555900,71.931984
"225",72.839996,73.43,72.580002,73.260002,925300,72.436241
"226",73.290001,73.309998,72.849998,73.040001,325700,72.218727
"227",73.260002,73.370003,73,73.360001,248400,72.535095
"228",73.160004,73.739998,73.07,73.559998,480800,72.732864
"229",73.860001,73.959999,73.169998,73.800003,457100,72.970192
"230",73.800003,74.110001,73.010002,73.18,520000,72.357124
"231",73.519997,73.980003,73.059998,73.68,1005400,72.851509
"232",73.620003,73.860001,71.860001,73.120003,467200,72.297821
"233",73.300003,73.300003,69.779999,69.779999,879500,68.995354
"234",70.029999,70.559998,69.220001,69.360001,652300,68.580086
"235",69.459999,69.699997,69.209999,69.540001,616100,68.758072
"236",69.660004,70.459999,69.309998,70.110001,693200,69.321663
"237",70.279999,71.309998,70.150002,71.029999,760600,70.231316
"238",71.010002,71.43,70.379997,70.809998,418800,70.013786
"239",70.839996,71.199997,70.620003,71.120003,546800,70.320313
"240",71.419998,71.949997,71.239998,71.309998,624400,70.508179
"241",71.349998,71.709999,70.440002,70.830002,708100,70.033577
"242",71.220001,72.389999,71.220001,72.129997,1165400,71.318932
"243",72.309998,73.239998,72.309998,73.160004,531000,72.337372
"244",73.900002,74.120003,73.349998,73.839996,566400,73.009705
"245",73.919998,74.050003,73.239998,73.650002,542700,72.821854
"246",73.830002,74,73.080002,73.279999,563700,72.456009
"247",73.209999,73.290001,72.559998,73.050003,506500,72.228607
"248",73.07,73.220001,72.580002,73.050003,207600,72.228607
"249",73.160004,73.260002,73,73.089996,565700,72.26815
"250",73.199997,73.470001,72.830002,73.419998,205300,72.594437
"251",73.699997,73.699997,73.099998,73.120003,333000,72.297821
"252",73.709999,73.940002,73.269997,73.910004,768500,73.078957
"253",74.150002,76.199997,73.889999,76.160004,578700,75.303642
"254",76.099998,76.559998,75.440002,76.360001,818500,75.501381
"255",76.480003,77.010002,76.019997,76.940002,558300,76.074875
"256",76.75,76.82,76.07,76.769997,700100,75.906784
"257",77.099998,78.190002,76.910004,77.900002,431500,77.024094
"258",77.480003,77.769997,76.519997,77.139999,461000,76.272614
"259",77.239998,77.669998,76.790001,77.620003,279000,76.747215
"260",77.550003,79.019997,77.349998,78.889999,448700,78.00293
"261",79.239998,79.75,78.169998,78.529999,529700,77.646988
"262",79.139999,79.800003,78.489998,79.650002,571800,78.754402
"263",79.489998,79.889999,78.629997,79.540001,584400,78.714813
"264",80,80.900002,79.830002,80.860001,499400,80.021111
"265",81.07,81.300003,80.330002,81.199997,548100,80.357582
"266",81.400002,82.019997,81.089996,81.43,715500,80.585205
"267",81.68,82.239998,81.050003,81.419998,708200,80.575302
"268",81.949997,83.57,81.949997,82.75,1152500,81.891495
"269",83.660004,84.489998,81.650002,82.75,1507800,81.891495
"270",82.360001,82.839996,81.379997,82.18,921700,81.327415
"271",81.309998,81.720001,80.860001,81.050003,776000,80.209152
"272",81.620003,82.199997,79.849998,80.160004,577700,79.328384
"273",79.870003,80.260002,78.830002,80.019997,719200,79.189827
"274",79.440002,79.800003,78.059998,78.080002,624500,77.269958
"275",77.389999,78.260002,74.779999,74.779999,1008800,74.004181
"276",73.25,76.57,73,76,1614700,75.211533
"277",75.410004,76.779999,75.019997,75.769997,1114200,74.983925
"278",75.440002,75.739998,72,72.059998,1110500,71.312408
"279",73.169998,73.660004,70.739998,72.830002,1213000,72.074417
"280",73.709999,74.980003,72.790001,74.5,947100,73.727089
"281",74.120003,74.32,73.699997,74.220001,516100,73.449997
"282",73.650002,75.559998,73.650002,75.459999,560300,74.677139
"283",76.260002,76.699997,75.440002,76.43,603900,75.637077
"284",76.239998,76.980003,76.099998,76.389999,553400,75.597481
"285",76.18,76.730003,75.449997,75.870003,746100,75.082893
"286",75.82,77.739998,75.730003,76.18,568300,75.389648
"287",76.660004,76.760002,75.639999,75.959999,638600,75.171959
"288",76.230003,77.080002,75.370003,77.019997,374200,76.220947
"289",77.309998,78.080002,77.110001,77.870003,569800,77.062134
"290",77.669998,77.93,76.879997,76.949997,748000,76.15168
"291",77.110001,77.959999,76.290001,76.339996,492600,75.548012
"292",76.370003,76.540001,73.629997,74.269997,644200,73.499481
"293",73.690002,74.900002,73.400002,74.730003,562000,73.95472
"294",74.07,74.760002,73.059998,74.510002,728600,73.737
"295",74.620003,75.639999,74.480003,75.610001,636800,74.825584
"296",74.839996,77.169998,74.839996,77,590100,76.201157
"297",77.089996,77.370003,76.230003,77.199997,579400,76.399078
"298",77.620003,79.269997,77.290001,79.220001,679900,78.39814
"299",79.330002,79.82,78.510002,78.779999,604800,77.9627
"300",79.269997,79.339996,77.849998,78.080002,363600,77.269958
"301",78.300003,78.779999,76.800003,77.089996,447200,76.290215
"302",77.150002,77.980003,76.949997,77.599998,456900,76.79493
"303",77.629997,78.339996,77.290001,77.339996,1189600,76.537628
"304",77.290001,77.519997,76.050003,76.889999,557500,76.092308
"305",77.050003,77.910004,76.900002,77.669998,461800,76.864212
"306",77.839996,78.410004,77.099998,77.199997,400800,76.399078
"307",76.370003,76.860001,74.980003,75.239998,616000,74.459412
"308",75.339996,76.080002,73.809998,73.959999,1146300,73.192688
"309",75.160004,76.419998,74.099998,76.279999,843500,75.488625
"310",76.5,76.650002,74.860001,75.519997,952800,74.736526
"311",75.82,76.010002,74.599998,74.870003,547300,74.093254
"312",75.050003,76.410004,74.800003,75.720001,647000,74.934441
"313",75.620003,75.620003,73.349998,74.080002,976500,73.311462
"314",74.68,75.589996,73.800003,75.339996,963700,74.558388
"315",74.330002,75.68,73.459999,75.5,690500,74.716705
"316",75.839996,76.559998,75.389999,75.900002,795700,75.112572
"317",75.410004,75.870003,72.760002,73.199997,511600,72.440575
"318",73.660004,75.360001,73.480003,74.150002,530100,73.380714
"319",74.980003,75.870003,74.550003,75.43,639400,74.647446
"320",74.660004,75.139999,74.110001,74.330002,420500,73.558861
"321",74.660004,75.080002,74.370003,74.559998,690000,73.856041
"322",75,75,73.940002,74.419998,335900,73.717354
"323",75.18,75.699997,74.760002,75.370003,276200,74.658386
"324",75.82,75.989998,75.449997,75.800003,329400,75.08432
"325",76.029999,77.019997,75.809998,76.400002,313900,75.678665
"326",76.360001,76.709999,74.870003,75.099998,415400,74.39093
"327",75.260002,75.470001,74.279999,74.599998,505300,73.895653
"328",74.989998,75.550003,74.769997,75.07,427700,74.361214
"329",73.669998,74.779999,72.260002,73.019997,598200,72.330559
"330",73.07,74.099998,72.150002,73.239998,567100,72.548492
"331",73.330002,74.529999,73.190002,74.199997,428000,73.49942
"332",74.199997,74.480003,73.860001,74.110001,287500,73.410286
"333",74.5,74.779999,73.300003,73.360001,633800,72.667351
"334",73.059998,73.360001,70.889999,72.449997,2093100,71.765945
"335",72.489998,73.330002,71.910004,72.169998,1108500,71.488586
"336",71.949997,72.220001,70.830002,72.169998,625300,71.488586
"337",71.830002,73.230003,71.449997,72.82,496500,72.132454
"338",72.910004,74.279999,72.910004,73.360001,517000,72.667351
"339",73.18,73.669998,72.970001,73.550003,537400,72.855568
"340",73.550003,74.260002,73.339996,73.93,405000,73.231979
"341",74.169998,75.5,74.169998,75.300003,481700,74.58905
"342",75.43,75.739998,75.18,75.650002,464600,74.935738
"343",75.800003,76.690002,75.699997,76.220001,432600,75.500351
"344",74.599998,75.199997,73.620003,73.830002,1061900,73.132927
"345",73.949997,74.360001,73.610001,73.790001,674900,73.093277
"346",73.739998,74.43,73.519997,74.400002,340400,73.697548
"347",74.440002,75.580002,74.379997,75.470001,390000,74.757446
"348",76.059998,76.699997,75.849998,76.349998,495200,75.629128
"349",76.32,76.910004,76.07,76.169998,518800,75.450829
"350",75.75,76.190002,75.589996,76.019997,309600,75.302238
"351",76.099998,76.279999,75.540001,75.620003,343900,74.906021
"352",75.57,75.57,74.040001,74.32,461300,73.618301
"353",73.580002,74.059998,72.900002,73.660004,818100,72.964531
"354",74.07,74.949997,74.059998,74.400002,356100,73.697548
"355",74.43,74.989998,74.080002,74.330002,566300,73.628181
"356",74.860001,75.660004,74.760002,75.260002,384800,74.549423
"357",75.550003,76.260002,75.330002,76,517600,75.282448
"358",76,76.639999,75.82,76.599998,356000,75.876762
"359",76.730003,78.309998,76.449997,78.309998,463400,77.570633
"360",78.410004,78.629997,77.730003,78.089996,381300,77.352699
"361",78.209999,78.459999,77.919998,78.300003,332100,77.56073
"362",78.43,79.220001,78.209999,78.949997,395500,78.204567
"363",79,79.650002,78.949997,79.389999,273000,78.640434
"364",79.379997,79.709999,78.93,79.019997,350100,78.273918
"365",79.080002,79.080002,78.169998,78.339996,729600,77.600342
"366",77.739998,78.370003,76.889999,77.839996,1128100,77.105064
"367",77.589996,77.669998,76.82,77.529999,394400,76.797989
"368",76.690002,77.029999,75.550003,76.349998,481700,75.629128
"369",76.339996,76.739998,75.300003,75.470001,334000,74.757446
"370",75.370003,75.550003,73.970001,74.190002,1017600,73.489525
"371",74.610001,74.830002,74.129997,74.360001,592100,73.657928
"372",73.949997,74.120003,72.230003,72.870003,612300,72.181976
"373",72.849998,73.25,72.559998,72.82,675500,72.132454
"374",72.830002,73.580002,72.050003,72.099998,692000,71.419258
"375",72,72.580002,71.309998,72.389999,434700,71.706505
"376",72.800003,73.639999,72.709999,73.230003,522700,72.538597
"377",72.699997,72.82,71.949997,72.589996,684800,71.904617
"378",73.120003,73.68,73.029999,73.150002,451500,72.459351
"379",73.459999,73.879997,72.760002,73.779999,879200,73.083382
"380",73.790001,74.599998,73.669998,74.32,487900,73.618301
"381",74.660004,75.720001,74.449997,75.379997,451500,74.668289
"382",75.300003,76.18,75.260002,75.989998,648100,75.272522
"383",75.440002,75.510002,74.660004,75.029999,462000,74.321579
"384",75.540001,75.68,75.089996,75.550003,619700,74.836678
"385",75.540001,75.970001,74.269997,75.669998,678000,74.955551
"386",75.540001,75.970001,75.07,75.5,880300,74.787155
"387",75.089996,76.489998,75.089996,76.370003,499700,75.648956
"388",76.25,77.099998,76.120003,76.93,461900,76.203667
"389",76.910004,78.830002,76.910004,78.400002,1034300,77.730499
"390",78.150002,78.470001,77.949997,78,493400,77.333908
"391",78.010002,78.230003,77.489998,77.610001,539800,76.947243
"392",78.010002,79.120003,78.010002,78.690002,746400,78.018021
"393",78.82,79.440002,78.199997,79.230003,1004000,78.553413
"394",79.309998,79.650002,79.050003,79.360001,1449400,78.682289
"395",79.470001,79.470001,77.830002,78.129997,581000,77.462799
"396",78.080002,78.32,77.550003,77.75,477500,77.086044
"397",78.120003,79.32,78.120003,79.18,470400,78.503838
"398",79.029999,80.010002,79,79.900002,792700,79.217705
"399",81.550003,86.959999,80.510002,86.550003,2854900,85.810913
"400",87.300003,87.720001,85.529999,86.32,1177500,85.58287
"401",85.940002,86.43,85.300003,85.660004,628800,84.92852
"402",85.949997,86.699997,85.540001,86.550003,632300,85.810913
"403",86.550003,86.610001,85.980003,86.089996,392300,85.354813
"404",86.059998,86.400002,85.510002,85.589996,305600,84.859085
"405",85.150002,85.699997,84.709999,84.919998,365000,84.194817
"406",84.919998,85.480003,84.099998,84.5,430600,83.778404
"407",84.550003,85.760002,84.550003,85.629997,623300,84.898773
"408",85.279999,86.379997,83.900002,84.300003,382700,83.580124
"409",84.730003,85.379997,84.379997,85.190002,526300,84.462517
"410",85.449997,86.169998,84.940002,85.360001,437300,84.631058
"411",85.389999,85.919998,85.389999,85.629997,620200,84.898773
"412",85.839996,86.699997,85.800003,86.209999,746800,85.473808
"413",86.059998,87.019997,86,86.839996,471000,86.098427
"414",86.809998,87.160004,86.470001,86.75,341900,86.009193
"415",86.110001,87.720001,85.870003,87.489998,425000,86.742874
"416",88.199997,88.589996,87.629997,88.5,388800,87.744255
"417",88.660004,89.860001,88.620003,89.209999,934600,88.448189
"418",89.309998,90.93,88.93,90.089996,564300,89.320671
"419",90.879997,93.150002,90.110001,92.599998,1077700,91.809242
"420",92.290001,92.809998,91.900002,92.43,483800,91.640709
"421",92,92.629997,90.889999,92.459999,596400,91.670433
"422",93.269997,93.269997,91.690002,93.059998,420100,92.265297
"423",92.900002,94.760002,92.730003,94.410004,581500,93.603783
"424",94.120003,94.75,93.400002,93.57,566900,92.77095
"425",94.339996,95.800003,94.160004,95.120003,448700,94.307709
"426",94.639999,95.120003,94.199997,94.620003,491100,93.811996
"427",94.529999,95.18,94.099998,94.93,437600,94.119324
"428",95.279999,96.870003,95.220001,96.239998,501000,95.418152
"429",96.32,96.790001,95.300003,95.739998,494900,94.922417
"430",95.720001,96.089996,94.139999,94.580002,598900,93.772331
"431",94.809998,95.480003,94.470001,94.959999,436600,94.149078
"432",95.18,96.379997,95.050003,96.330002,491500,95.507393
"433",96.559998,96.699997,96.129997,96.580002,374100,95.755249
"434",96.75,97.519997,96.489998,96.610001,878800,95.784981
"435",96.580002,96.599998,95.470001,96.290001,427900,95.46772
"436",96.300003,96.440002,95.379997,96.260002,417500,95.437973
"437",96.669998,97.589996,96.260002,96.809998,338300,95.983284
"438",97.169998,97.400002,96.610001,96.910004,329200,96.082443
"439",96.830002,97.769997,96.830002,97.269997,433500,96.439346
"440",97.699997,98.330002,96.279999,96.739998,707100,95.913879
"441",96.529999,97.470001,96.019997,97.019997,413200,96.191483
"442",97.599998,97.699997,96.309998,96.360001,421600,95.537132
"443",96,96,92.989998,93.459999,746000,92.661896
"444",93.360001,93.690002,91.309998,92.010002,775300,91.224289
"445",91.559998,91.650002,89.290001,90.699997,697900,89.925446
"446",90.160004,91.599998,90,90.75,548000,89.975021
"447",90.5,91.709999,86.040001,86.150002,1320600,85.414314
"448",86.120003,87.769997,84.190002,84.690002,758000,83.966782
"449",86,87.32,85.709999,86.959999,701500,86.217384
"450",86.760002,86.769997,85.300003,85.599998,664600,84.869019
"451",86.540001,89.389999,86.290001,89.279999,613700,88.517593
"452",89,90.519997,88.370003,90.160004,633300,89.390083
"453",89.760002,90.110001,87.349998,87.809998,757300,87.127785
"454",88.080002,88.519997,86.110001,86.18,677400,85.510452
"455",86.449997,86.830002,85,86.010002,672900,85.341782
"456",84.120003,86.160004,82.690002,85.550003,803600,84.885345
"457",85.760002,87.080002,81.889999,82.029999,827800,81.392685
"458",82.790001,84.919998,81.879997,84.230003,699900,83.575623
"459",82.919998,84.739998,81.959999,83.989998,634600,83.337456
"460",85.199997,86.379997,82.389999,83.82,667900,83.168785
