"","NKE.Open","NKE.High","NKE.Low","NKE.Close","NKE.Volume","NKE.Adjusted"
"898",96.949997,97.470001,96.160004,96.269997,3822600,95.319878
"899",96.43,97.550003,96.300003,96.970001,6872400,96.01297
"900",96.470001,97.230003,95.800003,96.82,4018400,95.864449
"901",96.889999,97.650002,96.300003,97.610001,5509900,96.64666
"902",98.029999,99.290001,97.82,98.330002,5472700,97.359558
"903",97.790001,97.949997,96.550003,97.330002,7539300,96.369415
"904",97.120003,101.25,97.080002,100.940002,7217500,99.943794
"905",100.639999,101.18,100.029999,100.449997,4060900,99.458626
"906",101,101.910004,99.889999,101.860001,5545600,100.854713
"907",102.470001,106.830002,102.400002,105.410004,12678000,104.369682
"908",106.849998,107.330002,104.860001,105.120003,5400700,104.082542
"909",105.720001,105.889999,103.379997,105.220001,4714800,104.181549
"910",105.300003,106.989998,105.199997,106.519997,4281700,105.468719
"911",106.120003,106.779999,105.459999,106.43,2985700,105.379601
"912",106.5,106.5,105.120003,105.660004,3017000,104.61721
"913",106.459999,107,105.470001,106.970001,5023000,105.914284
"914",107.690002,109.690002,107.349998,108.389999,9508100,107.320267
"915",107.559998,108.739998,107.349998,108.010002,4304000,106.944016
"916",108,109.769997,107.75,109.75,5564000,108.66684
"917",110,112,109.900002,111.830002,8173100,110.726311
"918",112,112.279999,111.089996,111.510002,4380900,110.40947
"919",111.919998,112.089996,111.290001,111.529999,4477900,110.429268
"920",111.989998,112.790001,110.5,110.839996,4390800,109.746086
"921",111.010002,112.669998,110.57,112.290001,3731100,111.428078
"922",112.139999,112.519997,111.139999,111.889999,3519800,111.031143
"923",112,114.900002,111.830002,114.839996,4912400,113.958488
"924",115.059998,117.410004,114.5,116.800003,6775400,115.903458
"925",116.800003,116.900002,112,112.849998,7264400,111.983772
"926",112.959999,113.75,110.209999,112.400002,5157600,111.537231
"927",111.290001,113.839996,110.540001,112.720001,5300100,111.854774
"928",113.019997,116.209999,112.830002,114.900002,5997900,114.018044
"929",115.900002,118.230003,114,114.790001,5032800,113.90889
"930",116.760002,119.25,116.419998,118,8565200,117.094238
"931",118.5,119.93,118.169998,119.279999,4990300,118.36441
"932",119.699997,120.480003,119.18,119.269997,5934200,118.354492
"933",118.309998,119.690002,118.160004,118.589996,7023700,117.679703
"934",117.339996,118.550003,115.800003,116.360001,7376400,115.466835
"935",115.43,117.910004,114.489998,114.660004,12876600,113.779892
"936",112.949997,114.059998,111.739998,113.370003,8486400,112.499786
"937",113.099998,117.199997,112.849998,116.870003,13007200,115.972923
"938",130.220001,130.380005,125.260002,127.110001,37822700,126.134315
"939",126.440002,127.540001,123.300003,124.75,13485800,123.792427
"940",123.650002,124.75,122.269997,124.230003,9182800,123.276428
"941",125.160004,126.190002,123.889999,124.32,7525000,123.36573
"942",124.339996,127.099998,123.959999,126.349998,7796400,125.38015
"943",126.099998,127.279999,125.160004,125.540001,8699700,124.576363
"944",127.730003,127.730003,125.309998,126.639999,5637200,125.667923
"945",124.349998,126.800003,123.589996,126.639999,7491100,125.667923
"946",127.07,128.5,126.449997,127.910004,8270300,126.928169
"947",128.839996,130.440002,127.269997,127.650002,5978000,126.670181
"948",128.399994,130.410004,128.25,130.059998,4390500,129.061661
"949",130.399994,130.929993,129.509995,129.710007,3595600,128.714371
"950",129.990005,131.190002,129.330002,130.979996,4293400,129.974609
"951",131.190002,131.339996,129.259995,129.460007,5136500,128.466293
"952",128.050003,129.869995,127.959999,129.199997,4245000,128.208267
"953",129.529999,129.600006,127.010002,127.660004,3586600,126.680092
"954",126.480003,129.100006,126.110001,129,4235800,128.009796
"955",129.509995,130.190002,127.550003,128,6010900,127.017487
"956",129.100006,129.779999,127.050003,127.43,5160800,126.451859
"957",128,129.899994,127.720001,128.490005,3799200,127.503723
"958",128.5,131.380005,128.449997,129.429993,4916300,128.436508
"959",129.600006,130.259995,128.860001,130.020004,2869900,129.021973
"960",130,130.600006,128.649994,129.990005,4046300,128.992203
"961",129.059998,129.619995,126.68,128.369995,5422500,127.384644
"962",128.779999,129.490005,127.900002,127.989998,2985700,127.007553
"963",125.279999,126.400002,121.040001,122.080002,8618300,121.142921
"964",122.279999,124.190002,121.150002,122.860001,4947000,121.916946
"965",123.660004,123.660004,118.800003,120.080002,7791600,119.158272
"966",122.370003,124.099998,121.099998,122.389999,4740400,121.450546
"967",124.010002,125.5,123.190002,124.589996,3490900,123.633659
"968",125.330002,128.929993,125.260002,127.339996,5061800,126.362549
"969",129.190002,130.410004,128.460007,129.699997,3940000,128.704422
"970",129.910004,129.910004,128.350006,128.899994,2954000,127.910553
"971",135.059998,136.350006,128.770004,128.949997,7491700,127.960197
"972",130.050003,130.119995,126.25,127.709999,8014700,126.729713
"973",128.690002,129.800003,127.18,127.660004,6058700,126.680092
"974",126.620003,127.839996,125.629997,126.639999,4780400,125.667923
"975",127.910004,128.600006,126.830002,128.279999,3986100,127.295334
"976",129.460007,130.320007,127.370003,130.110001,6116200,129.111282
"977",130.479996,132.600006,129.110001,132.210007,7002900,131.19516
"978",133.070007,133.979996,131.529999,131.630005,5572800,130.619614
"979",131.919998,132.110001,129.929993,131.910004,4642800,130.897476
"980",133.300003,133.529999,131.910004,132.979996,4318100,131.959244
"981",134.380005,134.889999,133.089996,134.130005,6118400,133.100449
"982",135,135.990005,134.210007,134.699997,7204700,133.666046
"983",134.25,135.800003,133.619995,135.539993,4484500,134.499603
"984",136,136.130005,133.339996,134.25,3506800,133.219513
"985",133.910004,135.289993,132.690002,134.699997,9652500,133.666046
"986",136.440002,136.5,134.75,135.440002,3833100,134.400375
"987",135.160004,136.320007,134.669998,135.580002,4132700,134.539307
"988",135.100006,137.949997,135,136.960007,4930900,135.908737
"989",137.080002,137.399994,135.639999,137.190002,4344000,136.410843
"990",137,138.860001,136.800003,138.75,4590800,137.96199
"991",138.240005,140.440002,137.649994,139.119995,6953600,138.329865
"992",140.570007,140.570007,138.270004,138.789993,4341300,138.00174
"993",138.279999,139.139999,137.240005,137.580002,4511000,136.79863
"994",137.389999,138.139999,136.229996,137.410004,4172400,136.629593
"995",138.919998,139,136.199997,136.279999,7599000,135.506012
"996",137.429993,139.440002,137.25,139.389999,7637000,138.598343
"997",139.070007,140.490005,137.460007,138.339996,6573400,137.554306
"998",139.919998,140.740005,138.75,140.5,8727000,139.702042
"999",141.089996,141.139999,137.169998,137.279999,17970800,136.50032
"1000",144.820007,147.949997,142.509995,144.020004,16111300,143.202057
"1001",143.050003,143.470001,141.089996,142.449997,6339400,141.640976
"1002",142.559998,143.600006,141.699997,141.759995,3388300,140.954865
"1003",141.100006,142.190002,141.100006,141.600006,1821900,140.795807
"1004",142.539993,142.919998,141.039993,142.429993,4081500,141.621063
"1005",142.830002,143.059998,140.429993,141.570007,3232400,140.765976
"1006",142.160004,142.610001,140.660004,141.580002,3052100,140.775909
"1007",141.699997,141.789993,140.369995,141.470001,2949900,140.666534
