"","NKE.Open","NKE.High","NKE.Low","NKE.Close","NKE.Volume","NKE.Adjusted"
"210",54.75,55.279999,54.52,54.990002,9794800,52.819843
"211",55.419998,55.5,54.849998,55.07,7544500,52.896687
"212",55.150002,55.32,54.59,55.119999,7250300,52.944702
"213",55.150002,55.720001,55.040001,55.709999,9448200,53.511421
"214",55.290001,56.130001,55.139999,56.040001,9332200,53.828403
"215",55.75,56.02,55.02,55.150002,7774700,52.97353
"216",55,55.77,54.889999,55.759998,7079400,53.559444
"217",55.5,56.349998,55.310001,56.130001,10958500,53.914848
"218",55.880001,56.490002,55.619999,56.09,7535700,53.876431
"219",55.66,56.09,55.66,55.91,10106100,53.703529
"220",55.709999,56.18,55.529999,55.98,5037500,53.770771
"221",55.959999,56.869999,55.080002,56.630001,6610500,54.395119
"222",56.619999,57.279999,56.41,57.23,8233300,54.971443
"223",58.540001,59.529999,58.369999,59.189999,15475500,56.854084
"224",58.630001,59.5,57.98,59.25,8480600,56.911713
"225",59.029999,59.400002,58.93,59.389999,9057800,57.046196
"226",59.18,59.34,58.939999,59.07,8501300,56.738827
"227",59,59.349998,58.91,59.32,3400400,56.978958
"228",59.200001,59.700001,59.169998,59.630001,7891600,57.276718
"229",58.759998,59.599998,58.540001,59.580002,8665300,57.228703
"230",59.73,60.630001,59.73,60.360001,12022800,57.977913
"231",60.259998,61.209999,60.200001,60.419998,12551200,58.035545
"232",60.419998,60.43,59.240002,59.880001,10113500,57.707882
"233",60.27,60.700001,59.970001,60.099998,7513200,57.919895
"234",60.650002,60.799999,59.650002,60.419998,8862900,58.228287
"235",60.41,60.849998,59.700001,59.720001,7862200,57.553688
"236",59.860001,61.060001,59.650002,60.599998,6113300,58.40176
"237",60.5,61.369999,60.290001,61.299999,6065200,59.076366
"238",61.369999,62.220001,61.299999,61.91,9017800,59.664242
"239",61.810001,62.529999,61.650002,62.169998,7358000,59.914806
"240",62.220001,64.459999,62.02,64.300003,16072600,61.967556
"241",64.43,64.849998,64.050003,64.529999,13055100,62.189198
"242",64.889999,65.07,64.150002,64.790001,15659300,62.43977
"243",64.93,65.080002,64.389999,64.809998,12652000,62.459057
"244",65.150002,65.190002,64.18,64.239998,8212500,61.909721
"245",64.389999,64.5,63.580002,63.59,12468600,61.283302
"246",64.290001,64.980003,63.299999,64.769997,14352300,62.420486
"247",61.200001,63.540001,60.130001,63.290001,20414200,60.994186
"248",62.900002,63.889999,62.810001,63.650002,4563500,61.341125
"249",63.560001,63.599998,62.77,62.950001,8959700,60.666512
"250",63,63.32,62.849998,62.950001,3987200,60.666512
"251",63.209999,63.369999,62.549999,62.549999,5222100,60.281033
"252",62.849998,63.490002,62.849998,63.490002,6511000,61.186932
"253",63.48,63.66,62.759998,63.48,6091100,61.177292
"254",63.400002,63.549999,62.549999,63.439999,5780500,61.138741
"255",63.700001,64.300003,63.470001,63.98,11632300,61.659153
"256",64.150002,64.709999,63.98,64.550003,11905700,62.208481
"257",64.230003,64.720001,63.470001,64.089996,8771300,61.765156
"258",63.880001,64.230003,63.439999,64.220001,5010600,61.890446
"259",64.029999,64.309998,63.779999,64.290001,5103500,61.957912
"260",64.5,64.720001,64.32,64.669998,5135700,62.324127
"261",64.779999,65.360001,63.369999,63.419998,9117000,61.119469
"262",63.669998,64.010002,63.080002,63.810001,7422600,61.495323
"263",64,64.209999,63.540001,64.110001,5656900,61.784443
"264",65.309998,67.239998,65.120003,67.209999,12896100,64.771988
"265",66.550003,66.830002,65.760002,66.389999,8491800,63.981728
"266",66.529999,67.330002,66.440002,67.139999,6412000,64.704521
"267",67.339996,68.18,67.07,68,7421800,65.533333
"268",68.129997,68.639999,67.449997,67.709999,5707600,65.253853
"269",68.199997,68.639999,67.919998,68.040001,6290500,65.571892
"270",67.82,68.139999,67.419998,67.580002,5067300,65.128571
"271",67.5,68.309998,67.160004,67.330002,6350500,64.887634
"272",67.5,68.830002,67.470001,68.220001,11036400,65.745346
"273",67.669998,67.970001,66.699997,67.650002,5790500,65.196022
"274",67.220001,67.790001,67,67.220001,9348300,64.781631
"275",66.629997,67.209999,64.389999,64.389999,12549500,62.054279
"276",62.48,65.419998,62.09,65.220001,13356700,62.854183
"277",65.150002,66.839996,65.099998,65.629997,8845700,63.249298
"278",65.529999,65.709999,62.459999,62.490002,14121800,60.223209
"279",63.759998,66.050003,62.84,65.489998,13733300,63.114376
"280",65.940002,66.82,65.68,65.980003,9792200,63.586597
"281",65.849998,66.230003,65.43,65.870003,9538400,63.480602
"282",65.720001,68.029999,65.550003,67.959999,8662600,65.494781
"283",68.389999,68.760002,67.25,68.290001,7390200,65.81282
"284",67.900002,69,67.739998,68.300003,6842100,65.822441
"285",67.639999,67.970001,67.050003,67.489998,4859100,65.04184
"286",67.660004,68.019997,67.029999,67.050003,5107900,64.617798
"287",67.25,67.480003,66.739998,67.129997,6515800,64.694908
"288",67.389999,68.160004,66.849998,68.160004,4428500,65.687531
"289",68.389999,69.809998,68.339996,69.650002,6499500,67.123466
"290",70,70.25,68.029999,68.029999,6843100,65.562233
"291",68.099998,68.300003,67.010002,67.029999,6091800,64.598511
"292",67.239998,67.669998,65.669998,66.32,7323900,63.914261
"293",64.910004,66.089996,64.209999,65.889999,8380500,63.691956
"294",65.480003,65.489998,64.339996,65.050003,8838400,62.879971
"295",65.209999,65.360001,64.629997,65.239998,6550100,63.063629
"296",64.510002,64.790001,63.889999,64.169998,6457600,62.029327
"297",64.559998,65.25,64.480003,65.110001,5573000,62.937969
"298",65.510002,66.510002,65.360001,66.300003,5838400,64.088287
"299",66.650002,67.610001,66.32,66.82,7522700,64.590912
"300",67.300003,67.690002,66.129997,66.169998,5167300,63.962597
"301",66.650002,66.900002,65.669998,66.199997,6463800,63.991611
"302",66.489998,66.610001,66.129997,66.389999,5260800,64.175262
"303",66.309998,66.690002,65.910004,65.910004,12860900,63.711273
"304",65.699997,66.339996,65.190002,65.709999,7255600,63.517948
"305",65.940002,66.870003,65.93,66.800003,6906200,64.571587
"306",66.730003,67.209999,66.309998,66.349998,5805200,64.136589
"307",65.599998,66.150002,64.230003,64.419998,12313300,62.270973
"308",66.699997,67.110001,64.459999,64.629997,17343800,62.473969
"309",65.080002,66.059998,64.989998,65.900002,10796000,63.701622
"310",65.889999,67.639999,65.43,66.169998,9452500,63.962597
"311",66.589996,67.150002,65.269997,65.440002,7208400,63.256962
"312",65.699997,66.550003,65.610001,66.440002,10748300,64.223595
"313",65.970001,66.050003,63.209999,64.120003,12383900,61.980999
"314",64.470001,66.730003,64.360001,66.699997,8766400,64.47493
"315",65.970001,68.5,65.93,68.419998,10275800,66.13755
"316",68.5,69.779999,68.389999,69.589996,9093300,67.268501
"317",68.510002,69.309998,66.93,67.550003,9719300,65.29657
"318",68.389999,68.550003,67.150002,67.18,6504500,64.938919
"319",67.809998,67.879997,66.489998,67,10098900,64.764908
"320",66.580002,67.199997,66.519997,66.830002,5185500,64.600586
"321",67.07,68,67.07,67.769997,5145300,65.509224
"322",68.120003,68.330002,66.980003,67.25,4300200,65.006584
"323",67.809998,67.980003,67.059998,67.059998,6484400,64.822914
"324",67.370003,67.669998,67.279999,67.510002,5605700,65.257896
"325",67.529999,67.739998,66.160004,66.199997,7384000,63.991611
"326",66.029999,66.300003,64.989998,65.730003,8274300,63.537292
"327",65.75,66.110001,65.449997,66.089996,10402800,63.885269
"328",66,67.029999,65.949997,66.879997,6338400,64.648926
"329",67.309998,67.510002,66.720001,66.970001,8176100,64.735924
"330",66.839996,67,66.25,66.669998,5188900,64.445923
"331",66.779999,68.290001,66.639999,68.050003,5355200,65.7799
"332",68.470001,70,68.449997,69.559998,7814900,67.239517
"333",69.580002,69.809998,68.389999,68.389999,6484100,66.108543
"334",67.980003,68.209999,67.029999,68.099998,4957800,65.828217
"335",68.040001,68.559998,67.480003,68.260002,5752100,65.982887
"336",67.800003,67.849998,66.639999,66.900002,6155900,64.668259
"337",66.839996,68.330002,66.800003,68.099998,5132900,65.828217
"338",68.059998,69.419998,68.059998,69.339996,5041600,67.026863
"339",69.199997,69.230003,68.199997,68.459999,6534900,66.176216
"340",68.419998,68.470001,67.010002,67.949997,7956300,65.683228
"341",68.139999,68.269997,67.330002,67.919998,4965200,65.654228
"342",68.029999,68.529999,67.910004,68.43,4145100,66.147217
"343",68.599998,68.889999,68.110001,68.839996,3453800,66.543533
"344",68.309998,69.519997,68.230003,69.5,5045000,67.181534
"345",69.669998,71.510002,69.620003,71.339996,9693000,68.960136
"346",71.400002,71.599998,70.82,70.940002,6064700,68.573494
"347",70.760002,71.589996,70.470001,71.32,5688100,68.940796
"348",71.480003,71.699997,70.709999,71.379997,5480700,68.998787
"349",71.459999,72.190002,71.260002,71.309998,5675300,68.931129
"350",70.949997,71.919998,70.830002,71.339996,6806400,68.960136
"351",71.43,72.279999,71.32,72.18,5613800,69.772125
"352",73.099998,73.489998,71.629997,72.25,5889700,69.839783
"353",71.519997,71.610001,70.43,70.919998,5857900,68.554138
"354",71.459999,72.290001,70.940002,72.230003,5799900,69.82045
"355",72,72.220001,71.239998,71.800003,7856200,69.404785
"356",72.120003,72.949997,72.120003,72.760002,4085900,70.529236
"357",73,73.870003,72.790001,73.830002,4581900,71.566406
"358",73.610001,74.220001,73.139999,74.050003,4928700,71.779678
"359",74.379997,74.940002,74.190002,74.75,5318100,72.458199
"360",74.949997,75.910004,74.650002,74.760002,6846300,72.467926
"361",74.779999,75.07,74.300003,74.900002,5524900,72.603615
"362",75.059998,75.209999,74.540001,74.589996,4902800,72.303116
"363",74.419998,74.610001,74.07,74.290001,4356500,72.012314
"364",74.269997,74.900002,73.989998,74.110001,4696200,71.83783
"365",74.599998,75.150002,74.349998,74.699997,4636000,72.409737
"366",74.709999,75.849998,74.5,75.839996,10977300,73.514793
"367",75.279999,75.760002,74.910004,75.610001,4515900,73.29184
"368",74.5,74.919998,73.650002,74.260002,7562200,71.983231
"369",74.199997,74.910004,73.970001,74.720001,4424900,72.429131
"370",73.699997,74.790001,73.550003,73.940002,5537900,71.673058
"371",73.57,74.410004,73.209999,73.43,9404900,71.178665
"372",73.32,73.360001,72.029999,72.349998,9064100,70.131798
"373",72.5,73.290001,72.349998,72.559998,7072600,70.335358
"374",72.730003,72.949997,71.150002,71.349998,7624700,69.162453
"375",71.449997,72.120003,71.349998,71.699997,9118500,69.501709
"376",78.760002,81,78.360001,79.68,31314100,77.237068
"377",78.580002,79.480003,77.019997,78.349998,11867000,75.947838
"378",77.410004,77.889999,76.099998,76.279999,5794900,73.941292
"379",76.620003,77.419998,76.139999,76.550003,6534500,74.203026
"380",76.480003,77.080002,76.07,76.480003,5916200,74.13517
"381",76.839996,77.379997,76.349998,77.279999,4871400,74.910645
"382",77.440002,78.089996,77.160004,77.57,6281800,75.191757
"383",77.129997,77.639999,76.830002,77.360001,3656600,74.98819
"384",77.940002,78.18,77.230003,77.370003,4879200,74.997894
"385",77.199997,77.610001,77.139999,77.379997,2963100,75.007599
"386",77.360001,78.099998,77.300003,77.75,4755100,75.366226
"387",77.510002,78.019997,77.400002,77.470001,4355400,75.094826
"388",77.43,77.620003,76.32,76.589996,6101600,74.241798
"389",75.93,77.160004,75.800003,76.949997,4875100,74.590752
"390",76.309998,77.080002,76.160004,76.959999,5246400,74.600433
"391",76.709999,76.949997,76.129997,76.589996,4198200,74.241798
"392",76.849998,77.089996,75.440002,75.529999,6054000,73.214294
"393",75.239998,77.18,75.059998,77.160004,5542400,74.794327
"394",77,78.440002,76.82,78.150002,6706200,75.753983
"395",78.169998,78.410004,76.790001,76.889999,6125700,74.5326
"396",76.879997,76.959999,75.43,75.959999,7275300,73.631119
"397",76.440002,77.589996,76.160004,76.910004,8265600,74.551987
"398",76.5,78.059998,76.5,77.540001,6878300,75.162666
"399",77.769997,79.07,77.400002,78.650002,5313800,76.238647
"400",78.730003,78.980003,78.440002,78.739998,3762100,76.32589
"401",78.739998,79.580002,78.43,79.510002,4280600,77.072273
"402",79.730003,80.629997,79.269997,80.529999,5418900,78.061005
"403",80.209999,81.080002,80.040001,80.5,5327100,78.031914
"404",80.489998,81.879997,80.410004,81.260002,4558500,78.768623
"405",80.82,81.290001,80.290001,80.730003,5036700,78.25486
"406",80.82,81.150002,80.010002,80.150002,4101200,77.69265
"407",80.330002,80.849998,79.68,80.139999,6079700,77.682961
"408",79.57,79.860001,79.120003,79.57,5057200,77.130432
"409",79.900002,80.610001,79.800003,80.050003,5475800,77.595726
"410",80.040001,80.440002,79.68,79.75,9001400,77.304924
"411",81.519997,82.419998,80.949997,82.18,9345200,79.660408
"412",82.309998,83.080002,82.019997,82.949997,6337000,80.406784
"413",83.099998,83.68,82.279999,82.639999,4308300,80.106323
"414",82.43,83.57,82.339996,82.910004,4156900,80.368027
"415",82.419998,82.879997,82.099998,82.449997,3453000,79.922127
"416",83.040001,83.449997,82.230003,82.650002,4012400,80.115997
"417",83.230003,83.629997,82.480003,82.580002,3788800,80.048149
"418",82.419998,83.099998,82.220001,82.790001,5712400,80.251724
"419",82.580002,82.760002,81.010002,81.400002,7122100,78.90435
"420",81.25,82.25,81.25,82.199997,5177100,79.876038
"421",79.389999,80.970001,79,79.599998,18565800,77.349564
"422",79.650002,80.32,79.300003,79.919998,12269100,77.660507
"423",80.169998,80.839996,79.769997,80.400002,8576900,78.126945
"424",80.010002,81.160004,80.010002,80.300003,6633900,78.029778
"425",81.389999,82.440002,81.220001,82.099998,6965600,79.778877
"426",83.199997,83.580002,82.550003,82.629997,7166800,80.2939
"427",82.699997,83.040001,82.040001,83,5384300,80.653435
"428",83.209999,83.900002,83.120003,83.470001,5382100,81.110138
"429",83.580002,83.839996,83.059998,83.489998,4884400,81.129585
"430",83.489998,83.93,82.940002,83.260002,4861100,80.906082
"431",83.239998,85.349998,83.239998,85.260002,7277700,82.849541
"432",85.690002,85.849998,84.120003,84.43,8053100,82.043007
"433",85.089996,85.870003,84.93,85.370003,6620300,82.956451
"434",86,86.040001,85.010002,85.550003,13852700,83.13134
"435",85.160004,85.260002,84.25,84.269997,8770400,81.887535
"436",84.860001,85.099998,84.07,84.790001,10519500,82.392838
"437",82.610001,84.730003,81.949997,83.699997,16357100,81.333641
"438",83.769997,84.919998,83.730003,84.540001,6080600,82.14991
"439",84.290001,85.269997,84.25,84.720001,7452700,82.324821
"440",85.099998,85.849998,84.370003,84.459999,7876400,82.072159
"441",84.339996,84.550003,82.5,82.769997,8446900,80.429939
"442",81.93,82.959999,81.75,82.5,10046700,80.16758
"443",82.339996,82.480003,80.019997,80.18,9161100,77.91317
"444",80.089996,80.989998,79.43,80.120003,7019100,77.854866
"445",80.040001,80.540001,79.080002,80.230003,8058700,77.961754
"446",80.370003,81.489998,80.160004,80.419998,7643400,78.146378
"447",79.660004,80.040001,74.769997,74.940002,12977800,72.82132
"448",74.769997,77.07,73.900002,74.510002,11532100,72.403473
"449",75.970001,76.860001,74.910004,75.910004,10393800,73.763893
