"","EMR.Open","EMR.High","EMR.Low","EMR.Close","EMR.Volume","EMR.Adjusted"
"42",60.919998,60.919998,60.080002,60.369999,2335500,52.821224
"43",60.200001,60.509998,59.799999,60.330002,3278700,52.786224
"44",60.240002,60.560001,60.049999,60.220001,3749900,52.68998
"45",60.459999,60.490002,59.689999,59.790001,2809200,52.313747
"46",59.799999,59.970001,58.860001,59.279999,3580100,51.867523
"47",59.59,59.93,59.279999,59.52,3478300,52.077507
"48",59.599998,60.139999,59.419998,60.130001,4333400,52.61124
"49",59.549999,59.549999,58.41,58.970001,3162600,51.596294
"50",59.209999,60.549999,59.209999,60.27,4197900,52.73373
"51",60.330002,60.59,60.16,60.23,3108400,52.69873
"52",60.439999,60.779999,59.91,60.599998,4896100,53.022461
"53",60.560001,60.599998,59.950001,60.099998,2270100,52.58498
"54",60.139999,60.509998,58.849998,58.959999,4011700,51.587536
"55",58.970001,59.18,58.599998,59.119999,3264300,51.72752
"56",59.119999,59.43,58.82,58.990002,2569500,51.613781
"57",58.98,59.360001,58.380001,58.57,3160200,51.2463
"58",58.029999,58.560001,57.450001,58.43,2587700,51.12381
"59",58.419998,59.68,58.240002,59.439999,2799000,52.007511
"60",59.169998,59.740002,59.07,59.549999,2447400,52.103756
"61",59.450001,59.830002,59.349998,59.610001,2392600,52.156246
"62",59.450001,60.279999,59.450001,59.860001,3420100,52.375004
"63",59.799999,60.299999,59.16,59.82,4280500,52.34
"64",59.650002,59.900002,59.349998,59.709999,1967400,52.243755
"65",60.130001,60.900002,59.380001,59.560001,3237000,52.112503
"66",59.529999,59.950001,59.27,59.689999,3005200,52.226261
"67",59.630001,59.720001,59.150002,59.360001,2162100,51.937515
"68",59.48,60.23,59.369999,59.619999,1968100,52.165009
"69",59.470001,59.799999,59.080002,59.73,2685900,52.261253
"70",59.639999,59.73,58.209999,58.419998,3550900,51.115055
"71",58.310001,58.669998,57.860001,57.869999,3469500,50.633835
"72",58.220001,58.459999,57.740002,58.400002,3621800,51.097561
"73",57.990002,58.799999,57.889999,58.41,2904700,51.106312
"74",58.799999,58.950001,57.959999,58.209999,2528400,50.931309
"75",58.610001,59.439999,58.48,59.169998,3484400,51.771271
"76",59.200001,59.299999,58.91,59,3316700,51.622536
"77",59.91,59.990002,59.43,59.860001,3541200,52.375004
"78",60.759998,61.509998,60.540001,61.220001,4565600,53.564938
"79",61.220001,61.630001,61.02,61.220001,3140800,53.564938
"80",61.389999,61.5,60.48,60.830002,3712700,53.223705
"81",60.810001,60.919998,60.029999,60.279999,3384600,52.742481
"82",60.060001,60.52,59.849998,60.369999,3797100,52.821224
"83",57.709999,59.200001,56.77,59.16,13249400,51.762527
"84",58.939999,59.889999,58.799999,59.27,5053900,51.858765
"85",59.34,59.349998,57.740002,58.169998,4693900,50.896305
"86",58.450001,59.080002,58.32,58.939999,3669600,51.570034
"87",58.860001,59.02,58.439999,58.619999,2168000,51.290051
"88",58.5,58.93,58.34,58.849998,4542300,51.491287
"89",58.560001,58.990002,58.360001,58.93,3713700,51.985302
"90",58.650002,58.869999,58.009998,58.16,3219400,51.306042
"91",57.900002,58.040001,57.240002,57.439999,2983800,50.670883
"92",57.720001,58.630001,57.709999,58.34,3497500,51.464825
"93",58.5,58.669998,58.060001,58.599998,3104500,51.69418
"94",58.599998,58.599998,57.740002,57.990002,3736000,51.156071
"95",57.75,58.66,57.360001,58.450001,3054500,51.561859
"96",58.740002,59.650002,58.57,59.400002,3190100,52.399906
"97",59.549999,59.91,59.439999,59.459999,3282500,52.452839
"98",59.57,59.66,59.060001,59.240002,3334400,52.258762
"99",59.490002,60.450001,59.34,59.77,3523900,52.726299
"100",59.790001,59.810001,58.959999,59.25,3885400,52.267578
"101",59.110001,59.150002,58.580002,58.919998,2489000,51.976463
"102",58.790001,59.150002,58.59,58.950001,2593300,52.002937
"103",59,59.220001,58.41,59.119999,4073100,52.152897
"104",59.299999,59.610001,58.990002,59.25,2573300,52.267578
"105",59.209999,59.93,59.080002,59.34,2681300,52.346973
"106",59.25,59.419998,58.959999,59.07,3179700,52.108791
"107",58.860001,58.869999,58.369999,58.650002,2631100,51.738293
"108",58.66,58.709999,57.389999,57.619999,3386700,50.82967
"109",57.619999,59.759998,57.619999,59.650002,7352800,52.620438
"110",59.98,60.790001,59.869999,60.709999,5542200,53.555527
"111",60.709999,61.380001,60.599998,60.950001,6077500,53.767239
"112",60.959999,61.040001,60.419998,60.84,4531600,53.670208
"113",60.849998,60.970001,59.709999,59.990002,6740500,52.920372
"114",59.43,60.259998,59.389999,60.259998,3255300,53.15855
"115",60.48,60.810001,60.360001,60.68,4138100,53.529057
"116",60.919998,61.490002,60.849998,61.380001,4072400,54.146572
"117",60.990002,61.220001,60.189999,60.23,3763100,53.132092
"118",60.299999,60.299999,58.59,58.639999,3969100,51.729465
"119",59,59.25,58.400002,58.73,4478000,51.808868
"120",58.779999,59.189999,58.41,59.080002,3868500,52.117619
"121",59.380001,59.68,58.959999,58.990002,2913600,52.038216
"122",59,59.110001,58.529999,58.639999,3046000,51.729465
"123",59.040001,59.450001,58.959999,59.060001,2148900,52.099972
"124",59.200001,59.240002,58.009998,58.380001,2721900,51.500107
"125",58.669998,60.02,58.650002,59.619999,3209000,52.593975
"126",59.560001,60.470001,59.439999,60.25,2343400,53.149738
"127",60.169998,60.18,59.02,59.32,3445100,52.329334
"128",59.150002,59.830002,59.110001,59.18,3230400,52.205826
"129",59.299999,59.830002,58.990002,59.470001,2344200,52.461655
"130",59.470001,60.040001,59.41,59.740002,2574400,52.699837
"131",59.73,59.98,59.299999,59.82,1927600,52.770409
"132",60.259998,60.549999,59.959999,60.060001,2860100,52.982128
"133",60.060001,60.27,59.759998,59.810001,2320500,52.761589
"134",60.009998,60.360001,59.82,60.18,2499200,53.087986
"135",60.009998,60.650002,59.77,60.360001,2826600,53.246769
"136",60.330002,60.380001,59.630001,59.830002,3407600,52.779232
"137",59.970001,60.639999,59.849998,60.599998,1786600,53.458481
"138",60.380001,60.68,60.049999,60.299999,2370400,53.19384
"139",59.939999,60.080002,59.650002,60.040001,2280800,52.964481
"140",60.119999,60.150002,59.669998,60.029999,1795000,52.955658
"141",60.630001,60.68,60.16,60.43,1785200,53.308521
"142",60.380001,60.43,59.68,59.799999,1756100,52.752762
"143",59.919998,60,59.419998,59.91,2311900,52.849808
"144",59.650002,59.709999,58.939999,59.529999,2887500,52.514584
"145",59.84,60.02,59.509998,59.610001,3306800,52.585152
"146",59.450001,60.049999,58.459999,59.959999,4827900,52.893913
"147",59.75,61.02,59.639999,60.990002,5345600,53.802536
"148",60.970001,61.080002,60.369999,60.68,3115000,53.529057
"149",60.720001,61.209999,60.599998,61.150002,2304400,53.943668
"150",60.990002,61.380001,60.84,60.91,2703800,53.731956
"151",60.75,61.139999,60.25,60.43,2154500,53.308521
"152",59.830002,60.18,59.73,60.029999,1775400,53.379654
"153",59.759998,60.080002,59.119999,59.139999,2039000,52.588261
"154",59.16,59.330002,58.75,58.889999,2802800,52.365955
"155",59.220001,59.849998,59.220001,59.630001,2070800,53.023975
"156",59.599998,59.669998,59.34,59.41,2262000,52.828346
"157",59.630001,59.919998,59.27,59.32,2200200,52.748314
"158",59.110001,59.32,58.279999,58.290001,1775100,51.832424
"159",58.150002,58.599998,57.810001,58,2063500,51.574558
"160",58.009998,58.240002,57.82,58,2080400,51.574558
"161",58.23,58.91,58.099998,58.82,2894500,52.303711
"162",58.57,58.830002,58.34,58.43,1946400,51.956917
"163",58.509998,58.59,57.990002,58.02,1523500,51.592335
"164",58.389999,58.73,58.290001,58.560001,1239500,52.07251
"165",58.68,58.740002,58.060001,58.400002,1526400,51.930241
"166",58.130001,58.41,57.91,58.349998,2015900,51.885773
"167",58.360001,58.68,58.310001,58.630001,1890500,52.134762
"168",58.900002,59.220001,58.549999,59.040001,2415200,52.499332
"169",59.259998,59.360001,58.810001,58.810001,1833200,52.294815
"170",58.740002,59.060001,58.439999,58.66,3369400,52.161434
"171",59.23,59.919998,58.880001,59.91,3776700,53.272957
"172",60,60.310001,59.509998,60.209999,3151900,53.539715
"173",60.150002,60.619999,59.84,60.400002,2254800,53.708672
"174",60.77,60.93,60.639999,60.91,2380400,54.162167
"175",61,61.369999,60.849998,61.259998,2004500,54.473392
"176",61.119999,61.360001,61.080002,61.299999,1451400,54.508965
"177",61.299999,61.98,61.060001,61.889999,2401200,55.033607
"178",61.799999,62.490002,61.759998,62.349998,4441700,55.442646
"179",62.470001,63,62.169998,62.990002,2355600,56.011742
"180",62.990002,63.32,62.849998,63.209999,2131500,56.207371
"181",63.419998,63.900002,63.360001,63.889999,3070000,56.812035
"182",63.849998,64.18,63.419998,63.439999,2407900,56.411884
"183",63.349998,63.560001,63.09,63.439999,2271500,56.411884
"184",63.450001,63.860001,63.290001,63.610001,2806300,56.563061
"185",63.639999,63.650002,63,63.099998,3698600,56.109558
"186",63.279999,63.580002,62.970001,63.34,3419200,56.322964
"187",63.130001,63.459999,62.639999,62.860001,2621700,55.896141
"188",62.75,63.07,62.540001,62.84,2903700,55.878357
"189",62.869999,63.32,62.650002,63.200001,3332600,56.198479
"190",63.299999,63.389999,63.040001,63.330002,2825300,56.314072
"191",63.310001,64,63.029999,63.919998,2759600,56.838711
"192",63.900002,64.110001,63.619999,63.98,1725900,56.892067
"193",63.75,64.080002,63.560001,63.700001,1934100,56.643089
"194",63.709999,64.040001,63.59,63.82,1474300,56.74979
"195",64.110001,64.110001,63.34,63.419998,1991400,56.394108
"196",63.400002,63.52,63.169998,63.43,1862900,56.403
"197",63.360001,64.029999,63.360001,63.919998,1574400,56.838711
"198",64.25,64.400002,63.869999,63.970001,1986200,56.883179
"199",64.120003,64.919998,63.650002,64.440002,2489900,57.301105
"200",65.57,66.099998,65.300003,65.480003,3794400,58.225887
"201",65.43,65.809998,65.25,65.510002,2330200,58.252575
"202",65.309998,65.519997,65.040001,65.160004,2103100,57.941345
"203",65.519997,65.839996,65.230003,65.779999,2648100,58.492657
"204",65.739998,66.440002,65.730003,66.099998,2488200,58.777203
"205",66.489998,67.309998,66.419998,66.739998,2980200,59.346298
"206",66.739998,66.949997,65.870003,66.5,2745100,59.132893
"207",66.790001,67.050003,66.43,66.830002,2006100,59.426323
"208",66.919998,67.790001,66.709999,67.379997,3545200,59.915398
"209",67.269997,67.639999,67.07,67.339996,3841100,59.879818
"210",67.019997,67.120003,64.330002,64.459999,9603600,57.318897
"211",64.559998,64.889999,64.040001,64.07,5364900,56.972092
"212",64.18,64.230003,63.549999,63.619999,4037100,56.571945
"213",63.799999,64.760002,63.57,64.099998,4439500,56.998764
"214",64.25,64.809998,63.98,64.519997,3690400,57.372242
"215",64.040001,64.379997,62.68,63.080002,4358100,56.09177
"216",63.040001,63.220001,62.209999,62.52,2553300,55.593815
"217",62.110001,62.32,60.16,61.48,5954100,54.669029
"218",61.349998,61.639999,60.950001,61.610001,3613400,54.784626
"219",61.630001,61.630001,61.189999,61.389999,2557300,54.588989
"220",61.220001,61.470001,60.73,60.740002,2850100,54.011017
"221",60.490002,60.700001,59.490002,59.59,4276700,52.988411
"222",58.049999,59.740002,57.470001,59.02,10266700,52.912201
"223",58.860001,60.240002,58.689999,59.849998,5091800,53.656307
"224",59.869999,60.439999,59.619999,60.259998,5449400,54.02388
"225",60.34,60.689999,60.02,60.349998,3276900,54.104565
"226",60.75,62.080002,60.720001,61.880001,5881500,55.476231
"227",61.98,62.119999,61.560001,61.630001,2182600,55.25211
"228",61.619999,62.279999,61.619999,61.880001,3663500,55.476231
"229",62.619999,64.169998,62.580002,64.150002,6466900,57.511314
"230",64.059998,64.57,63.810001,63.869999,3928800,57.260288
"231",64.18,65.059998,64.040001,64.82,5307000,58.111984
"232",64.910004,65.300003,63.540001,64.690002,4002800,57.995426
"233",65.349998,66.650002,65.080002,65.099998,4531100,58.363003
"234",64.830002,65.32,64.589996,64.68,2806000,57.986469
"235",64.639999,65.379997,64.550003,64.730003,3011700,58.031288
"236",64.860001,65.800003,64.68,65.779999,3412600,58.972633
"237",65.830002,66.769997,65.589996,66.550003,3973900,59.662949
"238",66.360001,66.910004,66.300003,66.410004,2291900,59.537449
"239",66.699997,67.029999,66.269997,66.669998,2756000,59.770519
"240",66.900002,67.550003,66.809998,67.199997,3306800,60.245686
"241",67.43,67.830002,66.5,66.510002,2887700,59.627087
"242",67,67.529999,66.75,67.260002,4387000,60.29948
"243",67.779999,68.879997,67.510002,68.360001,3989400,61.285633
"244",68.459999,68.769997,68.150002,68.540001,3494400,61.447014
"245",69,69.739998,68.690002,68.959999,5109800,61.823551
"246",69.25,69.800003,68.809998,69.580002,2668700,62.379383
"247",69.709999,69.839996,69.190002,69.660004,1790200,62.451107
"248",69.699997,69.769997,69.360001,69.529999,1002000,62.334557
"249",69.75,69.779999,69.400002,69.75,1043400,62.531788
"250",69.860001,70,69.540001,69.980003,1452900,62.737988
"251",70.040001,70.209999,69.690002,69.690002,1848900,62.477997
"252",70.059998,70.760002,69.699997,70.739998,3086500,63.419331
"253",70.720001,71.459999,70.220001,71.389999,3308800,64.002075
"254",71.5,71.809998,71.209999,71.489998,2806400,64.091713
"255",71.760002,72.470001,71.199997,72.43,3118800,64.934441
"256",72.43,72.43,71.68,72.199997,2334700,64.728241
"257",72.419998,72.589996,71.889999,72.32,3367600,64.835815
"258",71.739998,72.699997,71.699997,72.589996,2411300,65.077888
"259",72.879997,73.900002,72.459999,73.879997,2917300,66.234383
"260",74,74.449997,73.849998,73.910004,3500400,66.261276
"261",73.389999,73.879997,72.110001,72.830002,3899900,65.293037
"262",73.050003,73.779999,72.889999,73.07,3276100,65.508209
"263",73.480003,73.949997,73,73.449997,2356200,65.848869
"264",73.629997,73.800003,72.879997,73.139999,3538100,65.570976
"265",72.940002,73.279999,72.349998,73.260002,3521500,65.678558
"266",73.339996,73.849998,73.010002,73.120003,3205600,65.553032
"267",73.540001,73.699997,72.160004,72.629997,3284300,65.113754
"268",73.080002,73.199997,71.790001,72.68,3293700,65.158577
"269",72.900002,74.050003,72.68,74.050003,3587500,66.386803
"270",73.669998,73.870003,72.910004,72.989998,2136400,65.436501
"271",72.43,72.910004,72.089996,72.470001,2311600,64.970284
"272",72.949997,73.25,72.029999,72.230003,5458100,64.755135
"273",71.43,73.099998,69.730003,72.580002,3022200,65.068932
"274",71.860001,72.339996,70.510002,70.57,4853000,63.266933
"275",70.019997,71.419998,68.220001,68.440002,4426300,61.357346
"276",66.699997,71.379997,66,69.25,7320400,62.08353
"277",69.410004,70.519997,68.730003,68.959999,4045300,61.823551
"278",68.959999,69.120003,66.360001,66.400002,4350200,59.528473
"279",67.5,69.769997,66.400002,69.07,5979300,61.922165
"280",69.709999,71.059998,69.540001,70.309998,5187900,63.033833
"281",69.889999,70.519997,69.400002,70.379997,3542100,63.096573
"282",70.709999,71.910004,69.730003,71.309998,5000200,63.930359
"283",71.93,72.589996,70.589996,71.5,4089400,64.539635
"284",71.379997,73.370003,71.330002,72.989998,4783800,65.884598
"285",72.419998,73.160004,70.889999,71.07,3897200,64.151505
"286",71.120003,72.57,71.040001,71.809998,4368200,64.819466
"287",72.059998,72.559998,71.540001,72.089996,2534700,65.072205
"288",72.480003,72.550003,71.260002,72.190002,1901600,65.162483
"289",72.849998,73.620003,72.279999,73.529999,3880800,66.372017
"290",73.480003,74.43,73.089996,73.089996,3454800,65.974861
"291",73.410004,73.419998,71.040001,71.059998,4858800,64.142471
"292",70.959999,71.510002,69.330002,69.580002,4605600,62.806545
"293",69.110001,69.620003,68.440002,69.360001,3893700,62.607967
"294",69.139999,70.519997,68.970001,70.150002,3935500,63.321056
"295",70.610001,70.610001,69.709999,70.470001,2480600,63.609905
"296",69.669998,70.580002,69.269997,69.589996,3511700,62.815567
"297",69.949997,70.279999,69.220001,70.209999,3190700,63.375217
"298",71.400002,72.309998,70.660004,72.269997,3389700,65.234673
"299",72.309998,72.480003,71.019997,71.419998,2250800,64.467415
"300",71.610001,71.959999,70.900002,71.230003,3549300,64.295929
"301",71.739998,71.739998,70.580002,70.739998,3885300,63.853622
"302",70.82,71.209999,70.300003,70.93,3015200,64.025139
"303",71.120003,72.379997,70.779999,72.379997,9730900,65.333984
"304",71.870003,71.870003,70.019997,70.730003,3945200,63.844612
"305",71.099998,71.629997,70.489998,70.550003,2285300,63.682125
"306",70.699997,71.830002,70.410004,71.150002,2068500,64.223709
"307",70.279999,70.339996,68.709999,68.769997,3153800,62.075401
"308",69.010002,69.07,67.230003,67.360001,2836200,60.802658
"309",68.440002,69.669998,67.800003,69.510002,3321800,62.743366
"310",69.639999,69.889999,67.419998,67.919998,2840800,61.308151
"311",68.150002,68.400002,66.949997,67.300003,2668700,60.748508
"312",67.639999,68.82,67.440002,68.300003,1890800,61.651157
"313",68.050003,68.110001,65.139999,66.279999,3740000,59.827789
"314",66.790001,67.889999,66.32,67.849998,5067100,61.244957
"315",66.669998,68.389999,66.290001,68.129997,3791900,61.497684
"316",68.519997,68.769997,67.870003,68.410004,2930400,61.750443
"317",67.800003,68.160004,65.139999,66.309998,4475600,59.854877
"318",66.650002,67.419998,66.089996,66.190002,2321400,59.746548
"319",67.029999,67.940002,67.029999,67.559998,2430300,60.983189
"320",66.910004,67.910004,66.690002,67.080002,2736700,60.549919
"321",67.349998,68.610001,67.279999,68.199997,3195100,61.560875
"322",68.809998,69.190002,68.190002,68.419998,3226300,61.759472
"323",69.089996,69.160004,68.540001,68.809998,2517300,62.111507
"324",69.459999,69.68,69.050003,69.389999,3914800,62.63504
"325",69.839996,71.32,69.379997,70.620003,3057600,63.745316
"326",70.550003,70.919998,70.089996,70.669998,2292000,63.79044
"327",70.730003,70.739998,69.5,70.199997,3962600,63.366188
"328",70.400002,71.120003,69.760002,69.900002,2809200,63.095394
"329",71.290001,71.290001,66.800003,68.300003,4130000,61.651157
"330",68.029999,69.040001,67.139999,68.709999,2380300,62.02124
"331",68.699997,68.870003,67.050003,67.489998,3411400,60.92001
"332",67.349998,67.919998,66.900002,67.82,4801000,61.217876
"333",67.989998,68.150002,66.309998,66.410004,4419100,59.945156
"334",66.440002,69.059998,65.860001,68.980003,7483800,62.26495
"335",68.879997,68.93,67.510002,67.599998,4454600,61.019291
"336",67.510002,67.830002,66.529999,67.419998,3486500,60.856808
"337",66.949997,68.75,66.760002,68.419998,2476300,61.759472
"338",68.650002,69.900002,68.599998,69.300003,3219100,62.553802
"339",69.32,69.860001,69.010002,69.760002,3768800,62.969032
"340",70.110001,71.940002,69.800003,71.93,3831400,64.927757
"341",71.949997,72.059998,71.419998,71.970001,2353600,65.404907
"342",71.970001,72.580002,71.589996,72,2687300,65.432144
"343",72.300003,72.730003,71.879997,72.160004,3086900,65.577568
"344",71.690002,72.110001,71.419998,71.830002,2036700,65.277657
"345",71.93,72.470001,71.669998,71.949997,1598400,65.386696
"346",72.050003,73.18,71.610001,72.970001,2717500,66.313675
"347",72.849998,73.370003,72.790001,73.139999,1848200,66.468163
"348",73.599998,74.349998,73.5,74.080002,2234500,67.322403
"349",74.080002,74.360001,73.160004,73.260002,2002700,66.577209
"350",72.830002,73.269997,72.410004,73.010002,1922200,66.350021
"351",72.93,73.370003,72.059998,73.25,2419400,66.568123
"352",72.849998,72.860001,71.980003,72.489998,2888500,65.877449
"353",71.769997,71.82,70.269997,70.769997,2756600,64.314354
"354",71.18,71.900002,70.809998,71.650002,2145300,65.11409
"355",71.879997,71.93,70.519997,70.839996,2782800,64.377968
"356",71.550003,71.849998,71.019997,71.370003,3483100,64.859627
"357",71.699997,72.169998,71.150002,71.510002,1921800,64.986855
"358",71.860001,73.050003,71.830002,72.669998,4009300,66.041031
"359",72.830002,73.360001,72.559998,73.290001,2854400,66.604485
"360",73.440002,73.889999,72.809998,73.370003,1879500,66.677185
"361",73.18,73.300003,72.639999,73.150002,2270100,66.477249
"362",73.199997,73.68,72.93,73.18,1782100,66.504517
"363",73.419998,73.419998,73,73.209999,1582600,66.531776
"364",73.169998,73.370003,72.639999,72.779999,2260200,66.140999
"365",73.169998,73.410004,72.349998,72.900002,2461900,66.250046
"366",72.830002,73.089996,71.330002,72.279999,4378100,65.686607
"367",71.589996,72.32,71.349998,72.139999,2014100,65.55938
"368",70.910004,71.220001,69.599998,70.559998,3445600,64.123512
"369",70.989998,70.989998,70.089996,70.389999,1630400,63.969021
"370",70.07,70.339996,68.949997,69.199997,3272800,62.887566
"371",70.730003,70.730003,69.709999,69.870003,4015000,63.496449
"372",69.440002,69.779999,68.370003,69.150002,4148900,62.842133
"373",69.360001,69.830002,68.839996,68.949997,3007300,62.660374
"374",69.309998,70.120003,68.540001,68.550003,2782800,62.296867
"375",68.480003,68.900002,67.669998,68.589996,1978000,62.333214
"376",69.099998,70.029999,68.879997,69.139999,4025700,62.833046
"377",68.5,69.57,68.379997,69.440002,2514800,63.105671
"378",70.139999,70.449997,68.580002,68.769997,1839500,62.496788
"379",69.25,69.349998,68.639999,69.18,2559100,62.8694
"380",69.220001,69.559998,68.620003,69.279999,2298700,62.960278
"381",69.57,71.010002,69.470001,70.839996,2234600,64.377968
"382",70.839996,71.290001,70.550003,70.989998,2671800,64.514282
"383",70.300003,70.349998,68.809998,69.07,3253900,62.769424
"384",70.330002,70.349998,69.440002,70.230003,2226000,63.823612
"385",70.209999,70.849998,70.040001,70.580002,1552600,64.141685
"386",70.650002,70.809998,69.18,69.309998,2727500,62.987545
"387",69.169998,69.639999,68.620003,69.480003,2646500,63.142036
"388",69.540001,70.050003,68.940002,69.690002,2902200,63.332878
"389",69.349998,70.32,69.230003,69.800003,2490500,63.432835
"390",69.269997,69.879997,69.18,69.279999,2232900,62.960278
"391",69.199997,69.239998,67.809998,67.889999,2832100,61.697056
"392",68.419998,69.260002,68.349998,68.870003,3076300,62.587677
"393",68.800003,70.279999,68.699997,70.199997,2767300,63.796356
"394",70.389999,71.699997,70.389999,71.260002,2755500,64.759644
"395",71.459999,71.650002,70.93,71.260002,1752700,64.759644
"396",71.470001,71.980003,70.440002,70.529999,1812000,64.09623
"397",70.839996,72.489998,70.709999,72.279999,3021500,65.686607
"398",71.980003,72.040001,70.599998,71.300003,2611100,64.796013
"399",70.830002,71.330002,70.209999,71.279999,2852200,64.777832
"400",71.470001,72.019997,71.339996,71.480003,3682600,64.959595
"401",71.309998,71.790001,71.160004,71.620003,2640300,65.086815
"402",73.309998,75,72.110001,74.660004,4945400,67.84951
"403",74.57,75.25,74.010002,74.040001,3590200,67.286072
"404",74.290001,74.449997,73.910004,74.050003,2071000,67.295151
"405",73.839996,74.470001,73.510002,73.860001,3101100,67.122482
"406",74,74.32,73.349998,73.449997,2882500,66.749878
"407",73.800003,74.830002,73.650002,74.239998,2933800,67.467819
"408",73.730003,73.730003,72.410004,73.559998,2851400,66.849854
"409",73.339996,74.269997,73.089996,73.959999,2056400,67.659447
"410",74.050003,75.07,73.580002,74.860001,2862500,68.48278
"411",75.129997,75.68,75.019997,75.540001,2697900,69.104874
"412",75.93,76.779999,75.620003,76.599998,2526100,70.074547
"413",76.089996,76.279999,75.010002,75.160004,2501400,68.757248
"414",75.07,75.650002,75,75.57,1608700,69.132294
"415",75.849998,76,75.419998,75.669998,2499200,69.223793
"416",75.959999,76.800003,75.910004,76.650002,2093000,70.120316
"417",76.82,77,76.239998,76.529999,2423000,70.010521
"418",76.730003,76.900002,76.260002,76.800003,1576500,70.25753
"419",76.629997,76.889999,76.080002,76.360001,1543200,69.855011
"420",76.230003,76.870003,76.220001,76.730003,1967700,70.193474
"421",76.699997,76.699997,75.709999,76.400002,2021100,69.891594
"422",76.209999,77.599998,76.110001,77.269997,4056400,70.687469
"423",77.199997,77.239998,75.910004,76.209999,3288600,69.717781
"424",75.989998,76.230003,75.5,75.790001,2038700,69.333565
"425",76.290001,76.639999,76,76.269997,2269000,69.772659
"426",76.089996,76.639999,75.800003,76.220001,1479400,69.726936
"427",76.199997,77.260002,76.029999,77.110001,2113100,70.541122
"428",77.370003,78,77.120003,77.75,2482500,71.126595
"429",77.75,77.910004,77.339996,77.540001,1829400,70.934494
"430",77.510002,77.989998,77.389999,77.769997,1518800,71.14489
"431",77.989998,78.610001,77.580002,78.410004,2335300,71.730377
"432",78.120003,78.339996,77.190002,77.410004,2744100,70.815567
"433",77.93,78.410004,77.440002,78.379997,2596400,71.702919
"434",78.57,78.75,77.720001,78.010002,3093200,71.364449
"435",77.879997,77.910004,76.940002,77.480003,1962300,70.879608
"436",77.769997,78.029999,77.050003,77.209999,2673500,70.632591
"437",77.260002,77.419998,76.419998,76.650002,1874700,70.120316
"438",77.059998,77.269997,76.480003,76.790001,1541000,70.248367
"439",76.830002,77.330002,76.400002,76.580002,2034200,70.056259
"440",77.120003,77.93,76.779999,77.639999,3218000,71.02597
"441",77.449997,78.300003,77.129997,77.860001,4086500,71.227226
"442",78.019997,78.589996,77.900002,78.519997,2593600,71.830994
"443",78.57,79.699997,77.660004,78.160004,3271600,71.501663
"444",78.260002,78.650002,77.470001,78.059998,4116300,71.410172
"445",77.480003,78.089996,76.93,77.900002,2712100,71.263809
"446",77.769997,77.900002,75.739998,75.980003,3638500,69.507385
