"","HES.Open","HES.High","HES.Low","HES.Close","HES.Volume","HES.Adjusted"
"36",52.57,53.34,51.889999,52.52,5019200,48.013969
"37",51.84,53.119999,51.68,52.490002,3092700,47.986561
"38",52.77,52.98,52.240002,52.689999,4058600,48.169384
"39",52.290001,52.310001,51.310001,51.439999,4384400,47.026634
"40",51.900002,52.299999,51.279999,51.66,5234200,47.227764
"41",51.25,52.200001,51.23,51.759998,3664100,47.319187
"42",51.849998,52.02,50.900002,51.029999,2890600,46.65181
"43",51.119999,51.189999,50.470001,51.029999,2413600,46.65181
"44",51.150002,51.259998,49.25,49.509998,3781200,45.262222
"45",49.169998,49.689999,47.779999,47.869999,3786800,43.76292
"46",47.91,48.549999,46.830002,48.380001,4181600,44.229179
"47",48.84,48.950001,47.07,47.419998,3426600,43.351543
"48",47.110001,47.919998,47.110001,47.790001,6241200,43.921345
"49",47.130001,47.310001,46.150002,47.169998,3517300,43.351543
"50",47.709999,49.310001,47.360001,49.150002,3989100,45.171257
"51",49.16,49.240002,48.209999,48.59,2473900,44.656586
"52",48.709999,48.939999,48.080002,48.259998,3236300,44.353306
"53",47.84,48.439999,47.48,48.299999,3233400,44.39006
"54",48.529999,48.619999,47.27,47.669998,3033600,43.811062
"55",47.459999,47.459999,46.639999,46.84,2768600,43.048252
"56",46.689999,47.099998,46.450001,46.540001,2565000,42.772533
"57",46.689999,47.130001,45.889999,46.099998,2625600,42.368156
"58",45.5,45.889999,45.119999,45.790001,3251100,42.083256
"59",46,47.580002,45.830002,47.450001,4137100,43.608875
"60",47.439999,49.93,47.369999,49.759998,5019600,45.731873
"61",50,50.470001,48.75,48.98,7162900,45.015018
"62",48.82,49.310001,47.939999,48.209999,5024900,44.30735
"63",48.369999,48.529999,46.580002,46.970001,4992600,43.167728
"64",47.110001,47.709999,46.509998,47.639999,6301100,43.783485
"65",48.240002,48.59,47.099998,47.209999,5831900,43.388298
"66",47.650002,48.279999,47.5,48.240002,3643400,44.334919
"67",48.349998,48.77,47.98,48.049999,2166400,44.160294
"68",48.560001,50.299999,48.549999,49.970001,4228500,45.92487
"69",50.52,51.169998,49.790001,51.110001,6046400,46.972591
"70",51,52.099998,50.310001,50.57,6390400,46.476299
"71",50.41,50.790001,49.16,49.439999,3488500,45.437775
"72",49.419998,49.57,48.919998,49.41,3423000,45.410198
"73",48.939999,49.189999,47.950001,48.189999,3579300,44.288967
"74",48.259998,48.52,46.560001,46.700001,4017700,42.919586
"75",46.889999,47.389999,46.349998,46.889999,3340000,43.0942
"76",46.599998,47.59,46.599998,47.310001,3320400,43.480209
"77",47.959999,48,47.16,47.66,3794900,43.801868
"78",47.84,48.799999,47.369999,48.639999,5374000,44.702545
"79",51.099998,52,49.279999,49.509998,8575500,45.50211
"80",49.049999,49.91,47.990002,49.759998,5811000,45.731873
"81",50.259998,50.349998,48.77,48.830002,2883100,44.877163
"82",48.639999,48.799999,47.810001,47.970001,3417800,44.086769
"83",48.220001,48.32,46.75,47.009998,3315400,43.204483
"84",46.810001,47.400002,46.549999,46.869999,3543100,43.075821
"85",46.389999,46.389999,45.290001,45.84,5048500,42.129204
"86",46.450001,47.48,46.18,47.419998,4354100,43.581295
"87",47.439999,48.490002,47.209999,48.43,4022400,44.509548
"88",48.43,48.5,47.68,47.830002,3166800,43.958115
"89",48.18,49.549999,48.060001,49.23,4232000,45.24477
"90",49.360001,49.919998,49.200001,49.66,4992200,45.639977
"91",49.52,49.790001,49.080002,49.369999,3560800,45.373432
"92",51.259998,51.259998,49.619999,49.709999,4623100,45.685917
"93",50.060001,50.16,48.400002,48.779999,2858400,44.831203
"94",48.779999,48.919998,47.669998,47.950001,2725500,44.068394
"95",47.610001,48.240002,47.16,47.779999,2830400,43.912159
"96",48.200001,49.380001,47.950001,48.93,3649100,44.969059
"97",49.439999,49.970001,48.91,49.240002,2801600,45.253975
"98",49.25,49.919998,48.799999,49.57,2923000,45.557243
"99",49.43,49.970001,49.23,49.549999,3403000,45.538872
"100",49.029999,50.599998,47.580002,47.799999,4188600,43.930534
"101",47.950001,48.209999,47.080002,48.139999,3143200,44.243015
"102",47.529999,47.599998,46.369999,46.669998,4539700,42.89201
"103",46.119999,46.25,45.130001,45.889999,4682800,42.175152
"104",46.080002,47.240002,45.459999,46.650002,2892900,42.873631
"105",46.110001,46.220001,45.259998,45.75,3635400,42.046482
"106",45.619999,46.43,45.419998,46.110001,2881700,42.377335
"107",45.970001,47.259998,45.540001,46.939999,2903400,43.140148
"108",46.73,47.099998,44.57,44.799999,5189100,41.173393
"109",44.799999,45.07,43.41,43.490002,5427800,39.969437
"110",43.68,45.529999,43.419998,45.490002,4413400,41.807533
"111",45.990002,46.669998,45.380001,45.380001,3973000,41.70644
"112",45.349998,46.66,45.32,46.57,3714800,42.80011
"113",46.099998,46.110001,44.580002,45.290001,5292800,41.84837
"114",44.759998,44.950001,43.110001,43.490002,5399000,40.185165
"115",43.93,44.389999,42.68,43.619999,7791200,40.305279
"116",43.619999,43.630001,42.810001,42.959999,5299400,39.695442
"117",42.349998,42.349998,40.02,41.59,8197300,38.429546
"118",41.490002,42.130001,40.02,40.310001,6283200,37.246811
"119",40.439999,41.389999,39.889999,41.009998,6827000,37.89362
"120",41.299999,41.889999,41.009998,41.400002,4376300,38.253986
"121",41.549999,41.810001,40.849998,41.59,2677500,38.429546
"122",41.59,41.84,41.110001,41.369999,4285400,38.226261
"123",41.5,42.650002,41.34,42.09,5788200,38.891544
"124",42.23,43.48,42.099998,43,8261500,39.732391
"125",43.419998,44.240002,42.959999,43.869999,4766800,40.536289
"126",44.189999,45.669998,44.189999,45.419998,2604700,41.968494
"127",44.880001,45.07,43.049999,43.360001,5874800,40.065041
"128",43.75,44.48,42.740002,42.830002,3928200,39.575321
"129",42.41,42.450001,41.009998,41.790001,5946800,38.614353
"130",41.630001,42.720001,41.450001,42.459999,3822100,39.233429
"131",42.279999,43.279999,41.880001,43.060001,2983200,39.787846
"132",43.77,44.189999,42.790001,43.130001,3638900,39.852524
"133",43.130001,43.349998,42.75,43.310001,2759900,40.018845
"134",43.470001,44.119999,43.330002,43.959999,3299900,40.619446
"135",43.700001,44.220001,43.560001,43.59,2427500,40.277569
"136",43.939999,44.099998,43.139999,43.360001,2265700,40.065041
"137",43.259998,45.029999,43.240002,44.939999,3372000,41.524986
"138",45.349998,45.400002,43.959999,44.049999,2846600,40.70261
"139",43.889999,44.220001,43.279999,43.459999,3394400,40.157444
"140",43.759998,44.240002,43.509998,44.130001,3965800,40.776531
"141",44.959999,45.939999,44.959999,45.369999,5754100,41.922302
"142",46.200001,46.59,43.419998,43.470001,7444900,40.166679
"143",43.439999,43.990002,42.950001,43.98,4488100,40.63792
"144",43.830002,45.91,43.830002,44.799999,4983500,41.395618
"145",44.75,44.959999,43.740002,44.540001,3725500,41.155369
"146",44.509998,44.509998,43.049999,43.16,4389000,39.880234
"147",42.720001,44.240002,42.360001,44,3341100,40.656406
"148",44.07,44.299999,42.669998,43.209999,3627000,39.926434
"149",43.259998,44.549999,43.259998,44.349998,4478000,40.979809
"150",44.009998,44.119999,42.650002,42.860001,4356100,39.603031
"151",42.720001,43.77,42.400002,42.619999,2861700,39.381271
"152",42.900002,43.150002,41.970001,42.360001,2698600,39.141033
"153",42.610001,43.029999,41.630001,41.740002,3548700,38.56815
"154",41.52,41.91,41.049999,41.330002,2096500,38.189301
"155",41.360001,41.470001,40.52,40.540001,3838900,37.459339
"156",40.419998,40.900002,39.779999,40.700001,3068100,37.607185
"157",40.77,40.830002,39.16,39.290001,3399500,36.304325
"158",39.110001,39.419998,38.259998,38.369999,4747400,35.454235
"159",38.220001,39.150002,37.549999,38.450001,6393100,35.528156
"160",38.360001,38.48,37.59,38.09,3102100,35.195515
"161",38.310001,38.619999,38.029999,38.599998,3767100,35.666752
"162",38.360001,39.27,38.169998,38.790001,4017800,35.842316
"163",38.650002,38.779999,38.200001,38.360001,2013000,35.444992
"164",38.419998,38.93,38.18,38.5,2626600,35.57436
"165",38.610001,38.66,37.41,38.299999,3576800,35.389542
"166",37.91,38.220001,37.369999,38.130001,3788500,35.232471
"167",37.82,38.529999,37.25,38.43,3511000,35.509682
"168",38.73,39.330002,38.189999,38.900002,3421700,35.943958
"169",38.98,39.619999,38.509998,39.450001,2024300,36.452179
"170",39.77,40.139999,39.43,40.060001,5125600,37.015812
"171",40.330002,41.25,40.080002,41.040001,2773200,37.921337
"172",40.880001,41.369999,40.599998,41.330002,3181700,38.189301
"173",41.150002,41.330002,40.009998,40.27,3443200,37.209854
"174",40.400002,41.07,40.240002,40.919998,3570700,37.810448
"175",41.080002,41.849998,40.740002,41.419998,3360200,38.272449
"176",41.540001,42.400002,41.540001,42.130001,5301400,38.928501
"177",42.209999,42.810001,41.950001,42.25,5082700,39.039387
"178",41.990002,42.23,41.560001,42.169998,4526100,39.197411
"179",41.990002,42.669998,41.990002,42.48,4510700,39.485558
"180",42.540001,42.799999,42.080002,42.73,3212200,39.717934
"181",42.990002,43.57,42.91,43.459999,4050200,40.396477
"182",43.43,43.82,43.009998,43.630001,3521200,40.554489
"183",43.509998,44.540001,43.48,44.5,3428100,41.363167
"184",44.869999,46.27,44.759998,46.099998,6359600,42.850384
"185",45.849998,46.5,45.459999,46.32,3775800,43.054867
"186",46.290001,47.060001,45.799999,46.939999,4838400,43.631165
"187",47.139999,47.68,46.119999,46.540001,6830800,43.259365
"188",46.360001,47.189999,46.080002,46.889999,3492000,43.584682
"189",46.07,46.400002,45.57,46.290001,3888000,43.026989
"190",46.240002,46.240002,45.310001,45.689999,3376400,42.46928
"191",46,46.119999,45.099998,45.259998,2294900,42.069592
"192",45.57,46.02,45.32,45.509998,3511300,42.301968
"193",44.82,45.029999,44.200001,44.59,4689000,41.446823
"194",44.650002,44.810001,44.099998,44.330002,2253100,41.205147
"195",44.889999,45.23,44.189999,44.310001,3185700,41.186562
"196",44.330002,44.59,43.849998,44.330002,3874600,41.205147
"197",43.799999,44.310001,43.360001,44.200001,2760000,41.084316
"198",44.740002,45.400002,44.630001,44.990002,2619700,41.818623
"199",45.389999,46.439999,45.34,46.040001,4422400,42.794613
"200",46.060001,46.189999,45.490002,45.959999,2882200,42.720245
"201",46.029999,46.790001,45.799999,45.869999,2153700,42.636589
"202",45.330002,45.889999,44.82,45.049999,2096000,41.87439
"203",45.25,45.34,44.689999,45.029999,3025100,41.855801
"204",45.290001,45.73,44.790001,45.209999,5246900,42.023109
"205",45.990002,46.709999,43.73,44.060001,8314500,40.954174
"206",43.07,43.34,41.029999,42.209999,12126400,39.234581
"207",42.259998,42.380001,40.259998,41.279999,6729000,38.37014
"208",40.790001,43.77,40.549999,43.540001,6493800,40.470837
"209",43.720001,44.59,43.439999,43.66,5292000,40.582378
"210",43.560001,44.439999,43.48,44.16,4067900,41.047134
"211",44.700001,45.990002,43.75,44.299999,4653100,41.177265
"212",44.130001,44.84,43.68,44.41,3495600,41.279503
"213",44.279999,45.799999,44.18,45.459999,5035300,42.255497
"214",45.689999,48.290001,45.540001,48.23,6785800,44.830231
"215",48.299999,48.73,47.630001,47.950001,3557800,44.569962
"216",47.860001,48,46.799999,47.080002,3698000,43.761295
"217",46.830002,47.84,46.830002,47.529999,3649500,44.179573
"218",47.470001,47.66,46.52,47.110001,2155700,43.789185
"219",46.849998,46.900002,45.889999,46.59,3540600,43.30584
"220",46.18,46.41,44.709999,44.91,5414000,41.744255
"221",44.139999,44.27,43.32,43.669998,5157700,40.591667
"222",43.990002,44.68,43.810001,44.09,4598600,40.982067
"223",44.360001,44.91,44.209999,44.549999,3950100,41.409637
"224",44.16,44.16,43.200001,43.560001,2784300,40.489426
"225",43.75,44.080002,42.810001,43.07,3390500,40.033962
"226",43.57,43.860001,43.18,43.450001,4051600,40.387173
"227",43.830002,44.619999,43.790001,44.400002,1627400,41.270214
"228",43.939999,44.110001,42.900002,43.099998,4746200,40.061848
"229",43.07,43.560001,42.720001,43.380001,3068200,40.322117
"230",43.330002,44.830002,43.299999,44.810001,3465600,41.651306
"231",45.200001,46.400002,45.18,45.880001,4796300,42.645882
"232",46.25,47.810001,46.049999,47.09,5436100,43.770592
"233",47.049999,47.639999,46.389999,46.57,4712900,43.287243
"234",46.59,47.080002,45.970001,46.290001,2276900,43.026989
"235",45.880001,45.970001,44.599998,44.669998,3129400,41.521175
"236",44.669998,45.119999,44.459999,44.599998,4136900,41.456112
"237",45.060001,45.59,44.779999,45.490002,2285400,42.283386
"238",45.439999,46.279999,45.439999,45.759998,2875400,42.534351
"239",45.790001,45.939999,45.23,45.41,3034900,42.209015
"240",45.41,45.48,44.009998,44.099998,4309100,40.99136
"241",43.790001,43.849998,42.349998,42.669998,8025800,39.662163
"242",44.009998,44.66,43.349998,43.400002,8302200,40.578449
"243",43.52,44.310001,43.34,43.599998,3964100,40.765438
"244",43.790001,43.98,43.029999,43.360001,5361900,40.54105
"245",43.610001,44.040001,43.150002,43.990002,3358400,41.130093
"246",44.169998,46.439999,44.009998,46.34,6464500,43.327309
"247",46.509998,47.16,46.200001,47.009998,2717500,43.953751
"248",47.25,48.57,47.080002,48.459999,3594500,45.309479
"249",48.400002,48.560001,47.709999,48.139999,2483600,45.010292
"250",48.290001,48.75,48.169998,48.360001,3229700,45.215988
"251",48.540001,48.540001,47.07,47.470001,2769400,44.383854
"252",47.970001,48.040001,47.02,47.849998,2873700,44.739136
"253",48.040001,49.900002,47.84,49.400002,3694900,46.188374
"254",49.43,50.639999,49.07,50.59,3839400,47.301006
"255",51.34,52.549999,50.849998,52.16,7002500,48.768932
"256",52.259998,52.549999,51.599998,52.490002,3991900,49.077484
"257",52.619999,52.900002,51.970001,52.459999,3327200,49.049427
"258",52.740002,53.360001,52.419998,53,3376100,49.554317
"259",53.41,55.48,53.18,54.720001,5526600,51.162498
"260",54.599998,55.049999,53.610001,54.540001,3675100,50.994205
"261",54.669998,54.82,53.34,53.540001,5032300,50.059223
"262",53.900002,54.650002,53.369999,54.02,5967500,50.508011
"263",53.84,54.560001,53.380001,53.84,3248500,50.339718
"264",53.080002,53.080002,51.650002,52.610001,9125300,49.18969
"265",52.639999,53.52,51.619999,53.470001,4949800,49.993774
"266",53.919998,54.330002,53.119999,53.619999,3878700,50.134018
"267",53.549999,54.25,53.139999,53.880001,3068000,50.377117
"268",54.299999,54.52,53.240002,53.59,4555300,50.105972
"269",53.540001,53.849998,53.200001,53.689999,2235400,50.199463
"270",53.150002,53.560001,52.200001,52.310001,3309700,48.909187
"271",51.66,51.84,50.330002,50.52,4153000,47.235558
"272",50.630001,50.810001,49.580002,50.509998,4563600,47.226208
"273",50.57,51.32,50.209999,50.59,3320600,47.301006
"274",49.939999,49.939999,47.560001,47.790001,5479700,44.683041
"275",45.68,47.900002,44.439999,44.490002,9397000,41.597584
"276",43.549999,46.369999,43.48,45.959999,5250900,42.972015
"277",45.990002,46.830002,43.990002,44.110001,4564800,41.242287
"278",44.32,44.849998,42.990002,43,5852800,40.204456
"279",43.540001,43.549999,40.369999,42.119999,6916600,39.381676
"280",42.950001,44.73,42.509998,44.139999,6991400,41.270344
"281",43.57,43.849998,42.580002,42.799999,4881600,40.017452
"282",42.34,45.59,42.009998,45.369999,6298000,42.420372
"283",45.279999,45.560001,43.5,45.529999,4753400,42.569969
"284",45.119999,46.130001,44.860001,45.650002,4509900,42.682167
"285",45.75,46.529999,45.639999,45.84,4431700,42.859818
"286",45.52,46.400002,44.950001,45.23,5559200,42.289471
"287",45.490002,47.27,45.349998,47.080002,5475500,44.019199
"288",47.150002,47.959999,46.939999,47.869999,4434500,44.757839
"289",48.369999,48.470001,47.41,47.779999,4781200,44.673698
"290",47.509998,48.66,46.459999,46.470001,5133100,43.448864
"291",47.16,47.580002,45.389999,45.419998,4137300,42.467113
"292",45.360001,46.560001,45.27,45.669998,5393900,42.700863
"293",45.130001,46.75,44.209999,46.68,3981600,43.645203
"294",46.48,48.720001,46.330002,48.439999,5796100,45.290794
"295",48.709999,49.220001,48.110001,48.48,4533300,45.328186
"296",47.779999,48.32,45.889999,46.48,3999800,43.458214
"297",47.209999,47.330002,46.009998,46.700001,4922800,43.663906
"298",47.349998,48.540001,47.139999,48.459999,4477200,45.309479
"299",48.25,49.400002,48.169998,48.650002,3079300,45.487133
"300",49.18,49.599998,48.25,48.400002,4883900,45.25338
"301",48.57,49.209999,48.279999,48.57,2667500,45.412338
"302",49,49.52,48.150002,48.860001,3816300,45.683483
"303",48.389999,49.560001,47.790001,48.98,5179900,46.0312
"304",48.73,48.950001,46.639999,46.959999,3934200,44.132813
"305",47.349998,48.77,47.299999,48.389999,2430800,45.476719
"306",48.880001,51.200001,48.830002,50.689999,3725400,47.638248
"307",49.93,51.009998,49.68,50.099998,3555100,47.083771
"308",50.73,50.990002,49.389999,49.459999,4423100,46.482307
"309",50.400002,50.509998,49.18,50.48,2660300,47.440891
"310",50.540001,50.950001,49.43,49.869999,3224400,46.867622
"311",50.150002,50.529999,48.34,48.73,3973100,45.796249
"312",49.09,51.009998,49.07,50.619999,3358600,47.572468
"313",50.240002,50.32,47.52,48.5,3658200,45.580097
"314",48.790001,50.669998,48.330002,50.450001,3706900,47.412704
"315",49.380001,51.130001,49.060001,51.009998,3307100,47.938988
"316",51.490002,53.220001,51.419998,52.540001,5161400,49.376881
"317",52.009998,52.740002,49.860001,51.09,3765700,48.014172
"318",51.869999,52.700001,51.23,51.599998,4161700,48.493469
"319",52.549999,54.23,52.380001,53.689999,5466000,50.457638
"320",53.599998,55.540001,53.5,54.93,4891900,51.622982
"321",54.98,55.98,54.470001,55,4831800,51.68877
"322",55.549999,56.939999,55.380001,56.32,7047900,52.929302
"323",56.5,56.720001,55.580002,56.240002,4002500,52.854118
"324",56.290001,56.66,55.799999,56.330002,3572700,52.938705
"325",57,58.630001,56.900002,57.919998,6115300,54.432983
"326",58.25,58.98,57.720001,58.200001,3790500,54.696125
"327",57.990002,58.150002,57.369999,57.810001,4378600,54.329601
"328",57.549999,58.68,56.970001,58.540001,3206100,55.015648
"329",58.810001,59.560001,57.209999,57.650002,4718000,54.17923
"330",58.540001,59.360001,56.82,59.34,6011200,55.767487
"331",59.23,59.25,57.950001,58.439999,4038900,54.921669
"332",57.889999,58.32,55.860001,56.630001,6108600,53.220642
"333",56.610001,57.799999,56.610001,56.990002,5373500,53.558964
"334",56.599998,57.700001,56.18,57.650002,3103100,54.17923
"335",57.470001,58.529999,57.380001,57.610001,3806900,54.141636
"336",57.040001,58.009998,56.560001,57.790001,3449000,54.310806
"337",57.73,59.16,57.59,58.709999,2925900,55.175419
"338",59.360001,61.360001,58.959999,59.220001,4877900,55.654713
"339",59.060001,60.950001,58.130001,60.91,5257600,57.242962
"340",61.990002,63.669998,61.889999,62.349998,7189500,58.596279
"341",62.830002,63.43,62.200001,63.299999,3548800,59.489071
"342",63.400002,63.470001,62.470001,62.720001,3274700,58.943996
"343",63.029999,63.779999,62.82,63.130001,2818900,59.329323
"344",63.060001,63.82,62.66,63.459999,2321800,59.639454
"345",63.09,63.84,62.540001,63.610001,2329500,59.780422
"346",63.939999,65.739998,63.59,65.169998,4291700,61.246494
"347",65.120003,65.489998,64.43,64.660004,4000600,60.767204
"348",65.459999,65.889999,65.110001,65.269997,2768900,61.340473
"349",65.239998,65.720001,63.470001,63.82,3283700,59.977776
"350",63.200001,64.32,62.610001,63.119999,5567100,59.319916
"351",62.139999,62.98,61.669998,62.400002,2965600,58.643265
"352",60.779999,60.779999,58.349998,59.16,6229100,55.598324
"353",58.43,59.790001,58.240002,59.43,3660600,55.85207
"354",60.099998,61.720001,59.82,60.959999,3439900,57.289959
"355",60.349998,61.48,60.099998,60.419998,3125200,56.782459
"356",60.669998,62.200001,60.130001,61.799999,3788900,58.079384
"357",62.130001,62.84,60.509998,60.830002,3032500,57.167789
"358",60.360001,61.57,60.049999,61.080002,2493100,57.402733
"359",61.110001,61.900002,60.689999,61.57,2698100,57.863239
"360",62.099998,62.66,61.830002,62.330002,2990400,58.57748
"361",62.349998,62.369999,61.419998,61.84,2093300,58.116982
"362",61.869999,62.189999,61.279999,61.799999,2444800,58.079384
"363",61.720001,62.110001,60.41,60.470001,2965600,56.829456
"364",60.48,60.919998,59.779999,60.490002,2822000,56.848259
"365",61.09,61.34,60.259998,60.970001,3279900,57.299358
"366",60.139999,60.439999,59.060001,60.040001,6625600,56.657661
"367",60.040001,61.880001,59.389999,61.599998,4560100,58.12978
"368",60.040001,61.810001,60.040001,61.400002,2634000,57.941048
"369",62.299999,63.16,61.720001,62.639999,5572100,59.111187
"370",62.209999,62.310001,61.360001,61.709999,3545600,58.233585
"371",63.599998,65.220001,63.290001,64.57,6791900,60.932468
"372",64.169998,64.580002,62.139999,62.290001,4374900,58.78091
"373",62.720001,63.959999,61.91,63.77,2553800,60.177536
"374",64.889999,67.150002,64.849998,65.57,5399900,61.876133
"375",65.93,66.330002,64.879997,65.559998,3294400,61.866699
"376",66.269997,68.400002,66.089996,66.889999,5443100,63.121773
"377",65.870003,66.230003,64.440002,64.889999,3023800,61.234447
"378",65.910004,67.68,65.559998,65.959999,1713400,62.24416
"379",66.620003,66.919998,65.82,66.379997,2664300,62.640503
"380",65.709999,67.889999,65.629997,67.550003,2138700,63.744602
"381",68.150002,69.25,67.779999,69.209999,2639300,65.311066
"382",69.900002,71.139999,69,69.599998,2530800,65.679108
"383",68.480003,69.019997,66.019997,66.82,3845100,63.05571
"384",67.419998,67.779999,65.650002,66.739998,3117500,62.980209
"385",66.809998,67.459999,66.400002,66.540001,3040900,62.791492
"386",65.129997,65.809998,63.369999,63.880001,3649000,60.281338
"387",63.220001,63.84,62.619999,63.459999,3666400,59.885006
"388",63.080002,64.440002,62.02,64.139999,2801100,60.526699
"389",64.139999,65,64.089996,64.5,2442700,60.866409
"390",64.739998,64.739998,63.540001,64.040001,2496200,60.432323
"391",64.169998,64.650002,63.470001,64.239998,4027900,60.621056
"392",64.839996,65.889999,64.239998,65.059998,3505600,61.394863
"393",64.980003,65.019997,62.799999,64.879997,4159300,61.224995
"394",64.650002,65.599998,63.099998,64.330002,4196900,60.70599
"395",63.810001,64.660004,63.290001,63.610001,2473100,60.026558
"396",64.559998,65.239998,64.43,64.68,2108900,61.036263
"397",64.709999,66.059998,64.529999,65.629997,2812400,61.932739
"398",64.769997,65.129997,63.810001,64.800003,2771900,61.149506
"399",64.449997,66,63.849998,65.82,2282700,62.112045
"400",65.43,66.5,65.169998,66.300003,3088100,62.56501
"401",66.529999,67.489998,65.589996,66.959999,2226700,63.187824
"402",67.919998,68.309998,66.959999,67.25,2907000,63.461491
"403",66.529999,67.07,65.129997,65.93,2981600,62.215855
"404",65.959999,66.25,63.91,64,3669800,60.394581
"405",63.869999,64.540001,63.560001,64.269997,2881200,60.649361
"406",64.139999,64.400002,63.110001,63.330002,2113300,59.762325
"407",64.160004,64.379997,63.5,63.919998,1928400,60.319073
"408",63.029999,63.209999,60.389999,61.5,4760200,58.035416
"409",62.099998,63.189999,61.619999,62.740002,2068800,59.205559
"410",63.209999,63.369999,62.25,62.349998,2312000,58.837532
"411",62.220001,63.799999,62.220001,62.959999,2043200,59.413162
"412",63.59,64.230003,63.299999,63.400002,2016200,59.828381
"413",64.400002,65.389999,64.010002,65.190002,1757600,61.517544
"414",64.82,64.839996,64.010002,64.550003,1493400,60.913609
"415",65.550003,65.790001,64.879997,65.139999,1912600,61.470356
"416",65.25,66.260002,64.940002,66.150002,1449300,62.423466
"417",66.169998,66.5,65.400002,65.779999,2377800,62.074295
"418",66.339996,67.879997,66.220001,67.209999,3392100,63.42374
"419",67.43,68.620003,66.879997,68.169998,2819700,64.329659
"420",67.830002,67.860001,66.860001,67.339996,2012000,63.546413
"421",67.43,67.57,65.529999,65.68,2093700,61.979939
"422",65.209999,65.730003,64.43,65.410004,2508400,61.725147
"423",65.279999,65.279999,62.77,62.970001,2566700,59.422604
"424",62.25,63.119999,61.32,62.630001,2893200,59.101753
"425",62.939999,63.439999,62.450001,62.549999,1412900,59.02626
"426",62.169998,64.599998,62.169998,64.379997,2015800,60.753166
"427",65.019997,66,64.650002,65.059998,2700600,61.394863
"428",64.830002,65.620003,63.509998,65.239998,2847100,61.56472
"429",64.919998,66.400002,64.919998,66.010002,2655500,62.53096
"430",66.699997,67.580002,66.300003,66.769997,2151600,63.2509
"431",67.510002,69.360001,67,68.519997,3076300,64.908676
"432",68.480003,70,68.480003,69.419998,3298900,65.76123
"433",70,70.419998,69.129997,69.379997,2504800,65.723343
"434",69.650002,70.82,69.290001,70.510002,4981000,66.793793
"435",71.620003,73.080002,71.529999,72.040001,4164600,68.243149
"436",72.870003,73.25,71.510002,71.639999,3550800,67.864235
"437",71.029999,71.510002,70.230003,70.440002,3006900,66.727486
"438",71.389999,71.790001,71.110001,71.580002,3170000,67.807388
"439",71.089996,74.080002,71.089996,71.580002,5988500,67.807388
"440",71.889999,74.809998,71.459999,74.589996,4977300,70.658745
"441",74.610001,74.739998,73.220001,73.360001,2457400,69.493576
"442",73.970001,73.989998,72.900002,73.980003,2950100,70.080902
"443",73.339996,73.910004,72.089996,72.580002,2588200,68.7547
"444",72.739998,73.18,71.68,72.440002,2742700,68.622078
"445",71.550003,72.110001,70.739998,71.110001,2644900,67.362167
"446",71.330002,73.190002,71.120003,72.57,2283400,68.745209
"447",72.059998,72.25,66.900002,67.190002,6878200,63.648766
"448",66.790001,67.379997,64.43,65.5,4032000,62.04784
"449",67.260002,67.32,65.089996,66.160004,2601400,62.673058
