"","CNC.Open","CNC.High","CNC.Low","CNC.Close","CNC.Volume","CNC.Adjusted"
"65",35.169998,35.915001,35.099998,35.369999,2816600,35.369999
"66",35.415001,35.775002,35.259998,35.740002,1868200,35.740002
"67",35.665001,35.790001,35.32,35.52,1474600,35.52
"68",35.52,35.990002,35.400002,35.884998,1646600,35.884998
"69",35.830002,36.154999,35.549999,36.099998,1814200,36.099998
"70",36.115002,36.115002,35.02,35.439999,2572800,35.439999
"71",35.419998,35.5,35.095001,35.279999,1544400,35.279999
"72",35.290001,35.514999,35.195,35.514999,2208600,35.514999
"73",35.575001,35.75,35.125,35.584999,2199200,35.584999
"74",35.700001,36,35.555,35.849998,1763200,35.849998
"75",35.869999,36.235001,35.389999,35.865002,3343800,35.865002
"76",35.845001,35.915001,35.290001,35.32,3565000,35.32
"77",35.779999,36.299999,35.470001,35.994999,5125400,35.994999
"78",36.345001,37.060001,35.884998,36.724998,4236800,36.724998
"79",36.950001,37.715,35.650002,36.400002,7024000,36.400002
"80",36.400002,36.709999,36.105,36.474998,5652800,36.474998
"81",36.419998,37.275002,36.384998,37.200001,3762200,37.200001
"82",37.200001,37.695,37.029999,37.665001,4261400,37.665001
"83",37.919998,38.595001,37.564999,38.494999,5207400,38.494999
"84",38.450001,38.799999,37.740002,38.02,3320200,38.02
"85",37.884998,38.25,37.264999,37.935001,5217600,37.935001
"86",38.139999,38.625,38.119999,38.439999,2580200,38.439999
"87",38.494999,38.794998,37.875,37.895,3061200,37.895
"88",37.935001,38.169998,37.595001,37.865002,2957800,37.865002
"89",37.785,38.790001,37.705002,38.68,4680200,38.68
"90",38.48,38.595001,38.084999,38.119999,2112400,38.119999
"91",38.174999,38.389999,37.724998,37.834999,3384600,37.834999
"92",38.174999,38.215,37.705002,38.200001,3019800,38.200001
"93",38.384998,38.490002,38.060001,38.220001,3095200,38.220001
"94",38.220001,38.220001,37.665001,37.709999,2001200,37.709999
"95",37.505001,38.084999,37.27,37.810001,4402800,37.810001
"96",37.939999,38.235001,37.485001,37.535,3035600,37.535
"97",36.790001,37.18,36.404999,37.009998,4039000,37.009998
"98",37.064999,37.375,36.830002,36.994999,2755600,36.994999
"99",37.119999,37.549999,36.945,37.375,2404600,37.375
"100",37.485001,37.814999,37.27,37.625,3646600,37.625
"101",37.654999,37.735001,37.16,37.285,1839400,37.285
"102",37.285,37.345001,36.665001,36.73,2259000,36.73
"103",36.740002,36.865002,36.07,36.314999,6108800,36.314999
"104",36.345001,37.880001,36.334999,37.625,5872600,37.625
"105",37.715,37.875,37.5,37.595001,2841200,37.595001
"106",37.560001,38.130001,37.465,37.799999,2130600,37.799999
"107",37.785,38.48,37.709999,38.115002,3165400,38.115002
"108",38.285,39.02,38.215,38.810001,2868800,38.810001
"109",38.810001,39.07,38.639999,38.834999,2516400,38.834999
"110",38.740002,39.314999,38.455002,38.75,2627000,38.75
"111",38.689999,38.735001,37.365002,38.244999,2524200,38.244999
"112",38.465,39.139999,38.450001,39.029999,2573600,39.029999
"113",39.275002,39.580002,38.955002,39.18,2030200,39.18
"114",38.915001,39.514999,38.915001,39.509998,3872000,39.509998
"115",39.560001,39.75,38.974998,39.314999,3401600,39.314999
"116",39.290001,39.740002,39.23,39.314999,3068000,39.314999
"117",39.23,39.299999,38.985001,39.16,2457600,39.16
"118",39.435001,40.18,39.27,40.060001,3502400,40.060001
"119",40.105,41.904999,39.924999,41.5,5281400,41.5
"120",41.59,42.900002,41.195,42.075001,8530800,42.075001
"121",42.075001,42.415001,41.105,41.174999,4650800,41.174999
"122",41.290001,41.290001,40.389999,40.505001,3350600,40.505001
"123",40.805,40.849998,40.244999,40.68,2488600,40.68
"124",40.75,40.75,39.279999,39.974998,2092600,39.974998
"125",40.139999,40.299999,39.68,39.939999,2706400,39.939999
"126",40,40.365002,39.855,40.07,1449200,40.07
"127",40.240002,41.060001,40.080002,40.794998,2694000,40.794998
"128",40.5,40.775002,39.685001,39.849998,2649200,39.849998
"129",40.099998,40.924999,39.945,40.630001,2562400,40.630001
"130",40.555,40.869999,40.369999,40.564999,1871800,40.564999
"131",40.900002,41.459999,40.645,40.990002,3297600,40.990002
"132",41.185001,41.435001,40.84,41.25,3610400,41.25
"133",41.244999,41.360001,40.759998,41.200001,2779000,41.200001
"134",41.355,41.695,41.165001,41.400002,3493000,41.400002
"135",41.485001,41.965,41.305,41.845001,3241600,41.845001
"136",42.154999,42.259998,41.775002,42.220001,3899800,42.220001
"137",42.25,42.610001,42.064999,42.325001,2659400,42.325001
"138",42.485001,43.009998,42.255001,42.700001,3925000,42.700001
"139",42.685001,42.685001,42.169998,42.365002,1662200,42.365002
"140",42.365002,42.509998,42.005001,42.099998,4245200,42.099998
"141",43.619999,43.970001,41.064999,41.424999,6374800,41.424999
"142",41.424999,42.25,41.310001,41.695,4172800,41.695
"143",41.540001,41.544998,40.32,40.584999,2778800,40.584999
"144",41,41.615002,40.650002,41.345001,2429800,41.345001
"145",41.34,41.345001,39.529999,39.709999,4080400,39.709999
"146",39.715,40.455002,39.689999,40.224998,3335800,40.224998
"147",40.264999,40.98,39.939999,40.895,3589600,40.895
"148",40.895,41.619999,40.82,41.595001,2566400,41.595001
"149",41.830002,42.060001,41.110001,41.189999,3345200,41.189999
"150",41.195,41.419998,40.724998,41.299999,2307600,41.299999
"151",41.325001,41.709999,41.040001,41.360001,1673400,41.360001
"152",41.345001,41.650002,41.084999,41.365002,1677200,41.365002
"153",41.150002,41.224998,40.555,40.705002,1592200,40.705002
"154",40.75,41.185001,40.5,41.07,1535400,41.07
"155",41.564999,41.685001,41.235001,41.474998,1521200,41.474998
"156",41.564999,41.645,41.099998,41.424999,2072200,41.424999
"157",41.400002,41.755001,41.294998,41.435001,3078600,41.435001
"158",41.490002,42.455002,41.490002,41.810001,3288800,41.810001
"159",41.865002,41.98,41.514999,41.744999,1745200,41.744999
"160",41.82,42.334999,41.715,42.130001,2506400,42.130001
"161",42.154999,43.189999,42.154999,43.125,2170400,43.125
"162",42.924999,43.099998,42.494999,42.849998,1774400,42.849998
"163",43.035,43.25,42.720001,43,1268000,43
"164",43.02,43.439999,42.875,42.950001,2133800,42.950001
"165",43,43.509998,42.919998,43.169998,1380400,43.169998
"166",42.950001,43.23,42.445,43.110001,1291800,43.110001
"167",43.099998,43.535,42.924999,43.215,1548200,43.215
"168",43.445,44.48,43.435001,44.424999,2670400,44.424999
"169",44.450001,44.450001,43.5,44.310001,1802400,44.310001
"170",44.119999,44.615002,43.994999,44.314999,1893200,44.314999
"171",44.580002,44.580002,43.685001,44.16,2659800,44.16
"172",44.259998,44.779999,43.875,44.540001,1691400,44.540001
"173",44.41,44.974998,44.330002,44.77,1820600,44.77
"174",45,45.544998,44.825001,45.27,2777000,45.27
"175",45.365002,45.580002,44.810001,45.439999,2016400,45.439999
"176",48.5,49.360001,47.599998,49.080002,7152400,49.080002
"177",48.93,49.285,47.535,47.959999,4146600,47.959999
"178",47.939999,48.605,47.465,47.990002,3890400,47.990002
"179",47.974998,47.994999,47.035,47.290001,3236400,47.290001
"180",47.369999,47.380001,44.060001,44.889999,9423600,44.889999
"181",45,45.474998,44.674999,45.380001,3731800,45.380001
"182",45.349998,45.505001,44.950001,45.369999,3310200,45.369999
"183",45.369999,47.259998,43.630001,46.110001,6991200,46.110001
"184",46,48.040001,45.134998,45.165001,4219400,45.165001
"185",45.610001,46.935001,45.610001,46.16,4404600,46.16
"186",46.365002,47.125,45.965,46.860001,2825600,46.860001
"187",46.650002,48.235001,46.439999,47.919998,5343000,47.919998
"188",48.105,48.965,47.485001,48.384998,4193600,48.384998
"189",48.564999,49.064999,48.064999,48.48,3740800,48.48
"190",48.514999,49.139999,47.915001,48.485001,1942200,48.485001
"191",48.52,48.884998,48.305,48.384998,1388600,48.384998
"192",48.5,48.91,48.18,48.674999,3069000,48.674999
"193",48.73,49.014999,48.535,49.005001,2227600,49.005001
"194",48.794998,48.974998,48.075001,48.610001,1721600,48.610001
"195",48.740002,48.740002,47.584999,48.174999,3177800,48.174999
"196",48.009998,48.154999,47.130001,48.025002,4982400,48.025002
"197",48.119999,48.285,46.435001,46.84,6443200,46.84
"198",43.529999,45.610001,41.779999,45.279999,12794200,45.279999
"199",45.279999,46.490002,45.055,45.459999,4971800,45.459999
"200",46.009998,47.400002,45.77,46.900002,6010600,46.900002
"201",46.68,47.115002,46.154999,46.77,3800600,46.77
"202",46.724998,47.360001,46.060001,47.349998,2857200,47.349998
"203",47.654999,48.465,47.049999,48.25,2941600,48.25
"204",48.619999,49.189999,48.075001,48.994999,3580600,48.994999
"205",46.57,47.419998,45.25,46.509998,9087600,46.509998
"206",46.5,46.525002,44.540001,45.380001,5437800,45.380001
"207",45.59,45.709999,44.935001,45.564999,4712800,45.564999
"208",45.544998,47.485001,45.27,47.205002,4363000,47.205002
"209",47.044998,47.5,46.470001,46.904999,2141800,46.904999
"210",46.985001,47.715,46.465,46.834999,2828400,46.834999
"211",47.044998,48.540001,47.044998,48.325001,4476200,48.325001
"212",48.584999,48.744999,47.365002,47.904999,3024400,47.904999
"213",47.744999,48.34,47.5,48.014999,1707400,48.014999
"214",48.130001,48.654999,47.549999,47.66,2195600,47.66
"215",47.599998,48.055,47.115002,47.404999,1218000,47.404999
"216",47.360001,47.369999,46.09,46.575001,2487600,46.575001
"217",46.389999,46.674999,45.785,46.639999,2118200,46.639999
"218",46.685001,46.939999,46.165001,46.84,1307000,46.84
"219",46.555,47.494999,46.555,47.18,3056200,47.18
"220",46.974998,47.18,46.375,46.514999,1715400,46.514999
"221",46.400002,46.509998,45.035,46.075001,2552800,46.075001
"222",46.255001,48.465,46.255001,47.970001,3466600,47.970001
"223",47.834999,47.974998,47.52,47.57,2009200,47.57
"224",47.615002,47.82,46.695,46.889999,2466600,46.889999
"225",47.195,47.419998,46.575001,46.959999,2384200,46.959999
"226",47.200001,49.330002,47.165001,48.474998,2761600,48.474998
"227",48.535,48.945,48.264999,48.584999,818000,48.584999
"228",48.345001,49.450001,48.325001,49.044998,2990400,49.044998
"229",49.040001,49.59,48.220001,48.904999,2577400,48.904999
"230",48.799999,49.990002,48.759998,49.505001,2188800,49.505001
"231",49.665001,51.220001,49.665001,51.044998,3098400,51.044998
"232",51.195,51.494999,48.724998,50.549999,2710000,50.549999
"233",51.345001,51.575001,49.095001,49.139999,3026600,49.139999
"234",49.209999,50.285,48.715,49.865002,5166400,49.865002
"235",49.935001,49.955002,48.805,49.255001,2125200,49.255001
"236",49.384998,50.654999,49.244999,50.450001,2583000,50.450001
"237",50.555,51.150002,50.375,50.669998,2316600,50.669998
"238",50.584999,50.959999,49.529999,49.849998,2256200,49.849998
"239",50.084999,50.439999,49.715,50.43,2722400,50.43
"240",50.43,51.189999,50.395,50.595001,3979600,50.595001
"241",50.884998,50.955002,49.400002,49.509998,2653000,49.509998
"242",50.014999,50.084999,47.345001,47.43,9075400,47.43
"243",47.68,49.810001,47.669998,48.965,6441200,48.965
"244",49.264999,50.625,49.105,50.470001,4620400,50.470001
"245",50.845001,52.325001,50.630001,51.474998,3335200,51.474998
"246",51.810001,51.994999,50.764999,51.294998,3226200,51.294998
"247",51.334999,51.334999,50.630001,51.080002,1533400,51.080002
"248",51.145,51.639999,50.945,51.130001,1023400,51.130001
"249",51.32,51.98,51.169998,51.509998,1434800,51.509998
"250",51.235001,51.709999,50.904999,51.450001,1258200,51.450001
"251",51.75,51.924999,50.419998,50.439999,1615000,50.439999
"252",50.349998,51.34,49.535,51.294998,2240400,51.294998
"253",51.724998,52.259998,51.285,52.215,2298000,52.215
"254",52.5,52.5,51.095001,51.25,2075200,51.25
"255",51.549999,53.009998,51.330002,52.744999,2875000,52.744999
"256",52.700001,52.790001,51.790001,52.459999,2705400,52.459999
"257",52.705002,53.369999,52.52,52.985001,2170400,52.985001
"258",52.810001,53.029999,51.700001,52.900002,1841600,52.900002
"259",53.044998,53.400002,52.84,53.389999,1248400,53.389999
"260",53.889999,54.849998,53.5,54.740002,1515800,54.740002
"261",55.25,55.810001,54.32,54.650002,2381000,54.650002
"262",55.165001,55.860001,54.450001,55.674999,2433400,55.674999
"263",55.59,55.880001,54.869999,55.5,2159600,55.5
"264",55.974998,55.974998,54.529999,55.334999,2473600,55.334999
"265",55.830002,55.895,54.904999,55.794998,2289200,55.794998
"266",55.584999,56.165001,55.060001,55.485001,1709000,55.485001
"267",55.669998,56.105,55.455002,55.509998,1433000,55.509998
"268",55.68,55.68,54.895,55.330002,1569600,55.330002
"269",55.455002,55.529999,55.134998,55.400002,2223000,55.400002
"270",55.59,56.209999,55.435001,55.634998,1644200,55.634998
"271",54.514999,54.91,53.855,54.345001,3909000,54.345001
"272",55.459999,56.064999,53.305,53.619999,3258000,53.619999
"273",53.494999,53.654999,52.275002,53.365002,3883600,53.365002
"274",53,53.360001,51.755001,51.875,2404400,51.875
"275",51.645,52.009998,49.595001,49.689999,3865800,49.689999
"276",49.895,53.305,49.895,51.834999,5625000,51.834999
"277",51.505001,53.544998,51.505001,52.189999,6210400,52.189999
"278",52.02,52.474998,50.044998,50.18,6288000,50.18
"279",50.59,51.325001,48.950001,50.830002,5408000,50.830002
"280",51.285,51.965,50.549999,51.544998,2664200,51.544998
"281",51.09,51.555,50.404999,51.5,2853000,51.5
"282",51.005001,51.91,50.584999,51.064999,2673200,51.064999
"283",51.23,51.455002,48.805,49.880001,5042000,49.880001
"284",49.860001,50.490002,49.419998,50.110001,2530400,50.110001
"285",49.935001,51.169998,49.73,50.130001,2520200,50.130001
"286",50.23,51.130001,50.060001,50.099998,2192600,50.099998
"287",50.294998,50.48,49.540001,49.744999,2300000,49.744999
"288",50.119999,50.294998,49.455002,50.224998,1949000,50.224998
"289",50.310001,51.59,49.889999,51.34,2203600,51.34
"290",51.275002,52.075001,51.139999,51.185001,1541600,51.185001
"291",51.290001,51.544998,50.685001,50.709999,2105400,50.709999
"292",50.689999,50.855,49.619999,49.904999,2249800,49.904999
"293",49.720001,50.52,49.255001,50.389999,1875600,50.389999
"294",50.244999,51.25,49.735001,50.959999,2136200,50.959999
"295",51.075001,51.23,50.095001,50.514999,1999400,50.514999
"296",50.07,50.939999,49.935001,50.855,1824200,50.855
"297",50.945,50.945,49.744999,50.139999,2118000,50.139999
"298",50.535,51.34,50.25,51.330002,2033600,51.330002
"299",51.165001,51.224998,50.134998,50.150002,2026000,50.150002
"300",50.384998,51.009998,50.195,50.834999,2255200,50.834999
"301",51.110001,52.384998,51.105,51.779999,5080200,51.779999
"302",51.924999,53.334999,51.830002,52.619999,3256000,52.619999
"303",52.700001,53.415001,52.685001,52.805,4059000,52.805
"304",52.514999,52.73,51.834999,52.205002,2923000,52.205002
"305",52.215,52.25,51.189999,51.825001,2869400,51.825001
"306",51.950001,52.52,51.724998,52.345001,3329400,52.345001
"307",51.939999,52.73,51.830002,51.919998,4339400,51.919998
"308",51.939999,52.5,50.634998,50.735001,4044600,50.735001
"309",51.455002,51.740002,50.369999,50.849998,3051600,50.849998
"310",51.119999,51.509998,50.299999,50.57,2041600,50.57
"311",50.435001,51.105,50,50.174999,2549600,50.174999
"312",50.630001,53.529999,50.474998,53.435001,4210200,53.435001
"313",53.735001,54.055,52.154999,53.125,5745600,53.125
"314",53.16,53.509998,52.25,53.105,3376400,53.105
"315",52.889999,53.310001,52.139999,53.205002,2922200,53.205002
"316",53.52,54.564999,53.220001,54.474998,3145600,54.474998
"317",54.189999,54.404999,53.005001,53.514999,2285000,53.514999
"318",53.634998,54.189999,53.244999,53.290001,1591000,53.290001
"319",54.014999,54.525002,53.205002,53.98,2377200,53.98
"320",53.575001,53.865002,52.66,52.965,2520400,52.965
"321",53.384998,54.060001,52.985001,53.009998,1951800,53.009998
"322",53.294998,53.575001,52.990002,53.32,1129000,53.32
"323",53.830002,55.369999,53.48,54.959999,4394400,54.959999
"324",55.57,56.400002,55.57,56.055,3025600,56.055
"325",56.369999,56.939999,55.764999,56.110001,2081600,56.110001
"326",56.035,56.215,55.52,55.685001,2055400,55.685001
"327",55.700001,55.98,55.150002,55.314999,2221600,55.314999
"328",55.384998,55.455002,54.895,55.285,2342800,55.285
"329",53.794998,55.490002,53.474998,53.869999,4338600,53.869999
"330",53.939999,54.985001,53.700001,54.645,4257400,54.645
"331",54.369999,54.689999,53.744999,54.5,3353200,54.5
"332",54.48,55.525002,54.334999,55.084999,1923800,55.084999
"333",54.25,55.900002,54.139999,54.290001,4228200,54.290001
"334",54.380001,54.630001,53.525002,54.384998,3094000,54.384998
"335",53.935001,57.939999,53.924999,57.119999,30727200,57.119999
"336",57.189999,58.035,56.43,57.505001,7199000,57.505001
"337",57.459999,58.435001,57.395,58.325001,8443400,58.325001
"338",58.549999,58.93,57.445,57.744999,4042000,57.744999
"339",57.904999,57.904999,56.345001,56.705002,3629400,56.705002
"340",56.700001,57,55.68,56.415001,3207400,56.415001
"341",56.52,57.220001,56.325001,56.529999,2876400,56.529999
"342",56.720001,57.435001,56.154999,57.220001,3329800,57.220001
"343",57.25,57.884998,57.080002,57.365002,1810800,57.365002
"344",57.014999,57.139999,56.32,56.549999,2446000,56.549999
"345",56.674999,56.77,56.125,56.529999,2734000,56.529999
"346",56.605,57.549999,56.584999,57.285,2495000,57.285
"347",57.34,57.904999,57.290001,57.689999,2310800,57.689999
"348",58,58.34,57.724998,58.025002,2079000,58.025002
"349",58.025002,58.470001,57.605,57.865002,1818000,57.865002
"350",57.645,58.709999,57.555,58.235001,3106800,58.235001
"351",58.215,58.48,57.5,58.305,2585800,58.305
"352",58.299999,59.470001,58.240002,59.209999,2120800,59.209999
"353",58.834999,59.040001,57.669998,58.455002,2598600,58.455002
"354",58.700001,59.435001,58.465,59.404999,2713800,59.404999
"355",59.34,59.419998,58.459999,58.580002,4428400,58.580002
"356",58.985001,58.985001,58.25,58.785,3296400,58.785
"357",58.785,59.174999,58.25,59.125,2613800,59.125
"358",59.224998,59.314999,58.369999,59.005001,2329800,59.005001
"359",58.985001,59.485001,58.794998,59.485001,2501600,59.485001
"360",59.5,59.919998,59.255001,59.59,1717400,59.59
"361",59.105,59.904999,58.470001,59.904999,2715800,59.904999
"362",60,61.334999,59.904999,60.970001,2617200,60.970001
"363",60.965,61.889999,60.619999,61.855,3093400,61.855
"364",62.064999,63.02,61.955002,62.334999,4382400,62.334999
"365",62.560001,62.924999,61.41,61.75,4442600,61.75
"366",61.924999,62.09,61.014999,61.884998,6119600,61.884998
"367",61.740002,62.52,61.294998,62.52,3488800,62.52
"368",62.075001,62.325001,61.549999,62.134998,2684400,62.134998
"369",62.23,62.994999,62.23,62.875,1975400,62.875
"370",62.805,63.150002,61.955002,62.305,2561800,62.305
"371",62.645,62.950001,62.334999,62.799999,6845200,62.799999
"372",62.785,62.970001,61.560001,61.915001,2511200,61.915001
"373",61.950001,62.165001,61.535,61.674999,2955400,61.674999
"374",61.814999,61.845001,61.049999,61.055,2831200,61.055
"375",60.57,61.974998,60.125,61.889999,2617200,61.889999
"376",61.98,62.959999,61.529999,61.605,3454800,61.605
"377",61.404999,62.064999,60.505001,62.029999,2087600,62.029999
"378",62.189999,62.799999,61.955002,62.59,986600,62.59
"379",62.915001,64.010002,62.884998,63.994999,2852800,63.994999
"380",64.004997,64.610001,63.875,64.580002,2837000,64.580002
"381",64.889999,64.949997,64.264999,64.650002,2837400,64.650002
"382",65,65.584999,64.800003,65.305,2394800,65.305
"383",65,66.029999,64.214996,65.724998,2237600,65.724998
"384",66.074997,66.434998,65.650002,66.339996,2818600,66.339996
"385",66.349998,67.349998,66.339996,67.264999,2811800,67.264999
"386",67.169998,67.32,66.580002,66.614998,2932600,66.614998
"387",66.175003,67,65.400002,66.955002,2763400,66.955002
"388",66.82,67.349998,66.584999,67.010002,1711800,67.010002
"389",67.25,67.910004,66.860001,67.625,1890400,67.625
"390",67.355003,68.055,67.305,67.724998,1790000,67.724998
"391",67.699997,68.144997,67.404999,68.059998,3314200,68.059998
"392",66.5,66.949997,64.544998,65,7178600,65
"393",65.32,66.434998,64.945,65.940002,4179200,65.940002
"394",65.949997,66.675003,65.275002,66.514999,2368800,66.514999
"395",66.599998,66.745003,65.769997,66.040001,1467200,66.040001
"396",65.945,66,64.525002,64.699997,2202600,64.699997
"397",64.75,65.474998,64.580002,65.165001,1895400,65.165001
"398",65.629997,66.669998,65.375,66.400002,2972400,66.400002
"399",66.400002,67.614998,65.900002,67.550003,2299600,67.550003
"400",66.400002,67.635002,66.400002,67.415001,2017000,67.415001
"401",66.945,67.879997,66.830002,67.595001,4231400,67.595001
"402",67.610001,68.019997,66.885002,67.839996,3475400,67.839996
"403",67.940002,68.949997,67.885002,68.730003,1661800,68.730003
"404",68.885002,69.885002,68.714996,69.235001,1957800,69.235001
"405",68.870003,69.964996,68.75,69.245003,1937000,69.245003
"406",69.254997,69.964996,69.129997,69.754997,2608600,69.754997
"407",69.93,71.894997,69.870003,71.839996,4165000,71.839996
"408",71.5,72.114998,71.349998,71.849998,3214000,71.849998
"409",72.190002,72.690002,71.824997,71.959999,2465000,71.959999
"410",72.089996,72.355003,70.959999,71.855003,2250200,71.855003
"411",71.705002,71.779999,71,71.540001,2422600,71.540001
"412",71.699997,72.139999,71.205002,71.900002,2489800,71.900002
"413",71.964996,72.139999,71.480003,72.029999,1916000,72.029999
"414",72.165001,72.529999,71.974998,72.175003,1525000,72.175003
"415",72.32,72.675003,71.945,72.620003,1671000,72.620003
"416",72.980003,73.114998,72.555,72.764999,1309200,72.764999
"417",72.889999,73.214996,72.5,73.190002,1760600,73.190002
"418",73.400002,73.794998,72.904999,73.440002,2165600,73.440002
"419",73.440002,73.964996,73.190002,73.345001,1345600,73.345001
"420",73,73.404999,72.714996,73.239998,2655800,73.239998
"421",73.199997,73.779999,73.004997,73.105003,2980000,73.105003
"422",73.275002,73.309998,72.160004,72.614998,2082200,72.614998
"423",72.760002,73.019997,71.945,72.654999,2368600,72.654999
"424",72.650002,74.120003,72.5,73.025002,1908200,73.025002
"425",72.815002,73.154999,71.264999,71.714996,2187600,71.714996
"426",71.5,72.574997,71.25,72.144997,2029800,72.144997
"427",72,72.239998,71.324997,72.139999,1851800,72.139999
"428",72.199997,72.894997,72.050003,72.464996,1902400,72.464996
"429",72.595001,72.93,72.110001,72.620003,2498000,72.620003
"430",72.879997,72.900002,70.635002,70.875,2788200,70.875
"431",70.75,71.980003,70.57,71.419998,2236600,71.419998
"432",71.68,71.690002,70.889999,71.535004,1580600,71.535004
"433",71.714996,71.879997,71.105003,71.415001,2013400,71.415001
"434",71.264999,72.059998,71.190002,71.355003,4027800,71.355003
"435",71.294998,71.769997,70.995003,71.489998,2119600,71.489998
"436",71.489998,71.574997,70.995003,71.110001,1344000,71.110001
"437",71.209999,71.324997,70.690002,70.790001,1815200,70.790001
"438",71.029999,71.959999,70.790001,71.610001,1744000,71.610001
"439",71.595001,72.519997,71.375,72.389999,2968400,72.389999
"440",72.605003,73.205002,72.434998,72.675003,2585600,72.675003
"441",72.754997,72.974998,72.080002,72.5,3232600,72.5
"442",72.525002,72.684998,72.144997,72.584999,2270000,72.584999
"443",72.690002,72.949997,71.324997,71.474998,2002800,71.474998
"444",71.410004,72.224998,71.330002,71.985001,1263200,71.985001
"445",71.970001,72.165001,70.525002,71.349998,2833200,71.349998
"446",71.470001,71.849998,70.93,71.495003,2744600,71.495003
"447",71.529999,72.264999,70.830002,70.974998,5113200,70.974998
"448",70.910004,71.25,69.129997,69.464996,4002000,69.464996
"449",70.525002,71.129997,69.489998,70.410004,3912600,70.410004
"450",70.525002,70.75,69.455002,69.709999,2356400,69.709999
"451",70.644997,73.285004,70.57,73.230003,2775800,73.230003
"452",73.029999,73.029999,71.860001,72.68,2033200,72.68
"453",72.925003,73.459999,72.294998,72.949997,2033400,72.949997
"454",73.029999,73.5,71.165001,71.389999,2422800,71.389999
