"","BIIB.Open","BIIB.High","BIIB.Low","BIIB.Close","BIIB.Volume","BIIB.Adjusted"
"213",309.790009,314.209991,308.209991,314.140015,828000,314.140015
"214",314.390015,319.399994,314.140015,315.470001,1065200,315.470001
"215",315.940002,315.980011,310.459991,313.570007,887500,313.570007
"216",314.809998,314.809998,311.640015,312.579987,1231900,312.579987
"217",312,313.970001,308.899994,309.959991,895400,309.959991
"218",310.100006,311.700012,306.390015,310.440002,820700,310.440002
"219",310.470001,316.070007,308.570007,315.709991,1186800,315.709991
"220",313.339996,314.440002,307.5,309.690002,1214300,309.690002
"221",309.690002,313.190002,308,310.279999,1294000,310.279999
"222",310.720001,314.619995,309.679993,313.980011,731700,313.980011
"223",313.470001,316,310.179993,313.970001,907400,313.970001
"224",313.600006,315.76001,309.170013,309.459991,667200,309.459991
"225",310.869995,311.220001,306.109985,309.059998,1281600,309.059998
"226",308.910004,311.109985,307.149994,309.799988,732500,309.799988
"227",308.5,310.350006,307.269989,308.970001,514000,308.970001
"228",310.070007,312.450012,307.01001,311.730011,1353300,311.730011
"229",314.119995,317.390015,312.100006,317.140015,1100700,317.140015
"230",317.5,321.290009,316.230011,319.959991,1360800,319.959991
"231",320.690002,323.690002,317.76001,322.170013,1186200,322.170013
"232",320.700012,323.070007,314.769989,319.350006,1207500,319.350006
"233",319.200012,321.75,315.559998,317.399994,908700,317.399994
"234",317.660004,322.25,317.660004,319.869995,915600,319.869995
"235",319,320.579987,311.75,314.660004,938800,314.660004
"236",315.420013,319.910004,311.950012,319.570007,987100,319.570007
"237",321,327.549988,319.850006,325.769989,1133900,325.769989
"238",327.089996,330.609985,322.660004,328.029999,1142800,328.029999
"239",325.200012,327.899994,323.839996,327.75,747400,327.75
"240",328.209991,332.850006,327.25,330.709991,1129200,330.709991
"241",332,332,321.109985,323.549988,1173900,323.549988
"242",328.609985,330.119995,321.730011,327.940002,2023500,327.940002
"243",329.670013,330.420013,324.540009,325.950012,990800,325.950012
"244",326.130005,328.390015,324,327.019989,866700,327.019989
"245",330.75,335.799988,329.299988,333.470001,1276500,333.470001
"246",319.75,328.600006,319.049988,322.519989,2212900,322.519989
"247",323.160004,323.5,318.769989,319.5,887000,319.5
"248",319.450012,320.140015,316.25,319.779999,653600,319.779999
"249",319.929993,322.25,318.869995,320.070007,600900,320.070007
"250",320.600006,322.380005,319.26001,320.329987,660000,320.329987
"251",320.549988,322.75,318.23999,318.570007,619500,318.570007
"252",321.149994,335.429993,318.329987,334.170013,1422500,334.170013
"253",333.459991,340.450012,332.709991,339.850006,1121700,339.850006
"254",339.730011,341.399994,335.459991,339.98999,967100,339.98999
"255",342,344.119995,339.059998,342.48999,1486400,342.48999
"256",341.450012,341.940002,327.26001,329.649994,1438800,329.649994
"257",329.649994,339.48999,329.059998,336.359985,1326400,336.359985
"258",334.589996,339.940002,331.839996,336.720001,973400,336.720001
"259",338.01001,338.540009,329.339996,333.070007,1002000,333.070007
"260",333.309998,336.609985,331.51001,335.950012,885500,335.950012
"261",337.630005,344.869995,336.559998,338.850006,1256800,338.850006
"262",339.720001,347.779999,337.279999,344.869995,1429000,344.869995
"263",343.98999,345,337.5,344.440002,1302500,344.440002
"264",347.570007,347.570007,341.820007,342.410004,1232200,342.410004
"265",343.589996,347.820007,342.029999,347.640015,1195200,347.640015
"266",348,354.279999,345.73999,346.75,1186200,346.75
"267",348.890015,350.119995,342.299988,346.5,1512600,346.5
"268",358,358,341.209991,353.73999,1863000,353.73999
"269",356.170013,370.570007,356.049988,367.910004,2232700,367.910004
"270",365.149994,367.899994,357.470001,358.480011,1317200,358.480011
"271",355.470001,357.75,351.130005,352.589996,1127800,352.589996
"272",357.339996,359.609985,345.720001,347.809998,1398000,347.809998
"273",348.179993,352.380005,344.579987,346,1372900,346
"274",343.980011,348.690002,342.309998,343.829987,1095000,343.829987
"275",344.579987,348.339996,328.309998,328.309998,1541300,328.309998
"276",322.519989,332.950012,321.109985,332.859985,1768200,332.859985
"277",329.899994,333.589996,326.25,326.890015,1237300,326.890015
"278",326.670013,328.700012,311.5,311.790009,1414600,311.790009
"279",313.269989,319.929993,302.279999,316.779999,2180400,316.779999
"280",319.25,323.179993,315.5,316.630005,1331000,316.630005
"281",315.01001,319,312.350006,316.98999,732900,316.98999
"282",315.359985,316.450012,288,296.079987,5426400,296.079987
"283",298.850006,300.75,289.269989,299.380005,3040900,299.380005
"284",297.75,298.5,290.880005,291.869995,2943100,291.869995
"285",292,294.880005,286.51001,287.450012,2004500,287.450012
"286",287.559998,290.660004,285.109985,286.100006,1922400,286.100006
"287",287.700012,291.910004,283.970001,284.809998,2484700,284.809998
"288",287.589996,294.23999,285.600006,292.779999,2541500,292.779999
"289",294,296.100006,288.799988,290.01001,1448300,290.01001
"290",290.829987,294.029999,289.420013,290.100006,1697400,290.100006
"291",291.26001,292.899994,287.390015,288.98999,1742400,288.98999
"292",288.109985,291.440002,281.359985,282.350006,2339200,282.350006
"293",278.220001,288,277,286.959991,1511900,286.959991
"294",284.160004,288.130005,282.589996,286.950012,904300,286.950012
"295",286.859985,288.679993,283.76001,285.980011,881700,285.980011
"296",285.470001,285.829987,282,284.540009,1404900,284.540009
"297",285.470001,286.820007,283.230011,284.690002,1313700,284.690002
"298",285.869995,286.76001,281.700012,286.100006,1715000,286.100006
"299",286,286.679993,279.290009,279.899994,2349000,279.899994
"300",282.209991,286.540009,280.519989,283.23999,2258600,283.23999
"301",285.029999,289.170013,282.709991,285.720001,2039500,285.720001
"302",286.480011,288.26001,285.130005,286.700012,1342900,286.700012
"303",289.399994,292.299988,287.470001,287.619995,2294200,287.619995
"304",285.829987,286.48999,276.429993,278.369995,1530400,278.369995
"305",278.660004,281.399994,276.51001,279.679993,1313400,279.679993
"306",279.609985,280.980011,275.859985,277.290009,1340000,277.290009
"307",275.459991,278.369995,271.630005,271.890015,1748600,271.890015
"308",272.950012,273.25,259.76001,260.130005,3039600,260.130005
"309",263.23999,270.200012,262.480011,268.200012,2226800,268.200012
"310",269.75,273.369995,263.410004,265.160004,1880500,265.160004
"311",266.380005,275,265.690002,271.820007,1991800,271.820007
"312",273.109985,276.440002,271,273.820007,1237800,273.820007
"313",272.019989,272.540009,261,266.890015,1550300,266.890015
"314",267.970001,270.820007,262.48999,266.480011,1456600,266.480011
"315",263.630005,273.309998,263.619995,272.399994,1603100,272.399994
"316",271.829987,272.98999,263.839996,264.980011,1804300,264.980011
"317",263.51001,266.160004,256.769989,257.649994,1954000,257.649994
"318",258.290009,264.459991,254.330002,257.519989,2235500,257.519989
"319",261.51001,267.579987,259.440002,265.089996,1983200,265.089996
"320",263.359985,269.950012,262,265.98999,1771500,265.98999
"321",268.670013,270.179993,266.269989,267.440002,1238300,267.440002
"322",269.269989,269.48999,264.149994,265.390015,1197100,265.390015
"323",267.440002,269.26001,262.209991,263.109985,1323300,263.109985
"324",265.769989,268.76001,263.779999,264.75,1863000,264.75
"325",265.5,270.73999,265.5,268.029999,1382200,268.029999
"326",267.690002,271.049988,264.820007,266.019989,910900,266.019989
"327",266.029999,267.660004,261.200012,263.019989,1584500,263.019989
"328",263.140015,264.480011,258,259.299988,1922300,259.299988
"329",253.710007,266.730011,249.169998,262.149994,3619800,262.149994
"330",262.700012,274.399994,262.269989,269.450012,2765700,269.450012
"331",271.100006,277.429993,270.519989,273.859985,2084800,273.859985
"332",275.600006,279.440002,274.01001,276.799988,1955600,276.799988
"333",277.579987,280.309998,273.450012,273.600006,2083300,273.600006
"334",274.890015,279.720001,271.690002,274.609985,1910300,274.609985
"335",273,277.570007,264.029999,274.130005,3616700,274.130005
"336",272.839996,275.040009,264.51001,266.440002,1999000,266.440002
"337",264.98999,272.579987,264.98999,270.339996,1937800,270.339996
"338",271.149994,273.779999,269.019989,269.700012,1296800,269.700012
"339",271.109985,271.450012,267.890015,269.730011,1303300,269.730011
"340",269.75,275.720001,269.070007,274.029999,1377300,274.029999
"341",272.649994,276.26001,272.100006,274,1416600,274
"342",274.359985,283.589996,274.359985,282.390015,1908700,282.390015
"343",282.339996,285.519989,281.019989,282.339996,2027100,282.339996
"344",280.160004,281.730011,275,276.059998,1729000,276.059998
"345",277.329987,283.549988,276.940002,281.51001,1515700,281.51001
"346",280.26001,281.619995,277.26001,280.570007,1830700,280.570007
"347",281.01001,282.730011,280.019989,280.399994,1639700,280.399994
"348",281.359985,282.100006,276.420013,277.670013,1628100,277.670013
"349",278.209991,281.040009,278.01001,279.690002,1320200,279.690002
"350",277.140015,284,276.649994,283.75,1398200,283.75
"351",283.440002,285.470001,281.799988,284.410004,1148200,284.410004
"352",284.290009,289.609985,283.850006,286.209991,1464200,286.209991
"353",283.619995,289.890015,282.100006,287.089996,1562500,287.089996
"354",288.48999,297.5,287.959991,294.399994,1987500,294.399994
"355",298.070007,301.220001,291.820007,293.959991,2081900,293.959991
"356",294.940002,298.359985,293.019989,297.089996,1238800,297.089996
"357",297.040009,301.51001,296.119995,298.910004,1028000,298.910004
"358",299.390015,301.700012,295.76001,298.640015,1206300,298.640015
"359",299.149994,303.940002,298.890015,303.75,1371200,303.75
"360",304.329987,307.910004,303.059998,305.369995,1392900,305.369995
"361",304.679993,304.98999,300.359985,303.290009,1519800,303.290009
"362",302.76001,308.980011,302.73999,306.679993,1178900,306.679993
"363",306.26001,308.880005,304.269989,306.190002,1085200,306.190002
"364",306.470001,310.910004,305.579987,306.910004,1180300,306.910004
"365",307.470001,309.600006,304.670013,305.679993,1344600,305.679993
"366",306.049988,309.5,303.420013,305.029999,1882400,305.029999
"367",294.049988,294.970001,283.23999,289.119995,3409000,289.119995
"368",286.140015,296.01001,286.040009,292.040009,1706200,292.040009
"369",293.100006,298.440002,292.369995,296.859985,1273600,296.859985
"370",296.209991,298.049988,294.630005,297.339996,1206700,297.339996
"371",298,298.380005,295,296.040009,1334600,296.040009
"372",295.920013,297.149994,289.200012,292.190002,1685500,292.190002
"373",291.679993,293.570007,288.450012,291.920013,943300,291.920013
"374",292.200012,293.480011,287.809998,287.929993,1116200,287.929993
"375",289.320007,290.329987,285.320007,288.75,1405900,288.75
"376",290.079987,292.679993,287.809998,290.23999,1394300,290.23999
"377",290.299988,296.119995,288.130005,295.769989,1116400,295.769989
"378",296.059998,296.920013,292.640015,293.51001,452900,293.51001
"379",295.769989,299.730011,294.779999,298.809998,746300,298.809998
"380",347.049988,367.890015,340.549988,357.480011,12857000,357.480011
"381",357.929993,360.350006,347.51001,354,3872800,354
"382",347.540009,347.899994,339.149994,344.820007,3425600,344.820007
"383",341.839996,346.200012,340,344.100006,1786600,344.100006
"384",347.029999,348.070007,343.549988,347.660004,1304400,347.660004
"385",347.01001,351.670013,344.049988,348.480011,1168600,348.480011
"386",348.799988,353.200012,346.100006,353.029999,1460100,353.029999
"387",352.200012,356.019989,351.519989,354.980011,1486100,354.980011
"388",353.809998,358.75,350.279999,358.51001,1399800,358.51001
"389",356.200012,360.269989,356.040009,358.109985,1650600,358.109985
"390",358.350006,360.5,356.529999,358.709991,1666300,358.709991
"391",358.709991,362.220001,355.880005,358.130005,1884600,358.130005
"392",380,383,366.01001,372.839996,4191700,372.839996
"393",374.100006,388.670013,372.940002,383.829987,4686600,383.829987
"394",340.5,353.410004,337,344.73999,4924000,344.73999
"395",346.200012,346.470001,339.109985,340.399994,2426100,340.399994
"396",340.519989,341.369995,330.959991,331.459991,2408400,331.459991
"397",332.170013,338.73999,330.899994,334.369995,2052700,334.369995
"398",335.839996,344.73999,334.380005,344.059998,1688400,344.059998
"399",342.220001,350,340.809998,347.929993,1414600,347.929993
"400",350.100006,350.570007,342.269989,344.209991,1164400,344.209991
"401",343.040009,344.220001,340.329987,341.170013,1034200,341.170013
"402",345.640015,352.459991,344,350.100006,1614900,350.100006
"403",348.049988,352.329987,347.970001,350.089996,969200,350.089996
"404",350.880005,352.25,345.779999,346.899994,1322300,346.899994
"405",344.929993,347.399994,340.339996,343,1359100,343
"406",343.790009,344.369995,339.220001,340.790009,1077700,340.790009
"407",342.26001,347.76001,341.589996,343.630005,883400,343.630005
"408",341,343.920013,337.309998,340.720001,953200,340.720001
"409",342.079987,345.329987,340.459991,342.929993,882500,342.929993
"410",341,346.829987,339.130005,345.220001,917300,345.220001
"411",347.559998,347.559998,341.790009,344.109985,821700,344.109985
"412",345.700012,346.390015,343,343.279999,625200,343.279999
"413",342.649994,346.470001,342,344.980011,597500,344.980011
"414",344.970001,344.970001,339.23999,341.890015,750000,341.890015
"415",343.029999,343.029999,339.769989,342.329987,620000,342.329987
"416",343.299988,343.320007,340.420013,342.700012,704600,342.700012
"417",344.420013,348,341.869995,345.529999,1125900,345.529999
"418",347.160004,352.019989,346.160004,349.98999,1291300,349.98999
"419",350.149994,355.940002,348.369995,352.73999,875900,352.73999
"420",351.26001,354.130005,350.019989,353.48999,867200,353.48999
"421",353.850006,355,341.609985,346.720001,1296800,346.720001
"422",344.369995,349.429993,342.75,346.600006,1039000,346.600006
"423",345.440002,346.98999,339.609985,341.339996,833800,341.339996
"424",340,341.690002,336.269989,339.649994,997600,339.649994
"425",342.690002,342.850006,337.529999,340.25,1105500,340.25
"426",340.660004,341.480011,337.089996,337.700012,906700,337.700012
"427",337.959991,340.429993,333.029999,340.029999,869400,340.029999
"428",341.049988,342.410004,337.829987,340.579987,862300,340.579987
"429",341.320007,342.059998,337.369995,338.679993,882000,338.679993
"430",338.559998,338.559998,333.5,334.399994,944100,334.399994
"431",333.459991,338.480011,332.480011,336.890015,1243300,336.890015
"432",337.850006,339.980011,334.869995,338.910004,844800,338.910004
"433",339.970001,342.640015,337.799988,341.23999,1085000,341.23999
"434",343.100006,345.410004,338.519989,345.410004,3874500,345.410004
"435",342.98999,347.76001,341.859985,347.019989,1016300,347.019989
"436",347.040009,347.48999,341.459991,341.649994,1232300,341.649994
"437",342.200012,353.209991,341.73999,349.369995,1595600,349.369995
"438",351.390015,357.5,350.420013,355.600006,1219500,355.600006
"439",355,357,352.429993,353.309998,1542900,353.309998
"440",355.299988,358.410004,350.570007,352.559998,974900,352.559998
"441",353.140015,353.98999,344.399994,345.410004,1340100,345.410004
"442",345.660004,353.809998,344.790009,352.75,1119400,352.75
"443",350.779999,351.980011,340.649994,343.100006,1079200,343.100006
"444",344.290009,347.779999,336.209991,342.079987,989100,342.079987
"445",340.670013,345.570007,338.220001,343.029999,852400,343.029999
"446",342.73999,346.420013,341.149994,344.570007,778900,344.570007
"447",342.640015,346.720001,337.529999,337.529999,1420200,337.529999
"448",338.230011,340.850006,324.459991,327.269989,1395700,327.269989
"449",331.619995,333.299988,326.140015,330.940002,1264900,330.940002
"450",329.970001,332.070007,327.380005,328.410004,921000,328.410004
