"","VRTX.Open","VRTX.High","VRTX.Low","VRTX.Close","VRTX.Volume","VRTX.Adjusted"
"97",118.57,119.269997,117.510002,118.940002,1062000,118.940002
"98",118.940002,119.269997,115.870003,116.589996,1860000,116.589996
"99",116.860001,118.440002,115.099998,117.800003,1818300,117.800003
"100",118,119.419998,117.379997,118.599998,1393200,118.599998
"101",118.099998,120.82,118.050003,119.919998,1477800,119.919998
"102",119.519997,120.989998,119.190002,120.389999,1634800,120.389999
"103",120.949997,123.779999,120.610001,123.599998,2813600,123.599998
"104",124,127.889999,123.540001,127.160004,3356300,127.160004
"105",128.440002,130,126.989998,129.899994,2837100,129.899994
"106",127.849998,130.690002,127.220001,130.169998,2030000,130.169998
"107",129.380005,129.860001,127.510002,127.720001,1250600,127.720001
"108",128.270004,128.910004,122.93,124.989998,2635200,124.989998
"109",125,126.160004,124.07,125.910004,1954800,125.910004
"110",126.480003,127.080002,122.470001,122.660004,1791100,122.660004
"111",122.190002,123.540001,121.260002,122.349998,2043400,122.349998
"112",122.379997,122.75,120.769997,122.489998,1344400,122.489998
"113",122.779999,125.800003,122.370003,124.709999,1759300,124.709999
"114",123.760002,124.480003,121.150002,124.040001,1017700,124.040001
"115",124.059998,124.970001,122.540001,123.139999,3152300,123.139999
"116",123.989998,126.370003,123.800003,125.580002,1509100,125.580002
"117",125.540001,127.970001,123.82,126.330002,1737600,126.330002
"118",126.720001,134.990005,126.519997,134.830002,3239800,134.830002
"119",134.649994,137.259995,132.759995,135.529999,2890100,135.529999
"120",136.580002,137,132.119995,133.5,2172600,133.5
"121",133.830002,135.029999,131.619995,133.410004,1289000,133.410004
"122",133.149994,133.179993,129.100006,129.229996,1723700,129.229996
"123",129.690002,131.619995,128.940002,131.110001,1191700,131.110001
"124",129.660004,130.919998,126.32,127.239998,1368300,127.239998
"125",132.199997,132.389999,126.589996,128.869995,1582300,128.869995
"126",129.490005,129.889999,126.68,128.229996,825200,128.229996
"127",128.309998,130.440002,127.339996,129,1320600,129
"128",127.32,128.940002,125.5,128.460007,1171800,128.460007
"129",129.139999,130.880005,129.119995,130.350006,1019900,130.350006
"130",129.929993,130.360001,128.639999,128.660004,1517300,128.660004
"131",129.710007,132.5,129.259995,132.169998,1336500,132.169998
"132",133.380005,133.619995,130.600006,131.440002,1288000,131.440002
"133",131.740005,131.740005,128.389999,130.919998,1600600,130.919998
"134",131.770004,131.809998,130.429993,130.990005,1278200,130.990005
"135",130.440002,132.050003,128.259995,129.210007,1136200,129.210007
"136",129.210007,132.300003,127.669998,132.160004,3311600,132.160004
"137",161.800003,167,158.880005,159.690002,16800100,159.690002
"138",159.940002,161.759995,157.25,159.330002,4927400,159.330002
"139",158.139999,163.639999,156.529999,163.169998,3176400,163.169998
"140",162.330002,166.580002,160.910004,166.110001,2444500,166.110001
"141",166.940002,167.860001,161.720001,161.970001,2424100,161.970001
"142",162.149994,164.529999,161.699997,163.419998,2087200,163.419998
"143",160.880005,163.320007,153.5,156.190002,3918900,156.190002
"144",155.300003,157.199997,153.580002,154.149994,1880400,154.149994
"145",152.990005,154.490005,151.539993,151.820007,2972700,151.820007
"146",153.029999,154.070007,150.639999,153.199997,1621100,153.199997
"147",151.800003,157.910004,151.470001,157.550003,1781700,157.550003
"148",155.720001,157.270004,152.259995,154.029999,1407100,154.029999
"149",154.679993,155.169998,153.009995,154.539993,807800,154.539993
"150",152.600006,156.630005,152.600006,156.470001,926300,156.470001
"151",156.119995,156.550003,152.899994,153.259995,892900,153.259995
"152",153.020004,155.089996,152.190002,152.580002,1038000,152.580002
"153",152.009995,152.039993,148.5,148.539993,1302800,148.539993
"154",149.350006,154.080002,149.020004,153.779999,1551500,153.779999
"155",154.520004,155.869995,153.539993,154.490005,1081800,154.490005
"156",154.449997,155.279999,152.550003,152.720001,734900,152.720001
"157",152.789993,153.259995,150.309998,151.369995,913400,151.369995
"158",150.929993,152.410004,148.520004,148.539993,1019200,148.539993
"159",147.649994,150.110001,147.179993,148.130005,887000,148.130005
"160",148,150.259995,147.419998,149.009995,1090100,149.009995
"161",149.190002,155.919998,149.190002,155.479996,1659700,155.479996
"162",154.460007,154.899994,152.050003,153.25,989400,153.25
"163",153.600006,156.630005,151.100006,156.080002,1148700,156.080002
"164",156.880005,156.929993,152.25,153.270004,943400,153.270004
"165",154.639999,154.910004,151.050003,153.399994,1187900,153.399994
"166",151.860001,154.160004,151.770004,152.889999,888400,152.889999
"167",152.520004,158.089996,152.520004,156.289993,1246900,156.289993
"168",156.570007,160.850006,154.029999,160.539993,3329500,160.539993
"169",160.759995,163.639999,158.850006,162.240005,1708700,162.240005
"170",161.369995,162.070007,157,159.070007,1327000,159.070007
"171",159.5,160.800003,156.910004,157.080002,1328400,157.080002
"172",157.080002,159.679993,155.520004,159.410004,1236000,159.410004
"173",159.610001,161.440002,157.380005,158.830002,1064700,158.830002
"174",161.050003,161.460007,155.330002,157.809998,1519900,157.809998
"175",156.649994,157.789993,155.399994,156.820007,800600,156.820007
"176",156.789993,157.949997,155.699997,156.800003,995100,156.800003
"177",156.050003,156.559998,152.880005,153.380005,1461700,153.380005
"178",153.860001,155.949997,152.639999,153.610001,3112900,153.610001
"179",153.589996,155.110001,151.789993,153.199997,1386900,153.199997
"180",153.270004,154.100006,151.600006,153,1428300,153
"181",153.289993,155.139999,151.509995,152.720001,1931400,152.720001
"182",153.220001,153.289993,151.690002,152.059998,808200,152.059998
"183",151.539993,152.070007,148.580002,151.259995,1269900,151.259995
"184",151.190002,152.789993,148.770004,149.100006,1741200,149.100006
"185",149.850006,150.820007,148,148.460007,1762000,148.460007
"186",148.860001,150.979996,147.300003,149.070007,2112300,149.070007
"187",148.600006,150.990005,147.600006,149.619995,2111100,149.619995
"188",151.210007,152.339996,149.179993,152.039993,1500200,152.039993
"189",151.229996,153.169998,150.100006,152.229996,2057700,152.229996
"190",152.210007,152.990005,150.179993,152.509995,995000,152.509995
"191",152.259995,153.820007,151.360001,152.509995,970200,152.509995
"192",153.089996,153.570007,150.960007,152.300003,1273700,152.300003
"193",152.429993,156.460007,152.309998,155.100006,1551100,155.100006
"194",155.850006,157.289993,154.460007,155.550003,1141900,155.550003
"195",155.190002,156.229996,153.5,154.520004,1055500,154.520004
"196",153.850006,154.639999,151.649994,154.020004,1757600,154.020004
"197",152.929993,154.850006,152.839996,153.979996,1535000,153.979996
"198",155,155.490005,152.679993,152.910004,930100,152.910004
"199",153.110001,157.779999,153.100006,154.699997,2328400,154.699997
"200",154.550003,156,154.020004,155.050003,795400,155.050003
"201",155.289993,158.039993,154.020004,154.759995,1050400,154.759995
"202",154.570007,155.789993,152.419998,154.600006,1308800,154.600006
"203",154.970001,155.850006,152.600006,154.630005,1320400,154.630005
"204",155.320007,155.350006,150.679993,151.059998,1552200,151.059998
"205",151.059998,152.869995,148.339996,151.110001,1829600,151.110001
"206",150.080002,151.089996,146.080002,146.800003,2389000,146.800003
"207",144.880005,147.429993,139.050003,143.759995,3735300,143.759995
"208",141.410004,150.149994,141.020004,150.110001,2747600,150.110001
"209",149.710007,152.800003,148.869995,149.529999,1750500,149.529999
"210",149.339996,149.339996,141.820007,146.229996,2457100,146.229996
"211",147.350006,147.350006,142.389999,142.630005,2412600,142.630005
"212",142.009995,146.509995,142.009995,144.899994,2050000,144.899994
"213",143.050003,150.080002,142.990005,149.970001,1884900,149.970001
"214",148.169998,150.589996,146.830002,148.979996,1608300,148.979996
"215",149.029999,151.339996,148.320007,151.309998,1385000,151.309998
"216",151.509995,152,146.690002,147.399994,1191700,147.399994
"217",146.259995,148.5,144.320007,148.169998,1132400,148.169998
"218",148.259995,149.270004,146.100006,148.740005,861000,148.740005
"219",147.440002,148.729996,146.25,148.029999,743600,148.029999
"220",147.399994,149.050003,145.419998,147.820007,1209100,147.820007
"221",147.289993,151.75,146.300003,148.660004,1086600,148.660004
"222",148.770004,150.330002,147.75,147.940002,1516400,147.940002
"223",147.699997,148.789993,146.649994,147.410004,903600,147.410004
"224",146.919998,147.460007,143.429993,144.639999,1451600,144.639999
"225",145.710007,146.360001,143.509995,145.110001,1501100,145.110001
"226",145.419998,147.389999,144.809998,147.039993,907000,147.039993
"227",146.080002,147.899994,146.039993,146.550003,661000,146.550003
"228",146.839996,149.289993,146.720001,148.550003,1197700,148.550003
"229",148.860001,149,146.050003,147.320007,1117000,147.320007
"230",147.009995,148.339996,142.440002,143.75,1313900,143.75
"231",144.190002,146.100006,143.949997,144.289993,1739300,144.289993
"232",143.089996,144.699997,139.860001,140.789993,2448300,140.789993
"233",141.990005,142.699997,138.669998,138.789993,2127700,138.789993
"234",138.600006,141.669998,138.020004,138.360001,1374000,138.360001
"235",138.300003,139.410004,136.830002,137.279999,1582700,137.279999
"236",137.919998,140.850006,136.5,138.779999,1687500,138.779999
"237",139.800003,144.800003,139.110001,143.610001,1725500,143.610001
"238",143.729996,143.910004,139.800003,141.679993,1475200,141.679993
"239",140.039993,142.080002,140.039993,140.910004,1010200,140.910004
"240",141.929993,146.360001,141.550003,144.800003,2024200,144.800003
"241",145.570007,146.320007,142.279999,142.529999,1411300,142.529999
"242",143.970001,145.960007,142.050003,145.860001,3246100,145.860001
"243",146.990005,147.940002,145.169998,145.440002,1231900,145.440002
"244",145.570007,147.339996,144.270004,145.149994,1051100,145.149994
"245",145.050003,146.259995,144.360001,145.119995,813600,145.119995
"246",145.229996,149.979996,144.679993,148.820007,2290100,148.820007
"247",148.199997,151.100006,147.800003,149.970001,1459200,149.970001
"248",149.5,151.490005,149.5,150.600006,777700,150.600006
"249",151.130005,152.699997,150.300003,151.550003,939100,151.550003
"250",152.190002,152.490005,148.75,151.169998,957400,151.169998
"251",150.449997,151.660004,149.75,149.860001,881900,149.860001
"252",150,153.300003,147.720001,152.910004,1382000,152.910004
"253",153.5,153.5,148.580002,152.009995,1604000,152.009995
"254",153.389999,153.970001,151.630005,153.070007,1345100,153.070007
"255",155.539993,157.350006,154.100006,155.690002,1940000,155.690002
"256",155.149994,157.210007,153.350006,156.889999,1987000,156.889999
"257",156.809998,157.880005,154.509995,156.009995,1487700,156.009995
"258",156,157.869995,154.210007,157.380005,1701000,157.380005
"259",158,159.050003,156.619995,158.399994,950600,158.399994
"260",157.160004,158.419998,156.350006,157.929993,1561100,157.929993
"261",158.279999,159.869995,155.139999,155.710007,1834800,155.710007
"262",157.740005,157.940002,155.259995,156.990005,1270100,156.990005
"263",156.360001,157.509995,154.220001,157.190002,1250900,157.190002
"264",157.300003,159.5,156.320007,157.970001,2085300,157.970001
"265",158.759995,161.949997,157.979996,161.910004,1689000,161.910004
"266",163.699997,167.309998,163.240005,166.580002,3058700,166.580002
"267",167.080002,169.289993,165.380005,167.449997,2492700,167.449997
"268",168.690002,169.110001,165.940002,166.240005,1270600,166.240005
"269",167.139999,169.300003,166.100006,169.210007,1495100,169.210007
"270",169.130005,171.259995,166.419998,167.139999,1828700,167.139999
"271",166.369995,168.080002,164,166.539993,2184600,166.539993
"272",166.720001,168.589996,164.529999,166.869995,2323800,166.869995
"273",174.110001,174.960007,163.169998,172.990005,5090000,172.990005
"274",169.419998,169.960007,163.639999,166.240005,3455100,166.240005
"275",163.080002,165.869995,155.029999,155.139999,2906900,155.139999
"276",152.630005,159.789993,151.350006,159.270004,3114600,159.270004
"277",157.100006,160.110001,155.619995,155.669998,1812900,155.669998
"278",155.320007,157.619995,151.589996,151.600006,2854000,151.600006
"279",152.919998,154.630005,146.210007,152.960007,2719800,152.960007
"280",153.410004,154.179993,148.610001,152.009995,2242200,152.009995
"281",151.399994,155.490005,150.990005,154.139999,1624500,154.139999
"282",152.630005,158.240005,152.320007,157.259995,1992100,157.259995
"283",158.360001,161.080002,157.160004,160.940002,1244700,160.940002
"284",160.850006,162.070007,159.389999,160.720001,1001900,160.720001
"285",158.490005,164.009995,158.009995,160.979996,1136400,160.979996
"286",160.630005,161.720001,157.830002,157.889999,1160800,157.889999
"287",161.5,162.320007,157,157.589996,1654800,157.589996
"288",159.009995,165.979996,158.100006,165.899994,1591100,165.899994
"289",166.919998,170.360001,166.029999,169.539993,1779300,169.539993
"290",168.990005,170.889999,165.720001,165.880005,1635800,165.880005
"291",166.699997,169.539993,164.630005,166.029999,2055500,166.029999
"292",165.679993,168,163.610001,165.830002,2028700,165.830002
"293",163.080002,170.220001,161.889999,170.059998,2111900,170.059998
"294",168.490005,173.449997,167.169998,173.160004,1882400,173.160004
"295",173.330002,173.850006,166.050003,168.720001,2176800,168.720001
"296",167.940002,170.770004,167.910004,170.169998,1215800,170.169998
"297",170.389999,171.979996,169.179993,171.880005,1060700,171.880005
"298",173.259995,176.309998,171.759995,176.259995,1415300,176.259995
"299",176.5,178.149994,174.800003,177.130005,1357600,177.130005
"300",176.5,178.149994,174.539993,174.960007,1989500,174.960007
"301",176.149994,176.479996,172.820007,174.380005,1036300,174.380005
"302",174.570007,176.649994,173.070007,173.970001,952500,173.970001
"303",174.839996,176.419998,173.25,175.660004,2462100,175.660004
"304",174.619995,175.279999,168.119995,170.770004,1161500,170.770004
"305",171.919998,172.669998,169.639999,171.470001,1674300,171.470001
"306",171.940002,172.419998,168.600006,170.339996,1050000,170.339996
"307",167.830002,170.380005,165.550003,166.100006,1095500,166.100006
"308",165.830002,166.470001,160.740005,160.929993,1319400,160.929993
"309",163.850006,166.350006,160.270004,166.100006,1327300,166.100006
"310",167.630005,168.279999,159.289993,160.339996,1289300,160.339996
"311",160.929993,162.589996,158.360001,159.580002,1443700,159.580002
"312",159.830002,165.509995,158.759995,162.979996,1527200,162.979996
"313",161.529999,161.990005,153.429993,156.309998,1804500,156.309998
"314",155.860001,159.550003,153.910004,158.360001,1542300,158.360001
"315",156.369995,162.449997,154.600006,162.119995,1832000,162.119995
"316",162.820007,163.490005,157.119995,157.660004,1352800,157.660004
"317",155.740005,157.589996,152.600006,154.25,1446300,154.25
"318",156.259995,160.389999,155.669998,156.759995,1235400,156.759995
"319",159.039993,161.720001,157.770004,161.169998,1264200,161.169998
"320",159.520004,162.940002,158.100006,158.889999,1527000,158.889999
"321",159.539993,163.449997,159.539993,161.979996,1079900,161.979996
"322",163.080002,163.080002,160.410004,161.389999,1486100,161.389999
"323",163.009995,163.710007,158.070007,158.699997,1482900,158.699997
"324",160.539993,165.600006,159.449997,164.990005,2399400,164.990005
"325",165,166.119995,162.660004,163.360001,1122100,163.360001
"326",162.330002,162.820007,159.039993,159.550003,1235600,159.550003
"327",159.610001,160.779999,157.089996,158.149994,1534700,158.149994
"328",158.710007,160.130005,157.740005,158.690002,1154600,158.690002
"329",160.270004,160.5,154.690002,155.669998,1504900,155.669998
"330",155.490005,157.419998,154.130005,155.149994,1313100,155.149994
"331",156.600006,160.850006,155.830002,158.809998,1991100,158.809998
"332",157.5,159.050003,153.330002,156.050003,1866400,156.050003
"333",157.160004,157.789993,153.149994,153.160004,1717300,153.160004
"334",153.139999,154.699997,150.399994,152.479996,1648600,152.479996
"335",151.320007,153.160004,148.960007,149.470001,2565200,149.470001
"336",148.320007,150.300003,145.779999,149.639999,1518900,149.639999
"337",148.259995,152.139999,147.789993,149.389999,2263800,149.389999
"338",150.539993,151.809998,148.639999,149.5,1448800,149.5
"339",149.449997,150,146.949997,148.270004,1147000,148.270004
"340",148.649994,150.139999,146.669998,149.070007,1419600,149.070007
"341",150.130005,151.660004,149.080002,151.009995,1267600,151.009995
"342",150.75,157.529999,150.619995,155.970001,2242900,155.970001
"343",156.110001,158.460007,155.389999,157.460007,1442400,157.460007
"344",155.779999,155.789993,153.940002,155.539993,1370000,155.539993
"345",155.789993,156.449997,154.399994,156.160004,1240700,156.160004
"346",156.190002,157.160004,155.289993,156.339996,1147500,156.339996
"347",156.610001,157.520004,155.330002,157.240005,998500,157.240005
"348",157.839996,158.160004,155.330002,156.220001,1199200,156.220001
"349",157.100006,158.220001,155.800003,156.279999,956400,156.279999
"350",155.5,157.320007,155.309998,156.979996,791200,156.979996
"351",156.990005,157.710007,155.529999,156.970001,634400,156.970001
"352",157,157.899994,156.220001,157.5,653600,157.5
"353",156.600006,157.759995,153.270004,155.240005,1142300,155.240005
"354",156.139999,157.570007,155.550003,156.639999,1164400,156.639999
"355",155.490005,157.070007,153.520004,154,1649400,154
"356",154.860001,154.990005,150.5,152.050003,2176800,152.050003
"357",152.050003,153,148.199997,149.649994,2661000,149.649994
"358",149.710007,150.399994,144.139999,145.720001,2957800,145.720001
"359",145.720001,146.949997,144.070007,145.970001,3087500,145.970001
"360",147.100006,149.690002,145.559998,145.75,2183200,145.75
"361",145.979996,151.259995,145.979996,150.550003,1791100,150.550003
"362",150.669998,151.289993,147.429993,148.630005,1460300,148.630005
"363",148.880005,151.729996,148.169998,150.990005,1539700,150.990005
"364",151.110001,153.389999,150.529999,151.940002,1307700,151.940002
"365",152.440002,155.589996,152,154.990005,1384600,154.990005
"366",155.509995,156.300003,154.110001,155.020004,2890200,155.020004
"367",153.899994,153.970001,151.410004,151.690002,1371700,151.690002
"368",150.009995,155.080002,149.669998,154.5,1551200,154.5
"369",154.460007,158.190002,153.75,157.630005,1385400,157.630005
"370",157.880005,157.880005,155.580002,156.570007,835400,156.570007
"371",157.089996,160.279999,155.759995,159.190002,2203500,159.190002
"372",158.720001,160.169998,152.910004,154.759995,1491800,154.759995
"373",154.410004,155.5,151.009995,151.5,1813900,151.5
"374",151.759995,151.899994,147.220001,147.5,2075400,147.5
"375",147.789993,148.520004,145.369995,147.589996,1368400,147.589996
"376",161.5,172,161.5,169.960007,6716400,169.960007
"377",168.399994,169.660004,164.699997,169.610001,2283600,169.610001
"378",170,170,167.279999,167.729996,1059900,167.729996
"379",168.380005,169.949997,166.710007,169.490005,1178600,169.490005
"380",170,173.639999,169.419998,173.449997,1518900,173.449997
"381",174.369995,174.619995,171.809998,174.160004,1334700,174.160004
"382",174.910004,175.710007,172.949997,175.110001,1600000,175.110001
"383",173.830002,175.690002,173,175.009995,1618400,175.009995
"384",175.020004,178.330002,175.020004,178.270004,1181100,178.270004
"385",178.350006,181.600006,177.899994,180.5,1457300,180.5
"386",179.850006,182.410004,179.550003,181.220001,1961500,181.220001
"387",180.580002,183.389999,179.820007,182.589996,1133000,182.589996
"388",182,182.339996,180.580002,181.130005,1138500,181.130005
"389",180.130005,180.929993,178.520004,180.119995,1080500,180.119995
"390",180.119995,180.139999,176.710007,177.399994,1606400,177.399994
"391",176.289993,178.669998,176.160004,176.539993,1388700,176.539993
"392",178.440002,178.669998,174.389999,174.880005,1705000,174.880005
"393",174.779999,177.419998,173.990005,176.809998,1524500,176.809998
"394",178.610001,178.850006,169.330002,175.869995,2400700,175.869995
"395",175.179993,176.289993,169.520004,172.100006,1392100,172.100006
"396",170.649994,175.339996,169.970001,174.419998,1534200,174.419998
"397",175.050003,175.740005,173.580002,175.050003,1529400,175.050003
"398",175.259995,177.929993,174.039993,177.869995,1384500,177.869995
"399",174.589996,179.860001,173.509995,177.889999,1684300,177.889999
"400",174.199997,178.089996,173.759995,174.539993,1118000,174.539993
"401",175.550003,175.990005,173.259995,174.910004,761500,174.910004
"402",175.940002,178,175.479996,177.509995,1097800,177.509995
"403",177.25,178.399994,175.25,175.300003,903500,175.300003
"404",175.740005,177.449997,174.949997,175.050003,837000,175.050003
"405",174.410004,175.960007,173.860001,174.820007,568000,174.820007
"406",175.130005,176.149994,174.179993,175.050003,810400,175.050003
"407",175.309998,177.300003,175.309998,175.929993,566700,175.929993
"408",174.380005,175.649994,171.809998,173,907500,173
"409",174.179993,176.279999,173.089996,174.960007,732500,174.960007
"410",174.660004,177,173.589996,176.080002,981700,176.080002
"411",176.619995,176.830002,173.619995,175.710007,946700,175.710007
"412",175.740005,178.429993,175.039993,176.860001,919200,176.860001
"413",176.809998,178.229996,176.020004,177.720001,616400,177.720001
"414",177.720001,177.720001,174.600006,176.020004,681000,176.020004
"415",176.449997,177.279999,175.100006,176.839996,905200,176.839996
"416",177.979996,179.639999,177.600006,179.320007,825600,179.320007
"417",180.360001,182.220001,178.830002,180.869995,1257600,180.869995
"418",180.899994,186.440002,180.899994,184.860001,1277500,184.860001
"419",185,186.190002,184.369995,186.029999,968900,186.029999
"420",185.160004,185.880005,183.720001,184.399994,1302100,184.399994
"421",183.229996,184.589996,181.669998,183.309998,1371100,183.309998
"422",183,184.740005,181.5,183.210007,1027900,183.210007
"423",182.509995,183.320007,178.199997,180.050003,890700,180.050003
"424",178.759995,180.789993,177.009995,179.470001,1204400,179.470001
"425",180,180.570007,177.979996,179.279999,797500,179.279999
"426",178.929993,180.25,177.339996,178.610001,1077700,178.610001
"427",179.460007,179.979996,177.089996,178.339996,860800,178.339996
"428",179.369995,181.110001,178.009995,179.860001,830400,179.860001
"429",180.509995,181.880005,177.770004,179.009995,847300,179.009995
"430",179,179.589996,175.470001,175.800003,878100,175.800003
"431",175.880005,178.460007,174.229996,177.119995,964900,177.119995
"432",177.339996,177.550003,175.800003,176.600006,732200,176.600006
"433",177.389999,181.380005,177.389999,180.520004,784800,180.520004
"434",181.300003,182,179.339996,180.080002,1642000,180.080002
"435",179.429993,182.5,179.429993,182.169998,706300,182.169998
"436",183.479996,184.160004,182.279999,182.649994,835800,182.649994
"437",182.669998,189.289993,182.669998,186.649994,1712100,186.649994
"438",188,190,187.5,189.740005,1381100,189.740005
"439",189.740005,193.779999,189.440002,192.740005,2148200,192.740005
"440",193.240005,194.919998,191.389999,191.570007,1841400,191.570007
"441",191.839996,192.619995,190.789993,191.929993,941200,191.929993
"442",192.130005,193.059998,191.350006,192.210007,1000900,192.210007
"443",191.580002,192.619995,187.100006,188.619995,935500,188.619995
"444",188.639999,191.5,185.369995,188.050003,859800,188.050003
