"","DPZ.Open","DPZ.High","DPZ.Low","DPZ.Close","DPZ.Volume","DPZ.Adjusted"
"251",190.179993,190.380005,188.509995,188.960007,1015400,182.768311
"252",188.520004,188.979996,186.899994,186.940002,925700,180.814529
"253",187.649994,191.820007,187.580002,191.660004,646400,185.379852
"254",197.25,202.270004,197.009995,197.289993,1539500,190.825317
"255",198.210007,201.970001,197.729996,200.300003,1158500,193.736725
"256",200.139999,203.740005,198.679993,203.610001,1068300,196.938248
"257",204.479996,207.520004,203.130005,206.710007,1159000,199.936691
"258",198.5,201.199997,196.179993,200.089996,2404800,193.533615
"259",201.039993,209.919998,201.039993,209.850006,1465000,202.97377
"260",209.5,212.789993,209.210007,211.149994,1015000,204.231201
"261",213.949997,213.949997,208.789993,209.289993,1104400,202.432144
"262",209.289993,209.699997,207.289993,207.889999,836400,201.078018
"263",208,210.990005,207.509995,210.910004,769300,203.999069
"264",211.470001,214.970001,211.25,213.539993,615600,206.542862
"265",213.470001,216.289993,211.880005,216.289993,839600,209.202774
"266",216.289993,221.649994,215.979996,219.570007,1145400,212.375259
"267",220.050003,220.699997,217.520004,218.720001,835900,211.553116
"268",220.899994,221.919998,218.899994,219.330002,762300,212.143204
"269",219.330002,219.639999,215.25,216.779999,765800,209.676712
"270",215.699997,218.669998,214.550003,215.330002,705200,208.274231
"271",214.020004,216.509995,213.449997,215.949997,617700,208.873901
"272",216.809998,218,215.220001,216.850006,699300,209.744415
"273",215.699997,219.520004,215.699997,218.669998,687000,211.504761
"274",217.130005,218.880005,214.110001,214.380005,784300,207.355377
"275",210.389999,215.380005,205.729996,208.020004,946800,201.203766
"276",202.149994,210.839996,200.509995,208.460007,1396600,201.629349
"277",207.830002,213.110001,207.679993,211.309998,884500,204.385941
"278",210.649994,210.75,198.509995,198.570007,1450000,192.063431
"279",200.279999,207.550003,199,206.089996,1228400,199.336975
"280",208.410004,212.740005,206.020004,211.869995,942800,204.927612
"281",211.059998,212.940002,203.399994,208,1277900,201.184418
"282",206.5,210.770004,205.509995,209.779999,918300,202.906052
"283",212.300003,219.729996,212.080002,217.699997,1399000,210.566574
"284",218,221.899994,214.479996,220.740005,1396400,213.506943
"285",215.5,227.100006,208.220001,221.490005,4770100,214.232376
"286",222.149994,236,221.759995,230.529999,3409700,222.976166
"287",230,230.25,224.199997,227,1791200,219.561844
"288",227.979996,229.25,225.020004,228.850006,1014800,221.351196
"289",230.710007,231.039993,227.460007,228.020004,980800,220.548447
"290",228.979996,230.990005,226.100006,226.470001,634200,219.04921
"291",226.210007,228.240005,222.289993,222.410004,918500,215.122238
"292",222,225.789993,219.289993,222.820007,898900,215.518829
"293",220.690002,224.160004,219.559998,223.100006,873200,215.789642
"294",222.360001,222.360001,218,219.610001,930100,212.413986
"295",223.5,223.809998,218.600006,221.440002,965300,214.184021
"296",222.929993,223.729996,220.309998,222.960007,754800,215.654236
"297",223.809998,226.630005,221.809998,222.779999,581100,215.480087
"298",224.389999,230.449997,222.770004,230.259995,656800,222.715012
"299",230.5,232.490005,227.550003,227.690002,855300,220.229233
"300",228.210007,229.929993,225.779999,226.399994,675300,218.981491
"301",225.669998,228.389999,224.289993,226.660004,394000,219.76683
"302",227.369995,228.270004,226.089996,226.820007,808500,219.922028
"303",227.490005,232.020004,227.449997,229.789993,904400,222.801682
"304",228.800003,230.279999,226.899994,227.669998,636200,220.746155
"305",228,232.880005,227.509995,231.589996,574200,224.546906
"306",231.449997,232.360001,227.740005,228.259995,512800,221.318192
"307",227.429993,231.559998,226.339996,226.399994,915900,219.514771
"308",227.210007,231.130005,225.940002,226.649994,799100,219.757172
"309",228.600006,231.839996,226.229996,231.279999,632500,224.246338
"310",232,233.779999,229.470001,231.580002,795100,224.537231
"311",231.990005,234.419998,231.279999,233.869995,738500,226.757614
"312",234.559998,235.869995,232.360001,233.559998,963800,226.457001
"313",233.289993,236.929993,228.589996,230.419998,733600,223.412521
"314",231.910004,234.449997,230.130005,233.470001,539000,226.369766
"315",225.699997,232.020004,225.25,231.449997,1026200,224.411179
"316",233.270004,236.240005,232.320007,235.789993,610900,228.619186
"317",233.690002,235.729996,230.229996,231.460007,658200,224.420914
"318",232.679993,235.199997,231.899994,232.429993,380200,225.361389
"319",234.020004,234.669998,230.860001,231.699997,438200,224.653564
"320",230.789993,232.800003,229.690002,231,326700,223.974884
"321",232.089996,234.619995,231.330002,231.479996,398700,224.440262
"322",232.380005,233.279999,229.669998,230.320007,528600,223.315552
"323",231.059998,234.830002,230.529999,232.350006,353400,225.283829
"324",234.630005,238.919998,234.300003,237.160004,414100,229.947525
"325",237.369995,239.210007,236.539993,238.190002,399600,230.946198
"326",237.75,241.410004,236.889999,240.690002,401500,233.370209
"327",239.550003,241.089996,238.210007,238.929993,487700,231.663681
"328",239.619995,243.809998,238.440002,239.479996,657100,232.196976
"329",240.369995,240.440002,229.179993,231.820007,891600,224.769943
"330",232.300003,235.210007,230.690002,233.529999,845200,226.427933
"331",249.550003,255,246,250.610001,1709100,242.98851
"332",251.979996,252.800003,247.149994,248.419998,987700,240.865097
"333",250,250,241.710007,241.729996,841400,234.378555
"334",242.149994,248.830002,241.059998,247.679993,645700,240.147583
"335",246.740005,246.979996,243.389999,244.279999,521500,236.850998
"336",243.089996,246.369995,241.460007,245.830002,552500,238.353867
"337",245.419998,249.199997,244.470001,248.240005,307500,240.690552
"338",249.529999,251,248.669998,250.5,565900,242.881836
"339",249.809998,250.630005,248,250.410004,627600,242.794601
"340",249.5,250.360001,245.259995,249.910004,543100,242.309799
"341",250.5,252.139999,249.460007,249.720001,572900,242.12558
"342",249.880005,251.119995,247.889999,249.910004,325700,242.309799
"343",249.619995,249.710007,245.619995,246.139999,414600,238.654419
"344",247.059998,247.660004,242.809998,247.100006,423900,239.58522
"345",246.490005,249.809998,246.490005,247.339996,389900,239.817932
"346",246.080002,248.690002,246,246.550003,335900,239.051956
"347",247.289993,247.990005,243.25,244.860001,697900,237.413376
"348",245.399994,249.279999,244.820007,248.369995,536300,240.81662
"349",249.240005,249.520004,246.710007,248.210007,318400,240.661484
"350",248,250.259995,247.729996,249.490005,520500,241.902573
"351",249.940002,253.889999,249.720001,252.240005,521000,244.568924
"352",251.800003,254.220001,250.070007,250.339996,283600,242.726715
"353",249.460007,249.460007,243.179993,245.800003,673900,238.324799
"354",247.5,253.669998,246.929993,251.699997,586800,244.045349
"355",251.119995,252.559998,249.130005,251.479996,579600,243.832031
"356",253.419998,257.429993,252.610001,252.850006,557400,245.16037
"357",252.809998,256,252.600006,255.389999,488200,247.623123
"358",255.100006,263.25,255.009995,262.630005,805200,254.642914
"359",263.970001,269.820007,263.600006,269.630005,817900,261.430084
"360",270.220001,273.570007,267.709991,272.040009,889400,263.766693
"361",264.339996,271.660004,263.059998,270.040009,670900,261.827606
"362",269.5,270.720001,268.029999,269.769989,453300,261.565826
"363",269.570007,273.619995,268.679993,273.200012,551100,264.891571
"364",273.299988,276.119995,272.869995,273.579987,478400,265.259857
"365",274.410004,274.410004,270.640015,273.649994,538700,265.862244
"366",273.809998,277.359985,270.850006,277.339996,559300,269.447296
"367",277.179993,283.209991,275.380005,281.730011,509100,273.712341
"368",281.730011,288.040009,280.290009,287.390015,674200,279.211304
"369",290.019989,290.019989,285.690002,287.899994,587200,279.706726
"370",289.209991,292.670013,286.01001,290.76001,775600,282.485413
"371",293.679993,293.809998,289.339996,292.390015,519700,284.068939
"372",292.230011,293.48999,276.549988,279.51001,1182100,271.555511
"373",281.970001,286.170013,278.559998,283.109985,1211000,275.053009
"374",283.649994,285.160004,279.649994,281.470001,516600,273.459778
"375",279.899994,283.369995,279.200012,282.089996,324900,274.062103
"376",284.040009,284.369995,280.179993,282.170013,318300,274.139832
"377",278.640015,281.380005,276.549988,281,496100,273.003143
"378",282.730011,283.23999,278.730011,280.130005,202500,272.157867
"379",280.700012,281.859985,274.630005,277.73999,534500,269.835876
"380",278.950012,280.890015,278.369995,279.149994,482000,271.205719
"381",282,282.200012,277.660004,278.269989,529200,270.3508
"382",278.480011,280.600006,271.790009,272.390015,648800,264.638214
"383",271.399994,280.730011,271.399994,279.660004,784000,271.701263
"384",280.649994,280.649994,277.859985,279.029999,345400,271.089233
"385",279.209991,283.339996,278.920013,281.399994,456200,273.391785
"386",281.970001,283.690002,278.119995,279.190002,354000,271.244629
"387",278.519989,282.899994,277.630005,282.040009,844500,274.013489
"388",282.040009,284.880005,280.170013,283.679993,1079800,275.606873
"389",275,284.769989,272.899994,276.75,1970200,268.874115
"390",275,282.480011,275,277.170013,586600,269.282074
"391",276.769989,276.799988,271.200012,271.75,690400,264.016357
"392",271.559998,271.559998,262.029999,263.070007,913300,255.583389
"393",263.339996,266.140015,261.059998,262.200012,632100,254.738205
"394",261.910004,263.059998,259.649994,260,504900,252.600784
"395",262.869995,263.109985,259.790009,260.700012,694200,253.280838
"396",260.190002,261.570007,255.970001,256.410004,702300,249.112946
"397",255,263.079987,253.639999,262.660004,682800,255.185074
"398",263.5,270.73999,262.829987,270.339996,986600,262.646423
"399",269.600006,277.679993,269.600006,276.75,982200,268.874115
"400",277.5,279.869995,273.910004,279.5,613800,271.545776
"401",279.470001,282.459991,277.549988,280.140015,483400,272.167664
"402",278.269989,279.51001,275.540009,277.450012,443600,269.554138
"403",277.809998,287.519989,277,286.920013,556700,278.754669
"404",286.890015,295.23999,285.970001,291.450012,567600,283.155731
"405",289.769989,293.690002,288.5,291.309998,455200,283.019714
"406",293.109985,293.109985,286.899994,288.600006,334500,280.38681
"407",290.309998,290.309998,284.880005,287.51001,962000,279.327881
"408",285.5,287.790009,281.160004,284.190002,551400,276.102356
"409",285.959991,289.869995,284.899994,287.720001,631700,279.531952
"410",287.769989,289.059998,284.160004,285.040009,329800,276.928162
"411",285.049988,286.570007,281.839996,284.75,395700,276.646393
"412",285.429993,289.339996,284.790009,287.369995,275200,279.191833
"413",286.910004,292,286.359985,291.540009,432500,283.243164
"414",292.23999,294.51001,288.920013,289.399994,290400,281.164093
"415",289.440002,300.339996,289.440002,297.950012,680900,289.470764
"416",299,300,295.440002,297.890015,452900,289.412476
"417",298.5,299.790009,293.049988,299.429993,419200,290.908661
"418",301.309998,305.339996,300.070007,300.640015,402300,292.084229
"419",300,302.089996,299.290009,300.670013,216500,292.113373
"420",300.910004,302,297,298.559998,360700,290.063354
"421",298.899994,299.660004,295.950012,296.600006,418000,288.15921
"422",297.029999,297.119995,288.75,289.809998,540400,281.562408
"423",290.26001,292.850006,287.480011,290.529999,649600,282.261932
"424",289.079987,297.190002,289.079987,294.070007,294100,285.701141
"425",295.350006,296.089996,293.049988,293.779999,342900,285.419464
"426",292.269989,293.899994,286.170013,286.619995,404500,278.463165
"427",286.350006,287.160004,283.01001,285.23999,511800,277.122437
"428",286,286.179993,281.859985,284.839996,277200,277.268463
"429",285.950012,285.950012,278.640015,280.049988,738900,272.605774
"430",278.899994,279.26001,273.630005,274.600006,709900,267.300659
"431",274.320007,284.51001,274.299988,281.809998,637300,274.319031
"432",281.98999,281.98999,277.75,279.470001,465600,272.041199
"433",281.880005,283.619995,278.950012,282.709991,611400,275.195129
"434",283.850006,289.48999,283.720001,286.220001,871100,278.611786
"435",285.48999,290,282.420013,288.98999,587500,281.308197
"436",289.570007,293.5,289.5,290.790009,662300,283.060333
"437",290.899994,292.470001,286.230011,289.179993,413400,281.493164
"438",291.670013,293.929993,289.970001,293.450012,514500,285.649597
"439",293.209991,297.559998,292.880005,294.799988,409000,286.963684
"440",296.859985,296.859985,284.76001,285.519989,476500,277.93042
"441",286.859985,286.859985,281.130005,282.279999,290800,274.77655
"442",284,287.190002,281.910004,286,344500,278.397614
"443",283.609985,287.329987,280.279999,281.769989,389600,274.280029
"444",282.709991,285.529999,279.119995,282.910004,338100,275.389801
"445",280.299988,282.290009,275.48999,280.23999,343500,272.790741
"446",281.839996,288.640015,277.570007,284.179993,366800,276.626038
"447",284.179993,285.76001,274.269989,274.920013,613400,267.612213
"448",273.559998,278.059998,267.420013,270.880005,679300,263.679596
"449",275.459991,280.950012,272.559998,277.339996,583400,269.967834
"450",277.899994,279.859985,272.279999,272.940002,961000,265.684814
"451",264.799988,267.649994,257.200012,259.630005,2390800,252.728607
"452",261.339996,268.399994,255.080002,267.690002,963100,260.57431
"453",266.23999,268.679993,260.25,266.380005,823400,259.299133
"454",265.929993,270.980011,262.790009,267.75,798300,260.632782
