"","TRV.Open","TRV.High","TRV.Low","TRV.Close","TRV.Volume","TRV.Adjusted"
"67",120,120.779999,119.800003,120.150002,1063600,107.953819
"68",120.029999,121.419998,120.010002,121.110001,997600,108.81636
"69",120.669998,121.370003,120.379997,121.190002,1262600,108.888237
"70",121.07,121.629997,120.519997,121.459999,1352900,109.130821
"71",121.150002,121.440002,120.360001,120.529999,1062300,108.295235
"72",121.220001,121.940002,120.739998,121.919998,874400,109.544136
"73",121.43,121.629997,120.510002,120.75,1086500,108.492889
"74",121.260002,121.410004,119.949997,120.400002,1050900,108.178429
"75",118.059998,119.410004,117.339996,118.879997,3559900,106.812714
"76",119.550003,119.550003,118.519997,119.099998,2100700,107.010391
"77",120.959999,121.379997,119.760002,120.57,1957600,108.331161
"78",121.129997,121.699997,120.919998,121.32,1763300,109.005035
"79",121.459999,122.989998,121.400002,122.010002,2433200,109.625015
"80",122.110001,122.440002,121.620003,122.160004,1658200,109.759773
"81",122.169998,122.360001,121.510002,121.660004,1290200,109.310524
"82",121.790001,121.790001,121.150002,121.18,1660800,108.879257
"83",121,121.379997,120.110001,120.360001,1162700,108.142487
"84",120.099998,121.110001,120.099998,120.809998,841500,108.546783
"85",121.419998,121.650002,120.269997,120.809998,1036000,108.546783
"86",121.019997,121.32,120.599998,121.300003,1286300,108.987061
"87",121.300003,121.550003,120.769997,121.010002,1390500,108.726517
"88",120.93,121.160004,119.800003,119.949997,1466800,107.774086
"89",119.629997,120.980003,119.629997,120.690002,1448800,108.438988
"90",120.160004,120.739998,119.690002,120.540001,1370800,108.304207
"91",120.150002,120.980003,120.019997,120.589996,1127500,108.349152
"92",120.57,121.360001,120.160004,120.25,1174600,108.043633
"93",120.269997,120.669998,119.760002,119.93,1168000,107.756134
"94",119.93,120.57,119.07,120.25,1399400,108.043633
"95",120.129997,121.870003,119.75,120.879997,2123500,108.609703
"96",120.849998,121.199997,120,120.790001,1573000,108.528831
"97",120.830002,122.129997,120.68,121.650002,1272600,109.301544
"98",121.559998,122.120003,121.400002,121.660004,1128600,109.310524
"99",121.769997,122.169998,121.57,122.050003,1116700,109.660942
"100",122.589996,123.940002,122.379997,123.720001,1849300,111.1614
"101",123.589996,123.919998,123.339996,123.660004,925600,111.107506
"102",123.360001,124.230003,123.160004,123.730003,1139200,111.170403
"103",123.870003,124.959999,123.540001,124.849998,2124400,112.17672
"104",124.970001,125.449997,124.449997,125.400002,1429200,112.670883
"105",125.330002,125.800003,124.989998,125.150002,1210200,112.446266
"106",125,125.739998,124.93,125.379997,1052400,112.652901
"107",125.190002,125.449997,124.019997,124.029999,1277700,111.439964
"108",123.870003,124.110001,123.239998,123.5,1138900,111.611687
"109",123.5,124.519997,123.190002,123.779999,1826500,111.8647
"110",123.860001,125.25,123.779999,125.230003,1038500,113.17514
"111",125.209999,125.669998,124.779999,125.669998,1534100,113.572769
"112",125.57,126.099998,125.32,126.099998,1297600,113.961388
"113",126.400002,128.169998,126.059998,127.959999,1572800,115.642334
"114",127.940002,129.289993,127.830002,129.020004,1820600,116.600311
"115",129.479996,129.600006,128.25,129.440002,2470700,116.979866
"116",129.399994,129.490005,128.020004,128.270004,1405900,115.922501
"117",128.350006,129.149994,128.300003,128.75,1163700,116.356285
"118",128.75,129.100006,128.389999,128.580002,1115300,116.20266
"119",128.169998,128.710007,128.149994,128.309998,1116500,115.958633
"120",128,128.639999,127.169998,127.660004,1899300,115.371216
"121",127.599998,128.169998,127.290001,127.949997,1004800,115.633301
"122",128.380005,128.380005,127.330002,127.379997,1027500,115.118156
"123",127.730003,128.429993,127.389999,127.779999,1324700,115.479675
"124",128.220001,128.229996,125.959999,126.389999,1909100,114.223465
"125",126.519997,126.919998,125.800003,126.529999,1186500,114.349976
"126",126.980003,128.240005,126.690002,127.339996,932700,115.082008
"127",127.470001,127.470001,126.129997,126.370003,1402600,114.205399
"128",126.510002,127.050003,126,126.18,1014600,114.033699
"129",126.790001,127.279999,126.010002,127.169998,987100,114.928391
"130",126.57,126.980003,125.769997,125.769997,1518100,113.663147
"131",125.959999,126.019997,124.349998,125.050003,937300,113.012466
"132",125.610001,125.900002,124.980003,125.25,1034500,113.193199
"133",125.25,125.68,124.760002,125.43,886700,113.355881
"134",125.25,125.970001,124.620003,125.720001,1382400,113.617966
"135",126.040001,126.279999,125.449997,126.230003,937400,114.078865
"136",126.050003,126.089996,125.07,125.529999,1407700,113.446228
"137",125.970001,126.580002,124.589996,126.459999,1324100,114.286736
"138",123.279999,125.410004,122.889999,124.57,2219400,112.578659
"139",124.379997,125.199997,123.529999,125.150002,1373100,113.102837
"140",125.25,126.580002,125.199997,126.379997,1392800,114.214417
"141",127.790001,128.210007,127.190002,127.459999,1578200,115.190468
"142",127.309998,127.57,125.699997,126,1288900,113.87101
"143",125.309998,126.239998,124.860001,125.879997,1693300,113.762558
"144",126.110001,127.470001,125.730003,127.209999,1277200,114.964531
"145",127.510002,128.270004,127.339996,128.089996,1074500,115.759827
"146",128.5,129.25,128.139999,129.210007,1519000,116.771996
"147",129.020004,129.910004,128.559998,128.729996,1402200,116.338219
"148",128.789993,129.850006,128.509995,129.559998,1081200,117.088318
"149",129.820007,130,128.970001,129.690002,1952500,117.205795
"150",129.270004,129.850006,128.619995,128.800003,1008300,116.401474
"151",128.75,129.160004,128.449997,128.550003,1041500,116.175552
"152",128.869995,130.179993,128.339996,130.149994,1605100,117.621521
"153",129.720001,130.179993,129.199997,129.690002,2422200,117.205795
"154",129.940002,130.360001,128.039993,128.179993,1535100,115.841141
"155",128.330002,129.059998,128.220001,128.789993,1092700,116.392448
"156",129,129.419998,128.660004,129.050003,1139500,116.627426
"157",129.619995,130.369995,129,129.470001,1424100,117.006981
"158",129.639999,129.639999,128.050003,128.190002,1622100,115.850204
"159",128.270004,128.529999,127.519997,127.889999,1246900,115.579071
"160",128.070007,128.070007,126.919998,127.449997,1063800,115.181427
"161",127.919998,128.089996,127.440002,127.769997,1113600,115.470627
"162",127.75,128.220001,126.989998,127.160004,947000,114.919342
"163",127.330002,127.370003,125.510002,125.57,1045100,113.482399
"164",125.989998,126.690002,125.559998,126.470001,1331600,114.295776
"165",124.919998,125.510002,122.419998,123.230003,2534900,111.367661
"166",122.599998,123.959999,122.279999,123.010002,1476200,111.168846
"167",123.209999,123.529999,121.620003,121.809998,1349000,110.084335
"168",122.050003,122.160004,120.160004,121.18,2156600,109.514999
"169",121.739998,121.75,119.669998,119.900002,1546900,108.358223
"170",119.010002,119.040001,115.209999,115.43,3655100,104.318497
"171",116,118.400002,115.449997,117.730003,3561900,106.397095
"172",116.589996,116.949997,113.760002,115.18,2715700,104.73307
"173",114.709999,120.830002,114.480003,119.760002,4215400,108.897659
"174",123.510002,126.68,122.370003,122.559998,3440400,111.44371
"175",122.550003,123.190002,121.32,122.480003,1811200,111.370949
"176",122.230003,122.480003,120.790001,121.510002,1561300,110.488945
"177",121.470001,121.470001,118.75,119.959999,1812900,109.079529
"178",120.589996,121.160004,119.480003,120.699997,3062500,109.752411
"179",120.720001,121.080002,120.129997,120.720001,1068400,109.770584
"180",120.639999,121.419998,120.459999,120.580002,1248300,109.643295
"181",121.07,121.980003,119.900002,121.910004,1489300,110.852676
"182",122.110001,122.900002,121.129997,121.489998,1209300,110.470741
"183",121.489998,122.169998,121.050003,122.040001,1291800,110.970886
"184",121.959999,122.970001,121.550003,122.669998,1136500,111.543732
"185",122.669998,123.489998,122.239998,122.57,1297700,111.452789
"186",123.459999,123.459999,122.489998,122.589996,1103400,111.47097
"187",122.410004,123.260002,122.25,122.800003,1097100,111.661942
"188",122.620003,123.199997,121.900002,122.519997,1285800,111.407333
"189",122.870003,123.470001,121.720001,123.32,1587200,112.134773
"190",123.309998,123.730003,122.389999,123.699997,1275600,112.480293
"191",123.709999,124.290001,123.279999,123.900002,836900,112.662163
"192",123.980003,124.839996,123.699997,124.440002,1135700,113.153191
"193",124.580002,125.360001,124.239998,125.07,1151900,113.726051
"194",124.800003,125.489998,124.349998,124.949997,723700,113.616928
"195",124.879997,125.949997,124.769997,125.940002,967500,114.517128
"196",125.639999,126.32,125.489998,125.610001,1059400,114.217072
"197",126.019997,126.5,125.459999,125.949997,1022200,114.526237
"198",126.160004,127.169998,125.790001,126.669998,1086900,115.180916
"199",127.330002,129.619995,126.900002,128.820007,1765900,117.135933
"200",128.440002,128.860001,127.5,128.649994,1808200,116.981331
"201",128.699997,130.160004,128.470001,130.020004,1990900,118.227074
"202",129.779999,133.169998,128.240005,133.169998,2970500,121.09137
"203",134,134.110001,132.529999,133.320007,1838800,121.227783
"204",133.729996,134.470001,132.880005,134.449997,1790200,122.255272
"205",134.039993,134.399994,132.720001,133.190002,1712300,121.109566
"206",133.380005,133.440002,131.75,131.779999,1628900,119.827446
"207",132.720001,132.889999,130.75,131.940002,1490800,119.972939
"208",131.550003,131.679993,130.050003,131.059998,1602400,119.172745
"209",131.089996,132.880005,130.800003,132.619995,1579100,120.591255
"210",132.479996,132.949997,132.220001,132.449997,1499900,120.436668
"211",133.979996,134.029999,132.630005,133.470001,1749600,121.364151
"212",133.929993,135.710007,132.960007,134.690002,2167900,122.473526
"213",134.449997,134.729996,132.869995,133.320007,1088800,121.227783
"214",133.550003,133.779999,132.820007,133.440002,734600,121.336861
"215",133.979996,134.740005,133.410004,133.720001,1495200,121.591499
"216",133.880005,134.550003,133.440002,133.520004,1565000,121.409645
"217",133.119995,135.080002,132.440002,134.529999,1353100,122.328011
"218",134.009995,135.660004,133.350006,135.539993,2107100,123.246399
"219",135.160004,135.440002,133.199997,133.320007,2742700,121.227783
"220",132.850006,133.979996,131.690002,133.860001,1812200,121.718765
"221",133.119995,134.199997,132.75,133.710007,1837900,121.582413
"222",133.380005,133.559998,130.660004,130.809998,2375800,118.945427
"223",130.669998,130.789993,129.720001,129.919998,2372100,118.136124
"224",129.940002,130.220001,128.789993,129.770004,1565600,117.999763
"225",130.339996,131.029999,130.020004,130.630005,1128600,118.781754
"226",130.470001,130.770004,129.720001,130.009995,779700,118.217979
"227",130.029999,130.259995,129.600006,129.830002,305400,118.054306
"228",129.779999,130.889999,129.660004,130.479996,1349500,118.645355
"229",130.289993,133.190002,130,133.009995,1821300,120.945885
"230",133.779999,135.029999,133.059998,134.529999,1772300,122.328011
"231",135.210007,136.479996,133.820007,135.570007,2193900,123.273689
"232",136.259995,136.440002,134.100006,136.210007,2548800,123.855652
"233",136.419998,137.949997,135.809998,136.360001,2188000,123.992043
"234",135.619995,137.25,135.119995,135.320007,1463900,123.046349
"235",135.720001,136.149994,135.110001,135.360001,1044800,123.082726
"236",134.800003,135.139999,133.949997,134.210007,1081200,122.037056
"237",133.759995,133.809998,132.809998,133.75,1085300,122.274734
"238",133.919998,133.990005,132.539993,133.160004,1068700,121.735359
"239",132.820007,134.600006,132.759995,134.350006,1404700,122.823235
"240",134.369995,134.369995,133.220001,133.559998,1328600,122.101013
"241",134,134.169998,131.850006,132.580002,1278700,121.205109
"242",133.229996,135.350006,132.910004,134.889999,3170700,123.316925
"243",135.600006,137.289993,134.690002,135.210007,1692800,123.609482
"244",136.009995,136.610001,134.929993,135.539993,1393000,123.911148
"245",136.449997,136.449997,134.800003,135.259995,1070200,123.655182
"246",135.880005,136.199997,131.440002,134.440002,937400,122.90554
"247",134.699997,134.860001,133.910004,134.389999,878600,122.85981
"248",134.899994,135.610001,134.160004,134.779999,564600,123.216377
"249",134.929993,135.139999,134.289993,134.770004,945400,123.207199
"250",135.25,135.699997,134.789993,135.660004,698700,124.020859
"251",136.020004,136.490005,135.279999,135.639999,827600,124.002563
"252",136.300003,136.300003,131.460007,131.979996,2388800,120.656593
"253",131.440002,132.779999,131.440002,132.399994,1308100,121.04055
"254",133.179993,133.75,132.360001,132.399994,1195500,121.04055
"255",132.580002,132.580002,131.369995,132.160004,1144100,120.821136
"256",132.160004,132.399994,131.100006,131.449997,1343300,120.17205
"257",132.589996,134.190002,132.199997,132.470001,2120800,121.104568
"258",132.5,133.020004,131.820007,132.110001,1171700,120.775429
"259",132.089996,132.880005,131.660004,132.339996,1046500,120.985695
"260",133.050003,134.990005,132.029999,134.729996,2010100,123.170639
"261",135.100006,136.029999,134.419998,135.520004,1809300,123.89286
"262",136.600006,137.399994,135.529999,136.860001,1730100,125.117889
"263",137.059998,137.699997,136.179993,137.339996,1561200,125.556717
"264",137.759995,137.990005,136.690002,137.850006,1628100,126.022972
"265",137.460007,139.350006,137.320007,139.350006,2922500,127.394287
"266",144.339996,146.960007,142.789993,146.259995,5048100,133.711426
"267",146.910004,148.050003,146.270004,147.619995,2377500,134.954758
"268",147.429993,148.880005,146.949997,148.470001,2213500,135.731812
"269",149.399994,150.190002,148.259995,149.419998,2538400,136.600296
"270",149.520004,149.690002,148.559998,148.960007,1866500,136.179764
"271",148.690002,150.419998,148,148.720001,2397400,135.960327
"272",148.309998,150.179993,147.720001,149.919998,2083600,137.057373
"273",149.679993,150.479996,148.800003,150,1993900,137.130539
"274",149.690002,150.550003,147.809998,147.949997,2297900,135.256409
"275",146.630005,147.880005,139.570007,141.520004,3358900,129.378082
"276",137.020004,141.210007,136.330002,140.850006,3932100,128.765579
"277",140.080002,143.940002,139.960007,142.139999,3034200,129.944901
"278",141.520004,141.979996,134.910004,135.009995,3160300,123.426628
"279",135.910004,138.149994,132.759995,137.080002,3655400,125.319016
"280",137.270004,139.169998,136.080002,138.139999,2404600,126.288101
"281",137.639999,138.820007,136.720001,138.580002,1282300,126.690308
"282",137.630005,140.880005,137.630005,140.600006,1907100,128.537018
"283",141.949997,142.240005,139.910004,140.880005,1406200,128.793015
"284",140.929993,141.880005,140.440002,141.160004,1923900,129.048965
"285",140.479996,140.800003,138.389999,139.070007,1533100,127.138329
"286",139.279999,140.919998,138.520004,138.539993,1334500,126.65374
"287",138.679993,139.990005,137.350006,137.639999,1744700,125.830986
"288",138.300003,139.850006,137.570007,139.740005,2006300,127.750847
"289",140.210007,143.399994,140.210007,142.580002,1809600,130.347153
"290",143.130005,143.410004,141.080002,141.539993,1869500,129.396378
"291",141.970001,142.770004,138.889999,139,1462500,127.074303
"292",139.399994,139.940002,137.179993,138.970001,2382100,127.04689
"293",138,138.809998,136.759995,137.880005,1844200,126.050415
"294",138.020004,140.380005,137.699997,139.580002,1903200,127.604546
"295",140.130005,141.529999,139.300003,141.389999,1468800,129.259232
"296",140.449997,140.720001,137.529999,138.880005,1779400,126.964577
"297",138.919998,139.860001,138.199997,139.669998,1657200,128.352234
"298",140.199997,142.429993,139.830002,142.300003,1429200,130.769104
"299",142.789993,143.25,140.899994,141.490005,1215700,130.02475
"300",142.289993,142.610001,140.509995,140.690002,1347500,129.289597
"301",141.679993,141.679993,139.009995,139.520004,1285100,128.214371
"302",140.240005,141.820007,139.380005,140.470001,1318700,129.087402
"303",140.149994,142.100006,140.029999,141.320007,3954900,129.86853
"304",141.289993,141.289993,139.559998,140.020004,1515200,128.673904
"305",140.639999,142.119995,140.179993,141.479996,973800,130.015579
"306",141.559998,142.639999,140.399994,141.100006,1316300,129.666367
"307",140.009995,140.630005,138.089996,138.149994,2353100,126.955414
"308",138.389999,138.389999,134.770004,134.899994,1690900,123.968765
"309",136.570007,138.389999,136.169998,138.220001,1364500,127.019745
"310",139.179993,139.179993,135.929993,136.75,1513000,125.668846
"311",137.119995,139.339996,136.490005,138.789993,1788100,127.543564
"312",139.479996,139.970001,138.470001,138.860001,1378000,127.607864
"313",138.520004,138.729996,132.889999,134.839996,2215400,123.913605
"314",135.399994,137.279999,134.839996,136.990005,1472100,125.889435
"315",135.020004,138.809998,134.539993,138.630005,1479700,127.396515
"316",139.199997,140.029999,138.050003,139.289993,1209600,128.003006
"317",138.550003,139.539993,136.429993,137.25,1738600,126.128349
"318",137.759995,139.119995,136.470001,137.229996,1758300,126.10997
"319",138.699997,139.259995,137.119995,137.860001,1325900,126.688919
"320",135.800003,137.130005,135.639999,136.589996,920300,125.52182
"321",137.350006,138.330002,136.729996,137.289993,1094200,126.165108
"322",138.369995,138.610001,135.600006,136.289993,1030600,125.246101
"323",137.550003,138.320007,136.300003,137.550003,1354900,126.404022
"324",138.470001,138.990005,137.009995,137.339996,1817400,126.211037
"325",137.770004,137.919998,135.179993,136.470001,1399000,125.411522
"326",135.75,137.520004,135.649994,136.589996,1716100,125.52182
"327",136.860001,137.839996,135.850006,136.839996,1428500,125.751556
"328",137.089996,137.679993,136.029999,137.229996,1720400,126.10997
"329",132.139999,133.929993,130.789993,132.880005,3147900,122.112457
"330",131.910004,133.279999,131.389999,132.220001,1860000,121.505928
"331",132.339996,133.330002,131.509995,132.949997,1712800,122.176773
"332",132.339996,133.779999,131.949997,133.190002,1107100,122.397331
"333",133.880005,134.350006,131.479996,131.600006,1712100,120.936157
"334",131.559998,131.559998,129.699997,131.089996,1264700,120.467522
"335",130.509995,130.789993,127.230003,128.320007,2205800,117.921967
"336",127.410004,127.809998,125.150002,127.309998,2267700,116.99379
"337",126.709999,130.440002,126.519997,129.710007,1545400,119.199326
"338",129.639999,129.830002,128.770004,128.990005,1222900,118.537674
"339",128.979996,129.630005,127.889999,128.660004,1239000,118.234413
"340",129.389999,130.210007,128.580002,129.75,1164900,119.236084
"341",129.940002,131.149994,129.440002,130.880005,916700,120.274521
"342",130.990005,132.089996,130.610001,131.25,1046700,120.614517
"343",131.509995,131.770004,129.720001,130,1221100,119.465828
"344",129.199997,130.350006,128.839996,129.860001,1547500,119.337158
"345",129.830002,130.539993,129.520004,130.149994,840500,119.603653
"346",130,130.830002,129.679993,130.720001,807800,120.127464
"347",130.759995,130.770004,129.520004,129.850006,986100,119.327995
"348",130.710007,131.960007,130.020004,131.139999,1027600,120.513458
"349",131.130005,132.059998,130.570007,131.419998,769200,120.770737
"350",131.100006,131.240005,130.110001,130.899994,1085800,120.292892
"351",130.770004,130.850006,129.339996,130.649994,818100,120.063126
"352",130.169998,131.470001,130.139999,131.029999,846500,120.412361
"353",129.889999,130.160004,127.510002,128.210007,1742500,117.820869
"354",129.179993,130.720001,128.910004,130.169998,1273600,119.622055
"355",129.910004,129.940002,127.709999,128.520004,1790200,118.105751
"356",129.839996,129.979996,128.710007,129.289993,1001100,118.813347
"357",129.940002,130.509995,129.520004,129.720001,1064000,119.208488
"358",129.259995,129.520004,128.080002,129.169998,1381200,118.703087
"359",129.899994,130.479996,127.610001,128.770004,2388700,118.335495
"360",128.369995,130.080002,127.639999,129.770004,1463300,119.971855
"361",129.990005,131.639999,129.550003,131.320007,1606400,121.404808
"362",131.339996,131.490005,130.440002,130.5,807800,120.646744
"363",130.509995,130.889999,129.100006,129.580002,1088400,119.796188
"364",130.029999,130.820007,129.229996,129.720001,1170200,119.925613
"365",129.940002,130.080002,128.75,128.860001,1219000,119.130554
"366",128.059998,129.429993,127.760002,129.369995,3281500,119.602051
"367",128.050003,128.25,126.739998,127.589996,1689800,117.956451
"368",126.540001,128.350006,126.540001,128.160004,1153500,118.483398
"369",128.800003,128.830002,124.910004,124.989998,1442500,115.552765
"370",124.370003,124.940002,122.830002,123.449997,1593800,114.129028
"371",124.199997,125.309998,123.68,124.410004,1485200,115.016563
"372",124.309998,124.919998,122.459999,123.720001,1704700,114.378639
"373",123.830002,124.400002,122.529999,122.620003,1312900,113.361694
"374",122.529999,123.470001,121.290001,121.339996,1055700,112.178329
"375",121.040001,122.830002,120.739998,122.449997,1265800,113.204536
"376",122.489998,124.019997,122.099998,122.339996,1220500,113.102829
"377",122.080002,122.449997,121.400002,122.389999,1095500,113.149063
"378",123.07,124.050003,122.639999,122.769997,659100,113.500366
"379",123.43,123.489998,121.809998,122.599998,1292000,113.343208
"380",122.610001,123.800003,121.82,123.18,1007000,113.879425
"381",123.839996,125.599998,123.540001,125.400002,1130300,115.931801
"382",125.589996,126.139999,125.389999,125.870003,1366600,116.366318
"383",125.360001,125.669998,124.529999,125.050003,1200400,115.608223
"384",126.43,126.43,125.110001,126.019997,1297100,116.50499
"385",126.169998,126.790001,125.459999,126.629997,902100,117.068924
"386",127.010002,128.229996,126.620003,128.190002,1101000,118.511162
"387",128.580002,129.449997,127.870003,128.789993,2028100,119.065834
"388",128.830002,130.460007,128.339996,130,1461000,120.184494
"389",127,127.5,124.610001,125.18,2796100,115.728424
"390",124.860001,126.129997,124.339996,125.199997,1879900,115.746902
"391",125.550003,125.550003,123.580002,124.239998,1654700,114.85939
"392",124.739998,125.389999,123.940002,124.75,1899000,115.330879
"393",124.769997,126.43,123.980003,126.279999,2167900,116.745361
"394",127.25,130.119995,126.489998,129.490005,2253500,119.713013
"395",129.940002,131.630005,129.710007,130.729996,1954000,120.85936
"396",130.520004,131.979996,130.130005,131.100006,1487700,121.201424
"397",131.279999,131.419998,129.770004,130.139999,1679200,120.313927
"398",130.029999,130.449997,128.910004,128.960007,1388500,119.223015
"399",128.059998,128.860001,127,128.330002,1778600,118.640579
"400",128.139999,129.699997,127.730003,129.699997,1882800,119.907112
"401",129.720001,130.520004,129.600006,130,1544100,120.184494
"402",130.509995,131.130005,129.779999,129.940002,817500,120.129013
"403",129.869995,129.869995,129.110001,129.210007,1430700,119.454132
"404",129.100006,130.119995,128.610001,129.559998,859300,119.777695
"405",128.729996,129.160004,127.610001,128.869995,957800,119.139793
"406",128.690002,129.350006,127.610001,128.050003,1209800,118.381721
"407",127.959999,127.989998,126.68,127.540001,1143800,117.910225
"408",127.120003,129.089996,126.919998,128.770004,1261600,119.047356
"409",129.259995,130.970001,129.139999,130.339996,1324500,120.49881
"410",130.169998,130.809998,129.610001,130.419998,1664300,120.572777
"411",130.75,131.639999,130.5,131.419998,1147000,121.497253
"412",131.220001,132.259995,130.929993,131.710007,1267400,121.765366
"413",131.880005,131.880005,129.259995,129.410004,1083900,119.63903
"414",129.5,129.869995,128.940002,129.520004,1115400,119.740746
"415",130.059998,130.679993,129.850006,130.509995,1180300,120.655975
"416",131.809998,132.330002,131.339996,131.889999,1277700,121.931786
"417",132.050003,132.770004,132.050003,132.279999,1056000,122.292336
"418",132.580002,133.25,131.940002,132.660004,1024600,122.643631
"419",132.550003,132.639999,131.100006,131.649994,1262100,121.709908
"420",131.419998,131.720001,130.669998,131.600006,1002900,121.663666
"421",131.710007,132.240005,131.009995,132.130005,973900,122.153648
"422",132.020004,133.309998,132.020004,132.589996,1209500,122.578918
"423",132.429993,133.399994,132.089996,132.570007,1274200,122.560432
"424",131.539993,132.110001,129.970001,130.089996,1300200,120.970314
"425",129.389999,129.550003,126.93,127.599998,1840800,118.654854
"426",126.519997,128.309998,125.709999,127.849998,1797100,118.887352
"427",127.870003,128.199997,126.300003,126.889999,1750400,117.994637
"428",128.5,129.410004,127.739998,128.830002,1413400,119.798637
"429",129,130.119995,128.679993,130.009995,1194700,120.89592
"430",130.220001,130.600006,129.589996,129.889999,996200,120.784325
"431",130,131.740005,129.5,131.369995,1473600,122.160591
"432",131.669998,133.5,131.369995,132.5,1470900,123.211365
"433",133.330002,134.610001,133.100006,134.149994,1635700,124.745697
"434",134.460007,134.509995,133.190002,134.440002,2738500,125.015373
"435",134.440002,134.440002,132.720001,132.830002,1055700,123.518211
"436",133.100006,133.100006,131.139999,131.289993,844500,122.086197
"437",131.740005,131.740005,129.199997,129.5,1317100,120.421677
"438",129.389999,129.929993,128.470001,129.119995,836500,120.068306
"439",128.710007,129.919998,128.220001,129.710007,1452900,120.616951
"440",130,130.639999,128.630005,128.970001,1362900,119.928818
"441",128.690002,129.600006,128.240005,129.509995,1311100,120.430977
"442",130.169998,130.339996,129.070007,129.539993,1547200,120.458862
