"","ROK.Open","ROK.High","ROK.Low","ROK.Close","ROK.Volume","ROK.Adjusted"
"65",156.759995,159.779999,155.009995,155.179993,1401900,141.550568
"66",155.179993,156.589996,154.5,155.880005,591800,142.189163
"67",155.389999,156.270004,154.919998,155.279999,1375000,141.641815
"68",155.589996,157.479996,155.509995,156.050003,548600,142.344193
"69",155.410004,156.229996,154.259995,156.110001,635100,142.398911
"70",155.660004,156.160004,150.089996,150.229996,1886200,137.035339
"71",149.710007,150.520004,148.350006,148.429993,1332400,135.393448
"72",148.720001,150.710007,148.309998,150.520004,885200,137.299881
"73",149.399994,150.029999,148.320007,149.529999,842800,136.39682
"74",150.820007,152.580002,148.889999,149.580002,839800,136.442459
"75",150.429993,154.149994,149.880005,153.820007,1474600,140.310089
"76",153.740005,154.300003,152.940002,153.589996,816000,140.10025
"77",155.990005,157.300003,155.589996,156.949997,1366400,143.165146
"78",158.240005,160.710007,157.440002,160.139999,1989900,146.074966
"79",161.770004,165,159.539993,159.960007,2074600,145.910751
"80",160.210007,161.169998,158.740005,159.270004,1152000,145.281372
"81",158.520004,159.669998,157.309998,157.350006,1450600,143.530029
"82",158.130005,158.130005,155.389999,156.5,1206600,142.754669
"83",156.550003,157.309998,154.589996,155.970001,1360700,142.271164
"84",155.190002,156.080002,153.460007,154.539993,1486400,140.966782
"85",155.070007,155.5,153.059998,154.899994,1454500,141.295166
"86",155.229996,156.490005,154.929993,156.389999,709500,142.654327
"87",156.479996,156.820007,155.25,156.130005,675100,142.417191
"88",156.100006,157.279999,155.369995,157.130005,720000,143.329346
"89",157.279999,158.770004,156.830002,157.639999,1036000,143.794525
"90",156.380005,157.309998,154.759995,156.869995,668200,143.785385
"91",156.470001,156.729996,155.369995,155.699997,519900,142.712967
"92",156.490005,158.600006,156.490005,158.020004,1067600,144.839462
"93",158.380005,158.380005,156.589996,157.5,807000,144.362839
"94",157.5,157.5,152.880005,153.740005,1167000,140.916473
"95",152.720001,155.369995,151.779999,154.220001,959100,141.356415
"96",155.279999,158.139999,154.699997,157.360001,856200,144.234512
"97",158,160.240005,158,158.449997,1017900,145.233551
"98",158.899994,159.860001,157.539993,158.589996,820300,145.361877
"99",158.949997,159.419998,157.339996,158.009995,722000,144.830261
"100",158.169998,159.410004,157.529999,159.259995,1060600,145.976028
"101",159,159.669998,158.270004,159.279999,447000,145.994354
"102",158.899994,159.850006,158.589996,159.380005,506500,146.086029
"103",159.399994,159.929993,157.910004,158.720001,1268900,145.481064
"104",159.25,162.220001,158.479996,161.070007,815200,147.63504
"105",161,163.919998,160.600006,162.389999,940500,148.844986
"106",162.210007,163.020004,161.619995,162.160004,622900,148.63414
"107",161.639999,162.130005,159.720001,159.740005,908300,146.415985
"108",159.779999,159.889999,156.320007,157.520004,1109200,144.38118
"109",157.520004,160.470001,157.309998,160.050003,658000,146.70015
"110",160.710007,162.979996,160.710007,162.130005,705700,148.606628
"111",162.020004,162.729996,160.940002,161.300003,892100,147.84584
"112",161.380005,162.350006,160.630005,161.009995,622100,147.580002
"113",160.889999,161.169998,158.729996,159.860001,662700,146.525986
"114",158.399994,161.669998,158.080002,161.600006,880400,148.12085
"115",162.089996,164.130005,161.130005,164.089996,1112000,150.403152
"116",164.839996,165.389999,162.970001,164.059998,694600,150.375641
"117",163.059998,163.919998,161.949997,162.149994,583500,148.624969
"118",162.850006,163.009995,159.869995,160.119995,621700,146.764282
"119",160.259995,161.089996,159.330002,160.529999,393400,147.140106
"120",161.369995,162.419998,160.169998,162.190002,1331000,148.661621
"121",162.929993,163.229996,161.270004,161.360001,359400,147.900864
"122",161.619995,161.869995,159.089996,159.369995,511800,146.076828
"123",160.309998,160.809998,159.610001,160.529999,707800,147.140106
"124",160.960007,162.119995,158.029999,158.820007,858200,145.572739
"125",159.369995,162.710007,159.369995,161.960007,702600,148.450806
"126",162.679993,163.929993,162.139999,162.839996,403400,149.257446
"127",162.559998,163.809998,161.570007,163.490005,698900,149.85321
"128",163.190002,164.630005,162.419998,162.789993,705200,149.211563
"129",163.119995,165.520004,162.509995,164.429993,553100,150.714752
"130",163.410004,165.800003,163.360001,164.690002,559200,150.95314
"131",164.589996,164.830002,163.179993,164.160004,642600,150.4673
"132",164.869995,166.029999,164.630005,165.729996,535400,151.906342
"133",165.729996,166.449997,165.039993,165.679993,638900,151.860504
"134",166.059998,167.800003,165.789993,167.339996,766000,153.38208
"135",167.199997,167.339996,166.089996,166.300003,485000,152.428848
"136",166,166.169998,165,165.490005,580900,151.686386
"137",165.5,167.369995,165.339996,167.339996,684100,153.38208
"138",167.179993,167.970001,165.630005,166.830002,685300,152.914612
"139",165.960007,166.630005,163.929993,165.080002,633600,151.310593
"140",165.470001,165.470001,163.600006,163.960007,937100,150.284027
"141",165.270004,166.279999,161.770004,163.100006,1452500,149.495697
"142",158.490005,164.899994,158,162.779999,1939200,149.202408
"143",163.470001,166.710007,163.279999,164.970001,1018800,151.209732
"144",164.979996,165,163.270004,164.470001,653400,150.751465
"145",165,166.630005,164.759995,165.029999,636700,151.264709
"146",165.190002,165.539993,162.550003,163.570007,824100,149.926559
"147",163.149994,166.160004,163.149994,165.220001,786000,151.438904
"148",165.130005,166.100006,164.820007,165.529999,519400,151.723068
"149",165.630005,166.050003,164.75,164.899994,536300,151.145584
"150",164.960007,166.529999,164.830002,165.820007,708200,151.988846
"151",165.639999,166.210007,164.990005,165.600006,434200,151.787201
"152",165.5,166.080002,164.899994,165.639999,435500,151.823868
"153",164.300003,164.509995,162.100006,162.210007,662100,149.36528
"154",162.75,162.75,161.509995,161.660004,680000,148.858856
"155",162.789993,164.509995,162.479996,163.960007,388300,150.976746
"156",164.020004,165.100006,164.020004,164.119995,407200,151.124054
"157",164.580002,165.320007,163.860001,164.029999,552200,151.041168
"158",163.210007,164.529999,161.220001,161.259995,536800,148.490524
"159",160.880005,163.259995,160.289993,161.380005,567800,148.601013
"160",161.360001,161.449997,159.580002,160.460007,605000,147.75386
"161",161.25,163.330002,160.839996,163.169998,402400,150.249283
"162",161.860001,162.070007,159.979996,160.009995,551900,147.339478
"163",160.240005,160.570007,159.320007,160.130005,600300,147.449997
"164",160.949997,161.520004,159.509995,159.610001,597000,146.971161
"165",160.449997,160.550003,158.889999,159.570007,341200,146.934326
"166",158.720001,160.619995,158.610001,160.380005,482500,147.680206
"167",160.389999,162.740005,160.389999,162.619995,383000,149.742828
"168",163.410004,164.300003,162.949997,164.059998,582900,151.068787
"169",164.690002,165.850006,164.300003,164.360001,452500,151.345032
"170",164.350006,165.25,163.050003,163.410004,775300,150.470261
"171",164.270004,164.820007,162.149994,162.320007,647700,149.466568
"172",162.809998,162.809998,161.210007,162.559998,931000,149.687592
"173",162.179993,164.679993,161.699997,164.009995,512100,151.022751
"174",165,169.350006,164.470001,168.839996,1094100,155.470291
"175",169.75,170.410004,168.619995,169.119995,621200,155.728104
"176",168.990005,170.449997,168.210007,169.889999,440700,156.43718
"177",169.259995,172.25,168.440002,172.149994,746400,158.518188
"178",171.619995,174.179993,171.619995,173.729996,1019600,159.973068
"179",173.949997,175.320007,173.130005,175.160004,558200,161.289825
"180",175.389999,177.339996,175.179993,177.130005,638200,163.103836
"181",177.520004,178.110001,176.320007,177.580002,686400,163.518234
"182",177.710007,177.970001,177,177.330002,435100,163.28801
"183",177.330002,177.720001,176.649994,177.550003,492100,163.490585
"184",177.490005,177.919998,176.509995,177.669998,367700,163.601105
"185",177.75,178.820007,176.770004,176.979996,611400,162.965744
"186",177.869995,178.479996,176.440002,177.330002,532600,163.28801
"187",177.059998,177.589996,175.5,177.270004,467200,163.232758
"188",177.199997,179.5,176.860001,178.210007,621400,164.098328
"189",178.800003,180.75,178,180.699997,724900,166.391144
"190",180.669998,180.979996,179.830002,180.800003,587800,166.483246
"191",180.919998,182.690002,180.710007,182.350006,556300,167.910507
"192",182.130005,182.970001,180.559998,182.509995,454900,168.057755
"193",182.360001,183.470001,182.059998,182.309998,481500,167.873627
"194",182.470001,183.880005,182.470001,183.270004,335400,168.757645
"195",184.139999,184.139999,182.490005,182.740005,371300,168.269592
"196",182.940002,183.770004,182.529999,183.75,375500,169.199615
"197",183.259995,185.289993,183.179993,184.5,444700,169.890274
"198",184.660004,186.490005,184.309998,185.880005,524200,171.16098
"199",187.119995,187.289993,185.910004,186.410004,390500,171.648956
"200",186.399994,187.279999,185.970001,186.270004,432500,171.520126
"201",185.899994,186.559998,184.559998,184.970001,730500,170.322998
"202",184.600006,186.690002,184.179993,186.440002,525400,171.67662
"203",186.899994,188.600006,186.809998,188.5,677900,173.573532
"204",188.699997,188.949997,187.160004,187.669998,392500,172.809235
"205",188.899994,189.910004,187.949997,188.679993,612000,173.739258
"206",188.25,188.990005,186.270004,187.070007,642500,172.256729
"207",188.119995,188.580002,187.149994,188.029999,511200,173.140717
"208",187.910004,188.919998,186.889999,188.779999,411800,173.831299
"209",188.339996,188.649994,186.070007,187,502300,172.192291
"210",210.660004,210.720001,195.330002,200.820007,3465200,184.917953
"211",202.289993,202.839996,194.979996,195.160004,1632100,179.7061
"212",195.869995,200.059998,195.539993,199.220001,759800,183.444611
"213",199.509995,199.610001,197.649994,198.380005,744000,182.671127
"214",197.660004,198.380005,196.440002,196.830002,1229800,181.243881
"215",197.050003,201.070007,196.490005,200.830002,1029900,184.927124
"216",192.699997,199.389999,192,193.779999,1459800,178.435379
"217",192.679993,193.130005,189.350006,189.809998,952100,174.77977
"218",189.75,193,188.309998,192.610001,541900,178.141708
"219",191.720001,193.130005,190.130005,192.539993,632200,178.07695
"220",191.820007,192.429993,190.720001,191.580002,575200,177.189056
"221",190.460007,190.460007,187.649994,188.729996,741400,174.553146
"222",200.110001,201.979996,193.089996,193.610001,2377900,179.066589
"223",193.029999,196.990005,193.029999,194.360001,1265000,179.760254
"224",194,195.800003,193.059998,194.229996,762400,179.640015
"225",194.75,195,191.919998,193.020004,1001400,178.52092
"226",190.429993,192.440002,188.880005,191.020004,1102000,176.671158
"227",191.800003,191.910004,190.089996,191.479996,280000,177.096603
"228",192.009995,192.619995,190.639999,191.039993,680200,176.689651
"229",189,198.020004,188.669998,197.130005,1895900,182.322174
"230",197,197.160004,188.830002,190.130005,1201900,175.848038
"231",191.149994,194.320007,190.720001,193.080002,1250600,178.576385
"232",192.940002,195.369995,188.600006,190.460007,862900,176.153214
"233",192.789993,195.800003,190.259995,190.779999,1326700,176.449173
"234",190.850006,192.559998,187.529999,187.679993,1155900,173.582016
"235",187.839996,191.710007,187.199997,190.589996,1156700,176.273453
"236",192.869995,193.740005,189.820007,192.259995,720900,177.818008
"237",193.690002,194.350006,191.949997,192.860001,596100,178.37294
"238",192.5,194.389999,190.360001,191.470001,485900,177.087357
"239",191.600006,192.800003,190.710007,190.75,470800,176.421417
"240",191.259995,193.160004,190.979996,191.460007,660800,177.07811
"241",192.190002,193.809998,189.350006,189.449997,629600,175.21907
"242",191.059998,192.139999,190.550003,190.929993,1121300,176.587921
"243",193.320007,194.479996,192.460007,192.830002,631400,178.345184
"244",193.089996,194.410004,191.830002,193.839996,768500,179.279327
"245",195.389999,195.589996,192.789993,193.070007,548500,178.567139
"246",194.119995,194.889999,192.529999,194.139999,450500,179.556778
"247",193.669998,194.679993,192.979996,194.570007,422500,179.954483
"248",194.570007,195.600006,194.259995,194.529999,287900,179.917496
"249",195,196.630005,194.639999,195.990005,389300,181.267792
"250",196.740005,197.710007,195.690002,197.529999,531700,182.692139
"251",198.100006,198.559998,196.320007,196.350006,486900,181.600769
"252",197.809998,198.5,195.220001,197.660004,613400,182.812363
"253",197.039993,200.720001,197.039993,200.550003,841400,185.485275
"254",201.630005,203.089996,199.229996,199.660004,734300,184.66217
"255",200.509995,200.509995,198.759995,199.970001,627400,184.948853
"256",199.970001,202.389999,199.039993,202.009995,765700,186.835602
"257",202.690002,203.820007,201.539993,202.75,489400,187.52002
"258",202.740005,203.490005,201,202.130005,543400,186.946594
"259",202.809998,206.139999,202.770004,206.139999,503500,190.65538
"260",206.179993,208.279999,205.710007,207.919998,603200,192.301682
"261",208.100006,209.380005,203.119995,205.020004,779500,189.619507
"262",206.389999,207.869995,205.320007,206.559998,742400,191.043854
"263",207.110001,207.740005,204.259995,205.050003,715300,189.647232
"264",205.190002,207.130005,203.360001,203.509995,1015300,188.222946
"265",204,204.399994,202.25,203.929993,897100,188.611374
"266",204,207.509995,203.179993,204.690002,1040000,189.314285
"267",206.860001,206.860001,198.770004,200.470001,1456500,185.41127
"268",201.100006,202.320007,198.009995,199.710007,1064800,184.708374
"269",199.740005,203.240005,199.619995,203.009995,873000,187.760452
"270",202.059998,203.960007,199.259995,199.779999,665200,184.773087
"271",198.660004,200.929993,197.610001,199.779999,621600,184.773087
"272",200.919998,201.009995,196.380005,197.289993,876000,182.470169
"273",197.110001,201.809998,196.470001,199.190002,1034900,184.227463
"274",197.570007,197.570007,193.009995,194.020004,1153800,179.445816
"275",192.610001,194.479996,184.559998,184.559998,1345400,170.696396
"276",178.279999,189.990005,176.699997,188.570007,1767000,174.405182
"277",187.990005,191.630005,187.240005,188.779999,984100,174.599396
"278",188.399994,188.820007,178.559998,178.729996,1264300,165.304306
"279",181.179993,184.869995,177.850006,183.039993,1418800,169.290558
"280",186.100006,188.080002,183.649994,186.300003,800500,172.305679
"281",183.979996,185.419998,182.029999,184.440002,1131700,170.585434
"282",183.440002,187.970001,183.440002,187.089996,823500,173.036346
"283",188.690002,188.889999,185.369995,187.580002,988200,173.489563
"284",186.25,188.600006,185.449997,185.559998,845900,172.388626
"285",184.289993,186.110001,183.050003,184.669998,692900,171.561844
"286",184.580002,187.669998,183.809998,183.949997,603500,170.89296
"287",184.710007,187.570007,183.660004,185.289993,658400,172.137817
"288",186.699997,186.699997,183.289993,185.470001,602100,172.305038
"289",186.389999,188.699997,185.279999,188.369995,928600,174.999207
"290",188.320007,188.770004,184.520004,184.600006,724400,171.496811
"291",185.820007,185.820007,180.740005,180.800003,988600,167.966568
"292",180.550003,181.460007,175.330002,176.169998,1275100,163.665207
"293",175.259995,179.210007,172.720001,178.619995,1218000,165.941254
"294",177.289993,181.440002,176.789993,181.110001,842200,168.254517
"295",182.460007,183.449997,180.110001,181.5,753100,168.616821
"296",179.339996,183.119995,178.369995,182.100006,775500,169.17424
"297",182.759995,184.25,181.110001,183.850006,805300,170.800049
"298",185.210007,189.190002,184.690002,189.130005,691600,175.705261
"299",189,189.300003,186.580002,187.899994,700900,174.562561
"300",188.589996,189.050003,184.839996,185.419998,753500,172.258575
"301",186.770004,187.050003,183.059998,183.410004,674000,170.391266
"302",183.779999,184.110001,181,181.759995,812000,168.858383
"303",181.740005,184.580002,181.029999,183.979996,1487000,170.920807
"304",183.460007,183.820007,180.600006,182.009995,525000,169.090652
"305",182.960007,184.589996,182.089996,182.259995,470600,169.322876
"306",182.380005,183.850006,181.160004,181.380005,525600,168.505341
"307",179.059998,181.259995,175.789993,175.960007,815700,163.470093
"308",176.399994,176.919998,170.630005,171.009995,1084800,158.87146
"309",173.759995,178.139999,172.740005,177.050003,1166300,164.482742
"310",177.25,177.309998,172.440002,173.210007,1048000,160.915283
"311",176.220001,176.399994,173.800003,174.699997,1078100,162.299515
"312",175.139999,177.639999,174.199997,174.199997,1205200,161.835022
"313",174.380005,174.380005,167.039993,168.970001,1310200,156.976242
"314",168.990005,172.860001,168.979996,172.770004,1215500,160.506516
"315",169.199997,173.850006,168.779999,173.339996,1501900,161.036057
"316",174.570007,175.729996,173.320007,174.929993,848700,162.513199
"317",173.25,174.259995,166.850006,168.960007,1205300,156.966949
"318",170.300003,172.990005,168.960007,169.289993,921800,157.273529
"319",173.699997,174.539993,171.669998,172.039993,1130600,159.828308
"320",170.089996,172.880005,169.899994,171.860001,715300,159.661102
"321",173.460007,175.380005,173.020004,173.970001,803400,161.621353
"322",175.369995,175.979996,171.949997,172.880005,684100,160.608719
"323",174.169998,175.470001,173.419998,173.580002,667200,161.259018
"324",174.75,175.759995,173.970001,174.539993,1033500,162.150864
"325",175.880005,178.729996,174.940002,177.119995,741100,164.54776
"326",177.490005,178.880005,173.169998,174.5,870000,162.113724
"327",175.059998,175.669998,171.330002,172.830002,1044300,160.562286
"328",172.979996,173.270004,168.899994,169.210007,1137400,157.199234
"329",169.830002,172.559998,159.429993,162.009995,2518000,150.510269
"330",158.580002,169.639999,155.809998,167.300003,2506000,155.424789
"331",167.119995,167.899994,160.880005,165.289993,1756400,153.557465
"332",165.649994,166.75,164.149994,166.289993,1139000,154.48645
"333",166.940002,167.940002,164.470001,164.529999,1211100,152.851379
"334",164.139999,167.410004,163.139999,167.240005,1218700,155.369034
"335",168.039993,169.919998,166.889999,167.389999,1824100,155.508392
"336",167.119995,171.240005,165.839996,169.949997,1910500,157.886673
"337",168.990005,174.419998,168.240005,173.490005,1220400,161.175415
"338",174.699997,174.990005,172.649994,174.050003,962100,161.695694
"339",173.339996,175.589996,173.320007,175.089996,950200,162.661819
"340",176.25,178.050003,175.309998,177.199997,730000,164.622101
"341",177.210007,178.259995,176.600006,178.020004,711800,165.38385
"342",177.509995,178.619995,176.320007,177.910004,1046000,166.140274
"343",178.580002,179.559998,177.520004,178.860001,644800,167.027451
"344",177.470001,178.369995,176.380005,178.179993,718800,166.392365
"345",178.539993,180.690002,178.139999,180.039993,891300,168.129349
"346",180,181.880005,178.940002,179.75,1136500,167.858536
"347",180.419998,182.639999,180.119995,182.339996,821800,170.277191
"348",183.940002,185.289993,183.279999,183.669998,758100,171.519211
"349",183.970001,184.990005,180.830002,181.119995,922900,169.137909
"350",179.449997,181.020004,178.830002,180.800003,866300,168.839096
"351",180.199997,181.240005,176.979996,178.899994,937000,167.064758
"352",177.990005,178.919998,177.029999,178,779500,166.224304
"353",176.570007,178.830002,174.850006,176.419998,953700,164.74884
"354",177.270004,178.899994,176.660004,177.979996,625600,166.205643
"355",178.089996,178.649994,174.660004,175.410004,962700,163.805664
"356",177.080002,179.020004,176.160004,178.600006,732800,166.784653
"357",178.710007,180.429993,177.020004,178.080002,1383600,166.299026
"358",178.300003,179.320007,177.880005,178.350006,1297300,166.551178
"359",178.710007,178.740005,176.800003,178,1432700,166.224304
"360",178.320007,179.210007,177.380005,178.649994,2217900,166.831284
"361",178.619995,178.800003,176.259995,178.009995,845200,166.233643
"362",178.130005,180.470001,177.860001,178.449997,1002800,166.644531
"363",178.949997,180.270004,178.389999,180.210007,869000,168.288132
"364",180.369995,180.639999,178.369995,178.830002,723300,166.99942
"365",179.929993,181.470001,178.75,178.940002,744200,167.102142
"366",178.449997,178.479996,175.5,177.660004,1538900,165.90683
"367",175.910004,176.429993,174.869995,175.470001,943400,163.861725
"368",173.059998,174.130005,169.679993,170.259995,1425300,158.996384
"369",171.169998,171.729996,170.179993,170.820007,932100,159.519318
"370",170.830002,170.830002,167.529999,168.139999,1034300,157.016617
"371",169.429993,169.660004,167.190002,167.979996,902500,156.867157
"372",167.570007,167.899994,164.479996,165.520004,1415100,154.569946
"373",165.789993,167.470001,164.570007,164.740005,1208900,153.841522
"374",165.869995,169.059998,165.199997,165.220001,1258800,154.28981
"375",164.389999,165.669998,162.110001,164.639999,1333500,153.748154
"376",165.740005,168.089996,165.360001,166.229996,1262900,155.233017
"377",164.240005,167.880005,164,167.690002,1145100,156.596405
"378",169.470001,170.610001,166.520004,167.119995,2444400,156.064087
"379",169.050003,169.729996,167.210007,169.619995,1558600,158.398682
"380",169.220001,170.169998,168.600006,169.240005,1236300,158.043854
"381",169.970001,171.520004,169.779999,170.899994,1646900,159.594025
"382",171.559998,171.929993,170.720001,171.399994,1428500,160.060974
"383",169.440002,170.179993,167.220001,167.25,868600,156.185486
"384",168.789993,169.229996,166.899994,168.830002,990400,157.66095
"385",169.110001,171.539993,169.110001,171.070007,680100,159.752808
"386",168.759995,169.539993,166.690002,167.630005,1192000,156.540329
"387",166.919998,169.460007,166.919998,169.300003,1031700,158.099869
"388",169.520004,171.169998,169.300003,170.410004,657200,159.136429
"389",169.539993,172.639999,169.539993,172.070007,868400,160.686646
"390",170.690002,172.110001,169.830002,171.300003,1034000,159.967575
"391",170.699997,171.199997,167.399994,167.929993,1427100,156.820496
"392",169.259995,171.399994,168.210007,170.470001,1890800,159.19249
"393",175.5,183.699997,174.679993,183.460007,3142900,171.323135
"394",183.979996,186.289993,183.729996,184.070007,1527000,171.892792
"395",184.300003,185.729996,182.360001,184.059998,1013800,171.883408
"396",184.899994,186.360001,182.369995,182.75,800900,170.660065
"397",183.850006,188.360001,183.229996,187.559998,1383100,175.151901
"398",187.080002,187.089996,183.339996,184.389999,1093300,172.191605
"399",182.630005,183.160004,178.309998,180.330002,2549400,168.400192
"400",181.399994,181.520004,178,179.479996,1692100,167.6064
"401",179.070007,180.5,178.460007,178.899994,1118700,167.064758
"402",180.050003,182.029999,179.580002,181.389999,1386100,169.390076
"403",181.259995,181.600006,177.050003,177.199997,696600,165.47728
"404",177.289993,178.410004,175.179993,175.910004,806600,164.272583
"405",174.470001,174.929993,172.529999,173.259995,959600,162.648529
"406",173.100006,173.389999,171.160004,171.910004,910200,161.381226
"407",172,173.600006,171.190002,172.380005,807400,161.822433
"408",171.639999,172.320007,170.270004,171.690002,793500,161.174667
"409",172.389999,174.399994,172.100006,173.320007,885500,162.70488
"410",173.440002,174.389999,172.529999,173.630005,887100,162.99585
"411",173.899994,175.179993,173.580002,173.779999,628700,163.136703
"412",173.929993,174.679993,172.729996,173.789993,809400,163.146072
"413",172.580002,173.589996,170.949997,171.339996,887900,160.846115
"414",171.149994,173.339996,170.320007,172.800003,1115300,162.216736
"415",173.199997,175.429993,172.470001,175.039993,896600,164.319519
"416",175.839996,177.789993,175.350006,176.910004,579700,166.074982
"417",177.710007,179.770004,176.990005,177.490005,646800,166.619476
"418",177.300003,178.929993,177.139999,178.550003,614600,167.614548
"419",178.130005,179.369995,177.729996,178.179993,625400,167.267181
"420",177.660004,181.360001,177.660004,180.960007,1227900,169.876953
"421",180.330002,182.050003,179.990005,181.75,1224300,170.618546
"422",181,182.779999,180.5,181.960007,2063000,170.815689
"423",182.270004,183,181.210007,182.089996,1114400,170.937729
"424",181.860001,184.190002,181.699997,183.5,1151000,172.261398
"425",184.039993,185.539993,184.039993,184.690002,1291100,173.37851
"426",184.080002,185.300003,183.509995,184.490005,1062400,173.19075
"427",184.550003,186.470001,184.190002,185.350006,1194100,173.998077
"428",186.479996,188.479996,186.440002,188.369995,1066400,176.83313
"429",188.789993,191.910004,188.789993,191.600006,1314900,179.865326
"430",191.699997,191.940002,190.929993,191.449997,1100400,179.724472
"431",191.75,194.509995,190.509995,194.070007,940600,182.184036
"432",194.25,195.460007,193.850006,194.630005,659100,182.709702
"433",195.690002,197.160004,194.449997,196.949997,711100,184.887634
"434",196.600006,198.229996,195.779999,196.470001,1174800,184.437042
"435",195.830002,195.830002,192.199997,193.179993,1005800,181.348526
"436",193.380005,193.600006,191.080002,191.610001,792100,179.87468
"437",191.240005,192.020004,189.729996,190.339996,853700,178.682449
"438",189.5,189.889999,187.960007,189.470001,1012600,177.865753
"439",189.460007,190.169998,186.889999,187.520004,827400,176.035187
"440",188.710007,189.889999,187.009995,188.009995,745000,176.495163
"441",188.190002,189.970001,187.940002,189.550003,1208800,177.940826
"442",190,191.960007,189.529999,189.889999,702800,178.259995
"443",189.550003,191.669998,188.419998,189.570007,581400,177.95961
"444",189.660004,190.309998,184.610001,185.690002,882300,174.317245
"445",184.850006,185.399994,182.529999,185.089996,943900,173.753998
"446",184.539993,184.759995,181.949997,183.380005,985400,172.148758
"447",183,183.289993,175.149994,176.029999,1497400,165.248901
"448",176.199997,177.020004,170.5,170.600006,1757100,160.151443
"449",173.419998,175.990005,170.059998,172.789993,1257200,162.207321
