"","TFX.Open","TFX.High","TFX.Low","TFX.Close","TFX.Volume","TFX.Adjusted"
"140",211.119995,214.529999,210.639999,214.229996,126300,209.944168
"141",214.690002,216.369995,213.610001,215.589996,258200,211.276993
"142",215.690002,215.690002,211.009995,212.029999,186200,207.788193
"143",212.619995,212.759995,208.559998,210.419998,229100,206.210419
"144",209.539993,211.690002,208.179993,210.100006,210800,205.89682
"145",210.389999,210.970001,205.949997,207.220001,297200,203.074448
"146",208.410004,213.529999,203.639999,204.419998,310900,200.330444
"147",204.419998,207.089996,201.020004,203.009995,419500,198.948639
"148",201.990005,217.949997,197.720001,216.880005,677100,212.541168
"149",217.970001,217.970001,210.800003,214.259995,386600,209.973587
"150",214.160004,216.770004,212.080002,214.600006,270800,210.306793
"151",214.779999,214.919998,211.029999,213,190000,208.7388
"152",212.509995,214.089996,210.039993,210.600006,173800,206.386841
"153",210.100006,210.929993,203.619995,204,252400,199.918823
"154",203.259995,207.300003,203.130005,205.339996,202200,201.567978
"155",208.679993,209.350006,207.320007,208.889999,114500,205.05278
"156",209.139999,209.960007,207.649994,208.899994,122200,205.062607
"157",209.470001,214.889999,209.380005,214.789993,318300,210.844376
"158",214.350006,217.380005,211.580002,211.899994,272100,208.007492
"159",211.320007,213.059998,209.240005,210.660004,174700,206.790268
"160",210.399994,213.399994,209.279999,211.770004,167700,207.879822
"161",211.759995,213.949997,210.990005,213,165900,209.087265
"162",211.940002,213.619995,207.529999,207.630005,288300,203.815933
"163",207.970001,209.259995,206.600006,207.669998,137400,203.855194
"164",208.389999,208.699997,205.580002,207.009995,123000,203.207291
"165",207.009995,208.289993,205.020004,207.380005,557500,203.570526
"166",206.399994,207.039993,203.960007,205.610001,442600,201.833054
"167",205.580002,208.160004,203.699997,207.580002,418900,203.766876
"168",207.990005,211.899994,207.139999,211.75,296000,207.860214
"169",211.75,213,209.860001,210.509995,149900,206.643005
"170",210.300003,212.899994,209.210007,210.940002,207300,207.065109
"171",212.190002,227.919998,209.509995,225.410004,778900,221.269287
"172",225.919998,228.830002,224.270004,227.139999,364000,222.967545
"173",227.940002,235.179993,226.630005,232.75,539400,228.474472
"174",236.020004,236.020004,232.059998,233.850006,476600,229.554306
"175",234.789993,235.710007,232.990005,235.529999,201000,231.203415
"176",235.289993,235.360001,232.029999,233.970001,247900,229.672058
"177",233.970001,235.949997,233.149994,234.300003,238300,229.995987
"178",234.440002,235.740005,233.520004,235.229996,349700,230.90892
"179",236.509995,240.929993,235.809998,239.729996,260800,235.326248
"180",240.600006,240.600006,237.5,239.75,248600,235.345901
"181",238,238.759995,234.259995,236.860001,279800,232.508957
"182",236.169998,237.509995,233.559998,237.059998,226900,232.705292
"183",236.869995,242.139999,235.979996,241.770004,312500,237.328812
"184",243.270004,243.539993,240.25,242.559998,330500,238.104248
"185",242.559998,243.850006,240.139999,240.779999,245000,236.356949
"186",242.399994,242.759995,238.809998,241.229996,213500,236.798691
"187",241.240005,241.779999,239.789993,240.490005,214800,236.072311
"188",241.410004,242.610001,240.289993,241.970001,206800,237.525085
"189",241.880005,245.860001,241.479996,244.720001,316800,240.224564
"190",245.699997,246.669998,241.75,244.25,227500,239.763214
"191",244.850006,246.539993,243.860001,246.080002,225700,241.559601
"192",245.979996,246.830002,243.779999,246.419998,146300,241.893341
"193",245.660004,248.679993,245.639999,246.050003,341800,241.530136
"194",246.369995,246.369995,243.300003,243.619995,147900,239.144806
"195",243.639999,244.300003,239,240.419998,182400,236.00354
"196",239.979996,240.800003,238.210007,239.889999,169700,235.483307
"197",240.009995,240.550003,238.720001,240.029999,241700,235.620773
"198",239.600006,241.75,238.520004,238.710007,242100,234.324997
"199",238.699997,241.949997,238,239.029999,176700,234.639114
"200",239.419998,241.220001,238.75,240.759995,171000,236.337341
"201",241.589996,243.110001,240.550003,240.639999,163800,236.219543
"202",240.089996,243.240005,239.559998,241.990005,121800,237.544754
"203",242.800003,243.979996,242.199997,243.059998,125800,238.595108
"204",242.919998,246.949997,242.490005,242.990005,129600,238.526382
"205",242.789993,243.339996,238.800003,241.259995,160900,236.828156
"206",240.119995,242.589996,239.130005,242.429993,208400,237.976669
"207",242.419998,244.110001,240.190002,241.300003,219900,236.867432
"208",241.389999,243.110001,239.160004,242.789993,179700,238.330032
"209",242.690002,242.979996,235.789993,236.759995,263300,232.410797
"210",237.020004,238.550003,236.029999,236.979996,419200,232.62677
"211",237.179993,242.940002,235.289993,241.710007,302000,237.269882
"212",253.800003,263.970001,247.399994,254.800003,586700,250.119415
"213",255.789993,259.899994,253.369995,256.410004,439000,251.699844
"214",256.269989,257.890015,254.160004,256.579987,178500,251.866714
"215",256.529999,260.369995,255.440002,260.309998,299600,255.528214
"216",259.519989,260.670013,257.309998,259.589996,214300,254.821381
"217",258.299988,259.589996,251.160004,257.140015,197200,252.416489
"218",257.269989,257.269989,248.720001,252.889999,424500,248.244522
"219",252.830002,258.48999,251.419998,256.940002,199200,252.220123
"220",253.600006,256.700012,251.300003,256.549988,261600,252.17099
"221",254.630005,259.01001,253.619995,255.440002,204900,251.079895
"222",255.740005,266.390015,255.740005,263.440002,356200,258.943359
"223",263.01001,266.450012,261.350006,266.209991,235500,261.666107
"224",266.209991,268.779999,263.019989,266.640015,189400,262.088745
"225",268.23999,269.779999,266.640015,267.600006,379700,263.032379
"226",266.829987,268.5,264.709991,266.549988,277500,262.000366
"227",266.950012,268.329987,264.450012,267.709991,55300,263.140533
"228",267.910004,269.720001,266.459991,267.940002,177000,263.366516
"229",268.579987,271.230011,266.339996,270.190002,286300,265.578125
"230",270.290009,270.950012,262.440002,264.410004,296100,259.896851
"231",265.799988,267.660004,262.890015,265.519989,327800,260.987885
"232",265.320007,266.700012,259.160004,265.579987,262700,261.046783
"233",268.559998,269.549988,252.770004,252.979996,311200,248.661896
"234",253.860001,255.470001,250.610001,251.75,341500,247.452927
"235",251.860001,253.479996,248.949997,250.100006,377400,245.831085
"236",250.240005,253.839996,250.169998,251.190002,306900,246.902435
"237",252.110001,255.130005,250.789993,252.759995,333500,248.445663
"238",252.020004,252.550003,250.520004,252.179993,307200,247.875534
"239",253.229996,255.880005,249.380005,249.860001,391900,245.595154
"240",249.160004,254.520004,249.160004,251.910004,365600,247.610199
"241",252.660004,253.919998,248.649994,249.350006,345300,245.093842
"242",250.360001,255.139999,249.839996,252.169998,658000,247.865738
"243",253.070007,255,251.470001,251.910004,309700,247.610199
"244",251.199997,255.5,250.529999,254.229996,470200,249.890549
"245",254.009995,256.839996,253.410004,255.770004,178000,251.404297
"246",255.770004,255.910004,249.779999,249.919998,220000,245.65416
"247",249.710007,252.630005,248.910004,249.440002,150400,245.182343
"248",248.940002,250.669998,247.289993,247.889999,99600,243.658783
"249",248.009995,250.910004,247.649994,249.649994,94700,245.388748
"250",250.130005,251.589996,247.990005,251.509995,146000,247.21701
"251",251.490005,253.279999,248.479996,248.820007,176600,244.572922
"252",248.960007,255.690002,248.960007,254.729996,304500,250.382065
"253",255.050003,257.630005,254.639999,256.640015,187900,252.25943
"254",257.75,259.399994,254.009995,254.009995,250900,249.674316
"255",255.259995,258.369995,253.080002,257.730011,166500,253.330841
"256",257.200012,259.410004,254.770004,258.679993,230900,254.264618
"257",260,262.640015,258.720001,262.140015,141700,257.665588
"258",261.75,262.720001,256.790009,257.920013,332600,253.517609
"259",258.540009,260.769989,256.75,260.660004,218200,256.210754
"260",260.26001,264.209991,258.380005,263.179993,177500,258.687836
"261",263.380005,266.630005,261.959991,262.929993,320200,258.442047
"262",265.109985,272.459991,263.230011,272.309998,344200,267.661957
"263",269.700012,276.670013,269.589996,275.299988,612500,270.600922
"264",276.109985,279.119995,275.299988,276.420013,337400,271.701813
"265",276.899994,277.100006,274.059998,274.75,196200,270.060364
"266",275.040009,275.850006,273.230011,273.899994,367300,269.224823
"267",275.040009,276.279999,273.470001,275.079987,413500,270.384674
"268",276.839996,281.140015,274.869995,278.149994,263000,273.402252
"269",278.859985,287.179993,276.73999,284.589996,331500,279.732391
"270",283.109985,288.779999,282.059998,287.649994,316000,282.740112
"271",284.869995,287,280.029999,281.559998,334100,276.754059
"272",282.619995,282.929993,276.890015,277.75,222900,273.009155
"273",276.440002,280.709991,274.600006,278.679993,347700,273.923218
"274",276.410004,278.799988,272.339996,272.359985,194500,267.711121
"275",271,274.299988,259.470001,261.450012,295000,256.987396
"276",257.829987,263.220001,253.789993,261.950012,431600,257.478851
"277",261.679993,268.309998,260.679993,263.089996,286000,258.599304
"278",263.299988,263.519989,249.110001,249.139999,328400,244.887451
"279",251.529999,254.979996,245.190002,252.75,246100,248.435837
"280",254.110001,257.839996,250.25,255.199997,225200,250.844025
"281",253.850006,257.329987,252.809998,254.949997,170300,250.598236
"282",253.130005,262.029999,251.800003,260.959991,161200,256.505676
"283",263.029999,266.579987,259.01001,265.609985,220500,261.076324
"284",265.940002,269.899994,263.809998,267.890015,183800,263.317474
"285",266.190002,270.799988,266.190002,269.070007,264700,264.477264
"286",268.700012,274.73999,268.700012,270,318400,265.391388
"287",261.100006,261.100006,244.130005,249.440002,930300,245.182343
"288",250.360001,256.100006,244.800003,255.270004,536900,250.912811
"289",255.339996,257.450012,251.289993,256.26001,399100,251.885956
"290",255.960007,258.73999,253.639999,253.720001,476000,249.389267
"291",253.720001,254.369995,249.779999,249.830002,451400,245.565689
"292",249.360001,250.770004,241.259995,242.669998,368100,238.852951
"293",241.649994,246,240.880005,245.610001,363200,241.746735
"294",244.800003,251.360001,241.979996,250.509995,265800,246.569641
"295",251.229996,254.710007,248.039993,254.320007,259800,250.319717
"296",252.669998,259.929993,252.669998,257.649994,376400,253.597351
"297",258.660004,262.410004,257.01001,261.410004,375300,257.298187
"298",263.529999,270.850006,263.519989,269.26001,319200,265.02475
"299",268.529999,269.73999,264.070007,266.380005,381200,262.190002
"300",267.26001,269.649994,264.329987,267.350006,300500,263.144714
"301",267.850006,269.98999,264.970001,265.690002,282300,261.510864
"302",265.700012,269.170013,265.149994,265.929993,287600,261.74707
"303",266.380005,268.149994,263.190002,264.76001,761200,260.59549
"304",264.029999,264.029999,258.880005,262.140015,260300,258.016754
"305",262.029999,266.470001,255.229996,265.279999,308700,261.10733
"306",265.279999,265.279999,259.459991,260.049988,267000,255.959595
"307",257.140015,261.839996,256.809998,256.809998,657100,252.770538
"308",257,257,252.570007,252.860001,383400,248.88269
"309",254.529999,259.589996,253.039993,259.130005,268100,255.054092
"310",260.5,262.769989,256.540009,257.649994,373200,253.597351
"311",257.480011,257.709991,252.960007,253.100006,329800,249.118912
"312",254.229996,257.540009,251.300003,254.979996,285100,250.969315
"313",254.509995,254.970001,246.619995,250.039993,341400,246.107025
"314",251,252.940002,246.639999,251.339996,266900,247.386581
"315",247.919998,253.339996,244.589996,252.639999,251800,248.666122
"316",253.770004,256.040009,251.979996,252.059998,254400,248.095245
"317",250.399994,251.960007,242.789993,246.679993,215100,242.799881
"318",246.869995,252.789993,245.949997,248.259995,209100,244.355011
"319",251.740005,257.25,249.970001,255.619995,245500,251.599258
"320",253.679993,255.960007,253.149994,255.300003,201400,251.284286
"321",256.929993,258.920013,255.5,258.220001,209900,254.158356
"322",259.339996,259.339996,255.729996,257.519989,252100,253.469376
"323",260.170013,264.470001,257.799988,262.519989,201800,258.390686
"324",264,267.369995,260.220001,266.459991,219400,262.268768
"325",266.209991,270.459991,264.429993,268.700012,158500,264.473511
"326",267.929993,270.049988,266.519989,269.640015,155300,265.398773
"327",269.5,271.790009,267.600006,271.029999,241900,266.766876
"328",270.660004,273.540009,268.380005,271.700012,263200,267.426361
"329",272.640015,272.640015,260.170013,263.369995,280700,259.227386
"330",262.950012,264.75,260.880005,264.48999,332200,260.329681
"331",266.049988,269.950012,264.519989,269.119995,185300,264.886932
"332",269.470001,272.059998,267.570007,270.720001,203000,266.461761
"333",271.859985,272.320007,267.829987,267.880005,214100,263.666382
"334",267.029999,271.279999,266.369995,270.380005,236600,266.127075
"335",269.529999,272.100006,268.040009,269.589996,363100,265.349518
"336",269.26001,273.660004,262.5,266.149994,536100,261.963684
"337",266.51001,271.089996,262.790009,271.089996,396300,266.825867
"338",271.589996,274.910004,269.959991,272.390015,301100,268.10553
"339",271.359985,272.75,267.140015,267.709991,240900,263.499115
"340",267.75,268.5,265.549988,267.089996,277700,262.888855
"341",268.040009,270.25,267.779999,268.549988,257400,264.325836
"342",269.26001,269.48999,261.649994,265.679993,407200,261.500977
"343",266.089996,269.26001,264.140015,265.290009,223600,261.451721
"344",264.109985,265.029999,258.369995,259.320007,313400,255.568176
"345",258.940002,262.119995,257,259.100006,339600,255.351257
"346",259.600006,260.200012,257.450012,259.480011,269600,255.72583
"347",259.779999,264.679993,258.839996,264.350006,469100,260.525299
"348",265.850006,266.619995,264.179993,266.529999,210400,262.673767
"349",267,267.040009,261.440002,262.160004,292800,258.367035
"350",260.410004,266.51001,260.410004,265.899994,248700,262.052917
"351",266,267.25,263.26001,266.679993,263300,262.821594
"352",266.679993,267.529999,264.559998,265.910004,261300,262.062805
"353",264.309998,265.720001,260.519989,261.790009,226700,258.00235
"354",263.570007,269.950012,263.570007,266.910004,244900,263.048309
"355",266.029999,268.839996,264.899994,267.160004,635200,263.294708
"356",269.859985,269.859985,265.820007,269.070007,259200,265.177063
"357",270.450012,273.390015,268.929993,272.209991,279700,268.271606
"358",273.339996,277.980011,273.339996,277.089996,300700,273.080994
"359",277.209991,279.660004,277.209991,278.809998,194000,274.776123
"360",278.820007,279.220001,274.850006,277.519989,255700,273.504822
"361",278.149994,283.540009,277.350006,283.279999,218000,279.181458
"362",282.700012,284.570007,280.26001,283.890015,212000,279.782684
"363",284.339996,285.170013,283.720001,284.869995,199200,280.748413
"364",285.76001,287.589996,283.410004,284.440002,384100,280.324646
"365",285.079987,286.450012,282.48999,284.160004,464800,280.048676
"366",282.980011,284.48999,281.149994,282.089996,648900,278.008728
"367",279.76001,281.100006,276.679993,279.859985,450200,275.810974
"368",278.579987,280.230011,275.480011,276.350006,476300,272.351715
"369",278.390015,279.73999,276.48999,277.320007,265600,273.307709
"370",278.359985,281.070007,275.450012,279.570007,241800,275.525085
"371",280.429993,283.779999,276.700012,281.709991,450500,277.634125
"372",281.640015,281.640015,273.929993,275.940002,175700,271.947662
"373",277.059998,278.019989,273.880005,275.799988,319600,271.809631
"374",275.299988,277.470001,269.079987,269.23999,315800,265.344574
"375",269,270.119995,266.399994,269.380005,213700,265.482574
"376",270.040009,271.369995,268.019989,268.209991,296100,264.329468
"377",265.950012,268.600006,263.980011,267.600006,209800,263.728302
"378",268.019989,270.529999,266.869995,269.980011,86800,266.073853
"379",271.709991,273.309998,268.220001,271.089996,156200,267.167786
"380",271.190002,274.559998,271.190002,274.279999,161300,270.311676
"381",275.579987,278.529999,275.579987,278.309998,158800,274.283386
"382",278.940002,279.769989,277.390015,278.290009,144100,274.263611
"383",277.76001,280.609985,274.369995,276.149994,129600,272.154633
"384",276.429993,278.609985,275.519989,278.100006,110600,274.076416
"385",277.640015,278.920013,275.51001,275.679993,149100,271.691437
"386",275.25,278.450012,271.410004,272.649994,206600,268.705231
"387",272.540009,278.369995,272.540009,277.619995,165600,273.603363
"388",277.980011,279.690002,274.959991,276.329987,127300,272.332031
"389",276.399994,279.23999,275.549988,277.399994,211500,273.386475
"390",277.859985,278.5,275.170013,275.480011,126400,271.494324
"391",274.429993,278.779999,272.890015,278.600006,109000,274.569214
"392",278.470001,279.899994,273.309998,275.200012,110700,271.218384
"393",274.570007,279.320007,274.570007,278.720001,126100,274.687408
"394",278.179993,280.339996,277.01001,278.899994,165900,274.864838
"395",279.609985,279.609985,272.950012,275.149994,155300,271.169098
"396",274.859985,274.859985,270.100006,270.769989,199700,266.852417
"397",272.040009,275.399994,270.149994,272.709991,294800,268.764374
"398",272.070007,274.899994,270.640015,270.809998,208700,266.891846
"399",253,257.470001,243.550003,249.020004,1451100,245.41713
"400",253,253,245.419998,245.860001,547000,242.302856
"401",245.110001,247.380005,239.830002,241.600006,451200,238.104477
"402",241.460007,241.460007,236.429993,237.160004,419900,233.728729
"403",237.199997,241.309998,232.100006,232.619995,310800,229.25441
"404",233.809998,235,231.020004,232.059998,228700,228.702515
"405",230.699997,232.119995,227.520004,228.130005,206900,224.829391
"406",229.369995,233.949997,227.910004,231.690002,310800,228.337845
"407",231.539993,232.509995,229.979996,231.029999,151300,228.022049
"408",230.179993,236.75,230.179993,235,556500,231.940338
"409",235.210007,238.699997,234.770004,236.970001,336300,233.88472
"410",237,239.139999,236.460007,238.149994,255200,235.049347
"411",239.320007,242.960007,238.860001,240.949997,346200,237.812836
"412",242.240005,243.940002,241.449997,243.580002,306500,240.408661
"413",241.880005,248.360001,241.580002,247.589996,390600,244.366425
"414",246.520004,248.080002,245.330002,246.360001,200900,243.15242
"415",247.199997,249.220001,246.100006,247.630005,243500,244.405884
"416",247.839996,249.470001,246.389999,248.149994,255300,244.919128
"417",249.660004,250.440002,247.059998,247.419998,211500,244.198654
"418",247.490005,249.380005,245.639999,248.5,219200,245.264572
"419",247.830002,249.809998,245.869995,248.809998,230800,245.570526
"420",248.369995,249.610001,246.320007,247.429993,261200,244.208496
"421",246.979996,248.830002,245.270004,247,323400,243.784073
"422",246.5,246.630005,241.949997,242.520004,499900,239.362411
"423",242.220001,248.470001,242,248,307100,244.771072
"424",246.869995,249.199997,245,248.149994,353700,244.919128
"425",253.429993,257.220001,249.520004,252.779999,483000,249.488861
"426",252.009995,256.369995,250.300003,255.059998,300700,251.739182
"427",254.550003,264.619995,253.860001,262.549988,503200,259.131622
"428",263.149994,268.480011,262.630005,267.320007,451700,263.839508
"429",267.019989,270.959991,266.820007,270.429993,455600,266.909088
"430",270,270,265.779999,267.140015,517800,263.661896
"431",265.829987,271.190002,260,268.940002,365600,265.438477
"432",269.470001,270.679993,267.679993,270.589996,488400,267.066986
"433",271,273,269.25,270.029999,480700,266.514252
"434",270,270.859985,267.320007,269.75,512700,266.237885
"435",269.070007,270.630005,266.390015,268.970001,319700,265.468048
"436",269.130005,271.579987,268.190002,270.559998,465100,267.037354
"437",271.209991,271.209991,268.140015,269,313300,265.497681
"438",269.059998,269.429993,264.690002,265.26001,193500,261.806335
"439",266.01001,268.799988,264.630005,266.089996,320500,262.625549
"440",267.459991,268.709991,264.209991,265.5,168500,262.043213
"441",264.079987,265.670013,261.309998,264.700012,259100,261.253662
"442",265.299988,265.790009,260.470001,260.700012,256600,257.305695
"443",260.160004,260.160004,252.449997,254.059998,295800,250.752182
"444",253.860001,256.170013,249.600006,253.610001,227600,250.308044
"445",253.050003,253.550003,246.789993,250.550003,260200,247.287888
"446",250.089996,252.220001,247.850006,249.779999,181000,246.527908
"447",249.850006,250.149994,245.179993,248,509400,244.771072
"448",247.330002,252.029999,244.160004,244.550003,355400,241.366013
"449",249.380005,250.179993,243.729996,248.25,332200,245.017868
"450",248.270004,252.619995,245.029999,249.130005,255700,245.886353
"451",249.820007,250.960007,248.699997,249.690002,332800,246.439056
"452",249.679993,250.070007,245.919998,248.869995,376900,245.629776
"453",248.559998,248.990005,243.809998,245.220001,365100,242.027298
"454",245.380005,248.869995,241.570007,243.389999,244300,240.221115
"455",243.270004,244.300003,238.100006,240.479996,238400,237.349014
