"","APH.Open","APH.High","APH.Low","APH.Close","APH.Volume","APH.Adjusted"
"100",37.18,37.34,36.990002,37.285,1873800,35.720894
"101",37.285,37.43,37.165001,37.400002,1893600,35.831066
"102",37.255001,37.494999,37.255001,37.439999,1938600,35.869385
"103",37.5,37.575001,37.264999,37.299999,5432800,35.735268
"104",37.48,37.66,37.415001,37.564999,2234800,35.98914
"105",37.650002,37.805,37.48,37.779999,1834200,36.195122
"106",37.785,38.075001,37.68,37.794998,1975200,36.209492
"107",37.610001,37.959999,37.610001,37.775002,1671200,36.190334
"108",37.919998,37.990002,37.709999,37.959999,1432600,36.367577
"109",37.959999,38.125,37.764999,38.09,2085000,36.492123
"110",38.095001,38.334999,37.634998,37.880001,2568200,36.290928
"111",37.705002,37.790001,37.314999,37.709999,2392000,36.128052
"112",37.805,38.025002,37.805,37.959999,2339800,36.367577
"113",37.945,38.075001,37.799999,37.970001,2118600,36.377151
"114",37.599998,38.060001,37.485001,38.009998,2205200,36.492359
"115",38.005001,38.240002,37.775002,37.814999,4471800,36.305145
"116",37.950001,38.025002,37.645,37.825001,2930000,36.314754
"117",37.790001,37.875,37.465,37.474998,2450400,35.978722
"118",37.465,37.529999,37.279999,37.365002,3083600,35.873112
"119",37.365002,37.41,37.095001,37.185001,2073600,35.700298
"120",37.244999,37.599998,37.105,37.540001,3229200,36.041138
"121",37.650002,37.799999,37.334999,37.380001,1903800,35.887516
"122",37.330002,37.349998,37.115002,37.115002,2372600,35.633099
"123",37.404999,37.619999,37.189999,37.555,1670600,36.055531
"124",37.549999,37.549999,36.630001,36.880001,1845600,35.407482
"125",37.025002,37.125,36.669998,36.91,2894400,35.436287
"126",37.145,37.16,36.549999,36.549999,1160600,35.090652
"127",36.77,36.915001,36.525002,36.884998,2353400,35.412277
"128",36.424999,36.639999,36.174999,36.240002,2910200,34.79303
"129",36.445,36.830002,36.384998,36.695,1917800,35.229866
"130",36.560001,36.959999,36.465,36.884998,2050400,35.412277
"131",36.875,37,36.685001,36.830002,1449800,35.359474
"132",37.084999,37.334999,36.950001,37.290001,2049000,35.801109
"133",37.310001,37.48,37.235001,37.294998,1319200,35.805904
"134",37.325001,37.334999,37.165001,37.275002,2105600,35.786705
"135",37.285,37.595001,37.16,37.419998,1390400,35.925919
"136",37.310001,37.5,37.224998,37.455002,1517000,35.959518
"137",37.584999,37.834999,37.509998,37.790001,1583000,36.281143
"138",37.740002,37.889999,37.560001,37.830002,1971200,36.31955
"139",37.724998,37.904999,37.619999,37.785,1652600,36.27634
"140",37.849998,37.924999,37.634998,37.82,2235200,36.309948
"141",37.939999,38.09,37.700001,37.919998,3213200,36.405964
"142",38.099998,38.735001,37.014999,37.470001,4573400,35.973919
"143",37.485001,37.965,37.41,37.919998,4070200,36.405964
"144",37.970001,38.130001,37.615002,38.064999,2915400,36.545166
"145",38.240002,38.43,38.035,38.310001,2947800,36.780384
"146",38.884998,38.884998,38.400002,38.689999,2207200,37.145214
"147",38.805,38.990002,38.715,38.919998,2977600,37.366032
"148",38.869999,39.195,38.779999,38.915001,4195400,37.361229
"149",39.035,39.064999,38.735001,38.830002,2411600,37.279621
"150",38.790001,39.044998,38.790001,38.990002,2253800,37.433231
"151",38.82,39.169998,38.82,38.985001,1710200,37.428432
"152",38.880001,39.290001,38.759998,39.244999,2271600,37.678051
"153",39.029999,39.18,38.869999,38.884998,3700200,37.332428
"154",39.005001,39.084999,38.855,38.985001,2202800,37.428432
"155",39.185001,39.68,39.134998,39.549999,2733600,37.970871
"156",39.615002,39.689999,39.455002,39.455002,3829800,37.879673
"157",39.575001,39.849998,39.505001,39.66,1874400,38.076485
"158",39.525002,39.73,39.445,39.474998,2582200,37.898872
"159",39.419998,39.490002,39.18,39.209999,1748000,37.644451
"160",39.150002,39.389999,39.060001,39.355,1617400,37.783646
"161",39.459999,39.875,39.459999,39.849998,2062800,38.258904
"162",39.595001,39.970001,39.450001,39.700001,2021200,38.114891
"163",39.740002,39.75,39.490002,39.695,1396200,38.110081
"164",39.895,40.07,39.794998,39.895,2623000,38.302097
"165",40,40,39.775002,39.875,1469200,38.282902
"166",39.665001,40.165001,39.540001,40.080002,1571600,38.479713
"167",40.049999,40.235001,39.990002,40.154999,1968200,38.551712
"168",40.25,40.564999,40.165001,40.470001,2157200,38.854145
"169",40.490002,40.584999,40.154999,40.435001,1733800,38.820545
"170",40.349998,40.450001,39.93,40.174999,1643800,38.570927
"171",40.325001,40.369999,40.02,40.290001,1629400,38.681324
"172",40.355,40.415001,40.134998,40.255001,1386000,38.64772
"173",40.134998,40.450001,40.029999,40.259998,1418600,38.652519
"174",40.509998,41.035,40.485001,40.970001,2047600,39.334187
"175",40.974998,41.150002,40.875,41.060001,1514400,39.420589
"176",41.035,41.060001,40.705002,40.860001,1584400,39.228573
"177",40.759998,41.145,40.759998,41.105,1564800,39.463783
"178",41.084999,41.299999,40.924999,41.290001,2264600,39.733215
"179",41.279999,41.505001,41.115002,41.400002,2149200,39.839085
"180",41.535,41.575001,41.334999,41.535,1366800,39.96899
"181",41.615002,41.625,41.200001,41.494999,1311800,39.930496
"182",41.599998,41.68,41.384998,41.57,1456800,40.00267
"183",41.685001,41.904999,41.424999,41.470001,3236400,39.906445
"184",41.43,41.459999,40.785,40.959999,2659400,39.415668
"185",41.025002,41.080002,40.775002,40.810001,1736600,39.271328
"186",40.994999,41.119999,40.84,40.985001,2270200,39.439728
"187",40.865002,41.195,40.84,41.139999,1624600,39.58889
"188",41.744999,42.435001,41.514999,42.32,3695800,40.724396
"189",42.375,42.450001,42.189999,42.384998,3066000,40.786938
"190",42.5,42.59,42.349998,42.5,1976800,40.897614
"191",42.494999,42.939999,42.380001,42.880001,2024800,41.263287
"192",43.025002,43.150002,42.834999,43.150002,2005400,41.523102
"193",43.064999,43.294998,42.990002,43.290001,1590400,41.657825
"194",43.299999,43.404999,43.16,43.275002,2047200,41.643394
"195",43.32,43.540001,43.25,43.509998,1546800,41.86953
"196",43.5,43.505001,43.255001,43.389999,1378600,41.754055
"197",43.375,43.895,43.349998,43.884998,1434600,42.230385
"198",43.965,44,43.544998,43.599998,4190200,41.956135
"199",43.695,43.740002,43.404999,43.470001,3162000,41.831039
"200",43.490002,43.514999,43.235001,43.349998,1987800,41.715565
"201",43.384998,43.43,43.125,43.310001,2086000,41.677082
"202",43.185001,43.244999,42.695,43.049999,3189200,41.426865
"203",43.34,43.470001,43,43.285,2500200,41.653015
"204",43.470001,43.470001,43.084999,43.174999,2563800,41.547157
"205",43.325001,43.514999,43.145,43.325001,2151600,41.691494
"206",43.785,44.095001,43.255001,43.625,3658000,41.980202
"207",43.625,43.634998,42.75,42.75,3616200,41.138187
"208",42.75,43.299999,42.724998,43.299999,2519000,41.667439
"209",43.215,43.279999,42.825001,42.880001,1782400,41.263287
"210",43.060001,43.57,42.98,43.5,2448000,41.859909
"211",43.775002,43.915001,43.369999,43.435001,2394200,41.797348
"212",43.5,43.945,43.450001,43.794998,2732000,42.143784
"213",43.810001,43.904999,43.384998,43.665001,1897400,42.018681
"214",43.650002,43.82,43.555,43.619999,2287200,41.97538
"215",43.59,43.849998,43.555,43.685001,1838600,42.03793
"216",43.669998,43.924999,43.555,43.869999,1680000,42.215961
"217",43.59,43.695,43.07,43.360001,1674200,41.725182
"218",43.34,44.18,43.290001,44.105,2718200,42.442097
"219",44,44.310001,43.93,44.240002,2109600,42.57201
"220",44.139999,44.580002,44.040001,44.490002,2177200,42.812588
"221",44.360001,44.435001,44.09,44.205002,2288200,42.538322
"222",44.360001,44.845001,44.294998,44.654999,2031800,42.971355
"223",44.555,44.865002,44.455002,44.759998,2104800,43.072395
"224",44.865002,45.060001,44.764999,44.939999,1649600,43.245609
"225",45.365002,45.57,45.035,45.419998,2974200,43.707516
"226",45.419998,45.470001,44.939999,44.950001,2458600,43.255241
"227",44.994999,45.544998,44.950001,45.455002,1284000,43.741199
"228",45.384998,45.48,45.189999,45.189999,2396800,43.486191
"229",45.380001,45.625,45.310001,45.52,2871600,43.803757
"230",45.5,45.630001,44.724998,44.884998,2958600,43.192684
"231",45.215,45.540001,45.005001,45.294998,9182600,43.587234
"232",45.330002,45.369999,44.029999,44.900002,2639200,43.207127
"233",45.185001,45.299999,44.220001,44.23,2582800,42.562382
"234",44.25,44.365002,43.985001,44.09,2302600,42.427654
"235",43.810001,44.139999,43.700001,43.889999,1908600,42.235199
"236",43.945,44.105,43.825001,44.07,3028000,42.408417
"237",44.334999,44.674999,44.334999,44.669998,3213600,42.985798
"238",44.540001,44.919998,44.450001,44.619999,2055600,42.937679
"239",44.619999,44.974998,44.48,44.834999,2711400,43.144566
"240",44.82,45.005001,44.535,44.75,1766000,43.062775
"241",44.84,44.965,44.610001,44.615002,1734400,42.932865
"242",44.764999,44.830002,44.485001,44.564999,3102400,42.976261
"243",44.779999,44.93,44.625,44.724998,1873800,43.13055
"244",44.860001,45.035,44.395,44.400002,2498600,42.81715
"245",44.575001,44.575001,44.119999,44.32,1993400,42.739994
"246",44.535,44.535,44.169998,44.224998,2121000,42.648376
"247",44.384998,44.509998,43.875,44.07,1386800,42.498913
"248",44.029999,44.029999,43.715,43.895,1328600,42.330147
"249",44.044998,44.095001,43.849998,44.044998,2296400,42.4748
"250",44.125,44.325001,43.919998,44.299999,1618800,42.720711
"251",44.5,44.575001,43.764999,43.900002,1698400,42.334969
"252",44.235001,44.424999,43.775002,43.900002,2454200,42.334969
"253",43.790001,44.48,43.75,44.470001,2684000,42.884651
"254",44.5,44.634998,44.314999,44.314999,2796600,42.73518
"255",44.57,44.904999,44.450001,44.855,2203800,43.255917
"256",44.82,45.355,44.82,45.334999,2722600,43.718815
"257",45.5,45.755001,45.380001,45.404999,2500200,43.786316
"258",45.294998,45.345001,44.630001,44.755001,1872600,43.159489
"259",44.759998,45.41,44.665001,45.395,1539600,43.776669
"260",45.43,45.970001,45.23,45.915001,1692000,44.278137
"261",46,46.305,45.595001,45.639999,2964200,44.012932
"262",45.974998,46.5,45.560001,46.424999,1867200,44.769951
"263",46.435001,46.639999,46.060001,46.145,3032800,44.499939
"264",46.580002,46.810001,46.439999,46.564999,3581200,44.904964
"265",46.564999,46.744999,45.889999,45.990002,4121600,44.350475
"266",45.974998,46.099998,45.834999,45.91,2972600,44.273304
"267",46.330002,46.764999,45.48,45.599998,4931800,43.974369
"268",45.75,46.34,45.5,45.599998,4380600,43.974369
"269",45.869999,46.365002,45.470001,46.365002,3323200,44.712097
"270",46.18,46.5,45.985001,46.064999,3976400,44.422783
"271",45.68,46.514999,45.599998,46.275002,3021400,44.625301
"272",46.535,46.555,46.200001,46.384998,3084000,44.731384
"273",45.700001,46.759998,45.700001,46.41,2643800,44.755486
"274",46.264999,46.419998,45.595001,45.625,3401600,43.99847
"275",45.380001,46.005001,44.040001,44.205002,3830200,42.629108
"276",43.360001,44.439999,42.855,44.279999,4938600,42.701416
"277",44.005001,44.915001,43.73,44.139999,3564000,42.56641
"278",44.119999,44.259998,42.200001,42.220001,5137600,40.714863
"279",42.470001,42.724998,41.075001,42.389999,5360200,40.878803
"280",42.895,43.450001,42.845001,43.205002,3595600,41.664757
"281",42.919998,43.540001,42.900002,43.439999,1749200,41.891373
"282",43.150002,43.720001,43.119999,43.669998,2147800,42.113163
"283",44.005001,44.57,43.895,44.57,3256200,42.981079
"284",44.375,45.360001,44.325001,44.994999,2455800,43.39093
"285",44.75,45.415001,44.650002,45.18,2362200,43.56934
"286",45.244999,45.775002,45.209999,45.209999,2066000,43.59827
"287",45.395,45.599998,45.029999,45.115002,2421800,43.506653
"288",45.240002,45.43,44.959999,45.415001,1942600,43.795959
"289",45.535,46.215,45.349998,46.205002,1606600,44.557796
"290",46.294998,46.764999,45.970001,45.970001,2285800,44.331177
"291",46.200001,46.349998,45.689999,45.695,2539800,44.065975
"292",45.575001,45.779999,44.119999,44.474998,3135400,42.889462
"293",44.25,44.924999,44.07,44.825001,2303400,43.22699
"294",44.490002,44.860001,44.110001,44.59,2177200,43.00037
"295",44.75,45.064999,44.564999,44.875,2069200,43.275215
"296",44.404999,45.240002,44.255001,45.130001,2207200,43.521122
"297",45.16,45.325001,44.965,45.290001,2703200,43.675423
"298",45.564999,46.325001,45.424999,46.220001,2389200,44.572258
"299",46.255001,46.535,46.169998,46.330002,2609800,44.678345
"300",46.580002,46.75,46.110001,46.255001,1773800,44.60601
"301",46.424999,46.48,45.605,45.685001,1150400,44.056332
"302",45.775002,46.195,45.605,45.974998,1385400,44.335991
"303",46.080002,46.465,45.735001,46,3607400,44.451965
"304",45.950001,46.055,45.174999,45.669998,2406600,44.13306
"305",45.845001,46.005001,45.59,45.849998,1714000,44.307003
"306",45.805,46.009998,45.41,45.514999,1500400,43.983276
"307",45,45.23,44.035,44.084999,2195200,42.601398
"308",44.099998,44.205002,42.610001,42.665001,2214400,41.229191
"309",43.195,43.580002,42.689999,43.544998,2306600,42.079575
"310",43.695,44,42.544998,42.794998,2101600,41.354813
"311",42.895,42.939999,41.98,42.424999,1858600,40.997265
"312",42.700001,43.490002,42.529999,43.064999,2710600,41.615726
"313",43.064999,43.139999,41.365002,42.025002,2649200,40.610725
"314",42.139999,42.435001,41.584999,42.400002,2747800,40.973106
"315",41.064999,42.580002,41.064999,42.494999,3042600,41.064911
"316",42.77,42.869999,42.240002,42.384998,2329400,40.958611
"317",42.16,42.285,40.950001,41.285,2471400,39.89563
"318",41.564999,42.305,41.389999,41.790001,2851800,40.383636
"319",42.459999,42.860001,42.275002,42.685001,3848800,41.248524
"320",42.435001,42.974998,42.424999,42.639999,3225000,41.205029
"321",42.895,43.244999,42.66,43.07,2070800,41.62056
"322",43.25,43.334999,42.685001,42.805,1499000,41.364479
"323",43.150002,43.404999,42.875,43.235001,1509600,41.78001
"324",43.404999,43.57,43.145,43.41,1999800,41.949112
"325",43.605,43.834999,43.360001,43.599998,1526400,42.132725
"326",43.540001,43.555,43.005001,43.099998,2067800,41.649544
"327",42.974998,42.98,42.334999,42.605,3031600,41.171207
"328",42.799999,42.845001,42.139999,42.200001,3056000,40.779839
"329",42.48,42.549999,41.014999,41.384998,4785800,39.992268
"330",41.825001,41.974998,40.209999,41.439999,5603000,40.045414
"331",41.575001,41.904999,41.299999,41.895,3160200,40.4851
"332",41.950001,42.305,41.755001,42.139999,3578400,40.721855
"333",42.195,42.424999,41.855,41.855,3069400,40.446445
"334",41.674999,42.07,41.384998,41.970001,2580600,40.557583
"335",42.099998,42.389999,41.875,41.98,3484800,40.567238
"336",41.705002,42.23,41.415001,42.139999,2586000,40.721855
"337",41.889999,42.794998,41.825001,42.674999,2830000,41.23885
"338",42.735001,43.080002,42.735001,42.91,2740200,41.465942
"339",42.939999,42.994999,42.584999,42.869999,2565000,41.427299
"340",42.889999,43.235001,42.630001,43.154999,2249200,41.702705
"341",43.41,43.654999,43.07,43.634998,1955000,42.166546
"342",43.544998,44.009998,43.5,43.990002,2364600,42.509598
"343",44.07,44.154999,43.889999,44.095001,2145600,42.611057
"344",44.029999,44.084999,43.790001,43.93,2220200,42.451622
"345",44.115002,44.345001,43.805,44.174999,2040000,42.68837
"346",44.110001,44.345001,43.959999,44.060001,1998200,42.57724
"347",43.959999,44.185001,43.810001,43.990002,1814600,42.509598
"348",44.244999,44.470001,44.110001,44.465,1983400,42.968613
"349",44.599998,44.599998,44.014999,44.049999,2183800,42.567581
"350",43.805,44.110001,43.529999,44.099998,2236800,42.615894
"351",44.055,44.305,43.695,43.900002,1615600,42.422626
"352",43.84,43.904999,43.41,43.634998,2200800,42.166546
"353",43.27,43.82,43.130001,43.490002,2879600,42.026436
"354",43.744999,43.974998,43.695,43.785,1913200,42.311508
"355",43.209999,43.895,43.169998,43.465,3586800,42.002274
"356",43.785,44.259998,43.674999,44.185001,2098600,42.698036
"357",44.205002,44.349998,43.974998,44.044998,2429000,42.562748
"358",44.005001,44.990002,43.610001,44.974998,2669400,43.461441
"359",45,45.220001,44.709999,45.220001,2096200,43.698208
"360",45.25,45.435001,45.119999,45.404999,2973400,43.87698
"361",45.23,45.490002,45.035,45.455002,2171800,43.925301
"362",45.485001,45.549999,45.290001,45.360001,2778400,43.833492
"363",45.264999,45.439999,44.755001,45.435001,2729800,43.905972
"364",45.459999,45.634998,45.330002,45.525002,2210400,43.992943
"365",45.584999,45.77,45.360001,45.599998,2108000,44.065418
"366",45.34,45.985001,45.095001,45.66,3486000,44.234955
"367",45.290001,45.400002,44.939999,45.400002,1611000,43.98307
"368",44.785,44.91,44.325001,44.84,1898600,43.440544
"369",45.009998,45.105,44.705002,44.919998,1941800,43.518059
"370",44.904999,44.924999,44.154999,44.23,2097600,42.849586
"371",44.474998,44.68,44.16,44.599998,2505600,43.208035
"372",44.5,44.5,43.445,43.895,2678400,42.52504
"373",43.82,44.154999,43.575001,43.584999,2777400,42.224712
"374",43.669998,43.93,43.125,43.134998,3192600,41.788757
"375",43.110001,43.555,42.779999,43.529999,3002800,42.171432
"376",43.639999,43.959999,43.509998,43.575001,3685000,42.215027
"377",43.275002,43.584999,42.775002,43.555,2303000,42.195648
"378",43.75,43.75,43.290001,43.355,859200,42.001896
"379",43.599998,43.915001,43.275002,43.904999,1557200,42.534725
"380",43.990002,44.240002,43.735001,44.095001,1623600,42.718796
"381",44.404999,44.715,44.209999,44.685001,1627400,43.29039
"382",44.564999,44.779999,44.52,44.634998,1312800,43.241947
"383",42.965,44.365002,42.965,43.825001,1583800,42.457226
"384",44.07,44.544998,44.060001,44.525002,1639800,43.135387
"385",44.610001,44.665001,44.325001,44.355,1356000,42.970684
"386",44.404999,44.560001,44.200001,44.264999,1537600,42.883488
"387",44.139999,44.59,44.005001,44.505001,2176400,43.116001
"388",44.529999,44.75,44.395,44.564999,1908200,43.174129
"389",44.365002,44.645,44.200001,44.294998,1836200,42.91256
"390",44.139999,44.404999,44.060001,44.200001,2241800,42.820522
"391",44.09,44.145,43.855,44,2143600,42.626762
"392",44.220001,44.665001,44.174999,44.439999,3216200,43.053028
"393",45,46.584999,45,46.52,4351000,45.068111
"394",46.77,47.849998,46.57,47.764999,4015000,46.274261
"395",47.764999,47.950001,46.810001,46.98,4569800,45.513752
"396",46.790001,47.02,46.09,46.125,2122600,44.685444
"397",46.23,46.810001,46.110001,46.755001,3816800,45.29578
"398",46.755001,46.895,46.419998,46.689999,2232200,45.232811
"399",46.514999,47.125,46.400002,46.919998,2154400,45.455631
"400",47.080002,47.080002,46.709999,46.93,1830800,45.465317
"401",46.889999,47.084999,46.810001,46.985001,1492600,45.518608
"402",46.985001,47.355,46.895,47.290001,1495000,45.814083
"403",47.34,47.389999,47.174999,47.23,1266800,45.755955
"404",47.5,47.799999,47.139999,47.16,2263200,45.688137
"405",46.93,47.105,46.779999,46.875,1614800,45.412041
"406",47.005001,47.259998,46.799999,46.924999,2476800,45.46048
"407",46.84,47.255001,46.75,47.035,2264000,45.567047
"408",46.724998,47.049999,46.465,46.965,3205400,45.499229
"409",47.060001,47.360001,46.939999,47.029999,2063400,45.562199
"410",46.994999,47.130001,46.785,47.025002,2207200,45.557354
"411",47.244999,47.299999,47.049999,47.150002,1979800,45.678455
"412",47.115002,47.299999,46.974998,47.075001,1793800,45.605793
"413",47,47.009998,46.66,46.695,2666200,45.237659
"414",46.764999,46.974998,46.66,46.75,3331200,45.290947
"415",46.919998,46.924999,46.645,46.799999,4567000,45.339375
"416",47.044998,47.395,46.970001,47.224998,3671200,45.751114
"417",47.395,47.439999,47.025002,47.310001,3762200,45.833454
"418",47.389999,47.695,47.389999,47.514999,1750200,46.032059
"419",47.5,47.5,47.075001,47.189999,1488400,45.717209
"420",47.044998,47.349998,46.884998,47.290001,2172800,45.814083
"421",47.325001,47.325001,46.93,47.264999,2125200,45.789864
"422",47.325001,47.645,47,47.560001,2241600,46.075657
"423",47.560001,47.825001,47.465,47.764999,1933200,46.274261
"424",47.709999,47.91,47.485001,47.674999,2680000,46.187065
"425",47.775002,48.294998,47.775002,48.16,2898000,46.656929
"426",48,48.389999,47.959999,48.355,3082400,46.845852
"427",48.275002,48.404999,47.82,47.82,3702000,46.327545
"428",48.005001,48.509998,48.005001,48.494999,1720800,46.98148
"429",48.5,48.779999,48.200001,48.415001,2749000,47.015472
"430",48.400002,48.68,48,48.095001,3066200,46.704716
"431",48.18,48.200001,47.605,47.685001,1975400,46.306564
"432",47.674999,47.810001,47.355,47.685001,1960600,46.306564
"433",47.965,48.174999,47.855,48.029999,2353800,46.641598
"434",48,48.365002,47.595001,47.68,5531400,46.301708
"435",47.560001,47.560001,47.02,47.34,2990600,45.971531
"436",47.174999,47.255001,46.755001,47.025002,2621600,45.665638
"437",47,47.169998,46.755001,46.799999,2033000,45.447147
"438",46.919998,47.044998,46.709999,46.735001,1714600,45.384029
"439",46.645,47.105,46.549999,47.009998,2513000,45.651077
"440",47.235001,47.279999,46.970001,47.235001,1899400,45.869583
"441",47.009998,47.470001,46.939999,46.98,1715200,45.621937
"442",47.060001,47.139999,46.615002,46.755001,1812800,45.40345
"443",46.580002,46.630001,45.294998,45.799999,2842000,44.476051
"444",45.77,45.900002,44.965,45.259998,2643800,43.951664
"445",45.16,45.209999,44.279999,44.650002,2146200,43.359299
"446",45.165001,45.294998,44.709999,45.095001,4160800,43.791443
"447",44.825001,44.825001,43.139999,43.200001,3100200,41.951218
"448",43.209999,43.34,42.005001,42.130001,5217200,40.912151
"449",42.785,43,42.060001,42.514999,3335400,41.286015
"450",42.424999,42.615002,42.174999,42.185001,2250000,40.965557
"451",42.474998,43.195,42.375,43.154999,3737600,41.907513
"452",42.799999,43.064999,42.419998,42.915001,3169600,41.674454
