"","LOW.Open","LOW.High","LOW.Low","LOW.Close","LOW.Volume","LOW.Adjusted"
"72",81.059998,81.980003,81.050003,81.949997,3308100,75.299995
"73",81.800003,82.32,81.650002,82.129997,3036500,75.465401
"74",82.489998,82.739998,81.959999,81.989998,3937300,75.336761
"75",82.419998,83.559998,82.330002,83.290001,4538900,76.531265
"76",83.260002,83.699997,82.970001,83.470001,5233500,76.696663
"77",84,84.470001,83.580002,84.169998,4553600,77.665512
"78",84.779999,85.309998,84.07,84.510002,5825200,77.979248
"79",84.610001,85.650002,84.410004,85.230003,4407700,78.643608
"80",85.449997,85.760002,84.860001,85.269997,6586300,78.680527
"81",85.160004,85.290001,84.050003,84.879997,4795000,78.320648
"82",84.839996,85.099998,84.230003,84.400002,3842000,77.877747
"83",84.760002,85.43,84.190002,85.379997,4251500,78.782021
"84",85.410004,86,85.139999,85.529999,3711800,78.920418
"85",85.769997,85.860001,85,85.400002,3429400,78.800476
"86",85.699997,86,85.089996,86,3027900,79.354103
"87",86,86.18,85.410004,86,4111000,79.354103
"88",86.199997,86.25,85.610001,85.849998,5666200,79.215706
"89",85.870003,86.129997,85.449997,86.059998,5151900,79.409454
"90",85.75,85.82,84.18,84.699997,6382000,78.154564
"91",84.699997,85.029999,84.290001,84.82,3569200,78.265297
"92",85.190002,86.059998,84.849998,85.190002,7388000,78.606712
"93",86,86.199997,85.029999,85.360001,5682600,78.763573
"94",85.360001,85.360001,83.669998,83.75,4973500,77.277969
"95",83.75,84.440002,83.629997,84.050003,4590800,77.554779
"96",84.160004,84.919998,83.900002,84.589996,3882900,78.053055
"97",84.830002,84.919998,83.980003,84.050003,7376500,77.554779
"98",84.139999,84.190002,82.150002,82.339996,9510000,75.976936
"99",79.330002,80.279999,78.400002,79.849998,18988900,73.679337
"100",80.059998,81.660004,79.980003,81.330002,10284700,75.044998
"101",81.260002,81.480003,80.559998,80.910004,4571600,74.65744
"102",80.769997,80.809998,79.279999,79.410004,6942300,73.273354
"103",79.519997,79.639999,78.099998,78.769997,8678100,72.682793
"104",78.769997,80.43,78.290001,80.43,6340100,74.214523
"105",80.029999,80.739998,80.029999,80.220001,4387700,74.02076
"106",80.25,80.330002,79.410004,79.440002,3426600,73.301041
"107",78.860001,79.190002,78.519997,78.699997,7719900,72.618233
"108",78.800003,78.93,77.699997,77.790001,5741200,71.778557
"109",77.790001,78.480003,77.550003,77.639999,7231000,71.640144
"110",77.769997,78.849998,77.709999,78.650002,5979000,72.572075
"111",78.470001,79.139999,78.360001,79.029999,6262700,72.922729
"112",79.040001,79.809998,78.910004,79.650002,4459000,73.49482
"113",79.809998,81.040001,79.32,80.559998,5195000,74.334488
"114",80.099998,80.489998,79.699997,80.389999,6004900,74.177643
"115",80.139999,80.360001,79.239998,79.800003,7752900,73.63324
"116",80.230003,81.349998,79.57,81.080002,4477800,74.814308
"117",81,81.449997,80.370003,80.459999,4234300,74.242218
"118",80.480003,80.809998,79.040001,79.139999,4752000,73.024239
"119",79.199997,79.349998,78.300003,78.339996,8240900,72.286049
"120",78.379997,78.410004,75.830002,76.07,13573700,70.191475
"121",76.330002,76.949997,76.300003,76.699997,5210800,70.772774
"122",76.480003,77.110001,75.790001,76.330002,7801700,70.431374
"123",76.629997,77.220001,76.519997,77.019997,4368400,71.068047
"124",77.099998,77.190002,76.160004,76.599998,3877400,70.680527
"125",76.529999,77.940002,76.529999,77.529999,4681300,71.538651
"126",78,78.449997,77.989998,78.260002,2287900,72.212257
"127",78.239998,78.389999,77.029999,77.370003,3930000,71.391022
"128",77.07,77.300003,76.43,76.589996,4439700,70.67128
"129",76.730003,77.300003,76.650002,77.150002,3904900,71.188011
"130",77.300003,77.470001,76.849998,76.919998,4611900,70.975784
"131",76.980003,77.120003,76.019997,76.25,5139100,70.357574
"132",76.599998,76.919998,76.029999,76.220001,4379300,70.329865
"133",76.510002,76.910004,76.279999,76.519997,4648200,70.606689
"134",76.529999,76.699997,75.739998,76.059998,4778400,70.182236
"135",76.059998,76.669998,75.940002,76.43,3960600,70.523666
"136",76.239998,76.410004,75.879997,75.959999,3174100,70.089973
"137",76.239998,77.150002,76.209999,76.830002,4233600,70.892746
"138",75.959999,76.139999,71.580002,72.559998,23892100,66.952713
"139",72.75,74.110001,72.720001,73.839996,11614600,68.133797
"140",73.5,74.760002,73.059998,74.309998,7749200,68.950333
"141",74.690002,76.18,74.510002,75.690002,6507000,70.230797
"142",75.690002,76.330002,75.300003,75.980003,4481600,70.499863
"143",75.830002,77.68,75.809998,77,6934800,71.446304
"144",76.959999,77.349998,76.199997,76.480003,5000600,70.963829
"145",76.57,77.519997,76.370003,77.400002,6833300,71.817459
"146",77.269997,77.959999,76.25,77.830002,3741200,72.216454
"147",77.57,78.150002,77.5,77.860001,3739000,72.244278
"148",78.139999,78.910004,77.860001,77.910004,3833200,72.290672
"149",78.459999,78.57,77.68,78.370003,2493000,72.717506
"150",78.5,78.839996,78.089996,78.32,4236500,72.671104
"151",78.269997,78.330002,77.129997,77.209999,4411300,71.641159
"152",77,78.360001,76.599998,78.339996,3508400,72.689667
"153",77.800003,77.989998,76.620003,77.010002,4028600,71.455589
"154",76.760002,77.510002,76.669998,77.260002,3089300,71.687576
"155",77.800003,78.129997,77.18,77.720001,3602800,72.114365
"156",77.900002,77.900002,74.18,74.300003,9113400,68.941055
"157",74.660004,75.550003,74.610001,75.349998,4900400,69.915321
"158",75.269997,75.529999,74.110001,74.120003,6006800,68.77404
"159",74.019997,74.190002,73.220001,73.639999,5153600,68.328659
"160",73.870003,74.489998,73.339996,73.849998,8139500,68.523514
"161",74.080002,75.93,73.910004,75.82,7612800,70.35141
"162",71.949997,73.410004,70.760002,73.010002,26364300,67.74408
"163",73.199997,73.870003,72.32,72.610001,10580200,67.372932
"164",72.629997,73.629997,72.529999,73.349998,6425500,68.059563
"165",74.400002,75.230003,73.629997,73.800003,6499800,68.477135
"166",73.720001,74.169998,73.279999,73.449997,6833300,68.152367
"167",73.5,74.269997,73.410004,73.910004,6621500,68.579178
"168",74.5,74.830002,73.889999,73.889999,9008900,68.560623
"169",74.190002,74.779999,73.720001,74.650002,4817300,69.265816
"170",75.269997,76.139999,75.029999,75.68,8208700,70.221512
"171",76.5,77.519997,76.419998,77.470001,8196700,71.882408
"172",78.330002,78.739998,76.5,77.68,10408600,72.077278
"173",78.050003,79.349998,77.629997,78.559998,11616600,72.893799
"174",77.940002,78.25,76.589996,77.5,7582200,71.91024
"175",77.879997,78.800003,77.529999,78.660004,5239100,72.98658
"176",78.830002,79.43,77.720001,77.860001,7471900,72.244278
"177",77.900002,78.589996,77.900002,78.459999,5601200,72.801025
"178",78.43,78.779999,77.949997,77.989998,14518200,72.364914
"179",77.830002,78.190002,77.309998,77.669998,8341900,72.067986
"180",77.75,78.150002,77.199997,77.489998,5989100,71.90097
"181",77.230003,78.080002,77.199997,77.910004,6672100,72.290672
"182",78,78.209999,77.489998,78.040001,6188200,72.411278
"183",78.080002,78.440002,78,78.230003,5981200,72.587601
"184",78.260002,79.519997,78.260002,79.339996,8822400,73.617531
"185",79.540001,79.82,78.940002,79.290001,5260600,73.571129
"186",79.559998,79.800003,78.629997,79.230003,5100400,73.51548
"187",79.099998,79.690002,78.900002,79.449997,4631700,73.719604
"188",79.580002,80.150002,79.330002,79.940002,4451600,74.174286
"189",80.040001,81.269997,79.849998,80.790001,7335000,74.962944
"190",80.889999,81.610001,80.860001,81.349998,3967700,75.482574
"191",81.32,81.739998,81.059998,81.459999,4277500,75.584641
"192",81.379997,82.739998,81.279999,82.260002,5202900,76.32695
"193",82.150002,82.639999,81.589996,81.860001,4076400,75.955772
"194",81.900002,82.410004,81.529999,81.739998,3815400,75.844429
"195",81.639999,81.870003,81.019997,81.099998,4070400,75.250595
"196",81.169998,81.559998,81.040001,81.209999,4912100,75.352661
"197",81.199997,81.830002,80.739998,81.57,3463000,75.686714
"198",81.720001,82.519997,81.57,82.330002,5530000,76.391876
"199",82.239998,82.440002,81.099998,81.199997,4688000,75.343384
"200",81.279999,81.68,80.230003,81.110001,5517700,75.25988
"201",81.160004,81.32,80.709999,80.75,4062000,74.925842
"202",80.68,81.400002,80.43,81.269997,3339400,75.408333
"203",81.559998,81.639999,79.940002,80.040001,6506600,74.267052
"204",80.230003,81.199997,80.120003,80.410004,5818100,74.610367
"205",79.860001,81.160004,79.739998,81.160004,4930400,75.692223
"206",81.139999,81.550003,80.529999,80.989998,4258900,75.533661
"207",81.110001,82.480003,80.959999,81.529999,5134000,76.037292
"208",80.75,81.019997,79.419998,80.610001,7317100,75.179283
"209",80.269997,80.32,79.400002,79.410004,7204600,74.060112
"210",79.5,80.209999,79.449997,79.949997,5066600,74.563728
"211",79.620003,80.5,79.419998,79.919998,4605500,74.535759
"212",79.199997,79.300003,75.360001,76.650002,11445200,71.486046
"213",76.989998,78.110001,76.620003,77.919998,5412000,72.670471
"214",78.309998,78.370003,77.269997,77.410004,3870900,72.194862
"215",77.709999,78.32,77.220001,77.629997,4611900,72.400032
"216",77.5,78.519997,77.190002,78.089996,4745700,72.829033
"217",77.900002,78.309998,77.389999,78.080002,4536400,72.81971
"218",77.93,78.019997,77.279999,77.489998,7451900,72.269455
"219",77.5,77.879997,77.190002,77.529999,6964100,72.306786
"220",77.169998,79.260002,77.139999,79.230003,6499200,73.89225
"221",79,79.040001,78.269997,78.370003,5200400,73.090179
"222",78.699997,79.550003,78.230003,79.470001,5529000,74.116066
"223",79.510002,80.5,79.169998,80.220001,6966500,74.815536
"224",81.279999,81.900002,80.379997,81.459999,7507100,75.972
"225",79.699997,82.220001,79.5,80.589996,13081200,75.160599
"226",80.839996,81.18,79.550003,79.559998,7001400,74.200005
"227",79.93,79.949997,79.110001,79.239998,2842000,73.901558
"228",79.949997,80.779999,79.540001,79.830002,6651100,74.45182
"229",79.690002,81.739998,79.690002,81.68,7636900,76.177185
"230",81.75,84.360001,81.599998,83.300003,10573500,77.688034
"231",83.449997,84.68,83.099998,83.370003,9110000,77.753326
"232",83.239998,84.419998,82.120003,84.230003,4935300,78.555397
"233",84.940002,88.480003,84.709999,88.040001,13046100,82.108711
"234",88.029999,88.550003,86.279999,86.309998,9666000,80.495247
"235",83.5,86.089996,82.370003,82.400002,12291000,76.848671
"236",82.410004,83.739998,82.230003,83.629997,10391100,77.995827
"237",83.849998,85.730003,83.849998,85.599998,7696300,79.833107
"238",85.580002,86.099998,85.209999,85.540001,6775400,79.777138
"239",85.529999,85.709999,84.879997,84.989998,7125600,79.264183
"240",85.349998,85.790001,85.110001,85.599998,5956700,79.833107
"241",86.040001,86.349998,85.379997,85.580002,3908500,79.814438
"242",85.980003,87.139999,85.970001,86.690002,7933000,80.849648
"243",87.120003,88.089996,87.040001,87.440002,7188500,81.549141
"244",87.849998,89.330002,87.230003,88.860001,5659300,82.873459
"245",89.230003,90.940002,88.93,90.190002,6527400,84.113861
"246",89.959999,91.029999,89.900002,90.730003,5826400,84.617462
"247",90.910004,91.25,90.190002,91.190002,3620900,85.046486
"248",91.300003,92.080002,91.110001,91.889999,2757600,85.699326
"249",91.959999,92.400002,91.889999,92.110001,2761200,85.904503
"250",92.540001,92.940002,92.169998,92.860001,3563800,86.603981
"251",93.410004,93.550003,92.910004,92.940002,3372000,86.678589
"252",93.019997,93.459999,91.519997,91.620003,6572600,85.447525
"253",91.75,92.089996,91.169998,92.019997,4572000,85.82058
"254",92.190002,92.82,91.580002,92.739998,3542800,86.492058
"255",94,94.800003,93.760002,94.739998,5524200,88.357315
"256",94.379997,95.129997,93.669998,93.709999,6191600,87.396698
"257",94.32,94.919998,93.559998,94.550003,4112200,88.180115
"258",94.459999,94.830002,93.849998,94.169998,2778000,87.825722
"259",94.540001,95.779999,94.010002,95.739998,3172600,89.289963
"260",96.010002,102.279999,95.629997,100.860001,14247600,94.065018
"261",101.5,105.599998,100.089996,100.970001,13570400,94.167595
"262",101.260002,102.290001,100.559998,101.68,5296100,94.829781
"263",102.019997,102.129997,100.809998,101.360001,5956600,94.531342
"264",104.279999,105.349998,102.470001,104.949997,9558300,97.879471
"265",107,107.379997,105.349998,107.110001,7084300,99.893967
"266",107,108.309998,106.150002,107.110001,6118200,100.277817
"267",107.389999,107.639999,105.900002,106.720001,4127500,99.912689
"268",108.940002,108.980003,106.110001,106.379997,4864800,99.594376
"269",106.639999,107.400002,105.529999,107.400002,4017200,100.549294
"270",108,108.379997,106.68,106.839996,3787300,100.025017
"271",105.709999,106.139999,104.629997,105.18,6360800,98.470917
"272",105.669998,106.199997,104.540001,104.730003,7082200,98.049622
"273",103.839996,105.080002,103.25,103.860001,4922900,97.2351
"274",103.849998,103.860001,101.150002,101.5,6247900,95.025627
"275",101.379997,103.110001,97.040001,97.580002,8339800,91.35569
"276",95.290001,100.919998,94.809998,100.220001,9031200,93.827301
"277",100,102.32,99.75,99.919998,5257300,93.546417
"278",99.919998,100.110001,94.889999,95.010002,7673100,88.949631
"279",96.190002,98.160004,92.510002,97.169998,9667800,90.97184
"280",98.25,99,97.169998,97.779999,8067600,91.542931
"281",96.959999,97.610001,94.870003,96.059998,5541700,89.932648
"282",95.089996,97.400002,94.400002,96.93,8395800,90.747131
"283",98.18,98.190002,95.620003,96.510002,5729300,90.353951
"284",96.480003,97.669998,95.790001,96.309998,5331500,90.16671
"285",96.550003,97.68,95.43,95.650002,6648700,89.54879
"286",96,97.199997,95.220001,95.339996,4248700,89.258553
"287",96.019997,97.18,95.730003,96.889999,4461200,90.709702
"288",97.330002,97.620003,96.620003,97.489998,4358200,91.271423
"289",97.919998,97.980003,96.709999,97.510002,4733600,91.290161
"290",97.620003,98.410004,95.480003,95.790001,8503300,89.679871
"291",87.400002,92.220001,86.75,89.589996,34109800,83.875343
"292",89.57,89.699997,87.110001,87.959999,15153400,82.349319
"293",86.879997,87.339996,85.080002,85.339996,12476800,79.896446
"294",85.059998,87.019997,85.050003,86.330002,8324600,80.823288
"295",86.5,87.199997,86.290001,87.120003,6359000,81.562897
"296",86.489998,86.809998,85.510002,86.110001,6417100,80.617325
"297",86.440002,86.809998,85.459999,86.160004,4711800,80.664116
"298",86.75,87.330002,86.230003,87.279999,6370400,81.7127
"299",87.25,88.059998,87.010002,87.68,5797500,82.087166
"300",87.730003,88.019997,85.900002,86.139999,5792000,80.645401
"301",86.739998,86.919998,85.260002,86.379997,7045600,80.870087
"302",86.550003,86.650002,85.290001,85.540001,4737800,80.083687
"303",85.529999,87.339996,85.529999,87,8772400,81.450562
"304",86.610001,87.019997,85.300003,85.790001,6767000,80.317734
"305",86.190002,86.449997,85.07,85.730003,4797800,80.261566
"306",85.889999,87.980003,85.669998,87.25,6808700,81.684608
"307",86.5,87.269997,85.650002,85.699997,12067700,80.233459
"308",85.940002,86.129997,83.739998,83.769997,7383700,78.426567
"309",88.360001,90.330002,87.650002,89.300003,13886800,83.603851
"310",89,89,85.510002,85.959999,10944900,80.476883
"311",86.089996,86.93,85.080002,85.879997,7725100,80.402
"312",86.230003,88,85.970001,87.75,8515600,82.152718
"313",87.349998,87.550003,83.080002,84.589996,9611700,79.194283
"314",85.019997,86.010002,84.339996,85.449997,7352900,79.99942
"315",84.32,88.269997,84.150002,88.059998,7860800,82.44294
"316",88.510002,89.050003,88.230003,88.75,5098000,83.088913
"317",88.139999,89.150002,87.220001,88.239998,8757100,82.611458
"318",88.459999,88.599998,85.07,85.239998,7343900,79.802811
"319",85.889999,87.290001,85.379997,87.139999,5633700,81.581619
"320",86.360001,87.769997,86.230003,86.650002,4643900,81.122879
"321",86.93,87.300003,86.669998,87.040001,3931300,81.487999
"322",87.349998,87.629997,85.769997,86.230003,4826100,80.729675
"323",86.75,86.980003,85.860001,86.059998,5093300,80.570518
"324",86.580002,86.93,86.040001,86.160004,5132200,80.664116
"325",86.349998,87.449997,86.059998,86.410004,5119500,80.898178
"326",86.300003,86.300003,83.980003,84.879997,5719400,79.465782
"327",85.379997,85.559998,83.279999,83.620003,7568700,78.28614
"328",84.169998,84.57,83.449997,84.349998,5084400,78.969589
"329",84.730003,85.07,82.559998,82.910004,5437000,78.00058
"330",82.559998,82.760002,81.309998,81.480003,10821900,76.655258
"331",81.75,84.080002,81.639999,83.279999,9228400,78.348656
"332",83.160004,84.449997,82.910004,84,3985900,79.026039
"333",84.300003,84.379997,82.43,82.43,4193700,77.549004
"334",81.75,82.980003,81.160004,82.959999,3967400,78.047623
"335",82.660004,85.220001,82.510002,83.959999,6604200,78.988388
"336",83.510002,83.559998,81.360001,82.830002,5679100,77.925308
"337",82.589996,84.739998,82.209999,84.230003,3242700,79.242424
"338",84.379997,84.519997,83.339996,83.849998,4805900,78.884918
"339",83.43,84.279999,83,84.25,3725700,79.261238
"340",84.010002,85.129997,83.269997,84.419998,4222400,79.421165
"341",84.809998,85.5,84.089996,85.07,5140900,80.032661
"342",85.199997,87.739998,85.199997,87.449997,6844500,82.271744
"343",87.690002,87.93,86.059998,86.580002,5065400,81.453262
"344",85.699997,86.650002,85.209999,85.690002,4735500,80.615974
"345",86.010002,86.129997,85.18,85.510002,3975100,80.446632
"346",85.599998,86.18,85.209999,85.470001,3180900,80.408997
"347",85.309998,86.870003,85.220001,86.339996,5824100,81.227463
"348",86.839996,87.550003,86.589996,87.389999,4311300,82.215286
"349",90.050003,90.349998,85.580002,85.75,10770300,80.672417
"350",90.699997,95.139999,90.519997,94.690002,26304800,89.083038
"351",93.849998,96.75,93.07,96.489998,10167500,90.776443
"352",96.699997,97.489998,96.050003,96.690002,7642200,90.964607
"353",95.5,96.75,95.400002,95.779999,5033600,90.10849
"354",96.309998,97.980003,96.050003,97.419998,4928200,91.651375
"355",97.400002,97.830002,94.860001,95.010002,7602100,89.384102
"356",95.440002,96.339996,95.160004,95.830002,4786000,90.155548
"357",95.949997,97.900002,95.889999,97.589996,5010400,91.811317
"358",97.120003,97.690002,96.739998,97.5,3836700,91.726639
"359",97.980003,98.639999,97.139999,98.489998,4138000,92.65802
"360",98.68,99.650002,98.68,99.269997,4242200,93.391838
"361",99.110001,100.300003,98.510002,100.220001,3680400,94.285591
"362",100.440002,100.93,100,100.5,3568300,94.549011
"363",101.25,101.330002,99.860001,100.5,3401900,94.549011
"364",100.599998,100.830002,99.440002,99.459999,4309700,93.570587
"365",99.5,99.980003,98.660004,99.160004,4129900,93.288361
"366",98.360001,99.669998,98.169998,99.18,6197800,93.307175
"367",98.43,99.389999,98.309998,98.589996,3766100,92.752098
"368",97.959999,98.75,97.639999,98.160004,6228100,92.347549
"369",98,98.940002,97.68,98.440002,4419700,92.611
"370",98.339996,99.389999,97.870003,99.059998,4388100,93.194267
"371",99.360001,99.470001,98,98.220001,5477300,92.404007
"372",97.760002,98.480003,96.209999,96.849998,4219200,91.115143
"373",97.360001,97.669998,96.940002,97.129997,4443400,91.378555
"374",97.279999,98.239998,96.209999,96.309998,3296500,90.607124
"375",96.019997,96.739998,95.199997,96,3945100,90.31546
"376",96.599998,97.43,95.57,95.57,4212900,89.910919
"377",95.360001,95.550003,93.959999,94.870003,6036300,89.25238
"378",95.25,96.199997,94.889999,95.059998,2193100,89.431122
"379",95.419998,95.68,94.800003,95.519997,3182400,89.863892
"380",95.25,96.510002,94.510002,96.139999,3818600,90.447197
"381",96.559998,97.730003,96.260002,96.959999,2646000,91.21862
"382",97.989998,99.410004,97.639999,99.010002,4547800,93.14724
"383",98.5,98.900002,97.57,98.610001,3796900,92.770927
"384",99.019997,99.07,97.910004,98.300003,2995100,92.479279
"385",99,100.739998,98.870003,99.580002,5197600,93.683479
"386",99.669998,99.849998,98.75,99.629997,2502200,93.730522
"387",99.599998,100.459999,99.379997,100.25,2866300,94.31382
"388",100.339996,101.099998,100.230003,101.050003,2922700,95.066437
"389",101,101.980003,100.82,101.389999,2742300,95.386307
"390",101.110001,101.25,100.449997,100.660004,5424700,94.699554
"391",100.160004,101.480003,100.129997,101.160004,3626200,95.169937
"392",101.269997,101.480003,99.580002,100,3017400,94.527138
"393",99.889999,100.059998,97.839996,99.019997,4288700,93.600761
"394",99.099998,99.419998,97.980003,98.519997,3063400,93.128143
"395",99,99.400002,97.540001,98,3718900,92.636597
"396",98.07,99.540001,98.050003,99.279999,4518400,93.84655
"397",99.389999,100.160004,98.959999,99.339996,3239400,93.903259
"398",98.989998,99.32,97.709999,97.959999,2942100,92.598785
"399",97.699997,97.889999,96.739998,97.440002,4253500,92.107246
"400",97.830002,98.449997,97.480003,97.629997,3546800,92.286858
"401",97.519997,98.029999,97.349998,97.75,3247200,92.400291
"402",97.660004,99,97.379997,98.779999,2754800,93.373909
"403",98.809998,99.300003,98.519997,98.870003,1816100,93.458992
"404",99.43,100.580002,98.879997,99.940002,4206500,94.470428
"405",99.169998,99.620003,98.029999,98.309998,3068300,92.929634
"406",98.309998,98.610001,97.040001,97.089996,3399300,91.776398
"407",97.449997,98.57,96.239998,98.400002,3754500,93.014709
"408",97.75,97.949997,96.260002,96.830002,3979200,91.530632
"409",97.260002,98.230003,97.160004,97.68,4325100,92.334106
"410",97.669998,98.230003,97.330002,97.980003,2575800,92.617699
"411",97.980003,99.139999,97.910004,98.970001,3467000,93.553513
"412",99.290001,100.290001,98.809998,99.739998,5599900,94.28138
"413",104.970001,109.800003,104.269997,105.519997,24973400,99.745018
"414",106.93,107.639999,106.199997,107.150002,7492700,101.285843
"415",106.839996,108.010002,106.660004,106.800003,5107100,100.954994
"416",107.410004,107.989998,106.769997,106.970001,3119400,101.115685
"417",106.889999,108.389999,106.889999,108.269997,3794600,102.344528
"418",108.25,108.860001,107.620003,108.68,3297800,102.732079
"419",108.290001,108.489998,107.589996,107.879997,2533300,101.975876
"420",107.779999,108.830002,107.690002,108.75,4263300,102.798264
"421",108.389999,110.230003,108.029999,109.93,3883800,103.913689
"422",109.660004,110.779999,108.379997,108.410004,4722900,102.476875
"423",108.440002,109.68,108.279999,109.379997,3621600,103.393784
"424",108.989998,110.489998,108.82,109.589996,3826200,103.5923
"425",110.720001,112.889999,110.239998,112.389999,6210600,106.239052
"426",112.949997,114.529999,112.099998,114.18,5757700,107.931076
"427",114.309998,114.540001,112.839996,114.339996,5515400,108.082314
"428",113.489998,113.699997,112.010002,112.75,4856500,106.579353
"429",113.260002,114.230003,112.160004,113.889999,5294700,107.656967
"430",113.68,114.150002,113.410004,113.739998,4780000,107.51516
"431",113.300003,115.720001,113.220001,115.550003,4439400,109.226112
"432",115.690002,116.5,115.480003,116.260002,3587400,109.897255
"433",116.019997,116.860001,116.019997,116.699997,4663800,110.313164
"434",116.940002,117.349998,116.339996,116.839996,9171800,110.445496
"435",116.209999,116.580002,114.830002,115.010002,5647500,108.71566
"436",115.32,116,114.940002,115.199997,3999100,108.895264
"437",115.779999,116.190002,114.769997,114.790001,4293700,108.507698
"438",114.589996,115.18,113.57,114.5,4419900,108.233582
"439",116.629997,117.699997,114.68,114.82,5745200,108.536072
"440",115.580002,115.629997,114.040001,114.07,4430100,107.827118
"441",114.379997,114.769997,112.57,112.589996,5055600,106.428101
"442",113,113.510002,111.540001,111.75,6153900,105.634071
"443",111.75,111.830002,110.019997,110.779999,5750200,104.717171
"444",110.639999,111.110001,108.389999,109.739998,5278500,103.734077
"445",109.519997,110.089996,108.769997,109.900002,4187000,103.885323
