"","JNJ.Open","JNJ.High","JNJ.Low","JNJ.Close","JNJ.Volume","JNJ.Adjusted"
"187",129.910004,130.270004,129.289993,129.470001,3992700,116.465965
"188",129.580002,130.470001,129.050003,130.009995,5736900,116.951706
"189",130.160004,131.330002,130.020004,131.220001,4492900,118.040199
"190",131.649994,132.399994,131.360001,132.100006,3900800,118.831779
"191",132.399994,133.179993,132.100006,132.889999,3589000,119.542473
"192",132.889999,133.309998,132.360001,133.190002,3741100,119.812317
"193",133,133.25,132.479996,133.220001,2469500,119.839317
"194",133.660004,133.820007,133.169998,133.449997,3750500,120.046204
"195",133.559998,134.130005,132.919998,133.899994,4184600,120.450996
"196",134.880005,137.080002,134.369995,136.649994,8269400,122.924751
"197",136.339996,137.520004,136.020004,136.830002,5172800,123.086723
"198",136.600006,137.419998,136.339996,136.429993,4106600,122.726913
"199",136.449997,137.259995,135.539993,136.119995,5120100,122.448021
"200",137.669998,141.119995,137.059998,140.789993,11717300,126.648926
"201",140.789993,141.580002,140.070007,140.679993,6827700,126.550011
"202",140.710007,142.979996,140.539993,142.039993,9181300,127.77343
"203",142.380005,143.619995,141.830002,142.399994,5634500,128.097229
"204",142.130005,144.350006,142.080002,143.619995,6686000,129.194717
"205",143.380005,143.380005,140.929993,141.639999,6585800,127.41362
"206",141.160004,143.229996,140.960007,142.360001,6563600,128.061264
"207",142.509995,143.75,141.380005,141.809998,5841100,127.566513
"208",141,142.699997,140.199997,141.779999,5140100,127.539543
"209",141.080002,141.210007,139.320007,140,6034300,125.938324
"210",140.020004,140.259995,138.979996,139.410004,4832100,125.4076
"211",139.830002,140.589996,139.339996,139.979996,5006800,125.920326
"212",140.110001,140.289993,139.110001,139.929993,3494100,125.875351
"213",139.729996,140.399994,139.300003,140.080002,2737000,126.0103
"214",140.009995,140.490005,139.720001,139.759995,4220700,125.72242
"215",140.080002,140.149994,138.910004,139.770004,4201900,125.73143
"216",139.699997,141.869995,139.460007,141.320007,4440700,127.125748
"217",140.860001,141.410004,139.800003,140.350006,3517100,126.253151
"218",140.130005,140.130005,138.610001,139.559998,4240800,125.542519
"219",139.009995,140.020004,138.419998,139.759995,4322300,125.72242
"220",139.570007,140.279999,138.919998,139.490005,4078200,125.479546
"221",139.229996,139.830002,138.75,139.100006,4811500,125.128731
"222",139.419998,139.679993,138.639999,138.869995,4193800,124.921837
"223",138.300003,138.860001,137.889999,138,4247400,124.139206
"224",138.149994,138.559998,137.740005,137.929993,4266300,124.076233
"225",138.449997,139.259995,138.190002,138.339996,5660600,124.44503
"226",138.300003,138.380005,136.600006,137.289993,3917000,123.500504
"227",137.5,138.380005,137.309998,138.009995,2606800,124.148216
"228",137.509995,138.309998,137.479996,138.100006,3933100,124.989906
"229",138.300003,140.529999,138.25,140.020004,5052800,126.727654
"230",140.220001,140.630005,138.949997,139.809998,5851400,126.537605
"231",140.059998,140.279999,138.479996,139.330002,8941900,126.103134
"232",139.570007,140.529999,138.600006,139.979996,5990500,126.691429
"233",140.619995,141.5,138.929993,139.009995,5916700,125.813522
"234",139.789993,140.809998,139.199997,139.669998,6745300,126.410873
"235",140.839996,141.960007,140.190002,141.059998,5591700,127.668892
"236",140.009995,141.5,139.259995,140.009995,4713100,126.718567
"237",140,140.759995,139.800003,140.589996,5101300,127.243553
"238",140.899994,141.169998,139.830002,141.139999,4358600,127.741287
"239",142.600006,143.570007,142.039993,142.600006,8016700,129.062698
"240",142.5,143.429993,142.210007,142.889999,6118400,129.325195
"241",143.520004,143.619995,141.610001,141.649994,5337900,128.202896
"242",142.479996,143.139999,141.779999,142.460007,12517000,128.936005
"243",142.559998,143.800003,141.399994,141.800003,5833200,128.338669
"244",141.889999,142.380005,141.360001,141.779999,6580100,128.320557
"245",142.259995,142.580002,141.080002,141.160004,6289800,127.759438
"246",141.589996,142.169998,141.020004,141.059998,6284700,127.668892
"247",141,141.350006,140.039993,140.119995,4665600,126.818161
"248",140.460007,140.539993,139.679993,140.089996,3271100,126.79097
"249",140.419998,141.149994,140.199997,140.570007,3753600,127.225441
"250",140.699997,141,140.330002,140.559998,2485000,127.216362
"251",140.979996,141.210007,139.580002,139.720001,4452900,126.456139
"252",139.660004,139.949997,138.720001,139.229996,6842100,126.012642
"253",139.360001,140.679993,138.899994,140.559998,5350500,127.216362
"254",140.449997,141.139999,140.220001,140.550003,4837600,127.207336
"255",140.690002,141.820007,140.279999,141.710007,6158800,128.257202
"256",141.699997,142,140.919998,141.889999,5129800,128.420105
"257",142.369995,145.679993,142.259995,144.139999,8897000,130.456558
"258",143.550003,144.160004,143.320007,143.970001,6558600,130.302673
"259",144.130005,144.899994,143.690002,144.789993,4962200,131.0448
"260",144.990005,146.419998,144.899994,145.759995,5450600,131.922699
"261",146.419998,148.059998,146.029999,146.860001,8804000,132.918274
"262",147.839996,148.320007,145.479996,146.979996,10619700,133.026886
"263",146.929993,147.440002,145.970001,146.919998,5554800,132.972595
"264",147.460007,147.649994,146.419998,147.360001,8738800,133.370834
"265",147.009995,148.139999,146.720001,148.139999,7010400,134.076782
"266",146.960007,147.440002,141.619995,141.830002,17473600,128.365814
"267",143.5,143.559998,141.800003,142.070007,13034400,128.583038
"268",142.309998,144.660004,142.210007,144.399994,7938800,130.691818
"269",144.5,145.600006,144.130005,145.330002,8065600,131.533569
"270",144.850006,144.940002,143.529999,143.679993,8013400,130.040192
"271",143.399994,143.820007,142.429993,142.429993,8376100,128.908859
"272",142.570007,142.570007,138.100006,138.190002,13137400,125.071373
"273",137.529999,140.669998,137,140.020004,9393600,126.727654
"274",139.020004,140.360001,137.380005,137.679993,9262500,124.609779
"275",136.580002,137,122.150002,130.389999,19954100,118.011848
"276",130.009995,132.990005,128,131.830002,19193500,119.315125
"277",131.889999,133.429993,131.350006,131.419998,10550400,118.944054
"278",130.910004,131.25,126.110001,126.360001,11680200,114.36441
"279",127.519997,130.919998,125.440002,129.529999,15030900,117.233482
"280",130,131.320007,127.68,130.270004,9963900,117.903236
"281",129.210007,130.600006,128.699997,129.960007,6339000,117.622665
"282",129.440002,130.009995,128.389999,129.669998,6259700,117.360184
"283",130.100006,131.279999,129.399994,131.229996,5606400,118.772102
"284",130.960007,134.449997,130.839996,133.149994,7970100,120.509804
"285",132.869995,133.449997,130.660004,130.869995,6563500,118.446266
"286",130.800003,132.429993,129.860001,129.910004,6578000,117.5774
"287",130.100006,131.020004,129.479996,129.910004,5732200,117.5774
"288",130.089996,132.080002,130.020004,132.020004,5126800,119.487091
"289",131.710007,133.410004,131,132.070007,6684400,120.297783
"290",132.210007,133.089996,131.600006,131.669998,7158600,119.933411
"291",131.949997,132.330002,129.869995,129.880005,7985900,118.302986
"292",129.110001,130.119995,126.519997,127.279999,9424000,115.934731
"293",126.910004,129.110001,126.910004,128.820007,6910400,117.337463
"294",128.630005,130.300003,128.179993,129.789993,5799800,118.220985
"295",130,130.199997,127.919998,128.220001,5546500,116.790932
"296",127.480003,129.330002,127.269997,129.039993,6391700,117.537849
"297",129.330002,132.300003,129.330002,132.059998,6423400,120.288658
"298",132.509995,133.820007,131.559998,133.800003,7557800,121.873535
"299",133.800003,134.229996,132.320007,132.630005,4942000,120.807854
"300",133.800003,135.389999,133.449997,134.350006,9152300,122.374535
"301",135.240005,135.699997,131.899994,132.320007,6770600,120.52549
"302",132.550003,134.240005,132.470001,133.059998,6147200,121.199501
"303",133.160004,134.399994,132.100006,133.679993,14233500,121.764252
"304",133.350006,133.470001,129.360001,130.240005,6017000,118.630882
"305",130.779999,131.779999,129.380005,131.210007,6214300,119.514427
"306",131.399994,132.779999,130.660004,131.190002,5158700,119.496201
"307",130.470001,130.679993,127.099998,127.379997,7560100,116.02581
"308",127.629997,127.800003,124.900002,125.099998,8452500,113.949043
"309",126.410004,127.540001,125.209999,127.389999,8358200,116.03492
"310",127.110001,129.100006,126.389999,127.209999,7789900,115.870979
"311",127.629997,129.020004,127.209999,127.449997,6868500,116.089577
"312",127.970001,128.759995,126.82,128.149994,6119400,116.727165
"313",127.82,127.879997,123.540001,124.559998,8916900,113.457169
"314",125.18,128.490005,124.68,128.350006,8035000,116.909363
"315",126.900002,131.119995,126.389999,130.410004,7717100,118.785744
"316",130.410004,131.199997,129.5,130.710007,5621700,119.058998
"317",130.220001,130.639999,126.410004,128.100006,6399300,116.681641
"318",128.649994,131.139999,127.68,129.479996,6395800,117.938614
"319",130.25,130.910004,129.289993,130.25,6019300,118.640007
"320",129.139999,130.350006,129.029999,129.630005,4575400,118.075264
"321",130.089996,131.309998,129.860001,130.429993,4559800,118.80394
"322",131.089996,131.419998,129.630005,130.619995,4742300,118.977005
"323",131.410004,132.880005,131.279999,131.759995,6379600,120.015396
"324",132.110001,132.199997,128.809998,130.539993,11008700,118.904129
"325",129.690002,129.899994,126.940002,127.720001,9383600,116.335518
"326",127.629997,128.270004,126.889999,127.550003,5959500,116.180664
"327",128,128.300003,126.169998,126.660004,7743900,115.369995
"328",126.879997,127.300003,125.779999,126.830002,7501900,115.524849
"329",126.940002,127.459999,125.309998,126.190002,6577500,114.941895
"330",125.910004,126.849998,125.279999,126.760002,5859600,115.461067
"331",126.620003,129.220001,126.620003,128.009995,8211100,116.599655
"332",127.730003,128.789993,127.5,128.270004,4266800,116.836479
"333",128.860001,128.979996,126.489998,126.489998,8219400,115.215141
"334",126.32,126.639999,124.970001,126.010002,5122600,114.777939
"335",125.519997,126.18,123.199997,123.5,7390800,112.491669
"336",123.300003,123.690002,121.279999,123.029999,7282900,112.06356
"337",122.599998,124.510002,121.800003,124.190002,6127600,113.120155
"338",124.139999,125.239998,123.32,123.589996,6707900,112.573624
"339",122.860001,123.489998,121.690002,122.610001,5951800,111.680992
"340",122.989998,124.050003,122.529999,123.510002,6808600,112.500778
"341",124.220001,126.050003,124,125.349998,4948000,114.17675
"342",125.769997,127.599998,125.760002,127.239998,5716700,115.8983
"343",127.349998,127.610001,125.599998,126.059998,6101600,114.823463
"344",125.540001,125.830002,124.400002,125.129997,5875700,113.976372
"345",125.440002,125.900002,125,125.349998,3818100,114.17675
"346",125.489998,125.589996,123.550003,123.849998,6473400,112.810463
"347",123.779999,124.440002,123.279999,124.239998,5433900,113.16571
"348",124.620003,124.989998,123.32,123.720001,5558700,112.692047
"349",123.800003,124.239998,122.760002,122.910004,7172700,111.954262
"350",122.870003,123.970001,122.739998,123.449997,4940800,112.446114
"351",123.220001,123.389999,121.550003,122.25,6923600,111.353104
"352",121.559998,122.800003,121.129997,121.470001,4594800,111.463188
"353",120.5,120.800003,118.620003,119.400002,9821900,109.563721
"354",120.120003,121.580002,119.540001,120.970001,6423700,111.004387
"355",120.919998,121.25,119.540001,119.620003,10337500,109.76561
"356",120.379997,121.32,119.970001,121.260002,5741000,111.2705
"357",121.849998,122.370003,121.019997,121.949997,4853000,111.903656
"358",122.050003,122.559998,120.900002,121.480003,5125400,111.472374
"359",121.970001,122.790001,121.459999,122.790001,6799300,112.674446
"360",123,123.489998,122.269997,123.330002,7414100,113.169975
"361",123.360001,124.849998,123.330002,124.059998,6208100,113.839821
"362",124.269997,124.339996,122.550003,122.660004,5571400,112.555161
"363",123.160004,123.18,121.949997,122.540001,5227300,112.445045
"364",123.150002,124.089996,122.459999,122.629997,5836900,112.527649
"365",122.709999,123.150002,122.089996,122.410004,5239200,112.32576
"366",122.099998,122.730003,121.239998,122.610001,13173500,112.509277
"367",121.610001,121.809998,120.25,121.32,6787400,111.325569
"368",120.660004,123.169998,120.57,122.57,8572400,112.47258
"369",122.419998,122.660004,121.660004,122.040001,6277200,111.986237
"370",121.830002,122.239998,121.110001,121.449997,4417200,111.444839
"371",121.68,123.379997,121.650002,122.839996,9501400,112.720322
"372",122.82,123.43,121.510002,122.589996,8170500,112.490921
"373",122.489998,122.889999,121.599998,122.349998,5496400,112.270699
"374",122.129997,122.970001,121.449997,121.610001,5666000,111.591667
"375",121.779999,122.410004,121.07,122,5296800,111.949524
"376",122.239998,123.18,121.190002,121.339996,7308700,111.34391
"377",121.339996,121.730003,120.110001,121.580002,5481400,111.564125
"378",121.650002,123.459999,121.260002,122.709999,4248100,112.601044
"379",123.599998,125.120003,123.230003,125,7319100,114.702385
"380",125.160004,125.919998,124.610001,125.75,7297900,115.390594
"381",126.220001,126.75,125.599998,126.050003,6706100,115.665886
"382",126.370003,127.519997,126.110001,127.379997,5075600,116.886314
"383",127.410004,127.440002,126.059998,126.239998,4827400,115.840248
"384",127.709999,128.210007,127.169998,127.760002,6199000,117.235016
"385",125.32,127.5,125.32,125.93,8250200,115.555786
"386",126,126.099998,124.160004,124.690002,7314400,114.417931
"387",128.529999,130.539993,127.559998,129.110001,12858700,118.473793
"388",128.809998,129.050003,127.169998,127.800003,7152000,117.271721
"389",127.529999,127.699997,125.870003,125.940002,5984600,115.564964
"390",125.300003,126.139999,125.120003,125.849998,5835500,115.482376
"391",125.75,126.68,125.449997,126.629997,4631100,116.198112
"392",127.239998,129.619995,127.150002,129.360001,7158800,118.703194
"393",129.139999,129.229996,127.650002,128.619995,6523000,118.024185
"394",129.899994,131.220001,129.850006,130.279999,7640600,119.547417
"395",129.979996,132.270004,129.940002,131.550003,6620400,120.712807
"396",131.779999,132.490005,131.25,132.169998,11013100,121.281715
"397",132.279999,132.639999,131.770004,132.520004,7598900,121.60289
"398",132.389999,132.960007,132.080002,132.639999,5770400,121.713005
"399",132.889999,133,131.089996,131.25,6563300,120.437523
"400",131.179993,132.699997,130.899994,131.949997,6498700,121.079849
"401",131.639999,132.529999,131.009995,132.020004,5840000,121.144066
"402",131.880005,132.169998,131.300003,131.460007,4664600,120.630219
"403",131.490005,131.800003,130.889999,131.169998,3721500,120.364105
"404",131.539993,131.720001,130.669998,131.199997,4057800,120.391609
"405",131.190002,131.630005,130.259995,130.75,4324000,119.978683
"406",130.720001,130.899994,129.850006,130.220001,3778000,119.492348
"407",129.669998,130.470001,129.350006,129.5,4542800,118.83168
"408",129.75,130.740005,128.929993,130.429993,5377300,119.685059
"409",131.020004,132.880005,130.570007,132.479996,7861500,121.566185
"410",132.449997,135,132.190002,134.470001,6700900,123.392242
"411",134.929993,137.119995,134,136.880005,7935000,125.603737
"412",137,137.429993,135.300003,135.350006,5832100,124.19976
"413",135.559998,135.679993,134.419998,134.610001,4688400,123.520714
"414",134.610001,135.490005,134.100006,135.110001,5057600,123.979523
"415",135.110001,136.149994,134.830002,135.949997,4809400,124.75029
"416",135.5,136.050003,134.210007,134.919998,4325900,124.630234
"417",134.779999,134.899994,133.889999,134.320007,6037500,124.076012
"418",134.320007,134.940002,133.940002,134.860001,4648700,124.574821
"419",134.699997,135.600006,134.600006,134.949997,4821900,124.657959
"420",134.600006,135,133.970001,134.690002,6139500,124.417778
"421",134.690002,134.75,133.440002,133.720001,4406800,123.521736
"422",133.479996,135.940002,133.460007,135.860001,6174800,125.49855
"423",135.5,137.309998,135.179993,136.869995,6562000,126.431534
"424",136.779999,137.690002,135.75,137.320007,6375200,126.847191
"425",137.529999,138.470001,137.059998,137.210007,4892200,126.745605
"426",137.639999,138.910004,137.220001,138.509995,7856800,127.946426
"427",138.899994,139.990005,138.559998,139.360001,6767700,128.731613
"428",139.889999,140.479996,139.020004,139.889999,6456100,129.221222
"429",140,140.350006,139.100006,139.490005,4534800,128.85173
"430",139.330002,140.399994,139.179993,139.960007,5295500,129.285858
"431",140.270004,140.839996,139.830002,140.539993,4581200,129.821594
"432",140.759995,140.990005,140.050003,140.460007,5049900,129.747726
"433",140.820007,142.139999,140.509995,141.979996,5019300,131.15181
"434",142.179993,143.130005,141.690002,142.880005,13283400,131.98317
"435",142.100006,142.5,140.229996,140.470001,6708000,129.756989
"436",140.529999,140.960007,138.399994,138.639999,7982800,128.066513
"437",138.949997,140,137.960007,138.160004,7133300,127.623154
"438",138.449997,139.580002,137.570007,138.220001,6450500,127.678566
"439",138.100006,138.559998,137.410004,138.169998,6638500,127.632393
"440",138.259995,139.850006,138,139.690002,4871800,129.036438
"441",139.789993,140.729996,139.649994,140.479996,6439100,129.766205
"442",140.539993,141.270004,138.880005,139.029999,5411800,128.426788
