"","DVA.Open","DVA.High","DVA.Low","DVA.Close","DVA.Volume","DVA.Adjusted"
"42",69.709999,70.040001,69.589996,70,881000,70
"43",69.980003,70.139999,69.32,69.419998,1121300,69.419998
"44",69.07,69.279999,68.059998,68.129997,1059200,68.129997
"45",68.129997,68.779999,68.07,68.260002,760900,68.260002
"46",68.290001,68.779999,68.050003,68.290001,677500,68.290001
"47",68.379997,68.660004,68.220001,68.550003,572600,68.550003
"48",68.529999,68.769997,68.370003,68.75,692100,68.75
"49",68.489998,68.82,68.269997,68.699997,1296000,68.699997
"50",68.809998,69.230003,68.660004,69.029999,1086000,69.029999
"51",69.019997,69.389999,67.669998,67.739998,864600,67.739998
"52",67.730003,67.870003,67.559998,67.800003,1721500,67.800003
"53",67.839996,68.150002,67.32,67.410004,581700,67.410004
"54",67.400002,67.5,65.970001,66.010002,1383700,66.010002
"55",66.169998,66.349998,65.419998,65.559998,1231700,65.559998
"56",65.660004,66.709999,65.5,66.120003,1635000,66.120003
"57",66.110001,67.120003,65.900002,66.769997,970000,66.769997
"58",66.489998,67.230003,66.199997,66.93,778900,66.93
"59",66.709999,67.849998,66.589996,67.690002,1141300,67.690002
"60",67.480003,68.5,67.230003,68.309998,1362000,68.309998
"61",68.269997,68.669998,67.940002,68.5,918900,68.5
"62",68.419998,68.540001,67.959999,67.970001,1013600,67.970001
"63",68.059998,68.389999,67.260002,67.639999,1098000,67.639999
"64",67.580002,67.580002,66.830002,67.18,911900,67.18
"65",67.32,68.279999,67.190002,67.349998,798800,67.349998
"66",67.389999,67.790001,67.089996,67.760002,659000,67.760002
"67",67.550003,67.550003,66.989998,67.040001,796200,67.040001
"68",67.32,68.860001,67.230003,68.269997,1241300,68.269997
"69",68.029999,68.349998,67.739998,68.309998,561800,68.309998
"70",67.650002,68.339996,67.510002,68.099998,688300,68.099998
"71",68.239998,68.239998,67.660004,67.779999,548100,67.779999
"72",67.839996,68.339996,67.440002,68.339996,827200,68.339996
"73",67.849998,68.089996,67.480003,67.720001,640800,67.720001
"74",67.879997,68.239998,67.379997,67.769997,781500,67.769997
"75",67.889999,68.510002,67.529999,68.43,1042100,68.43
"76",68.269997,68.489998,67.589996,67.739998,975700,67.739998
"77",68.43,68.68,68.050003,68.269997,878700,68.269997
"78",68.5,68.650002,67.919998,68.5,858700,68.5
"79",68.660004,69.220001,68.300003,68.480003,1813900,68.480003
"80",68.379997,69.019997,68.379997,68.82,926600,68.82
"81",68.739998,69.019997,68.239998,69.010002,950600,69.010002
"82",69.019997,69.379997,68.669998,69.080002,1481600,69.080002
"83",69.300003,70.160004,68.959999,70.089996,1953300,70.089996
"84",69,69.440002,66.099998,66.449997,3226100,66.449997
"85",66.5,66.709999,64.809998,65.239998,2337100,65.239998
"86",65.400002,65.650002,64.690002,65.449997,1974900,65.449997
"87",65.529999,65.919998,65.199997,65.389999,1307100,65.389999
"88",65.459999,66.050003,65.190002,65.870003,1179300,65.870003
"89",65.739998,66.769997,65.739998,66.540001,1330900,66.540001
"90",66.410004,67.010002,66.209999,66.879997,1012800,66.879997
"91",66.75,66.889999,66.5,66.639999,911600,66.639999
"92",66.620003,66.900002,65.889999,66.029999,1260100,66.029999
"93",65.900002,65.900002,61.700001,62.09,4902000,62.09
"94",62.09,64.18,61.48,63.950001,3119100,63.950001
"95",64.099998,64.449997,63.439999,64.099998,1593600,64.099998
"96",64.110001,65.019997,63.849998,64.57,1566600,64.57
"97",64.639999,65.019997,64.419998,64.699997,1505700,64.699997
"98",64.610001,65.029999,64.449997,64.879997,1282400,64.879997
"99",64.989998,65.050003,64.529999,64.769997,1257800,64.769997
"100",64.769997,67.040001,64.769997,66.269997,2150600,66.269997
"101",66.440002,66.779999,64.309998,64.75,2171600,64.75
"102",64.459999,65.309998,64.360001,65.199997,1403100,65.199997
"103",65.330002,66.32,65.129997,66.260002,1768300,66.260002
"104",66.230003,67.580002,66.099998,67.419998,1318200,67.419998
"105",67.5,67.5,66.260002,66.43,1393900,66.43
"106",66.290001,66.639999,65.43,65.690002,970800,65.690002
"107",65.589996,65.639999,64.809998,65.480003,810600,65.480003
"108",65.169998,65.25,63.950001,64.050003,2455400,64.050003
"109",64.050003,64.25,63,63.610001,1872700,63.610001
"110",63.5,64.540001,63.459999,64.470001,1038700,64.470001
"111",64.589996,65.910004,64.589996,65.220001,1529800,65.220001
"112",65.18,66.139999,64.910004,65.610001,1024400,65.610001
"113",65.870003,66.160004,65.410004,65.970001,1045900,65.970001
"114",66.010002,66.080002,65.050003,65.559998,786400,65.559998
"115",65.75,66.220001,65.019997,66.169998,1774100,66.169998
"116",66.010002,66.260002,65.860001,66.050003,970200,66.050003
"117",65.870003,65.879997,64.82,65.080002,1233100,65.080002
"118",65.160004,65.379997,63.939999,64.290001,1464700,64.290001
"119",64.290001,65.25,63.93,65.07,1972700,65.07
"120",65.190002,65.440002,64.779999,64.889999,2131200,64.889999
"121",63.860001,64.889999,63.77,64.449997,1150000,64.449997
"122",64.459999,64.879997,64.059998,64.120003,1005200,64.120003
"123",64.5,65.150002,64.120003,64.720001,932400,64.720001
"124",64.809998,64.93,63.599998,64.059998,880800,64.059998
"125",64.209999,65.290001,64.110001,64.760002,1671600,64.760002
"126",64.910004,64.959999,64.349998,64.379997,444300,64.379997
"127",64.410004,64.540001,63.490002,64.099998,1327000,64.099998
"128",64.099998,64.239998,62.98,63.049999,1420900,63.049999
"129",63.049999,63.48,62.349998,63.419998,1060000,63.419998
"130",63.16,63.419998,62.110001,62.34,2410300,62.34
"131",62.610001,63.490002,62.43,63.360001,1434600,63.360001
"132",63.669998,64.230003,63.459999,63.880001,1239000,63.880001
"133",63.900002,64.459999,63.360001,64.239998,800100,64.239998
"134",64.18,65,64.129997,64.699997,1359500,64.699997
"135",64.830002,65.739998,64.519997,65.269997,1382100,65.269997
"136",65.260002,65.32,64.510002,65.209999,1544200,65.209999
"137",65.349998,65.669998,65.050003,65.410004,874700,65.410004
"138",65.400002,66.639999,65.400002,66.419998,1351700,66.419998
"139",66.18,66.480003,65.5,65.760002,1029800,65.760002
"140",65.75,66.150002,65.32,65.480003,996700,65.480003
"141",65.550003,65.949997,64.889999,65.370003,989500,65.370003
"142",65.239998,65.260002,64.230003,64.889999,866700,64.889999
"143",64.75,64.910004,64.169998,64.879997,998600,64.879997
"144",64.889999,65.599998,64.690002,65.470001,763100,65.470001
"145",65.57,65.620003,64.720001,64.779999,933500,64.779999
"146",65.029999,65.279999,64.050003,64.129997,1666700,64.129997
"147",64.489998,65.339996,58.189999,58.459999,4942600,58.459999
"148",58.509998,59.040001,57.959999,58.5,2405800,58.5
"149",58.459999,58.549999,57.299999,57.700001,1669200,57.700001
"150",57.700001,57.759998,56.84,56.849998,1945800,56.849998
"151",56.849998,57.150002,55.939999,57.049999,2437500,57.049999
"152",56.720001,57.07,56,56.52,2014600,56.52
"153",56.32,56.48,55.59,56.130001,1579900,56.130001
"154",56.099998,56.77,56,56.549999,1332500,56.549999
"155",57,57.330002,56.790001,56.919998,2211400,56.919998
"156",56.91,57.23,56.709999,56.98,1243300,56.98
"157",57.16,57.509998,57.02,57.34,951200,57.34
"158",57.299999,57.91,56.540001,56.560001,1021800,56.560001
"159",56.5,56.66,56.009998,56.23,973300,56.23
"160",56.290001,56.709999,55.869999,56.470001,1223000,56.470001
"161",56.5,56.900002,56.459999,56.779999,1026400,56.779999
"162",56.68,56.91,56.310001,56.709999,866000,56.709999
"163",56.959999,57.709999,56.799999,56.939999,1261700,56.939999
"164",57.150002,57.799999,57.07,57.23,1180500,57.23
"165",57.540001,57.779999,57.200001,57.32,1053400,57.32
"166",57.130001,57.34,56.59,57.07,973700,57.07
"167",57.060001,57.599998,56.799999,57.52,1069900,57.52
"168",57.709999,58.68,57.450001,58.560001,1624200,58.560001
"169",58.68,58.830002,57.380001,57.880001,1266900,57.880001
"170",57.689999,57.869999,56.93,57.23,1212400,57.23
"171",57.5,57.529999,56.77,57.419998,1369900,57.419998
"172",57.599998,57.599998,57.02,57.369999,1376700,57.369999
"173",57.299999,58.369999,57.040001,58.310001,925300,58.310001
"174",58.959999,60.400002,58.959999,59.799999,1917000,59.799999
"175",59.66,60.68,59.59,60.290001,1911500,60.290001
"176",60.150002,60.450001,59.619999,59.779999,1221400,59.779999
"177",59.75,59.919998,59.5,59.709999,1234900,59.709999
"178",59.529999,59.68,59.119999,59.630001,2154800,59.630001
"179",59.68,61.029999,59.68,60.709999,2169700,60.709999
"180",60.689999,60.689999,58.799999,59.279999,2038900,59.279999
"181",59.27,60.849998,59.200001,60.529999,1919200,60.529999
"182",60.439999,61.52,60.240002,61.259998,2206200,61.259998
"183",61.23,61.689999,56.139999,57.490002,7743500,57.490002
"184",57.43,58.259998,57.009998,57.68,2344000,57.68
"185",57.82,58.59,57.330002,58.470001,1803100,58.470001
"186",58.470001,58.98,57.810001,58.310001,1736300,58.310001
"187",58.419998,58.830002,57.950001,58.470001,1501200,58.470001
"188",58.77,59.48,58.720001,59.389999,1371900,59.389999
"189",59.549999,60.59,59.549999,60.18,1762900,60.18
"190",60.439999,61.139999,60.040001,60.91,1095000,60.91
"191",60.849998,61.040001,59.889999,59.919998,1484100,59.919998
"192",59.91,60.560001,59.66,60.380001,1503900,60.380001
"193",60.18,60.41,59.68,59.82,1222000,59.82
"194",56.91,57.439999,53.860001,53.889999,5943800,53.889999
"195",55.41,55.549999,53.580002,54.32,6167600,54.32
"196",54.549999,55.900002,54.330002,54.560001,4317800,54.560001
"197",54.57,54.740002,53.860001,54.400002,2196100,54.400002
"198",54.220001,54.970001,53.779999,54.73,2479300,54.73
"199",55.23,57.580002,55.139999,56.93,3385700,56.93
"200",56.869999,57.110001,56.450001,56.490002,2239600,56.490002
"201",56.619999,58.759998,56.619999,57.720001,2788000,57.720001
"202",57.66,59.299999,57.439999,58.700001,2148700,58.700001
"203",58.990002,59.970001,58.990002,59.349998,2576600,59.349998
"204",59.98,61.77,59.93,61,4153700,61
"205",60.849998,62.52,60.599998,62.5,3238600,62.5
"206",62.049999,62.970001,61.889999,62.599998,2474200,62.599998
"207",62.639999,63.040001,61.41,61.529999,2426600,61.529999
"208",61.549999,62.380001,61.400002,61.889999,2234500,61.889999
"209",61.75,62.16,60.84,61.07,2069400,61.07
"210",60.98,61.279999,60.150002,60.740002,1629700,60.740002
"211",60.849998,61.119999,59.32,59.830002,2528600,59.830002
"212",59.939999,60.080002,59.119999,59.52,1639700,59.52
"213",59.360001,59.959999,58.619999,59.91,1533600,59.91
"214",59.91,60.84,59.27,59.41,1671400,59.41
"215",59.599998,59.810001,58.389999,58.959999,2026500,58.959999
"216",53.59,55.450001,52.509998,54.34,7460300,54.34
"217",54.310001,55.880001,54.310001,55.110001,2957600,55.110001
"218",54.77,55.259998,54.66,55,1805700,55
"219",54.540001,55.310001,54.540001,54.990002,1329500,54.990002
"220",54.849998,54.990002,53.91,54.66,1058300,54.66
"221",54.209999,54.580002,53.779999,54.380001,1234100,54.380001
"222",54.630001,55.68,54.630001,55.639999,1556600,55.639999
"223",55.310001,55.630001,54.880001,54.91,1688200,54.91
"224",54.740002,54.849998,54.209999,54.759998,1387500,54.759998
"225",54.68,55.290001,54.380001,55.169998,1203600,55.169998
"226",55.23,56.490002,55.119999,55.389999,2089300,55.389999
"227",56.200001,57.23,56.080002,57.150002,1951000,57.150002
"228",57.200001,58.18,56.529999,57.990002,2886900,57.990002
"229",57.990002,58.580002,57.389999,58.48,1676400,58.48
"230",58.48,61.09,58.439999,60.639999,2626900,60.639999
"231",60.73,61.59,59.91,61.060001,2542500,61.060001
"232",61,61.599998,60.049999,61.110001,2025600,61.110001
"233",61.389999,64.139999,61.25,61.93,2796300,61.93
"234",61.779999,61.91,60.09,60.93,1316400,60.93
"235",68.57,69.650002,66.660004,69.199997,9753900,69.199997
"236",69.5,69.959999,66.580002,67.139999,4089300,67.139999
"237",67.459999,68.309998,66.809998,67.709999,2587400,67.709999
"238",68.839996,69.550003,68.209999,69.510002,2445600,69.510002
"239",70,70.580002,69.690002,70.400002,2538800,70.400002
"240",70.25,71.440002,69.519997,71.300003,2478800,71.300003
"241",71.169998,71.470001,68.82,69.029999,2700700,69.029999
"242",69.129997,70.639999,69.029999,70.519997,3010400,70.519997
"243",70.699997,71.660004,69.790001,71.07,2238800,71.07
"244",71.050003,72.169998,70.980003,71.800003,1967000,71.800003
"245",71.800003,72.139999,71.419998,71.75,1662500,71.75
"246",71.879997,72.190002,71.610001,71.900002,1193700,71.900002
"247",72.139999,72.199997,71.720001,71.980003,642200,71.980003
"248",72,72.610001,71.75,72.099998,728700,72.099998
"249",72.190002,72.330002,71.879997,72.309998,614200,72.309998
"250",72.639999,72.769997,71.82,72.360001,714100,72.360001
"251",72.599998,72.93,72.169998,72.25,728200,72.25
"252",72.269997,73.129997,71.93,72.540001,1198700,72.540001
"253",72.339996,73.029999,71.769997,72.910004,1301100,72.910004
"254",74.300003,75.139999,73.610001,74.849998,2283400,74.849998
"255",75,75.599998,74.209999,75.529999,1930000,75.529999
"256",75.550003,75.809998,74.790001,75.660004,1860700,75.660004
"257",75.599998,77.519997,75.379997,77.470001,1484000,77.470001
"258",77.269997,78.120003,76.5,78.07,1575400,78.07
"259",78.25,80.709999,78.25,80.029999,2360500,80.029999
"260",80,80.029999,79.019997,79.129997,1440400,79.129997
"261",79.5,79.639999,78.379997,79.150002,1244600,79.150002
"262",79.129997,79.349998,78.550003,79.059998,1378900,79.059998
"263",79,79,78.110001,78.190002,1082900,78.190002
"264",78.18,78.739998,77.730003,78.610001,1098900,78.610001
"265",78.760002,79.139999,77.949997,78.949997,912100,78.949997
"266",78.629997,79.550003,77.550003,79.040001,790900,79.040001
"267",79.18,79.449997,78.139999,78.639999,863200,78.639999
"268",78.769997,79.040001,78.25,78.959999,588600,78.959999
"269",79.010002,79.300003,78.470001,79.099998,1105800,79.099998
"270",78.949997,79.550003,78.660004,79.089996,1320800,79.089996
"271",78.050003,79.330002,77.230003,78.93,1311900,78.93
"272",78.910004,79.040001,77.190002,78.040001,1714300,78.040001
"273",77.529999,78.260002,76.5,77.550003,1896500,77.550003
"274",77.209999,77.370003,75.209999,75.650002,1578000,75.650002
"275",75.230003,76.300003,72.790001,72.839996,1764500,72.839996
"276",71.57,74.739998,70.5,74.029999,1578500,74.029999
"277",73.849998,75.639999,73.660004,74.660004,1010900,74.660004
"278",74.57,75.150002,71.870003,71.910004,1337100,71.910004
"279",72.620003,73.610001,70.550003,72.970001,1937800,72.970001
"280",73.410004,74.269997,72.610001,73.410004,1388100,73.410004
"281",72.690002,74.029999,72.690002,73.540001,1736300,73.540001
"282",72.07,74.839996,71.559998,74.75,2581200,74.75
"283",75,75.480003,73.68,73.839996,1841900,73.839996
"284",73.809998,74.510002,73.160004,73.650002,1302600,73.650002
"285",73.269997,74.260002,72.339996,72.769997,1364100,72.769997
"286",72.879997,74.029999,72.529999,72.550003,1085000,72.550003
"287",72.839996,73.57,71.800003,72.07,1311600,72.07
"288",72.620003,73.360001,71.699997,73.18,1062600,73.18
"289",73.269997,73.800003,72.540001,73.5,856200,73.5
"290",73.269997,74.059998,72.849998,73.669998,1042200,73.669998
"291",73.709999,73.830002,72.010002,72.019997,1245300,72.019997
"292",71.879997,72,69.449997,70.449997,2448800,70.449997
"293",70.230003,72.32,69.599998,71.910004,1462900,71.910004
"294",71.529999,72.480003,71.110001,72.190002,1224200,72.190002
"295",72.25,72.589996,71.480003,72.059998,1141200,72.059998
"296",71.410004,72.510002,71.07,72.190002,1032500,72.190002
"297",72.160004,72.82,71.739998,72.599998,973400,72.599998
"298",72.949997,73.18,71.529999,72.459999,1489200,72.459999
"299",72.18,72.5,71.120003,72.260002,2354000,72.260002
"300",72.309998,72.720001,69.389999,70.190002,2480400,70.190002
"301",70.540001,70.540001,69.440002,70.029999,2571200,70.029999
"302",70.169998,70.18,69.050003,69.449997,1528900,69.449997
"303",69.459999,69.540001,68.120003,68.529999,3341900,68.529999
"304",68.519997,68.870003,67.730003,68.410004,2044000,68.410004
"305",68.459999,68.489998,66.25,66.370003,2680800,66.370003
"306",66.660004,67.889999,66.400002,66.839996,2123200,66.839996
"307",66.550003,67.230003,65.75,65.790001,1634800,65.790001
"308",65.849998,66.18,64.860001,65,1571400,65
"309",65.699997,66.489998,64.620003,65.639999,1512000,65.639999
"310",65.699997,66.209999,65.029999,65.339996,1146400,65.339996
"311",65.519997,66.639999,65.279999,66,1777000,66
"312",66.07,66.32,65.419998,65.940002,1682300,65.940002
"313",65.959999,66.269997,63.32,63.790001,2434600,63.790001
"314",64.129997,64.739998,63.380001,64.349998,1317300,64.349998
"315",63.400002,63.990002,61.720001,63.669998,2450900,63.669998
"316",63.830002,64.839996,63.68,64.190002,1790000,64.190002
"317",63.549999,63.68,62.450001,63.029999,2011200,63.029999
"318",63.189999,63.599998,62.740002,62.77,1457700,62.77
"319",63.389999,63.84,62.779999,63.18,1644100,63.18
"320",62.639999,63.380001,62.52,62.959999,1246300,62.959999
"321",63.41,63.41,62.639999,62.869999,1125300,62.869999
"322",63.169998,63.43,62.619999,62.900002,1172100,62.900002
"323",63.310001,63.419998,62.32,63.169998,1286300,63.169998
"324",63.34,63.650002,62.939999,63.080002,1449600,63.080002
"325",63.220001,64.629997,63.169998,64.160004,1285300,64.160004
"326",63.959999,64.580002,63.669998,64.120003,1450200,64.120003
"327",64.110001,64.379997,63.459999,63.75,1159400,63.75
"328",63.389999,63.619999,62.5,63.09,1266500,63.09
"329",63.470001,64.279999,62.619999,62.849998,1323100,62.849998
"330",62.529999,63.490002,61.919998,63.299999,1450800,63.299999
"331",63.220001,63.27,62.5,62.939999,965400,62.939999
"332",62.799999,63.630001,62.799999,63.220001,1268300,63.220001
"333",63.369999,63.68,62.75,62.790001,1524000,62.790001
"334",62.77,63.34,61.970001,63.119999,1759500,63.119999
"335",63.060001,64.129997,62.860001,63.380001,1523400,63.380001
"336",63.16,64.110001,62.43,63.299999,2473500,63.299999
"337",62.990002,68.690002,62.259998,66.379997,4010300,66.379997
"338",66.07,66.529999,64.68,66.019997,2225800,66.019997
"339",65.959999,65.959999,63.900002,64.160004,1966500,64.160004
"340",64.32,65.110001,64.169998,64.800003,1530800,64.800003
"341",65.209999,66.120003,64.970001,65.769997,1196700,65.769997
"342",65.660004,66.690002,65.199997,66.010002,1541900,66.010002
"343",66.309998,66.809998,66.139999,66.599998,905600,66.599998
"344",66.269997,66.660004,66.080002,66.290001,1214300,66.290001
"345",66.550003,67.18,66.260002,66.830002,1387500,66.830002
"346",66.690002,68.139999,66.57,67.580002,1012100,67.580002
"347",67.529999,68.279999,67.309998,68.120003,1205700,68.120003
"348",68.360001,68.699997,67.830002,67.919998,1012200,67.919998
"349",68.029999,68.389999,67.839996,67.919998,744900,67.919998
"350",67.620003,68.639999,67.239998,68.529999,1458800,68.529999
"351",68.529999,68.529999,67.809998,68.089996,1266500,68.089996
"352",68.089996,68.57,67.769997,67.889999,875500,67.889999
"353",67.449997,67.559998,66.519997,67.050003,1257900,67.050003
"354",67.190002,68.790001,66.580002,68.360001,1340600,68.360001
"355",68.150002,68.150002,66.660004,66.839996,1751100,66.839996
"356",67.120003,67.120003,66.139999,67.089996,1250000,67.089996
"357",67.580002,67.720001,66.519997,66.910004,1760500,66.910004
"358",66.900002,67.440002,66.610001,67.389999,1185200,67.389999
"359",67.730003,68.699997,66.879997,68.699997,1474800,68.699997
"360",68.839996,69.480003,68.730003,68.940002,1553900,68.940002
"361",68.980003,71.110001,68.980003,71.050003,2102500,71.050003
"362",70.919998,73.129997,70.209999,72.110001,3180700,72.110001
"363",72.010002,72.239998,71.470001,71.760002,1402300,71.760002
"364",72,72.010002,70.879997,70.970001,1528400,70.970001
"365",71.029999,71.07,70.330002,71.040001,1760800,71.040001
"366",70.900002,73.5,70.849998,73.470001,3351000,73.470001
"367",73.269997,73.440002,72.57,72.910004,2016800,72.910004
"368",72.300003,73.209999,72.169998,72.970001,1755600,72.970001
"369",73.220001,73.220001,72.25,72.440002,1313400,72.440002
"370",72.580002,72.639999,71.779999,72.080002,1171500,72.080002
"371",72.230003,72.75,71.849998,71.949997,2168700,71.949997
"372",71.93,72.029999,70.940002,71.309998,2218900,71.309998
"373",71.400002,71.839996,70.889999,71.510002,573700,71.510002
"374",71.330002,71.82,70.800003,70.800003,715000,70.800003
"375",70.459999,70.459999,68.290001,70.150002,1204500,70.150002
"376",70.220001,70.470001,69.419998,69.440002,1348400,69.440002
"377",69.279999,69.669998,68.860001,69.480003,1114800,69.480003
"378",69.470001,69.75,69.050003,69.169998,827800,69.169998
"379",69.239998,69.650002,68.639999,69.269997,1648200,69.269997
"380",69.610001,70.470001,69.32,70.220001,800700,70.220001
"381",70.389999,71.160004,70.230003,70.620003,1667100,70.620003
"382",70.790001,71.419998,70.489998,70.599998,1066100,70.599998
"383",70.239998,70.410004,69.519997,69.639999,892100,69.639999
"384",70.080002,72.129997,69.760002,71.5,1571600,71.5
"385",71.300003,72.120003,71.300003,71.769997,827100,71.769997
"386",71.769997,71.910004,71.32,71.709999,929300,71.709999
"387",71.599998,71.809998,71.239998,71.32,801800,71.32
"388",71,71.269997,70.400002,70.610001,766700,70.610001
"389",70.160004,70.730003,69.57,70.57,831000,70.57
"390",70.190002,70.82,69.830002,69.980003,951700,69.980003
"391",70.160004,70.980003,70.080002,70.879997,809600,70.879997
"392",71.57,71.709999,69.900002,70.07,1090700,70.07
"393",70.199997,70.199997,69.160004,69.480003,795500,69.480003
"394",69.589996,70.209999,69.290001,70.18,1203000,70.18
"395",70.18,70.419998,69.410004,69.669998,670600,69.669998
"396",69.660004,70.029999,69.349998,69.809998,885200,69.809998
"397",69.919998,70.360001,69.43,70.279999,1035200,70.279999
"398",69.769997,71.57,69.769997,70.339996,1562300,70.339996
"399",70.919998,74.720001,70.519997,74.099998,2146000,74.099998
"400",73.800003,74.629997,73.489998,74.550003,870000,74.550003
"401",74.43,74.540001,72.919998,73.029999,1011400,73.029999
"402",72.739998,72.959999,71.32,72.839996,822600,72.839996
"403",72.849998,73.540001,72.559998,73.339996,864500,73.339996
"404",73.400002,73.43,72.639999,72.650002,862700,72.650002
"405",72.459999,72.470001,71.519997,71.790001,773100,71.790001
"406",71.879997,72.18,71.199997,72.050003,769900,72.050003
"407",71.970001,72.989998,71.760002,72.18,1075000,72.18
"408",71.739998,71.980003,70.540001,71.889999,1024800,71.889999
"409",72.080002,73.690002,71.889999,72.870003,1080900,72.870003
"410",72.5,72.949997,71.580002,72.489998,1443200,72.489998
"411",72.709999,72.809998,71.980003,72.459999,1254100,72.459999
"412",72.580002,72.800003,71.900002,72.300003,1192300,72.300003
"413",72.059998,72.949997,71.839996,72.050003,954400,72.050003
"414",72.279999,72.580002,71.07,72.019997,775800,72.019997
"415",72.410004,73.040001,71.519997,72.830002,871500,72.830002
"416",72.900002,72.900002,72.139999,72.160004,1310400,72.160004
"417",72.160004,72.470001,71.540001,72.220001,900400,72.220001
"418",72.370003,74.150002,72.279999,73.050003,2202000,73.050003
"419",68.699997,69.599998,65.540001,66.510002,5077700,66.510002
"420",66.559998,69.650002,66.5,69.290001,3387300,69.290001
"421",69.440002,69.669998,67.440002,67.68,1433700,67.68
"422",67.300003,67.760002,66.82,67.089996,2222900,67.089996
"423",67.260002,68.519997,67.260002,67.830002,1355800,67.830002
"424",67.699997,68.32,67.209999,67.239998,949200,67.239998
"425",67.300003,67.860001,67.129997,67.389999,1095500,67.389999
"426",67.199997,67.389999,66.190002,66.559998,989900,66.559998
"427",66.769997,67.68,66.660004,67.559998,1514700,67.559998
"428",71.07,71.839996,69.589996,71.330002,2625900,71.330002
"429",71.400002,71.470001,70.400002,70.779999,1160700,70.779999
"430",70.919998,70.989998,70.110001,70.360001,1120800,70.360001
"431",70.160004,71.449997,70.160004,70.709999,1120400,70.709999
"432",70.970001,70.970001,70.110001,70.150002,855700,70.150002
"433",70.220001,70.660004,70.199997,70.419998,957000,70.419998
"434",70.470001,70.669998,69.800003,69.919998,4253700,69.919998
"435",70,70.360001,69.220001,70.139999,1730200,70.139999
"436",69.980003,70.580002,69.889999,69.940002,1105100,69.940002
"437",70.040001,71.010002,69.919998,70.129997,882400,70.129997
"438",70.220001,72,70.220001,71.239998,1255000,71.239998
"439",71.099998,71.790001,71.099998,71.629997,1564700,71.629997
"440",73,75.43,73,74.040001,3129200,74.040001
"441",73.900002,74.199997,72.449997,72.75,1243600,72.75
"442",73.019997,73.129997,71.879997,72.419998,1072100,72.419998
"443",72.220001,73.080002,71.809998,72.830002,1043100,72.830002
"444",72.800003,72.959999,71.790001,72.050003,762000,72.050003
"445",72.190002,73.43,71.760002,73.300003,1197000,73.300003
"446",73.139999,75.379997,73.139999,74.839996,1399200,74.839996
"447",74.559998,74.910004,72.889999,73.010002,1505600,73.010002
"448",72.550003,72.589996,69.800003,70.169998,1671100,70.169998
"449",70.669998,71.080002,68.010002,68.93,2136500,68.93
"450",69.050003,71.080002,68.93,69.959999,1146900,69.959999
"451",70.129997,70.650002,69.559998,70.43,1102200,70.43
"452",67.769997,68.839996,65.989998,68.360001,3569600,68.360001
