"","DVA.Open","DVA.High","DVA.Low","DVA.Close","DVA.Volume","DVA.Adjusted"
"911",81.410004,82.779999,81.209999,82.169998,399300,82.169998
"912",85.919998,87.169998,85.480003,86.260002,1270200,86.260002
"913",86.160004,86.940002,85.230003,86.540001,1005400,86.540001
"914",86.849998,87.169998,85.900002,86.209999,661300,86.209999
"915",86.18,88.370003,86.099998,86.720001,1163700,86.720001
"916",86.870003,87,86.010002,86.800003,815200,86.800003
"917",87.019997,87.970001,86.879997,87.57,749400,87.57
"918",87.800003,88.339996,87.050003,87.709999,578100,87.709999
"919",87.150002,87.599998,86.419998,87.519997,562700,87.519997
"920",87.720001,87.730003,86.629997,86.949997,1123800,86.949997
"921",86.669998,87.480003,86.489998,86.940002,916400,86.940002
"922",86.220001,88.400002,86.220001,86.760002,1351200,86.760002
"923",87.099998,88.18,86.739998,87.339996,1061300,87.339996
"924",87.330002,89.75,87.050003,89.440002,1221500,89.440002
"925",89.300003,90.599998,87,87.489998,898500,87.489998
"926",87.629997,87.839996,86.010002,87.059998,1920700,87.059998
"927",86.839996,86.839996,84.889999,85,2312600,85
"928",85.5,88.419998,85.330002,87.970001,1030800,87.970001
"929",88.209999,89.120003,87.480003,87.589996,1054500,87.589996
"930",88,88.389999,87.199997,88.050003,1659100,88.050003
"931",88.120003,88.529999,87.139999,87.790001,2959300,87.790001
"932",88.349998,90.809998,88.349998,89.839996,2145400,89.839996
"933",90.970001,92.669998,90.269997,91.839996,1129600,91.839996
"934",91.830002,91.989998,88.949997,90.139999,1295200,90.139999
"935",90.400002,90.400002,86.540001,87.32,2445000,87.32
"936",86.309998,86.459999,82.519997,85.120003,1400000,85.120003
"937",84.540001,85.230003,82.580002,84.639999,1592200,84.639999
"938",84.660004,84.669998,81.739998,82.410004,1234400,82.410004
"939",81.910004,82.559998,81.029999,81.559998,1192500,81.559998
"940",82.620003,84.209999,82.059998,83.900002,1903200,83.900002
"941",84.410004,85.860001,84.059998,84.5,901700,84.5
"942",84.629997,85.160004,83.379997,84.139999,855200,84.139999
"943",83.82,86.610001,83.760002,85.650002,1151500,85.650002
"944",86.480003,86.870003,80.849998,82.82,2617700,82.82
"945",81.660004,84.900002,81.019997,84.290001,1125500,84.290001
"946",84.669998,87.230003,84.669998,86.629997,1024800,86.629997
"947",86.709999,87.110001,84.809998,85.309998,1216100,85.309998
"948",85.550003,87.900002,85.550003,87.190002,905600,87.190002
"949",87.650002,88.839996,87.480003,88.599998,721500,88.599998
"950",89.459999,89.739998,86.559998,87.860001,932800,87.860001
"951",87.889999,89.5,87.889999,88.910004,723200,88.910004
"952",88.160004,89.230003,87.449997,88.349998,420700,88.349998
"953",88.540001,90.470001,88.440002,88.870003,528400,88.870003
"954",87.739998,89.150002,87.279999,88.910004,509100,88.910004
"955",89.190002,91.699997,89.190002,90.779999,1219800,90.779999
"956",90.800003,91.610001,89.190002,89.559998,703800,89.559998
"957",89.870003,90.68,89.419998,89.699997,617100,89.699997
"958",89.620003,90.510002,89.029999,89.610001,639700,89.610001
"959",90.099998,91.290001,89.650002,90.68,510600,90.68
"960",90.760002,91.620003,90.370003,91.050003,532300,91.050003
"961",90.199997,90.82,89.220001,89.709999,665100,89.709999
"962",90.099998,90.300003,89.029999,89.150002,502000,89.150002
"963",87.93,88.669998,86.139999,86.269997,889400,86.269997
"964",85.970001,86.449997,84.139999,85.769997,1099400,85.769997
"965",85.800003,88.400002,85,86.25,1085200,86.25
"966",87.459999,90.160004,87.150002,89.07,1056800,89.07
"967",90.040001,93.830002,90.040001,92.949997,1042800,92.949997
"968",95.650002,97.900002,95.269997,96.040001,1013700,96.040001
"969",98.529999,99.860001,97.5,98.150002,909400,98.150002
"970",97.989998,99.449997,97.5,98.620003,517100,98.620003
"971",101.220001,104,100.610001,102.330002,1235100,102.330002
"972",102,108.099998,101.5,107.169998,1019300,107.169998
"973",107.25,108.059998,106.160004,106.32,959000,106.32
"974",105.709999,109.900002,105.529999,107.18,1062900,107.18
"975",107.480003,110.980003,107.260002,110.550003,772000,110.550003
"976",111.629997,113.389999,110.400002,113.139999,887400,113.139999
"977",111.839996,114.129997,110.43,113.389999,872700,113.389999
"978",113.669998,113.959999,108.269997,108.32,1161100,108.32
"979",108.389999,108.940002,106,107.629997,1189800,107.629997
"980",107.879997,110.489998,107.879997,109.849998,717700,109.849998
"981",109.790001,110.489998,108.919998,110.019997,976600,110.019997
"982",110.57,110.650002,108.699997,109.669998,862200,109.669998
"983",109.610001,110.32,108.709999,109.599998,766200,109.599998
"984",110.040001,111.470001,109.760002,109.879997,263500,109.879997
"985",109.580002,110.510002,109.5,109.849998,1188500,109.849998
"986",110.699997,111.059998,108.489998,108.589996,583400,108.589996
"987",108.809998,109.650002,108.07,108.360001,772300,108.360001
"988",108.050003,108.050003,104.510002,105.419998,1403600,105.419998
"989",106.120003,109.300003,106,109.300003,602000,109.300003
"990",109.339996,109.550003,107.669998,108.459999,770700,108.459999
"991",108.050003,110.669998,108.050003,110.379997,516800,110.379997
"992",110.720001,111.940002,110.339996,111.300003,569400,111.300003
"993",110.510002,112.370003,110.389999,111.910004,506500,111.910004
"994",111.68,112.080002,108.18,108.32,645600,108.32
"995",109.410004,111.559998,108.980003,109.190002,872800,109.190002
"996",109.809998,113.040001,109.669998,112.389999,592600,112.389999
"997",112.940002,114.150002,111.910004,113.040001,639400,113.040001
"998",113.199997,115.739998,113.199997,115.730003,625500,115.730003
"999",115.540001,115.730003,114.529999,115.360001,2538100,115.360001
"1000",113.5,115.769997,112.690002,115.75,758900,115.75
"1001",116,116.400002,114.949997,115.18,597300,115.18
"1002",115.860001,115.940002,114.849998,115,522000,115
"1003",114.989998,115.68,114.620003,115.129997,161900,115.129997
"1004",116,116.18,115.029999,115.449997,397300,115.449997
"1005",116.029999,116.510002,115.459999,116,549300,116
"1006",116.300003,117.650002,115.400002,115.5,386500,115.5
"1007",115.07,117.589996,115,117.400002,324100,117.400002
