"","TROW.Open","TROW.High","TROW.Low","TROW.Close","TROW.Volume","TROW.Adjusted"
"120",73.489998,74.029999,73.129997,73.739998,4791300,64.899345
"121",73.959999,74.279999,73.480003,73.830002,1025600,64.978546
"122",74.050003,74.580002,73.82,74.089996,773200,65.207375
"123",74.559998,75.269997,74.300003,75.040001,1390400,66.043488
"124",75.510002,75.919998,73.5,74.029999,1611600,65.154587
"125",74.599998,74.980003,74.199997,74.209999,1487300,65.312996
"126",74.849998,75.690002,74.629997,75.099998,873300,66.096291
"127",75.190002,75.480003,74.830002,75.309998,974800,66.281105
"128",75.110001,75.129997,74.160004,74.230003,1335700,65.330605
"129",74.610001,76.400002,74.43,76.160004,1443900,67.029213
"130",76.029999,77.5,76.029999,77.050003,1885100,67.812515
"131",75.5,75.57,74.300003,75.160004,2023100,66.149109
"132",75.370003,76.07,75.300003,75.580002,1034700,66.518738
"133",77.800003,80.050003,77.800003,79.190002,4912000,69.695938
"134",79,80.639999,79,80.230003,2192200,70.611267
"135",80.290001,80.489998,79.510002,80.160004,1137700,70.549652
"136",79.989998,80.269997,79.779999,80.110001,1550200,70.505646
"137",80.330002,80.93,80,80.809998,882400,71.121719
"138",80.940002,81.25,80.43,81.080002,903100,71.359375
"139",80.959999,81.400002,80.709999,80.830002,991300,71.13932
"140",80.839996,81.129997,80.370003,81.099998,1496400,71.376945
"141",82.010002,84.459999,81.980003,83.830002,3019900,73.779655
"142",84.110001,85.419998,84.040001,84.919998,2652200,74.738998
"143",85.07,85.110001,81.830002,82.669998,3149600,72.75872
"144",82.510002,82.93,81.870003,82.349998,1386200,72.477104
"145",82.540001,82.940002,82.110001,82.720001,2757600,72.802742
"146",83.080002,83.190002,82.480003,83.150002,1538900,73.18119
"147",83.489998,83.489998,82.239998,82.610001,1271800,72.705933
"148",82.639999,82.93,82.190002,82.650002,1022000,72.741127
"149",83.110001,83.110001,82.580002,82.790001,879500,72.864334
"150",82.879997,83.550003,82.809998,83.370003,798500,73.374809
"151",83,83.68,82.690002,83.190002,1337900,73.216393
"152",82.940002,83.379997,82.480003,83.18,1295600,73.207588
"153",82.970001,84.769997,82.489998,82.849998,2025300,72.91713
"154",83.169998,83.75,82.57,82.790001,1127000,72.864334
"155",83.400002,84,82.739998,83.839996,1011900,73.788445
"156",84.050003,84.220001,83.440002,83.900002,1049900,73.841255
"157",84.330002,85.07,84.059998,84.139999,1464600,74.05249
"158",83.989998,84.029999,82.529999,82.610001,1860400,72.705933
"159",82.550003,82.830002,82.120003,82.300003,1091400,72.433098
"160",82.330002,82.739998,81.989998,82.370003,828100,72.494698
"161",82.57,83.739998,82.57,83.610001,1131700,73.586044
"162",83.349998,83.349998,82.739998,82.849998,956800,72.91713
"163",83.190002,83.190002,82.379997,82.459999,1212500,72.573891
"164",82.900002,84.279999,82.900002,83.900002,1509800,73.841255
"165",84.110001,84.629997,83.769997,84.139999,1054700,74.05249
"166",83.5,84.199997,83.010002,84.029999,1090000,73.955681
"167",84.050003,84.169998,83.730003,83.82,921400,73.770859
"168",84.160004,84.540001,83.760002,84.360001,1407000,74.246117
"169",84.589996,84.82,84.050003,84.279999,856800,74.175713
"170",83.830002,84.07,82.57,82.779999,1208500,72.855545
"171",83.260002,83.57,82.580002,82.779999,1399700,72.855545
"172",82.830002,82.830002,81.610001,82.25,1570000,72.389084
"173",81.93,82.669998,81.769997,82.129997,1209700,72.283485
"174",82.769997,83.650002,82.769997,83.349998,1206600,73.357193
"175",83.610001,84.860001,83.550003,84.860001,1072600,74.686172
"176",83.93,84.540001,82.82,84.269997,1202200,74.668434
"177",84.010002,84.519997,83.580002,84.269997,923600,74.668434
"178",84.220001,84.989998,83.900002,84.720001,1805400,75.067192
"179",84.730003,85.459999,84.260002,85.349998,1275100,75.625397
"180",85.330002,85.769997,84.980003,85.099998,995900,75.403877
"181",85.470001,85.870003,84.510002,85.720001,990700,75.953247
"182",85.690002,86.129997,85.379997,85.970001,742700,76.174751
"183",86.029999,86.769997,85.830002,86.690002,708300,76.812729
"184",86.589996,87.639999,86.529999,87.32,1175100,77.370926
"185",87.230003,87.43,86.419998,86.559998,1301500,76.697517
"186",87.360001,88.57,86.989998,88.089996,1779800,78.053207
"187",88.260002,90.57,87.900002,90.129997,2241000,79.860786
"188",89.910004,91.190002,89.699997,90.650002,1801400,80.321533
"189",90.43,90.779999,89.379997,90.68,1605900,80.348114
"190",90.519997,90.949997,90.019997,90.919998,980800,80.560776
"191",90.970001,91.589996,90.769997,91.410004,1142700,80.994942
"192",91.860001,92.379997,91.43,91.75,939700,81.296196
"193",92.059998,92.059998,91.279999,91.720001,829500,81.2696
"194",92.07,92.410004,91.830002,91.980003,703900,81.499992
"195",92.489998,92.580002,91.650002,92.18,1049200,81.6772
"196",92.209999,92.889999,91.599998,92.849998,973000,82.270844
"197",93.07,94.720001,93.07,94.459999,1720900,83.697426
"198",94.760002,95.650002,94.370003,94.940002,1335500,84.122742
"199",94.959999,95.5,94.510002,94.82,1312300,84.016403
"200",95.18,95.209999,94.449997,94.730003,921600,83.936668
"201",94.959999,95.949997,94.75,95.760002,949000,84.849297
"202",95.589996,95.970001,95.099998,95.629997,953600,84.734116
"203",96.5,97.349998,96.190002,96.860001,1220700,85.823959
"204",96.110001,97.279999,95.959999,96.129997,1769400,85.177139
"205",96.75,96.839996,96.220001,96.480003,1204600,85.487267
"206",96.620003,96.910004,93.949997,95.150002,1831000,84.3088
"207",97,97,93.269997,95.07,1735000,84.237915
"208",94.779999,94.980003,92,93.980003,1753500,83.272118
"209",93.620003,93.900002,92.260002,92.419998,1854500,81.889847
"210",92.379997,93.5,91.889999,92.900002,2428900,82.31517
"211",93.480003,93.639999,92.459999,92.57,1031000,82.022774
"212",92.860001,95.919998,92.470001,94.629997,1928600,83.848061
"213",94.760002,94.989998,94.150002,94.57,847800,83.794891
"214",94.050003,95.040001,94.050003,94.949997,1009200,84.131592
"215",95.199997,95.459999,93.349998,93.760002,901200,83.077187
"216",93.5,93.580002,91.650002,93.489998,1447700,82.837944
"217",93.010002,93.32,90.949997,92.720001,1245700,82.15567
"218",92.93,93.709999,92.709999,93.57,1119100,82.908821
"219",93.029999,93.480003,92.410004,93.410004,1067100,82.767082
"220",93.059998,94.540001,93.059998,94.480003,1056200,83.715149
"221",93.959999,94.970001,92.879997,94.349998,1011100,83.59996
"222",94.620003,95.720001,94.43,95.529999,981500,84.645508
"223",95.379997,96.190002,95.239998,95.980003,839800,85.04422
"224",96.059998,96.510002,95.5,96.300003,1057200,85.327782
"225",96.919998,97.839996,96.239998,97.730003,1566200,86.594856
"226",97.550003,98.010002,97,97.720001,1126200,86.585983
"227",98.220001,98.309998,97.489998,97.879997,487500,86.72776
"228",97.949997,99.010002,97.800003,97.970001,1147700,86.807518
"229",98.080002,99.800003,97.970001,99.75,1442400,88.384697
"230",100.220001,102.230003,100.129997,101.269997,2186700,89.731506
"231",101.800003,103.849998,101.029999,102.919998,2750100,91.193512
"232",102.82,103.57,100.209999,102.790001,1983600,91.078316
"233",103.349998,103.610001,102.07,102.82,2102100,91.104912
"234",103.769997,104.400002,101.529999,101.639999,1939600,90.059364
"235",101.199997,102.459999,101.050003,101.790001,1173100,90.192268
"236",101.779999,103.050003,101.68,102.739998,1260700,91.034004
"237",101.949997,103.370003,100.889999,102.75,1951000,91.042892
"238",102.870003,102.879997,101.580002,101.849998,1213100,90.245422
"239",101.800003,102.959999,101.800003,102.639999,2032900,90.945419
"240",101.910004,103.209999,101.730003,101.900002,1315000,90.79393
"241",102.610001,103.120003,101.230003,101.589996,1276700,90.517715
"242",101.599998,103.080002,101.029999,102.57,4366900,91.39093
"243",103.400002,105.360001,103,103.440002,1985800,92.1661
"244",103.980003,104.269997,103.080002,103.139999,1174500,91.898788
"245",103.290001,104.800003,103.290001,103.760002,1313800,92.451225
"246",104.279999,104.900002,103.389999,104.599998,1045000,93.199661
"247",104.599998,105.290001,104.099998,105.239998,834400,93.769905
"248",105.459999,105.540001,104.93,105.360001,558600,93.876823
"249",105.550003,105.849998,104.889999,105.019997,1123700,93.573883
"250",105.099998,105.440002,104.699997,105.339996,807900,93.859016
"251",105.790001,106.099998,104.93,104.93,692600,93.49369
"252",104.440002,105,102.349998,103.080002,1603500,91.845329
"253",103.5,104.610001,103.260002,104.489998,1169800,93.101662
"254",105.129997,106.199997,105,105.309998,773500,93.832283
"255",105.529999,107.419998,105.309998,107.230003,1073300,95.543037
"256",108.220001,110.220001,107.519997,109.879997,1675600,97.904205
"257",111.129997,112.169998,110.660004,111.75,1332500,99.570381
"258",111.900002,112.699997,111.239998,112.269997,1044100,100.033707
"259",111.860001,113.07,110.349998,113.059998,1956900,100.737602
"260",114.059998,115.620003,113.970001,115.349998,1361100,102.77803
"261",116.519997,117.639999,114.32,114.470001,1756500,101.993935
"262",115.080002,116.910004,114.580002,116.379997,1590300,103.695763
"263",116.059998,116.57,115.5,115.790001,1448400,103.170067
"264",116.309998,118.190002,115.839996,117.349998,1719900,104.560028
"265",117.860001,118.239998,116.800003,117.400002,1403700,104.604614
"266",117.5,118.360001,117,118.080002,1332600,105.210495
"267",118.620003,119.120003,116.5,117.709999,1227400,104.880806
"268",118.160004,118.309998,116.730003,117.349998,1201900,104.560028
"269",117.879997,119.989998,117.150002,119.989998,1595600,106.912315
"270",119.970001,120.07,117.279999,117.550003,2168900,104.738258
"271",115,115,111,112.510002,2400700,100.247559
"272",112.459999,112.730003,110.389999,111.629997,4146600,99.46347
"273",110.620003,112.720001,110.610001,112.160004,1468600,99.935707
"274",111.389999,112.68,109.5,109.889999,2512800,97.913116
"275",109.470001,111.110001,104.660004,105.25,2662000,93.778809
"276",101.980003,107.550003,100.639999,106.970001,3212800,95.311371
"277",106.919998,108.879997,106.32,106.519997,2331800,94.910416
"278",106.779999,107.769997,101.870003,101.989998,3182600,90.87413
"279",104.040001,104.309998,99.349998,103.410004,3628800,92.139366
"280",104.440002,106.400002,104.099998,104.93,2370000,93.49369
"281",103.940002,105.879997,103.209999,105.730003,2145900,94.20652
"282",105.089996,108.410004,104.510002,108.32,1278800,96.514221
"283",109.029999,109.940002,107.019997,109.559998,1845600,97.619057
"284",108.900002,111.309998,108.169998,110.489998,1415200,98.447716
"285",109.769997,110.970001,108.739998,109.910004,2210300,97.930931
"286",110.269997,113.25,109.779999,109.949997,1858800,97.966583
"287",110.860001,111.959999,110.209999,110.419998,1445700,98.385323
"288",110.860001,112.32,110.419998,112.300003,1535100,100.06044
"289",112.290001,114.190002,111.739998,114.150002,1354100,101.708809
"290",114.169998,115.389999,112.330002,112.389999,1526500,100.140633
"291",113.349998,114.620003,111.879997,111.900002,1931000,99.704041
"292",112.239998,112.699997,109.360001,110.080002,1753800,98.082397
"293",109.559998,110.550003,108.160004,110.330002,1414400,98.305145
"294",109.690002,112.099998,109.349998,111.849998,1219500,99.6595
"295",112.190002,113.550003,111.5,113.360001,1041200,101.004913
"296",111.82,113.589996,111,113.089996,1162200,100.764343
"297",113.529999,114.489998,112.199997,114.169998,919300,101.726646
"298",115,117.779999,114.860001,117.599998,939300,104.782799
"299",117.599998,119,116.940002,117.089996,1038200,104.328369
"300",117.599998,119,116.610001,116.970001,1491800,104.221466
"301",117.07,117.330002,114.870003,115.5,1426100,103.531265
"302",115.730003,116,114.690002,115.410004,1037300,103.450577
"303",115.559998,117.160004,115.449997,115.540001,4292100,103.567123
"304",115.349998,115.400002,112.029999,113.360001,1859200,101.613007
"305",113.739998,114.489998,111.669998,112,3276200,100.393936
"306",112.370003,114.650002,111.510002,112.580002,2973300,100.913834
"307",111.129997,111.339996,107.440002,107.639999,2681600,96.485733
"308",108.239998,108.260002,104.470001,104.650002,2870000,93.80558
"309",106.75,108.690002,105.510002,108.339996,1636800,97.113205
"310",108.809998,109.720001,105.589996,106.099998,2373400,95.105339
"311",106.709999,107.110001,104.75,105.790001,2137000,94.827454
"312",106.18,109.040001,105.279999,107.970001,1255800,96.781548
"313",107.540001,107.790001,102.900002,104.669998,1737000,93.823524
"314",105.080002,106.5,104.269997,106.440002,1487200,95.41011
"315",104.489998,107.93,103.5,107.57,1691200,96.423012
"316",108.529999,108.870003,106.910004,107.529999,1067100,96.387154
"317",106.230003,107.199997,103.269997,104.379997,1512600,93.563568
"318",104.980003,107.290001,104.769997,104.93,1395300,94.056572
"319",106.559998,107.620003,105.980003,106.739998,1199000,95.679001
"320",105.470001,107.110001,105.110001,106.199997,1826300,95.194977
"321",107.18,108.989998,106.410004,108.050003,965800,96.853256
"322",109.139999,109.150002,106.550003,107.110001,1227600,96.010674
"323",108.050003,108.449997,107.059998,107.949997,1711200,96.763634
"324",109.269997,110.239998,108.339996,109.230003,1176400,97.910973
"325",109.82,110.099998,108.440002,108.879997,1322000,97.597237
"326",108.610001,110.150002,108.199997,108.830002,1299700,97.552444
"327",109.269997,109.550003,107.760002,108.440002,1156100,97.20285
"328",109.18,109.370003,107.949997,108.620003,824800,97.364204
"329",109.480003,109.610001,105.900002,107.370003,1920700,96.243729
"330",108.370003,112.389999,107.559998,111,2085300,99.497566
"331",111.620003,113.25,109.800003,112.300003,1560900,100.662857
"332",112.309998,114.169998,111.739998,114.019997,1409700,102.20462
"333",114.540001,115.260002,113.790001,113.82,1447000,102.025337
"334",111.989998,113.709999,110.349998,111.25,1503900,99.721664
"335",111.099998,111.669998,110.360001,110.599998,1281400,99.139008
"336",109.709999,110.349998,107.260002,109.440002,1137000,98.099228
"337",108.910004,112.68,108.349998,111.970001,939400,100.367043
"338",112.099998,114.080002,111.57,113.470001,1003400,101.711617
"339",113.160004,115.029999,112.599998,114.169998,1241500,102.339081
"340",114.879997,117.529999,113.099998,116.660004,2651500,104.571045
"341",116.870003,118.370003,116.059998,117.589996,1313100,105.404671
"342",117.860001,118.800003,116.660004,118.220001,844400,105.969383
"343",118.559998,119.470001,117.410004,118.010002,990600,105.781158
"344",117.099998,117.940002,116.68,117.139999,1119800,105.001312
"345",119.709999,121.800003,119.370003,120.75,1795900,108.237221
"346",120.339996,121.050003,119.279999,120.629997,1053000,108.129639
"347",119.599998,121.019997,116.07,120.589996,1271200,108.093803
"348",121.330002,122.360001,120.790001,121.940002,732700,109.303902
"349",122,123.470001,121.830002,122.660004,793900,109.949303
"350",121.660004,122.150002,120.510002,121.550003,1018800,108.954308
"351",121.610001,121.690002,120.040001,121.379997,764500,108.801926
"352",120.650002,121.779999,120.279999,121.379997,605500,108.801926
"353",120.139999,120.699997,118.300003,118.730003,1181400,106.426529
"354",119.769997,122.989998,119.110001,122.290001,1360700,109.617638
"355",121.580002,122.949997,120.800003,121.419998,1978200,108.837791
"356",122.459999,123.129997,121.900002,122.900002,895500,110.164429
"357",123.559998,123.839996,122.599998,123.190002,925900,110.42437
"358",122.93,123.620003,122.110001,122.519997,839700,109.823792
"359",123.07,126.419998,123.07,126.190002,1364000,113.11351
"360",126.269997,127.43,124.32,125.220001,1003300,112.244019
"361",124.800003,126.169998,124.25,125.980003,645800,112.925262
"362",126.440002,126.830002,125.690002,125.860001,645400,112.817688
"363",126.489998,127.040001,125.419998,126.239998,801500,113.15831
"364",126.519997,127.050003,125.010002,125.32,807600,112.333649
"365",124.93,125.610001,123.290001,123.660004,1116000,111.468315
"366",123.43,125.120003,122.639999,124.690002,1783000,112.396744
"367",123.559998,124.32,122.910004,123.709999,1153700,111.513374
"368",122.709999,123.279999,121.949997,122.93,981300,110.810257
"369",123.769997,125.400002,123.769997,124.440002,790400,112.171394
"370",124.010002,124.32,122.410004,123.669998,819400,111.477303
"371",124.370003,124.370003,122.790001,123,3973400,110.873375
"372",122.669998,122.669998,119.239998,119.739998,1502200,107.934761
"373",119.879997,120.540001,118.370003,118.650002,1325900,106.95224
"374",118.510002,119.160004,115.589996,115.599998,1636800,104.202934
"375",115.860001,116.239998,114.400002,115.68,1060900,104.27504
"376",116.489998,118.760002,116.07,116.089996,1286600,104.64463
"377",115.449997,116.800003,114.699997,116.519997,1180000,105.032242
"378",117.309998,117.620003,115.43,115.730003,763400,104.320122
"379",116.690002,117.230003,114.699997,115.489998,755100,104.103783
"380",115.400002,116.57,114.620003,115.5,994100,104.112801
"381",116.220001,118.040001,116.019997,117.849998,924900,106.23111
"382",117.599998,119.160004,117.059998,118.739998,1080400,107.033356
"383",118.029999,119.169998,117.75,118.370003,1149300,106.699844
"384",119.860001,120.550003,117.940002,119.900002,1465000,108.079002
"385",119.480003,119.949997,118.470001,119.230003,1033700,107.47506
"386",119.690002,121.169998,119.449997,120.379997,936500,108.511673
"387",120.339996,121.190002,119.809998,120.410004,555100,108.538727
"388",120.839996,122.209999,120.5,122.150002,915200,110.107178
"389",121.980003,122.150002,120.160004,120.75,710000,108.8452
"390",120.389999,120.559998,119.339996,119.860001,746000,108.042938
"391",120.080002,121.559998,120.010002,121.309998,849000,109.349976
"392",121.739998,122.75,120.5,121.300003,1235000,109.340981
"393",119.800003,125.349998,118.660004,124.809998,1380100,112.504921
"394",124.75,124.75,121.239998,121.599998,1575300,109.611389
"395",121.889999,122.309998,118.050003,119.010002,1199800,107.276749
"396",119.230003,119.769997,117.190002,117.379997,1298800,105.807434
"397",118.120003,119.720001,117.650002,119.080002,1659600,107.339836
"398",119.050003,120.220001,114.300003,117.269997,1976600,105.708305
"399",116.540001,118.459999,115.75,117.440002,1124800,105.861526
"400",117.959999,118.110001,116.400002,117.400002,611300,105.825493
"401",117.309998,118.790001,117.110001,118.550003,570000,106.862106
"402",118.889999,120.75,118.730003,119.360001,707900,107.592247
"403",118.900002,120.169998,118.209999,119.699997,464900,107.89872
"404",119.5,120.18,118.739998,118.889999,540500,107.168579
"405",117.959999,118.029999,116.629997,117.139999,1477500,105.591118
"406",117.160004,118.029999,116.489998,116.580002,1064100,105.086327
"407",116.900002,117.779999,115.940002,117.57,1175000,105.978722
"408",116.510002,116.940002,114.620003,115.489998,797900,104.103783
"409",116.160004,117.129997,115.449997,116.32,775500,104.851959
"410",116.279999,116.279999,114.279999,115.610001,1215900,104.211952
"411",115.529999,116.110001,115.209999,115.699997,970600,104.293076
"412",115.599998,117.07,115.029999,116.209999,1058600,104.7528
"413",115.900002,116.440002,115.129997,115.690002,906500,104.284073
"414",115.639999,116.239998,114.650002,115.059998,775500,103.716171
"415",115.75,115.900002,114.93,115.410004,805100,104.03167
"416",116.290001,117.68,116.07,116.290001,729200,104.824905
"417",116.699997,116.900002,116,116.489998,655700,105.00518
"418",116.699997,116.870003,115.230003,116.269997,705400,104.806885
"419",115.959999,116.379997,115.099998,115.410004,949900,104.03167
"420",115.199997,116.050003,114.510002,115.889999,868000,104.464355
"421",115.269997,116.120003,114.82,115.160004,1230300,103.80632
"422",115.080002,116.080002,113.870003,114.5,1201400,103.21138
"423",114.400002,114.940002,112.75,113.260002,1230600,102.093643
"424",111.309998,113.629997,107.489998,107.730003,2933600,97.108849
"425",108.129997,109.980003,108,109.480003,1351100,98.686302
"426",109.32,110.43,108.580002,110.269997,1404100,99.39843
"427",110.099998,110.910004,109.510002,110.129997,1508400,99.272224
"428",110.040001,111.349998,108.919998,109.169998,1297600,99.036362
"429",109.279999,110.75,109.279999,110.370003,784400,100.124962
"430",110.400002,110.860001,108.790001,108.959999,1278100,98.845856
"431",109.010002,109.510002,108.300003,109.290001,895900,99.145218
"432",109.830002,111.25,109.830002,110.900002,893600,100.605789
"433",111.889999,112.089996,110.769997,111.540001,857600,101.186378
"434",112.25,112.25,111.190002,111.769997,1899000,101.395004
"435",111.779999,112.18,110.959999,110.970001,737100,100.669273
"436",110.940002,111.699997,110.050003,110.300003,854300,100.061478
"437",110.879997,110.980003,109.620003,109.739998,863200,99.553452
"438",109.980003,110.889999,109.169998,110.099998,908500,99.880035
"439",109.32,110.239998,109,109.18,1350300,99.045425
"440",109.589996,110.32,108.620003,109.860001,1019800,99.662315
"441",110.029999,111.400002,109.629997,111.220001,979100,100.89608
"442",111.559998,112.550003,111.199997,111.779999,1144500,101.404091
"443",111.519997,112.300003,110.019997,110.800003,1454100,100.515045
"444",111.239998,111.57,108.940002,109.32,1401800,99.17244
"445",108.720001,109.980003,108.019997,109.230003,1247300,99.090782
"446",108.629997,109.199997,107.709999,107.989998,1559600,97.965881
"447",107.75,107.949997,101.389999,101.550003,2580700,92.123672
