"","CPRT.Open","CPRT.High","CPRT.Low","CPRT.Close","CPRT.Volume","CPRT.Adjusted"
"237",43.889999,44.189999,43.540001,43.959999,903400,43.959999
"238",44.080002,44.080002,43.419998,43.900002,1352300,43.900002
"239",43.09,44.349998,43,43.700001,1372700,43.700001
"240",43.82,44.240002,43.759998,43.91,843100,43.91
"241",44.02,44.419998,43.689999,43.799999,857600,43.799999
"242",43.98,44.32,43.700001,44.110001,1717200,44.110001
"243",44.18,44.759998,44.16,44.380001,1320800,44.380001
"244",44.32,44.5,44.02,44.040001,1165100,44.040001
"245",44.040001,44.119999,43.740002,43.799999,1301600,43.799999
"246",43.799999,43.880001,43.389999,43.41,992900,43.41
"247",43.419998,43.470001,43.240002,43.349998,995200,43.349998
"248",43.779999,44.349998,43.27,43.34,923700,43.34
"249",43.75,43.75,43.209999,43.290001,844700,43.290001
"250",43.389999,43.549999,43.080002,43.200001,601200,43.200001
"251",43.32,43.439999,43.040001,43.189999,814100,43.189999
"252",43.52,43.669998,43.189999,43.599998,862000,43.599998
"253",43.630001,43.849998,43.200001,43.389999,1156400,43.389999
"254",43.5,43.950001,43.299999,43.740002,1168000,43.740002
"255",43.77,43.880001,43.029999,43.529999,924600,43.529999
"256",43.59,43.860001,43.279999,43.549999,1254200,43.549999
"257",43.630001,43.700001,43.099998,43.48,1027700,43.48
"258",43.450001,43.59,43.200001,43.52,1119400,43.52
"259",43.57,44.5,43.560001,44.5,1126000,44.5
"260",44.509998,44.869999,44.130001,44.849998,775600,44.849998
"261",45.080002,45.259998,44.16,44.32,825300,44.32
"262",44.509998,44.509998,44.07,44.330002,1271700,44.330002
"263",44.290001,44.75,44.259998,44.599998,666900,44.599998
"264",45,46.09,44.689999,45.669998,1294100,45.669998
"265",45.669998,45.849998,44.98,45.419998,1092200,45.419998
"266",45.419998,45.610001,44.950001,44.990002,1031400,44.990002
"267",45.139999,45.34,44.450001,44.720001,1093800,44.720001
"268",44.860001,45.16,44.66,44.98,867900,44.98
"269",45.009998,45.349998,44.669998,45.34,525400,45.34
"270",45.27,45.32,44.720001,44.790001,504400,44.790001
"271",44.549999,44.919998,44.299999,44.400002,824500,44.400002
"272",44.580002,44.77,43.790001,44.07,878100,44.07
"273",43.990002,44.18,43.470001,43.619999,761200,43.619999
"274",43.349998,43.650002,43.200001,43.439999,1052500,43.439999
"275",43.02,43.43,41.630001,41.709999,1278100,41.709999
"276",40.650002,41.849998,39.209999,41.759998,1647200,41.759998
"277",41.599998,42.169998,41.52,41.740002,700200,41.740002
"278",41.73,42.360001,40.740002,40.75,1073900,40.75
"279",40.990002,41.82,40.290001,41.540001,1363100,41.540001
"280",42.349998,43.259998,42.02,42.830002,1427700,42.830002
"281",42.540001,43.32,42.09,43.189999,1579700,43.189999
"282",43.07,44.91,42.939999,44.900002,1534600,44.900002
"283",44.919998,45.93,44.099998,45.740002,2093700,45.740002
"284",45.599998,46.619999,45.299999,46.470001,2262300,46.470001
"285",46.330002,47.110001,46.110001,46.830002,3834000,46.830002
"286",47.040001,47.650002,46.049999,46.110001,2134100,46.110001
"287",46.240002,46.549999,45.889999,46.200001,1670900,46.200001
"288",46.43,46.82,45.93,46.77,1441000,46.77
"289",49.459999,50.709999,46.740002,46.919998,2962700,46.919998
"290",47.34,48.68,47.060001,47.669998,2189500,47.669998
"291",47.939999,47.98,46.720001,46.810001,2293600,46.810001
"292",46.82,47.099998,45.509998,45.950001,1455000,45.950001
"293",45.630001,46.25,45.450001,46.16,1361500,46.16
"294",45.950001,47.509998,45.77,47.5,1410600,47.5
"295",47.549999,49.060001,47.380001,49.040001,3326800,49.040001
"296",48.5,49.580002,48.5,49.529999,2130800,49.529999
"297",49.669998,49.75,48.509998,49.099998,1789600,49.099998
"298",49.470001,50.209999,49.18,50.110001,1394900,50.110001
"299",50.220001,51.200001,50.16,51.110001,1829500,51.110001
"300",51.16,51.509998,50.509998,50.779999,1657500,50.779999
"301",50.830002,51.32,50.389999,50.709999,1115500,50.709999
"302",50.709999,50.709999,50.139999,50.299999,855300,50.299999
"303",50.200001,51.299999,50.200001,51.040001,1806800,51.040001
"304",50.93,51.139999,50.029999,50.450001,1226700,50.450001
"305",50.459999,51.299999,50.07,51.259998,939100,51.259998
"306",51.189999,51.68,51.080002,51.25,838200,51.25
"307",50.889999,51.209999,49.849998,49.869999,801000,49.869999
"308",50.360001,50.950001,49.5,49.73,1034400,49.73
"309",50.360001,50.959999,49.98,50.93,1092000,50.93
"310",50.98,51.77,49.73,49.990002,1593200,49.990002
"311",50.110001,50.470001,49.369999,49.830002,1677900,49.830002
"312",49.959999,51.349998,49.860001,50.93,1294000,50.93
"313",50.93,51.130001,49.32,49.799999,1002200,49.799999
"314",50.139999,50.57,49.709999,50.32,1577600,50.32
"315",49.68,50.830002,49.220001,50.66,1169600,50.66
"316",51,51.43,50.459999,50.75,1193900,50.75
"317",50.380001,50.75,49.119999,49.66,1537400,49.66
"318",50.099998,50.610001,49.880001,49.889999,1227300,49.889999
"319",50.360001,50.959999,50.18,50.599998,730700,50.599998
"320",50.23,50.779999,50.209999,50.419998,665800,50.419998
"321",50.450001,51.150002,50.439999,50.84,1060100,50.84
"322",51.09,51.48,50.200001,50.389999,1002700,50.389999
"323",50.830002,50.84,50.310001,50.330002,2136600,50.330002
"324",51.18,51.93,50.959999,51.299999,1606800,51.299999
"325",51.369999,52.310001,51.369999,51.830002,1237200,51.830002
"326",51.889999,52.419998,51.830002,51.860001,1397500,51.860001
"327",51.970001,52.189999,51.349998,51.5,927000,51.5
"328",51.799999,52.43,50.900002,51.939999,1155000,51.939999
"329",52.23,52.73,50.84,51.169998,1316100,51.169998
"330",51.07,51.57,50.48,51.34,1021100,51.34
"331",51.419998,51.82,51.380001,51.419998,1081900,51.419998
"332",51.560001,51.82,51.220001,51.630001,785700,51.630001
"333",51.650002,52.029999,51.060001,51.080002,1496800,51.080002
"334",51.080002,51.77,50.869999,51.66,1144900,51.66
"335",51.59,52.360001,51.490002,51.799999,1079600,51.799999
"336",51.48,52.34,51.389999,52.279999,1178700,52.279999
"337",52.07,53.139999,51.93,52.82,1187500,52.82
"338",53.049999,53.43,52.009998,52.439999,1546800,52.439999
"339",52.48,53.240002,52.439999,53.200001,1065200,53.200001
"340",53.290001,53.889999,52.950001,53.799999,1359700,53.799999
"341",53.91,54.619999,53.849998,54.259998,1391700,54.259998
"342",54.5,55.310001,54.220001,55.259998,1794900,55.259998
"343",55.349998,55.630001,55.07,55.610001,1536200,55.610001
"344",55.060001,55.450001,54.689999,55.389999,1761300,55.389999
"345",55.290001,56.25,55.119999,56.119999,987500,56.119999
"346",55.93,56.779999,55.66,56.290001,1446700,56.290001
"347",55.57,55.990002,54.040001,54.07,2263300,54.07
"348",54.540001,55.080002,53.759998,53.970001,2066200,53.970001
"349",54.34,54.419998,52.939999,53,2716300,53
"350",52.970001,53.200001,52.560001,52.959999,2586900,52.959999
"351",52.669998,54.509998,52.150002,52.709999,2724400,52.709999
"352",53,54.380001,52.849998,54.25,2191500,54.25
"353",54.16,55.549999,54.119999,55.419998,2786800,55.419998
"354",55.57,56.490002,55.389999,56.16,2414700,56.16
"355",56.310001,56.549999,54.630001,54.830002,13684500,54.830002
"356",55.18,56.07,54.900002,55.57,1597400,55.57
"357",55.630001,56.150002,55.470001,56.110001,2478800,56.110001
"358",55.950001,57.330002,55.950001,57.290001,2570800,57.290001
"359",57.139999,57.41,56.630001,57.150002,1651300,57.150002
"360",57.419998,57.419998,56.43,57.07,1415200,57.07
"361",56.98,57.73,56.91,57.630001,1162900,57.630001
"362",57.830002,58,57.290001,57.57,1747300,57.57
"363",57.580002,57.799999,57.34,57.610001,1147100,57.610001
"364",57.799999,58.240002,57.57,57.700001,1688200,57.700001
"365",57.720001,58.189999,57.330002,58.080002,2254300,58.080002
"366",57.98,58.32,57.330002,58.220001,3610600,58.220001
"367",57.919998,58.959999,57.77,58.82,2302000,58.82
"368",58.27,59.540001,58.189999,59.43,2536000,59.43
"369",59.639999,60.400002,59.049999,60.200001,1634200,60.200001
"370",60.189999,60.43,59.240002,59.57,1293200,59.57
"371",60.23,60.299999,59.740002,59.91,2535500,59.91
"372",60,60.009998,57.790001,58.299999,1528400,58.299999
"373",57.450001,57.75,55.779999,56.279999,3904900,56.279999
"374",56.560001,56.560001,55.130001,55.169998,2704700,55.169998
"375",55.240002,56.080002,54.630001,56.009998,2661900,56.009998
"376",56.080002,57.040001,55.779999,56.560001,53422600,56.560001
"377",56.57,56.880001,55.700001,56.84,2523000,56.84
"378",57.450001,57.799999,56.84,57.34,1487000,57.34
"379",57.389999,57.790001,56.139999,57.16,2537600,57.16
"380",57.299999,58.259998,57.029999,58.009998,1697500,58.009998
"381",58.110001,58.82,58.09,58.75,1611400,58.75
"382",59.02,59.5,58.369999,58.709999,1319400,58.709999
"383",57.139999,58.610001,56.93,58.32,1989800,58.32
"384",58.75,59.150002,58.509998,58.880001,1903400,58.880001
"385",59.02,59.52,58.759998,59.310001,1089900,59.310001
"386",59.310001,59.66,58.32,58.43,2197800,58.43
"387",58.09,59.290001,57.849998,59.16,1569100,59.16
"388",59.16,59.389999,58.490002,59.32,1557200,59.32
"389",59.049999,59.459999,58.98,59.130001,854200,59.130001
"390",59.009998,59.360001,58.959999,58.98,922800,58.98
"391",59,59.029999,58.07,58.259998,1723000,58.259998
"392",58.639999,58.720001,57.060001,57.369999,2259300,57.369999
"393",57.389999,58.400002,56.779999,58.330002,1333500,58.330002
"394",57.970001,58.709999,57.73,58.119999,1193800,58.119999
"395",58.23,58.450001,56.68,56.939999,816600,56.939999
"396",56.860001,56.919998,55.860001,56.209999,1045000,56.209999
"397",56.400002,57.610001,56.310001,57.389999,1613500,57.389999
"398",55.959999,57.799999,55.880001,57.57,1008800,57.57
"399",57.610001,57.950001,57.34,57.799999,1191400,57.799999
"400",57.709999,57.830002,56.720001,57.43,754300,57.43
"401",57.57,58.580002,57.360001,58.509998,988100,58.509998
"402",58.509998,59.369999,58.470001,59.16,1004900,59.16
"403",59.099998,59.68,59.040001,59.369999,730000,59.369999
"404",59.41,60.32,59.41,60,659600,60
"405",59.700001,60.720001,59.650002,60.23,752000,60.23
"406",60.349998,60.619999,59.259998,59.299999,1329000,59.299999
"407",59.41,59.84,59.099998,59.509998,1146500,59.509998
"408",59.209999,60.139999,58.799999,60.060001,1040700,60.060001
"409",60.27,60.93,60.049999,60.82,885100,60.82
"410",60.830002,61.099998,60.18,60.98,777700,60.98
"411",61.119999,62.220001,60.990002,61.669998,1076200,61.669998
"412",62.009998,62.759998,61.709999,62.470001,1114000,62.470001
"413",62.380001,63.25,62.259998,63,687100,63
"414",62.939999,63.290001,62.77,62.990002,736200,62.990002
"415",63.150002,63.5,62.419998,62.73,1147500,62.73
"416",63.049999,64.120003,62.860001,63.790001,995100,63.790001
"417",63.82,64.610001,63.799999,64.07,1101000,64.07
"418",64.279999,64.779999,64.019997,64.120003,1705600,64.120003
"419",64.110001,64.760002,64.059998,64.389999,1110900,64.389999
"420",64.260002,64.540001,64.120003,64.309998,1261100,64.309998
"421",64.709999,65.059998,64.360001,64.900002,1684300,64.900002
"422",64.769997,64.790001,63.740002,64.68,1518200,64.68
"423",64.660004,65.5,64.480003,65.099998,1296700,65.099998
"424",65.169998,65.769997,65.059998,65.529999,1098100,65.529999
"425",65.910004,66.370003,65.82,65.910004,1037500,65.910004
"426",65.82,66.480003,65.730003,66.449997,1742700,66.449997
"427",66.43,66.699997,65.470001,66.239998,1387500,66.239998
"428",66.389999,67.080002,65.93,66.029999,830700,66.029999
"429",66.260002,66.769997,64.650002,64.830002,1651700,64.830002
"430",64.970001,65.199997,63.560001,63.73,1613000,63.73
"431",63.689999,64.260002,63.68,64.169998,2340700,64.169998
"432",54.529999,56.900002,50.07,55.580002,14660400,55.580002
"433",56.439999,58.209999,55.700001,56.130001,6410300,56.130001
"434",54.619999,55.939999,52.369999,52.580002,7464500,52.580002
"435",52.25,52.810001,50.950001,51.419998,4644600,51.419998
"436",51.689999,51.849998,50.880001,51.52,4467900,51.52
"437",51.68,51.900002,50.639999,51.650002,3006100,51.650002
"438",51.810001,51.970001,50.970001,51.119999,2084500,51.119999
"439",51.290001,51.68,51.18,51.529999,2445200,51.529999
"440",51.48,52.830002,50.98,52.630001,4551800,52.630001
"441",52.360001,52.549999,50.950001,51.23,5333700,51.23
"442",51.130001,53.220001,51.130001,52.759998,5287800,52.759998
"443",52.400002,52.75,51.23,51.740002,5146000,51.740002
"444",51.84,52.48,51.400002,51.889999,4077000,51.889999
"445",51.759998,52.310001,50.66,51.259998,1860400,51.259998
"446",51.110001,51.509998,50.720001,51.459999,2205000,51.459999
"447",51.23,51.490002,49.880001,49.959999,3433100,49.959999
"448",49.5,50.330002,48.849998,49.049999,2754800,49.049999
"449",49.740002,50.509998,49.459999,50.380001,2159900,50.380001
"450",50.150002,50.709999,49.900002,50.220001,1729800,50.220001
"451",50.630001,51.169998,50.18,51.080002,1721000,51.080002
"452",50.91,51.119999,50.18,50.990002,1213800,50.990002
"453",50.869999,50.900002,49.459999,49.759998,1405300,49.759998
"454",49.889999,50.23,48.950001,49.279999,1776000,49.279999
"455",49.34,50.66,49.34,50.48,1698400,50.48
"456",49.73,50.060001,48.720001,49.849998,1695800,49.849998
"457",49.889999,50,46.279999,46.330002,4482500,46.330002
"458",46.509998,48.610001,46.400002,48.41,2421300,48.41
"459",47.529999,48.169998,46.599998,47.259998,2317500,47.259998
"460",48.099998,48.41,46.41,47.040001,1654900,47.040001
"461",47.110001,48.549999,46.91,48.5,1195200,48.5
"462",49.029999,49.450001,48.48,48.91,1548400,48.91
"463",49.099998,50.240002,48.799999,50.16,1356200,50.16
"464",50.630001,50.939999,49.82,50.290001,1155900,50.290001
"465",50.32,50.5,49.310001,50.360001,937000,50.360001
"466",50.560001,51.02,49.900002,50.029999,1267100,50.029999
"467",50.470001,50.950001,49.720001,50.799999,1531800,50.799999
"468",50.68,50.950001,50.139999,50.439999,948700,50.439999
