"","AON.Open","AON.High","AON.Low","AON.Close","AON.Volume","AON.Adjusted"
"35",115.610001,116.43,114.919998,115.599998,1090400,110.152916
"36",115.849998,116.480003,115.57,116.190002,898200,110.715096
"37",115.160004,116.559998,115.160004,116.559998,712700,111.06765
"38",116.82,117.18,116.019997,116.370003,494200,110.88662
"39",116.120003,116.330002,115.32,115.650002,1212400,110.200539
"40",117.5,117.889999,116.449997,117.510002,916200,111.9729
"41",117.550003,117.660004,116.330002,116.459999,783900,110.972366
"42",116.370003,116.790001,116.010002,116.480003,762400,110.991447
"43",115.800003,116.599998,115.660004,115.709999,728900,110.257706
"44",115.519997,115.989998,115.029999,115.540001,774100,110.095734
"45",116,116.209999,114.949997,115.620003,1046200,110.171951
"46",115.760002,116.800003,115.489998,116.330002,1175300,110.848511
"47",116.57,117.949997,116.300003,117.860001,1582600,112.306396
"48",118,119.050003,118,118.940002,1496200,113.335518
"49",118.75,118.879997,118.129997,118.419998,782500,112.840019
"50",118.5,119.169998,118.18,119.019997,1248800,113.411743
"51",119,119.419998,118.550003,119.239998,960700,113.621384
"52",119.550003,119.879997,118.760002,118.910004,1203200,113.306946
"53",118.82,118.970001,118,118.18,736300,112.611343
"54",118.949997,118.949997,117.199997,117.57,1143300,112.030075
"55",117.510002,118.050003,117.07,117.709999,893300,112.163475
"56",117.68,118.459999,117.32,117.480003,841900,111.944328
"57",117.68,118.169998,117.080002,117.540001,807600,112.00148
"58",116.410004,118.470001,116.050003,118.190002,1132400,112.620857
"59",117.879997,119.349998,117.75,118.879997,1014700,113.278328
"60",118.279999,118.849998,117.690002,117.760002,692000,112.211143
"61",117.599998,118.650002,117,118.480003,1042400,112.897209
"62",117.879997,119.019997,117.739998,118.690002,1183400,113.097305
"63",118.589996,119,117.690002,118.330002,1192900,112.754265
"64",118.129997,118.919998,117.410004,118.900002,927300,113.297409
"65",119.010002,120.400002,119.010002,119.230003,1056400,113.611862
"66",119.239998,119.779999,118.379997,119.389999,826700,113.764305
"67",119.040001,120.269997,118.949997,119.639999,1223900,114.002533
"68",119.769997,120.309998,119.220001,119.760002,975600,114.116905
"69",119.220001,119.769997,118.620003,119.730003,795900,114.088318
"70",119.160004,119.480003,118.339996,118.669998,897000,113.078262
"71",118.470001,119.029999,118.099998,118.099998,651800,112.535103
"72",118.160004,119.199997,118.160004,119.050003,957200,113.440338
"73",118.419998,119.129997,118.260002,118.860001,832700,113.259293
"74",119.360001,119.599998,118.709999,119.120003,926200,113.50705
"75",119.449997,121.050003,118.959999,120.559998,1208300,114.879181
"76",120.139999,120.400002,118.389999,118.43,1327000,112.849541
"77",119.510002,120.290001,118.760002,119.040001,2034600,113.430809
"78",119.809998,120.25,119.379997,120.07,719200,114.412285
"79",120.07,120.870003,119.93,120.07,768100,114.412285
"80",120.019997,120.57,119.610001,120.139999,847800,114.823257
"81",119.900002,120.489998,119.599998,119.839996,869800,114.536537
"82",119.910004,120.949997,119.739998,120.290001,1049300,114.966599
"83",120.540001,121.050003,119.669998,119.919998,1055900,114.612968
"84",119.900002,120.589996,119.489998,120.339996,620300,115.014389
"85",120.82,121.540001,120.639999,121.199997,824000,115.836342
"86",121.599998,122.389999,121.389999,122.269997,1207000,116.858978
"87",122.540001,123,122.230003,122.809998,1606300,117.375084
"88",124.870003,125.370003,123.43,124.300003,1977800,118.799164
"89",124.220001,124.510002,123.839996,124.089996,1486800,118.598427
"90",123.949997,124.699997,123.580002,124.300003,1403800,118.799164
"91",123.519997,124.599998,123.449997,124.239998,1224900,118.741798
"92",124.190002,125.93,124.059998,125.760002,1080800,120.194534
"93",126,126.139999,125.379997,125.980003,1009900,120.404778
"94",125.980003,126.690002,124.699997,125.980003,1543400,120.404778
"95",125.989998,127.370003,125.470001,126.690002,1612400,121.083374
"96",126.940002,127.889999,126.620003,127.279999,1221200,121.647285
"97",127.099998,128.529999,126.879997,128.369995,1676700,122.689026
"98",128.190002,129.009995,127.900002,128.559998,1623300,122.870605
"99",128.960007,129.320007,128.600006,129.190002,1070100,123.472725
"100",129.699997,130.600006,129.050003,130.320007,1309100,124.552727
"101",130.320007,130.550003,129.889999,130.009995,961300,124.256454
"102",129.929993,130.949997,129.619995,130.710007,902400,124.925484
"103",131.110001,131.619995,130.130005,130.910004,1891100,125.1166
"104",131.279999,131.639999,130.830002,131.639999,1071100,125.814323
"105",131.460007,131.889999,131,131.399994,2006600,125.584938
"106",131.300003,132.339996,130.940002,131,1597600,125.202644
"107",130.360001,130.960007,129.820007,130.460007,1138000,124.686531
"108",131.020004,131.539993,130.259995,131.410004,1216900,125.594498
"109",131.410004,132.149994,131.270004,131.710007,1138200,125.88121
"110",131.820007,132.809998,131.740005,132.639999,1219900,126.770042
"111",132.479996,133.029999,132.220001,133.029999,1431300,127.142822
"112",133.229996,134.550003,133.080002,134.059998,1755100,128.127197
"113",134,135.190002,133.720001,135.009995,995800,129.035172
"114",134.550003,135.869995,134.550003,135.649994,986800,129.646881
"115",135.809998,136.490005,135.360001,136.460007,1519500,130.421021
"116",137,137.279999,136.440002,136.800003,1233900,130.745956
"117",136.619995,136.860001,136.110001,136.149994,1247800,130.12471
"118",135.889999,136.240005,135.240005,135.300003,1580200,129.312332
"119",134.960007,135.460007,134.169998,134.25,1072000,128.308792
"120",134.289993,134.380005,132.389999,132.399994,1889000,126.540672
"121",132.5,133.410004,132.389999,133.029999,1264100,127.142822
"122",133.279999,133.309998,132.550003,132.580002,1065300,126.712738
"123",133.110001,134.179993,132.720001,133.979996,814700,128.050751
"124",134.919998,134.919998,132.279999,132.839996,947300,126.961197
"125",133.320007,133.550003,132.190002,132.949997,1535900,127.066338
"126",133.589996,133.990005,132.929993,133.160004,558600,127.267044
"127",133.369995,133.539993,132.720001,132.970001,1275600,127.085449
"128",133.210007,134.179993,132.380005,133.389999,1191200,127.486855
"129",133.720001,135.479996,133.5,135.009995,914100,129.035172
"130",134.929993,135.820007,134.460007,135.300003,966700,129.312332
"131",135.449997,135.550003,133.940002,134.039993,815200,128.108124
"132",134.369995,135.229996,133.850006,134.660004,809800,128.700684
"133",134.660004,135.729996,134.350006,135.630005,740300,129.627731
"134",135.229996,136.589996,134.639999,136.220001,872900,130.19162
"135",136.130005,137.059998,135.820007,136.839996,816800,130.78418
"136",136.270004,137.600006,136.119995,137.410004,600300,131.328934
"137",137.660004,138.070007,137.190002,138.070007,694600,131.959763
"138",137.949997,139.059998,137.820007,138.839996,769900,132.695633
"139",138.479996,139.369995,138.479996,139.139999,807400,132.982376
"140",139.279999,140.119995,138.600006,139.630005,1076800,133.450775
"141",140.589996,141.309998,139.899994,140,773500,133.804306
"142",140,140.139999,138.860001,138.949997,797700,132.800797
"143",138.899994,138.940002,135.600006,135.910004,1623000,129.895309
"144",135.910004,138.949997,135.860001,138.669998,1046600,132.885208
"145",139.009995,139.520004,138.149994,138.169998,898200,132.406067
"146",138.669998,139.699997,138.149994,139.589996,980400,133.7668
"147",139.350006,139.660004,138.399994,139.229996,1425800,133.421844
"148",139.179993,139.369995,138,138.970001,1429700,133.172714
"149",140,141.449997,138.009995,138.949997,1109900,133.153473
"150",138.699997,140.110001,138.580002,138.770004,944900,132.981003
"151",138.460007,138.889999,138.320007,138.580002,1034000,132.798965
"152",138.25,140.320007,138.25,140.190002,755400,134.341766
"153",139.330002,140.070007,138.759995,138.850006,842300,133.057678
"154",139.440002,139.520004,138.309998,138.389999,708800,132.616852
"155",139.429993,140.070007,139,139.660004,680800,133.833908
"156",140.130005,140.339996,139.229996,139.279999,838600,133.469742
"157",139.5,140.210007,139.190002,139.320007,883600,133.508087
"158",139.300003,139.729996,136.679993,136.699997,1210400,130.997375
"159",136.5,137.610001,136.320007,136.520004,1345600,130.824905
"160",136.740005,138.350006,136.25,138.169998,1278900,132.406067
"161",138.649994,139.630005,138.179993,139.570007,1153900,133.74765
"162",139.009995,139.350006,138.130005,138.220001,807000,132.453995
"163",138.350006,138.820007,137.720001,137.779999,724800,132.032288
"164",138.410004,138.690002,137.850006,138.050003,726300,132.291046
"165",138.339996,138.839996,137.970001,138.380005,656700,132.607315
"166",137.5,138.199997,137.020004,137.899994,944400,132.147339
"167",137.789993,138.669998,137.550003,138.149994,733900,132.386902
"168",138.300003,139.270004,138.100006,139.160004,1403700,133.354752
"169",139.449997,139.740005,138.820007,138.860001,825000,133.067245
"170",138.770004,141.059998,138.479996,140.350006,1361200,134.495117
"171",140.910004,141.110001,139.880005,140.229996,1072400,134.380112
"172",140.259995,140.559998,138.309998,138.610001,1142700,132.827713
"173",138.600006,143.130005,138.520004,142.639999,1630600,136.68959
"174",143.119995,144.809998,141.899994,142.660004,1290600,136.708755
"175",142.630005,143.029999,142.279999,142.889999,875300,136.929153
"176",142.690002,143.25,142,142.990005,933400,137.024979
"177",142.820007,142.820007,141.229996,142.139999,1138000,136.210434
"178",142.139999,143.449997,141.889999,143.309998,2573200,137.331619
"179",143.559998,144.160004,142.970001,144.050003,852700,138.040771
"180",144.5,145.199997,144.190002,144.440002,1182100,138.414459
"181",144.899994,146.210007,144.729996,145.979996,1137300,139.890259
"182",146.020004,146.570007,144.550003,144.940002,1123700,138.893631
"183",145,146.160004,143.600006,146.020004,778900,139.928589
"184",145.320007,145.929993,144.720001,145.220001,804100,139.161987
"185",146.039993,147.399994,145.350006,146.279999,1486000,140.177734
"186",147.660004,147.660004,146.020004,146.429993,971500,140.321472
"187",146.770004,147.210007,146.199997,146.949997,1033800,140.819809
"188",146.699997,147.410004,145.520004,146.100006,1292900,140.00528
"189",146.279999,147.520004,145.559998,147.289993,930900,141.145584
"190",146.979996,147.509995,146.449997,147.309998,712800,141.164764
"191",147.289993,147.289993,146.029999,146.649994,785700,140.532303
"192",146.860001,147.210007,146.5,146.639999,1394100,140.522705
"193",147.119995,147.199997,146.5,146.839996,752200,140.71434
"194",146.830002,147.869995,146.759995,147.350006,555000,141.20311
"195",147.320007,147.649994,147,147.630005,830300,141.47142
"196",147.660004,147.809998,146.940002,147.770004,801100,141.605591
"197",147.589996,149.5,147.550003,149.240005,1461400,143.014267
"198",149.520004,150.119995,148.929993,149.380005,694400,143.148422
"199",149.949997,150.160004,148.889999,149.949997,521700,143.694672
"200",150.039993,150.149994,148.5,149.199997,852000,142.975906
"201",149.25,149.960007,148.839996,149.600006,998200,143.359283
"202",149.320007,150.860001,148.919998,150.820007,637300,144.528336
"203",151.649994,151.850006,150.979996,151.539993,773200,145.218307
"204",151.660004,152.470001,151.279999,151.940002,650300,145.601624
"205",151.910004,152.779999,151.850006,152.380005,790500,146.02327
"206",151.899994,152.339996,150.880005,151.649994,928300,145.32373
"207",152.149994,152.149994,149.800003,151.210007,1510200,144.902069
"208",146.75,147.979996,144.910004,146.179993,1738700,140.081879
"209",143.470001,145.529999,143,143.449997,1532600,137.46582
"210",142.729996,144.619995,142.690002,143.429993,1491400,137.792435
"211",143.820007,144.710007,142.690002,142.839996,1085700,137.225616
"212",142.919998,143.289993,137.850006,138.960007,2834300,133.498154
"213",138.880005,139.240005,137.910004,138.639999,1614200,133.190689
"214",138.539993,141.399994,138.25,140.179993,1411400,134.670151
"215",140.279999,140.990005,139.889999,140.210007,1212500,134.69899
"216",140.639999,141.220001,139.860001,140.869995,1364600,135.333038
"217",140.589996,143.589996,140.070007,143.460007,1375000,137.821259
"218",142.839996,144.020004,142.410004,143.25,995700,137.619446
"219",142.559998,144.089996,141.820007,141.889999,971800,136.312958
"220",141.740005,143.770004,141.429993,143.539993,799200,137.898087
"221",143.289993,143.990005,142.550003,142.830002,963900,137.216019
"222",143.160004,143.589996,141.220001,141.279999,1026900,135.726929
"223",140.779999,141.490005,140.089996,141.179993,912100,135.630859
"224",141.669998,142.389999,140.889999,142.050003,1031500,136.46666
"225",142.050003,142.070007,141.139999,141.440002,1358700,135.88063
"226",141.550003,141.949997,139.089996,139.240005,1042100,133.767105
"227",139.630005,139.770004,138.339996,138.630005,884100,133.181122
"228",138.550003,138.899994,138.110001,138.119995,1384100,132.691162
"229",138.259995,140.550003,138.139999,139.940002,943900,134.439606
"230",140.009995,141.190002,139.960007,140.470001,961600,134.948761
"231",141.199997,141.309998,139.240005,140.220001,2817200,134.708618
"232",140.729996,142.559998,139.699997,142.240005,1571300,136.649216
"233",142.940002,143.389999,139.580002,139.669998,1501300,134.180206
"234",139.869995,139.869995,138.270004,139.240005,1010800,133.767105
"235",139.679993,139.679993,138.75,139.110001,760500,133.642227
"236",138.800003,139.139999,137.330002,138.460007,966100,133.017792
"237",138.990005,138.990005,138,138.490005,663200,133.046585
"238",138.240005,138.690002,137.800003,138.300003,1041500,132.864059
"239",138.850006,138.970001,138.119995,138.5,1081400,133.056183
"240",138.300003,138.660004,136.470001,136.559998,1236400,131.192474
"241",136.679993,137.369995,135.979996,136.580002,1449900,131.211685
"242",137.529999,139.649994,137.309998,138.389999,3056900,132.950516
"243",138.570007,139.619995,136.899994,137.190002,1477000,131.797684
"244",137.429993,138.309998,136.220001,136.869995,1298900,131.49028
"245",137.630005,137.649994,136.309998,136.389999,842600,131.029129
"246",136.869995,137.360001,135.179993,135.339996,884100,130.020416
"247",134.990005,135.580002,133.199997,133.350006,1389900,128.108627
"248",133.660004,133.910004,133.110001,133.300003,510600,128.060608
"249",133.610001,134.130005,133.149994,133.919998,753000,128.656235
"250",134.5,134.679993,133.679993,134.520004,772000,129.232605
"251",134.850006,135.289993,133.970001,134,723800,128.733078
"252",134.25,134.75,131.25,131.490005,878000,126.321709
"253",131.479996,133.720001,130.869995,133.589996,1201800,128.339203
"254",134.550003,136.529999,133.850006,135.419998,1452400,130.09726
"255",135.399994,136.699997,134.979996,136.570007,820700,131.202057
"256",135.830002,136.789993,135.190002,136.580002,925300,131.211685
"257",136.729996,138.279999,136.369995,136.919998,1457300,131.5383
"258",137.009995,137.419998,135.690002,136.660004,1331800,131.288559
"259",136.509995,136.619995,134.919998,135.270004,737100,129.953156
"260",135.889999,137.289993,134.610001,136.550003,905700,131.182831
"261",136.389999,136.75,134.289993,134.539993,1265500,129.251846
"262",135.149994,136.979996,134.880005,136.5,1040300,131.134827
"263",136.070007,136.080002,133.410004,135.080002,1132100,129.77063
"264",135.639999,135.830002,134.380005,135.179993,1301500,129.866714
"265",135.199997,136.169998,134.770004,135.979996,1136900,130.635254
"266",135.869995,138.679993,135.669998,137.419998,1063300,132.018661
"267",137.839996,139.259995,136.5,138.830002,1209500,133.373215
"268",138.850006,139.979996,138.169998,139.550003,1183700,134.064941
"269",140.050003,143.479996,139.550003,143.470001,1184600,137.830856
"270",142.949997,143.240005,141.380005,142.339996,1157900,136.74527
"271",142.169998,143.380005,141.089996,141.75,1463500,136.178452
"272",141.389999,142.970001,140.789993,142.169998,1846200,136.929703
"273",142,144.570007,140.960007,144.479996,1374100,139.154587
"274",143.210007,147.979996,140.630005,143.589996,2229800,138.297363
"275",143.539993,144.990005,139.770004,140.339996,2567800,135.167145
"276",137.630005,140.360001,135.490005,139.919998,3317900,134.76265
"277",139.649994,142.630005,139.350006,140.550003,1959900,135.369446
"278",140.279999,141.160004,135.929993,136.050003,2089600,131.035294
"279",137.5,138.800003,134.789993,137.910004,2396700,132.826767
"280",138.75,140.970001,138.289993,139.960007,1422500,134.801163
"281",139.029999,139.889999,137.919998,139.229996,1196600,134.098083
"282",138.789993,140.600006,138.199997,139.970001,1611200,134.810822
"283",140.460007,141.320007,139.869995,140.889999,1292300,135.696869
"284",140.360001,141.649994,139.789993,140.860001,1241000,135.668015
"285",140.229996,141.979996,139.889999,140.720001,940400,135.533157
"286",140.630005,142.059998,139.320007,139.369995,1099500,134.232925
"287",139.929993,140.009995,137.699997,139.119995,1482900,133.992126
"288",139.720001,142.039993,138.410004,141.910004,1080600,136.679306
"289",142.380005,143.320007,141.520004,143.300003,997000,138.018036
"290",142.940002,144.309998,142.419998,142.460007,1360600,137.209045
"291",143.009995,144.270004,140.279999,140.320007,1811000,135.147919
"292",140.119995,141.160004,137,137.449997,1174300,132.383682
"293",136.820007,138.679993,136.300003,138.490005,819700,133.385345
"294",137.789993,141.970001,136.630005,141.380005,1136500,136.168854
"295",141.419998,142.259995,139.190002,142.169998,1007300,136.929703
"296",140.990005,142.919998,140.690002,142.490005,891100,137.237915
"297",143,144.75,142.309998,144.229996,791600,138.913788
"298",145,148.160004,144.979996,148.029999,1489300,142.573715
"299",148.199997,148.440002,145.580002,146.309998,1019700,140.91716
"300",146.720001,147.089996,145.669998,145.960007,876100,140.580002
"301",146.720001,146.720001,143.830002,144.220001,1196700,138.90416
"302",145.130005,145.589996,143.940002,144.970001,1640500,139.626511
"303",144.839996,146.490005,144.789993,145.970001,1431000,140.58963
"304",146,146.919998,144.399994,145,791800,139.65538
"305",145.630005,146.119995,144.929993,145.279999,862600,139.925095
"306",145.289993,145.479996,143.410004,143.410004,1372900,138.124008
"307",142.539993,143.809998,139.119995,139.309998,1562200,134.17511
"308",139.770004,140.720001,137.130005,137.169998,1492500,132.113998
"309",138.220001,141.100006,137.919998,140.800003,934900,135.610229
"310",140.800003,141.929993,137.940002,138.820007,1306300,133.703201
"311",139.119995,140.550003,138.399994,139.460007,911600,134.319626
"312",140.289993,141.979996,139.179993,140.330002,1342100,135.157516
"313",140.889999,141.229996,136.490005,138.190002,1148100,133.09642
"314",138.610001,139.429993,137.300003,138.740005,725600,133.626144
"315",137.550003,140.389999,137.089996,140.130005,633600,134.96492
"316",140.75,141.149994,139.619995,140.169998,625400,135.003418
"317",139.210007,140.380005,137.070007,138.199997,682600,133.106049
"318",138.619995,140.809998,137.970001,139.009995,1014100,133.8862
"319",140.059998,141.179993,139.309998,140.160004,716000,134.99382
"320",139,140.199997,138.789993,140.039993,759300,134.878235
"321",140.710007,142.610001,140.669998,141.600006,1018300,136.380737
"322",142.479996,143.339996,141.639999,142.020004,668300,136.785233
"323",143.139999,145.690002,142.25,143.779999,646200,138.480408
"324",144.179993,144.669998,143.279999,144.080002,857600,138.769348
"325",144.699997,144.779999,143.699997,144.199997,654900,138.884903
"326",144.240005,145.580002,143.679993,144.820007,947200,139.482025
"327",145.240005,145.720001,143.300003,144.039993,974700,138.730804
"328",144.460007,145,143.479996,143.779999,789700,138.480408
"329",143.839996,144.399994,141.690002,142.330002,998300,137.083817
"330",142.199997,142.380005,140.990005,141.970001,1022500,136.737091
"331",142.729996,144.619995,140.960007,143.5,1019800,138.210693
"332",143,144.520004,142.820007,144.229996,646500,138.913788
"333",144.139999,144.610001,142.429993,142.470001,1000900,137.600281
"334",142.289993,143.119995,141.320007,142.860001,632400,137.976929
"335",142.149994,142.729996,139.669998,139.789993,930500,135.011871
"336",138.979996,140.309998,137.300003,140,943800,135.214676
"337",139.110001,140.440002,136.990005,139.490005,1124200,134.722107
"338",139.429993,141.25,139.389999,140.369995,755000,135.572037
"339",139.929993,141.360001,139.720001,140.910004,716600,136.093567
"340",141.279999,141.889999,140.389999,141.289993,911700,136.460617
"341",141.449997,144.399994,140.949997,144.240005,1090100,139.309784
"342",144.190002,144.929993,143.589996,144.089996,814600,139.164886
"343",144.380005,144.809998,142.919998,143.229996,679000,138.334259
"344",142.940002,143.779999,140.479996,140.770004,1021100,135.958389
"345",140.979996,142.470001,139.740005,139.990005,1076900,135.205017
"346",139.75,141.199997,138.929993,140.940002,742800,136.122574
"347",141.199997,142.229996,140.770004,141.300003,876100,136.470245
"348",141.559998,143.610001,141.539993,142.080002,657000,137.223602
"349",142.070007,143.600006,142.020004,142.910004,778300,138.025269
"350",142.009995,143.139999,141.679993,142.139999,776600,137.28154
"351",141.860001,142.770004,140.740005,142.389999,746200,137.52298
"352",142.350006,143.550003,141.639999,142.220001,694800,137.35881
"353",140.850006,140.940002,137.660004,138.360001,1176900,133.630753
"354",139.320007,141.029999,139.110001,140.229996,749800,135.436859
"355",140.080002,141.539993,139.240005,139.869995,1393400,135.089142
"356",141.270004,141.270004,139.75,140.080002,689400,135.291946
"357",140.740005,141.889999,140.570007,141.380005,577900,136.547546
"358",140.770004,141.580002,140,140.720001,977300,135.910095
"359",141.389999,142.369995,140.929993,141.630005,796600,136.788986
"360",141.910004,142.25,141.279999,142.039993,700500,137.184921
"361",142.309998,143.020004,141.759995,142.970001,777700,138.083176
"362",143.100006,143.339996,142.289993,142.639999,838500,137.76445
"363",143,143,141.660004,141.869995,642600,137.020782
"364",142.259995,142.759995,141.220001,141.270004,759900,136.441284
"365",141.759995,141.850006,140.020004,140.210007,819700,135.417511
"366",139.940002,139.990005,137.800003,139.529999,2139200,134.760757
"367",138.820007,140.300003,138.490005,140.259995,769000,135.46582
"368",139.520004,140.070007,139.110001,139.699997,1066900,134.924911
"369",139.690002,140,137.490005,137.600006,1044800,132.896729
"370",136.929993,137.559998,136.25,136.550003,926800,131.882629
"371",137,137.679993,135.320007,137.139999,1073800,132.452438
"372",137.119995,138.210007,136.479996,137.699997,980300,132.993317
"373",137.699997,138.490005,137.350006,137.75,999600,133.041626
"374",137.520004,138.050003,134.940002,134.990005,954500,130.375931
"375",134.910004,136.710007,134.820007,136.179993,716600,131.525269
"376",136.559998,138.25,136.289993,137.169998,1150300,132.481415
"377",136.639999,137.639999,136.559998,137.25,777600,132.558655
"378",137.539993,138.440002,136.929993,137.080002,411000,132.394485
"379",137.229996,138.360001,136.919998,138.220001,710800,133.495544
"380",138.460007,140.419998,138.330002,139.619995,837400,134.847687
"381",139.889999,142.619995,139.889999,142.529999,984600,137.658203
"382",142.429993,143.169998,142.220001,142.820007,700600,137.938339
"383",142.479996,143.070007,141.820007,142.490005,709300,137.619583
"384",143.339996,143.910004,142.789993,143.880005,679600,138.962082
"385",143.850006,144.360001,143.470001,144.199997,662700,139.271164
"386",144.259995,145.720001,144.259995,145.210007,740100,140.246643
"387",145.210007,145.899994,144.539993,145.619995,555300,140.642578
"388",145.559998,147.539993,145.259995,147.339996,629900,142.303772
"389",146.699997,147.649994,145.949997,146.149994,649400,141.15448
"390",145.990005,146.449997,145.580002,146.160004,670400,141.164139
"391",146.190002,147.229996,145.649994,147.190002,797100,142.158936
"392",147.5,148.039993,146.759995,147.199997,788500,142.168579
"393",147.009995,147.789993,146.509995,147.710007,877900,142.661194
"394",148.279999,148.279999,147.210007,148.190002,1049900,143.124741
"395",146.809998,148.119995,144.199997,144.5,1345300,139.560898
"396",144.410004,145.380005,143.259995,143.389999,986400,138.488846
"397",142.899994,143.690002,142.25,143.550003,1141000,139.031204
"398",143.589996,143.949997,142.100006,142.320007,748000,137.839935
"399",141.740005,141.740005,139.949997,141.399994,1062600,136.948868
"400",141.220001,143.210007,141,143.119995,849500,138.614731
"401",143.190002,144.380005,142.990005,143.779999,766200,139.253967
"402",143.630005,144.630005,143.289993,143.419998,572800,138.905304
"403",143.610001,143.759995,142.779999,143.380005,425600,138.866577
"404",143.490005,143.669998,142.699997,142.979996,431800,138.866592
"405",142.210007,142.210007,141.139999,141.759995,659600,137.681641
"406",141.809998,142.839996,139.789993,140.479996,852900,136.438477
"407",140.809998,141.270004,139.949997,140.850006,6e+05,136.797806
"408",140.169998,141.449997,140.089996,141.119995,567800,137.060059
"409",141.5,143.350006,141.429993,142.820007,822400,138.711197
"410",142.889999,143.940002,142.789993,143.449997,895000,139.323029
"411",143.460007,143.880005,142.940002,143.009995,759700,138.895676
"412",143.059998,144.779999,142.679993,144.360001,799000,140.206848
"413",143.75,144.360001,142.679993,143.139999,643000,139.021973
"414",142.990005,143.699997,142.820007,143.160004,761400,139.041382
"415",143.380005,145.509995,143.160004,145.440002,1319200,141.255783
"416",145.699997,145.940002,144.619995,145.330002,465500,141.148911
"417",145.589996,145.589996,144.679993,145.050003,550000,140.877014
"418",144.830002,146.539993,144.830002,146.139999,509800,141.935669
"419",146.100006,146.100006,143.899994,144.380005,534800,140.226288
"420",144.199997,145.660004,143.880005,145.559998,881800,141.372345
"421",145.360001,146.899994,144.839996,146.869995,820000,142.644608
"422",146.949997,147.880005,146.740005,147.729996,925800,143.479889
"423",147.899994,150.820007,147.899994,150.429993,1025800,146.102203
"424",150.25,150.649994,149.679993,150.020004,820600,145.703949
"425",150.139999,150.5,149.630005,149.740005,565800,145.432068
"426",149.660004,151.339996,149.350006,151.020004,766900,146.675247
"427",150.770004,151.350006,150.529999,151.080002,763600,146.733505
"428",151.720001,151.720001,151.089996,151.410004,657000,147.054047
"429",151.380005,152.009995,150.839996,151.970001,766400,147.5979
"430",152.309998,152.660004,151.160004,152.149994,820600,147.772751
"431",151.949997,152.990005,150.979996,152.880005,1203500,148.481735
"432",153,155.419998,152.759995,155.240005,1233700,150.773849
"433",155.5,155.5,154.759995,155.160004,904800,150.696121
"434",155.850006,156.710007,155.309998,156.470001,1483500,151.968445
"435",156.449997,156.449997,154.669998,155.160004,1117500,150.696121
"436",156.5,156.880005,155.139999,155.809998,1260400,151.327438
"437",155.820007,156,154.259995,154.639999,854800,150.191101
"438",154.809998,158.770004,154.339996,155.679993,849200,151.201141
"439",155.039993,155.610001,153.630005,153.779999,960200,149.355865
"440",154.539993,155.270004,153.860001,154.850006,475800,150.395081
"441",155.729996,156.580002,154.850006,156.25,662300,151.754776
"442",156.550003,158,156.350006,156.889999,1441200,152.376358
"443",156.979996,157.979996,156.630005,157.419998,892800,152.891129
"444",157.169998,157.940002,155.309998,155.520004,1003300,151.045776
"445",155.220001,156.5,154.979996,156.210007,634700,151.715927
"446",156.259995,157.529999,155.089996,157.119995,647600,152.599747
"447",156.809998,157.080002,151.110001,151.139999,1076900,146.791794
"448",150.740005,152.029999,148.149994,148.220001,1367300,143.95578
"449",149.729996,150.289993,146.229996,147.839996,1080600,143.586746
"450",147.679993,148.619995,147,147.179993,631900,142.945679
