"","ADSK.Open","ADSK.High","ADSK.Low","ADSK.Close","ADSK.Volume","ADSK.Adjusted"
"37",86.559998,87.690002,85.690002,87.550003,1370200,87.550003
"38",87.470001,87.949997,86.580002,87.739998,1535200,87.739998
"39",87.82,87.900002,85.989998,86.300003,1973200,86.300003
"40",87.379997,89.18,86.459999,88.93,2501900,88.93
"41",88.730003,88.730003,87.050003,87.32,4309400,87.32
"42",87,88.349998,84.980003,85.32,4617000,85.32
"43",84.300003,84.459999,82.580002,82.940002,2571400,82.940002
"44",82.389999,83.440002,81.75,82.07,2293000,82.07
"45",82.529999,83.849998,81.82,83.459999,2235200,83.459999
"46",83.220001,84.290001,82.580002,84.239998,1935600,84.239998
"47",84.800003,86.18,84.660004,86.120003,2404300,86.120003
"48",85.419998,87.32,85.309998,86.690002,2412600,86.690002
"49",86.599998,86.599998,85.470001,85.910004,1396000,85.910004
"50",86.599998,88.690002,85.919998,88.400002,2365800,88.400002
"51",88.599998,89.150002,85.970001,86.730003,8109100,86.730003
"52",87.129997,87.720001,86.050003,86.220001,2446100,86.220001
"53",86.290001,86.480003,85.589996,86.32,1194100,86.32
"54",86.5,86.639999,83.529999,83.639999,2565900,83.639999
"55",83.900002,84.720001,83.07,84.599998,1567000,84.599998
"56",84.610001,86.07,84.239998,85.690002,2238300,85.690002
"57",86,87.389999,85.589996,86.480003,2059500,86.480003
"58",85.410004,86.059998,83.809998,85.440002,1774200,85.440002
"59",85.43,86.099998,85.160004,85.470001,1086800,85.470001
"60",85.309998,86.470001,84.980003,86.400002,1841000,86.400002
"61",86.379997,87.25,85.779999,86.32,945600,86.32
"62",86.019997,86.900002,85.370003,86.470001,1251600,86.470001
"63",85.239998,87.120003,84.660004,85.389999,2478600,85.389999
"64",85.160004,85.970001,84.580002,84.949997,1497100,84.949997
"65",85.269997,85.790001,83.239998,83.540001,1885300,83.540001
"66",83.489998,84.760002,82.699997,84.07,1793100,84.07
"67",84.07,84.949997,83.550003,84.790001,1920400,84.790001
"68",84.910004,85.879997,84.620003,85.660004,1292800,85.660004
"69",85.349998,86.080002,84.480003,85.989998,1362200,85.989998
"70",85.870003,86.650002,84.989998,85.620003,2405500,85.620003
"71",85.199997,86.18,84.099998,84.910004,1970900,84.910004
"72",85.370003,86.25,85.290001,85.989998,1191300,85.989998
"73",85.389999,86.529999,85.080002,86.410004,1321900,86.410004
"74",86.790001,88.589996,86.599998,87.93,2375600,87.93
"75",88.300003,88.82,87.160004,88.410004,1594500,88.410004
"76",88.629997,88.879997,88.099998,88.580002,2111400,88.580002
"77",89.699997,90.940002,89.639999,90.139999,2439200,90.139999
"78",90.800003,90.800003,89.809998,90.32,1761500,90.32
"79",90.309998,90.540001,89.440002,90.230003,1616000,90.230003
"80",90.660004,90.769997,90.040001,90.629997,1168200,90.629997
"81",90.769997,90.769997,89.199997,90.07,1628900,90.07
"82",91.75,92.709999,91.169998,91.980003,1844500,91.980003
"83",92.220001,93.480003,91.290001,93.449997,1706200,93.449997
"84",93.419998,93.940002,92.849998,93.349998,2250600,93.349998
"85",93.410004,93.989998,92.93,93.25,1497900,93.25
"86",92.32,93.470001,92.18,93.239998,2147600,93.239998
"87",93.370003,93.660004,93.080002,93.389999,1313400,93.389999
"88",94.410004,95.300003,93.989998,94.739998,2615100,94.739998
"89",94.75,96.300003,94.540001,95.870003,2031400,95.870003
"90",95.5,95.900002,93.870003,95.410004,1974100,95.410004
"91",95.269997,95.68,94.760002,95.389999,1511400,95.389999
"92",95.730003,97.199997,95.690002,96.629997,2762300,96.629997
"93",97.239998,98.050003,96.550003,98.029999,1799700,98.029999
"94",96.870003,97.919998,93.870003,93.970001,3055700,93.970001
"95",94.040001,96.25,93.07,95.830002,2877500,95.830002
"96",108,112.18,106.870003,109.910004,10091600,109.910004
"97",109.800003,114.019997,109.760002,113.360001,4152200,113.360001
"98",113.25,114.25,112.43,112.970001,2638300,112.970001
"99",113.860001,114.059998,111.849998,112.480003,3316300,112.480003
"100",112.970001,114.68,112.970001,113.889999,2539700,113.889999
"101",114.239998,114.419998,112.870003,113.029999,2109800,113.029999
"102",112.800003,113.660004,112.260002,113.160004,2560300,113.160004
"103",113.400002,113.919998,111.5,111.769997,3222600,111.769997
"104",111.720001,113.120003,110.940002,113.029999,2322600,113.029999
"105",113.779999,113.879997,111.760002,112.910004,2215100,112.910004
"106",112.739998,113.139999,110.230003,110.879997,4008000,110.879997
"107",110.400002,112.269997,110.190002,111.449997,2444800,111.449997
"108",111.379997,112.080002,110.599998,111.169998,2030100,111.169998
"109",111.510002,111.949997,110.199997,111.120003,2030200,111.120003
"110",111.160004,111.699997,103.620003,105.949997,3025600,105.949997
"111",104.209999,108.620003,100.699997,107.440002,5134000,107.440002
"112",107.599998,108.239998,105.169998,107.550003,2269800,107.550003
"113",108.519997,108.650002,105.019997,106.199997,1974800,106.199997
"114",104.769997,106.040001,103.480003,105.580002,1824800,105.580002
"115",105.5,105.919998,103.629997,104.879997,2565400,104.879997
"116",105.599998,106.699997,105.160004,106.160004,2481500,106.160004
"117",106.010002,107.110001,104.300003,104.93,1956000,104.93
"118",105.879997,106.559998,104.82,105.690002,2645600,105.690002
"119",105.720001,107.260002,104.550003,106.779999,2327900,106.779999
"120",106.400002,108.760002,105.300003,107.75,3666200,107.75
"121",107.760002,109.07,105.309998,106.120003,1873400,106.120003
"122",105.580002,106.449997,102.5,102.919998,2269700,102.919998
"123",103.690002,104.860001,101.540001,104.279999,1642400,104.279999
"124",103.57,103.809998,100,101.389999,2347000,101.389999
"125",102.32,102.370003,100.75,100.82,1671300,100.82
"126",101.32,101.82,99.32,99.360001,1454200,99.360001
"127",99.370003,103.040001,99.220001,102.599998,2785200,102.599998
"128",101.589996,103.110001,100.790001,102.050003,2605700,102.050003
"129",102.290001,104.279999,102.290001,103.32,1695300,103.32
"130",103.330002,104.190002,102.379997,103.739998,1191800,103.739998
"131",103.470001,104.730003,102.980003,104.300003,1461700,104.300003
"132",105.610001,107.080002,104.760002,106.68,2621600,106.68
"133",107.489998,108.5,106.379997,107.07,1428000,107.07
"134",107.459999,108.910004,107.010002,108.739998,1480600,108.739998
"135",108.900002,109,106.559998,106.940002,1180700,106.940002
"136",106.669998,107.849998,106.230003,107.699997,865700,107.699997
"137",108.5,110.5,108.470001,110.25,2044400,110.25
"138",109.720001,110.5,108.879997,109.910004,1270900,109.910004
"139",109.410004,110.540001,109.080002,109.75,1116400,109.75
"140",109.589996,110.889999,109.339996,110.809998,1953400,110.809998
"141",110.910004,112.400002,110.199997,112.260002,1342500,112.260002
"142",112.5,114.099998,112.410004,114.080002,1891200,114.080002
"143",114.970001,115.25,109.32,111.519997,2362400,111.519997
"144",110.599998,112.279999,110.330002,111.5,946200,111.5
"145",111.650002,112.32,109.779999,110.790001,1393800,110.790001
"146",111.269997,112.589996,111.099998,111.379997,1315600,111.379997
"147",111.080002,111.379997,107.279999,109.129997,1757100,109.129997
"148",107.949997,108.5,105.599998,107.879997,2255600,107.879997
"149",108.349998,109.040001,107.559998,108.389999,1490900,108.389999
"150",108.669998,111,108.400002,109.82,1493100,109.82
"151",109.379997,110.269997,108,108.349998,1224200,108.349998
"152",107.690002,107.959999,106.540001,107.449997,1151400,107.449997
"153",106.559998,107.540001,104.769997,104.980003,1878300,104.980003
"154",105.75,108.760002,105.099998,108.010002,1461200,108.010002
"155",109.199997,110,108.010002,108.900002,1637900,108.900002
"156",109.019997,110.099998,108.120003,109.800003,1263300,109.800003
"157",110.360001,110.93,109.360001,110.489998,1320500,110.489998
"158",110.07,110.82,107.730003,107.889999,1738700,107.889999
"159",107.860001,110.099998,107.190002,108.559998,1164300,108.559998
"160",108.370003,110.300003,108.370003,109.75,1279200,109.75
"161",110.309998,112.239998,109.769997,111.010002,1708500,111.010002
"162",110.910004,111.339996,110.050003,110.650002,1636200,110.650002
"163",110.580002,111.25,109.040001,110.610001,3128400,110.610001
"164",115,119.730003,113.540001,114.970001,7121000,114.970001
"165",115.059998,115.139999,110.010002,111.480003,3618400,111.480003
"166",109.650002,111.900002,109.25,111.269997,1858600,111.269997
"167",111.269997,113.669998,110.610001,113.290001,1458900,113.290001
"168",113.629997,114.699997,112.82,114.459999,1467200,114.459999
"169",114.629997,115.620003,113.650002,113.709999,1566400,113.709999
"170",113.459999,114.809998,112.519997,113.769997,3092900,113.769997
"171",114.400002,114.779999,112.650002,113.790001,2339900,113.790001
"172",114.139999,114.470001,113.190002,114.050003,1731400,114.050003
"173",114.169998,115.720001,114.099998,114.440002,2656400,114.440002
"174",112.980003,117.129997,112.220001,116.480003,2294700,116.480003
"175",116.349998,116.989998,114.980003,116.160004,1607000,116.160004
"176",116.040001,116.5,115.25,116.18,1449900,116.18
"177",115.620003,116.139999,114.5,115.470001,1649700,115.470001
"178",115.620003,115.620003,113.879997,114.129997,6232600,114.129997
"179",113.739998,114.660004,112.870003,113.839996,2030000,113.839996
"180",113.769997,114.059998,112.970001,113.080002,1954800,113.080002
"181",113.07,113.339996,111.349998,112.730003,1782700,112.730003
"182",112.82,113,111.370003,112.290001,1154500,112.290001
"183",111.68,112.82,111.639999,111.779999,1085000,111.779999
"184",111.669998,111.830002,108.650002,109.82,2026000,109.82
"185",110.589996,111.379997,108.830002,110.610001,1590500,110.610001
"186",110.209999,113.470001,110.209999,111.959999,1731400,111.959999
"187",111.400002,111.959999,110.519997,111.449997,1358300,111.449997
"188",111.25,112.760002,111,112.260002,2033100,112.260002
"189",110.690002,113.760002,110.68,112.470001,1961300,112.470001
"190",112.389999,113.730003,111.669998,113.629997,1044800,113.629997
"191",113.790001,114.07,112.349998,114.050003,1122300,114.050003
"192",114.5,116.830002,113.900002,116.540001,1673800,116.540001
"193",116.18,117.610001,115.809998,116.959999,1806200,116.959999
"194",116.800003,117.519997,116.639999,117.139999,847100,117.139999
"195",117.220001,117.529999,116.32,117.050003,931500,117.050003
"196",117.019997,118.660004,116.93,118.57,1078400,118.57
"197",118.550003,119.839996,118.510002,118.989998,1236600,118.989998
"198",119.769997,119.769997,118.449997,119.629997,1262900,119.629997
"199",119.690002,119.970001,118.669998,119.199997,1179600,119.199997
"200",119.349998,119.760002,118.059998,118.720001,1184700,118.720001
"201",118.5,118.860001,117.779999,118.540001,1010600,118.540001
"202",119,119.32,117.57,119.290001,1099300,119.290001
"203",119.980003,121.879997,119.699997,120.809998,1647600,120.809998
"204",120.989998,121.720001,118.730003,118.989998,1487500,118.989998
"205",118.959999,119.610001,117.900002,119.290001,1337800,119.290001
"206",119,120.25,118.050003,119.940002,1080000,119.940002
"207",120.209999,121.949997,119.459999,121.349998,902700,121.349998
"208",121.610001,123.970001,121.400002,123.580002,1523700,123.580002
"209",123.040001,124.279999,121.900002,123.910004,1610500,123.910004
"210",124.279999,125.010002,123.419998,124.959999,1839900,124.959999
"211",125.629997,126.440002,123.400002,124.779999,1622800,124.779999
"212",125.5,125.650002,123.510002,124.720001,1736000,124.720001
"213",124.5,125.5,124.110001,124.849998,1309700,124.849998
"214",125,125.089996,123.190002,123.82,1003200,123.82
"215",124.260002,124.540001,122.610001,123.400002,828400,123.400002
"216",123.489998,124.209999,123.169998,123.839996,892500,123.839996
"217",122.900002,123.089996,120.010002,122.400002,1465500,122.400002
"218",121.949997,123.32,121.309998,123.110001,929400,123.110001
"219",124.339996,125.019997,122.690002,124.639999,1216700,124.639999
"220",124.400002,124.82,123.160004,123.870003,1225300,123.870003
"221",123.870003,125.010002,122.440002,124.019997,1442100,124.019997
"222",124.790001,127,124.639999,127,1545200,127
"223",127.489998,127.919998,125.870003,127.489998,1460900,127.489998
"224",127.510002,128.279999,126.110001,126.279999,1786200,126.279999
"225",127.129997,128.169998,126.970001,127.709999,1642900,127.709999
"226",128.009995,128.690002,126.839996,127.769997,1469500,127.769997
"227",127.739998,129.539993,127.650002,129.5,1013600,129.5
"228",130.190002,130.919998,129.259995,130.240005,2337200,130.240005
"229",130.759995,131.100006,127.489998,129.949997,4976600,129.949997
"230",114.029999,114.459999,106.199997,109.339996,19487000,109.339996
"231",109.639999,111.580002,106.540001,109.699997,8481000,109.699997
"232",108.809998,110.120003,106.290001,107.059998,4922900,107.059998
"233",108,108.690002,105.160004,107.949997,3986000,107.949997
"234",107.910004,109.489998,106.550003,106.589996,3002500,106.589996
"235",105.730003,107.830002,105.730003,106.919998,1686600,106.919998
"236",106.199997,110.18,106,109.610001,3074200,109.610001
"237",109.599998,110.169998,106.690002,107.160004,3124700,107.160004
"238",106.870003,107.949997,106.150002,106.830002,2412300,106.830002
"239",106.32,107.980003,105.580002,106.330002,2026100,106.330002
"240",107.029999,107.889999,105.510002,106.019997,1982900,106.019997
"241",105.949997,107.120003,105.949997,106.25,1503900,106.25
"242",106.550003,108.93,106.470001,108.400002,2704200,108.400002
"243",108.660004,109.43,107.279999,107.480003,2362600,107.480003
"244",107.239998,107.839996,105.370003,105.389999,1862000,105.389999
"245",106.019997,106.019997,104.190002,105.029999,2513900,105.029999
"246",105.580002,105.669998,103.650002,104.43,3920700,104.43
"247",104.849998,104.849998,103.779999,103.889999,1533800,103.889999
"248",103.449997,104.150002,103.190002,103.800003,1322200,103.800003
"249",103.970001,105.199997,103.480003,104.580002,1111800,104.580002
"250",104.660004,105.220001,104.199997,105.07,870900,105.07
"251",105.040001,105.650002,104.529999,104.830002,1068400,104.830002
"252",105.339996,107.160004,104.389999,107.120003,2040600,107.120003
"253",107,109.779999,106.989998,109.379997,1953800,109.379997
"254",110.129997,112.209999,109.230003,112.07,2158700,112.07
"255",113.07,113.349998,110.410004,110.839996,2384200,110.839996
"256",110.419998,111.739998,109.040001,111.419998,1782100,111.419998
"257",111.57,112.309998,110.650002,112.110001,1848900,112.110001
"258",111.709999,112.610001,110.550003,111.470001,1645000,111.470001
"259",111.669998,113.959999,111.470001,113.260002,2716000,113.260002
"260",113.57,116.089996,113.07,115.910004,2553000,115.910004
"261",116.239998,117.080002,111.720001,111.980003,2699000,111.980003
"262",112.879997,113.099998,111.059998,113,2932200,113
"263",112.279999,114.150002,112.050003,112.550003,1625200,112.550003
"264",112.959999,115.910004,112.370003,115.290001,2804200,115.290001
"265",115.25,118.449997,114.029999,117.43,2905900,117.43
"266",117.139999,119.07,116.5,118.730003,1985400,118.730003
"267",118.910004,119.239998,116.639999,116.900002,2221700,116.900002
"268",117.949997,118.419998,116.57,116.870003,1690400,116.870003
"269",117.550003,118.849998,117.120003,117.779999,1836300,117.779999
"270",117.699997,118.470001,116.190002,116.379997,1058800,116.379997
"271",115.459999,116.349998,113.769997,115.019997,1556400,115.019997
"272",115.650002,116.639999,114.900002,115.620003,1119800,115.620003
"273",114.720001,117.699997,114.080002,115.57,1596400,115.57
"274",114.120003,115.139999,111.599998,111.639999,1808300,111.639999
"275",110.599998,116.150002,109.18,109.18,2890800,109.18
"276",106.489998,112.650002,104.610001,112.620003,3144800,112.620003
"277",111.769997,113.559998,110.510002,110.540001,1599700,110.540001
"278",109.169998,110.800003,104.809998,104.809998,3056500,104.809998
"279",105.809998,107.919998,101.550003,105.940002,3923900,105.940002
"280",107.010002,109.209999,104.739998,108.379997,1994100,108.379997
"281",106.5,110.199997,106.230003,109.790001,1339000,109.790001
"282",108.360001,110.339996,107.410004,109.919998,1923900,109.919998
"283",111.160004,114.709999,110.010002,113.519997,2555000,113.519997
"284",113.580002,114.529999,112.099998,112.949997,1584200,112.949997
"285",112.510002,115.059998,112,114.269997,1354300,114.269997
"286",114.18,115.720001,112.32,112.370003,2045100,112.370003
"287",112.739998,114.760002,111.900002,112.389999,1817200,112.389999
"288",113.669998,115.040001,112.379997,115.029999,1818700,115.029999
"289",115.629997,117.5,114.730003,116.919998,2335200,116.919998
"290",117,117.57,115.139999,116.120003,1658000,116.120003
"291",117.019997,119.739998,116.650002,117.470001,2825400,117.470001
"292",117.949997,118.980003,114.010002,114.739998,2959600,114.739998
"293",113.300003,116.43,111.050003,116.279999,2681700,116.279999
"294",115.18,119.300003,115.050003,118.870003,2502600,118.870003
"295",119.25,120.639999,118.25,119.870003,4723900,119.870003
"296",133.009995,137.899994,130.059998,137.699997,12753500,137.699997
"297",137.009995,137.690002,133.940002,137.289993,5255200,137.289993
"298",138.440002,140,137.350006,139.360001,3752100,139.360001
"299",139.210007,141.190002,138.339996,138.369995,2109300,138.369995
"300",139.740005,141.259995,135.070007,136,2309000,136
"301",136.850006,137.610001,135.050003,136.190002,1596400,136.190002
"302",136.690002,137.919998,135.429993,136.720001,1319200,136.720001
"303",136.330002,139.009995,135.440002,135.75,2438200,135.75
"304",133.940002,135.460007,132.059998,134.309998,2047300,134.309998
"305",134.5,136.289993,133.889999,134.600006,1760600,134.600006
"306",135.009995,137.600006,133.869995,135.539993,2191000,135.539993
"307",133.820007,135.929993,131.149994,131.410004,2596500,131.410004
"308",131.75,132.5,128,128.020004,2763400,128.020004
"309",131.050003,134.589996,130.059998,134.220001,2290000,134.220001
"310",134.529999,134.589996,127.190002,128.309998,3043600,128.309998
"311",127.709999,129.389999,124.379997,124.550003,3534500,124.550003
"312",125.199997,128.309998,123.870003,125.580002,4263800,125.580002
"313",124.559998,125.800003,120.800003,122.75,2683300,122.75
"314",124.18,126.440002,122.209999,124.839996,2292300,124.839996
"315",121.720001,128.050003,121.360001,127.5,2573800,127.5
"316",128.679993,129.139999,126.980003,128.020004,2082200,128.020004
"317",126.690002,127.959999,124.959999,125.75,2527800,125.75
"318",126.720001,129.139999,126.389999,127.57,1893000,127.57
"319",129.25,132.369995,128.190002,131.729996,2156900,131.729996
"320",130.5,132.660004,130.070007,130.940002,1379900,130.940002
"321",131.539993,133.039993,131.119995,132.169998,1700300,132.169998
"322",133.550003,133.550003,127.980003,129.169998,2023400,129.169998
"323",130.490005,131.149994,128.770004,129.720001,1707600,129.720001
"324",131.210007,133.639999,130.940002,132.580002,2100600,132.580002
"325",133.190002,134.729996,132.080002,133.869995,1321600,133.869995
"326",133.490005,134.029999,131.490005,132.330002,1250800,132.330002
"327",132.470001,132.470001,128.960007,130.089996,1678500,130.089996
"328",130.639999,132.039993,128.289993,129.179993,1370000,129.179993
"329",130.639999,131.279999,122.050003,123.68,2513400,123.68
"330",123.720001,124.650002,120.910004,123.970001,1978300,123.970001
"331",124.620003,127.550003,123.970001,126.980003,1912800,126.980003
"332",127.160004,127.830002,125.779999,126.639999,1175600,126.639999
"333",127.32,128.089996,125.809998,125.900002,1448500,125.900002
"334",125.300003,127.370003,125.290001,127.059998,1163000,127.059998
"335",126.82,127.209999,124.989998,125.260002,1483200,125.260002
"336",124.760002,128.350006,123.879997,127.599998,1531800,127.599998
"337",126.489998,130.679993,125.589996,129.460007,1632500,129.460007
"338",129.759995,132.119995,129.630005,131.570007,1333400,131.570007
"339",131.570007,133.160004,130.710007,132.759995,1152300,132.759995
"340",133.070007,136.369995,133.070007,135.320007,1678400,135.320007
"341",135.960007,137.669998,134.899994,136.470001,1374600,136.470001
"342",136.559998,136.940002,135.330002,136.210007,1477300,136.210007
"343",136.990005,138.380005,133.330002,134.110001,1698100,134.110001
"344",133.160004,137.449997,131.589996,136.160004,2089000,136.160004
"345",136.470001,136.729996,134.889999,135.929993,1465200,135.929993
"346",135.410004,136.830002,134.580002,136.520004,1404500,136.520004
"347",136.619995,139.669998,136.25,138.850006,1723600,138.850006
"348",139.610001,139.940002,136.929993,137.669998,2474800,137.669998
"349",138.509995,139.169998,136.460007,136.710007,1740500,136.710007
"350",135.309998,139.5,135.020004,139.309998,1949000,139.309998
"351",139.059998,139.630005,136.119995,138.919998,4021000,138.919998
"352",132.710007,139.690002,131.149994,132.75,6543600,132.75
"353",131.649994,132.240005,128.139999,129.619995,2946700,129.619995
"354",130.660004,132.039993,128.770004,129.369995,2149100,129.369995
"355",129.509995,131.199997,128.990005,129.100006,2733500,129.100006
"356",130.300003,133.649994,129.949997,133.520004,2076300,133.520004
"357",133.449997,135.669998,131.990005,135.570007,1573000,135.570007
"358",135.649994,138.130005,134.470001,136.800003,1289500,136.800003
"359",137.210007,138,135.759995,137.929993,1614800,137.929993
"360",137.690002,137.929993,132.380005,134.139999,1889700,134.139999
"361",133.720001,135.350006,132.970001,135.130005,1045700,135.130005
"362",135.009995,136.210007,134.710007,135.970001,1349100,135.970001
"363",136.529999,137.910004,136.380005,137.360001,1252800,137.360001
"364",137.889999,139.25,136.429993,137.160004,1521600,137.160004
"365",138.139999,139.440002,137.759995,138.410004,1834100,138.410004
"366",138.279999,138.369995,135.580002,137.990005,2259800,137.990005
"367",136.360001,142.479996,136.149994,141.259995,2990600,141.259995
"368",139,141.279999,138.100006,141.039993,2630100,141.039993
"369",141.100006,142.940002,140.660004,140.940002,2199800,140.940002
"370",141.050003,141.960007,137.360001,137.740005,1819400,137.740005
"371",137.690002,137.960007,133.369995,136.509995,2703200,136.509995
"372",134.880005,135.070007,128.169998,129.75,2649300,129.75
"373",129.740005,131.75,128.759995,130.169998,1615300,130.169998
"374",130.740005,131.970001,126.589996,127.620003,2474700,127.620003
"375",127.949997,130.869995,127.199997,130.240005,1798200,130.240005
"376",130.529999,132.919998,130.529999,131.089996,1714600,131.089996
"377",130.020004,131.960007,129.009995,131.899994,1308300,131.899994
"378",131.649994,133.199997,131.279999,131.600006,928100,131.600006
"379",133.009995,133.809998,131.309998,132.800003,1708200,132.800003
"380",133.259995,135.490005,132.660004,135.110001,1159200,135.110001
"381",135.130005,136.520004,133.360001,134.970001,1761500,134.970001
"382",134.899994,136.800003,133.889999,134.369995,1426800,134.369995
"383",133.509995,134.029999,131.649994,132.220001,2160400,132.220001
"384",133,137.880005,132.580002,137.460007,2244900,137.460007
"385",136.990005,137.440002,134.869995,137.210007,972800,137.210007
"386",136.619995,137.320007,135.759995,136.240005,899400,136.240005
"387",134.880005,137.389999,134.440002,136.559998,1105500,136.559998
"388",136.550003,137.960007,135.839996,137.429993,1291700,137.429993
"389",136.639999,136.990005,134.330002,134.5,1608100,134.5
"390",135.160004,135.520004,134.130005,134.320007,1370500,134.320007
"391",134,134.690002,132.059998,134.5,1343400,134.5
"392",135.309998,135.970001,131.5,132.309998,1071700,132.309998
"393",132.309998,135.919998,131.639999,135.850006,2093700,135.850006
"394",135.550003,137.460007,133.570007,136.139999,1345400,136.139999
"395",136.440002,136.850006,130,131.160004,1846100,131.160004
"396",131.169998,131.639999,124.690002,127,2637900,127
"397",127.410004,130.449997,126.580002,128.440002,1913200,128.440002
"398",127.989998,129.770004,126.730003,127.18,1885000,127.18
"399",125.93,131.320007,125.889999,131.160004,1452400,131.160004
"400",131.330002,132.470001,129.960007,132.050003,1372800,132.050003
"401",131.929993,134.610001,131.320007,134.350006,1304200,134.350006
"402",134.440002,136.330002,134.380005,135.190002,1226200,135.190002
"403",134.830002,135.259995,133.470001,134.139999,994700,134.139999
"404",134.589996,137,133.889999,135.110001,1160600,135.110001
"405",134.270004,136.210007,133.710007,134.850006,1115200,134.850006
"406",135.240005,136.559998,133.259995,133.389999,1178700,133.389999
"407",134.050003,135.259995,133.070007,134,1056200,134
"408",133.009995,133.630005,129.339996,131.050003,1695200,131.050003
"409",132.100006,133.889999,131.100006,133.729996,2660900,133.729996
"410",133.130005,133.529999,129.869995,132.350006,2117300,132.350006
"411",132.350006,134.289993,131.630005,133.720001,2540900,133.720001
"412",134.179993,136.960007,133.690002,135.520004,2547800,135.520004
"413",134.839996,137.550003,134.839996,136.940002,1875300,136.940002
"414",136.970001,138.699997,135.649994,136.309998,2613800,136.309998
"415",152.389999,157.779999,150.619995,157.199997,8511200,157.199997
"416",158.059998,159.940002,153.910004,154.630005,3290900,154.630005
"417",154.869995,157.830002,154.669998,156.809998,2193300,156.809998
"418",156.75,157.630005,155.320007,155.669998,2316000,155.669998
"419",155.630005,155.929993,153.580002,153.860001,1848900,153.860001
"420",153.559998,154.740005,153.270004,154.350006,1661000,154.350006
"421",154.169998,154.479996,152.289993,153.589996,1515000,153.589996
"422",153.869995,154.309998,148.449997,149.330002,1689400,149.330002
"423",149.339996,150.259995,147.330002,148.800003,1498000,148.800003
"424",147.639999,150.850006,146.710007,149.169998,1533500,149.169998
"425",149.960007,151.220001,148.539993,150.75,1466300,150.75
"426",150.289993,151.729996,150.070007,150.869995,1098300,150.869995
"427",150.820007,150.949997,147.600006,150.779999,1218200,150.779999
"428",151.600006,154.059998,151.110001,151.380005,1126800,151.380005
"429",151.330002,153.210007,150.539993,151.350006,1502600,151.350006
"430",150.229996,152,146.289993,146.720001,1690100,146.720001
"431",146.809998,150.539993,146.139999,148.789993,1435700,148.789993
"432",148.320007,148.979996,145.899994,148.399994,1247900,148.399994
"433",149.770004,153.940002,148.970001,153.229996,2795600,153.229996
"434",153.860001,154.589996,151.630005,152.399994,2662600,152.399994
"435",150.649994,153.699997,149.330002,152.830002,1575400,152.830002
"436",153.110001,155.559998,152.979996,155.399994,1473000,155.399994
"437",155.990005,157.110001,154.309998,154.820007,1118700,154.820007
"438",155.360001,156.509995,154.869995,156,1026200,156
"439",155.050003,156.669998,154.830002,156.110001,976400,156.110001
"440",155.649994,156.639999,154.850006,155.5,1490000,155.5
"441",155.729996,156.259995,153.130005,153.919998,1463600,153.919998
"442",154.259995,155.830002,153.440002,154.869995,1508300,154.869995
"443",153.669998,154.789993,149.759995,152.100006,5205100,152.100006
"444",152,153.380005,150.429993,152,3242600,152
"445",151.139999,152.330002,145.119995,146.210007,3913100,146.210007
"446",146.520004,148.130005,142.699997,142.860001,2442500,142.860001
