"","EA.Open","EA.High","EA.Low","EA.Close","EA.Volume","EA.Adjusted"
"78",93.389999,93.400002,92.690002,92.989998,2041400,92.531013
"79",93.209999,93.730003,92.309998,93.5,1543000,93.038498
"80",94,94.989998,93.709999,94.239998,1515700,93.774841
"81",94.449997,94.910004,93.82,94.82,1937800,94.351982
"82",95.209999,95.419998,94.709999,94.790001,2314800,94.322136
"83",94.690002,95.32,94.120003,94.25,2332500,93.784798
"84",95.449997,95.449997,93.620003,94.110001,2872300,93.645485
"85",94.110001,95.080002,93.919998,94.760002,4548700,94.292282
"86",95.389999,95.870003,94.589996,95.739998,5175900,95.267441
"87",95.919998,96.489998,95.449997,95.730003,5318600,95.2575
"88",95.860001,96.339996,95.25,96.010002,6184900,95.53611
"89",105.970001,110.610001,104.760002,108.160004,11166200,107.626137
"90",107.550003,109.32,106.830002,108.580002,5750600,108.044067
"91",108.190002,109.25,107.459999,109.089996,3169400,108.551544
"92",108.989998,111.260002,108.849998,110.900002,3279800,110.352615
"93",111.230003,112.160004,110.440002,111.760002,2963400,111.208374
"94",108.709999,109.379997,105,105.239998,7457200,104.720551
"95",104.709999,107.650002,104.339996,106.93,3174500,106.402214
"96",107.410004,107.949997,106.330002,107.639999,2282400,107.108711
"97",107.870003,108.400002,107.419998,108.389999,1493200,107.855011
"98",110.089996,111.849998,108.18,109.010002,3032700,108.471939
"99",108.779999,112.540001,108.389999,112.309998,4492500,111.755653
"100",112.510002,114.160004,112.510002,113.830002,3419800,113.268166
"101",113.5,113.589996,111.790001,112.129997,2212500,111.576546
"102",112.620003,112.919998,111.639999,112.849998,2360100,112.292992
"103",112.860001,113.480003,111.93,113.330002,3430000,112.770622
"104",113.959999,114.940002,113.18,113.870003,2232700,113.307961
"105",113.849998,114.540001,113.199997,114.519997,1872600,113.954742
"106",114.68,115.129997,114.190002,114.690002,1879800,114.123917
"107",114.540001,115.389999,113.589996,113.690002,2508400,113.128845
"108",114.839996,115.540001,114.230003,115.370003,2480100,114.800552
"109",116.040001,116.040001,113.239998,114.290001,3293900,113.725883
"110",114.839996,115.360001,107.029999,110.459999,5738200,109.914787
"111",109.300003,111.18,105.540001,108.900002,5836900,108.36248
"112",110.330002,110.959999,108.080002,109.980003,2740000,109.437164
"113",110.160004,111.110001,108.68,110.019997,2171800,109.476959
"114",108.239998,111.029999,107.32,110.529999,3705600,109.984444
"115",110.720001,112.510002,110.07,110.510002,9608200,109.964539
"116",111.18,113.860001,111.18,113.650002,2891300,113.08905
"117",113.43,115.120003,113.290001,113.470001,2710500,112.909935
"118",114.330002,114.690002,111.830002,113.169998,3054000,112.611412
"119",113.510002,113.519997,111.360001,112.620003,2380400,112.064133
"120",112.510002,112.949997,110.769997,110.870003,7457900,110.322769
"121",111,112.639999,110.379997,111.860001,2446300,111.307877
"122",111.349998,111.93,108.129997,108.32,3058000,107.785339
"123",108.699997,109.199997,106.739998,108.809998,3668200,108.272926
"124",108.160004,108.720001,105.470001,106.68,3820400,106.153442
"125",107.099998,107.559998,105.650002,105.720001,3216500,105.198189
"126",106.510002,107,105.209999,105.419998,1656400,104.899658
"127",105.949997,107.309998,105.349998,106.760002,2824900,106.233055
"128",106.059998,107.120003,105.5,105.75,2471600,105.228043
"129",106.279999,108.470001,105.540001,107.449997,2152500,106.919647
"130",107.839996,108.690002,107.010002,107.839996,2188400,107.307716
"131",107.629997,109.709999,107.099998,108.419998,2289900,107.884857
"132",109.5,110.900002,109.050003,110.68,1943500,110.133705
"133",110.830002,111.610001,108.919998,108.980003,1710800,108.442101
"134",109.610001,110.339996,108.75,108.989998,1321300,108.452042
"135",109.019997,110.43,108.720001,109.440002,1686400,108.899826
"136",110,110.93,109.480003,110.279999,1908700,109.73568
"137",110.43,111.650002,109.809998,111.580002,2498400,111.029259
"138",111.610001,112.18,110.379997,111.970001,2143800,111.417343
"139",111.5,112.910004,111.269997,112.220001,2434900,111.666107
"140",112.220001,113.970001,112.220001,113.75,2784600,113.188553
"141",113.970001,114.519997,113.309998,113.660004,2735500,113.098999
"142",115.459999,118.110001,115.190002,118,4520400,117.417572
"143",119.010002,120.25,116.059998,117.599998,8953500,117.019547
"144",114,118.75,113.5,118.25,5012300,117.666336
"145",119.050003,119.25,116.5,116.739998,2951400,116.163788
"146",117.57,117.650002,116.440002,116.919998,2488200,116.342903
"147",117.110001,117.419998,113.830002,116.830002,3111600,116.253357
"148",117.379997,119.230003,116.980003,118.849998,2929100,118.263374
"149",119.150002,119.18,116.900002,117.220001,2341200,116.641418
"150",117.599998,117.959999,116.489998,116.959999,1882900,116.382713
"151",116.5,117.129997,116.019997,116.5,1329900,115.924973
"152",115.550003,116.839996,114.75,116.110001,1709400,115.536903
"153",115.410004,115.720001,113.690002,113.989998,2950200,113.427368
"154",113.739998,115.980003,113.510002,115.449997,1584900,114.880157
"155",116.709999,118,116.400002,117.110001,2890000,116.53196
"156",117.230003,117.620003,116.580002,117.43,1048100,116.850388
"157",117.489998,119.589996,117.029999,119.25,2098200,118.661407
"158",119.190002,119.470001,116.459999,116.470001,1793900,115.895126
"159",116,117.839996,115.459999,116.879997,1911700,116.303101
"160",116.849998,117.400002,116.120003,116.839996,1848500,116.26329
"161",117.279999,120.449997,117.220001,119.029999,2512900,118.44249
"162",118.650002,119.370003,117.550003,118.18,1297800,117.596687
"163",118.489998,118.919998,116,117.82,1342800,117.238457
"164",118.190002,118.709999,115.709999,116.93,2206100,116.352844
"165",117.519997,119.040001,116.949997,118.730003,1775200,118.143982
"166",117.470001,119.43,117.220001,119.230003,1301300,118.64151
"167",119.419998,122.080002,119.07,121.970001,2193400,121.367973
"168",122,122.790001,120.940002,121.5,2617600,120.900291
"169",121.269997,121.769997,118.510002,119.309998,2751500,118.721107
"170",118.800003,119.300003,116.32,118.209999,2336300,117.626534
"171",118.769997,119.150002,116.470001,117,1770600,116.422508
"172",117.199997,119.099998,116.589996,118.93,1810900,118.342979
"173",119.989998,120.160004,117.709999,118.279999,2424200,117.69619
"174",119.879997,121.349998,119.279999,121.190002,2282100,120.591835
"175",121.610001,122.129997,118.68,120.410004,2659200,119.815681
"176",119.860001,120.449997,119,119.599998,2515300,119.009674
"177",118.739998,119.660004,117.709999,119.190002,2543100,118.6017
"178",119.290001,119.919998,117.75,119.419998,3192000,118.830559
"179",119.5,120.870003,119.5,119.959999,2573700,119.367897
"180",120.25,121.199997,119.370003,120.209999,2237900,119.616669
"181",120.769997,121.400002,118.739998,120.339996,2393300,119.746025
"182",120.489998,120.489998,117.82,118.019997,1914400,117.437477
"183",117.459999,120.18,117.150002,118.5,2077300,117.9151
"184",118.050003,118.290001,112.849998,114.199997,4113100,113.636322
"185",114.5,114.669998,112.830002,113.919998,2994400,113.357712
"186",115.400002,116.650002,115.400002,115.970001,1793200,115.397591
"187",115.82,116.790001,115.239998,116.610001,1395600,116.034431
"188",116.709999,118.169998,116.300003,118.059998,1743500,117.47728
"189",118.889999,119.720001,116.940002,117.949997,1850700,117.367821
"190",117.919998,118.099998,116.760002,117.959999,1249700,117.377762
"191",117.519997,118.75,116.410004,118.559998,1642400,117.974808
"192",118.629997,119.75,117.93,119.519997,1438900,118.930069
"193",119.029999,120.290001,118.440002,120.089996,1912800,119.497246
"194",119.239998,119.300003,117.669998,118.620003,1516000,118.034515
"195",119.029999,119.489998,116.709999,117.82,1558200,117.238457
"196",117.330002,118,115.519997,116.050003,3152800,115.477196
"197",115.970001,117.779999,115.769997,117.139999,2046200,116.561821
"198",117.760002,118.919998,117.550003,118.620003,1931200,118.034515
"199",118.809998,119,117.050003,117.480003,2601800,116.900146
"200",117.199997,118.150002,115.629997,115.980003,3130300,115.407547
"201",113.410004,113.75,110.309998,113.160004,9784700,112.601471
"202",112,113.080002,111.120003,113.07,3183200,112.511909
"203",113.599998,114.279999,113.150002,113.620003,1988800,113.059189
"204",113.809998,114.43,112.730003,113.660004,2204700,113.098999
"205",113.68,114.720001,112.760002,113.389999,2006100,112.830322
"206",113.199997,114.879997,112.589996,114.559998,3205300,113.994553
"207",115.07,117.059998,115.019997,115.830002,2453200,115.258293
"208",116.830002,117.550003,115.410004,116.889999,2892000,116.313049
"209",117.129997,117.769997,116.639999,117.580002,2614100,116.999641
"210",118.129997,119.839996,116.370003,119.599998,5477400,119.009674
"211",116,116.599998,111.279999,114.470001,9669200,113.904991
"212",114.349998,114.519997,112.599998,112.690002,3438300,112.133789
"213",113.470001,113.760002,112.57,113.199997,2925300,112.641258
"214",112.989998,113.5,110.760002,112.459999,3642500,111.904915
"215",112.290001,112.720001,110.080002,111.699997,2830300,111.148659
"216",112.449997,115.599998,112.099998,114.150002,3393900,113.586578
"217",112.989998,113.300003,110.940002,111.889999,3445700,111.33773
"218",111.260002,112.830002,110.82,112.75,2534000,112.193481
"219",112,113.239998,111.190002,112.010002,3168100,111.457138
"220",110.599998,113.900002,110.389999,112.269997,3618000,111.715851
"221",112.720001,112.870003,110.519997,111.480003,2585900,110.929764
"222",111.849998,113.129997,111.209999,111.599998,2445800,111.049164
"223",108.989998,109.550003,107.5,108.82,8556400,108.282883
"224",108.279999,108.449997,106.75,107.639999,5974700,107.108711
"225",107.779999,108.769997,107.540001,107.709999,3298400,107.17836
"226",108.040001,108.440002,106.610001,107.32,2558200,106.790283
"227",107.660004,108.580002,107.589996,107.940002,1306300,107.407227
"228",107.860001,108.290001,106.790001,106.989998,2540100,106.461914
"229",106.989998,110.519997,106.739998,109.470001,5499400,108.92968
"230",109.209999,109.389999,104.949997,105.489998,5590700,104.969315
"231",106.110001,106.5,105.059998,106.349998,5395200,105.825073
"232",105.860001,106.870003,103.949997,106.019997,3859400,105.496704
"233",105.529999,105.879997,100.68,100.830002,6573200,100.332329
"234",100.550003,105.190002,99.629997,103.379997,4582300,102.869736
"235",102.959999,103.919998,100.410004,103.18,4668400,102.670731
"236",103.230003,105.599998,102.75,104.370003,3590500,103.854858
"237",104.489998,106.400002,104.489998,105.269997,3535400,104.750404
"238",105.610001,108.160004,105,107.919998,3998200,107.387329
"239",108,108.919998,107.019997,107.660004,3880700,107.128609
"240",107.709999,108.309998,105.220001,105.540001,3790100,105.019073
"241",105.199997,107.620003,104.699997,106.419998,2751200,105.89473
"242",107.769997,109.68,106.629997,109.279999,6107300,108.740608
"243",109.889999,110,106.559998,107.339996,4375300,106.810188
"244",107.419998,107.760002,106.690002,107,2077200,106.471863
"245",107.5,108.870003,107.150002,108.449997,2650400,107.914703
"246",107.879997,108.739998,107.779999,107.970001,2804400,107.43708
"247",108.309998,108.309998,105.68,106.019997,2424600,105.496704
"248",105.660004,106.019997,104.650002,105.059998,1689900,104.541443
"249",105.400002,106.440002,104.580002,105.230003,2527500,104.710602
"250",105.290001,105.550003,104.550003,105.309998,1438900,104.790199
"251",105.290001,105.68,104.389999,105.059998,2113600,104.541443
"252",106.150002,110,105.349998,109.449997,4599100,108.909775
"253",109.75,111.330002,109.370003,109.75,3210600,109.20829
"254",109.870003,110.550003,106.669998,107.190002,3777900,106.660934
"255",108.019997,112.760002,107.589996,112.389999,5963000,111.835251
"256",113.5,114.169998,111.199997,113.220001,4579100,112.661163
"257",113.330002,113.650002,110.459999,112.18,4111700,111.626305
"258",111.5,113.300003,111.290001,112.25,2493600,111.695953
"259",112.559998,113,111.699997,112,2788800,111.447189
"260",110.489998,113.900002,110.489998,113.129997,3467400,112.571594
"261",114,114.699997,111.610001,111.919998,3570800,111.367584
"262",113,113.43,111.519997,113.139999,2709000,112.581566
"263",114.050003,115.629997,113.199997,115.279999,4353800,114.710991
"264",115.349998,116.410004,114.720001,116.18,3534200,115.60656
"265",116.32,118.300003,115.82,117.989998,4235800,117.407631
"266",117.879997,118.669998,116.940002,117.669998,3449700,117.089195
"267",118.410004,118.410004,114.260002,114.660004,6553600,114.094055
"268",115.699997,115.970001,113.669998,114.5,3457700,113.934845
"269",115.330002,116.239998,113.540001,115.199997,3417600,114.631393
"270",115.209999,119.410004,115.209999,117.650002,6486500,117.069305
"271",116.400002,119.32,116.400002,118.699997,8493600,118.114105
"272",129.550003,131.009995,126.470001,126.959999,14727300,126.333344
"273",126.75,130.059998,126.010002,128.179993,6297200,127.547325
"274",127.68,128.169998,124.459999,124.529999,6471200,123.915344
"275",123.730003,126.209999,120.68,121.639999,4533400,121.039612
"276",118.860001,123.349998,117.760002,123.129997,4652300,122.52224
"277",122.860001,125,122.18,123.050003,4066900,122.44265
"278",123,123,116.519997,116.540001,5478900,115.964783
"279",117.959999,122.139999,114.669998,120.639999,5945100,120.044548
"280",121.779999,124.160004,121.529999,122.220001,3695100,121.616753
"281",120.849998,123.129997,120.580002,122.279999,2388700,121.676445
"282",121.230003,124.870003,121.230003,123.769997,4293400,123.159088
"283",124.830002,127.029999,123.440002,126.480003,3207100,125.855721
"284",126.43,126.790001,125.139999,126.019997,3214500,125.397987
"285",125.370003,127.550003,125.349998,126.339996,2540600,125.716408
"286",126.610001,128.100006,124.809998,124.900002,3191000,124.283516
"287",125.790001,126.349998,123.919998,124.610001,1919700,123.994942
"288",125.099998,127.279999,123.739998,127.099998,2476900,126.472664
"289",127.389999,128.800003,126.910004,128.570007,2877800,127.935402
"290",128.059998,128.600006,125.550003,125.800003,3158800,125.179077
"291",126.510002,127.75,123.669998,123.699997,3496000,123.089439
"292",124.540001,124.940002,121.330002,122.169998,3919200,121.566994
"293",120.940002,125.309998,120.580002,125.089996,2935800,124.472572
"294",124.160004,126.629997,123.690002,126.099998,1642500,125.477592
"295",126.480003,126.589996,123.459999,124.550003,2269300,123.935249
"296",123.629997,127.510002,123.25,127.169998,2679300,126.542313
"297",127.379997,129.869995,126.800003,128.820007,3693600,128.184174
"298",129.970001,130.860001,128.190002,128.490005,2647500,127.855789
"299",128.559998,129.25,127.559998,128.119995,2341100,127.48761
"300",129.050003,129.300003,125.879997,126.57,2948600,125.945267
"301",126.889999,128.080002,123.639999,127.970001,3579500,127.338371
"302",128.190002,129.850006,126.540001,129.119995,2690700,128.482681
"303",130.350006,131.130005,128.130005,128.520004,4187200,127.885658
"304",127.529999,128.080002,124.169998,125.440002,3207700,124.820854
"305",125.769997,127.779999,125.029999,126.849998,1960100,126.223885
"306",126.519997,127.739998,125.620003,126,2050100,125.378082
"307",124.830002,125.629997,122.669998,122.980003,2727000,122.373009
"308",123.199997,125.279999,121.379997,121.440002,2645800,120.840599
"309",124.239998,127.5,122.989998,126.440002,2654800,125.815926
"310",126.370003,126.989998,118.919998,119.980003,3142400,119.387802
"311",120.260002,121.379997,118.260002,119.330002,3304300,118.741005
"312",120.370003,123,118.800003,121.239998,2809700,120.641579
"313",120.480003,121.330002,116.989998,118.720001,2610600,118.134018
"314",119.870003,120.849998,117.620003,119.510002,2378100,118.920113
"315",116.709999,120.57,116.279999,120.110001,3623800,119.517159
"316",121.519997,122.779999,120.550003,121.230003,2915200,120.63163
"317",120.059998,121.199997,117.660004,118.360001,2472900,117.775795
"318",119.190002,121.07,118.529999,118.860001,2572100,118.273315
"319",120.370003,121.25,118.300003,120.709999,2975600,120.114204
"320",119.720001,120.5,118.32,118.779999,2455200,118.193718
"321",119.959999,121.589996,119,121.089996,2498700,120.492317
"322",122.010002,122.010002,119.650002,120.529999,2165100,119.935089
"323",121.419998,122.800003,121.279999,122.190002,1849400,121.586899
"324",123.019997,124.870003,122.870003,124.309998,2304700,123.696426
"325",124.669998,125.410004,124.050003,124.93,1432900,124.313362
"326",124.089996,125.830002,122.339996,123.110001,3081700,122.502342
"327",122.540001,122.540001,119.919998,120.889999,2753100,120.293304
"328",122.389999,122.389999,119.25,119.599998,1822400,119.009674
"329",119.949997,121.419998,116.75,118.589996,3010300,118.004646
"330",118.309998,118.889999,115.809998,116.68,3027800,116.104088
"331",116.519997,120.160004,116.519997,119.599998,3162100,119.009674
"332",119,119.550003,115.809998,117.470001,2536000,116.890182
"333",117.639999,118.769997,116.269997,117.980003,2227800,117.397675
"334",118.059998,120.150002,117.18,119.830002,2345900,119.238541
"335",119.790001,120.510002,118.339996,118.940002,2399900,118.352943
"336",118.18,124.309998,114.879997,120.169998,11445500,119.576866
"337",119.120003,124.199997,118.410004,123.639999,3909200,123.029739
"338",124.699997,125.779999,123.360001,123.919998,3177800,123.30835
"339",123.290001,124.330002,122.160004,123.889999,4446800,123.278496
"340",127.989998,132.440002,126.07,131.009995,7595100,130.363342
"341",130.940002,133.919998,129.740005,133.759995,4610300,133.099792
"342",133.300003,134.580002,132.119995,132.809998,4364200,132.15448
"343",133.070007,133.970001,130.949997,132.529999,2280200,131.875854
"344",131.789993,132.300003,129.610001,130.110001,2107300,129.467789
"345",130.360001,131.190002,128.020004,130.860001,1842300,130.214096
"346",129.910004,132,129.619995,130.809998,2773900,130.164352
"347",130.740005,132.199997,129.889999,132,2989200,131.348465
"348",132.710007,134.610001,131.039993,132.910004,2088400,132.253998
"349",133.149994,133.860001,131.779999,132.179993,1709900,131.527557
"350",131.279999,133.539993,130.820007,133.5,2002000,132.84108
"351",133.490005,133.490005,129.570007,131.479996,3319300,130.831039
"352",131.770004,132.600006,131.149994,131.850006,1459300,131.199219
"353",130.710007,131.509995,129.839996,131.25,1750100,130.602173
"354",132.149994,132.149994,131.029999,131.369995,1395000,130.721573
"355",131.839996,132.960007,130.350006,130.910004,2516500,130.263855
"356",132.080002,135.800003,131.669998,135.690002,2909600,135.020264
"357",135.699997,136.990005,133.679993,134.660004,2470000,133.995361
"358",135.320007,137.479996,134.800003,136.960007,2645200,136.283997
"359",137.809998,138.389999,136.119995,136.940002,2915000,136.264084
"360",137.419998,138.75,135.479996,136.910004,2481600,136.234253
"361",136.710007,138.059998,136.229996,137.869995,3494500,137.189484
"362",139.080002,140.539993,138.429993,139.160004,5073200,138.473129
"363",139,140.399994,138.690002,139.779999,2902100,139.090073
"364",140.860001,144.919998,140.339996,143.279999,6432900,142.572784
"365",143.600006,147.039993,143.410004,144.389999,4558800,143.677307
"366",144.289993,147.130005,143.649994,146.649994,3943800,145.926163
"367",145.5,145.690002,142.440002,144.860001,2890200,144.145004
"368",143.130005,144.830002,141.619995,143.089996,4117800,142.383728
"369",143.610001,144.740005,143.240005,143.539993,1935800,142.831497
"370",144.130005,144.75,141.630005,143.149994,1536000,142.443436
"371",145.5,145.630005,140.949997,141.259995,3053000,140.562744
"372",140.729996,140.899994,138.839996,140.520004,2574200,139.826431
"373",141.449997,143.139999,140.130005,140.369995,2691200,139.677155
"374",140.729996,142.210007,137.679993,137.75,2541800,137.070084
"375",138.179993,141.380005,137.839996,140.630005,2708200,139.935867
"376",141.759995,143.149994,140.529999,141.020004,2371200,140.323944
"377",140.490005,143.580002,140.210007,143.479996,1872100,142.771805
"378",143.779999,144.160004,141,141.229996,1168800,140.532913
"379",142.580002,143.460007,142.070007,143.229996,1266600,142.523026
"380",143.059998,145.289993,142.960007,145.100006,1628500,144.38382
"381",145.550003,146.889999,142.270004,144.639999,2041900,143.926086
"382",144.410004,145.350006,143.360001,144.190002,1716000,143.478317
"383",143.039993,146.279999,142.75,145.720001,2057200,145.000748
"384",146.929993,148.740005,146.350006,148.610001,1903400,147.87648
"385",148.699997,151.259995,147.380005,148.729996,2108600,147.995895
"386",148.949997,149.100006,146.429993,146.679993,1917700,145.956009
"387",145.600006,149.229996,145.009995,148.740005,2478100,148.005859
"388",149.059998,150,147.710007,148.929993,2486800,148.194901
"389",148.119995,149.470001,147,147.960007,1645500,147.229721
"390",148.190002,149.789993,147.139999,147.479996,2153700,146.75206
"391",146.509995,147.860001,145.339996,146.559998,2226900,145.836594
"392",147.5,147.720001,142.960007,144.320007,3880200,143.607681
"393",144.910004,146.789993,144.25,146.5,2944900,145.776901
"394",148,148,141.059998,141.899994,6273500,141.1996
"395",134.940002,137.979996,131.25,133.809998,11612100,133.149551
"396",133.449997,133.570007,125.599998,126.209999,9488300,125.587051
"397",127.449997,128.990005,125.309998,128.75,6231300,128.114517
"398",130.25,131.210007,127.019997,127.480003,4863900,126.850792
"399",126.769997,128.869995,125.449997,128.649994,3535300,128.014999
"400",131.009995,134,128.850006,130.869995,5456500,130.22403
"401",130.020004,130.470001,127.650002,129.029999,3366600,128.393112
"402",130.160004,130.779999,127.309998,128.100006,3858900,127.46772
"403",128.130005,128.910004,127.099998,128.410004,2740000,127.776207
"404",128.5,128.899994,127.419998,127.82,4261100,127.189102
"405",128.199997,132.039993,126.779999,131.320007,5190400,130.671829
"406",131.410004,133.649994,130.440002,131.320007,4636100,130.671829
"407",131,132.309998,129.119995,131.910004,3052900,131.258911
"408",129.820007,130.759995,126.019997,128.050003,5484700,127.417969
"409",129.970001,130.929993,128.020004,129.710007,4673400,129.069778
"410",128.809998,129.440002,126.980003,128.009995,3805600,127.378151
"411",127.080002,128.300003,125.580002,127.709999,3625400,127.079651
"412",128.539993,129.169998,125.970001,126.760002,5814300,126.134338
"413",126.059998,129.070007,124.660004,127.620003,6609700,126.990089
"414",127.629997,127.989998,125.790001,126.110001,4468200,125.487541
"415",126.889999,129.5,126.349998,128.970001,3483300,128.333435
"416",130.289993,130.570007,128.070007,128.970001,2404600,128.333435
"417",129.610001,129.789993,127.18,127.790001,2418700,127.159256
"418",127.559998,128.880005,127.029999,128.520004,3138100,127.885658
"419",120.599998,121.650002,115.660004,115.940002,19585500,115.367744
"420",115.129997,115.5,113.089996,113.410004,9652900,112.850235
"421",113.720001,114.400002,111.940002,113.519997,5245500,112.959686
"422",112.980003,113.43,110.980003,111.550003,4311100,110.999413
"423",111.849998,113.779999,111.209999,113.199997,6382600,112.641258
"424",112.739998,116,112.629997,114.910004,5742500,114.342834
"425",115.25,115.650002,112.870003,113.209999,4424900,112.651222
"426",112.290001,113.18,110.529999,112.290001,4217300,111.735764
"427",112.010002,113.720001,111.669998,113,3068300,112.442261
"428",113.75,114.610001,113.029999,113.839996,2506600,113.278099
"429",114.410004,116.510002,113.75,114.269997,3207500,113.705978
"430",114.379997,114.739998,112.620003,112.690002,3516000,112.133789
"431",112.830002,113.959999,111.879997,112.650002,3448400,112.093979
"432",112.989998,113.25,110.849998,112.919998,3013200,112.362648
"433",113.419998,114.519997,112.5,113.470001,3747000,112.909935
"434",114.120003,116.029999,113.959999,115.019997,7421800,114.452278
"435",114.720001,115.639999,113.800003,115.239998,2831500,114.671188
"436",115.209999,116.440002,114.870003,116.25,2591100,115.676216
"437",116.870003,119.870003,116.550003,118.089996,5062600,117.507118
"438",118.400002,119.599998,117.730003,119.379997,3290000,118.790756
"439",119.089996,120.660004,119.010002,120.489998,3904900,119.895279
"440",121.150002,121.300003,116.290001,117.550003,5741600,116.969795
"441",117.5,118.239998,116.18,117.050003,4160100,116.472267
"442",117.489998,118.169998,116.209999,116.389999,3632600,115.815514
"443",116.389999,116.389999,112.760002,114.010002,5235500,113.447273
"444",114.400002,115.75,111.989998,113.730003,3571400,113.168648
"445",112.82,113.290001,109.800003,110.620003,4784400,110.073997
