"","JKHY.Open","JKHY.High","JKHY.Low","JKHY.Close","JKHY.Volume","JKHY.Adjusted"
"49",94.779999,95.370003,94.5,94.839996,141300,90.177742
"50",95.239998,95.639999,94.870003,95.349998,270700,90.662666
"51",95.43,95.43,94.370003,94.75,202900,90.092155
"52",94.550003,95.470001,94.550003,95.099998,542300,90.424965
"53",94.879997,94.980003,94.029999,94.489998,308300,89.844948
"54",94.760002,94.760002,93.389999,93.889999,324800,89.274452
"55",93.699997,94.059998,93.190002,93.709999,226200,89.103294
"56",93.610001,94.290001,93.199997,93.470001,191200,88.875099
"57",93.760002,93.919998,93.059998,93.330002,154200,88.741966
"58",92.599998,93.879997,92.160004,93.620003,277700,89.017708
"59",93.510002,94.059998,93.099998,93.75,185800,89.141312
"60",93.830002,94.190002,93.199997,94.019997,206800,89.398033
"61",93.989998,94.339996,93.550003,93.919998,201800,89.302963
"62",93.860001,94.019997,93.07,93.099998,351600,88.523285
"63",93.150002,94.129997,92.480003,92.809998,310700,88.247528
"64",92.660004,93.480003,92.309998,92.730003,222900,88.171486
"65",93.019997,93.510002,92.349998,92.489998,316600,87.943245
"66",92.57,92.949997,91.870003,92.160004,230000,87.629494
"67",91.779999,92.349998,91.5,91.970001,376500,87.448837
"68",92.129997,92.559998,91.790001,92.279999,327600,87.743591
"69",92.099998,93.57,91.82,93.57,350900,88.970169
"70",93.809998,94.160004,93.360001,93.910004,363300,89.293465
"71",93.75,93.870003,93.010002,93.029999,197700,88.456718
"72",93.040001,94.190002,93.040001,94.169998,148500,89.540665
"73",94.18,94.510002,93.080002,94.419998,155200,89.778374
"74",94.739998,95.220001,94.529999,94.779999,199300,90.120682
"75",95.110001,95.68,94.57,95.529999,253100,90.833817
"76",95.480003,95.68,95.150002,95.629997,220700,90.928902
"77",96.470001,96.599998,96.040001,96.510002,157900,91.765648
"78",96.809998,97.059998,96.199997,96.629997,118100,91.879753
"79",96.870003,97.239998,96.32,96.970001,150700,92.203011
"80",96.849998,98.019997,96.5,97.32,219500,92.53582
"81",97.449997,97.449997,96.360001,96.919998,256200,92.155479
"82",96.93,97.629997,96.360001,96.940002,282100,92.1745
"83",97.120003,97.699997,96.169998,97.360001,291300,92.57386
"84",98.540001,98.540001,95.910004,97.480003,428000,92.687965
"85",97.25,98.730003,95.5,98.040001,410200,93.220444
"86",98.230003,98.629997,97.379997,98.150002,280200,93.325027
"87",97.959999,98.32,96.959999,97.129997,279100,92.355156
"88",97.410004,97.720001,96.760002,97.300003,458300,92.516823
"89",97.480003,97.93,97.239998,97.400002,282500,92.6119
"90",97.089996,97.400002,95.900002,96.650002,398300,91.898773
"91",96.580002,96.580002,95.860001,95.989998,201700,91.271202
"92",96.230003,96.940002,95.040001,96.769997,259500,92.012856
"93",97.080002,98.599998,96.330002,98.379997,1086300,93.543716
"94",97.5,98.360001,97.410004,97.860001,544500,93.049263
"95",97.699997,99.660004,97.370003,98.860001,655500,94.000114
"96",99.269997,100.839996,99.040001,100.639999,758300,95.692619
"97",101.089996,102.959999,100.919998,102.139999,1113300,97.418945
"98",102.169998,103.790001,101.540001,103.18,969700,98.410889
"99",103.339996,104.269997,102.309998,103.25,716500,98.477638
"100",103.5,105.43,103.349998,105.129997,863100,100.270752
"101",104.900002,105.550003,104.199997,104.300003,616100,99.479118
"102",104.129997,105.309998,103.410004,105.110001,896800,100.251678
"103",105.199997,106.459999,104.339996,106.209999,6847300,101.300842
"104",105.900002,106.389999,104.050003,105.110001,1141800,100.251678
"105",105.449997,106.290001,104.449997,105.230003,820100,100.366142
"106",105.190002,106.040001,104.68,104.970001,674100,100.118149
"107",105.239998,106.339996,103.480003,103.589996,682300,98.801926
"108",103.730003,104.370003,102.980003,103.970001,1030900,99.164383
"109",104.050003,104.309998,103.010002,103.900002,700300,99.097595
"110",103.940002,104.629997,102.540001,103.269997,465600,98.496719
"111",103.110001,103.870003,102.239998,103.57,553800,98.78286
"112",103.360001,104.230003,102.949997,104.209999,583700,99.39328
"113",103.879997,104.510002,103.120003,103.889999,535100,99.088066
"114",102.790001,104.410004,102.059998,104.389999,579500,99.564957
"115",104.25,104.839996,102.010002,104.790001,657200,99.946465
"116",105.489998,105.510002,104.150002,104.699997,565600,99.860611
"117",104.339996,105.279999,104.220001,104.660004,264400,99.822479
"118",104.860001,105.239998,104.330002,104.940002,350900,100.089546
"119",105.059998,105.25,104.150002,104.940002,292500,100.089546
"120",105,106.029999,104.839996,105.599998,402400,100.71904
"121",106.010002,106.110001,105.169998,105.370003,365200,100.499672
"122",105.18,105.769997,104.550003,104.68,258000,99.841553
"123",105.209999,105.980003,104.279999,105.279999,373600,100.413826
"124",105.190002,105.190002,103.120003,103.699997,401300,98.906853
"125",104.139999,104.489998,103.599998,103.870003,391500,99.068977
"126",104.410004,104.730003,103.199997,103.209999,189300,98.439499
"127",103.290001,104.230003,103.160004,103.68,417200,98.887794
"128",103.199997,103.360001,102.400002,102.620003,463600,97.876778
"129",102.629997,104.169998,102.629997,103.599998,297600,98.81147
"130",103.629997,104.160004,103.260002,103.830002,240800,99.030846
"131",103.849998,104.019997,103.150002,103.910004,256700,99.107147
"132",104.480003,105.290001,104.110001,105.25,378600,100.385216
"133",105.330002,105.360001,104.389999,104.900002,225800,100.051384
"134",104.93,105.599998,104.93,105.199997,266300,100.337509
"135",105.220001,105.589996,104.830002,105.519997,188700,100.642715
"136",105.669998,105.739998,104.839996,105.199997,295000,100.337509
"137",105.690002,106.489998,105.239998,106.150002,289700,101.243614
"138",106.099998,106.980003,106.080002,106.449997,331800,101.529739
"139",106.040001,106.779999,105.5,106.190002,235300,101.281761
"140",106.07,106.419998,105.739998,106.190002,331500,101.281761
"141",106.419998,106.629997,105.889999,106.480003,467900,101.55835
"142",106.5,107.139999,106.190002,106.690002,336600,101.758659
"143",106.989998,107.099998,106.120003,106.690002,311300,101.758659
"144",106.480003,107.269997,106.300003,107.080002,292800,102.130638
"145",104.059998,107.739998,104.059998,107.32,339600,102.359535
"146",109.669998,109.669998,106.93,107.379997,563200,102.416756
"147",107.300003,107.300003,105.190002,105.690002,413500,100.804863
"148",105.699997,105.93,104.709999,105.900002,405400,101.005173
"149",106.269997,106.610001,105.559998,106.029999,232500,101.129143
"150",106,106.809998,105.739998,106.620003,270200,101.691872
"151",106.580002,106.919998,105.889999,106.580002,179200,101.653725
"152",106.139999,106.660004,105.730003,106.370003,268000,101.453445
"153",106.129997,106.599998,105.699997,106.07,237400,101.16732
"154",106.160004,106.660004,105.449997,105.739998,263200,100.852554
"155",106.470001,106.730003,105.949997,106.349998,495500,101.434357
"156",106.480003,107.989998,105.940002,106.510002,529600,101.586975
"157",105,105,100.050003,101.589996,1211300,96.894394
"158",101.540001,102.260002,98.660004,98.720001,810500,94.157036
"159",99,99.489998,98.160004,98.440002,848700,93.889984
"160",98.25,99.57,98.25,99.300003,658600,94.710236
"161",99.489998,100.510002,99.080002,100.400002,369200,95.759399
"162",99.989998,100.580002,99.809998,100.330002,209500,95.692627
"163",100.510002,100.589996,99.440002,99.580002,282400,94.977287
"164",99.949997,100.400002,99.519997,100.080002,209600,95.45417
"165",100.279999,100.739998,100,100.480003,376300,95.835693
"166",100.620003,101.459999,100.370003,101.080002,472200,96.407944
"167",101.239998,101.790001,101.120003,101.559998,437300,96.865761
"168",102.07,103.099998,101.949997,103.07,521000,98.305962
"169",103.290001,103.529999,102.120003,102.550003,261900,97.81002
"170",102.239998,102.730003,101.339996,101.809998,333700,97.104202
"171",102.110001,102.330002,101.32,101.489998,320400,96.799019
"172",101.510002,102.260002,101.080002,101.800003,412800,97.392174
"173",101.779999,102.699997,101.190002,101.970001,264300,97.554794
"174",102.57,103.010002,102.050003,102.5,358500,98.061844
"175",102.660004,102.970001,102.059998,102.639999,3e+05,98.195793
"176",102.589996,102.900002,101.830002,102.099998,345500,97.679161
"177",101.989998,102.309998,101.269997,102.019997,222800,97.602638
"178",101.879997,102.059998,101.279999,101.739998,380800,97.334747
"179",101.949997,102.480003,101.699997,102.410004,205400,97.975754
"180",102.190002,102.580002,101.980003,102.230003,237800,97.803543
"181",102.190002,102.519997,100.779999,101.580002,306800,97.181671
"182",101.389999,102.099998,101.150002,102.029999,225000,97.61219
"183",101.599998,102.480003,101.599998,102.260002,185400,97.832253
"184",102.260002,102.330002,101.120003,101.489998,632200,97.095596
"185",101.790001,102.209999,101.160004,101.18,263700,96.799019
"186",101.699997,102.330002,101.419998,101.739998,256100,97.334747
"187",101.709999,102.849998,101.300003,102.620003,297600,98.176651
"188",102.370003,103.040001,102.269997,102.790001,329800,98.339294
"189",102.709999,103.089996,102.440002,102.839996,321900,98.387131
"190",103.209999,103.75,102.889999,103.629997,263500,99.142921
"191",103.699997,104.220001,103.389999,103.919998,169100,99.420364
"192",104.099998,104.099998,103.150002,103.870003,177800,99.372528
"193",103.57,104.480003,103.57,104.410004,229600,99.889145
"194",104.540001,105.379997,104.269997,105.309998,199700,100.750183
"195",105.720001,106.139999,105.279999,105.32,233100,100.759743
"196",105.269997,105.349998,104.660004,104.879997,151200,100.338806
"197",104.760002,105.470001,104.760002,105.18,231500,100.625801
"198",105.68,105.760002,105.029999,105.099998,202700,100.549271
"199",105.32,106.980003,104.669998,104.970001,247300,100.424904
"200",105.080002,105.449997,104.099998,104.349998,231800,99.831757
"201",104.169998,104.779999,104.099998,104.160004,268100,99.649979
"202",104.139999,105.470001,104.059998,105.470001,571600,100.903252
"203",105.699997,106.25,105.449997,105.779999,315500,101.199821
"204",106.07,106.550003,105.75,106.400002,310400,101.792976
"205",106.260002,106.389999,105.830002,106.040001,252500,101.44857
"206",105.919998,106.949997,105.919998,106.919998,211000,102.290451
"207",107.379997,109.010002,106.580002,108.839996,228300,104.127327
"208",108.720001,110.529999,105.419998,110.440002,322300,105.658051
"209",109.980003,111.019997,109.510002,110.540001,423300,105.753723
"210",110.43,111,109.580002,110.129997,407700,105.361465
"211",110.580002,110.669998,109.029999,109.760002,544700,105.0075
"212",109.919998,111.599998,109.580002,110.970001,314400,106.165108
"213",110.959999,111.940002,110.879997,111.610001,537500,106.777397
"214",111.800003,111.989998,111.160004,111.800003,389800,106.95916
"215",111.459999,113.25,111.459999,112.559998,719700,107.686264
"216",113.910004,114.25,111.419998,113.860001,412000,108.929993
"217",113.949997,115.339996,113.43,113.959999,353000,109.025642
"218",113.660004,114.099998,113.379997,113.690002,428500,108.767342
"219",113.419998,113.769997,112.709999,112.849998,350700,107.963699
"220",112.980003,113.400002,112.830002,113.099998,489100,108.202888
"221",112.620003,112.959999,111.879997,112.339996,334900,107.475784
"222",112.699997,113.129997,112.019997,112.190002,327700,107.332268
"223",112.07,112.599998,111.370003,112.080002,257500,107.227051
"224",112.339996,112.980003,112.239998,112.440002,209900,107.571457
"225",112.889999,113.349998,112.370003,113.349998,398000,108.442055
"226",113.300003,114.300003,112.940002,114.220001,328100,109.274384
"227",114.440002,114.669998,113.599998,114.57,122500,109.609245
"228",114.57,115.199997,114.43,114.959999,326500,109.982353
"229",115.059998,115.940002,114.709999,115.330002,366800,110.336311
"230",114.989998,114.989998,113.349998,113.900002,298600,109.261925
"231",114.080002,117.470001,113.940002,115.32,826700,110.6241
"232",115.120003,115.669998,112.300003,114.029999,385800,109.386635
"233",114.510002,116.18,113.849998,115.480003,380300,110.77758
"234",115.449997,115.699997,114.580002,114.769997,430000,110.096481
"235",116.010002,117.43,115.839996,115.879997,364300,111.161285
"236",115.889999,116.93,115.660004,116.809998,432600,112.053436
"237",117.279999,117.639999,116.830002,117.290001,202100,112.513885
"238",117.099998,117.580002,116.660004,116.889999,219600,112.13018
"239",116.970001,117.199997,116.199997,116.309998,216500,111.573792
"240",116.25,117.220001,116.029999,116.269997,273500,111.535416
"241",116.300003,117.099998,115.949997,116.059998,282100,111.333969
"242",116.339996,118.419998,116.18,118.239998,559700,113.425194
"243",118.779999,119.82,118.18,118.279999,345000,113.46357
"244",118.349998,118.449997,117.529999,117.889999,211900,113.089462
"245",118.050003,118.610001,117.690002,117.82,198300,113.022308
"246",118.800003,119,117.120003,117.410004,206100,112.628998
"247",117.349998,117.349998,116.68,116.839996,129300,112.082214
"248",116.510002,116.93,116.080002,116.830002,111500,112.072632
"249",116.849998,117.209999,116.610001,116.919998,111400,112.158943
"250",117.129997,117.370003,116.660004,117.290001,130400,112.513885
"251",117.449997,117.949997,116.910004,116.959999,2e+05,112.197334
"252",117.32,117.480003,115.480003,116.190002,273400,111.458679
"253",116.190002,116.900002,115.660004,116.339996,267800,111.602562
"254",117.019997,119.129997,117.019997,118.639999,259700,113.808907
"255",118.779999,119.839996,118.510002,119.779999,201800,114.902481
"256",119.470001,119.980003,119.080002,119.82,293100,114.94088
"257",119.940002,121.220001,119.699997,121.019997,302600,116.091995
"258",120.459999,122.419998,120.260002,122.330002,246900,117.348648
"259",122.269997,122.800003,121.339996,122.68,213100,117.68441
"260",122.860001,123.559998,122.110001,123.379997,261000,118.355888
"261",123.949997,124.330002,123.529999,123.730003,365400,118.69165
"262",124.190002,125.550003,124.029999,124.790001,380000,119.708488
"263",125.5,125.5,124.379997,124.43,265600,119.363129
"264",124.440002,125.510002,124.050003,125.150002,242200,120.053818
"265",124.75,125.349998,124.559998,125.32,241400,120.216904
"266",124.739998,126.190002,124.709999,126,269800,120.869209
"267",126.32,126.900002,124.839996,125.150002,332700,120.053818
"268",125.68,126.129997,124.639999,125.550003,313600,120.437531
"269",125.610001,126.559998,124.790001,126.529999,218000,121.377632
"270",126.059998,127.309998,125.82,126.410004,356500,121.262512
"271",126.040001,126.699997,125.169998,125.25,296900,120.149757
"272",125.269997,125.889999,124.239998,124.660004,344000,119.583771
"273",124.480003,125.110001,123.760002,124.660004,282900,119.583771
"274",123.940002,124.709999,122.870003,122.959999,339000,117.953003
"275",122.349998,122.940002,117.940002,117.970001,451200,113.166206
"276",115.879997,118.870003,114.300003,117.970001,878200,113.166206
"277",118.269997,118.57,115.910004,117.230003,750100,112.456337
"278",117.599998,118.690002,114.25,114.370003,670700,109.712799
"279",115.279999,115.949997,112.779999,115.330002,656900,110.63369
"280",116.699997,117.150002,115.519997,116.300003,461900,111.564194
"281",115.790001,117.279999,115.489998,117.129997,335700,112.360397
"282",116.510002,119.529999,116.32,119.279999,444800,114.422859
"283",119.860001,121.669998,118.919998,120.910004,384900,115.986481
"284",120.839996,122.449997,120.489998,122.080002,364400,117.108841
"285",122.309998,122.419998,120.639999,121.010002,297100,116.082397
"286",121.050003,121.629997,119.300003,119.43,364200,114.566757
"287",119.660004,120.480003,119.230003,120.160004,376400,115.267021
"288",120.650002,122.019997,120.029999,121.949997,182500,116.984116
"289",122.550003,122.849998,121.099998,121.440002,270900,116.494881
"290",121.160004,121.57,118.57,119.559998,377600,114.691452
"291",119.559998,121.220001,117.190002,117.300003,588600,112.872787
"292",117.519997,118.43,116.529999,117.68,420200,113.238434
"293",116.800003,119.290001,115.849998,119.089996,280300,114.595207
"294",118.419998,121.209999,117.860001,121.010002,458600,116.442772
"295",121.230003,121.940002,120.440002,121.900002,384600,117.299171
"296",121.080002,122.589996,121.080002,122.209999,364300,117.597458
"297",122.769997,122.970001,121.470001,122.389999,354900,117.770676
"298",123,124.209999,122.370003,123.93,321700,119.252541
"299",123.910004,124.059998,123.07,123.410004,417200,118.75219
"300",123.93,124.169998,122.93,124.059998,296500,119.37764
"301",124.410004,125.339996,124.410004,125.010002,444100,120.291794
"302",125.010002,125.449997,124.389999,125.010002,439200,120.291794
"303",125.080002,125.519997,124.410004,125.25,653300,120.52272
"304",124.989998,125.599998,123.849998,124.900002,294700,120.185951
"305",124.860001,125.610001,124.239998,125.360001,321700,120.628578
"306",125.449997,126.290001,125.160004,125.330002,241300,120.599709
"307",124.32,124.580002,122.410004,122.489998,293100,117.866898
"308",122.459999,122.459999,119.160004,119.199997,334700,114.701073
"309",120.699997,121.080002,119.209999,120.879997,304900,116.31765
"310",121.379997,121.739998,118.879997,119.720001,245600,115.201447
"311",119.669998,120.230003,118.519997,119.540001,263600,115.028244
"312",119.940002,122.260002,119.540001,120.949997,291100,116.385017
"313",120.519997,121.650002,118.620003,119.360001,318100,114.855019
"314",120.209999,121.410004,118.800003,119.690002,371600,115.172585
"315",118.900002,120.5,117.639999,120.25,250900,115.711433
"316",120.660004,121.010002,119.629997,120.389999,273700,115.846161
"317",119.75,120.379997,118,118.379997,210300,113.91201
"318",118.650002,120.040001,118.370003,118.489998,350000,114.017868
"319",119.93,121.419998,119.709999,120.550003,326500,116.00013
"320",119.639999,121.120003,119.610001,120.209999,172500,115.672943
"321",120.529999,121.410004,120.07,120.139999,196000,115.605591
"322",120.349998,121.129997,119.040001,119.519997,232400,115.008987
"323",120.129997,121.989998,120.129997,121.300003,197300,116.721825
"324",121.980003,123.110001,121.470001,122.480003,173200,117.857277
"325",122.43,124.5,121.830002,123.080002,208700,118.434616
"326",122.769997,122.849998,121.93,122.279999,118000,117.664818
"327",122.279999,122.5,120.919998,121.43,164600,116.846909
"328",121.639999,122.339996,121.169998,121.589996,139900,117.00087
"329",122.010002,122.5,119.949997,120.68,171300,116.125214
"330",120.440002,121.400002,118.93,119.25,216100,114.749184
"331",119.739998,122.480003,119.739998,121.709999,251800,117.116325
"332",121.760002,121.760002,120.019997,120.110001,208900,115.576721
"333",120.540001,121.459999,119.449997,119.480003,397200,114.970482
"334",119.400002,121.879997,119.400002,121.43,328800,116.846909
"335",121.730003,122,116.790001,117.93,502700,113.478996
"336",118.32,121.120003,118.269997,120.860001,552300,116.298409
"337",120.919998,123.839996,120.480003,122.910004,335300,118.271057
"338",122.720001,122.980003,121.139999,121.800003,621200,117.20295
"339",120.410004,122.839996,120.279999,122.129997,425800,117.520485
"340",122.459999,123.209999,121.279999,122.730003,311100,118.097839
"341",123.239998,123.790001,122.860001,123.040001,386200,118.396141
"342",122.830002,124.25,122.830002,123.989998,207100,119.310287
"343",123.959999,123.959999,121.57,122.239998,252400,117.626335
"344",122.139999,122.169998,120.809998,121.459999,290600,116.875763
"345",121.209999,122.860001,121.209999,122.279999,244900,117.664818
"346",122.050003,122.919998,121.410004,122.25,182800,117.635948
"347",121.849998,122.949997,120.919998,122.410004,242000,117.789925
"348",122.5,123.379997,121.75,122.339996,294200,117.722549
"349",122.32,122.32,119.620003,120.239998,369000,116.052795
"350",119.300003,121.849998,119.300003,121.769997,295600,117.529518
"351",121.839996,122.660004,121.32,122.129997,273800,117.876984
"352",122.43,122.959999,121.529999,121.720001,200100,117.48127
"353",121.25,122.32,121.110001,122.040001,367600,117.790123
"354",122.529999,124.720001,122.349998,123.830002,459100,119.517792
"355",124.059998,125.220001,122.889999,125.059998,858500,120.704941
"356",125.709999,126.43,124.800003,124.82,323800,120.473312
"357",124.970001,127.220001,124.970001,126.830002,357500,122.413307
"358",126.879997,127.980003,126.720001,127.129997,239600,122.702866
"359",127.510002,129.190002,126.919998,129.130005,326800,124.633209
"360",129.470001,129.660004,127.900002,128.600006,269800,124.121689
"361",128.520004,129.729996,128.020004,129.649994,301800,125.135109
"362",129.979996,130,128.639999,129.050003,372100,124.556007
"363",129.009995,129.899994,128.539993,129.559998,300700,125.048248
"364",129.970001,130.699997,127.709999,129.589996,313100,125.077187
"365",129.949997,131.300003,129.630005,131.089996,306300,126.524971
"366",130.539993,131.570007,129.960007,131.289993,540200,126.717995
"367",130.169998,132.339996,129.979996,132.110001,220700,127.509445
"368",131.399994,133.289993,131,133.149994,411200,128.513229
"369",133.130005,133.470001,130.979996,131.139999,562300,126.573212
"370",131.429993,131.759995,130.210007,131.029999,312700,126.467033
"371",131.210007,132.059998,130.089996,131.309998,484700,126.737312
"372",131.160004,131.160004,128.910004,129.470001,363800,124.961388
"373",129.570007,130.410004,129.039993,129.929993,323700,125.405357
"374",130.440002,130.729996,128.380005,128.410004,306900,123.938309
"375",128.100006,129.949997,127.669998,129.410004,361900,124.903488
"376",129.850006,131.009995,129.589996,130.360001,549500,125.820396
"377",129.880005,130.75,129.589996,130.600006,320000,126.052017
"378",131.179993,132.25,130.259995,131.759995,199400,127.171631
"379",132.029999,132.690002,130.690002,132.610001,304700,127.99205
"380",132.539993,133.800003,132.490005,133.660004,239400,129.005478
"381",134.070007,134.720001,133.940002,134.619995,271000,129.932037
"382",134.960007,134.979996,133.610001,134.25,232500,129.574951
"383",134.259995,135.619995,134.080002,135.300003,243900,130.588379
"384",136,137.110001,136,136.949997,359800,132.180893
"385",137.070007,137.070007,135.229996,135.380005,325900,130.665573
"386",135.619995,135.880005,134.789993,135.169998,179300,130.462875
"387",135.070007,136.479996,134.75,136.270004,255700,131.524582
"388",136.600006,136.899994,135.160004,135.800003,510800,131.070938
"389",135.809998,136.320007,134.350006,135.800003,350100,131.070938
"390",135.850006,136.369995,135.470001,135.910004,234100,131.177094
"391",135.919998,137.020004,135.559998,136.889999,219600,132.122986
"392",137.220001,137.539993,135.630005,137.440002,260700,132.653839
"393",138.179993,138.759995,137.449997,138.360001,383300,133.541794
"394",138.360001,139.100006,136.229996,138.710007,200600,133.879623
"395",138.869995,139.740005,136.020004,137.389999,289600,132.605576
"396",137.380005,137.380005,135.039993,135.110001,275000,130.404968
"397",135.770004,136.089996,134.070007,134.699997,430200,130.009216
"398",134.699997,136.179993,134.210007,136.050003,296800,131.312256
"399",135.199997,138.979996,135.199997,138.179993,292000,133.368057
"400",138.149994,138.729996,136.949997,138.630005,141000,133.802383
"401",138.639999,139.929993,138.559998,139.779999,208700,134.912354
"402",140,140.949997,139.300003,140.479996,209900,135.587967
"403",140.470001,140.889999,140.240005,140.490005,213900,135.597626
"404",140.759995,141.619995,140.419998,141.009995,314100,136.099518
"405",140.630005,142.279999,140.630005,140.720001,213100,135.819626
"406",141.279999,143.179993,139.990005,141.669998,265200,136.736542
"407",141.669998,143.660004,141.259995,143.070007,378300,138.087769
"408",142.850006,142.949997,141.279999,142.889999,232800,137.914063
"409",143.5,143.75,142.199997,142.5,277800,137.537643
"410",142.389999,143.589996,141.899994,143.240005,255200,138.251846
"411",143.570007,144.610001,142.910004,144.490005,372400,139.458328
"412",144.119995,145.529999,143.110001,144.100006,834100,139.081909
"413",147.809998,155.789993,145.229996,155.289993,1222900,149.882217
"414",155.429993,159.419998,155.429993,156.600006,937300,151.146637
"415",156.949997,159.389999,156.630005,158.470001,479800,152.951477
"416",159,159.990005,156.580002,157.210007,773100,151.735382
"417",157.649994,159.460007,156.270004,157.009995,688000,151.542313
"418",157.009995,158.580002,157.009995,157.630005,724800,152.140747
"419",157.410004,158.710007,157.130005,158.160004,394700,152.652298
"420",157.899994,158.539993,156.979996,158.440002,497800,152.922531
"421",158.699997,159.610001,157.429993,159.279999,382200,153.733292
"422",159.690002,159.770004,157.440002,157.979996,496600,152.478561
"423",158.309998,159.869995,157.75,159.570007,454000,154.013184
"424",159.110001,160.970001,159.089996,160,453200,154.428223
"425",160.070007,162.270004,159.289993,159.800003,438200,154.592682
"426",159.610001,160.809998,159.020004,160.509995,323200,155.279541
"427",160.059998,161.779999,159.009995,161.539993,370400,156.275955
"428",161.679993,162.850006,161.009995,161.820007,357100,156.546844
"429",161.919998,163.509995,161.919998,162.860001,614500,157.552963
"430",162.869995,163.679993,159.899994,159.940002,678500,154.728104
"431",160,161.399994,159.009995,161.240005,341000,155.985748
"432",160.949997,161.229996,159.089996,159.429993,638400,154.234711
"433",159.710007,160.300003,158.699997,160.279999,566200,155.057037
"434",159.759995,161.029999,158.889999,159.210007,930600,154.021881
"435",159.330002,159.860001,158.320007,159.509995,706100,154.312119
"436",158.899994,162.130005,158.880005,159.759995,754200,154.553955
"437",160.100006,160.949997,157.910004,158.25,523000,153.09317
"438",158.839996,160.369995,157.300003,159.190002,313600,154.002548
"439",158.919998,161.110001,158.919998,160.080002,418600,154.863525
"440",160.970001,162.080002,158.710007,159.039993,472200,153.857437
"441",159.220001,159.839996,158.020004,159.119995,355200,153.934845
"442",159.649994,160.720001,158.720001,159.059998,342500,153.87677
"443",158.559998,159.490005,156.610001,157.800003,486100,152.657852
"444",158.009995,159.279999,157.539993,158.660004,409000,153.489838
"445",158.199997,159.089996,150.630005,154.320007,623200,149.29126
"446",154.559998,157.779999,153.690002,156.580002,436000,151.477585
"447",156.270004,156.949997,149.809998,150.039993,606300,145.150696
"448",150,151.490005,147.149994,147.320007,658200,142.519348
"449",149.820007,152.350006,147.690002,150.080002,500200,145.189423
"450",149.570007,151.190002,148.320007,149.770004,394400,144.889511
"451",151.169998,154.429993,150.270004,154.229996,302600,149.204147
"452",154.279999,155.080002,153.259995,154.820007,464400,149.774933
"453",154.949997,155.320007,152.110001,152.940002,362700,147.956192
"454",154.050003,154.880005,152.119995,152.949997,357800,147.965866
"455",153.789993,155.529999,152.070007,153.919998,317600,148.904297
