"","EXPD.Open","EXPD.High","EXPD.Low","EXPD.Close","EXPD.Volume","EXPD.Adjusted"
"57",56.02,56.330002,55.619999,55.82,774100,52.695076
"58",55.32,55.860001,55.130001,55.630001,760000,52.515713
"59",55.580002,56.700001,55.529999,56.439999,975100,53.280361
"60",56.310001,56.490002,55.68,56.330002,541000,53.176525
"61",56.27,56.689999,56.220001,56.619999,474400,53.450291
"62",56.470001,56.720001,56.07,56.490002,712800,53.327568
"63",56.189999,56.689999,55.91,56.029999,830100,52.893318
"64",56.060001,56.610001,55.779999,56.57,1321900,53.403091
"65",56.610001,56.900002,56.139999,56.400002,1634800,53.242603
"66",56.299999,56.650002,56.060001,56.470001,911700,53.308685
"67",56.380001,56.380001,55.73,55.77,781500,52.647877
"68",55.880001,56.560001,55.880001,56.169998,720100,53.025482
"69",55.73,56,55.52,55.970001,840000,52.836681
"70",55.959999,55.959999,55.52,55.700001,1322700,52.581795
"71",55.630001,55.82,55.349998,55.349998,843200,52.251381
"72",55.560001,56.040001,55.119999,56.02,1258600,52.883881
"73",55.669998,56.09,55.560001,55.869999,688400,52.742275
"74",55.93,56.220001,55.599998,55.740002,893900,52.619549
"75",55.889999,56.279999,55.599998,56.209999,1412200,53.063251
"76",56.330002,56.669998,55.880001,56.5,1798700,53.337013
"77",57,57.459999,56.619999,57.279999,1571000,54.073338
"78",57.509998,57.75,57.169998,57.299999,1003800,54.092228
"79",57.310001,57.459999,56.73,56.759998,1200700,53.582451
"80",56.82,57,56.549999,56.759998,1603200,53.582451
"81",56.900002,57.18,55.98,56.09,1523600,52.949963
"82",56.16,56.299999,55.82,55.990002,1484700,52.855564
"83",55.529999,55.529999,53.98,54.040001,2276000,51.014725
"84",53.459999,54.09,53.450001,54.080002,1615600,51.052486
"85",54.119999,54.689999,54.060001,54.470001,1336100,51.420654
"86",54.669998,54.68,54.279999,54.389999,1170900,51.345135
"87",53.900002,54.380001,53.529999,53.68,1482500,50.674885
"88",53.77,53.82,53.18,53.369999,1563700,50.382236
"89",53.25,53.349998,52.77,53.139999,1645200,50.165104
"90",53,53.360001,52.48,53.259998,1486200,50.278385
"91",53.240002,53.400002,52.950001,53.060001,894900,50.089588
"92",53.16,53.630001,52.939999,53.380001,1063300,50.39167
"93",53.330002,53.439999,52.689999,53.080002,1361500,50.108467
"94",52.66,52.849998,52.02,52.25,1803200,49.324932
"95",52.34,52.990002,52.209999,52.610001,1171000,49.664783
"96",52.639999,52.939999,52.169998,52.75,1144900,49.796947
"97",52.830002,53.119999,52.419998,53.049999,1655600,50.080147
"98",53.029999,53.799999,52.93,53.580002,1272700,50.580475
"99",53.84,53.84,53.25,53.400002,1000300,50.410557
"100",53.450001,53.580002,52.549999,53.259998,770400,50.278385
"101",53.169998,53.25,52.939999,52.950001,777100,49.985748
"102",52.330002,53.209999,51.959999,53.099998,870700,50.528141
"103",53.130001,53.400002,52.810001,53.380001,1314600,50.794575
"104",53.389999,54.220001,53.23,54.169998,1267800,51.54631
"105",54.360001,55.049999,53.209999,54.740002,1547000,52.088711
"106",54.509998,55.080002,54.23,54.669998,1624700,52.022099
"107",54.630001,55.040001,54.299999,54.369999,1182600,51.736622
"108",54.310001,54.650002,54.080002,54.560001,960200,51.917427
"109",54.529999,54.849998,54.060001,54.52,988500,51.879356
"110",54.549999,54.849998,54.290001,54.810001,999300,52.155319
"111",54.93,56.009998,54.459999,55.799999,1793400,53.097359
"112",55.799999,56.259998,55.630001,56.150002,1133200,53.430424
"113",56.16,56.459999,55.990002,56.330002,1491500,53.601692
"114",56.049999,57.299999,55.93,57.25,1355700,54.477131
"115",57.07,57.369999,56.82,57.02,1952300,54.258274
"116",57.32,57.419998,56.360001,56.380001,1463900,53.649277
"117",56.389999,56.389999,55.25,55.32,1676300,52.640614
"118",55.360001,55.380001,54.970001,55.130001,996800,52.45982
"119",55.07,55.240002,54.560001,54.799999,641400,52.145798
"120",54.959999,55.470001,54.849998,55.360001,1171300,52.678677
"121",55.5,55.93,55.450001,55.900002,974500,53.192524
"122",55.84,55.970001,55.610001,55.779999,841600,53.078335
"123",56.16,56.560001,55.98,56.259998,893000,53.535084
"124",56.419998,56.490002,55.91,55.959999,769400,53.249619
"125",56.18,56.66,55.84,56.48,1197700,53.744431
"126",56.759998,57.34,56.700001,56.990002,633700,54.229733
"127",56.900002,57.41,56.529999,56.93,1113800,54.17263
"128",56.849998,56.849998,56.060001,56.18,1184400,53.458965
"129",56.349998,56.98,56.110001,56.93,815400,54.17263
"130",56.900002,57.380001,56.48,57.16,1348200,54.391499
"131",57.279999,57.549999,56.990002,57.490002,970200,54.705517
"132",57.73,57.970001,57.16,57.200001,1124100,54.429558
"133",57.18,57.290001,56.73,57.110001,703700,54.34391
"134",57.110001,57.5,57.029999,57.27,808700,54.49617
"135",57.259998,57.82,57.009998,57.580002,988600,54.791153
"136",57.529999,59.080002,57.450001,58.82,1925500,55.971096
"137",58.84,59.209999,58.66,59.099998,1290700,56.23753
"138",59.040001,59.34,58.759998,59.049999,911200,56.189957
"139",58.599998,59.52,58.599998,59.009998,1401400,56.151894
"140",59.040001,59.32,58.919998,59.09,1106400,56.228016
"141",59.470001,59.740002,59.27,59.599998,558400,56.71331
"142",59.700001,59.900002,59.490002,59.66,651000,56.770409
"143",59.73,59.73,58.310001,58.639999,1708600,55.799812
"144",58.68,59.220001,58.68,58.779999,793500,55.933033
"145",58.84,59.119999,58.84,58.880001,817200,56.028191
"146",58.450001,59.099998,58.450001,58.790001,983100,55.942547
"147",58.799999,59.27,58.369999,59.139999,936300,56.275593
"148",59.009998,59.599998,58.709999,59.560001,856200,56.675251
"149",59.540001,59.790001,59.310001,59.560001,716800,56.675251
"150",59.360001,59.43,58.98,59.060001,1154600,56.199474
"151",57.34,57.5,55.169998,55.919998,2594700,53.211552
"152",55.110001,55.740002,55.009998,55.619999,1783100,52.926086
"153",55.549999,55.779999,54.720001,54.740002,1529200,52.088711
"154",54.889999,54.939999,54.32,54.439999,1596200,51.80323
"155",54.599998,55.84,54.599998,55.700001,1452400,53.002209
"156",55.720001,55.919998,55.369999,55.57,901000,52.878502
"157",55.669998,56.290001,55.669998,55.720001,821000,53.021244
"158",55.610001,55.959999,54.779999,54.82,1235100,52.164833
"159",54.82,55.360001,54.73,54.869999,1006600,52.212414
"160",54.93,55.330002,54.689999,54.98,885100,52.317078
"161",55.259998,55.939999,55.189999,55.75,960000,53.049786
"162",55.599998,55.599998,54.91,55.029999,886700,52.364655
"163",55.16,55.16,54.700001,54.950001,572300,52.288532
"164",55.25,55.459999,55.009998,55.049999,688200,52.38369
"165",55.259998,55.48,54.939999,55.439999,656800,52.754803
"166",55.23,56.02,55.029999,55.900002,1248100,53.192524
"167",55.959999,56.369999,55.700001,56.119999,984200,53.401867
"168",56.16,56.459999,55.720001,56.099998,1161300,53.382835
"169",56.32,56.77,56.259998,56.529999,856000,53.792007
"170",56.23,56.689999,56.23,56.549999,953300,53.811035
"171",56.619999,57.16,56.419998,56.470001,1244700,53.734913
"172",56.59,56.810001,56.389999,56.59,2175000,53.849098
"173",56.59,57.150002,56.43,56.970001,1278700,54.210705
"174",57.060001,57.450001,56.860001,57.150002,1254300,54.381981
"175",57.279999,58.18,56.860001,57.959999,898400,55.152748
"176",57.459999,57.490002,56.689999,56.720001,1270900,53.972809
"177",56.82,57.209999,56.77,57.040001,1704800,54.277306
"178",56.98,57.060001,56.77,56.900002,1322100,54.144089
"179",57.060001,57.130001,56.799999,56.889999,566100,54.134571
"180",57.080002,57.189999,56.720001,57.119999,556700,54.353424
"181",57.279999,58.040001,57.279999,57.990002,1102900,55.181293
"182",58.02,58.5,57.639999,57.75,455800,54.952919
"183",57.799999,58.630001,57.799999,58.189999,775000,55.371609
"184",58.060001,58.110001,57.700001,58.080002,540400,55.266933
"185",58.09,59.099998,57.919998,58.950001,885500,56.094803
"186",59.189999,59.48,58.66,59.400002,794700,56.52301
"187",59.290001,59.75,59.150002,59.630001,725300,56.741863
"188",59.810001,60.299999,59.639999,59.860001,1213300,56.960728
"189",59.830002,60.360001,59.5,60.34,1042100,57.417477
"190",60.209999,60.43,59.799999,60.240002,875700,57.322319
"191",60.139999,60.470001,59.990002,60.099998,997900,57.189095
"192",59.990002,60.279999,59.650002,60.27,726800,57.350864
"193",60.130001,60.459999,60.040001,60.34,534300,57.417477
"194",60.290001,60.5,59.810001,59.990002,585300,57.084431
"195",60.16,60.290001,59.860001,59.959999,749200,57.055882
"196",59.970001,60.34,59.82,60.259998,815400,57.341343
"197",60.25,60.5,60.139999,60.439999,777800,57.51263
"198",60.5,60.810001,60.110001,60.169998,654900,57.255703
"199",59.990002,60.18,58.459999,58.869999,1160000,56.018677
"200",58.869999,59.060001,57.93,58.02,956600,55.209839
"201",58.169998,58.84,57.919998,58.689999,949500,55.847389
"202",58.549999,58.970001,58.330002,58.91,715100,56.056736
"203",58.990002,59.23,58.740002,58.919998,907700,56.066254
"204",59.049999,59.279999,58.900002,59.189999,800400,56.323174
"205",59.360001,59.66,59.169998,59.220001,670900,56.351715
"206",59.16,59.18,58.57,58.84,835200,55.990124
"207",59.029999,59.740002,58.959999,59.23,860700,56.361237
"208",59.279999,59.619999,59.16,59.369999,698200,56.494457
"209",59.209999,59.400002,58.32,58.57,591600,55.733204
"210",58.540001,58.75,58.279999,58.380001,693600,55.55241
"211",58.669998,58.91,58.209999,58.470001,660900,55.638046
"212",58.41,58.599998,57.779999,58.16,935200,55.343056
"213",58.200001,58.369999,56.450001,57.950001,754600,55.143234
"214",58.040001,58.060001,57.299999,57.490002,1120600,54.705517
"215",59.75,62.630001,58.779999,62.040001,3201600,59.035137
"216",60.59,61.529999,57.59,60.490002,2180700,57.560211
"217",60.09,60.459999,59.599998,59.869999,1414800,56.970234
"218",59.25,60.220001,58.900002,59.849998,1025000,56.951206
"219",59.860001,59.900002,59.389999,59.41,1113200,56.532516
"220",59.099998,59.73,58.959999,59.389999,1238300,56.513489
"221",59.060001,59.389999,58.73,58.98,875300,56.123344
"222",59.290001,59.869999,58.66,59.779999,1387600,56.884602
"223",59.610001,59.830002,58.82,59.130001,1049000,56.266079
"224",59.049999,59.279999,58.970001,59.09,798200,56.228016
"225",59.18,60.470001,59.049999,59.950001,1494200,57.046364
"226",59.950001,60.09,59.639999,59.82,955100,56.922661
"227",59.98,59.990002,59.52,59.880001,337900,56.979752
"228",59.82,60.490002,59.619999,60.25,1082800,57.331833
"229",60.43,61.389999,60.220001,61.27,880400,58.302425
"230",61.150002,64.610001,61.150002,64.410004,2180600,61.290348
"231",63.560001,65.410004,62.689999,64.779999,2102300,62.047012
"232",64.769997,65.050003,63.380001,64.470001,1634000,61.750099
"233",64.660004,66.010002,64.349998,64.93,1970500,62.190689
"234",64.849998,65.239998,64.43,64.800003,1181600,62.066177
"235",64.699997,64.839996,64.029999,64.339996,943100,61.625576
"236",64.160004,64.639999,63.77,64.18,1286400,61.472332
"237",64.489998,64.580002,64,64.459999,715300,61.740517
"238",64.459999,64.580002,63.869999,64.160004,1083600,61.453178
"239",64.269997,64.57,63.990002,64.349998,902300,61.635162
"240",64.25,65.050003,63.91,64.800003,1212300,62.066177
"241",64.690002,65,63.709999,64.059998,1331600,61.357391
"242",64.269997,64.629997,63.779999,64.440002,1709700,61.721363
"243",64.660004,65.480003,64.620003,64.959999,965100,62.219418
"244",64.82,65.010002,64.400002,64.669998,913200,61.941654
"245",64.599998,65.190002,64.209999,64.480003,966800,61.759682
"246",64.760002,64.790001,63.75,64.150002,662700,61.4436
"247",64.279999,64.790001,63.73,64.769997,620200,62.037434
"248",64.830002,65.32,64.639999,64.860001,347700,62.12365
"249",65.110001,65.379997,64.739998,65.209999,516500,62.458881
"250",65.440002,65.440002,64.739998,65.360001,695700,62.602554
"251",65.540001,65.559998,64.68,64.690002,609800,61.960819
"252",66.25,66.25,64.589996,64.980003,1104900,62.238586
"253",64.970001,65.449997,64.660004,65.07,845800,62.324783
"254",65.309998,65.639999,64.919998,65,1216600,62.25774
"255",65.209999,65.529999,64.790001,65.089996,948800,62.343937
"256",65.129997,65.760002,65.129997,65.480003,1084900,62.717491
"257",65.669998,66.300003,65.5,66.050003,1080800,63.263443
"258",66.029999,66.269997,65.339996,65.440002,1014100,62.679173
"259",65.660004,66.43,65.5,66.389999,1123200,63.589092
"260",66.400002,66.830002,66.010002,66.730003,585000,63.914761
"261",66.760002,66.760002,65.07,65.470001,1142700,62.707909
"262",65.599998,66.349998,65.190002,66.07,915500,63.282597
"263",66.150002,66.379997,65.730003,66.089996,691900,63.30175
"264",66.400002,66.550003,66,66.400002,928500,63.598671
"265",66.220001,66.480003,65.760002,66.440002,501600,63.636986
"266",66.480003,67.190002,65.900002,66.889999,1160600,64.068001
"267",67.029999,67.540001,66.269997,67.050003,1165100,64.221245
"268",67.059998,67.239998,65.809998,66.709999,726100,63.895596
"269",66.660004,67.18,60.889999,67.050003,683100,64.221245
"270",66.900002,67.330002,66.139999,66.269997,621200,63.474148
"271",66.050003,66.919998,64.959999,64.959999,913200,62.219418
"272",64.989998,65.699997,64.489998,64.949997,1607800,62.209846
"273",64.480003,65.07,64.080002,64.57,1321700,61.845875
"274",64.330002,64.57,63.330002,63.610001,965600,60.92638
"275",63.459999,64.010002,61.75,61.779999,1804600,59.173584
"276",60.73,62.41,60.169998,61.869999,1799800,59.259789
"277",61.639999,62.919998,61.380001,62.130001,1621400,59.50882
"278",62.25,62.439999,60.34,60.360001,1404200,57.813492
"279",60.700001,61.099998,59.099998,60.619999,1370100,58.062523
"280",60.759998,62.400002,60.700001,62.369999,1817800,59.738689
"281",62.099998,63.580002,61.73,63.119999,1384100,60.45705
"282",62.759998,63.759998,62.32,63.669998,1267000,60.983841
"283",64,64.360001,63.119999,64.190002,1226500,61.481915
"284",63.919998,64.419998,63.470001,64.120003,2954200,61.414867
"285",64.019997,65.349998,60.869999,61.93,2975000,59.317257
"286",62.099998,64.940002,62.099998,63.990002,2144300,61.290348
"287",64.199997,64.870003,64.129997,64.339996,1361600,61.625576
"288",64.480003,65.699997,64.480003,65.519997,1340500,62.755791
"289",65.709999,67.169998,65.510002,66.730003,1382100,63.914761
"290",66.870003,67.629997,65.510002,65.519997,1249500,62.755791
"291",65.879997,66.300003,64.940002,64.959999,1137600,62.219418
"292",64.889999,65.239998,62.689999,63.009998,1746500,60.351696
"293",62.400002,63.459999,62.09,63.279999,1358300,60.610298
"294",63.169998,63.560001,62.009998,63.490002,2277700,60.811443
"295",63.639999,63.919998,62.900002,63.720001,990900,61.031742
"296",63.110001,63.220001,62.57,63.040001,1596200,60.380428
"297",62.950001,63.77,62.700001,63.509998,1658400,60.830597
"298",63.740002,64.879997,63.509998,64.739998,1101700,62.008705
"299",64.949997,65,64.599998,64.68,1224700,61.951237
"300",65,65.449997,64.82,65.059998,991700,62.315205
"301",65.349998,65.370003,63.84,63.900002,1360900,61.204144
"302",63.970001,64.300003,63.68,63.700001,849600,61.012585
"303",63.73,64.260002,63.360001,64.080002,1643800,61.376553
"304",63.990002,64.370003,63.310001,64.129997,977500,61.424438
"305",64.410004,64.690002,64.089996,64.220001,688100,61.510651
"306",64.349998,64.93,64.010002,64.059998,885100,61.357391
"307",63.540001,64.019997,62.360001,62.470001,1512900,59.834469
"308",62.650002,64.050003,60.799999,60.880001,1425700,58.31155
"309",62,62.720001,61.299999,62.330002,1224100,59.700386
"310",62.549999,63.040001,61.330002,61.630001,1005400,59.029915
"311",61.779999,62.509998,61.32,61.619999,715000,59.020336
"312",61.93,64.040001,61.700001,63.299999,1290300,60.629456
"313",63.169998,63.5,61.450001,62.25,968800,59.62376
"314",62.619999,64.080002,62.130001,64.029999,1640600,61.328659
"315",63.029999,63.720001,60.849998,63.610001,1717300,60.92638
"316",64.099998,64.440002,62.720001,63.459999,1631100,60.782703
"317",63.18,63.389999,60.98,61.59,918000,58.991596
"318",61.810001,62.419998,61.240002,61.509998,990100,58.914978
"319",62.52,63.349998,62.259998,63.16,1296500,60.495365
"320",62.57,63.360001,62.240002,63.150002,707000,60.485783
"321",63.400002,64.339996,62.900002,63.98,936000,61.280762
"322",64.410004,64.790001,63.240002,63.720001,1465700,61.031742
"323",64.129997,65,64.129997,64.540001,1379200,61.817146
"324",65,65.080002,63.689999,64.800003,952700,62.066177
"325",65.370003,65.690002,64.709999,65.470001,811300,62.707909
"326",65.300003,65.43,64.239998,64.370003,1112100,61.654316
"327",64.57,64.779999,63.630001,64.199997,1055300,61.491489
"328",64.309998,64.519997,63.970001,64.300003,730900,61.587273
"329",64.769997,64.919998,62.98,63.700001,842100,61.012585
"330",63.639999,64.519997,63.32,64.25,782400,61.539379
"331",64.349998,64.43,63.169998,63.93,701300,61.23288
"332",63.959999,64.589996,63.509998,64.540001,898100,61.817146
"333",64.720001,64.989998,63.759998,63.860001,1101100,61.165829
"334",63.939999,64.379997,63.259998,64.07,729000,61.366974
"335",63.810001,64.010002,62.360001,63,1363700,60.342117
"336",62.630001,63.5,61.689999,62.990002,801800,60.332535
"337",62.619999,63.75,62.09,63.540001,794500,60.859333
"338",63.599998,64.269997,63.439999,63.970001,1521300,61.271194
"339",66,70.330002,65,69.580002,4637100,66.644524
"340",67.019997,70.790001,65.93,70.540001,2185000,67.564026
"341",70.57,71.800003,69.57,71.68,1392100,68.655914
"342",71.339996,73.040001,71.220001,72.349998,1519900,69.297653
"343",72.349998,73.050003,72.040001,72.220001,1298400,69.173134
"344",71.75,72.32,71.5,72.029999,1315800,68.991142
"345",72.099998,72.550003,71.529999,71.889999,1051700,68.857056
"346",71.919998,72.699997,71.830002,71.940002,923000,68.904953
"347",71.720001,72.449997,71.540001,72.190002,867200,69.144409
"348",72.25,73.730003,71.620003,73.309998,1239400,70.217155
"349",73.230003,73.889999,73.080002,73.309998,1172200,70.217155
"350",73.209999,73.669998,72.550003,73.559998,1083400,70.456596
"351",73.349998,74.019997,72.940002,73.790001,1016800,70.676888
"352",73.690002,74.220001,73.68,73.809998,495300,70.696053
"353",73.349998,73.839996,72.800003,73.370003,1003300,70.274628
"354",73.470001,75.580002,73.309998,75.379997,1735700,72.199814
"355",74.68,75.660004,74.120003,74.480003,2139100,71.76622
"356",75.029999,75.900002,74.889999,75.620003,1883800,72.864685
"357",75.650002,76.290001,75.040001,75.110001,1649200,72.37326
"358",75.089996,76.019997,74.889999,75.809998,1309000,73.047752
"359",76,76.889999,75.650002,76.800003,1695900,74.001686
"360",76.790001,76.900002,74.330002,76.089996,1171600,73.317551
"361",75.870003,76.589996,75.669998,76.519997,896600,73.731888
"362",75.940002,77.620003,75.940002,77.040001,1630000,74.232941
"363",76.949997,78.160004,76.949997,78.029999,1109000,75.186867
"364",78.029999,78.120003,76.879997,77.360001,2037300,74.541283
"365",77.790001,78.059998,76.730003,76.769997,1226900,73.972778
"366",76.43,77.129997,76.160004,76.889999,1596300,74.088409
"367",76.580002,76.93,76.050003,76.75,1307300,73.953499
"368",75.839996,75.839996,73.760002,74.629997,2327300,71.910751
"369",74.650002,75.43,74.279999,75.040001,1336100,72.305809
"370",75.110001,75.559998,74.260002,75.169998,887100,72.431068
"371",75.650002,75.989998,73.910004,74.019997,2059400,71.322975
"372",73.440002,73.440002,71.919998,72.550003,1315300,69.90654
"373",72.870003,73.050003,72.07,72.639999,1262400,69.993256
"374",72.779999,74.010002,72.129997,72.139999,1470300,69.511482
"375",71.93,73.410004,71.43,72.989998,1236100,70.330505
"376",73.089996,74.040001,72.849998,73.099998,1260600,70.436493
"377",72.629997,73.669998,72.629997,73.370003,1017800,70.696671
"378",73.830002,73.830002,72.139999,72.25,718800,69.61747
"379",72.410004,72.889999,71.5,72.32,1781600,69.684921
"380",72.139999,72.300003,71.080002,71.849998,1562900,69.232048
"381",72.660004,73.57,72.279999,73.300003,1694800,70.629204
"382",73.449997,73.449997,72.199997,72.980003,1153700,70.320877
"383",71.459999,73.110001,71.459999,72.519997,1059500,69.877625
"384",72.75,73.239998,72.25,72.970001,825800,70.311234
"385",73.040001,73.790001,72.589996,73.230003,943100,70.561775
"386",73.519997,73.919998,72.019997,72.330002,1110900,69.694557
"387",72.209999,72.599998,71.720001,72.25,1057400,69.61747
"388",72.540001,73.389999,72.370003,73.18,955500,70.513588
"389",72.779999,73.279999,72.419998,73.059998,635900,70.397949
"390",72.989998,73.639999,72.540001,73.419998,1033400,70.744835
"391",73.650002,74.120003,73.150002,73.849998,1090800,71.159172
"392",74.459999,75.25,73.309998,73.889999,1465500,71.197716
"393",73.959999,76.160004,73.889999,76.050003,2092200,73.279022
"394",75.529999,76.190002,74.660004,75.620003,1655800,72.864685
"395",75.629997,75.82,74.769997,75.300003,622000,72.556335
"396",75.580002,76.059998,74.059998,74.709999,747500,71.987839
"397",75.169998,76.57,74.809998,76.169998,1192200,73.394646
"398",76.43,76.629997,75.300003,76.169998,1145300,73.394646
"399",75.75,77.099998,75.75,76.669998,1046900,73.876419
"400",76.809998,77.080002,76.349998,76.57,1397200,73.780052
"401",76.620003,77.730003,76.599998,77.489998,1620500,74.666534
"402",70.620003,76,69.709999,72.93,4466800,70.27269
"403",72.669998,74.029999,72.120003,73.389999,1653400,70.715927
"404",73.519997,73.900002,72.959999,73.25,1366200,70.581039
"405",72.760002,73.449997,72.330002,73.080002,1408400,70.417236
"406",72.900002,72.900002,71.389999,71.870003,1410700,69.251312
"407",72.220001,72.580002,71.889999,72,937100,69.376579
"408",71.519997,73.32,71.25,73.129997,1765500,70.465408
"409",73.970001,74.43,73.510002,73.910004,1103600,71.21698
"410",73.959999,74.230003,72.769997,74.010002,711600,71.313347
"411",73.980003,74.739998,73.800003,74.57,1038300,71.852928
"412",74.57,75.150002,73.699997,75.07,750400,72.334717
"413",74.910004,74.910004,74.25,74.379997,660800,71.669861
"414",74.370003,74.690002,73.580002,73.730003,550800,71.043549
"415",74.019997,74.019997,73.330002,73.699997,466400,71.014633
"416",73.980003,74.709999,73.970001,74.220001,604900,71.515694
"417",74.230003,75,72.510002,73.309998,570600,70.638855
"418",73.089996,73.739998,73.07,73.419998,882400,70.744835
"419",73.360001,73.360001,72.699997,72.989998,999100,70.330505
"420",72.949997,73.449997,72.660004,73.279999,1213900,70.609932
"421",73.169998,73.889999,72.620003,73.239998,859100,70.571404
"422",73.019997,75.059998,73.019997,74.989998,1338400,72.257622
"423",74.949997,76.040001,74.639999,75.480003,1284500,72.729782
"424",75.110001,75.709999,74.400002,74.809998,899500,72.084198
"425",74.949997,76.169998,74.779999,75.889999,956100,73.124847
"426",75.599998,75.849998,74.639999,75.5,923900,72.749046
"427",75.639999,75.779999,74.839996,75.150002,740000,72.411797
"428",75.110001,75.470001,73.879997,74.25,1013300,71.544609
"429",74.360001,75.489998,74.360001,75.389999,749300,72.643059
"430",75.32,75.5,73.510002,73.779999,931600,71.091721
"431",73.730003,74.089996,72.519997,73.900002,1377100,71.207352
"432",76.639999,76.639999,73.739998,74.019997,807100,71.322975
"433",74.239998,74.580002,73.510002,73.669998,799200,70.985725
"434",73.699997,74.199997,72.940002,73.68,1430200,70.995354
"435",73.510002,73.68,72.050003,72.150002,1055400,69.521103
"436",72.489998,72.68,71.889999,72.199997,851400,69.56929
"437",72.43,73.790001,71.900002,73.110001,861200,70.446136
"438",73.129997,73.370003,72.519997,72.660004,748400,70.012535
"439",72.620003,73.629997,72.309998,73.529999,1059000,70.850822
"440",73.839996,74.230003,72.620003,72.940002,799200,70.282333
"441",72.720001,73.089996,72.290001,72.589996,851400,69.945084
"442",72.860001,73.580002,72.540001,73.129997,943100,70.465408
"443",73.260002,73.720001,72.580002,72.959999,903700,70.301605
"444",72.980003,73.18,72.190002,72.690002,700800,70.041443
"445",72.470001,73.089996,71.720001,72.330002,584600,69.694557
"446",72.019997,72.199997,71.150002,71.209999,751700,68.615356
"447",70.790001,70.790001,68.209999,68.339996,1306400,65.84993
"448",68.129997,68.769997,66.199997,66.480003,1555100,64.057709
"449",67.43,68,66.360001,66.900002,1920400,64.46241
"450",66.5,67.57,66.5,67.080002,1414700,64.635849
"451",67.370003,68.309998,66.959999,68.190002,1399100,65.705399
"452",68.360001,68.919998,67.779999,68.800003,1684300,66.293175
"453",68.610001,69.349998,65.889999,66.580002,1430700,64.154068
"454",66.620003,67.440002,65.779999,66.260002,1651900,63.84573
