"","LUV.Open","LUV.High","LUV.Low","LUV.Close","LUV.Volume","LUV.Adjusted"
"126",62.52,62.73,62.049999,62.07,1695200,60.081539
"127",62.139999,63.369999,62.09,63.16,3150900,61.13662
"128",62.900002,63.740002,62.650002,63.360001,5594100,61.330219
"129",63.400002,64.389999,63.400002,64.239998,3405500,62.182026
"130",62.939999,63.91,62.919998,63.130001,5120600,61.107586
"131",63.080002,63.360001,61.759998,61.810001,5364400,59.829876
"132",62.470001,62.689999,61.889999,62.080002,4939500,60.091232
"133",62,62.470001,61.400002,62.02,4932900,60.033146
"134",62.049999,62.130001,61.48,61.93,3297000,59.946022
"135",61.93,62.459999,61.580002,62.139999,3593400,60.149303
"136",61.91,62.169998,61.419998,61.57,5117600,59.597561
"137",61.400002,61.610001,60.459999,61.41,7129500,59.44268
"138",61.349998,61.490002,60.16,60.400002,6469700,58.465042
"139",60.209999,60.509998,59.889999,60.279999,5106100,58.348885
"140",60.25,60.360001,59.790001,59.810001,3354600,57.89394
"141",60.189999,60.439999,58.740002,58.82,7337100,56.935661
"142",58.849998,59.830002,58.549999,59.52,5523000,57.613232
"143",56.459999,58.41,53.77,56.57,14339700,54.75774
"144",56.560001,56.73,55.630001,56.560001,5798700,54.748062
"145",56.900002,57,55.419998,55.509998,4667700,53.731697
"146",55.880001,56.369999,55.290001,55.720001,4671400,53.934978
"147",55.639999,55.970001,55.110001,55.700001,4055500,53.915611
"148",55.689999,56.349998,55.599998,56.110001,4616100,54.312473
"149",56.189999,56.610001,55.799999,56.580002,3499100,54.767422
"150",56.77,56.869999,55.16,55.369999,5446500,53.596184
"151",55.310001,55.450001,54.580002,54.810001,5306800,53.054123
"152",54.68,55.490002,54.599998,54.689999,4456900,52.937962
"153",54.5,54.560001,53.700001,54.009998,4836600,52.279751
"154",53.880001,54.369999,52.970001,54.139999,4232600,52.40559
"155",54.599998,54.990002,54.459999,54.720001,4657800,52.967003
"156",55.040001,55.369999,54.779999,55.200001,4249400,53.431625
"157",55.400002,55.720001,55.150002,55.310001,3257100,53.538101
"158",55.169998,55.169998,53.110001,53.150002,5181600,51.447304
"159",53.349998,54.009998,53.119999,53.169998,6061500,51.466652
"160",53.400002,54.060001,53.32,53.540001,5128700,51.82481
"161",53.57,54.080002,53.400002,53.43,5358200,51.839355
"162",53.25,53.32,51.68,51.720001,13366000,50.180271
"163",52.110001,52.16,50.490002,50.709999,8512000,49.200336
"164",50.900002,52.91,50.84,52.68,8842700,51.111691
"165",52.610001,52.720001,51.529999,51.75,8370200,50.209377
"166",51.220001,51.610001,50.900002,51.459999,5508500,49.928009
"167",51.349998,51.619999,50.970001,51.52,4232700,49.986229
"168",51.849998,52.25,51.610001,52.139999,4515800,50.587765
"169",52.349998,52.490002,51.91,52.189999,3976600,50.636272
"170",51.810001,51.98,51,51.139999,5115200,49.617531
"171",50.540001,52.040001,49.759998,51.669998,8588100,50.131752
"172",51.689999,52.580002,51.470001,52.209999,6046000,50.655685
"173",52.009998,53.029999,51.880001,52.869999,5065100,51.296032
"174",53.389999,53.689999,52.450001,53.599998,8025600,52.004299
"175",53.5,54.009998,53.119999,53.950001,5407900,52.343884
"176",53.98,54.709999,53.650002,54.66,5925000,53.032742
"177",54.48,54.830002,54.139999,54.349998,7722100,52.731972
"178",54.439999,54.75,53.810001,54.720001,14576100,53.090954
"179",54.82,54.939999,53.849998,54.09,6109900,52.47971
"180",54.02,54.529999,53.439999,53.540001,4664400,51.946091
"181",53.91,54.279999,53.43,54.25,4609100,52.634945
"182",54.16,54.77,53.709999,54.630001,3276600,53.003632
"183",54.639999,55.029999,54.240002,54.93,3053800,53.294704
"184",54.84,55.220001,54.43,55.119999,3498100,53.479046
"185",55.389999,55.959999,55.099998,55.720001,4115800,54.061195
"186",55.990002,56.560001,55.369999,55.880001,7028700,54.216423
"187",55.799999,56.490002,55.599998,56.169998,5717900,54.497787
"188",56.209999,56.650002,55.869999,55.98,3751300,54.31345
"189",56.02,56.27,55.599998,55.990002,4316600,54.323151
"190",55.939999,58.560001,55.799999,58.509998,7545000,56.768131
"191",58.509998,59.57,58.34,58.380001,6477500,56.641998
"192",58.5,58.5,57.82,58.290001,3703700,56.55468
"193",58.16,59.450001,57.990002,58.439999,3984200,56.700211
"194",58.5,58.84,57.389999,57.66,3789100,55.943439
"195",58.73,59.18,57.900002,58.009998,5022900,56.283009
"196",58.009998,58.799999,58.009998,58.549999,4194600,56.806938
"197",58.779999,59.400002,58.59,58.810001,3509900,57.059193
"198",58.830002,59.16,58.509998,59.119999,3138700,57.359966
"199",58.950001,59.18,58.490002,58.880001,4840000,57.12711
"200",59,59.810001,58.639999,58.73,3673800,56.981583
"201",58.720001,58.990002,58.540001,58.830002,2580800,57.078594
"202",58.450001,59.09,57.450001,58.630001,5945500,56.884563
"203",58.830002,59.540001,58.810001,59.369999,4905800,57.60252
"204",59.5,59.889999,58.57,58.759998,4580200,57.010681
"205",58.84,59.099998,58.34,58.799999,4289300,57.049496
"206",58.82,58.82,56.459999,57.16,10577600,55.458313
"207",57.419998,58.720001,54.189999,55.110001,14331700,53.469349
"208",55.130001,55.529999,53.540001,54.110001,8995800,52.499115
"209",54.040001,55.099998,53.779999,54.73,4518500,53.100658
"210",54.66,54.66,53.830002,53.860001,4230300,52.256557
"211",54.029999,54.459999,53.540001,53.990002,4230300,52.382687
"212",54,54.09,53.450001,53.990002,3080700,52.382687
"213",53.990002,54.25,53.610001,54.139999,3057500,52.528229
"214",54.09,55.150002,54.09,54.52,3694000,52.896912
"215",54.599998,54.599998,53.799999,53.869999,3278000,52.266262
"216",53.740002,54.369999,53.459999,54.009998,3093400,52.402096
"217",53.720001,54.139999,53.27,53.459999,3896900,51.868465
"218",53.400002,53.740002,53.240002,53.490002,2485900,51.897579
"219",53.380001,53.48,52.779999,53.25,2982000,51.664722
"220",52.959999,53.849998,52.919998,53.75,3060900,52.149837
"221",53.650002,54.799999,53,54.630001,4895700,53.003632
"222",55.02,55.5,54.650002,55.27,4550300,53.62458
"223",55.009998,55.169998,54.299999,54.709999,3104600,53.081245
"224",54.849998,54.919998,54.200001,54.650002,4087400,53.023041
"225",54.66,55.48,54.610001,55.43,4025500,53.779819
"226",55.279999,55.549999,54.919998,55.09,3258000,53.449944
"227",55.029999,55.330002,54.93,55.139999,1374000,53.498447
"228",55.139999,55.23,54.490002,54.599998,3129100,52.974529
"229",54.66,56.220001,54.509998,56.169998,6663900,54.497787
"230",56.549999,59.650002,56.509998,58.880001,9702600,57.12711
"231",58.91,61.509998,58.900002,60.669998,13382200,58.863819
"232",60.509998,61.639999,59.509998,59.919998,6184900,58.136154
"233",61.66,62.889999,60.84,62.029999,9064400,60.183331
"234",62.200001,62.299999,61.220001,61.720001,4509000,59.882565
"235",61.68,61.869999,61,61.119999,2886700,59.420765
"236",60.900002,63.080002,60.66,63.02,5778800,61.267948
"237",63.41,63.959999,63.150002,63.330002,4377600,61.569328
"238",63.48,63.73,62.919998,63.32,4372100,61.559601
"239",63.459999,63.950001,63.279999,63.43,3218800,61.666542
"240",63.700001,63.720001,63.02,63.139999,4194100,61.384605
"241",63.860001,64.699997,63.689999,63.849998,5062100,62.074867
"242",64.230003,64.919998,63.810001,64.699997,6471000,62.90123
"243",65.099998,65.75,64.75,65.699997,4475800,63.873428
"244",66,66.230003,65.370003,65.919998,3969200,64.087311
"245",66.400002,66.470001,65.440002,66.089996,5166900,64.252579
"246",66.5,66.989998,65.980003,66.029999,3419400,64.19426
"247",66.300003,66.32,65.559998,65.970001,2243800,64.135933
"248",65.760002,66.330002,65.760002,65.980003,2041500,64.145645
"249",65.940002,66,65.559998,65.959999,3639900,64.126205
"250",66,66.019997,65.510002,65.870003,2164900,64.038704
"251",66,66.080002,65.440002,65.449997,1977200,63.630379
"252",65.910004,66.370003,65.510002,66.290001,3791500,64.447029
"253",66.120003,66.190002,64.599998,64.910004,5006400,63.105396
"254",65,65.029999,64.139999,64.699997,4161400,62.90123
"255",64.900002,64.940002,63.880001,64.32,3160900,62.531799
"256",64.190002,64.360001,63.459999,64,4552500,62.220703
"257",63.279999,63.709999,62.25,62.380001,7776800,60.645748
"258",62.52,63.41,62.279999,62.959999,7200100,61.209614
"259",63.630001,65.550003,63.310001,64.839996,5356300,63.037338
"260",65.209999,65.949997,64.949997,65.360001,3809300,63.542892
"261",65.510002,66.110001,65.010002,65.470001,4512700,63.649834
"262",65.839996,66.519997,65.449997,66.07,4919900,64.233139
"263",66.080002,66.279999,64.760002,65.059998,4199500,63.251221
"264",65.400002,65.400002,64.110001,65.050003,5110300,63.241516
"265",64.860001,65.050003,64.400002,64.889999,4216300,63.085953
"266",64.730003,65.5,64.209999,65.260002,4501500,63.445663
"267",62.630001,63.57,61.830002,62.209999,10398000,60.480461
"268",63.02,63.029999,59.25,60.189999,11178300,58.516621
"269",60.869999,61.57,60.259998,60.82,6043600,59.129108
"270",60.540001,60.700001,60.080002,60.360001,6157900,58.6819
"271",59.619999,60.470001,59.619999,59.830002,4428500,58.166637
"272",60.110001,61.48,60.110001,60.799999,5725000,59.109661
"273",60.509998,61.119999,60.049999,60.310001,4351200,58.633289
"274",59.950001,60.259998,58.66,58.709999,4480200,57.077766
"275",58.02,58.740002,56.110001,56.990002,7969600,55.40559
"276",55.84,58.43,55.549999,58.139999,6963900,56.523617
"277",58.049999,59.040001,57.889999,57.889999,4473200,56.280567
"278",57.880001,57.93,55.599998,55.630001,8789300,54.083397
"279",56.549999,56.790001,54.009998,55.5,6653200,53.95702
"280",56.139999,57.279999,55.709999,56.810001,4427100,55.230595
"281",56.549999,57.25,56.16,57.16,3943400,55.570858
"282",56.939999,58.380001,56.849998,57.73,4278800,56.125011
"283",58.209999,58.459999,57.470001,58.18,3283800,56.562511
"284",58.41,58.880001,58.209999,58.27,3838700,56.649998
"285",58.080002,58.490002,57.5,57.73,3563100,56.125011
"286",57.82,59.290001,57.66,58.029999,3448200,56.416679
"287",58.41,58.689999,57.200001,57.32,4038200,55.72641
"288",57.799999,58.029999,57.470001,57.990002,3310000,56.377789
"289",58.75,59.84,58.650002,59.5,5293700,57.845806
"290",59.599998,59.720001,58.470001,58.48,3606300,56.854168
"291",58.66,58.830002,57.830002,57.84,4825200,56.23196
"292",57.779999,58.759998,57.490002,58.009998,5400800,56.397228
"293",57.490002,58.130001,57.029999,57.810001,3806200,56.202793
"294",57.68,58.720001,57.189999,58.380001,5096700,56.756943
"295",58.470001,58.639999,57.93,58.25,2931000,56.752068
"296",57.669998,58.02,57.48,57.57,3981200,56.089558
"297",57.740002,58.900002,57.709999,58.369999,6476500,56.868988
"298",58.91,59.700001,58.669998,59.700001,4201100,58.164783
"299",59.880001,59.919998,59.400002,59.759998,4605600,58.22324
"300",60.049999,60.759998,59.779999,60.330002,5235600,58.778587
"301",60.369999,60.830002,59.330002,59.619999,4682200,58.086838
"302",59.689999,60.27,59.209999,59.939999,3915300,58.398605
"303",60.27,61.380001,60.200001,60.900002,5406400,59.333927
"304",60.669998,61.240002,60.18,60.599998,4453000,59.041641
"305",60.73,60.990002,60.5,60.689999,2797100,59.129318
"306",58.049999,58.400002,56.66,57.779999,13634600,56.294155
"307",57.509998,58.27,56.98,57,7117500,55.534218
"308",56.849998,57.970001,56.349998,56.720001,6880300,55.261414
"309",57.5,57.860001,56.900002,57.59,5506600,56.109047
"310",57.84,57.950001,56.279999,56.689999,4424500,55.232182
"311",56.709999,56.919998,55.869999,56.25,4703100,54.803497
"312",56.389999,57.59,56.310001,57.279999,3087500,55.807011
"313",57.189999,57.189999,53.790001,54.34,5337000,52.942619
"314",54.939999,56.040001,54.459999,55.970001,4294000,54.530704
"315",55.060001,56.490002,54.849998,56.360001,3641700,54.910679
"316",56.759998,57.18,56.27,56.860001,3689900,55.397823
"317",56.43,56.669998,54.849998,55.290001,5301900,53.868191
"318",55.630001,55.82,54.75,54.849998,5856800,53.439507
"319",55.5,55.580002,53.599998,54.130001,5868600,52.738022
"320",53.849998,54.34,53.5,53.5,3599600,52.124222
"321",54.09,55.939999,53.779999,54.939999,5686700,53.527191
"322",55.119999,55.990002,54.52,55.07,4761200,53.653847
"323",55.299999,55.75,54.560001,54.889999,5175700,53.478474
"324",55.349998,55.490002,53.209999,54.27,8060000,52.874416
"325",54.5,56.52,54.380001,55.82,6559900,54.384563
"326",55.650002,55.700001,54.419998,54.799999,4391500,53.390793
"327",54.849998,55.209999,54.34,54.77,5031700,53.361553
"328",54.84,55.540001,54.610001,54.98,4465500,53.566162
"329",55.32,55.380001,53.43,53.880001,3820000,52.494453
"330",53.849998,54.139999,52.830002,53.830002,5132400,52.445732
"331",52.189999,53.790001,51,53.299999,9809800,51.929363
"332",53.139999,53.869999,52.73,53.529999,4891400,52.15345
"333",53.619999,53.779999,52.709999,52.830002,8023200,51.471451
"334",52.799999,53.209999,52.150002,52.939999,4016100,51.578621
"335",52.98,53.400002,52.189999,52.209999,6346400,50.86739
"336",52.150002,52.540001,51.580002,52.240002,4330800,50.896626
"337",52,53.099998,51.91,52.779999,4067800,51.422737
"338",52.799999,52.939999,51.950001,52,5045500,50.662792
"339",52.169998,53.07,51.950001,52.330002,6272400,50.98431
"340",52.119999,52.400002,51.43,51.560001,4222300,50.234112
"341",51.299999,52.189999,51.259998,51.939999,6779700,50.604332
"342",52.200001,52.68,51.919998,52.459999,4890500,51.110966
"343",52.509998,52.740002,52.07,52.200001,7076300,50.857655
"344",51.98,52.09,51.439999,51.700001,5241200,50.37051
"345",51.75,53.369999,51.59,53.009998,5834700,51.646812
"346",53.09,53.610001,52.380001,52.470001,6222700,51.120712
"347",52.360001,53.02,52.119999,52.189999,6950400,50.847912
"348",52.450001,52.84,52.139999,52.220001,7237000,50.87714
"349",52.509998,52.669998,50.68,50.849998,9569000,49.542358
"350",50.830002,50.869999,50.200001,50.32,7580500,49.025993
"351",50.41,51.52,50.209999,51.209999,8489900,49.893105
"352",51.400002,53.450001,51.360001,52.860001,9292300,51.500675
"353",52.619999,52.799999,51.209999,51.490002,7178100,50.165913
"354",51.75,51.84,50.93,51.330002,5442200,50.010029
"355",51.34,51.799999,50.919998,51.080002,7054100,49.766453
"356",51.200001,51.540001,50.630001,50.959999,5486900,49.649536
"357",51.130001,52.080002,51,51.650002,5322600,50.321793
"358",51.189999,51.400002,50.41,50.900002,4620100,49.745182
"359",50.349998,50.830002,49.93,50.75,7321700,49.598579
"360",50.75,50.959999,50.34,50.639999,5601800,49.491081
"361",50.540001,50.82,50.23,50.48,4939500,49.334709
"362",50.959999,51.970001,50.709999,50.98,9813600,49.82336
"363",51.049999,51.169998,50.580002,50.970001,8126800,49.813591
"364",51.200001,51.880001,51.150002,51.349998,6253200,50.184967
"365",51.599998,52.07,51.400002,51.939999,5683900,50.761578
"366",51.630001,52.43,51.369999,52.18,8637100,50.99614
"367",51.830002,52.509998,51.380001,52.369999,5543400,51.181831
"368",52.029999,52.09,51.169998,51.709999,4658900,50.5368
"369",51.990002,52.029999,51.529999,52,7040900,50.820225
"370",51.93,53.240002,51.830002,53.150002,8098300,51.944138
"371",52.860001,53.540001,51.880001,51.91,9187400,50.732265
"372",51.610001,51.860001,50.919998,51.279999,7836600,50.116558
"373",51.59,51.59,50.939999,51.169998,4410900,50.009048
"374",51.209999,51.23,50.18,50.369999,6737900,49.2272
"375",50.720001,50.98,50.189999,50.700001,4652900,49.549717
"376",50.799999,51.450001,50.73,50.880001,4227700,49.725636
"377",50.630001,51.59,50.5,51.540001,5127500,50.370659
"378",51.560001,52.07,51.130001,51.52,2470400,50.351112
"379",51.77,52.049999,51.560001,51.860001,4440900,50.683399
"380",52.060001,53.040001,52,52.740002,5796700,51.543438
"381",52.900002,53.52,52.580002,53.259998,4843600,52.05164
"382",53.139999,53.200001,52.470001,53,3484000,51.797535
"383",52.540001,52.66,51.630001,52.529999,5788300,51.338196
"384",53.130001,53.220001,51.860001,52.77,4102600,51.572754
"385",52.669998,53.25,52.630001,53.09,3392100,51.885494
"386",53.389999,53.490002,52.75,53.080002,3713800,51.875721
"387",52.91,53.720001,52.91,53.220001,3942600,52.012547
"388",54.060001,55.23,53.75,53.900002,7258400,52.677116
"389",54.02,54.099998,53.41,53.779999,4013500,52.559834
"390",53.580002,53.869999,53.240002,53.43,4674400,52.217773
"391",53.259998,53.709999,52.779999,53.560001,3846100,52.34483
"392",53.740002,53.75,51.84,51.91,5782100,50.732265
"393",52,52.619999,51.66,52.290001,5445700,51.103642
"394",52.099998,56.880001,52.029999,56.700001,11997000,55.413589
"395",56.59,58.43,56.509998,58.380001,8891400,57.055477
"396",58.080002,58.43,57.52,57.900002,5492200,56.586361
"397",58.139999,59.330002,58.110001,58.16,5138600,56.840466
"398",58.119999,58.34,56.439999,56.52,4292400,55.237675
"399",56.209999,56.759998,55.610001,56.689999,3507500,55.403812
"400",56.830002,57.490002,56.799999,57.41,3826900,56.107487
"401",57.209999,57.919998,57.099998,57.790001,2989000,56.478855
"402",58.150002,58.639999,57.84,58.09,2557900,56.772053
"403",58.77,59.330002,58.610001,58.82,4003800,57.485493
"404",58.860001,59.279999,58.810001,58.990002,2763500,57.651627
"405",58.779999,59.09,58.299999,58.990002,3218700,57.651627
"406",59.049999,59.369999,58.52,58.84,2972900,57.505039
"407",58.939999,59.84,58.93,59.09,3298100,57.749367
"408",59.040001,60.48,58.91,60.330002,6499100,58.961235
"409",60.549999,60.959999,59.330002,59.52,5345000,58.169605
"410",59.59,59.830002,59.049999,59.68,3166000,58.325974
"411",59.950001,62.049999,59.889999,61.630001,6106000,60.231739
"412",61.48,62.200001,60.959999,61,4150800,59.771202
"413",60.810001,61,60.27,60.610001,2176900,59.389061
"414",60.639999,61.330002,60.360001,61.009998,3031900,59.781002
"415",60.490002,61.07,59.93,60.990002,2702000,59.76141
"416",61.16,61.380001,60.700001,60.91,2706700,59.683014
"417",61.029999,61.529999,60.799999,61.330002,4382000,60.094559
"418",61.330002,61.560001,60.830002,61.220001,3136500,59.986774
"419",61.049999,61.41,60.540001,60.82,3083500,59.59483
"420",60.860001,61.75,60.810001,61.299999,3292300,60.065166
"421",61.43,62.549999,61.130001,61.990002,5588200,60.741268
"422",62.150002,62.740002,61.299999,61.400002,4870600,60.163151
"423",61.400002,61.75,60.66,61.029999,2512500,59.800598
"424",61.439999,62.709999,61.209999,61.900002,3836500,60.653076
"425",61.900002,62.720001,61.630001,62.509998,3674800,61.250782
"426",62.310001,63.25,62.279999,62.98,3074100,61.711319
"427",62.950001,63,61.25,61.369999,5364300,60.133755
"428",61.549999,62.84,61.52,62.360001,3968500,61.103809
"429",62.220001,62.560001,62.029999,62.43,2936400,61.172401
"430",62.669998,63.459999,62.610001,63.099998,3644700,61.828903
"431",63,63.23,62.110001,63.049999,2768700,61.779907
"432",63.150002,63.880001,63.02,63.110001,2756800,61.838703
"433",63.380001,63.630001,62.419998,62.5,4311100,61.24099
"434",62.689999,64.019997,62.669998,63.77,7797700,62.485401
"435",63.34,63.389999,61.650002,62.060001,4522100,60.809853
"436",62,62.34,61.119999,61.650002,3864000,60.408112
"437",61.93,62.369999,61.82,62.09,2391400,60.839249
"438",62.5,63.16,62.439999,62.709999,4007900,61.446758
"439",62.450001,63.009998,61.919998,62.450001,3018000,61.191994
"440",62.610001,63.200001,61.540001,61.700001,4257000,60.4571
"441",61.48,61.830002,60.59,61.18,4041300,59.947582
"442",61.380001,62,61.259998,61.68,4420700,60.437511
"443",61.669998,61.970001,61.220001,61.580002,2474800,60.339523
"444",61.68,61.869999,60.669998,61.049999,3998200,59.820194
"445",60.900002,61.07,60.16,60.619999,3690700,59.398861
"446",60.650002,60.720001,59.470001,59.490002,7852400,58.291622
"447",59.360001,59.380001,56.880001,57.330002,7945400,56.175133
"448",57.919998,58.75,56.43,57.029999,7140800,55.88118
"449",57.939999,58.23,56.720001,57.380001,4014100,56.224125
"450",57.220001,58.189999,57.18,57.68,3324800,56.518085
"451",57.799999,59.139999,57.509998,58.939999,4119800,57.752701
"452",60.450001,60.860001,58.650002,59.200001,4664100,58.007469
