"","ZTS.Open","ZTS.High","ZTS.Low","ZTS.Close","ZTS.Volume","ZTS.Adjusted"
"50",53.389999,54.389999,53.389999,54.279999,2926100,52.743553
"51",54.48,54.48,54.099998,54.43,3245900,52.889324
"52",54.619999,54.82,53.849998,54,4510200,52.471489
"53",54.040001,54.450001,53.830002,54.279999,2180600,52.743553
"54",54.470001,54.790001,53.240002,53.389999,3008300,51.878765
"55",53.400002,53.950001,53.240002,53.869999,3276800,52.345173
"56",53.889999,54.189999,53.599998,53.799999,3015600,52.277149
"57",53.849998,54.209999,53.59,53.849998,2384000,52.325733
"58",53.490002,54.169998,53.400002,53.970001,3168400,52.442341
"59",53.810001,54.310001,53.689999,54.16,2328200,52.626961
"60",54.040001,54.27,53.720001,53.82,2269900,52.296589
"61",53.82,53.82,53.25,53.470001,2697500,51.956486
"62",52.98,53.650002,52.98,53.369999,3163800,51.859325
"63",53.349998,53.450001,52.82,53.169998,2806500,51.664986
"64",53.07,53.169998,52.369999,52.650002,3001600,51.260937
"65",52.740002,53.330002,52.619999,52.669998,3762900,51.280396
"66",52.68,52.759998,52.25,52.669998,4210500,51.280396
"67",52.580002,52.759998,52.369999,52.540001,2218700,51.153835
"68",52.599998,53.060001,52.470001,52.740002,1772300,51.34856
"69",52.57,52.860001,52.360001,52.849998,1976400,51.455654
"70",52.57,53.23,52.529999,53.220001,2764500,51.815899
"71",53.110001,53.360001,52.959999,53.099998,2104900,51.699062
"72",53.09,53.57,53,53.5,1975300,52.088516
"73",53.200001,53.639999,53.049999,53.549999,2194400,52.137188
"74",53.720001,54.189999,53.639999,53.849998,4102700,52.429268
"75",53.990002,54.459999,53.650002,54.290001,2232800,52.85767
"76",54.23,54.380001,54,54.189999,2124700,52.7603
"77",54.68,55.150002,54.59,54.990002,2770600,53.539211
"78",55.119999,55.16,54.700001,55.119999,4346100,53.665771
"79",55.150002,55.68,55.080002,55.57,2665800,54.103905
"80",55.66,56.650002,55.52,56.459999,2986400,54.970417
"81",56.459999,56.619999,56.080002,56.110001,3341800,54.629639
"82",56.139999,56.560001,56.029999,56.279999,3607800,54.795166
"83",56.290001,56.529999,55.889999,56.470001,3728600,54.980156
"84",56.09,56.400002,55.5,55.59,5795900,54.123371
"85",55.48,59.599998,55.48,58.869999,6923200,57.316837
"86",58.759998,59.610001,58.48,59.470001,6896000,57.901001
"87",59.389999,59.740002,58.299999,58.810001,3160700,57.258411
"88",58.799999,59.689999,58.549999,59.43,3130500,57.862057
"89",58.990002,60.130001,58.990002,59.900002,4052800,58.319672
"90",59.68,59.889999,59.25,59.720001,3175500,58.144402
"91",60.029999,60.189999,59.57,59.880001,3425100,58.300175
"92",59.77,60.07,59.560001,60,2319400,58.417015
"93",60.240002,60.380001,59.900002,60.330002,1816300,58.738316
"94",60.330002,60.330002,59.689999,59.73,2397600,58.154144
"95",59.73,60.290001,59.610001,59.91,1583700,58.329399
"96",59.98,60.610001,59.939999,60.310001,2567700,58.718834
"97",60.389999,60.880001,60.279999,60.310001,3117300,58.718834
"98",60.5,61.459999,60.5,61.43,3330500,59.809299
"99",61.43,62.490002,61.389999,62.299999,3689100,60.656345
"100",62.560001,62.639999,62.169998,62.580002,2864900,60.928955
"101",62.779999,63.110001,62.389999,62.610001,1985500,60.95816
"102",62.450001,62.700001,61.860001,62.259998,2884400,60.61739
"103",62.580002,62.700001,62.099998,62.279999,3789800,60.636864
"104",62.450001,62.639999,61.990002,62.639999,3112500,60.987366
"105",62.779999,63.299999,62.389999,62.5,4110100,60.85107
"106",62.419998,62.779999,62.150002,62.669998,3364600,61.016567
"107",62.5,63.080002,62.490002,62.98,2420400,61.318394
"108",62.93,63.419998,62.849998,63.259998,1904700,61.591011
"109",63.259998,63.490002,62.459999,62.580002,3202000,60.928955
"110",62.490002,63.099998,62.369999,62.59,2021700,60.938694
"111",62.610001,62.709999,61.259998,61.849998,4522600,60.218212
"112",61.720001,62.299999,60.919998,61.959999,2007100,60.427891
"113",62.009998,62.599998,61.709999,62.23,1822100,60.691231
"114",61.830002,62.540001,61.73,62.389999,1605500,60.84726
"115",62.73,63,62.27,62.549999,2821300,61.003304
"116",62.880001,63.290001,62.790001,63.029999,1839500,61.471428
"117",63.380001,63.849998,62.849998,63,2077500,61.442181
"118",63.130001,63.48,62.84,63,2363000,61.442181
"119",63,63.84,62.810001,63.509998,2379300,61.939571
"120",63.5,63.52,62.48,62.779999,5215500,61.227619
"121",62.869999,62.919998,62.240002,62.720001,1911700,61.169106
"122",62.720001,63.200001,62.619999,62.759998,2329900,61.208115
"123",63,63.459999,62.610001,62.950001,1635200,61.393414
"124",63.07,63.279999,62.049999,62.5,1782100,60.954536
"125",62.459999,62.93,62.369999,62.380001,1890200,60.837509
"126",62.400002,62.84,62.27,62.669998,744300,61.120331
"127",62.709999,62.880001,62.34,62.549999,3000300,61.003304
"128",62.349998,62.5,61.66,61.790001,2319600,60.2621
"129",62.299999,62.810001,62.119999,62.59,2289500,61.04232
"130",62.5,62.709999,62.279999,62.470001,1596800,60.925289
"131",62.41,62.5,61.959999,62.209999,1220200,60.6717
"132",62.450001,62.939999,62.41,62.560001,2016200,61.013065
"133",62.560001,63.09,62.490002,63.049999,2976100,61.490944
"134",63.150002,63.529999,62.900002,63.349998,2131400,61.783524
"135",63.450001,63.509998,63.029999,63.07,1695800,61.510448
"136",63,63,62.259998,62.459999,1808400,60.915531
"137",62.709999,62.790001,62.290001,62.419998,1850600,60.876522
"138",62.560001,62.939999,62.52,62.75,1394600,61.198368
"139",62.75,63.419998,62.389999,63.16,2097200,61.598228
"140",63.200001,63.459999,63.049999,63.290001,1811900,61.72501
"141",62.98,63.029999,61.119999,61.279999,6067900,59.764706
"142",60.880001,62.200001,60.799999,62.060001,3153600,60.525433
"143",62.060001,62.200001,61.700001,62.009998,2090500,60.476658
"144",62.150002,62.650002,62.060001,62.209999,1540600,60.6717
"145",62.450001,62.830002,62.32,62.52,2130400,60.974045
"146",62.599998,62.689999,61.919998,62.27,1751000,60.730232
"147",62.040001,62.209999,61.380001,61.540001,1831100,60.018288
"148",61.23,62.470001,61.200001,62.279999,1768800,60.739979
"149",62.369999,62.849998,61.860001,62.119999,1277500,60.583942
"150",62.119999,62.34,61.25,61.830002,4208300,60.301109
"151",60.490002,61,59.5,60,4663700,58.516357
"152",59.950001,60.869999,59.759998,60.810001,4017300,59.306332
"153",60.869999,61.369999,59.709999,59.740002,2690700,58.262791
"154",60.049999,60.220001,59.639999,59.73,2285200,58.25304
"155",60.189999,60.830002,60.040001,60.740002,2475400,59.238071
"156",60.860001,61.68,60.560001,61.029999,2220800,59.520889
"157",61.27,61.540001,61.080002,61.5,1388900,59.979271
"158",61.419998,61.970001,60.880001,60.900002,1765700,59.394108
"159",60.709999,61.080002,60.439999,60.75,1513100,59.247818
"160",60.82,61.470001,60.650002,61.349998,1806300,59.832977
"161",61.259998,61.810001,61.099998,61.599998,3459300,60.076794
"162",61.439999,61.599998,61.23,61.360001,1597900,59.842735
"163",61.610001,61.610001,61.150002,61.389999,2099000,59.871986
"164",61.73,61.970001,61.240002,61.330002,1965900,59.813473
"165",61.529999,61.84,61.380001,61.540001,2102100,60.018288
"166",61.360001,61.669998,61.080002,61.5,1331300,59.979271
"167",61.52,62.189999,61.5,61.939999,2101800,60.40839
"168",62.16,62.82,61.880001,62.700001,2934200,61.149597
"169",62.75,62.970001,62.43,62.869999,1407500,61.315395
"170",62.700001,63.25,62.639999,63.169998,2859900,61.607975
"171",63.549999,63.599998,63.060001,63.389999,3216100,61.822536
"172",63.580002,65.120003,63.23,64.849998,2558500,63.246441
"173",64.849998,65.080002,64.620003,64.699997,2608200,63.100147
"174",65.330002,65.389999,64.519997,65.279999,1842400,63.665802
"175",65.25,65.5,65.18,65.400002,1832000,63.782822
"176",65.32,65.830002,65.220001,65.279999,1517200,63.665802
"177",65.099998,65.269997,64.769997,65.25,2584700,63.636528
"178",65.410004,65.639999,64.870003,65.199997,2115400,63.587757
"179",65.309998,65.419998,64.639999,65.199997,1584900,63.587757
"180",65.379997,65.410004,64.529999,64.779999,2005800,63.178146
"181",64.720001,65.080002,64.010002,64.480003,2634700,62.88559
"182",64.5,64.860001,64.199997,64.239998,1232200,62.65152
"183",64.300003,64.550003,63.939999,64.160004,1538400,62.573502
"184",64.18,64.279999,63.509998,63.669998,2214300,62.095612
"185",63.709999,64.139999,63.290001,63.330002,1580000,61.764011
"186",63.389999,63.68,63.02,63.209999,1959700,61.64698
"187",63.369999,63.73,62.790001,63.32,1689700,61.754269
"188",63.360001,63.779999,62.889999,63.759998,1981400,62.183392
"189",63.84,64.389999,63.689999,63.75,1838500,62.173634
"190",63.75,64.099998,63.400002,63.59,1809500,62.01759
"191",63.68,64.010002,63.48,63.57,1954400,61.998085
"192",63.419998,63.990002,63.279999,63.75,2345500,62.173634
"193",63.75,63.959999,63.580002,63.75,2543600,62.173634
"194",63.810001,63.869999,63.509998,63.73,1257600,62.154121
"195",63.75,64.029999,63.439999,63.990002,2014600,62.407707
"196",63.900002,64.279999,63.790001,64.279999,1612000,62.690533
"197",64.239998,64.940002,64.190002,64.910004,1837900,63.304939
"198",64.93,65.529999,64.720001,65.440002,2401600,63.821854
"199",65.589996,65.800003,65.360001,65.709999,2453400,64.085175
"200",65.650002,66.110001,65.43,65.809998,2251600,64.182686
"201",65.910004,65.910004,65.25,65.559998,1723200,63.938869
"202",65.5,65.690002,65.160004,65.580002,1572000,63.958385
"203",65.629997,65.989998,65.239998,65.940002,1690100,64.309471
"204",66.199997,66.349998,65.269997,65.279999,1782100,63.665802
"205",65.330002,65.730003,64.839996,64.980003,1780700,63.373215
"206",64.809998,64.989998,64.279999,64.379997,1964400,62.788059
"207",64.589996,64.589996,63.59,63.740002,3112800,62.163879
"208",63.759998,64.370003,63.52,64.050003,2911700,62.466221
"209",64.050003,64.050003,63.029999,63.240002,3912200,61.676247
"210",63.41,64.139999,63.25,63.82,3798400,62.241905
"211",64.199997,65.080002,64.019997,64.510002,3066000,62.914837
"212",64.300003,67.849998,64.300003,67.309998,5185600,65.645607
"213",67.769997,68.800003,67.440002,68.690002,4320700,66.991493
"214",68.919998,70.480003,68.849998,69.709999,3884100,67.986244
"215",69.730003,70.260002,68.150002,68.449997,5010100,66.757416
"216",68,69.620003,67.760002,69.510002,3933500,67.895378
"217",69.160004,69.5,68.959999,69.300003,2406600,67.690247
"218",68.949997,69.239998,68.580002,69.129997,1905700,67.524178
"219",69.010002,69.300003,68.559998,68.879997,2747300,67.279999
"220",68.779999,69.949997,68.57,69.900002,2372000,68.276291
"221",69.690002,70.330002,69.349998,69.620003,2075500,68.002815
"222",69.970001,70.489998,69.709999,70.410004,2055500,68.774445
"223",70.239998,71.120003,70.239998,70.790001,2355100,69.14563
"224",70.800003,71.139999,70.489998,70.949997,2268300,69.301903
"225",71.029999,72.139999,70.970001,71.360001,2725400,69.702377
"226",71.330002,71.830002,70.949997,71.07,1437200,69.419121
"227",71.169998,71.419998,70.93,71.290001,1200300,69.63401
"228",71.489998,71.800003,71.220001,71.540001,1997500,69.878204
"229",71.589996,71.629997,71.260002,71.389999,2610400,69.731689
"230",71.989998,72.099998,71.279999,71.610001,1618400,69.946564
"231",71.839996,72.709999,71.839996,72.290001,2602100,70.610771
"232",72.220001,72.349998,71.279999,72.300003,1932200,70.620537
"233",72.440002,72.790001,71,71.019997,3581400,69.370277
"234",70.82,71.769997,70.599998,70.849998,2261500,69.204239
"235",70.599998,71.110001,70.480003,70.970001,1507400,69.321449
"236",70.970001,71.839996,70.760002,71.639999,2694400,69.975876
"237",71.889999,71.980003,71.300003,71.879997,1640000,70.210312
"238",71.839996,71.970001,71.519997,71.769997,1172500,70.102859
"239",71.769997,72.660004,71.639999,72.230003,1939900,70.552193
"240",72.139999,72.989998,72.059998,72.379997,1595100,70.698677
"241",72.25,72.459999,71.57,71.760002,1364500,70.093086
"242",72.209999,72.269997,71.519997,71.959999,2843200,70.288445
"243",71.959999,72.919998,71.910004,72.629997,1657800,70.942886
"244",72.82,73.580002,72.730003,72.800003,1946300,71.108948
"245",72.68,73.160004,72.169998,72.709999,1806300,71.021011
"246",73,73.309998,72.269997,72.279999,1163500,70.601013
"247",72.269997,72.370003,71.790001,71.989998,1345700,70.317757
"248",72.400002,72.550003,71.900002,72.339996,791900,70.659607
"249",72.589996,72.690002,72.25,72.449997,1159800,70.767052
"250",72.489998,72.599998,72.139999,72.389999,710500,70.70845
"251",72.550003,72.760002,72.040001,72.040001,1704100,70.366577
"252",72.540001,72.589996,71.470001,71.769997,2135600,70.102859
"253",71.769997,72.18,71.339996,72.099998,2328200,70.425194
"254",72.75,72.910004,72.260002,72.529999,2534000,70.8452
"255",72.830002,73.919998,72.57,73.360001,2166100,71.655937
"256",73.43,74.419998,73.160004,74.239998,3631400,72.515472
"257",74.699997,75.470001,74.470001,75.110001,2721800,73.365273
"258",74.580002,74.800003,73.279999,73.910004,2257200,72.193161
"259",74.050003,74.68,73.720001,74.589996,1629300,72.857338
"260",74.910004,75.690002,74.769997,75.389999,1915700,73.638779
"261",76.059998,76.400002,75.209999,75.540001,2599100,73.785286
"262",75.809998,77.029999,75.389999,76.769997,2769600,74.986725
"263",76.650002,76.650002,75.849998,76.330002,2589000,74.679497
"264",76.690002,76.910004,76.220001,76.620003,4829600,74.963242
"265",76.669998,77.580002,76.620003,77.480003,4195100,75.804649
"266",77.300003,78.32,76.970001,77.589996,2264100,75.912254
"267",78.160004,78.510002,77.599998,78.330002,2585300,76.636238
"268",78.470001,79.379997,78.349998,79.25,2327300,77.536369
"269",79.489998,80.129997,79.379997,80.089996,2532800,78.358192
"270",79.809998,79.949997,79.110001,79.18,2662400,77.467888
"271",78.440002,78.690002,77.910004,78.349998,3808700,76.65583
"272",78.489998,78.769997,76.540001,76.730003,4136400,75.070847
"273",76.839996,78.269997,76.690002,77.82,2981800,76.137291
"274",77.529999,78.120003,76.730003,76.779999,2595200,75.119774
"275",76.639999,76.919998,73.18,73.830002,2962000,72.233559
"276",72.739998,74.559998,72.129997,73.269997,4924300,71.685661
"277",72.699997,75,72.690002,73.860001,4534900,72.262924
"278",73.959999,74.559998,71.5,71.510002,2730000,69.963737
"279",72.230003,72.879997,70.199997,72.349998,3296500,70.785568
"280",72.940002,74.040001,72.599998,73.190002,3828000,71.607391
"281",73.110001,73.790001,72.959999,73.239998,2416200,71.656311
"282",72.790001,74.57,72.779999,74.459999,2947800,72.849945
"283",79.260002,81.400002,75.75,78.5,6022200,76.802574
"284",78.150002,80.080002,78.150002,79.730003,3921100,78.005981
"285",79.209999,81.470001,79.07,80.349998,3646700,78.612572
"286",80.370003,81.779999,80.309998,80.5,3403100,78.759346
"287",81.029999,81.68,80.510002,80.760002,2417700,79.013725
"288",81.169998,82.93,81,82.790001,2697200,80.999817
"289",83.459999,83.459999,82.790001,83.300003,2211700,81.498779
"290",83.010002,83.370003,81.610001,81.669998,2240900,79.904037
"291",81.879997,82.480003,80.839996,80.860001,1968200,79.111565
"292",80.860001,81.57,79.830002,80.440002,3010300,78.700615
"293",79.93,81.5,79.860001,81.279999,2027200,79.522446
"294",81.010002,82.57,80.699997,81.889999,2148500,80.119286
"295",82,82.139999,80.93,81.510002,2102700,79.747498
"296",80.980003,81.959999,80.970001,81.760002,2878600,79.992081
"297",82,82.849998,81.93,82.540001,2458100,80.755219
"298",83.059998,85.050003,82.980003,84.519997,3028700,82.692413
"299",84.889999,84.949997,84.089996,84.410004,2316300,82.584785
"300",84.900002,85.540001,84.330002,84.589996,1911500,82.760902
"301",85.129997,85.480003,84.089996,84.349998,1794700,82.526077
"302",84.32,85.349998,83.959999,84.690002,1659200,82.858734
"303",85.019997,85.419998,84.580002,84.599998,3151600,82.770676
"304",83.82,84.32,82.360001,83.150002,2417800,81.352036
"305",83.32,84.790001,83.279999,84.660004,2653400,82.829384
"306",84.870003,85.730003,84.07,84.099998,3305400,82.281487
"307",83.349998,84.129997,81.800003,82.059998,3224400,80.285591
"308",82.160004,82.800003,80.32,80.599998,2608000,78.857178
"309",81.879997,83.870003,81.529999,83.730003,3089900,81.919495
"310",84.080002,84.449997,81.209999,81.860001,2689900,80.08992
"311",82.089996,82.550003,80.279999,81,2634500,79.248528
"312",81.489998,83.510002,81.089996,83.510002,4122900,81.704247
"313",83.169998,83.290001,80.68,81.209999,2566000,79.453987
"314",81.779999,83.18,81.389999,82.870003,2216500,81.078087
"315",81.580002,83.059998,80.730003,82.849998,3093300,81.058502
"316",83.290001,84.330002,82.849998,83.519997,2522000,81.714027
"317",82.75,83.120003,80.059998,80.970001,2752300,79.21917
"318",81.809998,82.989998,81.559998,81.870003,2456700,80.099709
"319",82.949997,83.470001,82.279999,83.089996,2335000,81.293327
"320",82.57,83.510002,82.559998,83.07,2239700,81.273773
"321",83.57,84.379997,83.400002,83.959999,1369500,82.144524
"322",84.25,84.43,83.220001,83.57,1162600,81.762962
"323",84.489998,84.849998,83.860001,84.400002,1663000,82.575005
"324",84.980003,85.940002,84.82,85.669998,1901000,83.817543
"325",85.699997,86.379997,85.199997,85.970001,2151300,84.111046
"326",85.419998,85.889999,84.82,85.410004,2176100,83.685829
"327",85.389999,85.93,85.139999,85.449997,1815200,83.725014
"328",85.589996,85.760002,85.010002,85.300003,1396200,83.578041
"329",85.830002,85.900002,83.480003,84.349998,2108700,82.647209
"330",84.120003,84.57,83.440002,84.57,2105600,82.86277
"331",85.080002,85.260002,84.360001,84.730003,2154600,83.019539
"332",84.779999,85.209999,84.389999,84.839996,1119200,83.127312
"333",84.889999,85,83.370003,83.480003,3364500,81.794769
"334",83.459999,84.040001,82.889999,83.400002,3215600,81.716385
"335",77.669998,80.449997,77,79.900002,7496500,78.287041
"336",79.779999,80.889999,78.440002,80.379997,4833600,78.757362
"337",80.019997,81.830002,79.620003,81.559998,2882000,79.913528
"338",81.739998,82.459999,81.220001,82.150002,2021800,80.491631
"339",81.839996,82.489998,81.110001,82,2534400,80.34465
"340",82.099998,82.559998,81.18,82.330002,3009300,80.667984
"341",83.32,84.370003,82.830002,83.459999,1977600,81.775192
"342",83.620003,84.470001,83.580002,84.449997,2210400,82.745178
"343",84.540001,85.169998,83.370003,84.059998,2484500,82.36306
"344",83.529999,83.720001,82.779999,83.019997,2203100,81.344055
"345",82.550003,83.169998,82,82.849998,3221300,81.177475
"346",83,83.099998,82.080002,82.949997,1844900,81.275482
"347",82.709999,84.660004,82.709999,84.400002,2149500,82.696205
"348",84.879997,85.440002,84.400002,85.379997,1641300,83.656425
"349",85.389999,85.639999,84.209999,84.379997,1658900,82.676605
"350",84.300003,85,83.739998,84.879997,1739300,83.166519
"351",85.099998,85.559998,84.169998,84.75,1244900,83.039131
"352",84.870003,85.050003,83.550003,83.669998,1964000,81.980942
"353",82.980003,83.419998,82.400002,83.150002,1822100,81.471428
"354",83.790001,85.290001,83.790001,84.449997,1893200,82.745178
"355",84.269997,84.650002,83.610001,83.699997,2693700,82.01033
"356",84.32,85.43,84.32,85.419998,1422300,83.695618
"357",85.650002,85.769997,84.970001,85.389999,1546400,83.666222
"358",85.529999,85.760002,84.459999,84.760002,2152100,83.04895
"359",84.860001,85.599998,84.550003,85.470001,1917800,83.744591
"360",85.790001,85.980003,85.040001,85.660004,1758500,83.930786
"361",85.690002,87.389999,85.449997,86.779999,2285100,85.028152
"362",86.959999,88.160004,86.730003,87.059998,2091900,85.302513
"363",87.029999,87.540001,86.610001,87.150002,2236000,85.390701
"364",87.449997,87.949997,87.18,87.360001,2386200,85.596458
"365",87.440002,88.25,87.260002,88.150002,2627800,86.370506
"366",87.5,89.25,87.5,89.199997,4208500,87.399307
"367",88.5,89.18,88.339996,88.93,3538900,87.134758
"368",88.050003,88.43,86.629997,87.25,2742800,85.488678
"369",87.279999,87.57,86.599998,87,3331800,85.243713
"370",86.790001,87.800003,86.699997,87.019997,2462300,85.263306
"371",87.389999,87.559998,85.82,85.82,9403200,84.087524
"372",86,86.349998,83.919998,84.699997,3069500,82.990143
"373",84.809998,85.190002,83.970001,84.010002,3358900,82.314095
"374",84.330002,85.25,83.360001,83.360001,2288100,81.6772
"375",83.360001,85.279999,83.339996,84.830002,2199500,83.117523
"376",85.480003,86.410004,85.139999,85.190002,3618500,83.470261
"377",84.779999,85.669998,84.199997,85.650002,1759000,83.920967
"378",85.830002,86.959999,85.519997,86.07,1283500,84.332497
"379",86.720001,86.790001,85.639999,86.150002,2474600,84.410881
"380",86.57,87.099998,86.099998,86.860001,2073600,85.106544
"381",86.900002,87.709999,86.620003,87.489998,1836800,85.723816
"382",87.019997,87.339996,86.089996,86.220001,2894800,84.479462
"383",86.059998,86.160004,84.489998,84.5,2960500,82.794197
"384",84.889999,85.709999,84.580002,85.470001,3629000,83.744591
"385",85.489998,86.290001,85.32,86.139999,1948300,84.401077
"386",86.309998,86.309998,84.5,84.580002,2473300,82.872566
"387",84.330002,86.07,84.330002,85.769997,2269600,84.038559
"388",85.639999,86.080002,85.309998,85.949997,1699800,84.214912
"389",85.379997,85.620003,84.779999,85.419998,1405800,83.818489
"390",85.199997,85.910004,85.019997,85.290001,1977600,83.690926
"391",85.139999,85.160004,83.800003,83.959999,3026900,82.385857
"392",84.519997,84.989998,83.309998,83.5,2952500,81.934486
"393",83.25,85.779999,83.25,85.639999,2496200,84.034355
"394",85.790001,86.150002,85.150002,85.540001,2717400,83.936249
"395",85.629997,85.650002,84.400002,85.199997,2998200,83.602615
"396",85.230003,85.400002,84.209999,84.489998,2174900,82.90593
"397",84.82,86.75,84.82,86.480003,3692500,84.85862
"398",86.050003,87.169998,85.970001,86.019997,2775900,84.407242
"399",85.779999,91.800003,85,91.43,4942800,89.715797
"400",91.43,91.989998,89.260002,91.629997,4377700,89.912064
"401",91.93,92.849998,91.209999,92.580002,2644900,90.844261
"402",92.940002,93.029999,91.970001,92.489998,2051900,90.755928
"403",92.5,93.57,92.25,93.230003,1918000,91.482071
"404",93.370003,93.669998,92.029999,92.400002,2347000,90.667618
"405",92.18,92.709999,91.480003,91.699997,1684600,89.980743
"406",91.709999,92.449997,91.160004,91.260002,1439300,89.548996
"407",91.639999,91.900002,91.110001,91.370003,2385100,89.656937
"408",91.07,91.279999,90.410004,90.849998,2017300,89.146683
"409",91.309998,92.089996,90.879997,91.540001,2462400,89.823753
"410",91.440002,91.790001,90.669998,91.470001,2712500,89.755074
"411",91.599998,92.589996,91.599998,92.160004,1175900,90.432144
"412",92.540001,92.970001,91.870003,92.089996,1220400,90.363426
"413",89.559998,90.410004,89.150002,89.669998,2831000,87.988792
"414",89.800003,90.199997,89.25,89.669998,1899800,87.988792
"415",89.82,90.199997,89.309998,89.599998,1655600,87.920128
"416",89.919998,90.029999,89.290001,89.379997,1536900,87.704247
"417",89.510002,89.580002,88.660004,89.550003,2129900,87.871063
"418",89.510002,90.099998,89.029999,89.830002,1667100,88.145805
"419",89.769997,90.510002,89.309998,89.809998,1443000,88.126167
"420",89.760002,90.769997,89.68,90.599998,2018400,88.901367
"421",90.809998,91.209999,89.690002,89.970001,1939000,88.283195
"422",89.769997,89.769997,88.849998,89.059998,2167200,87.390236
"423",89.309998,89.970001,88.959999,89.739998,1883500,88.057503
"424",89.349998,89.660004,88.919998,89.43,1987000,87.753296
"425",89.830002,90.059998,88.589996,88.870003,1289600,87.203804
"426",88.559998,88.879997,87.93,88.239998,2094600,86.585625
"427",88.449997,89.019997,88,88.790001,1631100,87.125305
"428",89.220001,89.889999,88.839996,89.699997,2277900,88.018227
"429",89.709999,89.720001,88.849998,89.010002,2607900,87.341179
"430",89.059998,89.279999,88.029999,88.300003,1667200,86.644493
"431",88.169998,89.489998,88.150002,89.18,1722300,87.508011
"432",89.139999,89.690002,88.790001,89.080002,2273400,87.409866
"433",89.720001,90.5,89.32,90.059998,3428300,88.371498
"434",90.029999,90.93,89.790001,89.830002,3448400,88.145805
"435",89.559998,89.970001,88.989998,89.650002,1526200,87.969177
"436",90.269997,90.870003,90.129997,90.260002,1800500,88.567757
"437",90.449997,91.330002,90.260002,90.360001,2336200,88.665863
"438",90.589996,91.5,90.589996,91.199997,1411300,89.490112
"439",91.080002,91.790001,90.769997,91.559998,1710900,89.843376
"440",92.029999,92.07,91.209999,91.660004,1891200,89.941505
"441",91.559998,92.089996,91.199997,91.830002,2170100,90.108307
"442",92.32,94.309998,92.199997,93.529999,3142100,91.776451
"443",93.279999,93.5,90.57,91.07,2433800,89.362549
"444",91.209999,92.940002,91.209999,91.949997,1723500,90.226044
"445",91.639999,92.5,90.730003,91.470001,1589200,89.755074
"446",91.230003,93.029999,91.029999,92.550003,1987900,90.814835
"447",92.769997,92.82,89.529999,89.629997,2140900,87.949547
