"","SNPS.Open","SNPS.High","SNPS.Low","SNPS.Close","SNPS.Volume","SNPS.Adjusted"
"1",59.27,59.700001,59.040001,59.369999,595800,59.369999
"2",59.369999,60.029999,59.369999,59.57,790300,59.57
"3",59.610001,60.18,59.52,59.790001,1081200,59.790001
"4",59.73,60.32,59.41,60,647900,60
"5",59.82,60.369999,59.630001,60.080002,496000,60.080002
"6",60.34,60.939999,60.119999,60.689999,679100,60.689999
"7",60.66,61.209999,60.130001,60.91,492000,60.91
"8",60.610001,60.93,59.849998,60.880001,356800,60.880001
"9",61.119999,61.439999,60.869999,61.34,397900,61.34
"10",61.049999,61.240002,60.439999,60.740002,504300,60.740002
"11",60.82,61,60.509998,60.759998,580100,60.759998
"12",60.77,61.389999,60.669998,60.91,602800,60.91
"13",60.889999,61.5,60.740002,60.77,565500,60.77
"14",60.580002,60.91,60.41,60.830002,314800,60.830002
"15",61.099998,62.549999,61.099998,62.41,878200,62.41
"16",62.580002,62.84,62.400002,62.68,517700,62.68
"17",62.700001,62.950001,62.009998,62.200001,541400,62.200001
"18",62.169998,62.509998,62.150002,62.5,261800,62.5
"19",62.029999,62.619999,61.560001,62.619999,596500,62.619999
"20",62.720001,62.919998,62.119999,62.889999,814300,62.889999
"21",63.060001,63.189999,62.240002,62.619999,658100,62.619999
"22",62.700001,64.220001,62.700001,64.18,1024100,64.18
"23",64.379997,65.230003,64.25,64.900002,843300,64.900002
"24",64.940002,65.389999,64.529999,65.169998,944800,65.169998
"25",65.300003,65.57,65.050003,65.199997,572600,65.199997
"26",65.220001,65.279999,64.75,64.790001,755400,64.790001
"27",65,65.610001,64.860001,65.440002,823700,65.440002
"28",65.580002,65.620003,65.080002,65.290001,1168600,65.290001
"29",65.57,66.190002,65.360001,65.980003,724600,65.980003
"30",65.669998,65.980003,65.309998,65.839996,798500,65.839996
"31",65.639999,66.470001,65.559998,66.260002,896200,66.260002
"32",71.730003,73.080002,70.18,70.660004,2392100,70.660004
"33",70.029999,70.860001,69.18,70.510002,1576800,70.510002
"34",70.050003,71.040001,68.790001,70.980003,1287100,70.980003
"35",70.800003,71.349998,70.309998,71.260002,891600,71.260002
"36",71.489998,71.720001,70.75,71.220001,984600,71.220001
"37",70.660004,72.080002,70.660004,72.059998,845600,72.059998
"38",71.82,72.629997,71.82,72.260002,912800,72.260002
"39",72,72.139999,71.410004,71.440002,773400,71.440002
"40",71.440002,72.370003,71.419998,72.239998,961500,72.239998
"41",71.870003,71.919998,70.849998,71.010002,1096100,71.010002
"42",70.839996,71.269997,70.5,71.029999,827200,71.029999
"43",70.699997,71.110001,70.599998,70.75,884200,70.75
"44",70.639999,71.360001,70.5,71.080002,617500,71.080002
"45",70.940002,71.720001,70.93,71.349998,581200,71.349998
"46",71.400002,71.610001,71.120003,71.389999,411500,71.389999
"47",71.639999,71.889999,71.300003,71.830002,411000,71.830002
"48",71.800003,72.279999,71.699997,72.089996,555600,72.089996
"49",72.050003,72.050003,70.370003,70.760002,2214900,70.760002
"50",71.080002,71.080002,69.419998,70.25,30294600,70.25
"51",70.599998,71.489998,70.599998,70.760002,2182800,70.760002
"52",71.510002,71.559998,70.989998,71.139999,2542500,71.139999
"53",71.129997,71.75,70.959999,71.519997,998100,71.519997
"54",71.519997,72.139999,70.419998,70.610001,1420200,70.610001
"55",70.419998,71.160004,70.419998,71.07,870300,71.07
"56",71.260002,71.650002,71.040001,71.220001,789200,71.220001
"57",71.5,71.760002,70.900002,71.150002,638900,71.150002
"58",70.769997,71.610001,70.370003,71.360001,594300,71.360001
"59",71.290001,72.209999,71.260002,71.959999,1223200,71.959999
"60",71.709999,72.349998,71.709999,72.25,1092000,72.25
"61",72.050003,72.279999,72.019997,72.209999,677900,72.209999
"62",72.059998,72.419998,71.93,72.129997,611700,72.129997
"63",72.43,72.739998,71.57,72.199997,1082300,72.199997
"64",72.07,72.529999,71.839996,71.980003,885500,71.980003
"65",71.93,72.370003,71.339996,71.449997,807300,71.449997
"66",71.57,71.879997,71.199997,71.339996,1232300,71.339996
"67",71.25,71.550003,71.129997,71.459999,743500,71.459999
"68",71.379997,71.769997,71.199997,71.339996,886000,71.339996
"69",71.25,71.440002,70.970001,71.440002,1102700,71.440002
"70",71.830002,71.900002,70.860001,70.970001,641700,70.970001
"71",70.93,71.449997,70.629997,70.93,1032100,70.93
"72",71.110001,71.379997,70.889999,71.129997,1284000,71.129997
"73",70.900002,71.839996,70.849998,71.760002,1208200,71.760002
"74",71.870003,72.449997,71.769997,72.230003,1002100,72.230003
"75",72.370003,72.68,72.220001,72.559998,1084200,72.559998
"76",72.510002,72.690002,72.300003,72.599998,677500,72.599998
"77",73.239998,74.220001,73.150002,73.849998,1179700,73.849998
"78",73.970001,74.160004,73.279999,73.339996,1109700,73.339996
"79",73.529999,73.529999,73.089996,73.25,827200,73.25
"80",73.349998,74.040001,73.349998,73.660004,738000,73.660004
"81",73.690002,73.769997,73.339996,73.699997,1329800,73.699997
"82",73.870003,74.059998,73.550003,73.940002,803200,73.940002
"83",74,74.169998,73.610001,73.75,816800,73.75
"84",73.599998,73.919998,73.459999,73.82,878400,73.82
"85",74.089996,74.279999,73.790001,74,820700,74
"86",74.029999,74.300003,73.879997,74.279999,775200,74.279999
"87",74.199997,74.300003,73.489998,73.800003,626800,73.800003
"88",73.940002,74.410004,73.919998,74.120003,681300,74.120003
"89",74.220001,74.559998,73.980003,74.540001,811600,74.540001
"90",74.309998,74.629997,74.099998,74.489998,714600,74.489998
"91",74.480003,74.760002,74.300003,74.419998,707900,74.419998
"92",74.519997,75.089996,74.5,74.959999,1144700,74.959999
"93",75.080002,75.190002,74.699997,75.120003,1178300,75.120003
"94",74.699997,74.839996,73.389999,73.400002,2007200,73.400002
"95",75,75.339996,70.870003,70.93,2952200,70.93
"96",71,71.489998,70.550003,70.989998,2323800,70.989998
"97",71.07,72.32,71.010002,72.25,1573600,72.25
"98",72.480003,73.110001,72.040001,72.599998,1267000,72.599998
"99",72.959999,73.220001,72.360001,73.029999,1416900,73.029999
"100",73.129997,73.709999,72.910004,73.529999,1058200,73.529999
"101",73.849998,74.709999,73.620003,74.370003,1368400,74.370003
"102",74.309998,74.739998,74,74.699997,1275500,74.699997
"103",74.779999,75,74.5,74.870003,3856700,74.870003
"104",75.029999,75.410004,74.529999,74.93,1318700,74.93
"105",75.129997,75.989998,74.989998,75.82,1288500,75.82
"106",75.610001,76.25,75.610001,75.760002,905400,75.760002
"107",75.709999,76.43,75.410004,75.809998,940200,75.809998
"108",76.230003,76.330002,75.580002,76.07,921500,76.07
"109",76.120003,76.449997,75.720001,76.120003,889900,76.120003
"110",75.949997,76.57,74.43,74.93,1194000,74.93
"111",74.389999,74.760002,73.050003,73.889999,1553500,73.889999
"112",74.120003,74.669998,73.949997,74.660004,1173300,74.660004
"113",74.949997,74.959999,73.709999,74.339996,1011300,74.339996
"114",74.110001,74.110001,73.129997,74.019997,1325300,74.019997
"115",73.769997,74.330002,73.580002,73.779999,1360300,73.779999
"116",73.730003,75.18,73.720001,74.709999,1178300,74.709999
"117",74.449997,75.269997,74.449997,74.610001,888300,74.610001
"118",74.949997,74.980003,74.139999,74.650002,863100,74.650002
"119",74.75,74.919998,74.040001,74.589996,779300,74.589996
"120",74.589996,74.870003,74.309998,74.360001,1971200,74.360001
"121",74.360001,74.940002,74.260002,74.519997,905200,74.519997
"122",74.389999,74.82,73.610001,73.650002,840900,73.650002
"123",73.980003,74.459999,73.650002,74.260002,735000,74.260002
"124",74.040001,74.25,72.400002,72.970001,900600,72.970001
"125",73.019997,73.349998,72.760002,72.93,779800,72.93
"126",73.370003,73.440002,72.080002,72.120003,530300,72.120003
"127",72.43,72.989998,72.050003,72.739998,1081900,72.739998
"128",72.480003,72.660004,71.940002,72.529999,1042900,72.529999
"129",72.669998,73.529999,72.260002,73.150002,697800,73.150002
"130",73.050003,73.839996,73.040001,73.5,833000,73.5
"131",73.510002,73.889999,73.040001,73.540001,732600,73.540001
"132",74,75.25,73.43,75.160004,949900,75.160004
"133",75.160004,75.43,74.709999,74.889999,685500,74.889999
"134",75.040001,75.410004,74.669998,75.269997,554500,75.269997
"135",75.300003,75.830002,75.019997,75.639999,480000,75.639999
"136",75.489998,75.690002,75.160004,75.660004,384800,75.660004
"137",75.849998,76.510002,75.739998,76.410004,536700,76.410004
"138",76.480003,76.559998,75.489998,75.82,556500,75.82
"139",75.589996,76.18,75.589996,75.910004,453400,75.910004
"140",75.949997,76.360001,75.809998,76.339996,687700,76.339996
"141",76.300003,76.970001,76.190002,76.400002,845000,76.400002
"142",76.57,77.25,76.470001,76.690002,417000,76.690002
"143",76.849998,77.290001,75.610001,76.360001,748200,76.360001
"144",76.230003,76.68,75.980003,76.43,352100,76.43
"145",76.599998,76.889999,76.080002,76.57,579400,76.57
"146",76.900002,76.900002,76.370003,76.769997,661000,76.769997
"147",76.959999,76.959999,75.629997,76.040001,690000,76.040001
"148",76.110001,76.279999,75.529999,76.099998,724800,76.099998
"149",76.059998,76.639999,75.82,76.610001,1125600,76.610001
"150",76.690002,77.220001,76.480003,77.150002,506000,77.150002
"151",77.129997,77.550003,76.75,76.82,871600,76.82
"152",76.449997,77.050003,76.230003,76.849998,636700,76.849998
"153",76.559998,76.699997,75.589996,75.650002,1003300,75.650002
"154",76,76.5,75.629997,76.269997,592000,76.269997
"155",76.860001,77.5,76.830002,77.279999,801100,77.279999
"156",77.489998,78.970001,76.949997,78.230003,959600,78.230003
"157",78.309998,79.449997,78.059998,79.089996,928600,79.089996
"158",76.720001,79.660004,76.610001,76.760002,1816400,76.760002
"159",76.830002,78.010002,76.709999,77.220001,1173900,77.220001
"160",77.32,78.019997,77.160004,77.949997,811600,77.949997
"161",78.220001,78.940002,77.889999,78.839996,741700,78.839996
"162",78.57,78.940002,78.510002,78.529999,639800,78.529999
"163",78.68,78.779999,77.910004,78.550003,586400,78.550003
"164",78.75,79.360001,78.43,78.489998,873200,78.489998
"165",78.830002,79.029999,78.470001,78.790001,751300,78.790001
"166",78.139999,78.989998,78,78.800003,807500,78.800003
"167",78.709999,79.860001,78.669998,79.599998,519700,79.599998
"168",79.75,80.449997,79.57,80.419998,907800,80.419998
"169",80.050003,80.699997,80.050003,80.410004,782000,80.410004
"170",79.919998,80.379997,79.279999,80.010002,1406000,80.010002
"171",80.07,80.190002,79.519997,80,1203100,80
"172",80.120003,80.550003,79.779999,79.790001,844700,79.790001
"173",79.779999,79.959999,79.330002,79.540001,675500,79.540001
"174",79.93,80.489998,79.339996,79.599998,1031800,79.599998
"175",79.620003,79.690002,78.660004,79.57,928200,79.57
"176",79.370003,79.370003,78.879997,79.099998,462500,79.099998
"177",79.010002,80.459999,78.730003,80.209999,1848400,80.209999
"178",80.129997,80.480003,79.519997,79.800003,1376200,79.800003
"179",79.940002,80.589996,79.879997,80.43,781200,80.43
"180",80.599998,81.57,80.470001,81.150002,854300,81.150002
"181",81,81.230003,80.099998,80.699997,762000,80.699997
"182",80.730003,80.800003,79.760002,80.059998,501200,80.059998
"183",79.720001,80.650002,79.720001,80.360001,471300,80.360001
"184",80.190002,80.269997,79.040001,79.419998,616800,79.419998
"185",79.709999,80.019997,79,79.150002,601200,79.150002
"186",79.5,80.129997,79.389999,79.830002,615100,79.830002
"187",79.629997,79.989998,79.150002,79.879997,481700,79.879997
"188",79.940002,80.550003,79.690002,80.529999,802600,80.529999
"189",80.669998,81.540001,80.669998,81.18,984300,81.18
"190",81.269997,81.529999,81.040001,81.269997,635900,81.269997
"191",81.129997,81.93,80.940002,81.889999,475800,81.889999
"192",82,82.160004,81.519997,82.07,513400,82.07
"193",82.029999,82.550003,81.519997,82.480003,575500,82.480003
"194",82.480003,82.839996,82.400002,82.709999,356000,82.709999
"195",82.57,82.739998,82.18,82.68,618800,82.68
"196",82.660004,83.410004,82.650002,82.860001,1342700,82.860001
"197",83.099998,84.93,83,84.739998,1146200,84.739998
"198",84.959999,85,84.300003,84.610001,831000,84.610001
"199",84.599998,85,84.050003,84.07,642300,84.07
"200",83.769997,84,83.470001,83.720001,523200,83.720001
"201",83.699997,83.730003,82.720001,83.18,502100,83.18
"202",82.690002,83.389999,82.440002,83.379997,739900,83.379997
"203",83.720001,84.550003,83.639999,84.32,662900,84.32
"204",84.529999,84.980003,84.18,84.279999,507600,84.279999
"205",84.309998,84.949997,83.919998,84.769997,752600,84.769997
"206",85.449997,86.809998,85.220001,85.690002,1391800,85.690002
"207",85.989998,87,85.739998,86.809998,1067400,86.809998
"208",87.120003,87.470001,86.129997,87.190002,811600,87.190002
"209",86.870003,87.18,86.050003,86.260002,852400,86.260002
"210",86.580002,86.690002,86.139999,86.519997,871300,86.519997
"211",87.07,87.209999,85.709999,86.120003,765700,86.120003
"212",86.160004,87.010002,86.050003,86.949997,686300,86.949997
"213",86.760002,87.519997,86.559998,86.919998,801100,86.919998
"214",86.959999,87.470001,86.019997,87.220001,1174500,87.220001
"215",87.400002,87.910004,86.75,86.910004,1448500,86.910004
"216",86.889999,87.239998,86.800003,87.07,902300,87.07
"217",86.480003,86.959999,85.68,86.900002,785000,86.900002
"218",86.410004,87.339996,86.279999,87.279999,1327200,87.279999
"219",87.080002,87.940002,87.050003,87.82,986100,87.82
"220",87.540001,88.080002,87.269997,87.760002,1201400,87.760002
"221",87.360001,88.080002,87.080002,87.629997,936600,87.629997
"222",88.059998,89.230003,87.910004,89.040001,1219400,89.040001
"223",88.889999,89.400002,88.349998,88.360001,884600,88.360001
"224",88.510002,89.029999,88.419998,88.900002,721400,88.900002
"225",89.279999,89.809998,89.050003,89.379997,713200,89.379997
"226",89.290001,89.559998,88.879997,89.339996,570300,89.339996
"227",89.550003,90.330002,89.459999,90.150002,445900,90.150002
"228",90.080002,90.080002,89.080002,89.230003,901400,89.230003
"229",89.839996,90.309998,89.300003,89.800003,1116000,89.800003
"230",89.699997,89.739998,86.470001,86.769997,1649200,86.769997
"231",94.699997,94.800003,90.360001,90.379997,2950800,90.379997
"232",90.419998,91.190002,88.290001,90.32,1765200,90.32
"233",90.620003,91.449997,87.709999,87.720001,1384000,87.720001
"234",87.459999,89.010002,87.010002,87.339996,1140900,87.339996
"235",87.269997,88.790001,86.769997,88.650002,1287100,88.650002
"236",89.050003,90.540001,88.550003,90.330002,1436100,90.330002
"237",90.669998,91.32,90.32,90.510002,1335500,90.510002
"238",90.419998,91,89.43,89.559998,1312100,89.559998
"239",87.440002,88.529999,86.779999,87.580002,1538100,87.580002
"240",88.050003,89.199997,87.879997,88.25,1234700,88.25
"241",88.5,89.029999,87.529999,87.980003,971100,87.980003
"242",88.239998,88.839996,87.510002,87.860001,6602300,87.860001
"243",88.699997,89.540001,87.720001,87.919998,1548200,87.919998
"244",87.870003,88.550003,87.410004,88.370003,1370500,88.370003
"245",88.459999,88.459999,86.940002,87.099998,749700,87.099998
"246",87.580002,87.809998,86.230003,86.480003,606600,86.480003
"247",86.400002,86.400002,85.339996,85.82,842800,85.82
"248",85.650002,85.910004,85.230003,85.349998,800700,85.349998
"249",85.5,86.230003,85.050003,85.709999,1050900,85.709999
"250",86,86.040001,85.169998,85.650002,711400,85.650002
"251",85.57,86.160004,85.220001,85.239998,620700,85.239998
"252",85.900002,86.129997,85.080002,86.029999,984400,86.029999
"253",85.940002,87.25,85.739998,87.059998,877200,87.059998
"254",87.25,88.699997,87.050003,87.889999,1059900,87.889999
"255",88.279999,89.400002,87.900002,88.93,905200,88.93
"256",88.739998,89.919998,88.559998,89.760002,1010100,89.760002
"257",89.910004,90.470001,89.360001,89.690002,776900,89.690002
"258",89.279999,89.599998,88.839996,89.339996,687200,89.339996
"259",89.410004,90.410004,89.059998,89.709999,696200,89.709999
"260",89.889999,90.599998,89.550003,90.370003,616100,90.370003
"261",90.400002,91.290001,89.029999,89.269997,940100,89.269997
"262",89.940002,91.290001,89.82,90.980003,658100,90.980003
"263",90.75,92.019997,90.75,91.470001,958800,91.470001
"264",91.879997,92.690002,91.370003,92.610001,1027400,92.610001
"265",92.470001,93.489998,92.040001,92.959999,743100,92.959999
"266",93.019997,93.459999,92.5,93.379997,572900,93.379997
"267",93.830002,94.139999,92.720001,92.839996,711600,92.839996
"268",93.160004,93.690002,91.709999,91.910004,663000,91.910004
"269",92.43,93.080002,92.160004,92.959999,758200,92.959999
"270",92.419998,92.989998,91.199997,91.279999,779700,91.279999
"271",91.230003,91.919998,90.989998,91.32,826400,91.32
"272",91.510002,92.910004,91.279999,92.610001,1099400,92.610001
"273",91.889999,92.940002,90.889999,91.379997,1115000,91.379997
"274",90.830002,91.57,90.139999,90.160004,1017500,90.160004
"275",89.919998,91.370003,87.620003,87.620003,1488000,87.620003
"276",86.599998,87.919998,83.830002,87.449997,1815700,87.449997
"277",86.889999,87.68,85.82,85.849998,1431400,85.849998
"278",85.849998,86.25,82.559998,82.620003,1827400,82.620003
"279",83.32,85.160004,82.099998,84.339996,1718700,84.339996
"280",84.660004,85.790001,84.379997,85.330002,908800,85.330002
"281",84.760002,85.769997,84.470001,85.5,752500,85.5
"282",84.769997,86.68,84.559998,86.620003,1292600,86.620003
"283",86.959999,89.129997,86.389999,88.93,1414100,88.93
"284",88.860001,89.760002,88.769997,89.07,1184500,89.07
"285",88.839996,89.989998,88.589996,89.760002,1191600,89.760002
"286",89.900002,90.389999,88.419998,88.459999,1474800,88.459999
"287",91.150002,92.879997,84.349998,84.379997,3378500,84.379997
"288",85.199997,85.580002,84.220001,85.239998,1577500,85.239998
"289",85.790001,86.230003,84.889999,85.470001,977000,85.470001
"290",85.900002,86.370003,84.870003,84.940002,1048700,84.940002
"291",85.269997,86.139999,84.669998,84.669998,1253600,84.669998
"292",84.669998,85.190002,83.620003,84.529999,1778900,84.529999
"293",83.519997,85.949997,83.089996,85.769997,1148800,85.769997
"294",85.440002,86.389999,83.760002,86.059998,873800,86.059998
"295",86.209999,86.800003,86.029999,86.260002,880900,86.260002
"296",86,86.82,85.779999,86.739998,779400,86.739998
"297",87,88.75,86.790001,88.639999,1587800,88.639999
"298",89,89.860001,88.139999,89.730003,952300,89.730003
"299",89.900002,89.980003,89.059998,89.089996,797500,89.089996
"300",89.900002,89.980003,88.169998,88.480003,737700,88.480003
"301",88.919998,89.089996,87.290001,87.82,620200,87.82
"302",88.040001,88.589996,87.419998,87.830002,581200,87.830002
"303",88.110001,88.440002,87.489998,88.129997,1275200,88.129997
"304",87.720001,87.910004,85.760002,86.610001,913800,86.610001
"305",86.709999,87.25,86.519997,86.709999,621300,86.709999
"306",86.599998,87.510002,86.160004,86.589996,647500,86.589996
"307",85.720001,86.389999,84.739998,84.800003,821200,84.800003
"308",84.739998,84.739998,82.339996,82.360001,783200,82.360001
"309",83.43,84.32,82.660004,84.220001,888700,84.220001
"310",84.690002,85.410004,82.5,82.889999,1023600,82.889999
"311",82.809998,84.010002,82.150002,82.300003,1187100,82.300003
"312",82.699997,84.489998,82.459999,83.239998,1202200,83.239998
"313",83.010002,83.400002,80.129997,80.769997,1126400,80.769997
"314",81.040001,81.860001,80.510002,81.639999,863900,81.639999
"315",80.669998,82.940002,80.260002,82.739998,1080300,82.739998
"316",83.400002,83.779999,82.809998,82.959999,729700,82.959999
"317",82.550003,83.029999,80.910004,81.389999,1207000,81.389999
"318",81.760002,83.410004,81.629997,81.75,954400,81.75
"319",82.529999,83.260002,81.959999,82.629997,1026800,82.629997
"320",82.220001,83.900002,82.150002,83.160004,975400,83.160004
"321",83.279999,84.93,82.580002,84.480003,692800,84.480003
"322",84.839996,84.940002,83.550003,83.82,734900,83.82
"323",84.059998,84.559998,83.370003,84.480003,889100,84.480003
"324",85,86.269997,84.419998,86.199997,928500,86.199997
"325",86,86.050003,85.339996,85.690002,812900,85.690002
"326",85.419998,85.75,83.82,84.139999,901000,84.139999
"327",84,84.169998,82.639999,83.010002,1420900,83.010002
"328",83.32,83.879997,82.559998,82.599998,987900,82.599998
"329",83.480003,85.120003,83.019997,84.040001,1789100,84.040001
"330",83.940002,85.269997,82.379997,83.739998,1373300,83.739998
"331",84.080002,85.620003,83.669998,85.410004,1117000,85.410004
"332",85.470001,85.779999,84.690002,85.190002,858100,85.190002
"333",85.5,85.900002,85.239998,85.510002,1127200,85.510002
"334",85.400002,86.150002,85.169998,86.07,643200,86.07
"335",85.839996,86.489998,85.400002,86.010002,988800,86.010002
"336",85.870003,86.529999,85.139999,86.489998,1160300,86.489998
"337",86.129997,88.029999,85.550003,87.720001,503400,87.720001
"338",88.099998,89.309998,88.019997,89,982500,89
"339",88.889999,89.620003,88.389999,89.050003,1307600,89.050003
"340",89.260002,90.980003,88.959999,90.830002,843200,90.830002
"341",91.029999,91.389999,90.709999,91.190002,1020000,91.190002
"342",91.050003,91.639999,90.660004,91.019997,1050800,91.019997
"343",91.150002,91.400002,89.779999,89.889999,805500,89.889999
"344",89.18,89.440002,88.449997,88.660004,977000,88.660004
"345",88.709999,89.169998,88.169998,88.949997,851100,88.949997
"346",88.760002,89.349998,88.309998,88.900002,813700,88.900002
"347",88.889999,89.5,88.669998,89.25,2569900,89.25
"348",89.580002,89.959999,89.040001,89.43,697100,89.43
"349",89.620003,90.160004,89.139999,89.269997,713100,89.269997
"350",88.75,90.339996,88.209999,90.330002,1259600,90.330002
"351",88.099998,90.330002,86.510002,88.559998,2177300,88.559998
"352",88.809998,88.809998,87.690002,88.32,901600,88.32
"353",87.980003,88.239998,87.260002,87.779999,844400,87.779999
"354",88.110001,88.489998,87.489998,87.5,657000,87.5
"355",88.07,88.860001,87.610001,88.07,1375000,88.07
"356",88.489998,89.540001,88,89.459999,805800,89.459999
"357",89.379997,89.949997,88.769997,89.68,556600,89.68
"358",90,90.43,89.669998,90.300003,802500,90.300003
"359",90.970001,91.529999,90.650002,91.43,973200,91.43
"360",91.309998,91.669998,89.470001,90.120003,923800,90.120003
"361",89.93,90.540001,89.5,90.510002,765500,90.510002
"362",90.5,90.660004,90.120003,90.589996,516700,90.589996
"363",90.650002,91.050003,90.290001,90.790001,439100,90.790001
"364",90.790001,91.389999,90.32,90.470001,709000,90.470001
"365",90.860001,91.360001,90.339996,90.870003,545400,90.870003
"366",90.900002,90.919998,89.830002,90.57,1362500,90.57
"367",89.559998,90.57,89.190002,90.480003,923400,90.480003
"368",89.599998,89.93,88.949997,89.199997,1171000,89.199997
"369",89.699997,90.989998,89.379997,90.309998,930100,90.309998
"370",90.290001,90.720001,89.150002,89.230003,622300,89.230003
"371",89.519997,89.699997,88.050003,88.120003,1020200,88.120003
"372",87.690002,88.089996,85.970001,86.519997,1001900,86.519997
"373",86.669998,87.25,86.309998,86.410004,912600,86.410004
"374",86.599998,87.440002,84.449997,84.57,1126700,84.57
"375",84.480003,85.260002,84.010002,84.989998,781500,84.989998
"376",85.269997,86.129997,85.160004,85.57,1312500,85.57
"377",85.129997,86.459999,84.75,86.400002,766100,86.400002
"378",86.889999,87.089996,85.870003,86.269997,539400,86.269997
"379",86.860001,87.410004,86.400002,87.169998,746400,87.169998
"380",87.139999,88.269997,87.129997,88.18,826500,88.18
"381",88.519997,88.75,87.75,88.489998,947000,88.489998
"382",88.82,89.050003,88.260002,88.989998,1081000,88.989998
"383",88.230003,89.290001,88.230003,89.190002,998800,89.190002
"384",89.68,91.559998,89.169998,91.480003,892400,91.480003
"385",91.220001,91.669998,91.089996,91.410004,643300,91.410004
"386",91.580002,91.790001,91.209999,91.489998,864300,91.489998
"387",91,92.449997,90.790001,92.110001,1059500,92.110001
"388",92.110001,92.620003,91.599998,91.940002,1267800,91.940002
"389",91.75,92.339996,91.550003,91.769997,783300,91.769997
"390",91.730003,92.5,91.599998,91.690002,1053800,91.690002
"391",91.690002,92,91.220001,91.839996,609700,91.839996
"392",92.25,92.68,91.68,91.970001,1011500,91.970001
"393",91.839996,93.169998,91.839996,93.160004,1067800,93.160004
"394",93.099998,93.580002,92.830002,93.150002,749900,93.150002
"395",93.370003,93.660004,91.910004,92.580002,1832700,92.580002
"396",92.389999,92.75,89.269997,89.330002,1961600,89.330002
"397",89.610001,90.040001,88.480003,89.43,1258800,89.43
"398",89.230003,90.440002,89.230003,89.75,733200,89.75
"399",89.019997,90.699997,89.019997,90.660004,1120000,90.660004
"400",90.900002,91.230003,90.300003,91.139999,703100,91.139999
"401",91.040001,92.379997,90.699997,92.330002,965400,92.330002
"402",92.419998,92.889999,91.980003,92.650002,1339000,92.650002
"403",92.669998,92.989998,92.169998,92.879997,795300,92.879997
"404",93.099998,93.739998,92.959999,93.419998,1016900,93.419998
"405",92.769997,93.870003,92.769997,93.529999,1159000,93.529999
"406",93.650002,94.110001,92.389999,92.870003,914400,92.870003
"407",92.900002,93.470001,92.650002,93.199997,588300,93.199997
"408",92.589996,93.099998,91.629997,92.639999,770500,92.639999
"409",93.309998,93.540001,92.699997,93.419998,768400,93.419998
"410",93.050003,93.5,92.540001,93.339996,820400,93.339996
"411",93.699997,93.980003,92.970001,93.550003,816100,93.550003
"412",93.629997,94.220001,93.629997,93.919998,768800,93.919998
"413",93.760002,94.800003,93.760002,94.669998,1117600,94.669998
"414",98.57,101.760002,96.57,100.690002,4212100,100.690002
"415",101.099998,102.410004,100.690002,102.129997,1969600,102.129997
"416",102.5,102.910004,102.019997,102.129997,1202800,102.129997
"417",102.029999,102.660004,101.360001,101.860001,803900,101.860001
