"","TMO.Open","TMO.High","TMO.Low","TMO.Close","TMO.Volume","TMO.Adjusted"
"81",166.529999,166.600006,164.770004,165.330002,1507000,163.349731
"82",166.369995,167.539993,166.020004,166.619995,1431200,164.624329
"83",166.600006,167.5,165.75,167.25,1561700,165.246796
"84",167.25,168.610001,166.910004,168.320007,1785200,166.30394
"85",168.360001,170.240005,168.110001,170.119995,1247400,168.082413
"86",170.080002,171.149994,169.639999,171.059998,1681300,169.011139
"87",171.429993,171.669998,169.789993,170.389999,3636100,168.349152
"88",171.669998,173.210007,171,172.119995,1806500,170.058411
"89",170.940002,172.669998,170.199997,170.970001,1860100,168.922226
"90",169.880005,171.070007,169.460007,171.009995,1126900,168.9617
"91",170.699997,172.059998,170.410004,171.520004,1107400,169.465607
"92",171.5,173.529999,171.380005,172.259995,2280300,170.196762
"93",172.339996,172.759995,171.779999,172.270004,1482300,170.206635
"94",172.270004,173,170.839996,170.970001,1368000,168.922226
"95",171.029999,173.259995,170.869995,171.740005,1553200,169.682999
"96",172.119995,172.699997,171.229996,171.529999,1130900,169.475555
"97",171.350006,172.380005,170.800003,172.100006,1044400,170.038696
"98",173.389999,173.639999,171.75,171.830002,1078700,169.771912
"99",171.809998,172.440002,171.279999,172.330002,827900,170.26593
"100",172.470001,173.070007,171.960007,172.899994,764200,170.829071
"101",173.309998,173.559998,172.880005,173.419998,683300,171.342865
"102",173.169998,173.580002,172.419998,173.25,1114200,171.174942
"103",173.779999,174.380005,172.779999,172.789993,1836500,170.720413
"104",172.789993,174.820007,172.330002,174.820007,1014500,172.726135
"105",175,176.389999,174.169998,176.389999,1074500,174.277298
"106",176.259995,176.850006,175.309998,176.440002,874300,174.32666
"107",176,176.580002,175.740005,176.070007,1443000,173.961121
"108",176.089996,176.509995,175.520004,176.339996,897800,174.22789
"109",176.339996,176.360001,173.850006,174.809998,2016400,172.716217
"110",175.300003,175.970001,174.070007,174.929993,1238400,172.834793
"111",174.990005,175.190002,172.039993,173.380005,1695200,171.303345
"112",173.520004,175.100006,173.330002,174.929993,912100,172.984451
"113",175.339996,175.339996,173.779999,174.570007,1337300,172.628448
"114",173.820007,174.240005,172.580002,174.130005,1150400,172.193344
"115",174.559998,175.309998,174,174.860001,1944700,172.915237
"116",175.619995,176.710007,175.089996,176.25,1154800,174.289764
"117",176.039993,176.919998,175.259995,175.669998,1299600,173.716202
"118",176.490005,176.880005,175.089996,175.600006,1348000,173.647018
"119",176.029999,176.369995,174.300003,175.470001,964500,173.518433
"120",175.75,175.75,173.199997,174.440002,1633700,172.499863
"121",174.990005,175,172.940002,173.229996,1297100,171.303345
"122",172.970001,174.300003,172.130005,173.699997,1207800,171.768127
"123",174.619995,176.270004,173.770004,175.770004,1009900,173.815079
"124",175.600006,176.100006,173.199997,173.889999,1252100,171.955994
"125",174.419998,175.210007,173.979996,174.470001,819700,172.529556
"126",175.330002,176.199997,174.410004,174.410004,612300,172.47023
"127",174.600006,176.440002,174.229996,175.740005,1186800,173.785461
"128",174.779999,175.789993,174.289993,175.039993,2290600,173.093185
"129",175.800003,177.990005,175.399994,177.490005,1345700,175.515991
"130",177.800003,178.289993,176.740005,177.669998,1492500,175.69397
"131",177.649994,179.139999,176.889999,178.639999,2127100,176.653198
"132",179.210007,180.720001,179.059998,180.199997,1101600,178.195877
"133",180.570007,180.699997,179.309998,180.029999,927400,178.027756
"134",179.860001,181.270004,179.369995,180.949997,871900,178.937485
"135",181.080002,182.399994,180.240005,180.789993,1297300,178.779266
"136",180.600006,180.960007,178.850006,179.350006,1433300,177.355301
"137",180.059998,180.639999,179.25,180.149994,932300,178.146378
"138",181.110001,182.770004,181.110001,181.550003,1109800,179.530838
"139",181.289993,182.860001,181.059998,182.179993,786800,180.153824
"140",182.139999,182.869995,181.610001,182.160004,805600,180.134018
"141",181.770004,182.279999,179.5,180.130005,1440700,178.126617
"142",175.169998,176.740005,170.179993,175.059998,3944000,173.112976
"143",175.850006,177,174.330002,175.270004,2479100,173.320679
"144",175.300003,176.5,173.529999,175.970001,1326900,174.012909
"145",176.610001,177.050003,175.300003,175.529999,1266500,173.577759
"146",176.160004,176.5,175.119995,175.470001,1382400,173.518433
"147",175.869995,176.589996,175.509995,176.440002,1370000,174.477615
"148",176,176.220001,174.880005,175.740005,933100,173.785461
"149",175.929993,176.910004,175.160004,176.330002,752100,174.368851
"150",176.350006,177.429993,175.679993,177.350006,791800,175.377533
"151",176.509995,176.850006,173.929993,173.990005,1648700,172.054886
"152",170.259995,174.009995,170.259995,173.259995,4284600,171.332993
"153",171.929993,173.389999,171.309998,171.740005,2266700,169.829926
"154",171.639999,174.100006,170.070007,173.229996,2202600,171.303345
"155",174.949997,175.25,173.720001,174.029999,1182400,172.094452
"156",174.75,175.259995,173.360001,173.559998,992500,171.629684
"157",173.949997,176,173.839996,175.440002,1268500,173.488785
"158",175.199997,175.720001,172.869995,172.889999,1159800,170.967148
"159",172.559998,174.360001,172.149994,172.570007,1182700,170.650726
"160",172.789993,174.139999,172.509995,174.009995,1184900,172.074661
"161",174.550003,176.860001,174.160004,176.789993,1271600,174.823746
"162",176.309998,177.279999,175.160004,175.809998,2168700,173.854645
"163",175.820007,176.639999,175.539993,175.960007,1177000,174.00296
"164",176.539993,178.600006,176.460007,177.220001,1537700,175.248978
"165",177.800003,178.740005,177.229996,178.429993,1462200,176.445526
"166",177.690002,180.679993,177.289993,180.520004,1549500,178.512238
"167",180.970001,183.320007,180.429993,182.949997,1445300,180.915253
"168",183.490005,187.539993,182.960007,187.139999,2035500,185.05864
"169",188.220001,188.759995,185.419998,186,1404800,183.931335
"170",185.869995,186.5,184.880005,186.020004,1190400,183.951126
"171",187.389999,189.490005,187.029999,189.410004,1516600,187.303406
"172",190,190.949997,188.850006,190.589996,1619100,188.47023
"173",190.589996,192.279999,189.779999,191.630005,1545800,189.498734
"174",192.220001,193.669998,192.070007,193.570007,1521000,191.41716
"175",194.020004,194.300003,192.600006,194.039993,1000900,191.881912
"176",193.649994,193.880005,191.100006,191.470001,1302100,189.3405
"177",191.820007,192,189.639999,191.690002,1287300,189.70665
"178",190.759995,192.830002,190.580002,190.630005,3274900,188.657639
"179",191.149994,191.979996,190.779999,191.860001,1750700,189.874893
"180",192.039993,192.279999,189.300003,189.619995,1215500,187.658066
"181",189.529999,190.169998,187.419998,188.600006,1194400,186.648621
"182",187.899994,189.270004,187.699997,187.910004,921600,185.965744
"183",188.130005,189.110001,187.309998,188.300003,912200,186.35173
"184",188.720001,189.110001,185.979996,187.320007,1916100,185.381882
"185",189.309998,189.850006,187.570007,187.669998,1384200,185.728256
"186",188.25,189.110001,187.25,188.470001,1410200,186.519974
"187",187.789993,188.440002,186.050003,186.449997,1002200,184.520874
"188",186.710007,189.570007,186.350006,189.199997,1703200,187.242432
"189",189.809998,191.539993,189.229996,191.539993,1414300,189.558182
"190",191.539993,192.300003,189.539993,190.330002,1023100,188.360748
"191",190.710007,193.509995,190.710007,193.509995,1114400,191.507767
"192",193.360001,193.470001,191.940002,193.429993,1021800,191.428635
"193",193.380005,194.119995,191.940002,193.210007,974900,191.210892
"194",193.399994,193.979996,192.369995,193.259995,593500,191.260406
"195",193.669998,193.850006,191.509995,192.639999,894900,190.64682
"196",192.600006,193.520004,192.360001,193.460007,762900,191.458359
"197",193.5,193.669998,192.899994,193.389999,876500,191.389069
"198",193.679993,194.119995,191.910004,192.419998,852100,190.429092
"199",192.789993,193.389999,190.759995,191.279999,1244100,189.300903
"200",190.509995,190.809998,186.639999,188.770004,1893900,186.816895
"201",189,189.550003,187.699997,189.220001,1372500,187.262192
"202",189.639999,192.449997,189.270004,192.440002,1691700,190.448914
"203",193.169998,194.429993,192.839996,193.860001,1258500,191.854218
"204",194.679993,195.919998,194.050003,194.369995,1313400,192.358902
"205",194.580002,195.350006,193.190002,194.380005,2176900,192.36882
"206",198.380005,200.990005,196.990005,199.669998,2120000,197.604095
"207",199.720001,201.199997,197.669998,200.369995,2942500,198.29686
"208",200,201.059998,191.240005,192.419998,3777100,190.429092
"209",191.710007,192.869995,190.309998,192.020004,1741800,190.033249
"210",192.059998,195.5,191.800003,193.830002,1543000,191.824554
"211",195.139999,195.309998,193.220001,194.190002,1056600,192.180832
"212",193.979996,194.229996,191.009995,191.279999,1797700,189.300903
"213",191.630005,194.509995,191.350006,193.710007,816200,191.705765
"214",194.020004,194.539993,192.889999,193.529999,1066000,191.527603
"215",193.5,194.070007,192.729996,193.210007,796600,191.210892
"216",192.710007,194.179993,192.710007,193.860001,981900,191.854218
"217",193.419998,193.960007,190.199997,191.889999,1052400,189.904602
"218",191.669998,191.910004,184.5,186.179993,3009200,184.253647
"219",185.529999,188.809998,185.25,188.210007,1786900,186.26265
"220",187.809998,190.229996,187.369995,189.080002,1421300,187.123688
"221",189.119995,189.880005,187.910004,188.509995,1090800,186.559555
"222",189.050003,190.990005,189.020004,190.610001,982800,188.637833
"223",189.550003,191.580002,189.550003,190.169998,1151900,188.202393
"224",189.960007,191.899994,189.839996,191,1373800,189.023773
"225",191.350006,193.039993,190.279999,192.929993,1757100,190.933823
"226",193,193.240005,192.169998,192.75,1005500,190.755646
"227",193,193.759995,192.300003,193.509995,374500,191.507767
"228",193.020004,193.940002,192.360001,193.919998,1731600,191.913559
"229",194.940002,196.360001,194.429993,196.300003,1650500,194.268951
"230",196.360001,197.179993,191.759995,192.619995,2183000,190.626984
"231",193.690002,194.789993,191.850006,192.759995,2497500,190.765564
"232",192.779999,193.490005,189.190002,192.199997,1335400,190.211349
"233",191,191.259995,181.539993,182.029999,3926800,180.146606
"234",182.589996,184.380005,181.509995,182.449997,2229200,180.562256
"235",182.639999,184.029999,181.589996,183.869995,2262900,181.96759
"236",183.889999,185.759995,183.649994,185.630005,1550100,183.709335
"237",186.220001,188.899994,185.860001,187.960007,2437700,186.015259
"238",188.570007,189.619995,187.179993,189.490005,1423700,187.529404
"239",189.410004,189.899994,187.619995,189.490005,1301100,187.529404
"240",189.860001,191.970001,189.539993,191.470001,1447300,189.488922
"241",191.289993,193.080002,188.199997,188.320007,2158700,186.517654
"242",189.479996,192.679993,189.410004,192.270004,3851200,190.42984
"243",193.309998,194.520004,192.880005,193.570007,1305300,191.717377
"244",194.25,195.350006,192.699997,193.889999,1552700,192.034348
"245",194.779999,194.779999,190.940002,192.289993,1492000,190.4496
"246",192.850006,193.559998,190.960007,191.130005,1185800,189.300751
"247",190.910004,191.119995,189.089996,190.419998,1093600,188.597504
"248",190.720001,191.149994,189.929993,190.339996,467400,188.51828
"249",190.690002,191.229996,190.179993,191.169998,671600,189.340347
"250",190.940002,191.979996,190.259995,191.169998,675500,189.340347
"251",191.940002,191.949997,189.880005,189.880005,856600,188.062698
"252",190.800003,193.490005,190.380005,192.979996,1140900,191.133057
"253",192.210007,196.669998,191.179993,196.520004,1458300,194.639145
"254",197.149994,199.600006,196.669998,198.979996,1566400,197.075607
"255",200,202.649994,199.210007,202.389999,1469500,200.452972
"256",202.389999,203.240005,200.199997,202.720001,1974600,200.779861
"257",204.75,206.919998,203.399994,206.100006,1845200,204.127441
"258",204.800003,206.619995,201.960007,206.289993,1421200,204.315628
"259",206.949997,208.720001,205.960007,208.660004,1520600,206.662964
"260",208.889999,211.539993,207.789993,210.169998,1486500,208.158508
"261",211.809998,211.809998,207.509995,208.009995,2264300,206.019196
"262",209.559998,211.669998,208.300003,211.479996,1461700,209.455978
"263",211.399994,213.059998,210.520004,212.410004,1458500,210.37709
"264",213.949997,214.570007,212.360001,213.509995,1439900,211.466507
"265",214.009995,215.330002,212.770004,215.320007,1230300,213.259232
"266",215.580002,217.220001,214.25,214.550003,1267000,212.496597
"267",215.020004,216.669998,213,215.320007,1227400,213.259232
"268",216.369995,218.740005,215.009995,217.880005,1668400,215.794724
"269",218.169998,219.779999,216.729996,219.779999,1162000,217.676544
"270",219.399994,220.100006,218.589996,218.809998,1042800,216.715805
"271",215.990005,216.279999,212.539993,214.619995,1921700,212.565948
"272",223.460007,226,219.699997,224.110001,3414200,221.965088
"273",224.160004,226.440002,219.610001,222.360001,1912800,220.231842
"274",220.110001,220.779999,217.559998,217.690002,1992400,215.606583
"275",216.710007,219.259995,207.809998,208.309998,2387600,206.31633
"276",205,211.100006,201.619995,209.479996,2415300,207.475082
"277",208.339996,211.199997,206.130005,207.550003,1653000,205.563583
"278",207.320007,209.990005,198.690002,198.729996,2196600,196.828003
"279",200.539993,202.389999,194.509995,200.179993,2074300,198.26413
"280",202,206.130005,201.520004,204.509995,1528200,202.552673
"281",203.509995,204.470001,200.860001,203.5,1222700,201.552338
"282",201.860001,208.809998,201.720001,208.309998,1412300,206.31633
"283",210.339996,210.75,206.619995,210.720001,1080800,208.703247
"284",210.259995,212.690002,209.350006,210.610001,895800,208.59433
"285",208.899994,210.949997,207.300003,207.839996,1127700,205.8508
"286",208.300003,213.639999,208.300003,209.789993,1021300,207.782135
"287",210.800003,213.630005,208.699997,209.130005,1230600,207.128464
"288",209.970001,211.839996,208.399994,211.710007,827300,209.683777
"289",212.179993,214.210007,211.210007,214.070007,990600,212.02121
"290",213.919998,214.869995,210.460007,210.679993,1067000,208.66362
"291",211.410004,213.479996,208.5,208.580002,1099300,206.58374
"292",208.639999,208.800003,202.820007,205.210007,1419500,203.245972
"293",203.669998,206.990005,201.820007,206.440002,1228600,204.464249
"294",204.509995,207.929993,202.070007,206.759995,1228500,204.781113
"295",208.070007,210.330002,206.660004,210.119995,1007100,208.109009
"296",207.339996,212.460007,207.339996,212.160004,1225500,210.12944
"297",212.699997,212.729996,210.009995,211.699997,868700,209.673843
"298",213.25,218.080002,212.360001,217.889999,1594600,215.804596
"299",218.699997,219.940002,216.929993,217.490005,2268400,215.408463
"300",219.130005,219.669998,214.899994,215.119995,1483000,213.061142
"301",215.419998,216.649994,212.860001,213.460007,1252500,211.584213
"302",212.520004,215.190002,212.160004,212.449997,1401100,210.583099
"303",212.610001,213.389999,210.259995,210.440002,2564100,208.59079
"304",210.779999,212.550003,209.110001,211.720001,1819300,209.859497
"305",212.889999,215.550003,211.910004,214.720001,1523200,212.833145
"306",214.779999,215.369995,212.839996,212.960007,1029200,211.088638
"307",211,212.399994,206.520004,207.330002,1665000,205.508118
"308",207.789993,208.330002,204.270004,204.649994,1703900,202.851639
"309",207.570007,210.149994,204.960007,209.679993,1058600,207.837418
"310",210.360001,210.919998,205.229996,206.619995,1359200,204.804306
"311",207.490005,208.429993,205.320007,205.919998,1402000,204.110458
"312",207.009995,208.440002,204.520004,206.460007,1787700,204.645752
"313",205.720001,206.779999,199.850006,203.139999,1619700,201.354904
"314",204.699997,207.509995,203.020004,206.679993,1316300,204.863785
"315",203.580002,209.820007,202.389999,209.320007,1318500,207.480621
"316",210.119995,212.610001,209.490005,211.860001,1159700,209.998276
"317",209.490005,211.119995,203.759995,205.559998,1649700,203.753647
"318",207.25,212.410004,207.25,209.550003,1399100,207.708557
"319",212.350006,216.330002,211.839996,215.190002,2050200,213.299042
"320",213.369995,213.929993,211.690002,212.789993,1067200,210.920135
"321",214.089996,214.839996,213.240005,213.330002,748700,211.455383
"322",214.669998,215.320007,212.860001,214.350006,676400,212.4664
"323",215.710007,217.520004,212.639999,215.910004,817200,214.012695
"324",217.240005,219.089996,216.100006,218.229996,1611600,216.312302
"325",219.080002,221.029999,218.410004,219.529999,1564400,217.600891
"326",220.240005,221.880005,215.479996,216.990005,1610100,215.083237
"327",217.860001,218.449997,215.600006,215.889999,1377900,213.992859
"328",216.830002,218.050003,215.800003,216.350006,1244700,214.448807
"329",214.440002,216.300003,210.490005,213.169998,2051100,211.296783
"330",217.850006,218,207.990005,214.470001,2246500,212.585373
"331",214.699997,215.899994,212.039993,213.839996,1475200,211.960907
"332",213.669998,214.470001,212.199997,212.839996,1668300,210.969681
"333",213.089996,213.839996,210.339996,210.350006,1375400,208.501572
"334",210.440002,212.289993,208.389999,210.720001,1100600,208.868286
"335",210,211.350006,208.020004,208.839996,1514700,207.004837
"336",208.160004,208.610001,204.860001,208.320007,2291700,206.489365
"337",208.130005,210.639999,205.220001,210.070007,996700,208.22403
"338",210.330002,211.990005,208.160004,208.979996,1204600,207.14357
"339",208.270004,209.020004,206.589996,208.070007,1105900,206.241608
"340",208.660004,209.529999,207.330002,208.690002,1237100,206.856155
"341",210,214.130005,209.089996,213.820007,1272700,211.941055
"342",214.270004,216.690002,213.360001,216.550003,1209800,214.647095
"343",216.600006,219.410004,215.800003,217.410004,1447300,215.499512
"344",213.259995,214.649994,208.919998,209.080002,1731400,207.242706
"345",209.5,212.149994,209.100006,210.669998,1813500,208.818741
"346",211.119995,212.520004,210.020004,211.009995,1364300,209.155762
"347",211.5,215.470001,211.220001,214.940002,1072800,213.051239
"348",215.740005,217.130005,214.940002,216.729996,894400,214.8255
"349",217.880005,219.050003,217.5,217.860001,1587200,215.945572
"350",217,218.770004,215.699997,216.520004,1446900,214.617325
"351",217.139999,218.869995,215.820007,215.970001,955000,214.072174
"352",215.830002,216.380005,212.589996,213.649994,929200,211.772537
"353",211.479996,212.649994,207.100006,208.970001,1854100,207.133698
"354",210.339996,212,209.710007,210.949997,1189500,209.096268
"355",210.949997,211.169998,208.029999,208.270004,1659400,206.43985
"356",210,211.979996,209.610001,211.830002,833800,209.968582
"357",212,214.800003,212,214.169998,1554200,212.287979
"358",213.830002,215.979996,213.740005,214.770004,1096500,212.88269
"359",215.220001,218.289993,214.330002,218.270004,1204200,216.351929
"360",218.270004,218.960007,215.580002,216.460007,1053400,214.557877
"361",216.75,217.880005,216.039993,217.020004,1087400,215.11293
"362",217.630005,218.300003,216.460007,217.339996,1154800,215.430145
"363",217.460007,218.460007,216.779999,217.949997,1247300,216.034805
"364",218.529999,218.690002,216.220001,216.350006,1214000,214.448807
"365",216.779999,217,215.179993,216.550003,1001600,214.815887
"366",216.25,216.580002,213.860001,215.800003,2190000,214.071899
"367",213.720001,213.720001,211.580002,212.820007,1363000,211.115768
"368",210.860001,211.649994,208.210007,209.929993,1381400,208.248871
"369",210,210.5,208.330002,208.800003,928000,207.12793
"370",209,209.229996,205.800003,206.539993,1212700,204.886032
"371",208.169998,210.080002,207.110001,208.75,2327800,207.078323
"372",207.710007,208.149994,203.449997,204.929993,1534600,203.28891
"373",205,206.460007,204.479996,205.160004,951900,203.517075
"374",205.889999,207.449997,203.360001,203.380005,1177700,201.751358
"375",203.149994,206.270004,202.830002,205.610001,1116300,203.96347
"376",206.240005,208.529999,205.259995,207.139999,1591000,205.481201
"377",205.740005,206.309998,203.899994,205.570007,942500,203.923813
"378",206.639999,207.309998,205.470001,205.880005,490100,204.231323
"379",207.369995,208.059998,205.789993,207.350006,1184000,205.68956
"380",207.710007,207.970001,206.169998,207.199997,818800,205.54071
"381",208.990005,212,207.550003,211.830002,1237700,210.133682
"382",211.199997,214.720001,210.369995,214.160004,1452300,212.445007
"383",212.289993,212.639999,209.5,209.669998,1236500,207.990952
"384",210.660004,212.179993,209.899994,212.070007,883500,210.37175
"385",212,212.610001,210.740005,211.199997,863800,209.508728
"386",210.869995,210.869995,208.580002,208.800003,1135900,207.12793
"387",208.449997,211.550003,207.970001,211.039993,914300,209.350006
"388",210.990005,211.720001,210.309998,211.429993,827600,209.736862
"389",212.190002,216.690002,212.190002,216.080002,2246800,214.349609
"390",214.949997,217.339996,213.720001,216.850006,2455100,215.113464
"391",216.779999,219.550003,216,218.479996,2510000,216.730453
"392",219.369995,223.080002,218.520004,221.399994,2333000,219.627014
"393",226,229.850006,223,229.279999,2296700,227.443924
"394",230.179993,234.429993,230.020004,234,2445600,232.126129
"395",233.5,233.759995,228.850006,231.100006,2735000,229.249359
"396",230.919998,232,229.639999,230.720001,1598600,228.872406
"397",231.779999,235.539993,231.779999,234.529999,2428900,232.651871
"398",234.160004,234.979996,233.059998,233.910004,1736800,232.036865
"399",232.949997,233.580002,231.559998,233.169998,1562400,231.302765
"400",232.949997,234.630005,231.850006,233.320007,1215900,231.451584
"401",233.529999,235.199997,232.130005,235.089996,1412400,233.207397
"402",235.169998,236.020004,234.360001,235.5,902900,233.61409
"403",235.149994,236.289993,233.729996,234.580002,792600,232.701508
"404",234.910004,234.910004,233.100006,233.240005,856800,231.372223
"405",231.25,232.979996,230.610001,231.419998,1151300,229.566772
"406",231.460007,232.610001,230.460007,230.699997,1158400,228.852554
"407",230.800003,231.979996,230.490005,231.610001,686100,229.755264
"408",229.759995,230.639999,227.770004,229,975600,227.166168
"409",230.289993,231.800003,229.309998,230.789993,817200,228.941833
"410",231.550003,232.800003,229.889999,230,1051000,228.158173
"411",230.160004,230.940002,229.899994,230.139999,820000,228.297028
"412",230.5,232.039993,230.029999,231.429993,1121000,229.576721
"413",231.259995,234.479996,230.509995,234.089996,1136500,232.215408
"414",234.270004,234.899994,233.509995,234.190002,1054600,232.314621
"415",234.669998,235.419998,233.919998,234.710007,934400,232.830444
"416",235.600006,238.149994,235.559998,237.919998,1059400,236.01474
"417",239.210007,239.850006,237.679993,237.960007,886100,236.054413
"418",238,240.740005,237.699997,239.729996,781700,237.810226
"419",239.990005,240.880005,238.479996,239.190002,660500,237.274567
"420",238.369995,239.339996,237.889999,239.100006,816200,237.185287
"421",238.889999,238.940002,234.789993,236.050003,1368300,234.159714
"422",236.039993,236.679993,234.809998,236.369995,1312500,234.477142
"423",235.899994,236.610001,234.289993,235.729996,1078100,233.84227
"424",235,238.160004,234.309998,235.960007,1149100,234.07045
"425",237,238.149994,236.539993,237.190002,956600,235.290588
"426",236.75,237.389999,235.509995,236.429993,1122000,234.536667
"427",236.470001,239.5,235.850006,239.050003,1081700,237.135681
"428",239.630005,244.190002,239.059998,244,1659400,242.046051
"429",243.470001,244.369995,241.570007,241.979996,786800,240.209579
"430",236.929993,239,235.660004,238.460007,1613800,236.715347
"431",239.399994,240.449997,238.080002,239.100006,1122000,237.350647
"432",239.429993,241.289993,238.979996,241.059998,816000,239.29631
"433",241.839996,242.929993,241,242.5,1016800,240.7258
"434",242.779999,244.130005,242.529999,243.490005,2225700,241.708572
"435",244.270004,245,239.660004,242.149994,1014000,240.378311
"436",243.289993,243.309998,241.550003,243.089996,1207700,241.311478
"437",243.479996,244.960007,242.350006,242.850006,1234900,241.073227
"438",243.160004,244.970001,242.559998,244.320007,906300,242.532455
"439",243.929993,244.630005,242.800003,244.080002,1538900,242.29422
"440",245.919998,249.839996,245.210007,248.509995,1850800,246.691803
"441",248,249.149994,247.460007,247.75,1417900,245.937378
"442",248.770004,249.949997,246.919998,247.350006,1401200,245.540298
"443",246.350006,246.479996,242.009995,243.380005,1593500,241.59935
"444",243.229996,243.630005,238.380005,240.690002,1858200,238.929016
