"","CDAY.Open","CDAY.High","CDAY.Low","CDAY.Close","CDAY.Volume","CDAY.Adjusted"
"42",35.669998,35.669998,34.700001,34.82,458800,34.82
"43",34.990002,35.470001,34.740002,35.029999,405700,35.029999
"44",35,35,34.27,34.330002,678100,34.330002
"45",34.209999,34.264999,33.610001,34.040001,378000,34.040001
"46",33.869999,34.119999,33.139999,33.189999,459100,33.189999
"47",33.18,33.275002,32.029999,32.82,507900,32.82
"48",32.830002,33.490002,32.400002,33.380001,384500,33.380001
"49",34.32,34.5,32.900002,33.93,583500,33.93
"50",34.110001,34.450001,33.669998,33.849998,350600,33.849998
"51",33.84,34.18,32.869999,32.919998,290700,32.919998
"52",32.73,33.240002,32.240002,33.119999,822000,33.119999
"53",33.02,33.200001,32.470001,32.580002,3e+05,32.580002
"54",32.700001,34.549999,32.34,34.48,368300,34.48
"55",34.400002,35.5,34.192001,34.66,293000,34.66
"56",34.52,35.330002,34.52,35.119999,166200,35.119999
"57",34.880001,35.560001,34.75,34.889999,141400,34.889999
"58",34.810001,34.959999,34.509998,34.900002,206400,34.900002
"59",34.900002,35.27,34.57,34.84,128800,34.84
"60",34.799999,35.75,34.66,35.029999,171800,35.029999
"61",34.869999,35.400002,34.580002,35.060001,122700,35.060001
"62",35.34,35.720001,34.105,34.959999,315600,34.959999
"63",34.900002,35.220001,34.580002,34.720001,131200,34.720001
"64",34.560001,34.994999,34.080002,34.919998,67000,34.919998
"65",35.09,35.125,33.783001,34.02,306400,34.02
"66",33.790001,34.09,31.52,32.080002,373400,32.080002
"67",32.279999,33.220001,31.635,32.759998,196500,32.759998
"68",33,34.27,33,33.57,295300,33.57
"69",33.439999,34.889999,33.134998,34.810001,198800,34.810001
"70",34.830002,35.580002,34.52,35.5,197900,35.5
"71",35.810001,37.330002,35.610001,37.23,250100,37.23
"72",37.389999,37.849998,37.150002,37.240002,279400,37.240002
"73",37.18,38.049999,36.209999,37.639999,749000,37.639999
"74",37.669998,37.669998,32.759998,33.509998,1810100,33.509998
"75",34.650002,35.650002,33.650002,35.189999,821800,35.189999
"76",35.07,35.990002,32.553001,34.389999,1609900,34.389999
"77",34.529999,35.799999,34,34.529999,398900,34.529999
"78",34.099998,34.459999,33.619999,33.84,214300,33.84
"79",34,35.130001,33.560001,34.75,361600,34.75
"80",34.560001,35.009998,33.939999,34.07,314500,34.07
"81",34.189999,34.650002,33.490002,34.040001,229400,34.040001
"82",34.450001,35.165001,34.150002,34.740002,242000,34.740002
"83",34.720001,35.66,34.689999,35.349998,279100,35.349998
"84",35.310001,36.650002,35.299999,35.98,265300,35.98
"85",35.959999,37.970001,35.959999,37.84,468300,37.84
"86",38.189999,38.59,37.880001,38.450001,358600,38.450001
"87",38.310001,39.349998,37.970001,38.650002,272600,38.650002
"88",38.830002,39.080002,38.259998,38.290001,124900,38.290001
"89",37.869999,38.950001,37.75,38.560001,105000,38.560001
"90",38.639999,38.830002,38.189999,38.5,108200,38.5
"91",38.34,39.299999,38.09,38.630001,285400,38.630001
"92",38.459999,38.490002,36.799999,37,238800,37
"93",37.16,37.68,36.07,37.509998,110900,37.509998
"94",37.419998,38.805,36.700001,37.720001,211700,37.720001
"95",37.759998,38.650002,37.419998,37.529999,206800,37.529999
"96",37.52,37.855,37.160999,37.380001,146300,37.380001
"97",37.419998,37.540001,36.459999,36.540001,201800,36.540001
"98",36.799999,37.869999,36.799999,37.18,199900,37.18
"99",37.360001,41.849998,37.360001,41.450001,1585000,41.450001
"100",41.369999,44.189999,41,43.75,1232000,43.75
"101",43.360001,44.967999,43.060001,44,1907200,44
"102",44.25,44.98,42.849998,43.419998,682700,43.419998
"103",43.990002,44.299999,41.919998,43.009998,679300,43.009998
"104",43.119999,43.389,41.830002,42.009998,569000,42.009998
"105",41.860001,42.668999,41.499001,42.310001,222900,42.310001
"106",42.299999,43,40.84,41.150002,331000,41.150002
"107",41.099998,41.869999,40.763,40.959999,561600,40.959999
"108",41.099998,42.32,40.834,41.790001,339900,41.790001
"109",41.689999,42.09,40.985001,42.029999,410400,42.029999
"110",42.5,44.029999,42.355,43,731900,43
"111",43,43.330002,42.564999,43,979800,43
"112",43.09,44.450001,42.57,44.290001,1047100,44.290001
"113",44.240002,44.240002,41.700001,42.060001,722600,42.060001
"114",42,42.18,39.09,40.279999,1168500,40.279999
"115",39.830002,40.525002,38.919998,40.220001,520100,40.220001
"116",40,41.330002,38.490002,38.779999,702900,38.779999
"117",38.560001,38.669998,35.419998,35.700001,1016200,35.700001
"118",35.700001,36.73,35.25,35.700001,728400,35.700001
"119",36.389999,37.490002,35.855,36.220001,386700,36.220001
"120",36.099998,37.389999,35.880001,37.060001,441300,37.060001
"121",37.669998,39,36.689999,38.470001,590200,38.470001
"122",38.82,39,36.060001,37.619999,723900,37.619999
"123",37.490002,37.630001,35.720001,36.259998,604800,36.259998
"124",36.400002,37.73,35.764999,36.27,362100,36.27
"125",36.27,37.740002,35.869999,37.189999,541100,37.189999
"126",36.599998,36.98,35.84,36.25,1256100,36.25
"127",35.939999,37.047001,35.75,35.830002,967000,35.830002
"128",36.009998,36.830002,35.68,36.779999,596400,36.779999
"129",36.09,37.290001,35.805,36.400002,869100,36.400002
"130",36.700001,39.02,34.150002,35.68,2102600,35.68
"131",35.43,37.360001,34.900002,36.470001,1341900,36.470001
"132",36.900002,38.23,36.599998,37.970001,1038800,37.970001
"133",38.23,38.939999,37.75,38.73,776300,38.73
"134",39,39.504002,37.810001,38,707800,38
"135",38.290001,38.549999,37.450001,38.029999,599800,38.029999
"136",37.950001,39.509998,37.630001,38,891300,38
"137",38.580002,39.939999,38.435001,39.25,1220000,39.25
"138",39.18,40,38.77,39.369999,675000,39.369999
"139",38.799999,39.639999,38.66,39.16,699400,39.16
"140",38,38.25,36.34,36.509998,1029300,36.509998
"141",36.240002,37.014999,35.110001,36.169998,1388700,36.169998
"142",36.610001,36.950001,35.900002,36.279999,4946500,36.279999
"143",36.419998,37.490002,36.279999,37.299999,1135000,37.299999
"144",37,39.259998,36.762001,38.959999,1465700,38.959999
"145",38.66,39.25,34.830002,35.639999,1867400,35.639999
"146",35.009998,36.52,33.890999,36.080002,1764900,36.080002
"147",36.709999,37.43,36.130001,36.34,1137900,36.34
"148",36.23,37.57,35.599998,37.040001,790100,37.040001
"149",37.259998,38.880001,37.259998,38.470001,653700,38.470001
"150",38.330002,39.209999,37.889999,38.389999,282200,38.389999
"151",38.75,39.82,37.57,39.75,590000,39.75
"152",39.43,40.48,39.27,40.02,1225900,40.02
"153",40.209999,40.799999,39.349998,40.119999,743400,40.119999
"154",41,41.93,38.93,39.52,579500,39.52
"155",39.119999,39.5,37.465,37.700001,666000,37.700001
"156",36.619999,38.362,36.209999,38.27,625300,38.27
"157",38.099998,39.23,38.095001,38.220001,370200,38.220001
"158",38.34,39.294998,37.150002,37.580002,309600,37.580002
"159",38.330002,38.869999,36.73,36.849998,458300,36.849998
"160",37.68,37.900002,37.040001,37.189999,498100,37.189999
"161",37.459999,37.509998,36.509998,36.630001,435700,36.630001
"162",36.360001,36.439999,35.044998,35.240002,481700,35.240002
"163",34.970001,35.25,33.549999,33.77,988200,33.77
"164",34.23,35.119999,34.009998,34.799999,491400,34.799999
"165",34.849998,35.5,33.950001,34.360001,885000,34.360001
"166",34.299999,34.544998,31.385,33.610001,949600,33.610001
"167",33.689999,33.689999,31.51,32.130001,735000,32.130001
"168",31.790001,32.970001,31.5,31.969999,139900,31.969999
"169",32.150002,34.630001,31.91,34.560001,279200,34.560001
"170",34,35.209999,33.540001,35.18,199100,35.18
"171",35.200001,35.43,33.91,33.970001,552900,33.970001
"172",34.25,35.040001,33.801998,34.490002,260200,34.490002
"173",33.66,34.490002,33.34,33.759998,410700,33.759998
"174",33.82,34.029999,33.165001,33.23,633500,33.23
"175",33.779999,34.73,33.75,34.389999,440300,34.389999
"176",34.5,36,34.389999,35.91,711600,35.91
"177",35.77,36,35.650002,35.950001,609600,35.950001
"178",35.880001,35.990002,35.41,35.619999,167300,35.619999
"179",35.330002,36.259998,35,36.18,344800,36.18
"180",36.189999,36.259998,35.610001,35.950001,124400,35.950001
"181",35.709999,35.830002,34.669998,35.599998,173900,35.599998
"182",35.849998,37.490002,35.110001,36.639999,269500,36.639999
"183",36.830002,37.389999,36.632999,36.869999,231700,36.869999
"184",36.509998,37.744999,36.400002,37.389999,307200,37.389999
"185",37.900002,38.553001,37.529999,38.23,542200,38.23
"186",37.790001,38.52,37.23,37.599998,237900,37.599998
"187",37.860001,38.720001,37.049999,37.610001,278300,37.610001
"188",37.599998,38.970001,37.450001,38.889999,223900,38.889999
"189",39,39.939999,38.82,39.400002,486900,39.400002
"190",39,39.77,38.68,39.619999,381200,39.619999
"191",39.619999,39.77,39.16,39.27,436500,39.27
"192",39.540001,40.790001,39.16,40.610001,589200,40.610001
"193",40.740002,41.785,40.389999,41.209999,617100,41.209999
"194",41.029999,41.779999,40.369999,41.369999,426700,41.369999
"195",41.779999,42.400002,41.139999,42.16,383900,42.16
"196",42.209999,43.744999,42.025002,43.549999,782000,43.549999
"197",43.349998,46.09,43.349998,46.040001,1360000,46.040001
"198",44.224998,45.400002,43.209999,43.439999,1060300,43.439999
"199",43.52,44.93,43.060001,44.91,633700,44.91
"200",45,45.535,44.73,45.130001,698300,45.130001
"201",45.360001,46.439999,45.095001,45.459999,598800,45.459999
"202",45.669998,45.919998,45.029999,45.360001,1383300,45.360001
"203",45.139999,45.974998,44.509998,45.599998,497500,45.599998
"204",45.950001,45.990002,45.310001,45.759998,496100,45.759998
"205",45.759998,46.77,45.419998,46.59,311400,46.59
"206",46.59,47.639999,46.349998,47.529999,498600,47.529999
"207",47.259998,48.490002,47.259998,47.619999,439000,47.619999
"208",47.939999,48.41,47.389999,48.400002,369800,48.400002
"209",48.509998,49.389999,48.34,48.700001,361300,48.700001
"210",48.490002,49.060001,47.919998,48.970001,477400,48.970001
"211",48.490002,50.029999,48.490002,49.509998,526500,49.509998
"212",49.32,49.459999,48.639999,49.02,438800,49.02
"213",49.490002,49.509998,48.790001,49.380001,481700,49.380001
"214",49.619999,49.950001,47.369999,47.68,677900,47.68
"215",47.599998,48.314999,47.189999,47.669998,587300,47.669998
"216",47.759998,48.5,47.189999,48.169998,613600,48.169998
"217",48.09,48.490002,47.720001,48.27,282900,48.27
"218",47.75,48.98,47.23,48.900002,365100,48.900002
"219",48.82,49.580002,48.400002,49.27,428100,49.27
"220",49.41,49.959999,49.18,49.650002,206600,49.650002
"221",49.860001,50.299999,49.632,49.669998,278700,49.669998
"222",49.75,50.860001,49.610001,50.290001,630600,50.290001
"223",50.490002,51.790001,50.16,51.380001,608600,51.380001
"224",50.650002,50.810001,49.060001,49.84,1015100,49.84
"225",50.450001,51.27,49.560001,50.810001,626500,50.810001
"226",50.450001,50.610001,49.25,49.93,7306500,49.93
"227",49.77,50.330002,49.650002,50.330002,1341600,50.330002
"228",50.07,50.599998,49.415001,49.599998,1622900,49.599998
"229",49.220001,50.209999,49.18,49.720001,1079700,49.720001
"230",50.07,50.43,49.639999,50.139999,720600,50.139999
"231",50.02,50.41,48.700001,49.75,941500,49.75
"232",49.82,50.240002,49.09,50.150002,534700,50.150002
"233",50.5,51.299999,50.139999,51.299999,1831100,51.299999
"234",51.950001,52.209999,50.5,51.43,553400,51.43
"235",51.459999,51.759998,50.759998,51.48,352800,51.48
"236",51.810001,51.970001,51.150002,51.779999,526100,51.779999
"237",51.700001,52.595001,50.41,51.560001,877600,51.560001
"238",51.650002,52.310001,50.939999,51.869999,823300,51.869999
"239",51.59,51.59,50.400002,51.32,264900,51.32
"240",51,51.59,50.759998,51.02,309000,51.02
"241",51.16,51.645,50.869999,51.290001,280300,51.290001
"242",51.220001,51.790001,50.884998,51.59,364900,51.59
"243",51.91,51.91,51.290001,51.48,320400,51.48
"244",51.5,52.139999,51.189999,51.849998,267100,51.849998
"245",51.740002,51.91,50.639999,50.950001,271100,50.950001
"246",51,51.16,49.5,50.099998,493400,50.099998
"247",50.029999,50.349998,48.669998,49.900002,470900,49.900002
"248",49.700001,51,49.5,50.709999,315000,50.709999
"249",50.880001,51.98,50.560001,51.919998,844000,51.919998
"250",51.779999,52.830002,51.57,51.869999,508500,51.869999
"251",51.919998,52.52,51.189999,52.299999,273300,52.299999
"252",52.209999,52.68,51.919998,52.48,404500,52.48
"253",52.540001,53.200001,52.540001,52.849998,234500,52.849998
"254",52.799999,53.540001,52.560001,53.150002,512600,53.150002
"255",53.450001,53.709999,51.599998,51.759998,847900,51.759998
"256",49,49.900002,46.619999,49.490002,2029500,49.490002
"257",49.860001,50.389999,49.228001,49.700001,761300,49.700001
"258",48.900002,50.18,48.455002,50.150002,545500,50.150002
"259",49.970001,50.25,48.73,49.400002,697200,49.400002
"260",49.080002,50.349998,48.889999,49.830002,359600,49.830002
"261",49.209999,50.029999,48.400002,49.860001,339500,49.860001
"262",49.459999,50.689999,49.165001,50.360001,389600,50.360001
"263",49.150002,49.150002,47.150002,47.610001,629100,47.610001
"264",47.91,49.32,47.830002,49.049999,794800,49.049999
"265",48.59,50.209999,48.59,50.16,365300,50.16
"266",50.470001,52.48,50.029999,51.98,588800,51.98
"267",51.459999,52.23,50.950001,50.990002,411400,50.990002
"268",50.34,50.57,49.32,50.049999,374800,50.049999
"269",50.279999,51.509998,50.09,51.200001,636400,51.200001
"270",50.439999,51.619999,50.439999,51.049999,2643200,51.049999
"271",50.389999,50.75,49.560001,49.75,742100,49.75
"272",50.16,51.73,49.779999,50.849998,942900,50.849998
"273",51.18,52.48,51.110001,51.669998,686300,51.669998
"274",51.130001,51.130001,49.325001,50,864600,50
"275",50,51.09,49.98,50.57,378200,50.57
"276",49.900002,49.98,48.880001,49.18,1308700,49.18
"277",49.029999,49.41,46.360001,47,2095000,47
"278",47.599998,47.880001,47,47.860001,1524600,47.860001
"279",48.389999,48.57,46.66,47.889999,863100,47.889999
"280",48,49.040001,47.279999,48.860001,709200,48.860001
"281",49.200001,49.82,48.5,49.23,858100,49.23
"282",49.509998,51.450001,49.23,50.990002,1090400,50.990002
"283",51.529999,51.709999,48.889999,49.41,1180400,49.41
"284",49.400002,50.259998,48.299999,50.119999,381100,50.119999
"285",50.25,51.880001,49.869999,51.209999,617600,51.209999
"286",50.84,51.125,49.950001,50.759998,639600,50.759998
"287",50.880001,51.720001,50.599998,51.16,562900,51.16
"288",51.639999,52.93,51.639999,52.139999,610400,52.139999
"289",52.43,53.060001,52.150002,52.75,396900,52.75
"290",53.110001,53.880001,52.560001,52.77,664300,52.77
"291",52.669998,52.779999,51.389999,51.580002,489000,51.580002
"292",51.639999,51.985001,50.450001,50.610001,354300,50.610001
"293",50.619999,50.654999,47.77,48.220001,875000,48.220001
"294",48.580002,49.310001,47.869999,47.880001,688800,47.880001
"295",47.990002,49.799999,47.82,49.630001,636800,49.630001
"296",49.919998,50.259998,49.130001,50.200001,1148600,50.200001
"297",51,51.32,50.080002,51.32,751800,51.32
"298",51.009998,52.099998,51.009998,51.950001,728800,51.950001
"299",51.990002,52.669998,51.669998,51.860001,1278000,51.860001
"300",51.34,51.98,50.700001,51.860001,492800,51.860001
"301",51.59,51.610001,50.720001,50.779999,400300,50.779999
"302",50.459999,50.75,49.830002,50.16,584800,50.16
"303",50.419998,50.93,49.290001,49.5,577000,49.5
"304",49.619999,50.060001,48.91,49.52,524600,49.52
"305",49.689999,50.48,48.830002,50.150002,544300,50.150002
"306",49.84,50.439999,49.32,49.93,643300,49.93
"307",49.73,49.73,48.380001,49.23,809100,49.23
"308",49.189999,50.48,49.130001,49.919998,577900,49.919998
"309",49.740002,50.07,49.060001,49.779999,392200,49.779999
"310",50.009998,50.380001,48.200001,48.259998,402300,48.259998
"311",48.43,49.700001,48.34,49.299999,396400,49.299999
"312",49.5,49.91,48.48,49.57,912500,49.57
"313",49.720001,51.439999,49.236,51.419998,522300,51.419998
"314",51.150002,52.110001,50.330002,51.43,528400,51.43
"315",51.799999,53.150002,51.584999,52.98,603200,52.98
"316",52.790001,53.09,50.450001,52.130001,761500,52.130001
"317",51.84,53.18,51.369999,51.740002,1293300,51.740002
"318",53.91,56.099998,51.080002,53.310001,2571100,53.310001
"319",53.380001,53.845001,51.599998,52.049999,1088300,52.049999
"320",51.84,53.040001,51.421001,52.66,813900,52.66
"321",51.349998,51.529999,49.59,50.73,1041900,50.73
"322",51.290001,52.134998,50.139999,50.279999,867100,50.279999
"323",49.75,51.330002,49.549999,50.419998,2673200,50.419998
"324",50.830002,52.02,50.549999,51.59,1175800,51.59
"325",51.290001,52.860001,50.889999,52.349998,1065900,52.349998
"326",52.16,53.380001,51.380001,52.709999,1310300,52.709999
"327",52.700001,53.722,52.330002,53.48,716800,53.48
"328",52.580002,52.580002,50.009998,50.419998,971800,50.419998
"329",50.459999,51.32,49.77,50.419998,643000,50.419998
"330",50.740002,51.145,50.220001,50.639999,443900,50.639999
"331",52.639999,52.639999,51.439999,52.41,1387000,52.41
"332",52.389999,54.32,51.959,54.080002,751300,54.080002
"333",54.459999,57.470001,53.860001,56.709999,1439300,56.709999
"334",57.209999,58.369999,56.904999,58.060001,1213000,58.060001
"335",58.049999,58.950001,56.720001,57.060001,1635100,57.060001
"336",57.630001,57.84,56.259998,57.310001,488300,57.310001
"337",57.779999,58.48,56.619999,56.970001,581900,56.970001
"338",56.5,57.490002,55.950001,57.220001,555800,57.220001
"339",57.639999,58.686001,57.639999,58.310001,600600,58.310001
"340",58.650002,58.650002,56.965,57.77,574300,57.77
"341",57.16,57.700001,55.93,56.099998,621600,56.099998
"342",56.610001,57.490002,56.130001,57.450001,938000,57.450001
"343",56.299999,56.400002,53.560001,55.200001,5139400,55.200001
"344",55.5,55.540001,53.849998,54.27,1983800,54.27
"345",54.349998,54.459999,52.41,52.700001,2020800,52.700001
"346",52.169998,52.41,49.869999,51.720001,1507500,51.720001
"347",52.169998,52.84,51.349998,51.790001,1060800,51.790001
"348",52.07,53.02,51.919998,52.369999,916900,52.369999
"349",52.23,52.700001,51.23,51.790001,642500,51.790001
"350",51.470001,52.400002,51.23,51.889999,520500,51.889999
"351",52.080002,52.66,51.060001,52.41,687600,52.41
"352",52.259998,52.68,51.41,52.349998,677300,52.349998
"353",52.240002,52.650002,51.119999,51.790001,913800,51.790001
"354",52.110001,52.560001,51.169998,51.889999,1426200,51.889999
"355",51.799999,52.09,51.310001,51.669998,530300,51.669998
"356",51.919998,52.330002,49.279999,49.580002,1112900,49.580002
"357",49.689999,50.630001,48.150002,50.299999,606200,50.299999
"358",50.240002,50.610001,49.490002,50.310001,450300,50.310001
"359",50.66,50.869999,48.549999,49.009998,1296600,49.009998
"360",48.939999,49.625,48.400002,49.369999,1090200,49.369999
"361",49.540001,50.23,49.169998,49.330002,627700,49.330002
"362",49.029999,49.029999,47.009998,47.630001,1454200,47.630001
"363",47.349998,47.794998,46.215,47.700001,919200,47.700001
"364",48.169998,48.77,47.740002,48.299999,679300,48.299999
"365",48.169998,49.57,48.169998,49.16,820500,49.16
"366",48.77,49.494999,47.830002,48.259998,904600,48.259998
"367",48.759998,49.77,48.5,49.080002,302300,49.080002
"368",48.880001,49.52,48.48,48.830002,359300,48.830002
"369",49.59,49.950001,49.189999,49.419998,574500,49.419998
"370",49.189999,49.380001,48.799999,49.169998,496700,49.169998
"371",49.240002,50.23,49.080002,49.75,354400,49.75
"372",49.48,49.48,46.16,46.200001,1136900,46.200001
"373",46.380001,46.720001,45.34,45.630001,1175800,45.630001
"374",45.59,45.709999,43.25,44.740002,1701300,44.740002
"375",45.07,45.529999,44.799999,45.380001,950800,45.380001
"376",45.66,45.959999,42.57,42.669998,1493000,42.669998
"377",42.5,43.665001,41.810001,43.139999,1515800,43.139999
"378",43.540001,45.220001,43.299999,45.119999,1424000,45.119999
"379",46.119999,46.43,45.150002,46.189999,819500,46.189999
"380",46.610001,46.650002,45.720001,46.200001,638200,46.200001
"381",46.099998,46.5,45,45.02,509200,45.02
"382",45.360001,45.669998,44.740002,45.43,665400,45.43
"383",48.09,48.830002,46.73,48.25,4780100,48.25
"384",48.25,49.77,47.73,49.509998,3195100,49.509998
"385",49.700001,50.209999,48.91,49.779999,17695700,49.779999
"386",49.580002,50.18,48.970001,50,2963500,50
"387",49.82,50.34,49.5,50.32,1311800,50.32
"388",50.580002,51.57,49.799999,50.029999,2533600,50.029999
"389",52.459999,55.619999,51.959999,55.139999,2289200,55.139999
"390",54.43,55,53.689999,54,1206400,54
"391",53.830002,55.16,53.66,55.119999,1136200,55.119999
"392",53.02,54.23,52.919998,53.650002,5531800,53.650002
"393",53.52,55.459999,53.220001,55.080002,4491600,55.080002
"394",55.389999,56.639999,54.75,56.540001,1529600,56.540001
"395",56.32,58.200001,55.68,57.689999,1909000,57.689999
"396",58.18,59,57.779999,58.66,1092800,58.66
"397",58.400002,59.759998,58.169998,58.93,1273200,58.93
"398",58.759998,59.189999,57.470001,57.57,1048700,57.57
"399",57.810001,58.66,57.389999,58.369999,1107900,58.369999
"400",58.860001,59.73,58.584999,59.639999,745500,59.639999
"401",59.900002,60.259998,59.330002,60.049999,658800,60.049999
"402",60.310001,60.689999,59.880001,60.529999,390100,60.529999
"403",60.220001,61.150002,60.009998,60.360001,251600,60.360001
"404",60.389999,60.599998,59.060001,60.369999,1066700,60.369999
"405",59.900002,61.73,59.529999,61.57,1188500,61.57
"406",62.040001,62.040001,61.07,61.59,640300,61.59
"407",61.82,62.220001,61.32,61.939999,839500,61.939999
"408",62.209999,62.830002,61.860001,62.470001,615900,62.470001
"409",62.349998,62.939999,61.669998,61.75,456000,61.75
"410",61.470001,62.330002,61.470001,61.98,423800,61.98
"411",62.16,62.27,61.375,62.040001,369300,62.040001
"412",61.82,62.599998,61.310001,61.57,598000,61.57
"413",61.470001,62.509998,61.32,62.509998,819800,62.509998
"414",62.84,63.810001,62.34,63.200001,655200,63.200001
"415",63.049999,63.627998,62.509998,63.169998,518300,63.169998
"416",63.380001,65.059998,63.349998,64.400002,672000,64.400002
"417",64.330002,65.290001,64.050003,65.029999,566600,65.029999
"418",65.589996,65.849998,64.809998,65.720001,1574100,65.720001
"419",65.849998,66.690002,65.739998,66.470001,389600,66.470001
"420",66.620003,67.260002,65.790001,66.730003,339300,66.730003
"421",66.849998,68.010002,66.82,67.830002,717100,67.830002
"422",68.07,68.353996,67,67.849998,488000,67.849998
"423",68.010002,68.269997,66.440002,68.010002,431400,68.010002
"424",67.559998,68.629997,67.25,67.879997,889300,67.879997
"425",68.43,70.019997,68.016998,70.019997,1294000,70.019997
"426",68.839996,70.050003,68.730003,69.510002,672600,69.510002
"427",68.870003,70.400002,68.720001,69.410004,1529300,69.410004
"428",69.57,70.599998,69.25,70.110001,774200,70.110001
"429",69.769997,70.779999,69.769997,70.379997,1448700,70.379997
"430",71.080002,71.669998,70.089996,71.480003,1152500,71.480003
"431",71.82,71.900002,70.550003,71.489998,1002300,71.489998
"432",72,73.230003,71.489998,72.599998,845900,72.599998
"433",72.470001,72.830002,71.739998,72.449997,604000,72.449997
"434",72.68,73.790001,72.339996,73.349998,660600,73.349998
"435",73.5,73.949997,72.639999,72.82,1024100,72.82
"436",73.300003,73.5,72.190002,72.730003,698700,72.730003
"437",72.18,73.089996,71.690002,72.220001,725200,72.220001
"438",72.860001,73.400002,72.5,72.5,957800,72.5
"439",72.449997,74.019997,72.379997,72.580002,1065300,72.580002
"440",73.400002,73.410004,71.400002,71.580002,1275000,71.580002
"441",69.709999,72.455002,69.18,71.480003,1049500,71.480003
"442",72.339996,73.260002,71.830002,72.870003,2287600,72.870003
"443",73.470001,74.559998,72.620003,72.690002,1670500,72.690002
"444",72.550003,74.949997,72.489998,74.830002,529500,74.830002
"445",74.629997,74.760002,72.910004,73.290001,656300,73.290001
"446",73.480003,75.910004,73.480003,75.050003,1004500,75.050003
"447",76.209999,77.989998,75.669998,77.889999,1127000,77.889999
"448",78.860001,79.110001,73.120003,73.43,2505500,73.43
"449",65.389999,66.75,63.608002,65.879997,3959100,65.879997
"450",65.580002,67.489998,65.279999,66.910004,1582500,66.910004
"451",66.699997,69.629997,66.699997,69.089996,1465500,69.089996
"452",69.580002,70.410004,68.400002,68.529999,825000,68.529999
"453",69.110001,69.919998,67.260002,69.82,617100,69.82
"454",69.550003,72.610001,69.425003,72.370003,1123100,72.370003
"455",72.709999,74.099998,72.309998,73.68,956700,73.68
"456",73.349998,74.269997,73.169998,74.120003,1017600,74.120003
"457",75.190002,75.93,74.870003,75.5,3597000,75.5
"458",75.190002,76.68,74.074997,75.199997,2552000,75.199997
"459",74.989998,75.050003,73.620003,74.949997,1188800,74.949997
"460",72,74.955002,71.440002,74.050003,1539000,74.050003
"461",74.190002,75.349998,72.480003,73.089996,1761900,73.089996
"462",73.489998,75,72.18,73.839996,1098600,73.839996
"463",71.989998,74.620003,71.389999,72.440002,1955500,72.440002
"464",70.330002,71.269997,67.68,70.730003,3248400,70.730003
"465",71.599998,74.445,70.260002,74.209999,2283500,74.209999
"466",74.199997,75.07,68.660004,69.470001,1596300,69.470001
"467",70.970001,72.489998,69.705002,71.940002,1034700,71.940002
"468",70.190002,71.860001,67.410004,68.410004,1620200,68.410004
"469",66.93,67.620003,63.880001,66.32,1211900,66.32
