"","OMC.Open","OMC.High","OMC.Low","OMC.Close","OMC.Volume","OMC.Adjusted"
"89",83.709999,84.5,83.610001,84.07,1772100,71.67778
"90",83.709999,84.139999,83.089996,83.970001,2161400,71.592514
"91",83.860001,83.860001,82.699997,83.120003,1735600,70.867805
"92",82.980003,83.139999,82.110001,82.300003,2055500,70.168686
"93",82.529999,82.610001,81.879997,81.910004,1690400,69.836166
"94",81.910004,82.43,81.279999,81.68,2032900,69.64006
"95",81.68,82.870003,81.589996,82.370003,1740200,70.228348
"96",82.559998,83.629997,82.260002,83.360001,1396900,71.072426
"97",83.519997,83.93,83.389999,83.709999,1202600,71.370842
"98",83.809998,83.809998,82.800003,82.919998,1081700,70.697273
"99",82.980003,83.32,82.809998,83.150002,1130900,70.893364
"100",83.150002,83.910004,83.150002,83.599998,1047800,71.277039
"101",83.589996,83.980003,83.080002,83.260002,1201000,70.98716
"102",83.339996,83.769997,82.949997,83.400002,2215300,71.106537
"103",83.559998,83.919998,83.220001,83.720001,1766800,71.379356
"104",83.690002,85.260002,83.419998,85.260002,1522000,72.692345
"105",85.330002,85.440002,84.68,85.120003,1273700,72.57299
"106",84.57,84.730003,84.019997,84.419998,1402900,71.976166
"107",83.5,83.5,82.669998,82.68,2118500,70.492645
"108",82.57,82.830002,80.709999,80.75,2884500,68.847145
"109",80.75,80.75,79.870003,80.279999,2576400,68.446426
"110",80.300003,81.989998,79.860001,81.5,3213200,69.486588
"111",81.199997,82.040001,81.199997,81.449997,1901300,69.915787
"112",81.550003,81.949997,81.110001,81.769997,1479100,70.19046
"113",81.779999,82.540001,81.68,82.410004,1644000,70.739838
"114",82.370003,83.110001,82.099998,82.860001,2249000,71.126114
"115",83.040001,83.860001,82.809998,83.309998,2317600,71.512367
"116",83.709999,84.160004,83.440002,83.669998,2304100,71.821411
"117",83.620003,83.779999,82.269997,82.410004,1874000,70.739838
"118",82.25,82.949997,82.120003,82.629997,1345400,70.92868
"119",82.620003,83.230003,82.239998,82.25,1134700,70.602486
"120",82.400002,83.080002,82.099998,82.370003,1472900,70.70549
"121",82.470001,82.839996,81.940002,82.730003,1401900,71.014534
"122",82.709999,83.339996,82.709999,83.050003,1191700,71.289215
"123",83.410004,83.949997,83.339996,83.75,1142500,71.890091
"124",83.730003,83.900002,82.989998,83.330002,1496000,71.529556
"125",83.690002,83.690002,82.410004,82.900002,1754000,71.160454
"126",82.690002,83.639999,82.239998,83.139999,1096900,71.366478
"127",83.419998,83.57,82.919998,83.239998,1543000,71.452286
"128",82.940002,83.360001,81.309998,81.540001,2521500,69.993034
"129",81.5,81.75,80.639999,81.5,1660100,69.95871
"130",81.379997,81.730003,80.870003,81.099998,1474100,69.615364
"131",81.080002,81.269997,80.099998,80.690002,2605600,69.263405
"132",81.160004,81.599998,80.279999,80.400002,2238500,69.014473
"133",80.379997,81.07,80.18,80.870003,1425900,69.417931
"134",80.93,81.389999,80.610001,81.279999,1428400,69.769852
"135",80.879997,81.75,80.879997,81.519997,1609800,69.975876
"136",81.470001,81.510002,80.610001,81.089996,1555900,69.606758
"137",81.580002,81.870003,80.440002,80.739998,2563900,69.306328
"138",79.32,83.220001,79.190002,82.699997,3819900,70.98877
"139",82.080002,82.82,81.849998,82.730003,2126700,71.014534
"140",82.599998,82.959999,81.769997,82.120003,1694200,70.490913
"141",80.919998,81.279999,78.760002,79.5,4808600,68.241905
"142",79.720001,79.93,78.709999,78.830002,2174900,67.666801
"143",78.580002,79.190002,77.5,78.870003,3836000,67.701149
"144",78.800003,79.220001,78.660004,78.900002,1273600,67.726898
"145",79.029999,79.290001,78.349998,78.739998,1525900,67.589561
"146",78.760002,79.410004,78.370003,79.150002,1535200,67.941498
"147",79.029999,79.169998,78.209999,78.82,1285400,67.658234
"148",79.019997,80.260002,78.620003,79.610001,2081600,68.336342
"149",79.610001,79.82,79.050003,79.199997,1404400,67.984406
"150",79.18,79.339996,78.5,79.059998,1163600,67.864227
"151",78.980003,79.25,78.459999,78.589996,1436200,67.4608
"152",78.279999,78.910004,78.040001,78.82,1426500,67.658234
"153",78.669998,78.830002,77.849998,77.93,1714300,66.894249
"154",78.150002,78.480003,77.720001,77.75,1020600,66.739746
"155",78.150002,78.650002,77.900002,78.400002,796700,67.297684
"156",78.349998,78.480003,78.029999,78.290001,895700,67.203285
"157",78.470001,79.029999,78.230003,78.660004,1090100,67.520874
"158",78.529999,78.879997,77.629997,77.650002,1204000,66.653923
"159",77.529999,77.730003,76.739998,76.760002,1402600,65.889938
"160",76.900002,77.330002,76.660004,76.910004,1533800,66.0187
"161",77.080002,78.269997,76.919998,78.129997,1360400,67.065918
"162",73.690002,75.360001,72.639999,72.660004,6994000,62.370548
"163",72.900002,73.800003,72.75,73.010002,2574700,62.67099
"164",73.169998,74.150002,73.040001,73.129997,2677100,62.773979
"165",73.43,73.690002,73.010002,73.190002,1373500,62.825485
"166",73,73.160004,72.610001,72.830002,2101300,62.516476
"167",72.809998,72.870003,72,72.309998,1613200,62.070107
"168",72.309998,72.519997,71.800003,72.379997,3040000,62.130192
"169",72.379997,72.620003,71.720001,71.940002,1476000,61.75251
"170",71.970001,72.339996,71.629997,71.730003,1451400,61.572239
"171",72.690002,73.300003,72.300003,73.099998,2657100,62.74823
"172",73.18,73.290001,72.300003,72.470001,2380700,62.207462
"173",72.43,73.349998,71.68,72.830002,1331500,62.516476
"174",73.089996,73.870003,72.989998,73.339996,1347700,62.954258
"175",73.610001,73.629997,72.5,72.940002,1526300,62.610901
"176",72.900002,74.029999,72.860001,73.650002,1633300,63.220345
"177",73.540001,73.589996,72.800003,73.290001,1401100,62.911324
"178",73.290001,73.459999,72.099998,73.040001,2918200,62.696728
"179",73.050003,73.529999,72.370003,72.699997,1754300,62.404896
"180",72.730003,72.860001,72.330002,72.75,1251300,62.447796
"181",72.940002,74.43,72.940002,74.360001,2297200,63.829796
"182",73.669998,75.209999,73.669998,74.230003,2043500,64.193024
"183",74.309998,75.089996,74.089996,75,1482900,64.858887
"184",74.900002,75.900002,74.790001,75.870003,2427100,65.611267
"185",75.949997,76.669998,75.040001,75.129997,1734200,64.971298
"186",75.269997,75.639999,74.480003,75.43,1737200,65.230759
"187",75.019997,75.230003,74.040001,74.239998,2019600,64.201668
"188",74.239998,74.290001,73.260002,74.07,2541500,64.054665
"189",74.209999,75.589996,73.480003,75.540001,1836400,65.325882
"190",75.400002,75.480003,74.480003,74.699997,1993200,64.599472
"191",75.32,76.489998,75.07,75.82,1816000,65.568031
"192",75.699997,76.449997,75.599998,76.370003,1638800,66.043648
"193",76.190002,76.5,75.239998,75.419998,1571400,65.222115
"194",75.440002,75.639999,74.529999,74.669998,1142400,64.573524
"195",74.900002,75.43,74.339996,74.449997,1307700,64.383255
"196",74.260002,74.529999,73.900002,74.349998,2758500,64.296791
"197",74.300003,74.839996,73.940002,74.360001,2138100,64.305428
"198",74.639999,75.559998,74.050003,75.139999,1637300,64.979973
"199",74.169998,74.970001,73,73.93,3901500,63.933586
"200",76.410004,78.699997,74.959999,75.589996,5737400,65.369125
"201",75.809998,76.32,74.650002,75.449997,2558500,65.248047
"202",74.550003,74.709999,72.419998,72.959999,3467300,63.094742
"203",73.220001,74.25,72.720001,73.690002,3496300,63.726028
"204",73.93,74.230003,72.839996,73.010002,1891700,63.137989
"205",70.790001,72,70.459999,70.919998,3699700,61.33057
"206",70.989998,71.269997,69.419998,69.809998,3710100,60.370682
"207",70.110001,71.389999,69.75,70.360001,2754700,60.846291
"208",70.279999,70.57,68,68.559998,3712300,59.28968
"209",68.339996,68.449997,67.25,67.519997,2215000,58.390308
"210",69.25,69.25,67.169998,67.190002,3081000,58.104935
"211",67.68,68.720001,67.370003,67.629997,2368200,58.485428
"212",67.650002,67.860001,65.940002,66.190002,2618800,57.240147
"213",66.169998,67.040001,65.550003,66.209999,1820600,57.257446
"214",66.080002,66.93,66.080002,66.550003,1924900,57.551464
"215",66.5,66.830002,65.449997,65.519997,1489500,56.660728
"216",65.620003,65.940002,65.32,65.599998,1377600,56.729916
"217",65.440002,68.059998,65.32,67.279999,3915900,58.182747
"218",67.080002,67.870003,67,67.550003,2340300,58.416256
"219",67.349998,67.93,67.139999,67.919998,2348800,58.73621
"220",67.440002,68.419998,67.279999,67.660004,1895800,58.511379
"221",67.32,67.410004,66.760002,67.150002,1875500,58.070339
"222",67.089996,67.629997,66.910004,67.449997,2517200,58.329777
"223",67.339996,69.559998,67.300003,69.440002,4790300,60.050705
"224",68.970001,69.900002,68.519997,69.620003,2908600,60.206364
"225",69.760002,70.370003,69.459999,69.540001,2501900,60.137169
"226",69.43,69.639999,68.790001,68.870003,1196700,59.55777
"227",68.919998,69.400002,68.709999,68.970001,512100,59.644249
"228",69,69.330002,68.660004,68.839996,1652100,59.531818
"229",68.809998,70.739998,68.800003,70.650002,2462900,61.097076
"230",70.650002,74.970001,70.519997,72.93,5611200,63.068779
"231",72.849998,73.760002,71.059998,71.440002,3573100,61.78027
"232",71.57,73.449997,70.639999,73.379997,2642100,63.457951
"233",74.019997,76.089996,74.019997,74.699997,4181200,64.599472
"234",75.419998,76.480003,74.150002,75.309998,3735600,65.126984
"235",74.489998,75.879997,74.309998,74.470001,2495600,64.400574
"236",74.389999,74.779999,72.949997,73.089996,3133600,63.207146
"237",73.32,73.650002,72.82,73.480003,3272000,63.544441
"238",73.949997,75.18,73.480003,74.440002,2570600,64.374626
"239",74.440002,74.879997,73.699997,74.510002,1922000,64.435158
"240",73.839996,74.660004,73.410004,73.709999,2019400,63.743328
"241",73.349998,74.330002,72.589996,73.099998,3311500,63.215801
"242",73.519997,74.830002,73.519997,74.410004,4030900,64.348679
"243",74.209999,74.489998,72.720001,73.470001,1791000,64.052269
"244",73.57,74.019997,72.959999,73.870003,1937900,64.400978
"245",73.889999,74.540001,73.599998,74,2247900,64.51432
"246",74.220001,74.809998,73.989998,74.080002,1368600,64.584061
"247",74.330002,74.330002,73.230003,73.610001,1751500,64.174309
"248",73.510002,74.269997,73.019997,73.349998,722700,63.947651
"249",73.389999,73.529999,72.940002,73.480003,1196100,64.060989
"250",73.709999,73.709999,72.650002,73.400002,925100,63.991241
"251",73.410004,73.830002,72.830002,72.830002,1418100,63.494312
"252",72.660004,73.360001,71.349998,72.769997,3065200,63.441986
"253",72.589996,72.82,70.199997,70.360001,3588300,61.340912
"254",70.410004,71.230003,69.650002,71.059998,2032700,61.951187
"255",71.389999,72.220001,70.849998,72.169998,1841600,62.918911
"256",71.730003,72.620003,71.260002,72.410004,1875400,63.128136
"257",72.760002,73.150002,72.019997,72.080002,1626100,62.840443
"258",71.900002,72.809998,71.199997,72.699997,1906100,63.380978
"259",72.790001,74.419998,72.660004,74.32,1911000,64.793297
"260",74.550003,76.110001,74.519997,75.919998,2678700,66.188225
"261",76.25,76.650002,74.190002,74.32,2368900,64.793297
"262",74.5,75.989998,74.209999,75.5,1387700,65.822044
"263",74.910004,76.190002,74.330002,76.019997,2166700,66.275398
"264",76,76.099998,74.160004,74.959999,3044300,65.351265
"265",74.849998,76.400002,74.779999,76.360001,1787800,66.571808
"266",76.260002,76.260002,74.099998,75.5,2599900,65.822044
"267",75.650002,77.239998,75.470001,76.580002,2375200,66.763611
"268",76.879997,77.5,76.199997,76.68,3591000,66.850792
"269",76.870003,77.75,76.580002,77.650002,1854000,67.696457
"270",77.199997,78.040001,76.910004,77.400002,1715700,67.4785
"271",77.589996,78.239998,76.75,76.800003,2310300,66.955406
"272",77.029999,77.379997,76.199997,76.650002,3227400,66.824646
"273",76.220001,76.940002,75.879997,76.190002,2208300,66.423599
"274",75.839996,76.050003,74.660004,74.910004,2955400,65.307701
"275",74.669998,75.660004,72.889999,72.889999,3160300,63.546604
"276",71.970001,74.540001,71.400002,73.779999,2899900,64.322525
"277",73.989998,76.309998,73.639999,75.379997,2143500,65.71743
"278",75.940002,79.190002,75.599998,75.910004,5477800,66.179489
"279",76.25,77.589996,74.360001,76.949997,4310900,67.086182
"280",77.709999,79.300003,77.519997,78.779999,5116700,68.681602
"281",78.349998,80.910004,78.330002,79.559998,4294400,69.36161
"282",81.610001,83.339996,81.059998,82.779999,6895800,72.168861
"283",78.660004,79.220001,76.050003,77.279999,6217900,67.373878
"284",77.879997,79.279999,77.599998,78.720001,4270800,68.629303
"285",78.580002,79.559998,77.610001,78.360001,4665600,68.31543
"286",78.339996,79.660004,76.959999,77.029999,3348200,67.155914
"287",77.349998,78.029999,76.510002,76.790001,2112800,66.946701
"288",77.18,77.790001,76.400002,77.309998,1655200,67.40004
"289",77.720001,78.160004,77.32,78.099998,1569500,68.08876
"290",78,78.279999,76.93,76.940002,2038300,67.077461
"291",77.379997,77.620003,76.199997,76.230003,2027300,66.458473
"292",74.760002,75.489998,73.5,74.849998,4389100,65.255371
"293",75.650002,76.559998,74.889999,75.650002,2155300,65.952812
"294",75.5,76.370003,75.5,75.879997,1912500,66.15332
"295",76.129997,76.169998,74.150002,75.339996,3460000,65.682571
"296",74.989998,75.290001,73.589996,74.110001,3338200,64.610214
"297",73.970001,74.029999,72.559998,73.510002,2261700,64.610214
"298",73.589996,74.080002,73.139999,73.730003,1995000,64.803581
"299",73.980003,74.279999,73.309998,73.449997,2146100,64.55748
"300",73.519997,73.949997,72.720001,73.720001,1829900,64.7948
"301",74.139999,74.199997,73.410004,73.959999,1732000,65.00573
"302",73.879997,74.110001,73.050003,73.879997,2267100,64.935425
"303",73.879997,74.669998,73.879997,73.980003,2407500,65.023331
"304",73.839996,74.400002,73.190002,73.559998,1849900,64.654175
"305",73.860001,74.139999,71.889999,72.18,2093100,63.441254
"306",72.160004,72.699997,71.82,72.440002,1982500,63.669785
"307",72.029999,72.330002,70.769997,70.800003,2273700,62.228325
"308",70.769997,71.330002,70.089996,70.190002,1735600,61.692169
"309",70.739998,72.010002,70.260002,71.760002,1871300,63.072086
"310",72.019997,73.440002,71.739998,72.720001,2688600,63.915859
"311",72.790001,74.169998,72.510002,72.639999,1901000,63.845539
"312",72.900002,73.599998,72.599998,72.669998,1559500,63.871929
"313",72.529999,72.940002,70.75,71.269997,2212300,62.641418
"314",71.440002,71.790001,70.709999,71.269997,1781700,62.641418
"315",70.690002,72.110001,70.309998,72.010002,2162400,63.291817
"316",72.330002,72.669998,71.5,72.5,1887200,63.722496
"317",72.309998,72.699997,71.010002,71.739998,1278700,63.05452
"318",72.089996,72.779999,71.519997,71.620003,1969900,62.949043
"319",72.379997,72.82,71.790001,72.410004,1451800,63.643406
"320",72.169998,72.360001,71.809998,72.029999,1070700,63.30941
"321",72.279999,72.510002,71.080002,71.650002,1118100,62.97541
"322",72.120003,72.339996,71.57,71.860001,1832500,63.159996
"323",71.730003,74.470001,71.050003,74.029999,4584600,65.067261
"324",75.239998,76.75,74.209999,74.900002,4286600,65.83194
"325",74.870003,75.809998,74.75,74.75,1886100,65.700104
"326",75.290001,76.190002,74.879997,75.029999,2580800,65.946198
"327",74.910004,75.400002,73.279999,73.739998,2815900,64.81237
"328",73.82,74.120003,73.370003,73.879997,1531800,64.935425
"329",74.239998,74.440002,72.970001,73.300003,1942900,64.425667
"330",73.360001,74.739998,73.059998,74.379997,1561800,65.374893
"331",74.529999,74.800003,74.110001,74.480003,1627900,65.462791
"332",74.959999,75.050003,73.769997,73.910004,1439800,64.961807
"333",74.410004,74.970001,73.650002,73.660004,1640700,64.742058
"334",73.360001,74.32,73.059998,74.220001,1519700,65.234268
"335",74.099998,74.400002,73.5,73.519997,1342600,64.619011
"336",73.510002,74.410004,72.870003,74.129997,1485100,65.155159
"337",73.809998,74.959999,73.389999,74.580002,1223000,65.550674
"338",74.889999,74.889999,73.139999,74.050003,1727700,65.084854
"339",73.93,74.339996,73.410004,73.870003,1001500,64.926643
"340",74.059998,74.330002,73.589996,74.290001,1096500,65.295784
"341",74.5,74.910004,74.190002,74.620003,1154600,65.585861
"342",74.800003,75.660004,74.550003,75.080002,1128400,65.990143
"343",75.029999,75.459999,74.660004,74.980003,972000,65.90226
"344",74.589996,74.93,74.050003,74.480003,1765700,65.462791
"345",74.690002,75.82,74.489998,74.790001,1429900,65.735245
"346",74.790001,75.239998,74.25,74.300003,1182100,65.304581
"347",74.449997,75.459999,74.449997,74.959999,1219500,65.884666
"348",75.099998,75.779999,74.449997,75.290001,1371200,66.174728
"349",75.5,75.900002,75.25,75.260002,1452400,66.148354
"350",74.629997,74.629997,71.629997,72.25,3876500,63.502777
"351",71.690002,72.629997,71.690002,72.080002,1780500,63.353355
"352",71.940002,72.379997,71.730003,71.959999,1731800,63.247879
"353",71.410004,71.669998,69.139999,70.220001,2474300,61.718552
"354",70.230003,71.269997,69.779999,71.25,1685400,62.623837
"355",71.25,72.139999,70.610001,72.080002,3347600,63.353355
"356",72.230003,73.059998,72.07,72.269997,1908500,63.520329
"357",72.440002,73.010002,72.18,72.839996,1265000,64.021332
"358",72.849998,73.199997,71.82,72.970001,1487500,64.135605
"359",73,73.599998,72.75,73.449997,1325600,64.55748
"360",73.629997,73.959999,72.910004,73.5,1528100,64.601433
"361",73.470001,73.93,73.330002,73.900002,906500,64.953018
"362",73.919998,75.459999,73.769997,75.089996,1781600,65.998924
"363",75.07,75.68,74.730003,75.580002,1487700,66.429611
"364",75.730003,75.790001,74.260002,74.410004,1701100,65.924614
"365",74.699997,76.209999,74.339996,75.370003,2751200,66.775139
"366",75.029999,75.440002,74.629997,75.419998,3186300,66.819435
"367",74.980003,75.800003,74.629997,75.559998,1070900,66.943466
"368",74.660004,75.580002,74.540001,75.07,1785400,66.509361
"369",75.089996,75.550003,74.790001,75.160004,1796500,66.589081
"370",75.25,75.870003,74.769997,75.489998,1408500,66.881454
"371",75.800003,76.480003,75.059998,75.910004,2306600,67.253571
"372",76.150002,77.309998,74.720001,74.919998,2367900,66.376457
"373",74.870003,75.5,74.720001,75.080002,1576200,66.518196
"374",75.099998,76.360001,74.730003,75.040001,1277900,66.482773
"375",75.18,76.440002,74.760002,76.309998,2214200,67.607941
"376",76.300003,76.980003,76.18,76.269997,1394700,67.572525
"377",75.790001,76.059998,74.870003,75.5,1381200,66.89032
"378",75.919998,75.970001,74.800003,75.220001,828300,66.642258
"379",75.709999,76.080002,75.150002,76.019997,1198000,67.351013
"380",76.190002,77.480003,75.949997,77.080002,1100300,68.290123
"381",77.220001,77.400002,76.449997,77.169998,1289600,68.369858
"382",77.239998,77.889999,76.800003,77.839996,1330700,68.963463
"383",77.389999,78.139999,76.599998,76.629997,2301300,67.891441
"384",76.669998,78.379997,76.480003,78.139999,2528300,69.229248
"385",77.870003,78.290001,77.18,77.510002,1920900,68.671104
"386",77.220001,78.169998,76.980003,78.099998,4253600,69.193817
"387",74,74.239998,70.260002,70.690002,10867500,62.628815
"388",70.699997,71.07,69.690002,70.599998,4023900,62.549091
"389",69.970001,70.709999,69.559998,69.610001,4115200,61.671993
"390",69.550003,69.559998,68.050003,68.18,5357000,60.405052
"391",67.949997,69.610001,67.709999,68.279999,4250100,60.493645
"392",68.540001,68.760002,66.379997,67.599998,3545400,59.891193
"393",68.019997,68.559998,67.480003,67.800003,1796900,60.06839
"394",68.139999,69.269997,67.849998,68.849998,2712100,60.99865
"395",69.040001,69.279999,68.550003,68.980003,2122400,61.113834
"396",69.040001,69.360001,68.190002,68.360001,1333600,60.564537
"397",68.589996,69.400002,68.279999,68.830002,2448600,60.98093
"398",68.510002,68.769997,67.419998,67.470001,1588900,59.77602
"399",67.360001,67.949997,66.150002,67.339996,1410000,59.660847
"400",67.68,68.050003,67.190002,67.449997,1249300,59.758305
"401",67.470001,68.169998,67.360001,67.709999,833500,59.988651
"402",68.150002,68.440002,67.720001,68.260002,1119500,60.475933
"403",68.230003,68.339996,67.489998,67.790001,918300,60.059532
"404",67.769997,68.360001,67.550003,67.93,1825800,60.183571
"405",67.720001,67.980003,67.160004,67.849998,1417100,60.112682
"406",67.889999,67.949997,67.220001,67.309998,1517700,59.634254
"407",67.449997,68.309998,67.32,68.120003,1158200,60.351898
"408",67.760002,68.169998,67.370003,68.139999,1660100,60.369614
"409",68.639999,69.650002,68.639999,69.330002,1777900,61.42392
"410",69.239998,69.300003,68.57,68.589996,1324100,60.768295
"411",68.910004,69.610001,68.739998,68.989998,1410300,61.122677
"412",69.089996,69.629997,68.720001,69.599998,1522000,61.663116
"413",69.540001,69.589996,68.970001,69.089996,1007800,61.211281
"414",69.080002,69.230003,68.459999,68.57,1205400,60.750591
"415",68.769997,69.160004,68.339996,68.970001,716300,61.104969
"416",69.220001,69.540001,68.989998,69.43,1174300,61.512524
"417",69.5,69.610001,69.169998,69.419998,910200,61.503635
"418",69.599998,69.879997,69.139999,69.480003,1298000,61.556805
"419",69.150002,69.620003,68.739998,68.940002,2000500,61.078392
"420",68.879997,69.480003,68.760002,69.32,2399700,61.415047
"421",68.279999,68.489998,66.510002,67.989998,2405900,60.236721
"422",67.870003,68.720001,67.300003,68.699997,3330400,60.865753
"423",68.839996,69.550003,68.720001,69.25,1875100,61.353039
"424",69.059998,70.050003,68.870003,69.870003,1313400,61.902332
"425",70.120003,70.120003,69.519997,69.610001,2551100,61.671993
"426",69.589996,69.900002,68.410004,68.809998,2112700,60.963215
"427",68.779999,69.07,68.379997,69,1832700,61.131546
"428",69.230003,69.639999,68.709999,69.309998,2165400,61.406193
"429",69.400002,69.870003,68.830002,68.980003,1563200,61.113834
"430",69.669998,70.089996,68.879997,69.760002,1712000,61.804871
"431",69.339996,69.550003,69.059998,69.300003,1317800,61.397339
"432",69.559998,70.120003,68.800003,68.980003,3288500,61.113834
"433",68.809998,70.029999,68.699997,69.639999,3836600,62.239933
"434",69.610001,71.220001,69.550003,70.900002,4678300,63.366051
"435",70.800003,71.019997,69.82,70.169998,2127000,62.713615
"436",70.349998,70.349998,69.730003,70.269997,2137700,62.802994
"437",70.339996,70.980003,70.129997,70.32,1394500,62.847679
"438",70.269997,70.540001,66.480003,68.209999,3364300,60.961887
"439",67.080002,68.220001,65.849998,68.019997,4590900,60.792084
"440",66.75,68.32,66.75,68.080002,2342500,60.845699
"441",68.25,69.459999,68.110001,69.040001,2724000,61.703705
"442",69.269997,70.25,69.050003,70.160004,2086300,62.704681
"443",70.269997,70.660004,69.489998,69.910004,2550800,62.481243
