"","MTCH.Open","MTCH.High","MTCH.Low","MTCH.Close","MTCH.Volume","MTCH.Adjusted"
"920",112.449997,113.269997,111.339996,111.529999,2005900,111.529999
"921",112.18,113.559998,109.870003,111.5,1343300,111.5
"922",111.489998,112.25,110.440002,111.68,2619500,111.68
"923",110.870003,115.25,110.870003,113.410004,2799800,113.410004
"924",114.699997,117.620003,112.879997,117.489998,3026700,117.489998
"925",114.230003,114.82,108.809998,110.540001,2414800,110.540001
"926",108.510002,110.949997,102.080002,105.940002,3004000,105.940002
"927",102.004997,105.544998,100.25,102.059998,3918400,102.059998
"928",104.489998,106.670998,102.129997,105.559998,2711100,105.559998
"929",106.290001,108.370003,104.169998,105.459999,2005400,105.459999
"930",106.860001,106.860001,101.650002,103.650002,2302400,103.650002
"931",105.739998,109.269997,105.739998,108.260002,3473700,108.260002
"932",109.949997,111.660004,108.709999,110.980003,2459900,110.980003
"933",110.75,111.394997,107.790001,108.300003,4088500,108.300003
"934",107.949997,108.459,105.650002,107.559998,2669000,107.559998
"935",107.739998,109.769997,105.360001,108.410004,6138400,108.410004
"936",106.080002,107.25,104.205002,106.849998,2832300,106.849998
"937",108.379997,108.790001,105.459999,106.510002,2665700,106.510002
"938",106.940002,107.254997,102.410004,102.889999,2350200,102.889999
"939",101.019997,105.129997,100.610001,103.43,1661600,103.43
"940",103.580002,107.522003,102.769997,105.75,1851700,105.75
"941",107.150002,109.839996,106.775002,108.589996,2435300,108.589996
"942",108.220001,109.379997,106.629997,109.120003,3348000,109.120003
"943",108.43,111.790001,108.43,110.650002,2413600,110.650002
"944",112.230003,116.580002,111.129997,116.209999,2833600,116.209999
"945",113.129997,115.900002,111.629997,111.940002,1664000,111.940002
"946",112.989998,115.150002,111.68,114.050003,1721600,114.050003
"947",113.940002,115.82,112.790001,114.209999,1685900,114.209999
"948",114.589996,115.489998,112.125,114.5,2253900,114.5
"949",115.949997,117.489998,113.099998,113.449997,2589800,113.449997
"950",113.639999,114.400002,111.660004,112.379997,1696700,112.379997
"951",112.5,113.940002,108.849998,110.300003,2160200,110.300003
"952",112,113.400002,110.389999,111.160004,2181600,111.160004
"953",111.870003,112.504997,109.279999,109.769997,1439400,109.769997
"954",108.199997,112.103996,107.050003,111.169998,1754500,111.169998
"955",112.559998,113.07,110.419998,112.209999,1485600,112.209999
"956",112.290001,115.605003,111.589996,113,1942000,113
"957",113.669998,116.565002,113.220001,114.860001,1637400,114.860001
"958",116.25,119.32,115.589996,118.059998,2156300,118.059998
"959",117.669998,118.110001,114.513,116.720001,1548300,116.720001
"960",118.07,120.379997,116.529999,120.300003,1197600,120.300003
"961",118.690002,122,117.653,119.260002,1945700,119.260002
"962",119.410004,127.419998,119.309998,125.779999,3451300,125.779999
"963",123.050003,123.449997,118.129997,118.519997,2030400,118.519997
"964",119.529999,123.690002,119,122.120003,1622300,122.120003
"965",121.370003,123.269997,116.239998,116.779999,2146500,116.779999
"966",117.510002,121.349998,116.230003,118.980003,2766500,118.980003
"967",119.339996,123.230003,117.68,121.629997,3386600,121.629997
"968",124.68,129.309998,122.279999,128.690002,4101800,128.690002
"969",132,138.5,129.139999,134.970001,5816700,134.970001
"970",134.589996,136.210007,130.199997,132.559998,2951500,132.559998
"971",136.636993,141.804993,134.149994,137.220001,4233300,137.220001
"972",137.130005,139.259995,131.279999,132.220001,3009600,132.220001
"973",133.669998,137.360001,133.070007,133.410004,1377500,133.410004
"974",133.059998,135.600006,130.380005,131.259995,1472800,131.259995
"975",131.119995,132.75,129.380005,131.600006,1280800,131.600006
"976",133.75,137.220001,132.014999,134.830002,2093000,134.830002
"977",134.570007,135.179993,130.720001,131.350006,2164300,131.350006
"978",133.75,134.100006,129.610001,131.350006,1040800,131.350006
"979",131.190002,135.154999,130.199997,132.309998,1168500,132.309998
"980",131.919998,135,130.330002,130.570007,1515500,130.570007
"981",131.070007,139.070007,131.070007,138.229996,2321700,138.229996
"982",137.649994,138.940002,135.080002,138.669998,2019700,138.669998
"983",139.339996,141.630005,136.869995,139.009995,1478500,139.009995
"984",139.160004,143.089996,137.880005,139.630005,931400,139.630005
"985",139.110001,139.785004,135.302994,139.210007,2222200,139.210007
"986",141.210007,143.820007,140.820007,143.309998,2084400,143.309998
"987",142.100006,142.100006,137.389999,138.929993,1582700,138.929993
"988",138.080002,142.789993,138,140.139999,1650800,140.139999
"989",139.720001,146.130005,139.699997,145.389999,2359600,145.389999
"990",144.309998,146.660004,142.800003,146.070007,1350400,146.070007
"991",146.559998,147.399994,144.029999,145.419998,1226100,145.419998
"992",146.630005,148.645004,142.660004,143.520004,2018000,143.520004
"993",143.149994,148.089996,141.639999,147.320007,2535500,147.320007
"994",146.809998,148.5,144.759995,148.110001,1933600,148.110001
"995",149.600006,150.550003,144.649994,144.809998,2522100,144.809998
"996",146.5,151.179993,145.649994,150.839996,2478400,150.839996
"997",152.75,154.899994,151.610001,153.899994,2403100,153.899994
"998",155,159.529999,148.389999,148.75,4123900,148.75
"999",150.929993,157.220001,150,155.070007,10984000,155.070007
"1000",152.259995,155.529999,148.679993,154.149994,2188700,154.149994
"1001",153.910004,158.399994,153.289993,156.119995,1754100,156.119995
"1002",157.570007,157.570007,153.160004,153.389999,1090300,153.389999
"1003",153.039993,154.149994,151.339996,152.080002,1111700,152.080002
"1004",153.639999,154.744995,146.809998,150.080002,2549100,150.080002
"1005",151,151.199997,148.240005,150.220001,1425500,150.220001
"1006",152.199997,152.660004,150.300003,152,816600,152
"1007",152.25,152.690002,149.205002,151.190002,1555300,151.190002
