"","MTCH.Open","MTCH.High","MTCH.Low","MTCH.Close","MTCH.Volume","MTCH.Adjusted"
"44",16.280001,16.66,16.200001,16.59,1313200,15.78971
"45",16.6,16.82,16.549999,16.620001,651900,15.818264
"46",16.629999,16.790001,16.49,16.719999,607700,15.913439
"47",16.780001,16.940001,16.709999,16.780001,782000,15.970546
"48",16.82,16.969999,16.6,16.75,768100,15.941992
"49",16.75,16.75,16.360001,16.530001,584700,15.732605
"50",16.6,16.84,16.49,16.75,759000,15.941992
"51",16.790001,16.879999,16.52,16.549999,641700,15.751639
"52",16.549999,16.59,16.309999,16.35,702900,15.561288
"53",16.4,16.455,16.1,16.24,793900,15.456594
"54",16.24,16.450001,16.01,16.08,1036400,15.304312
"55",16.049999,16.25,15.95,16.24,631500,15.456594
"56",16.27,16.514999,15.865,15.98,584300,15.209136
"57",15.95,16.15,15.86,15.88,504300,15.11396
"58",15.85,16.129999,15.62,16.08,1351100,15.304312
"59",16.049999,16.049999,15.42,15.7,2015800,14.942643
"60",15.71,16.33,15.71,16.280001,1500500,15.494665
"61",16.27,16.59,16.059999,16.450001,2154600,15.656465
"62",16.440001,16.559999,16.290001,16.33,488800,15.542253
"63",16.299999,16.65,16.264999,16.549999,1401700,15.751639
"64",16.610001,16.700001,16.389999,16.610001,1004100,15.808746
"65",16.73,16.799999,16.385,16.450001,1256200,15.656465
"66",16.4,16.65,16.299999,16.629999,702400,15.82778
"67",16.610001,17,16.540001,16.719999,1063200,15.913439
"68",16.76,17.120001,16.76,17.030001,1267400,16.208485
"69",17.049999,17.23,16.91,17.23,999000,16.398836
"70",17.18,17.5,17.15,17.4,1730500,16.560637
"71",17.41,17.440001,17.110001,17.219999,660700,16.389318
"72",17.219999,17.43,17.17,17.35,411900,16.513048
"73",17.43,17.66,17.360001,17.469999,1324500,16.627258
"74",17.59,18.18,17.514999,18.01,1878000,17.141211
"75",18.049999,18.219999,17.959999,18.030001,1016900,17.160246
"76",18,18.225,17.940001,18.17,1277700,17.293491
"77",18.299999,18.309999,18.125,18.26,1084000,17.37915
"78",18.25,18.629999,18.25,18.469999,1287100,17.57902
"79",18.530001,18.719999,18.42,18.709999,943100,17.807442
"80",18.52,18.885,18.52,18.83,1056700,17.921654
"81",18.889999,18.969999,18.35,18.629999,2488700,17.7313
"82",18.709999,19.35,18.690001,19.17,2130100,18.245253
"83",19.200001,19.83,18.639999,19.129999,4700600,18.207182
"84",18.01,18.73,18,18.48,2886200,17.588537
"85",18.540001,19.24,18.139999,19.17,3269200,18.245253
"86",19.26,19.870001,19.040001,19.309999,2944700,18.378498
"87",19.309999,19.4,19,19.02,1002900,18.102489
"88",19.559999,19.559999,18.799999,19.110001,787500,18.188148
"89",18.950001,19.17,18.75,19.09,1960100,18.169111
"90",19.01,20,18.995001,19.98,2625500,19.016178
"91",19.809999,19.9,19.18,19.25,1897000,18.321394
"92",19.34,19.870001,19.34,19.690001,1146500,18.74017
"93",19.5,19.879999,19.25,19.58,1616900,18.635475
"94",19.370001,19.48,18.450001,18.620001,1693600,17.721785
"95",18.49,19.33,18.42,19.049999,1451900,18.131041
"96",19.17,19.389999,19.120001,19.15,605000,18.226217
"97",19.190001,19.66,19.15,19.65,930400,18.702097
"98",19.629999,19.809999,19.57,19.66,862600,18.711615
"99",19.75,19.83,19.639999,19.719999,543500,18.768721
"100",19.799999,19.82,19.42,19.440001,516400,18.502228
"101",19.43,19.620001,19.32,19.610001,850400,18.664028
"102",19.620001,20.745001,19.620001,20.040001,2413800,19.073286
"103",20.139999,20.299999,19.41,19.48,1620000,18.540298
"104",19.52,19.709999,19.18,19.379999,905000,18.445122
"105",19.459999,19.610001,19.290001,19.4,688400,18.464157
"106",19.370001,19.370001,18.934999,19.15,763300,18.226217
"107",19.120001,19.549999,19.01,19.360001,711900,18.426088
"108",19.33,19.459999,19.07,19.290001,557300,18.359465
"109",19.290001,19.424999,18.91,19.110001,581500,18.188148
"110",19.26,19.33,17.879999,18.469999,1225100,17.57902
"111",18.219999,18.243,17.4,17.530001,2717600,16.684366
"112",17.889999,18.120001,17.450001,17.66,1434300,16.808094
"113",17.73,18.049999,17.370001,17.530001,1110900,16.684366
"114",17.27,17.382,16.93,17,988100,16.179932
"115",16.98,17.200001,16.85,17.030001,1715700,16.208485
"116",17.26,17.73,17.15,17.68,1256100,16.827129
"117",17.5,17.895,17.440001,17.5,719700,16.655813
"118",17.49,17.6,17.25,17.51,765600,16.665331
"119",17.5,17.809999,17.309999,17.58,883600,16.731953
"120",17.6,17.855,17.41,17.83,1181600,16.969893
"121",17.940001,17.99,17.58,17.790001,743600,16.931824
"122",17.700001,17.799999,17.48,17.495001,668500,16.651054
"123",17.65,17.65,17.25,17.559999,825400,16.712917
"124",17.450001,17.559999,16.57,17.379999,1317700,16.541601
"125",17.389999,17.530001,17.205,17.379999,886900,16.541601
"126",17.450001,17.58,17.190001,17.299999,377600,16.46546
"127",17.299999,17.49,17.110001,17.379999,990200,16.541601
"128",17.280001,17.58,17.07,17.450001,1074400,16.608225
"129",17.51,17.83,17.35,17.549999,807700,16.7034
"130",17.58,18.07,17.549999,17.950001,758300,17.084105
"131",17.950001,18.129999,17.67,18.09,741100,17.217352
"132",18.17,18.525,18.139999,18.280001,1000100,17.398186
"133",18.35,18.386,17.959999,18.129999,1070300,17.255421
"134",18.16,18.389999,17.92,18.09,656900,17.217352
"135",18.190001,18.385,17.76,17.780001,1480400,16.922306
"136",17.85,19.07,17.85,18.75,2659000,17.845512
"137",18.82,19.18,18.75,19.01,1214600,18.092972
"138",19.01,19.09,18.459999,18.540001,951300,17.645645
"139",18.5,18.52,18.139999,18.41,800200,17.521915
"140",18.440001,18.73,18.41,18.67,523100,17.769373
"141",18.82,19.15,18.540001,18.889999,1065500,17.97876
"142",18.940001,18.98,18.67,18.709999,813200,17.807442
"143",18.889999,19.155001,18.215,18.57,1518400,17.674196
"144",18.49,18.906,18.370001,18.57,956300,17.674196
"145",18.610001,18.85,18.24,18.25,1808100,17.369633
"146",18.280001,18.540001,18,18.24,2539800,17.360115
"147",18.139999,19.75,18.1,19.01,3767000,18.092972
"148",19.059999,19.23,18.76,18.889999,1598400,17.97876
"149",18.870001,18.870001,18.24,18.82,1469900,17.912136
"150",18.809999,19.200001,18.77,18.790001,1078700,17.883585
"151",18.799999,18.969999,18.370001,18.889999,877900,17.97876
"152",18.780001,18.91,18.51,18.76,723500,17.855032
"153",18.620001,18.719999,18.059999,18.17,1297800,17.293491
"154",18.17,18.790001,18.110001,18.76,1089200,17.855032
"155",18.75,19.450001,18.73,19.360001,1518600,18.426088
"156",19.459999,19.67,19.209999,19.389999,1261300,18.454639
"157",19.209999,19.77,19.16,19.26,1964400,18.330912
"158",19.190001,19.200001,18.57,18.629999,1504500,17.7313
"159",18.629999,18.959999,18.379999,18.799999,673800,17.893101
"160",18.83,18.889999,18.530001,18.690001,702700,17.788408
"161",18.870001,18.98,18.66,18.799999,770200,17.893101
"162",18.700001,18.825001,18.51,18.610001,444800,17.712267
"163",18.629999,18.790001,18.41,18.74,717300,17.835995
"164",18.809999,19.290001,18.780001,18.92,1033800,18.007313
"165",18.950001,19.415001,18.780001,19.309999,760900,18.378498
"166",19.110001,19.92,19.040001,19.76,1751800,18.806791
"167",19.799999,21.379999,19.799999,21.209999,4795700,20.186844
"168",21.299999,22.59,21.209999,21.75,3692100,20.700796
"169",21.85,22.93,21.709999,22.35,2392400,21.271852
"170",22.5,23.5,22.360001,23.4,3765200,22.2712
"171",23.57,23.99,23.209999,23.27,3052800,22.147472
"172",23.73,24.049999,22.799999,22.969999,3575200,21.861942
"173",22.52,22.709999,22.02,22.17,2782000,21.100534
"174",22.75,23.16,22.639999,22.93,1687000,21.823874
"175",23.16,23.67,23,23.639999,1203300,22.499622
"176",23.51,23.68,22.65,23.049999,1593500,21.938084
"177",22.889999,23.030001,22.700001,22.860001,1045700,21.75725
"178",22.940001,23.549999,22.780001,23.549999,1532800,22.413963
"179",23.68,23.879999,23.309999,23.469999,1053400,22.337824
"180",23.459999,23.77,23.209999,23.450001,1412600,22.318789
"181",23.66,24.32,23.32,23.629999,1939100,22.490105
"182",23.610001,23.879999,22.799999,23.84,1758800,22.689976
"183",23.75,24.4,23.6,24.15,1994500,22.985022
"184",24.110001,24.110001,23.059999,23.389999,2362600,22.261683
"185",23.290001,23.629999,22.9,23.450001,2060300,22.318789
"186",23.690001,24.34,23.610001,23.940001,1824000,22.785152
"187",23.77,23.969999,23.209999,23.4,1513400,22.2712
"188",23.52,23.58,23.16,23.190001,1179100,22.071331
"189",23.23,24.110001,23.23,23.9,2683100,22.74708
"190",24.1,25.26,24.009001,24.75,2700200,23.556078
"191",24.969999,25.51,24.719999,25.200001,2844200,23.984371
"192",25.34,25.52,24.969999,25.219999,1446200,24.003405
"193",25.16,25.57,24.9,25.379999,850500,24.155685
"194",25.57,25.76,25.219999,25.309999,1277200,24.089064
"195",25.559999,25.690001,25.129999,25.15,828100,23.936781
"196",25.290001,26.24,25.15,26.049999,1721800,24.793365
"197",26.1,26.17,25.68,25.74,1315700,24.49832
"198",26.15,26.209999,25.690001,25.790001,1065300,24.54591
"199",25.83,26.01,25.48,25.620001,2019000,24.384109
"200",25.690001,26.184999,25.6,26.08,877400,24.821918
"201",26.139999,26.139999,25.41,25.52,957900,24.288933
"202",25.42,25.700001,25,25.58,989500,24.346039
"203",25.66,25.959999,25.5,25.690001,718300,24.450733
"204",25.84,25.959999,25.07,25.129999,955600,23.917746
"205",25.26,25.673,24.940001,25.48,744800,24.250862
"206",25.5,25.68,24.4,25.200001,987700,23.984371
"207",25.219999,25.360001,24.785,25.209999,1032200,23.993887
"208",25.299999,26.280001,24.98,26.01,1720600,24.755297
"209",26,26.42,25.75,26.209999,1573500,24.945648
"210",26.389999,27.02,26.059999,26.74,1306900,25.450081
"211",26.959999,26.959999,26.33,26.799999,1457900,25.507187
"212",26.84,27.639999,26.370001,27.57,1693900,26.240042
"213",27.549999,27.92,26.860001,27.01,2212100,25.707056
"214",27.219999,27.790001,27.07,27.75,2465200,26.41136
"215",27.76,27.99,26.68,26.9,3864300,25.602364
"216",31,32.869999,29.4,29.59,8148300,28.1626
"217",29.139999,29.74,28.17,28.559999,3916700,27.182285
"218",28.540001,28.950001,28.02,28.459999,2676700,27.087109
"219",28.25,29.200001,28.15,28.690001,2422100,27.306015
"220",28.9,29.57,28.51,29.389999,2606600,27.972246
"221",29.219999,29.459999,28.780001,29.15,1542600,27.743824
"222",29.129999,29.66,28.59,28.639999,1484200,27.258427
"223",28.629999,29.09,28.459999,28.82,1689400,27.429743
"224",28.83,29.290001,28.620001,28.76,1040300,27.372639
"225",28.889999,30.17,28.879999,29.77,1454100,28.333918
"226",29.92,30.26,29.790001,29.959999,1009300,28.51475
"227",30.040001,30.99,30.02,30.91,723600,29.418924
"228",31,31.040001,30.280001,30.610001,1196800,29.133396
"229",30.74,31.120001,30.379999,30.5,946600,29.028702
"230",30.42,30.48,28.559999,29.07,1976200,27.667683
"231",29.139999,29.83,29.105,29.4,1339900,27.981764
"232",29.25,29.52,28.07,28.41,2203300,27.039522
"233",28.74,29.200001,27.59,28.219999,3004300,26.858686
"234",28.09,29.059999,27.995001,28.33,1011600,26.963381
"235",28.34,29.110001,28.34,28.68,1286000,27.296497
"236",28.780001,29.950001,28.73,29.85,1567800,28.410057
"237",30.26,30.370001,29.34,29.379999,1084800,27.962729
"238",29.370001,29.469999,28.530001,28.93,1038100,27.534437
"239",28.879999,29.26,28.280001,28.370001,885300,27.001451
"240",28.379999,28.809999,28.379999,28.6,1171800,27.220356
"241",28.940001,29.75,28.799999,28.84,1680700,27.448778
"242",29.190001,29.66,28.879999,29.43,1956600,28.010319
"243",29.68,30.59,29.5,30.5,1384700,29.028702
"244",31.65,31.66,30.620001,30.83,1518300,29.342783
"245",31.25,31.860001,30.65,31.690001,1355700,30.161297
"246",31.85,32.060001,31.33,31.91,1149200,30.370684
"247",31.82,32.029999,31.405001,31.91,1004200,30.370684
"248",31.76,31.91,31.389999,31.68,859600,30.151779
"249",31.59,32.150002,31.139999,31.59,1124300,30.06612
"250",31.58,31.690001,30.809999,31.34,1047800,29.82818
"251",31.379999,31.610001,31.15,31.309999,856300,29.799627
"252",31.5,32.650002,31.5,32.380001,2402700,30.818012
"253",32.970001,33.080002,31.677999,32.009998,2038500,30.465858
"254",32.34,32.492001,31.52,32.130001,1325300,30.580072
"255",32.150002,32.16,31.65,31.799999,1020900,30.265989
"256",31.799999,32.189999,31.540001,32.09,696700,30.542002
"257",32.259998,32.369999,31.650999,32.240002,1181100,30.684767
"258",31.98,32.240002,31.798,31.940001,671300,30.399237
"259",32.049999,32.305,31.559999,32.299999,713900,30.741871
"260",32.389999,32.700001,32.167999,32.639999,876700,31.06547
"261",32.990002,33.080002,31.299999,31.4,1679500,29.885286
"262",31.51,31.700001,31.01,31.549999,885400,30.028049
"263",31.360001,31.620001,30.846001,31.6,1018000,30.07564
"264",31.719999,32.66,31.719999,32.599998,1650900,31.027397
"265",32.650002,33.950001,32.139999,33.830002,1778100,32.198067
"266",33.98,34.610001,33.540001,34.580002,1343800,32.911888
"267",34.669998,34.75,33.330002,33.529999,2082200,31.912535
"268",33.650002,34.32,33.259998,33.994999,1087200,32.355103
"269",34.18,34.740002,33.93,34.73,772500,33.054649
"270",34.700001,35.279999,34.099998,35.150002,1173100,33.454391
"271",34.630001,35.029999,34.252998,34.73,1693200,33.054649
"272",35.099998,35.404999,34.509998,34.939999,1300300,33.254517
"273",34.799999,35.509998,34.52,35.259998,1474300,33.559082
"274",35,35.501999,34.650002,34.709999,1295800,33.035614
"275",34.189999,35.34,33.75,33.830002,1979800,32.198067
"276",33.009998,34.349998,32.400002,33.259998,2909200,31.65556
"277",34.5,36.84,34.299999,36.029999,4831900,34.291939
"278",36.25,36.679001,33.41,33.599998,4155300,31.979158
"279",34,35.939999,33.060001,35.709999,4297100,33.987373
"280",35.919998,38.5,35.450001,37.990002,4369500,36.157391
"281",37.950001,39.66,37.259998,39.599998,3564300,37.689724
"282",39.849998,42.48,39.472,41.91,6087000,39.88829
"283",42.27,42.5,40.43,41.380001,2720500,39.383858
"284",41.23,42.669998,41.200001,41.560001,2101800,39.555176
"285",41.450001,42.594002,40.900002,42.099998,1826500,40.069126
"286",40.950001,43.52,40.849998,41.91,2570500,39.88829
"287",41.91,42.400002,40.860001,40.959999,1533100,38.984119
"288",41.32,42.060001,41.160999,41.900002,2339400,39.878777
"289",41.959999,42.209999,41.02,41.580002,1299700,39.574211
"290",41.540001,41.674999,39.810001,40.07,1918800,38.137051
"291",40.16,41.119999,39.77,40.049999,1690400,38.118015
"292",39.950001,40.32,38.759998,39.32,2114600,37.423229
"293",38.919998,40.990002,38.48,40.82,2423100,38.850872
"294",41,41.814999,40.259998,41.709999,1618500,39.697937
"295",42,42.689999,41.09,42.419998,1627600,40.373688
"296",42.119999,44.146,41.650002,43.810001,2244600,41.696636
"297",44.360001,44.5,43.701,44.360001,2146100,42.220104
"298",43.939999,44.82,43.880001,44.790001,1549900,42.629364
"299",44.599998,45.860001,44.57,45.599998,1525500,43.400288
"300",45.77,46,44.220001,45.43,1667000,43.238491
"301",45.779999,46.810001,45.459999,46.790001,2787100,44.532883
"302",45.959999,46.779999,45.84,46.709999,1899900,44.456741
"303",46.849998,46.950001,46.25,46.470001,1467000,44.228321
"304",46.200001,46.709999,44.73,45.650002,2567600,43.447876
"305",45.639999,46.939999,45.5,46.639999,1612100,44.390118
"306",46.130001,46.400002,45.189999,45.700001,2302000,43.495464
"307",45,45.630001,44.029999,44.200001,1419500,42.067825
"308",44.060001,45.860001,44,44.540001,1580200,42.391422
"309",45.509998,46.59,45.150002,46.459999,1716100,44.218803
"310",46.84,47.099998,43.830002,44.23,2636900,42.096375
"311",43.700001,44.080002,42.57,43.16,1946400,41.077991
"312",43.389999,45.040001,43.049999,44.439999,1653600,42.296246
"313",44.450001,44.450001,42.119999,42.75,1991000,40.687771
"314",42.84,43.389999,41.93,42.169998,2204600,40.135746
"315",41.07,42.790001,40.470001,42.560001,3635400,40.506939
"316",43.130001,43.310001,42.035999,42.77,1676500,40.706806
"317",41.849998,42.459999,41.25,42.110001,1145300,40.078644
"318",42.59,44.299999,42.581001,43.419998,1163700,41.325447
"319",44.209999,45.200001,43.889999,44.639999,1572300,42.486599
"320",44.310001,44.970001,43.889999,43.900002,880600,41.782295
"321",44.299999,44.790001,44.009998,44.759998,1265800,42.600807
"322",44.900002,45.41,44.360001,44.84,974700,42.676949
"323",45.029999,46.299999,44.601002,46.16,1092000,43.933273
"324",46.700001,48.650002,46.369999,48.09,2153300,45.770172
"325",47.860001,48.110001,46.709999,47.139999,1269400,44.866001
"326",46.869999,47.389999,46.450001,46.689999,1162300,44.437706
"327",46.98,47.490002,46.529999,46.709999,818000,44.456741
"328",47.200001,47.470001,46.25,46.41,897300,44.171215
"329",46.599998,47.299999,44.68,45.259998,2369000,43.076687
"330",45.400002,45.490002,44.221001,45.34,1512600,43.152832
"331",45.830002,47.34,45.73,46.66,1283600,44.409153
"332",47,47.419998,45.77,46.009998,1242200,43.790508
"333",46.32,47.470001,46.259998,47.119999,945100,44.846962
"334",47.220001,47.32,35.799999,36.709999,21515400,34.939137
"335",36.549999,37.349998,34.349998,34.580002,14615200,32.911888
"336",34.664001,36.790001,34.5,36.27,6421900,34.520363
"337",36.23,36.790001,34.720001,34.82,4882300,33.140308
"338",34.924999,36.130001,34.860001,35.400002,4111000,33.692329
"339",35.509998,36.57,35.119999,36.32,4743200,34.567947
"340",37.779999,37.919998,33.48,36.849998,11363900,35.07238
"341",37.689999,39.57,37.5,38.91,7023900,37.033009
"342",38.799999,40.849998,38.700001,40.5,5128100,38.54631
"343",40.560001,41.5,37.990002,38.09,3891600,36.252567
"344",37.849998,39.369999,37.849998,39.299999,3396200,37.404194
"345",39.139999,39.860001,38.900002,39.689999,2516500,37.775383
"346",39.380001,41.040001,39.380001,40.349998,2120500,38.403542
"347",40.220001,41.18,40.130001,40.75,2204500,38.784248
"348",40.849998,41.16,39.928001,40.860001,1735700,38.888943
"349",40.700001,41.32,39.939999,40.02,1895400,38.089462
"350",39.549999,40.990002,39.099998,40.799999,1608600,38.831837
"351",40.799999,41.540001,40.549999,41.27,1666300,39.279163
"352",41.27,42.360001,41.257999,41.84,1645500,39.821667
"353",41.290001,42,40.200001,40.84,2202000,38.869907
"354",41.349998,42.41,40.82,41.77,2278300,39.755047
"355",41.599998,42.470001,41.119999,41.150002,2634300,39.164955
"356",41.360001,42.669998,41.360001,42.580002,1855100,40.525974
"357",42.700001,42.700001,41.57,42.34,1548000,40.29755
"358",42.400002,43.18,42.189999,42.779999,2058400,40.716324
"359",42.91,43.25,42.050999,42.59,1792000,40.535488
"360",42.619999,42.75,40.48,40.869999,2452100,38.89846
"361",40.740002,41.84,40.630001,41.52,1796900,39.517105
"362",43.529999,44.07,41.919998,42.080002,3138300,40.050091
"363",42.080002,44.285,42.080002,43.380001,2257500,41.28738
"364",43.43,44,42.778999,43.18,1647900,41.097027
"365",43.290001,44.07,43.200001,43.439999,1436700,41.344482
"366",43.310001,43.310001,42.490002,42.970001,1522200,40.89716
"367",42.540001,43.98,42.310001,43.880001,1677600,41.76326
"368",43.34,44.110001,42.700001,43.900002,1337100,41.782295
"369",44.119999,44.389999,42.91,43.009998,1849000,40.935226
"370",43.349998,44.529999,43.240002,43.689999,2670100,41.582424
"371",43.560001,43.75,42.169998,42.709999,3343600,40.6497
"372",42.110001,42.459999,39.759998,40.580002,2626700,38.622452
"373",40.650002,41.419998,40.290001,40.349998,2182800,38.403542
"374",40.630001,40.84,39.09,39.16,2173000,37.27095
"375",39.009998,39.509998,38.290001,39.169998,2305400,37.280464
"376",39.5,39.599998,38.66,38.740002,2069000,36.871212
"377",38.139999,39.59,37.669998,39.48,2110300,37.575512
"378",39.650002,40.209999,38.560001,38.59,1323200,36.728447
"379",38.900002,39.43,38.369999,39.139999,2405200,37.251915
"380",39.27,40.41,38.939999,40,1512100,38.070427
"381",40.220001,40.450001,39.157001,39.82,1702300,37.899113
"382",40.02,40.209999,38.259998,38.400002,2512400,36.547611
"383",37.75,38.810001,37.330002,38.09,2338100,36.252567
"384",38.099998,39.830002,38.099998,39.57,1995600,37.661171
"385",39.57,40.450001,38.650002,38.889999,1333500,37.013973
"386",39,39.580002,38.950001,39.450001,1130900,37.546959
"387",39.119999,39.900002,38.84,39.880001,1915000,37.956219
"388",39.849998,40.16,38.939999,39.310001,1407100,37.413715
"389",39,39.650002,38.950001,38.98,1061400,37.099632
"390",39.009998,39.400002,38.290001,38.349998,1244300,36.500023
"391",38.400002,39.029999,37.779999,38.869999,1728100,36.994938
"392",39.029999,39.939999,38.09,38.150002,2100300,36.309673
"393",38.259998,39.965,38.040001,39.75,1467700,37.832489
"394",39.360001,39.580002,38.200001,38.380001,1850500,36.528576
"395",38.580002,38.68,36.77,37.209999,1920900,35.415016
"396",37.599998,37.599998,35.200001,35.23,3061600,33.530529
"397",35.43,36.490002,35.220001,36.119999,2265800,34.377594
"398",35.970001,37.360001,35.650002,36.970001,1986000,35.186596
"399",36.919998,38.209999,36.669998,38.049999,2486500,36.214493
"400",36.919998,38.25,36.919998,37.880001,1196200,36.052696
"401",38.650002,38.650002,37.040001,38.41,3183000,36.557129
"402",38.650002,39.02,38.119999,38.880001,3877200,37.004456
"403",45.5,46.939999,43.650002,45.599998,15872700,43.400288
"404",45.779999,49.98,45.300999,49.279999,8005000,46.902767
"405",48.98,51.740002,47.75,50.82,5900900,48.368481
"406",50.73,51.25,49.799999,49.990002,3026300,47.578518
"407",49.369999,50.5,47.700001,48.450001,5290300,46.112808
"408",47.779999,48.389999,46.099998,46.91,2960700,44.647095
"409",47.439999,47.689999,46.279999,46.490002,2215900,44.247356
"410",46.580002,48.189999,46.111,47.830002,3080800,45.522717
"411",48.34,49.09,47.529999,48.650002,1842500,46.303162
"412",48.93,49.259998,48.16,48.240002,1336700,45.912937
"413",48.669998,49.139999,47.950001,48.380001,1412000,46.046185
"414",48.259998,50.360001,48.240002,49.900002,2883700,47.492863
"415",49.849998,50.698002,49.011002,50.419998,1239100,47.987774
"416",50.48,52.119999,50.48,50.799999,1537300,48.349442
"417",51.02,51.799999,50.110001,51.380001,1565200,48.901466
"418",51.25,51.438999,50.439999,50.830002,1693900,48.377998
"419",50.400002,50.52,49.32,49.450001,1907500,47.064568
"420",49.169998,50.130001,49.080002,50.049999,1287600,47.635624
"421",50.110001,52.59,50.060001,52.330002,2211800,49.805641
"422",52.68,52.810001,48.720001,50.529999,2792300,48.092468
"423",50.48,50.914001,49.599998,50.419998,979800,47.987774
"424",50.049999,52.584999,49.810001,51.889999,1816300,49.386864
"425",52.040001,53.740002,50.84,53.279999,2502200,50.709808
"426",53.279999,55.060001,52.896999,54.650002,2323600,52.013725
"427",54.82,56.23,53.540001,56.049999,2141700,53.346188
"428",56.689999,59.970001,56.349998,59.580002,4845600,56.705906
"429",59.830002,60.75,57.799999,59.209999,2476700,56.353752
"430",59.240002,59.68,57.080002,58.09,1803400,55.287781
"431",57.880001,60.369999,57.880001,60.049999,1424100,57.153229
"432",60.27,60.950001,58.32,59.25,2008500,56.391823
"433",58.849998,59.490002,57.130001,57.330002,2312000,54.564442
"434",57.279999,57.290001,54.889999,55.380001,3154100,52.708508
"435",53.91,56.57,53.880001,55.849998,1339600,53.155834
"436",56.389999,58.319,56.07,57.830002,2069100,55.040325
"437",58.369999,58.77,57.290001,58.259998,1233000,55.449577
"438",58.389999,59.450001,57.98,59.380001,1448800,56.515553
"439",59.099998,59.77,57.849998,57.91,1911300,55.116463
"440",58.540001,59.32,56.139999,56.560001,1841300,53.831589
"441",56.220001,57.07,55.68,56.290001,1130500,53.574612
"442",56.580002,58.080002,56.34,57.290001,2004000,54.526371
"443",57.91,58.110001,56.040001,57.16,2171900,54.402641
"444",57.130001,58.290001,54.470001,55.970001,2186900,53.270046
"445",55.009998,56.610001,54.009998,55.209999,1584200,52.546707
"446",54.860001,56.299999,54.400002,55.459999,1381600,52.784649
"447",55.119999,55.75,50.259998,50.419998,4568700,47.987774
"448",49.099998,52.18,48.5,51.400002,3466200,48.920502
"449",53.66,54.450001,52.5,54.139999,2687800,51.528324
"450",54.110001,54.779999,53,53.889999,1065600,51.290382
"451",54.529999,57.48,54.407001,57.150002,1797500,54.393127
"452",57.41,57.82,55.720001,57.02,1587000,54.269398
"453",56.57,56.861,53.560001,54.060001,1948400,51.452187
"454",54.52,55.150002,50.299999,50.59,2804800,48.149574
"455",50.759998,52.869999,50.759998,52.439999,1417300,49.910332
"456",50.43,52.549999,48.91,52.34,2560000,49.815155
"457",52.080002,52.939999,49.820999,49.939999,1378700,47.53093
"458",50.77,52.27,50.330002,50.720001,1979500,48.273304
"459",48.990002,50.27,47.25,49.189999,2637900,46.817108
"460",50.220001,50.855999,47.27,48.25,2245900,45.922455
"461",47.799999,51.279999,47.411999,49.889999,2746900,47.483341
"462",51,52.990002,51,51.720001,2341700,49.225063
"463",52.049999,53.290001,51,53.23,1847600,50.662224
