"","CHRW.Open","CHRW.High","CHRW.Low","CHRW.Close","CHRW.Volume","CHRW.Adjusted"
"101",67.730003,67.980003,66.970001,67.040001,1303200,60.410507
"102",67.089996,67.620003,66.599998,67.269997,1613300,60.617764
"103",67.010002,67.18,66.330002,67.010002,2353700,60.790131
"104",67.309998,67.720001,66.919998,67.580002,1584700,61.307228
"105",67.629997,67.970001,67.32,67.620003,1038800,61.343517
"106",67.410004,67.93,67.220001,67.260002,1036000,61.016926
"107",67.139999,67.360001,66.730003,67.120003,736100,60.889923
"108",67.32,67.389999,66.989998,67.230003,932900,60.989723
"109",67.18,67.379997,66.900002,66.970001,1237200,60.753853
"110",66.860001,67.910004,66.779999,67.860001,1026200,61.561222
"111",67.769997,69.099998,67.68,68.82,1557400,62.432102
"112",69.080002,69.32,68.660004,69.089996,1083200,62.677074
"113",69.300003,69.330002,67.779999,67.839996,1288500,61.543095
"114",67.489998,69.5,67.489998,69.449997,1559100,63.003639
"115",69.190002,70.129997,69.190002,70.040001,2388700,63.538872
"116",70,70.400002,69.660004,70.099998,1079100,63.593311
"117",69.989998,70.050003,68.389999,68.400002,1061100,62.051098
"118",68.279999,69.82,67,67.169998,1469800,60.935284
"119",67.190002,68.029999,66.959999,67.300003,1324800,61.053215
"120",67.309998,67.739998,66.959999,66.989998,1249700,60.771973
"121",67.160004,67.690002,66.82,67.580002,843000,61.307228
"122",67.599998,68,67.290001,67.330002,914000,61.080441
"123",67.739998,68.269997,67.290001,67.330002,1487800,61.080441
"124",67.330002,67.639999,67.150002,67.550003,1188600,61.280003
"125",67.760002,68.949997,67.650002,68.68,1115600,62.305122
"126",69.129997,70.480003,68.879997,70.080002,1533100,63.575172
"127",69.919998,70.050003,68.730003,68.760002,1666000,62.377686
"128",68.480003,68.480003,67.639999,67.68,1375400,61.397945
"129",67.830002,68.169998,67.470001,67.970001,1147900,61.661037
"130",68.029999,69.019997,67.879997,68.230003,1158600,61.896889
"131",68.470001,68.620003,67.769997,68.599998,945600,62.232563
"132",68.959999,69.199997,68.580002,68.870003,1158600,62.477478
"133",68.800003,68.839996,68.239998,68.760002,945100,62.377686
"134",69.07,69.650002,68.730003,69.459999,964400,63.012707
"135",68.089996,69.050003,67.849998,68.889999,2382800,62.495628
"136",68.879997,69.550003,68.559998,69.5,1527200,63.049004
"137",69.529999,70.050003,68.57,68.690002,2404100,62.314194
"138",63.619999,65.339996,63.41,65.010002,8858400,58.975773
"139",64.82,65.830002,64.82,65.559998,3162500,59.474712
"140",65.699997,65.75,65.129997,65.620003,1798800,59.529148
"141",66.099998,66.57,65.650002,65.93,2578800,59.810371
"142",67.290001,67.470001,65.639999,65.910004,1711900,59.792236
"143",65.940002,65.940002,65.019997,65.459999,1981400,59.383999
"144",65.489998,65.849998,64.970001,65.25,1401500,59.193493
"145",65.529999,65.879997,65.309998,65.610001,1323900,59.520069
"146",65.650002,65.760002,64.610001,64.980003,1542700,58.948555
"147",65.029999,65.839996,64.970001,65.610001,1053200,59.520069
"148",65.410004,65.730003,64.93,65.699997,1106900,59.601723
"149",65.779999,67.410004,65.660004,67.220001,2295500,60.980633
"150",67.120003,67.389999,66.07,66.540001,2561600,60.36375
"151",66.379997,66.989998,66.019997,66.75,1668200,60.554256
"152",66.650002,66.68,65.959999,66.129997,1885500,59.991802
"153",66,66.300003,65.550003,66.110001,1890700,59.973663
"154",66.589996,66.669998,65.57,65.629997,1289200,59.538216
"155",65.860001,67.279999,65.790001,67.139999,1786100,60.908062
"156",67.199997,68.239998,66.989998,68.019997,1741500,61.706379
"157",68.279999,68.910004,67.459999,68.010002,1573700,61.697315
"158",67.800003,68.529999,66.830002,66.889999,1480000,60.681267
"159",66.910004,67.25,66.57,66.779999,2777600,60.581478
"160",66.959999,66.959999,66.139999,66.860001,1518100,60.65406
"161",66.849998,67.190002,66.529999,67.099998,1078200,60.871777
"162",66.989998,67.169998,66.43,67.089996,939300,60.862709
"163",67.290001,67.739998,66.760002,66.870003,1070600,60.663116
"164",67.059998,69.370003,66.870003,69.07,2003900,62.658924
"165",69.5,71.120003,69.400002,71.050003,3135900,64.455139
"166",70.690002,72.199997,70.57,71.57,2945800,64.926872
"167",72.300003,74.540001,72.260002,73.059998,4058900,66.697937
"168",73,73.059998,70.580002,70.629997,2689800,64.47953
"169",70.690002,71.010002,70.120003,70.169998,1397800,64.059593
"170",70.93,72.190002,70.93,71.790001,1948200,65.538528
"171",72.089996,73.190002,71.860001,72.769997,2167500,66.433189
"172",72.769997,73.610001,72.68,73.269997,1369200,66.889656
"173",73.25,73.989998,72.879997,73.739998,804800,67.318741
"174",73.68,73.970001,72.169998,72.830002,2013300,66.487968
"175",72.690002,73.279999,72.139999,72.790001,1245700,66.451439
"176",72.910004,72.910004,72.150002,72.279999,1324600,65.98587
"177",71.870003,71.879997,70.220001,70.769997,3375500,64.607353
"178",70.650002,71.559998,70.230003,71.449997,2340100,65.228127
"179",71.599998,72.300003,71.309998,72.25,1155600,65.958466
"180",72.370003,72.870003,72.150002,72.599998,1041200,66.277985
"181",72.949997,73.260002,72.349998,72.790001,1852800,66.451439
"182",72.870003,73.400002,72.519997,73,1051300,66.643166
"183",73.160004,73.800003,72.800003,73.129997,1098000,66.761826
"184",73.290001,73.940002,72.919998,73.919998,1043700,67.483047
"185",74,75.110001,73.489998,74.889999,1945300,68.368576
"186",75.169998,75.730003,74.93,75.68,2092800,69.089775
"187",75.690002,76.010002,75.25,75.480003,974100,68.907211
"188",75.370003,76.160004,75.25,76.099998,1348600,69.473213
"189",76.279999,77.379997,75.620003,77.300003,1999100,70.568726
"190",76.970001,77.080002,76.050003,76.129997,2354800,69.500587
"191",76.040001,76.150002,74.300003,75.019997,1979400,68.487251
"192",74.790001,76.150002,74.610001,76.050003,1869100,69.427589
"193",75.93,76.57,75.669998,76.519997,1283800,69.856628
"194",76.550003,76.730003,75.389999,75.449997,819500,68.879807
"195",77.739998,78.860001,76.860001,77.089996,2527000,70.377007
"196",76.989998,77.43,76.43,76.699997,857900,70.020958
"197",76.93,77.25,76.410004,77.18,1062300,70.45916
"198",78.580002,78.940002,77.150002,77.260002,1655200,70.532211
"199",78.129997,78.699997,76.470001,77.330002,1553200,70.596107
"200",77.059998,77.300003,75.949997,76.019997,1586800,69.400169
"201",75.949997,77.669998,75.93,77.339996,1601000,70.605225
"202",77.260002,78.050003,76.75,77.980003,712600,71.189499
"203",78.379997,78.699997,77.620003,78.300003,1471000,71.481636
"204",78.68,78.720001,77.790001,78.43,1052500,71.600327
"205",78.730003,79.650002,77.080002,78.830002,1218300,71.965477
"206",78.43,78.910004,77.940002,78.599998,1220900,71.755508
"207",79.629997,80.830002,79.160004,79.589996,2095400,72.659309
"208",80.080002,80.080002,78.5,79.82,1649000,72.86927
"209",79.669998,80.029999,78.019997,78.349998,1665800,71.527283
"210",78.300003,79.330002,78.300003,78.529999,2280600,71.691612
"211",80.900002,80.940002,77.830002,79.330002,3029700,72.421944
"212",80.150002,81.349998,78.599998,79.550003,4220600,72.62278
"213",79.5,80.139999,78.989998,79.440002,2348600,72.522377
"214",79.449997,79.660004,78.32,79.080002,2183200,72.193718
"215",79.489998,80.800003,79.099998,80.5,2410800,73.490067
"216",80.260002,80.93,80,80.629997,1567400,73.608742
"217",80.209999,81.089996,80.139999,80.68,2254700,73.654396
"218",80.309998,80.480003,80.040001,80.330002,1115800,73.334854
"219",80.339996,80.5,79.790001,80.360001,1185800,73.362251
"220",80.099998,80.610001,80,80.370003,1016500,73.371399
"221",80.099998,80.190002,79.519997,79.949997,1103400,72.987946
"222",80.07,80.529999,79.949997,80.400002,924800,73.398766
"223",78.75,79.309998,77.519997,78.440002,2570500,71.609451
"224",78.610001,78.940002,78.230003,78.43,1345500,71.600327
"225",78.580002,79,78.300003,78.790001,1314600,71.92897
"226",78.709999,79.769997,78.699997,79.239998,896800,72.33976
"227",79.449997,79.919998,77.900002,79.669998,325500,72.73233
"228",79.5,80.040001,79.360001,79.540001,1068000,72.613655
"229",80.199997,81.629997,79.720001,81.529999,1405500,74.430367
"230",81.400002,84.559998,81.139999,84.489998,2180700,77.132614
"231",84.349998,87.169998,84.349998,86.650002,3268500,79.104523
"232",86.599998,87.029999,84.559998,86.540001,2029000,79.004105
"233",87.550003,89.110001,86.580002,86.760002,2544300,79.204941
"234",86.93,87.370003,85.709999,85.919998,1632300,78.438087
"235",85.720001,87.330002,85.459999,87.150002,1479800,79.560997
"236",86.849998,87.75,86.43,87.419998,1708900,79.807472
"237",87.410004,88.410004,87.099998,88.379997,1251400,80.683861
"238",88.279999,88.419998,87.610001,87.970001,963200,80.309586
"239",88.190002,88.440002,87.419998,88,912900,80.33696
"240",88.089996,88.540001,87.580002,87.769997,1523500,80.126999
"241",88.050003,88.050003,85.620003,85.790001,2319500,78.31942
"242",85.599998,86.75,85.190002,86.209999,3197500,79.127106
"243",86.879997,87.790001,86.360001,87.160004,1819600,79.999054
"244",86.779999,87.309998,86.419998,86.629997,1093900,79.512604
"245",87.32,87.660004,86.720001,86.75,1250500,79.622742
"246",86.980003,87.260002,86.360001,87.129997,946700,79.971512
"247",87.220001,89.239998,86.889999,88.699997,1351600,81.412537
"248",88.599998,89.720001,88.459999,88.790001,741000,81.49514
"249",88.970001,89.800003,88.220001,89.5,674500,82.146805
"250",89.510002,89.550003,88.370003,89.459999,756000,82.110092
"251",89.699997,89.889999,89.050003,89.089996,637700,81.770493
"252",89.739998,90.080002,88.82,89.739998,988800,82.367088
"253",89.18,89.599998,88.449997,89.489998,1214300,82.137627
"254",90.339996,90.610001,89.18,89.720001,1610700,82.348724
"255",90.080002,90.669998,89.230003,89.57,902500,82.211067
"256",89.389999,91.209999,89.389999,90.779999,1083100,83.321632
"257",90.910004,92.410004,90.910004,91.459999,1932600,83.94577
"258",91.379997,92.400002,91.089996,91.440002,1043100,83.927414
"259",91.690002,94.010002,91.68,93.919998,1060300,86.203659
"260",94.029999,94.510002,93.220001,94.279999,983300,86.534081
"261",94.5,94.959999,92.779999,92.970001,1601300,85.331711
"262",93.269997,93.629997,92.690002,92.980003,1104300,85.340889
"263",93.129997,94.550003,92.339996,93.68,1378400,85.983398
"264",94.040001,95.279999,93.589996,95.160004,1622300,87.341789
"265",94.870003,95.669998,94.089996,95.43,972500,87.589592
"266",95.230003,95.650002,94.330002,94.900002,1021500,87.103142
"267",95.120003,96.519997,94.32,96.18,1765600,88.277969
"268",96.650002,98.660004,96.32,96.529999,2246800,88.599228
"269",97.339996,100.18,96.580002,96.730003,2835700,88.782814
"270",96.290001,97.629997,96.07,96.309998,2123200,88.397301
"271",95.75,96.830002,94.82,94.93,3124700,87.130684
"272",91.940002,95.889999,90.309998,91.459999,7558700,83.94577
"273",91.25,92.68,90.18,91.980003,2107300,84.423058
"274",91.169998,92.260002,90.559998,91.790001,2045700,84.248672
"275",91.239998,92.120003,90.290001,90.330002,2989200,82.908615
"276",88.980003,91.379997,88.040001,90.769997,2467000,83.312462
"277",90.470001,93.650002,90.470001,92.57,2069300,84.964569
"278",92.669998,93.139999,90.470001,90.470001,1641300,83.037117
"279",90.839996,91.260002,87.160004,89.349998,2591400,82.009125
"280",89.900002,91.330002,89.360001,91.18,1357100,83.688782
"281",90.769997,93.25,90.400002,92.720001,1181400,85.102264
"282",90.720001,93.220001,90.040001,92.43,1482300,84.83609
"283",92.540001,92.949997,91.440002,92.949997,1382500,85.313354
"284",92.879997,93.510002,92.330002,92.620003,875700,85.010483
"285",92.5,92.959999,89.639999,89.970001,1204400,82.578194
"286",90.010002,91.57,90.010002,90.18,1219900,82.770935
"287",90.610001,91.07,89.860001,90.089996,982000,82.688332
"288",90.32,92.669998,90.150002,92.629997,1003400,85.019653
"289",93,94.669998,92.419998,94.629997,854100,86.855316
"290",94.809998,95.669998,93.459999,93.470001,1147400,85.790627
"291",93.720001,94.690002,92.989998,93.360001,1573000,85.68969
"292",92.709999,93.190002,89.540001,89.699997,1863300,82.738029
"293",88.540001,89.949997,88.150002,89.510002,1418600,82.562782
"294",89.209999,89.970001,87.75,89.779999,1303700,82.811836
"295",90.169998,90.839996,89.639999,89.989998,941200,83.005516
"296",89.110001,90.230003,87.949997,90.010002,1183500,83.023979
"297",90.129997,90.379997,89.239998,89.599998,1045700,82.645782
"298",90.010002,91.790001,89.260002,91.739998,1630600,84.619705
"299",92.040001,92.510002,90.699997,91.029999,783600,83.964806
"300",91.410004,92.269997,90.959999,91.709999,937000,84.592026
"301",91.760002,91.809998,89.589996,89.739998,946800,82.77494
"302",89.980003,90.730003,89.699997,90.279999,752500,83.27301
"303",90.610001,92.449997,90.080002,92.139999,1817300,84.988663
"304",92.120003,94.059998,91.860001,92.629997,1255700,85.440636
"305",92.870003,93.629997,92.050003,93.07,716200,85.846474
"306",93.099998,94.43,93.040001,93.620003,904600,86.353783
"307",92.879997,93.949997,91.209999,92.660004,1229000,85.468292
"308",92.580002,93.32,90.790001,90.860001,1517600,83.808006
"309",91.940002,93.050003,91.690002,92.760002,927000,85.560539
"310",92.93,93.709999,91.25,91.559998,943400,84.45369
"311",91.760002,92.199997,90.660004,91.690002,847200,84.573593
"312",91.879997,94.129997,91.879997,93.709999,1333200,86.436798
"313",93.529999,93.690002,91.629997,92.230003,1614100,85.071686
"314",92.599998,93.68,92.199997,93.629997,1298500,86.363014
"315",92.580002,94.580002,92.43,94.360001,1114900,87.036369
"316",94.959999,94.980003,92.239998,93.290001,1688400,86.049408
"317",92.760002,93.099998,89.760002,90.480003,1507300,83.457504
"318",90.629997,92.489998,90.449997,91.57,1083200,84.462898
"319",92.870003,94.379997,92.699997,94.120003,1655500,86.814987
"320",93.650002,94.279999,93.129997,93.949997,728800,86.658173
"321",94.239998,96.309998,94.150002,95.410004,1218700,88.004852
"322",95.43,95.989998,93.879997,94.269997,1290300,86.953323
"323",97.050003,98.660004,96.029999,97.620003,2290900,90.043335
"324",98.339996,98.5,95.220001,96.029999,1794300,88.576759
"325",96.580002,96.580002,94.940002,94.940002,1834700,87.571342
"326",94.489998,95.32,94.080002,94.290001,2094800,86.971771
"327",94.620003,94.629997,93.169998,93.68,1151500,86.409134
"328",93.510002,94.360001,93.019997,93.709999,1048000,86.436798
"329",94.239998,94.550003,91.5,92.360001,1267400,85.191597
"330",92.550003,93.120003,92.160004,92.589996,1180000,85.403732
"331",93.07,93.330002,90.290001,91.32,1882400,84.2323
"332",91.279999,92.160004,90.760002,92,972800,84.859528
"333",92.089996,92.739998,91.809998,92.029999,1456000,84.887192
"334",92.040001,92.190002,90.129997,90.650002,1660100,83.614304
"335",84.5,86.650002,82.489998,82.900002,4962300,76.46582
"336",82.379997,83.830002,80.830002,82.599998,2740400,76.189102
"337",81.650002,82.860001,80.879997,82.540001,1449900,76.133759
"338",82.900002,83.230003,81.989998,82.43,1203600,76.032288
"339",82.580002,84.489998,82.370003,83.93,1712600,77.415863
"340",84.07,84.559998,83.25,83.489998,1376600,77.010017
"341",83.809998,84.730003,83.580002,84.580002,1506100,78.015411
"342",84.800003,86.809998,84.599998,86.440002,1383100,79.731056
"343",86.639999,86.959999,85.279999,85.68,1045300,79.030052
"344",85.349998,85.709999,84.739998,85.18,1454900,78.568855
"345",85.220001,86.089996,85.089996,85.739998,1025000,79.085403
"346",85.860001,87.970001,85.779999,87.559998,1729300,80.76413
"347",87.489998,89.239998,87.269997,88.5,1752600,81.631187
"348",88.769997,90.220001,88.5,89.910004,947800,82.93174
"349",89.769997,90.239998,88.169998,88.349998,1229000,81.492821
"350",87.989998,87.989998,86.839996,87.440002,1615400,80.65345
"351",87.489998,88.25,87.419998,88,929000,81.169975
"352",87.809998,88.389999,87.68,88.230003,670800,81.382133
"353",87.910004,88.260002,86.82,87.93,963200,81.105408
"354",88.349998,90.050003,88.230003,89.43,942000,82.488983
"355",88.949997,89.150002,86.940002,87,1295300,80.662506
"356",87.620003,88.269997,87.010002,87.519997,1113900,81.144623
"357",87.339996,88.599998,87.089996,87.959999,3034100,81.552559
"358",88.269997,88.599998,87.510002,87.839996,1822600,81.441299
"359",87.720001,88.120003,87.209999,87.800003,1487500,81.404228
"360",88.209999,88.510002,87.800003,87.989998,962500,81.580383
"361",87.910004,88.589996,87.82,88.32,1212000,81.886353
"362",88.470001,89.18,88.010002,88.68,1023100,82.220131
"363",88.889999,91.110001,88.690002,90.830002,1544000,84.213493
"364",91.07,91.75,90.470001,90.790001,1311800,84.176422
"365",90.93,90.980003,90.260002,90.43,551400,83.842644
"366",90.139999,90.559998,87.440002,90.089996,1414100,83.527397
"367",89.540001,90.989998,88.739998,90.629997,1385400,84.028076
"368",90.32,90.480003,88.739998,89.980003,1529900,83.425423
"369",89.989998,90.879997,89.540001,90.269997,867800,83.69429
"370",90.379997,90.379997,89.589996,89.790001,1433500,83.249268
"371",90,90.309998,88.370003,88.610001,1235900,82.155228
"372",88.220001,88.220001,85.080002,85.589996,1645100,79.355202
"373",86,86.650002,84.589996,84.889999,1021700,78.706215
"374",84.949997,86.830002,83.699997,83.720001,923500,77.621437
"375",83.470001,83.949997,82.230003,83.529999,1157600,77.445267
"376",83.589996,84.709999,83.589996,83.660004,1494600,77.565811
"377",83.660004,85.690002,83.660004,85.620003,1605100,79.383034
"378",85.75,86.660004,84.790001,84.989998,1009700,78.798904
"379",85.360001,85.489998,83.75,84.400002,1633700,78.251884
"380",84.220001,84.779999,83.699997,84.459999,1346500,78.307518
"381",84.75,86.050003,84.550003,85.860001,1350400,79.605553
"382",85.870003,86.330002,85.419998,85.879997,722000,79.624069
"383",86.519997,86.910004,85.389999,85.839996,947500,79.587013
"384",86.040001,86.150002,85.349998,85.830002,858700,79.577728
"385",86.699997,87.019997,85.800003,86.739998,1007700,80.421448
"386",87.199997,88.800003,86.25,87.300003,1692700,80.940643
"387",87.099998,88.07,87.099998,87.699997,1266100,81.311508
"388",87.790001,89.199997,87.349998,88.839996,786700,82.368454
"389",88.449997,90.169998,88.169998,89.589996,1552000,83.063812
"390",89.5,90.57,89.120003,90.32,894000,83.740654
"391",90.32,91.150002,89.080002,89.639999,1231900,83.110168
"392",90,90.419998,88.93,89.980003,1236700,83.425423
"393",90.190002,91.879997,89.860001,91.75,1052000,85.066475
"394",91.690002,92.279999,89.980003,91.849998,1454500,85.159195
"395",91.800003,92.489998,90.779999,91.449997,1016900,84.788345
"396",91.300003,92.5,90,90.470001,1515500,83.879738
"397",90.889999,92.629997,90.760002,92.230003,1991400,85.511528
"398",93.800003,95.900002,92.379997,95.379997,2109700,88.43206
"399",95.470001,96.050003,94.650002,95.43,1306500,88.478416
"400",95.43,96.260002,93.940002,95.790001,1021900,88.812202
"401",95.889999,96.389999,95.660004,96.220001,783700,89.210869
"402",96,96.389999,95.110001,96.32,1022500,89.303589
"403",96.129997,96.760002,94.970001,96.07,790400,89.0718
"404",94.580002,96.18,94.540001,94.75,1055100,87.847946
"405",94.400002,95.230003,94,94.900002,925300,87.98703
"406",95.150002,95.150002,93.760002,93.940002,773100,87.096962
"407",94.150002,94.559998,93.760002,93.970001,920100,87.124763
"408",93.269997,94.709999,93.129997,94.57,873000,87.681061
"409",94.940002,96.410004,94.93,96.400002,708600,89.377762
"410",96.43,97.489998,92.57,97.139999,1009000,90.063843
"411",97.010002,97.910004,96.910004,97.370003,800300,90.2771
"412",97.010002,97.809998,96.910004,97.209999,790400,90.128738
"413",97.220001,98.800003,97.220001,97.269997,681300,90.184387
"414",97.260002,97.769997,96.269997,96.400002,569100,89.377762
"415",96.629997,96.839996,96.290001,96.5,484200,89.470474
"416",96.730003,97.480003,96.519997,96.809998,820000,89.757889
"417",96.949997,97.260002,96.07,96.32,560500,89.303589
"418",96.269997,96.519997,95.639999,96.07,592900,89.0718
"419",94.940002,96.129997,94.769997,95.580002,689900,88.617493
"420",95.699997,96.370003,95.269997,96.080002,939500,89.081062
"421",95.860001,97.260002,95.629997,96.089996,826500,89.09034
"422",95.470001,97.019997,95.470001,96.57,1158000,89.535378
"423",96.370003,98,96.370003,97.199997,1258000,90.550804
"424",96.940002,97.720001,95.860001,96.440002,638200,89.842812
"425",97.040001,100.209999,96.120003,100.18,1609100,93.326942
"426",100,101.199997,99.470001,99.660004,1238500,92.842537
"427",99.449997,99.839996,98.089996,99.110001,592100,92.330154
"428",99.639999,99.93,98.279999,98.529999,844000,91.789818
"429",98.650002,100.540001,98.650002,100.089996,988300,93.243111
"430",100.209999,100.220001,95.959999,96.709999,1187800,90.094322
"431",96.839996,97.510002,95.980003,97.190002,700200,90.541496
"432",97.139999,98.040001,96.730003,96.860001,546400,90.23407
"433",97.190002,98.489998,96.120003,96.360001,697100,89.768272
"434",96.830002,97.720001,96.089996,97.57,1313300,90.8955
"435",97.269997,98.07,96.110001,96.360001,720700,89.768272
"436",96.339996,96.620003,95.5,96.190002,765000,89.609894
"437",96.580002,97.879997,96.309998,97.230003,880300,90.578751
"438",97.349998,97.980003,96.879997,97.389999,745500,90.727814
"439",97.169998,98.040001,97.089996,97.919998,937500,91.221565
"440",98.660004,98.949997,97.440002,97.839996,847900,91.147026
"441",97.940002,98.110001,96.830002,97.050003,867100,90.411087
"442",97.349998,98.599998,96.82,97.93,954800,91.230865
"443",97.82,98.620003,97.220001,97.540001,824600,90.867554
"444",97.290001,98.139999,96.370003,97.279999,934300,90.625336
"445",97.419998,98.120003,96.620003,97.760002,663300,91.072502
"446",97.739998,98.160004,96.150002,96.25,961600,89.665794
"447",95.989998,95.989998,92.540001,92.550003,1900900,86.218895
