"","LW.Open","LW.High","LW.Low","LW.Close","LW.Volume","LW.Adjusted"
"47",41.02,41.599998,40.863998,41.400002,1544100,38.904697
"48",41.389999,41.610001,41.310001,41.529999,1383900,39.026859
"49",41.5,42.25,41.323002,42.209999,992300,39.665867
"50",42.439999,43.470001,42.279999,42.360001,2309500,39.806835
"51",42.279999,42.5,41.75,41.990002,1065300,39.459137
"52",41.939999,42.389999,41.669998,42.25,1609000,39.703465
"53",42.310001,42.630001,42.091,42.48,1693200,39.919598
"54",42.59,43.125,42.540001,42.869999,1640100,40.286083
"55",43.02,43.48,42.43,42.439999,1391700,39.882019
"56",42.400002,43.279999,42.220001,43.009998,1135600,40.417648
"57",43,43.235001,42.669998,42.669998,1338300,40.098145
"58",42.529999,43.02,42.220001,42.959999,812700,40.370667
"59",42.860001,43.200001,42.66,42.919998,901800,40.333076
"60",42.880001,42.950001,42.52,42.639999,704000,40.069954
"61",42.700001,42.700001,42.060001,42.09,640800,39.553104
"62",42.07,42.145,41.810001,42.060001,1003800,39.524914
"63",42.009998,42.25,41.75,42,914700,39.468529
"64",42.080002,42.220001,41.540001,42.189999,1297300,39.647072
"65",42.130001,42.5,41.700001,41.740002,816300,39.224205
"66",43.119999,43.400002,40.610001,43.139999,2956500,40.539818
"67",42.130001,43.259998,41.75,42.990002,2618100,40.398857
"68",42.939999,43.009998,42.18,42.759998,1236700,40.182724
"69",42.779999,42.889999,42.094002,42.880001,1170500,40.295502
"70",42.900002,42.950001,42.080002,42.16,717600,39.618885
"71",42.18,42.34,41.869999,41.869999,531800,39.346363
"72",41.889999,42.259998,41.755001,42.23,508300,39.684666
"73",42.27,42.439999,41.990002,42.380001,812900,39.82563
"74",42.290001,42.389999,42.009998,42.200001,526300,39.656479
"75",42.310001,42.740002,42.02,42.599998,415600,40.032364
"76",42.57,42.57,42.040001,42.259998,679600,39.712864
"77",42.529999,42.709999,42.200001,42.669998,555600,40.098145
"78",42.84,42.93,42.279999,42.459999,840100,39.900803
"79",42.330002,42.380001,41.959999,42.240002,901200,39.870594
"80",42.139999,42.849998,42.130001,42.639999,991400,40.248158
"81",42.59,42.639999,41.549999,41.75,1186100,39.408081
"82",41.860001,41.970001,41.349998,41.799999,1440300,39.455284
"83",41.68,42.02,40.91,41.389999,1039700,39.068268
"84",41.169998,41.439999,40.830002,40.900002,800600,38.60577
"85",41.18,41.400002,40.75,41.259998,959100,38.94556
"86",41.18,41.634998,41.18,41.57,595200,39.238178
"87",41.419998,41.619999,41.119999,41.580002,739200,39.247616
"88",41.619999,41.900002,41.310001,41.75,715000,39.408081
"89",41.68,42.470001,41.650002,42.470001,1017200,40.0877
"90",42.330002,42.5,41.919998,42.200001,1006900,39.832848
"91",42.07,42.369999,42.07,42.200001,523100,39.832848
"92",42.139999,42.959999,42.139999,42.93,601600,40.521893
"93",43.23,44.509998,43.099998,44.470001,1805900,41.975506
"94",44.470001,44.709999,44.029999,44.169998,1248000,41.692333
"95",44.049999,44.220001,43.720001,43.939999,2490800,41.475235
"96",44.419998,44.84,44.049999,44.380001,740200,41.89056
"97",44.5,44.75,44.290001,44.580002,531800,42.079342
"98",44.509998,44.73,44.16,44.220001,650800,41.739532
"99",44.68,45.509998,44.400002,45.490002,1182000,42.938305
"100",45.580002,45.919998,45.400002,45.630001,561400,43.07045
"101",45.549999,45.810001,45.310001,45.66,434200,43.098759
"102",45.5,46.32,45.41,46.169998,756900,43.580151
"103",46.310001,46.82,46.310001,46.41,879700,43.806683
"104",46.48,47.400002,46.330002,47.32,740500,44.665638
"105",47.560001,47.990002,47,47.380001,634100,44.722279
"106",47.150002,47.459999,46.41,46.709999,653600,44.089855
"107",46.650002,46.705002,45.939999,46.669998,568100,44.052101
"108",46.759998,47.209999,46.325001,46.91,691100,44.278637
"109",46.900002,46.91,46.48,46.5,374000,43.89164
"110",46.580002,46.759998,45.849998,46.029999,862700,43.448002
"111",46.16,46.279999,45.200001,45.43,611500,42.881657
"112",45.599998,46.240002,45.470001,45.98,592500,43.400806
"113",45.799999,46.130001,45.459999,45.59,760000,43.032688
"114",45.459999,45.639999,45.060001,45.32,480300,42.777836
"115",45.18,45.27,43.889999,45.07,1658200,42.541855
"116",44.959999,45.650002,44.959999,45.549999,906200,42.994926
"117",45.860001,45.93,45.48,45.73,447500,43.164837
"118",45.91,46.18,45.57,45.82,812100,43.249779
"119",45.830002,46.009998,45.41,45.59,310800,43.032688
"120",45.540001,45.73,45.310001,45.560001,2435400,43.004364
"121",45.619999,45.740002,45.060001,45.34,483000,42.796715
"122",45.279999,45.369999,44.52,44.689999,591400,42.18317
"123",44.860001,45.740002,44.650002,45.369999,663600,42.825027
"124",45.299999,45.310001,44.040001,44.130001,762100,41.654587
"125",44.290001,44.509998,43.959999,44.040001,652600,41.56963
"126",44.02,44.16,43.32,43.860001,618100,41.399727
"127",43.669998,44.07,43.259998,43.27,820600,40.842823
"128",43.130001,43.240002,42.744999,42.900002,726300,40.493584
"129",43.009998,43.400002,42.759998,43.099998,516800,40.68235
"130",43.200001,43.259998,42.580002,42.740002,1034900,40.342556
"131",42.810001,43.810001,42.580002,43.790001,1129600,41.333656
"132",44,44.529999,43.75,44,931900,41.531876
"133",44.029999,44.189999,43.48,43.77,696700,41.314777
"134",43.799999,44.09,43.605,43.650002,358100,41.201508
"135",43.669998,44.18,43.400002,43.990002,512500,41.522434
"136",44.02,44.34,43.855,44.130001,568800,41.654587
"137",44.200001,44.57,44.049999,44.380001,592600,41.89056
"138",44.439999,44.509998,44.220001,44.279999,470100,41.796173
"139",44.299999,45.200001,44.27,45,1989000,42.475784
"140",44.810001,45.259998,44.459999,44.75,961900,42.239799
"141",47.380001,49.939999,45.02,45.68,3175200,43.117634
"142",45.509998,46.009998,44.18,44.279999,1260000,41.796173
"143",44.290001,44.540001,43.720001,43.860001,1866100,41.399727
"144",43.689999,44.181,43.599998,43.82,951100,41.361969
"145",43.650002,44.150002,43.643002,43.98,1196700,41.512997
"146",44.209999,44.259998,43.91,44.040001,1093500,41.56963
"147",43.860001,44.130001,43.25,43.759998,1002600,41.482418
"148",43.740002,43.740002,43.119999,43.220001,691500,40.970524
"149",43.41,43.619999,42.900002,43.619999,441600,41.349705
"150",43.619999,44.110001,43.41,43.860001,555500,41.577217
"151",43.740002,43.759998,43.209999,43.560001,789300,41.292831
"152",43.450001,43.810001,43,43.509998,690700,41.245426
"153",43.43,44.380001,43.279999,44.34,620000,42.03223
"154",44.330002,44.810001,44.080002,44.810001,452800,42.477768
"155",44.869999,45.060001,44.695,44.810001,690800,42.477768
"156",44.900002,45.080002,44.700001,45.02,439800,42.676842
"157",45.110001,45.57,44.919998,45.360001,523200,42.999138
"158",45.290001,45.900002,45.119999,45.369999,729800,43.008617
"159",45.209999,45.310001,44.860001,45.27,755600,42.913826
"160",45.139999,45.580002,45.014,45.450001,697200,43.08445
"161",45.5,45.970001,45.389999,45.66,858600,43.283527
"162",45.57,45.740002,45.029999,45.59,709100,43.217178
"163",45.610001,45.610001,44.814999,45,1029500,42.657879
"164",45.060001,45.23,44.810001,45.040001,983000,42.695801
"165",45.189999,45.189999,44.720001,44.880001,981200,42.544125
"166",44.779999,45.16,44.73,45.07,975900,42.724236
"167",45.110001,45.240002,44.68,45.169998,731800,42.819027
"168",45.110001,45.709999,45.009998,45.48,652000,43.112896
"169",45.720001,46.150002,45.549999,45.990002,545600,43.596348
"170",46.049999,46.23,45.560001,45.740002,1071500,43.359367
"171",45.740002,45.805,45.02,45.32,730500,42.961227
"172",45.389999,45.580002,45.040001,45.279999,721100,42.923306
"173",45.209999,45.900002,44.919998,45.439999,631400,43.074982
"174",45.669998,46.130001,45.48,45.630001,567100,43.255089
"175",45.669998,46.009998,45.509998,46,714000,43.605827
"176",46.040001,46.744999,46.040001,46.549999,848300,44.127209
"177",46.490002,46.549999,46.009998,46.07,636300,43.67218
"178",46.16,46.509998,46.119999,46.389999,1962700,43.97554
"179",46.299999,46.450001,45.869999,46.279999,583100,43.871258
"180",46.290001,46.43,45.990002,46.389999,666400,43.97554
"181",46.369999,46.720001,46.18,46.650002,815700,44.222004
"182",46.720001,46.744999,45.830002,45.860001,284600,43.473125
"183",45.98,46.139999,45.330002,45.380001,380800,43.018105
"184",45.360001,45.599998,45.02,45.169998,857600,42.819027
"185",45.259998,45.82,45.169998,45.529999,598000,43.16029
"186",45.830002,46.240002,45.630001,46.040001,686400,43.643749
"187",45.98,46.630001,45.875,46.580002,685700,44.155647
"188",46.459999,47.150002,46.459999,46.889999,910200,44.449509
"189",46.799999,48.169998,46.681999,47.540001,1324700,45.065674
"190",47.540001,47.610001,46.959999,47.169998,1275800,44.714931
"191",48.669998,48.849998,46.299999,48.41,2031300,45.890396
"192",48.84,49.139999,48.540001,48.59,905800,46.061028
"193",48.59,49.130001,48.59,49.130001,760100,46.572922
"194",49.139999,49.209999,48.709999,48.830002,545200,46.28854
"195",49.09,49.240002,48.849998,49.040001,781700,46.48761
"196",49.049999,49.75,48.950001,49.369999,739300,46.800426
"197",49.360001,49.726002,49,49.700001,504700,47.113262
"198",49.889999,50.040001,49.611,50,534800,47.39764
"199",50,50.82,50,50.689999,665600,48.051735
"200",50.549999,50.599998,49.91,50.220001,1048600,47.606197
"201",50.380001,50.564999,50.220001,50.560001,763000,47.928501
"202",50.470001,50.68,50.130001,50.299999,487800,47.68203
"203",50.41,50.778,50.23,50.630001,501300,47.994858
"204",50.610001,51.080002,50.52,50.900002,710000,48.250805
"205",50.66,51.200001,50.450001,50.720001,409700,48.08017
"206",51.049999,51.16,50.351002,50.619999,596400,47.985371
"207",50.650002,50.93,50.57,50.599998,298900,47.966415
"208",50.610001,50.869999,50.080002,50.82,374500,48.174969
"209",50.700001,50.970001,50.259998,50.380001,475500,47.757862
"210",50.529999,51.560001,50.401001,50.990002,478900,48.336113
"211",51.02,51.970001,51.02,51.349998,650400,48.677372
"212",51.099998,51.860001,50.900002,51.799999,996700,49.284393
"213",51.73,52.43,51.459999,52.119999,660600,49.588856
"214",52.400002,52.470001,51.720001,52.060001,446600,49.531769
"215",52.189999,52.349998,51.450001,51.66,435800,49.151192
"216",51.73,52.41,51.669998,52.389999,465000,49.845745
"217",52.200001,52.450001,51.57,51.619999,415200,49.113136
"218",51.360001,52.240002,50.599998,51.959999,733100,49.436619
"219",51.880001,52.849998,51.799999,52.779999,747900,50.216801
"220",52.709999,54.009998,52.48,53.389999,809600,50.797173
"221",53.290001,53.290001,52.700001,52.740002,1070200,50.178749
"222",52.98,54.029999,52.98,53.450001,1499100,50.854263
"223",53.209999,53.994999,53.16,53.209999,853000,50.625919
"224",53.209999,53.91,53.209999,53.689999,617700,51.082615
"225",53.73,54.205002,53.630001,53.740002,726500,51.130184
"226",53.740002,54.27,53.470001,54.25,541100,51.615417
"227",54.400002,54.650002,54.18,54.439999,130900,51.796188
"228",54.43,54.48,53.98,54.029999,997500,51.406101
"229",54.080002,54.450001,53.720001,54.029999,2590800,51.406101
"230",53.98,54.369999,53.490002,53.950001,1096900,51.329983
"231",53.939999,54.485001,53.75,54.369999,2492700,51.729584
"232",54.5,54.93,53.860001,54.860001,1410000,52.195789
"233",55.009998,55.158001,54.619999,54.950001,795300,52.281429
"234",55.099998,55.099998,54.439999,54.450001,666000,51.805698
"235",54.450001,54.900002,54.360001,54.450001,559600,51.805698
"236",54.25,55.16,54.248001,54.98,1004800,52.309967
"237",55.049999,56.419998,54.950001,56.200001,1608000,53.470715
"238",56.150002,57.200001,56.099998,56.880001,1390400,54.117687
"239",56.98,57.040001,55.650002,55.75,672700,53.042564
"240",55.900002,56.080002,55.700001,55.799999,923600,53.090137
"241",55.709999,55.950001,55.41,55.450001,493700,52.757137
"242",55.32,55.75,55.200001,55.5,2592300,52.804707
"243",55.650002,56.5,55.529999,56.119999,1000100,53.394592
"244",56.330002,56.689999,55.759998,55.849998,787900,53.137711
"245",56.029999,56.080002,55.360001,55.98,1110100,53.261398
"246",56.040001,56.25,55.299999,55.43,776200,52.738113
"247",55.68,55.990002,55.380001,55.82,835800,53.109173
"248",55.810001,55.860001,55.110001,55.18,492000,52.500252
"249",55.330002,55.73,55.200001,55.459999,571100,52.766655
"250",55.630001,56.07,55.419998,55.860001,668100,53.147228
"251",55.919998,57.509998,55.82,56.450001,1163400,53.708572
"252",56.490002,56.77,55.169998,55.369999,938900,52.681019
"253",55.599998,56.439999,55.220001,56.060001,1631600,53.337513
"254",55.549999,57.990002,53.200001,57.220001,3492400,54.441177
"255",57.240002,58,56.740002,57.700001,2317200,54.897873
"256",57.82,58.689999,57.290001,58.560001,958600,55.716106
"257",58.490002,58.700001,57.98,58.040001,891700,55.221359
"258",58.259998,58.455002,57.57,57.869999,997800,55.059608
"259",58.02,58.240002,57.529999,58,1429700,55.1833
"260",57.990002,58.439999,57.619999,58.279999,1095800,55.449699
"261",58.400002,59.09,58.345001,58.52,1013600,55.678055
"262",58.740002,59.630001,58.5,59.34,680100,56.458225
"263",59.369999,59.529999,58.629002,59.029999,1657000,56.163277
"264",59.18,60.279999,59.18,60.040001,976700,57.124245
"265",60.27,60.849998,60.040001,60.299999,794100,57.371597
"266",60.16,60.66,59.849998,60.32,577400,57.390636
"267",60.400002,60.75,59.799999,59.869999,828300,56.962482
"268",60.07,60.459999,58.900002,59.240002,704600,56.363083
"269",59.23,59.860001,58.799999,59.799999,445000,56.895893
"270",59.490002,60.23,59.080002,59.09,709100,56.22036
"271",58.669998,59.095001,58.040001,58.25,950300,55.421162
"272",58.459999,59.139999,58.189999,58.599998,861000,55.754158
"273",58.400002,58.799999,57.009998,57.400002,1690200,54.791023
"274",57.150002,57.650002,56.224998,56.790001,1788400,54.208748
"275",56.740002,57.529999,56.169998,56.34,2142200,53.779198
"276",55.220001,56.740002,54.34,55.799999,2049700,53.263752
"277",55.669998,57.23,55.518002,56.93,1652700,54.342388
"278",57.130001,57.5,54.689999,54.73,1622100,52.242382
"279",55.080002,55.564999,52.919998,54.459999,1810400,51.98465
"280",54.779999,55.465,54.349998,55.080002,1267300,52.576469
"281",54.959999,55.07,54.220001,54.540001,1404800,52.061012
"282",54.330002,54.830002,53.93,54.240002,1668100,51.774651
"283",54.459999,55.400002,53.869999,55.400002,3528800,52.881924
"284",55.07,55.849998,54.849998,55.580002,1263800,53.053749
"285",55.279999,55.57,54.240002,54.290001,1143100,51.82238
"286",54.419998,54.959999,53.470001,53.509998,877100,51.077831
"287",53.52,54.27,53.290001,53.75,1400100,51.306927
"288",53.98,54.75,53.310001,54.709999,707000,52.223289
"289",54.939999,55.07,54.349998,54.619999,623700,52.137375
"290",54.619999,54.91,54.389999,54.389999,530100,51.917839
"291",54.580002,54.821999,54.080002,54.09,941000,51.63147
"292",54.080002,55.119999,53.990002,54.459999,776000,51.98465
"293",54.23,55.43,54.040001,55.369999,731200,52.853287
"294",55.209999,55.93,55.009998,55.880001,1070700,53.340107
"295",55.849998,56.84,55.605,56.82,784800,54.237389
"296",56.310001,56.639999,55.860001,56.310001,872200,53.750568
"297",56.360001,56.900002,56.169998,56.669998,846300,54.0942
"298",56.990002,57.389999,56.66,57.330002,966600,54.724205
"299",57.459999,57.669998,56.849998,57.259998,798000,54.657391
"300",57.32,57.59,56.360001,56.470001,391700,53.90329
"301",56.75,56.919998,55.900002,56.080002,468300,53.531021
"302",56.220001,56.639999,55.290001,55.619999,502200,53.091927
"303",55.720001,56.25,55.23,55.66,1027100,53.130108
"304",55.52,55.860001,55.189999,55.470001,976200,52.948746
"305",55.669998,55.959999,55.509998,55.689999,422400,53.158745
"306",55.529999,55.695,54.580002,55.360001,769300,52.843754
"307",55,55.77,54.57,54.580002,636900,52.099201
"308",54.75,54.959999,54.040001,54.049999,806600,51.593292
"309",54.529999,56.610001,54.485001,56.43,1135000,53.865116
"310",57.310001,57.540001,55.77,56,1010600,53.454659
"311",55.970001,56.560001,55.790001,56.389999,832600,53.826927
"312",56.759998,58.5,56.759998,58.220001,1344500,55.57375
"313",58.5,58.900002,57.450001,58.07,1876100,55.430569
"314",58.439999,59.5,57.580002,59.130001,1578900,56.442394
"315",58.73,59.669998,58.25,59.43,1883600,56.72876
"316",62,62.834999,60.060001,61.470001,3817100,58.676033
"317",61.299999,62.560001,60.939999,61.779999,1652400,58.971939
"318",62.18,63.07,61.779999,62.290001,1087700,59.458759
"319",63,63.970001,62.380001,63.77,1306900,60.871494
"320",63.330002,63.869999,63.279999,63.759998,1569100,60.86195
"321",63.84,64.089996,63.080002,63.32,1163700,60.441944
"322",63.630001,64.25,63.009998,64.120003,1476700,61.205582
"323",64.25,64.949997,63.869999,64.730003,1246900,61.787865
"324",64.849998,65.550003,64.459999,65.5,2760600,62.522854
"325",65.5,65.970001,64.959999,65.510002,1868200,62.532406
"326",65.470001,65.610001,64.730003,65.25,685500,62.284218
"327",65.25,65.57,64.580002,65.360001,2933100,62.389225
"328",65.639999,66.099998,65.459999,65.660004,537000,62.675591
"329",66.040001,66.129997,65.040001,65.440002,665200,62.46558
"330",65.330002,65.959999,65.050003,65.849998,814300,62.856956
"331",66.040001,66.75,65.610001,66.410004,1045900,63.39151
"332",66.540001,66.849998,66.339996,66.589996,474200,63.563309
"333",66.57,66.660004,65.269997,65.32,810100,62.351044
"334",65.029999,65.150002,64.459999,64.970001,945900,62.016949
"335",64.910004,65.25,64,64.139999,878600,61.224674
"336",64.110001,64.309998,63.465,64.040001,721600,61.311798
"337",63.939999,65.650002,63.860001,65.089996,700300,62.317059
"338",65.370003,66.349998,64.874001,66.209999,961600,63.389362
"339",66.07,66.739998,65.860001,66.660004,557300,63.820183
"340",66.75,68.309998,66.669998,67.730003,1146700,64.844612
"341",68.279999,68.349998,67.720001,68.029999,841400,65.131828
"342",68.18,68.699997,67.739998,67.93,730800,65.036079
"343",68.099998,68.410004,67.474998,67.620003,693700,64.739281
"344",67.25,67.730003,67,67.309998,831100,64.442482
"345",67.279999,67.305,66.769997,67.139999,603200,64.279732
"346",67.169998,67.300003,66.68,67,726600,64.145699
"347",66.669998,67.099998,66.550003,66.790001,581500,63.944633
"348",67.160004,67.370003,66.559998,66.739998,676000,63.896778
"349",66.279999,66.309998,64.169998,65.040001,1506600,62.269192
"350",64.830002,65.330002,64.830002,65.160004,547100,62.384083
"351",65.160004,65.555,64.959999,65.199997,907000,62.422379
"352",65.129997,66.07,64.959999,65.43,1288600,62.642578
"353",64.980003,65.330002,64.169998,64.559998,806100,61.809635
"354",64.809998,65.389999,64.660004,65,784400,62.230892
"355",65,65.059998,63.75,63.75,740500,61.034142
"356",64.120003,64.43,63.639999,64.110001,799300,61.378811
"357",64.32,65.279999,64.169998,65.279999,741500,62.498962
"358",65.230003,65.809998,64.510002,65.730003,1382300,62.929802
"359",65.720001,65.720001,63.349998,64.660004,1178700,61.905384
"360",64.489998,65.57,64.150002,64.860001,1227700,62.096863
"361",64.989998,66.313004,64.800003,65.68,768200,62.881924
"362",65.669998,65.93,65.360001,65.360001,554400,62.575562
"363",65.550003,65.959999,65.290001,65.690002,593100,62.891506
"364",65.800003,66.089996,65.330002,65.339996,1218500,62.556412
"365",65.529999,66.019997,65.169998,65.849998,513700,63.044693
"366",65.809998,65.900002,64.720001,64.93,1262100,62.163891
"367",64.5,65.07,64.470001,64.93,644400,62.163891
"368",64.870003,66.650002,64.519997,66.379997,1463000,63.552109
"369",66.629997,67.599998,66.139999,67.480003,2094000,64.605247
"370",67.610001,67.910004,67.190002,67.290001,2038400,64.423347
"371",67.550003,68.150002,67.059998,67.879997,1102700,64.988205
"372",68.059998,68.370003,67.57,68.150002,805400,65.246696
"373",68.419998,69.550003,68.150002,68.629997,1033900,65.706238
"374",68.75,69.07,67.82,68.160004,588600,65.256271
"375",68.209999,68.980003,68.099998,68.720001,606700,65.792419
"376",68.980003,69.339996,68.419998,68.510002,857500,65.591377
"377",68.120003,68.199997,67.620003,67.989998,763100,65.093513
"378",68.129997,68.629997,67.940002,68.370003,514500,65.457321
"379",68.519997,69.93,68.269997,69.879997,1000200,66.902977
"380",69.699997,70.5,69.699997,70.190002,375100,67.199791
"381",70.209999,71.040001,70.029999,70.379997,832500,67.381699
"382",70.779999,71.010002,70.029999,70.279999,1437100,67.28595
"383",70.209999,70.650002,69.790001,70.199997,447000,67.209366
"384",70.349998,70.57,70.089996,70.540001,887500,67.534889
"385",70.57,71.290001,70.510002,70.849998,674500,67.831673
"386",70.690002,70.860001,70.025002,70.199997,539700,67.209366
"387",70.199997,70.919998,70.110001,70.730003,498300,67.716789
"388",70.690002,70.93,70.290001,70.589996,549500,67.582748
"389",70.480003,70.800003,69.841003,70.379997,944800,67.381699
"390",70.480003,70.860001,70.07,70.419998,825900,67.419983
"391",70.519997,70.669998,68.805,69.019997,1380400,66.079636
"392",68.870003,69.550003,68.089996,68.339996,2183000,65.428604
"393",68.629997,71.315002,68.099998,70.410004,1789700,67.410416
"394",70.919998,71.019997,68.25,70.050003,1632400,67.065765
"395",70.139999,70.489998,69.75,69.800003,834500,66.826431
"396",69.519997,70.300003,69.410004,70.239998,659300,67.247665
"397",70.349998,70.519997,70.059998,70.269997,656000,67.276382
"398",70.290001,70.370003,69.529999,69.699997,428900,66.730675
"399",69.220001,70.75,69.040001,70.529999,460300,67.710861
"400",70.669998,72.18,70.669998,72.160004,633400,69.275703
"401",72.339996,73.190002,71.830002,72.580002,924900,69.678909
"402",72.620003,72.629997,71.669998,71.769997,601200,68.901299
"403",71.809998,71.93,71.099998,71.410004,301300,68.555687
"404",71.389999,71.739998,70.809998,71.629997,681500,68.766891
"405",71.5,72.364998,70.949997,71.089996,399200,68.248466
"406",71.050003,71.510002,70.459999,70.919998,758800,68.085266
"407",71.120003,72.040001,70.959999,71.699997,604900,68.834099
"408",71.459999,71.709999,68.940002,69.260002,977000,66.491631
"409",69.290001,69.75,66.449997,66.589996,1606200,63.928345
"410",66.129997,66.129997,63.02,65.589996,1891500,62.968307
"411",65.779999,66,65.18,65.629997,1355900,63.006718
"412",65.629997,66.110001,65,65.239998,1734800,62.632294
"413",65.32,66.25,65.010002,66.18,1132700,63.534733
"414",65.860001,67.379997,65.800003,67.080002,745600,64.398758
"415",66.910004,67.379997,66.720001,67.029999,1001600,64.350754
"416",67.449997,68.459999,67.349998,68.120003,878500,65.397194
"417",67.910004,68.650002,67.669998,67.900002,602000,65.185982
"418",68.209999,68.370003,67.629997,67.730003,373500,65.022781
"419",67.540001,67.93,66.910004,67.120003,457400,64.437164
"420",67.199997,67.720001,66.830002,67.599998,462000,64.89798
"421",67.650002,67.889999,67.050003,67.169998,570000,64.485161
"422",66.830002,67.510002,66.540001,67.300003,549500,64.609955
"423",67.029999,67.540001,66.809998,67.220001,783300,64.533165
"424",67.019997,67.245003,66.714996,66.830002,377600,64.158752
"425",67.040001,67.208,66.849998,67.029999,410100,64.350754
"426",66.720001,67.389999,66.487999,67.129997,390600,64.446754
"427",67.220001,67.470001,66.459999,67.139999,464100,64.456367
"428",67.120003,67.790001,66.610001,67.349998,508000,64.657959
"429",67.349998,68.190002,67.220001,68.010002,533600,65.291595
"430",68.059998,68.059998,66.68,66.690002,602900,64.024353
"431",66.5,67.833,65.589996,66.839996,1182800,64.168358
"432",66.970001,67.209999,65.209999,65.260002,1646600,62.651508
"433",65.269997,66.269997,64.68,66.129997,1029100,63.486713
"434",66.919998,67.489998,66.730003,67,1450600,64.321968
"435",66.809998,67.209999,65.870003,66.43,1674600,63.774731
"436",66.459999,67.139999,66.239998,67.099998,700400,64.417961
"437",67.080002,67.25,66.470001,66.699997,1040900,64.033951
"438",66.290001,66.410004,65.239998,65.589996,1582800,62.968307
"439",65.379997,66.669998,65.050003,66.599998,1398000,63.93795
"440",66.959999,67,65.800003,65.940002,1468500,63.304325
"441",69.660004,72.470001,68.25,72,3305800,69.122108
"442",72.940002,73.900002,72.190002,72.239998,1437900,69.352516
"443",72.080002,73.440002,71.809998,73.25,1373800,70.322136
"444",73.440002,74.830002,73.279999,74.699997,1516300,71.71418
"445",74.360001,75.089996,73.349998,73.989998,1962400,71.032562
"446",74.099998,75.809998,73.830002,74.620003,1729400,71.637375
"447",74.639999,74.839996,73,73.220001,4301600,70.293327
"448",72.989998,73.089996,71.875,72.129997,1545100,69.24688
"449",72.660004,73.190002,72.089996,72.959999,1023100,70.043732
"450",73.059998,73.660004,72.5,73.18,601300,70.254944
"451",73.529999,75.339996,73.330002,75.269997,972800,72.261406
"452",75.120003,76.254997,74.5,76.110001,893200,73.067825
"453",76.110001,76.779999,75.019997,75.650002,694000,72.626205
"454",76.349998,76.839996,75.989998,76.57,757300,73.50943
"455",76.959999,77.699997,76.43,77.150002,720800,74.066254
"456",76.580002,78.349998,75.82,78.160004,869000,75.035896
"457",78.25,79.970001,78.080002,79.050003,1673300,75.890312
"458",78.129997,78.75,77.349998,78.050003,1289400,74.930283
"459",77.510002,77.870003,76.699997,77.010002,972800,73.931854
