"","MTD.Open","MTD.High","MTD.Low","MTD.Close","MTD.Volume","MTD.Adjusted"
"69",482.070007,483.100006,477.019989,480.040009,88800,480.040009
"70",481.690002,481.690002,475.920013,477.019989,181600,477.019989
"71",476.459991,479.140015,472.440002,473.869995,113500,473.869995
"72",475.01001,481.76001,473.549988,481.179993,97600,481.179993
"73",477.070007,480.329987,474.320007,477.880005,115100,477.880005
"74",480.690002,494.100006,478.309998,492.869995,282300,492.869995
"75",494.730011,494.779999,489.119995,489.790009,194300,489.790009
"76",489.910004,493.839996,487.709991,490.470001,156800,490.470001
"77",496.51001,499.079987,494.589996,498.730011,108500,498.730011
"78",502.579987,511.519989,499.910004,509.440002,191000,509.440002
"79",510.01001,515.109985,507.910004,512.98999,164300,512.98999
"80",514.960022,518.320007,512.98999,513.299988,106200,513.299988
"81",512.52002,514.75,511.390015,513.419983,119900,513.419983
"82",514.429993,519.409973,513.650024,513.710022,185400,513.710022
"83",524.390015,524.390015,512.47998,516.659973,186700,516.659973
"84",515.51001,515.700012,508.23999,513.429993,153200,513.429993
"85",512.299988,520.179993,512.299988,519.309998,208600,519.309998
"86",549.900024,566.48999,542.219971,544.140015,418800,544.140015
"87",543.190002,546.080017,540.780029,542.590027,194100,542.590027
"88",545,548.960022,544.429993,547.429993,169900,547.429993
"89",547,554.380005,544.75,552.539978,242300,552.539978
"90",548.960022,554.109985,545.539978,552.73999,95600,552.73999
"91",550.890015,556.98999,550.890015,556.109985,160100,556.109985
"92",556.299988,565.049988,555.5,564.400024,206900,564.400024
"93",564.059998,567.119995,562.76001,565.820007,101500,565.820007
"94",565.820007,565.820007,557.820007,558.340027,163500,558.340027
"95",558.349976,563.630005,556.390015,561.5,161100,561.5
"96",563.099976,566.369995,559.070007,564.090027,198800,564.090027
"97",563.950012,570,563.940002,569.799988,126900,569.799988
"98",570,573.179993,565.25,570.75,140900,570.75
"99",571.409973,574.5,569.080017,573.849976,104200,573.849976
"100",575,577.52002,573.140015,577.099976,82900,577.099976
"101",577,582.200012,577,578.400024,86300,578.400024
"102",578.400024,580.210022,575.619995,579.849976,131200,579.849976
"103",582.830017,584.359985,579.679993,582.809998,231400,582.809998
"104",583.070007,589.210022,580.340027,588.859985,138900,588.859985
"105",593.919983,598.51001,589.659973,597.119995,147300,597.119995
"106",596.299988,597.97998,593.200012,595.460022,112800,595.460022
"107",594.400024,597.98999,593.059998,593.5,168000,593.5
"108",595.369995,601.619995,595.369995,601.159973,109800,601.159973
"109",601.159973,604.98999,597.650024,601.150024,113100,601.150024
"110",600.630005,604.469971,590.01001,593.950012,109200,593.950012
"111",594.299988,594.299988,572.75,577.630005,300100,577.630005
"112",581.030029,586,579.219971,584.429993,253800,584.429993
"113",582.429993,586.030029,577.940002,581.77002,165400,581.77002
"114",576.450012,584.700012,576.450012,584.22998,215000,584.22998
"115",584.909973,589.900024,583.849976,587.380005,217100,587.380005
"116",589.590027,597.409973,589.590027,594.780029,195500,594.780029
"117",594.539978,596.780029,592.099976,592.900024,174300,592.900024
"118",591.320007,599.52002,587.289978,598.539978,193700,598.539978
"119",598.73999,599.859985,593,595.76001,191700,595.76001
"120",597.830017,601.98999,594.299988,599.640015,187000,599.640015
"121",600.349976,601.929993,595.919983,596.140015,183900,596.140015
"122",595.070007,596.48999,590.400024,591.119995,108500,591.119995
"123",594.140015,596.530029,590.309998,594.669983,123400,594.669983
"124",594.820007,594.820007,581.359985,583.869995,179500,583.869995
"125",585.309998,590.650024,583.929993,588.539978,142100,588.539978
"126",593.01001,595.01001,588.039978,588.400024,96000,588.400024
"127",587.960022,592.559998,586.72998,588,272100,588
"128",586.570007,588.450012,582.51001,584.73999,176600,584.73999
"129",587.099976,591.909973,585.349976,588.179993,411700,588.179993
"130",589.150024,594.25,587.590027,593,164700,593
"131",594.330017,595.650024,589.299988,592.580017,243800,592.580017
"132",595.849976,602.890015,594.030029,602.349976,169200,602.349976
"133",606.219971,606.640015,598.869995,603.01001,217000,603.01001
"134",603.799988,607.51001,601.299988,604.76001,159600,604.76001
"135",604.909973,612.940002,603.469971,609.719971,232000,609.719971
"136",608.700012,612.210022,605.409973,606.47998,169300,606.47998
"137",607.98999,611.340027,605.869995,608.76001,122100,608.76001
"138",614.380005,614.380005,605.75,610.320007,132500,610.320007
"139",608.570007,616.400024,608.570007,613.48999,106100,613.48999
"140",613.320007,616.570007,611.299988,614.98999,76600,614.98999
"141",618.130005,618.130005,599.840027,600.900024,206600,600.900024
"142",600.400024,603.650024,595.890015,597.849976,177600,597.849976
"143",598.47998,599.390015,585.02002,595.210022,190700,595.210022
"144",588,590.679993,575.049988,578.059998,304100,578.059998
"145",580.52002,581.309998,573,573.080017,184400,573.080017
"146",576.469971,578.650024,570.090027,573.52002,298300,573.52002
"147",577.080017,578.549988,570.150024,577,211300,577
"148",577.049988,577.969971,573.580017,577.640015,120900,577.640015
"149",577.390015,578,573.599976,576.609985,120900,576.609985
"150",576.659973,582.080017,575.25,581.619995,148700,581.619995
"151",581.909973,583.969971,574.72998,575.190002,123000,575.190002
"152",575.25,580.26001,573.059998,575.570007,129100,575.570007
"153",573.950012,576.929993,570.080017,571.25,127600,571.25
"154",571.919983,582.429993,571.919983,577.580017,141200,577.580017
"155",579.409973,586.099976,579.409973,582.080017,146800,582.080017
"156",584.179993,585.890015,576.119995,580.780029,141300,580.780029
"157",583.119995,586.039978,579,584.960022,86700,584.960022
"158",582.330017,585.5,573.469971,573.840027,91800,573.840027
"159",572.559998,577.599976,570.900024,574.640015,117800,574.640015
"160",575,580.559998,572.840027,579.950012,124400,579.950012
"161",581.789978,593.619995,580.809998,592.679993,147600,592.679993
"162",590.570007,594.01001,586.340027,590.01001,114500,590.01001
"163",591.539978,594.080017,587.549988,591.830017,90100,591.830017
"164",594.090027,594.090027,587.190002,590.380005,107100,590.380005
"165",591.940002,595.159973,589.76001,594.059998,67200,594.059998
"166",590.960022,594,589.130005,591.960022,110700,591.960022
"167",590.98999,598.48999,589.780029,598.400024,107100,598.400024
"168",599,607.280029,597.320007,605.090027,162700,605.090027
"169",606.73999,609,600.190002,602.940002,116100,602.940002
"170",599.320007,604.76001,595.650024,603.25,196900,603.25
"171",605.130005,606.700012,599.799988,605.469971,112100,605.469971
"172",606.919983,613.599976,602.159973,611.830017,155600,611.830017
"173",610,615.26001,609.98999,612.700012,97500,612.700012
"174",615.349976,623.940002,613.049988,623.73999,114500,623.73999
"175",624.969971,629.630005,622.090027,629.419983,172400,629.419983
"176",627.809998,627.809998,620.73999,623.880005,83500,623.880005
"177",622.719971,625.400024,616.039978,624.799988,116300,624.799988
"178",621.799988,628.200012,618.929993,626,217400,626
"179",628.900024,634.090027,626,633.280029,101400,633.280029
"180",634.710022,636.539978,630.51001,632.27002,132600,632.27002
"181",632,635.25,628.659973,635.169983,108700,635.169983
"182",631.929993,635.289978,629.659973,631.409973,83400,631.409973
"183",629.400024,634.299988,627.929993,632.859985,73800,632.859985
"184",631.450012,632.039978,622.780029,625.609985,79400,625.609985
"185",630.150024,632.380005,621.700012,625.390015,98000,625.390015
"186",629.280029,631.380005,626.159973,628.780029,93900,628.780029
"187",628.440002,628.530029,621.5,624.47998,113500,624.47998
"188",623.909973,628.530029,623.169983,626.159973,93100,626.159973
"189",630.5,640.97998,630.359985,635.799988,155000,635.799988
"190",637.890015,642.099976,636.700012,639.890015,90200,639.890015
"191",638.809998,646.369995,638.289978,643.320007,114600,643.320007
"192",644.219971,645.590027,640.380005,644.849976,81500,644.849976
"193",642.950012,647.969971,642.950012,645.76001,81300,645.76001
"194",649.450012,656.780029,638.75,651.950012,74700,651.950012
"195",653.190002,655.619995,648.26001,652.969971,95600,652.969971
"196",653.960022,659.780029,653.650024,659.700012,76500,659.700012
"197",657.840027,661.210022,657.349976,660.070007,115900,660.070007
"198",658.969971,662.98999,653.450012,658.650024,99500,658.650024
"199",661.76001,668.75,661.369995,666.97998,93400,666.97998
"200",668.549988,668.549988,659.830017,662.219971,97100,662.219971
"201",664.48999,664.48999,655.330017,655.659973,111500,655.659973
"202",653.650024,661.909973,646.210022,661.190002,86800,661.190002
"203",664.900024,670.460022,663.210022,668.719971,84100,668.719971
"204",671.400024,672.640015,666.659973,667.369995,66500,667.369995
"205",670.5,670.5,663.330017,669.359985,62000,669.359985
"206",670.27002,672.690002,661.400024,665.429993,116000,665.429993
"207",667.47998,670.890015,660.299988,667.73999,138800,667.73999
"208",669.02002,679.72998,668.210022,679,100700,679
"209",680.5,680.5,671.02002,675.219971,107900,675.219971
"210",675.27002,684.780029,674.789978,682.630005,100200,682.630005
"211",685.47998,694.47998,685.47998,689.109985,126000,689.109985
"212",687.179993,690.590027,670.659973,671.599976,187900,671.599976
"213",649.150024,658.690002,635.179993,646,391600,646
"214",644.640015,644.640015,630.359985,635.109985,213500,635.109985
"215",635.48999,639.51001,621.679993,624.580017,234300,624.580017
"216",625.789978,625.789978,614.650024,623.719971,267900,623.719971
"217",621.460022,627.26001,617.98999,626.820007,167800,626.820007
"218",624.01001,626.73999,618.97998,622.659973,167800,622.659973
"219",619.539978,633.190002,617.419983,630.840027,192600,630.840027
"220",630,632.820007,626.150024,631.369995,114400,631.369995
"221",630.440002,630.440002,622.549988,625.190002,162400,625.190002
"222",626.47998,634.130005,626.47998,630.5,137200,630.5
"223",627.909973,631.900024,622.700012,630.919983,97300,630.919983
"224",632.109985,632.950012,629.609985,631.919983,1e+05,631.919983
"225",633.429993,634.299988,627.190002,627.619995,94800,627.619995
"226",627.619995,629.76001,625.380005,626.349976,81700,626.349976
"227",626,635.02002,625,635.02002,48800,635.02002
"228",634.400024,637.48999,632.099976,633.76001,120800,633.76001
"229",634.969971,637.75,632.01001,634.140015,95400,634.140015
"230",633.700012,633.700012,621.210022,625.440002,86100,625.440002
"231",625.710022,634.159973,625.679993,629.210022,200800,629.210022
"232",630.909973,633.289978,615.299988,624.640015,165900,624.640015
"233",626.330017,628.049988,606.76001,606.799988,228500,606.799988
"234",606.890015,620.210022,605.299988,612.25,155900,612.25
"235",610.169983,617.52002,610.169983,615.97998,92600,615.97998
"236",616.349976,621.859985,614.890015,620.150024,115300,620.150024
"237",623.200012,625,620.23999,623.190002,104400,623.190002
"238",622.049988,626.429993,618.840027,624.669983,129100,624.669983
"239",622.809998,626.75,619.280029,625.01001,113100,625.01001
"240",625.27002,633.349976,625.27002,626.390015,119800,626.390015
"241",626.75,631.380005,622.299988,629.929993,196800,629.929993
"242",631.559998,643.559998,630.150024,639.940002,268200,639.940002
"243",642.5,644.919983,640,642.98999,209100,642.98999
"244",643.780029,646.75,628.97998,635.070007,250500,635.070007
"245",636.669983,644.97998,626.409973,626.659973,172700,626.659973
"246",625.51001,629.97998,617.580017,618.429993,184000,618.429993
"247",618.429993,618.590027,611.5,614.77002,179100,614.77002
"248",613.01001,617.200012,612.109985,613.530029,145400,613.530029
"249",612.419983,620.340027,609.109985,615.929993,153900,615.929993
"250",618.840027,623.169983,614.150024,622.599976,122600,622.599976
"251",625.200012,629.409973,619.22998,619.52002,137800,619.52002
"252",622.440002,627.200012,621.530029,626.099976,126900,626.099976
"253",624.960022,636.409973,624.960022,631.539978,145600,631.539978
"254",628.880005,630.25,624.909973,627.030029,204400,627.030029
"255",629.299988,640.369995,626.72998,637.349976,208800,637.349976
"256",635.929993,639.099976,632.119995,633.179993,137700,633.179993
"257",636.039978,655,636.039978,649.98999,261100,649.98999
"258",648.47998,648.47998,638.150024,646.190002,146200,646.190002
"259",647.369995,648.380005,635.799988,639.26001,161800,639.26001
"260",638.609985,652.109985,638.119995,650.599976,149600,650.599976
"261",653.299988,660.210022,648.890015,649.419983,129200,649.419983
"262",653.119995,661.210022,651.76001,656.51001,148300,656.51001
"263",655.799988,660.159973,650.52002,653.75,101600,653.75
"264",656.940002,667.530029,656.940002,666.690002,188300,666.690002
"265",665.809998,671.77002,657.940002,670.880005,146100,670.880005
"266",671.070007,674.150024,665.76001,667.150024,187500,667.150024
"267",667,676.650024,664.599976,672.690002,152200,672.690002
"268",674.929993,680.309998,674.809998,678.049988,225700,678.049988
"269",679.080017,693.179993,676.460022,692.299988,180700,692.299988
"270",690.390015,697.26001,685.340027,685.789978,129700,685.789978
"271",680.340027,684.960022,669.880005,677.140015,115200,677.140015
"272",679.72998,682.570007,671.440002,675.26001,125800,675.26001
"273",676,685,671.890015,684.109985,150800,684.109985
"274",680.969971,680.969971,666.179993,667.159973,175200,667.159973
"275",666.340027,668.419983,635.159973,635.5,202800,635.5
"276",623.200012,641.609985,618.679993,637.280029,209700,637.280029
"277",636.710022,649.710022,636.710022,641.960022,166000,641.960022
"278",644.039978,646.440002,601,601,261900,601
"279",614.059998,637.98999,580.429993,600.369995,412800,600.369995
"280",605.539978,619.219971,602.130005,613.869995,167800,613.869995
"281",611.619995,617.349976,603,613.690002,139000,613.690002
"282",611.51001,625,608.169983,624.669983,177600,624.669983
"283",625.809998,632.690002,619.349976,631.969971,141100,631.969971
"284",628.940002,639.950012,628.940002,634.369995,101800,634.369995
"285",632.809998,634.880005,620.26001,624.219971,122500,624.219971
"286",624.659973,646.969971,624.659973,628.609985,158300,628.609985
"287",631.98999,639.570007,622.75,624.969971,129900,624.969971
"288",628.940002,636.700012,625.440002,636.099976,81600,636.099976
"289",636.940002,639.690002,629.400024,636.630005,75700,636.630005
"290",635.080017,636.76001,624.809998,625.570007,125000,625.570007
"291",628.409973,632.219971,616.210022,616.219971,163600,616.219971
"292",618.099976,618.099976,590.580017,596.169983,240800,596.169983
"293",589.599976,594.619995,585.330017,593.26001,273600,593.26001
"294",592.159973,602.690002,585.590027,599.950012,239700,599.950012
"295",601.419983,606.539978,596.179993,605.289978,192700,605.289978
"296",599.299988,612.919983,599.299988,611.539978,175800,611.539978
"297",614.219971,614.219971,601.619995,606.880005,179700,606.880005
"298",610.109985,619.650024,606.030029,616,127900,616
"299",615.400024,620.659973,613.690002,615.909973,223500,615.909973
"300",618.419983,619.640015,608.119995,612,120600,612
"301",615,615,604.070007,606.130005,113800,606.130005
"302",608.619995,618.799988,606.169983,613.830017,205200,613.830017
"303",614.609985,617.539978,611.280029,613.880005,201000,613.880005
"304",610.299988,613.5,606.530029,611.51001,194300,611.51001
"305",613.549988,618.539978,610.369995,611.900024,120000,611.900024
"306",612.900024,618.98999,606.409973,606.409973,133100,606.409973
"307",601.27002,605.130005,583.340027,585.390015,212600,585.390015
"308",586.01001,594.23999,565.859985,566.869995,232400,566.869995
"309",574.460022,590.289978,567.789978,588.75,211500,588.75
"310",588.76001,591.47998,568.98999,573.210022,175400,573.210022
"311",574.440002,576.77002,564.530029,571.900024,240900,571.900024
"312",572.419983,587.609985,571.5,575.030029,275300,575.030029
"313",575,578.359985,556.619995,562.679993,266800,562.679993
"314",566.450012,574.280029,561.619995,568.580017,279300,568.580017
"315",559.460022,576.23999,546.039978,574.530029,286900,574.530029
"316",577.97998,581.900024,573.880005,577.669983,194800,577.669983
"317",573.359985,576.47998,552.130005,555.26001,255500,555.26001
"318",553.559998,569.859985,553.559998,560.219971,131600,560.219971
"319",563.710022,574.47998,561.590027,571.280029,169500,571.280029
"320",565.219971,581.210022,561.880005,565.169983,214700,565.169983
"321",568.25,575.429993,567.059998,569.76001,170400,569.76001
"322",572.299988,572.299988,565.02002,568.210022,104600,568.210022
"323",570.48999,575.880005,569.549988,570.76001,122600,570.76001
"324",573.820007,582.72998,573.469971,581.570007,155700,581.570007
"325",584.47998,589.960022,578.530029,585.630005,161100,585.630005
"326",584.609985,584.609985,573.419983,577.369995,132200,577.369995
"327",578.26001,580.789978,572.27002,576.76001,170600,576.76001
"328",577.099976,582.070007,573.23999,574.349976,82000,574.349976
"329",561.929993,573.01001,557.080017,561.880005,174200,561.880005
"330",562.01001,564.340027,553.929993,560.669983,151300,560.669983
"331",562,566.900024,560.169983,563.609985,155900,563.609985
"332",563.859985,566.47998,562.330017,564.01001,97600,564.01001
"333",566.200012,566.200012,559.919983,559.929993,287000,559.929993
"334",555.369995,567.419983,550.25,567.219971,285100,567.219971
"335",564.030029,566.700012,560.119995,560.830017,181200,560.830017
"336",556.51001,574.97998,550.030029,574.799988,279400,574.799988
"337",580,580,550.5,552.969971,375300,552.969971
"338",555.599976,563.950012,550.01001,552.900024,171900,552.900024
"339",551.700012,554.409973,545.130005,546.429993,235100,546.429993
"340",548.659973,552.400024,544.640015,549.659973,152400,549.659973
"341",554.47998,564.450012,552.960022,563.25,205000,563.25
"342",566,567.26001,561.640015,563.719971,208800,563.719971
"343",566.070007,571.02002,563.23999,568.919983,212400,568.919983
"344",563.619995,564,547.380005,556.440002,433800,556.440002
"345",557.01001,561.719971,554.799988,560.75,167900,560.75
"346",559.700012,563.599976,559.700012,562.099976,174800,562.099976
"347",563,575.409973,562.099976,573.190002,253500,573.190002
"348",575.98999,582.429993,575.98999,582.01001,273500,582.01001
"349",583.030029,585.630005,573.23999,574.099976,188700,574.099976
"350",569.849976,572.299988,567,569.799988,211300,569.799988
"351",567.669983,569.969971,564.929993,565.580017,136800,565.580017
"352",565.73999,565.73999,552.789978,554.830017,209300,554.830017
"353",551.5,554.809998,540.23999,546.73999,193600,546.73999
"354",550.809998,555.880005,548.469971,551.710022,181700,551.710022
"355",549.789978,554.400024,546.789978,550.73999,265600,550.73999
"356",555,569.5,554.830017,569,323200,569
"357",567.400024,574.710022,564.820007,572.159973,288300,572.159973
"358",572.419983,582.650024,569.580017,574.190002,253400,574.190002
"359",573.789978,585.280029,572.179993,584.869995,235600,584.869995
"360",585,590.849976,583.880005,590.619995,366700,590.619995
"361",590.780029,595.309998,588.969971,594.859985,290200,594.859985
"362",594.799988,595.969971,589.650024,592.280029,229900,592.280029
"363",595.369995,596.280029,590.090027,595.140015,196500,595.140015
"364",594.799988,596.26001,591.609985,593,221000,593
"365",594.940002,594.940002,590.76001,592.700012,191100,592.700012
"366",592.780029,594.700012,583.25,589,292300,589
"367",585.849976,586.380005,578.640015,585.309998,172700,585.309998
"368",579.450012,581.77002,575.549988,581.059998,324700,581.059998
"369",583.630005,584.559998,572.650024,579.650024,170300,579.650024
"370",580.26001,581.330017,574.73999,576.330017,258800,576.330017
"371",578.98999,584.840027,574.26001,582.309998,184800,582.309998
"372",575.52002,580,563.820007,570.469971,310600,570.469971
"373",571.52002,575.530029,566.109985,573.799988,208200,573.799988
"374",573.309998,575.77002,564.059998,564.299988,170600,564.299988
"375",564.880005,573.869995,560.429993,572.679993,158000,572.679993
"376",575.070007,584.650024,573.640015,578.630005,253500,578.630005
"377",574.380005,576.460022,566.049988,570.799988,191200,570.799988
"378",576.26001,590.780029,576.26001,580.580017,206600,580.580017
"379",582.840027,587.900024,577.72998,583.969971,168000,583.969971
"380",583.75,586.400024,580.75,583.77002,139500,583.77002
"381",585.02002,595.809998,584.640015,594.76001,141600,594.76001
"382",592.450012,596.130005,591.789978,593.369995,152000,593.369995
"383",588.690002,589.97998,579.869995,581.929993,158600,581.929993
"384",588.390015,592.109985,585.429993,587.030029,156000,587.030029
"385",583.909973,585.719971,581.280029,583.130005,186400,583.130005
"386",581.940002,582.98999,574.719971,575.359985,162400,575.359985
"387",573.799988,585.859985,573.799988,584.799988,153000,584.799988
"388",585.450012,586.47998,580.380005,585.609985,128900,585.609985
"389",587,599.650024,583.919983,598.109985,164000,598.109985
"390",595.01001,603.190002,594.539978,602.559998,161100,602.559998
"391",602.109985,602.599976,593.179993,594.609985,188600,594.609985
"392",594.75,608.349976,594.650024,602.76001,165800,602.76001
"393",603.380005,613.679993,600.580017,612.609985,186100,612.609985
"394",612.590027,620.349976,609.280029,617.940002,193400,617.940002
"395",611.940002,611.940002,586.400024,589.940002,316500,589.940002
"396",589.200012,591.059998,580.549988,581.809998,216400,581.809998
"397",585.429993,595.960022,585.429993,592.51001,225400,592.51001
"398",589.969971,594.090027,585.150024,587.52002,145800,587.52002
"399",586.080017,590.169983,582.02002,588.820007,130000,588.820007
"400",590.26001,593,582.380005,586.669983,111000,586.669983
"401",585.039978,591.080017,582.809998,587.02002,121500,587.02002
"402",589,589.51001,583.789978,583.97998,99800,583.97998
"403",583.22998,585.559998,576.280029,583.099976,154100,583.099976
"404",584.570007,585.710022,574.5,575.599976,93800,575.599976
"405",572.280029,576.200012,570.630005,572.200012,75000,572.200012
"406",574.280029,578.599976,565.840027,567.140015,91800,567.140015
"407",567.380005,570,561.51001,562.109985,92300,562.109985
"408",559.380005,560.75,552.869995,559.440002,146000,559.440002
"409",563.159973,570.940002,561.799988,567.76001,123800,567.76001
"410",568.25,570.169983,562.119995,564.73999,92500,564.73999
"411",564.059998,568.219971,560.679993,564.849976,110900,564.849976
"412",566.539978,568.280029,563.210022,564.059998,117300,564.059998
"413",563.960022,567.47998,561.299988,566.23999,89600,566.23999
"414",567.039978,567.090027,561.72998,563.070007,118700,563.070007
"415",564.320007,569.52002,562.76001,568,110300,568
"416",570,573.52002,567.710022,573.049988,109000,573.049988
"417",575.280029,576.210022,571.140015,575.609985,139300,575.609985
"418",578.27002,581.52002,575.679993,581,182200,581
"419",581.799988,582.650024,577.469971,579.820007,168400,579.820007
"420",578.48999,585.440002,576.119995,584.460022,206800,584.460022
"421",580.590027,582.090027,576.280029,580.450012,182200,580.450012
"422",583,587.869995,575.130005,586.76001,223500,586.76001
"423",583.609985,590.619995,583.070007,588,166100,588
"424",586.47998,591.119995,585.130005,588.909973,172700,588.909973
"425",596.349976,600,591.98999,595.409973,252100,595.409973
"426",594.369995,598.340027,588.299988,592.570007,186000,592.570007
"427",596,605,592.849976,603.27002,172400,603.27002
"428",603.780029,610.960022,603.210022,609.280029,168200,609.280029
"429",610,612.900024,606.369995,610.01001,168900,610.01001
"430",611.77002,613.169983,607.880005,610.309998,256200,610.309998
"431",611.429993,611.429993,602.799988,606.039978,182900,606.039978
"432",610,615.650024,604.030029,614.849976,207100,614.849976
"433",616.780029,619.929993,613.169983,616.190002,169800,616.190002
"434",619.130005,626.070007,611.369995,611.97998,237100,611.97998
"435",611.23999,611.23999,605.619995,610.01001,146900,610.01001
"436",612.340027,612.340027,605.099976,610.200012,253900,610.200012
"437",611.539978,618.51001,610.25,611.289978,132500,611.289978
"438",613.02002,619.280029,604.169983,610,136800,610
"439",610,614.900024,606.609985,608.97998,141100,608.97998
"440",611.590027,618.190002,611.590027,616.01001,115300,616.01001
"441",613.26001,617.179993,611.159973,616.340027,78500,616.340027
"442",618.76001,618.76001,613.47998,614.340027,133800,614.340027
"443",611.52002,613.25,608.710022,611.669983,284900,611.669983
"444",611.789978,613.090027,596.299988,603.97998,144200,603.97998
"445",603.919983,603.919983,590.22998,591.23999,132500,591.23999
"446",589.72998,593.570007,583.469971,590.909973,151700,590.909973
"447",591.48999,591.869995,566.969971,567.400024,243800,567.400024
"448",567.820007,571.070007,554.26001,554.450012,212800,554.450012
"449",562,566.5,550.390015,558.150024,196100,558.150024
"450",557.349976,562.76001,550.359985,555.97998,168900,555.97998
"451",561.539978,574.099976,560.26001,573.590027,100700,573.590027
"452",573.27002,580.159973,568.650024,578.690002,155500,578.690002
"453",577.98999,578.630005,561.530029,566.349976,182300,566.349976
"454",566.890015,576.590027,555.97998,558.340027,196100,558.340027
"455",559.070007,562.630005,554.26001,558.109985,140100,558.109985
"456",544.080017,548.72998,532.659973,542.210022,265000,542.210022
"457",542.549988,548.159973,523.869995,524.030029,161400,524.030029
"458",527,538.869995,524.700012,536.400024,132300,536.400024
"459",530,541.070007,521.789978,535.580017,139100,535.580017
"460",543.799988,549.609985,527.609985,533.77002,181600,533.77002
