"","ALK.Open","ALK.High","ALK.Low","ALK.Close","ALK.Volume","ALK.Adjusted"
"908",40.900002,41.049999,38.669998,38.98,3604100,38.98
"909",39.529999,39.740002,37.57,38.459999,2185200,38.459999
"910",37.799999,38.959999,37.549999,37.790001,1802700,37.790001
"911",37.060001,38.049999,36.849998,37.68,1872000,37.68
"912",37.48,37.630001,36.169998,36.259998,2085400,36.259998
"913",36.549999,36.849998,35.830002,36.189999,1456800,36.189999
"914",36.32,37.610001,35.779999,35.849998,1966900,35.849998
"915",35.5,35.990002,35.040001,35.77,1362800,35.77
"916",35.849998,36.25,35.389999,35.43,1370100,35.43
"917",35.77,37.700001,35.439999,37.52,2584600,37.52
"918",38.18,38.48,36.75,37.709999,2345200,37.709999
"919",37.52,37.709999,36.599998,36.689999,1617000,36.689999
"920",37.900002,39.43,37.689999,38.5,3452600,38.5
"921",39.049999,40.740002,38.560001,40.73,3823800,40.73
"922",40.400002,40.650002,38.900002,38.950001,2831400,38.950001
"923",38.099998,40.060001,37.82,39.150002,2281500,39.150002
"924",39.23,40.560001,38.77,40.470001,2375600,40.470001
"925",41.029999,42.389999,39.259998,40.389999,3143500,40.389999
"926",41.32,41.82,39.380001,40.82,3242200,40.82
"927",40.169998,42.57,40.060001,41.599998,2915000,41.599998
"928",40.700001,41.27,39.68,40.669998,2248700,40.669998
"929",41.290001,41.669998,40.810001,40.889999,2018800,40.889999
"930",40.759998,40.880001,39.77,40.330002,2445600,40.330002
"931",40.799999,41.630001,40.439999,41.509998,1966800,41.509998
"932",41.689999,42.470001,41.400002,42.18,1725100,42.18
"933",42.130001,43.939999,41.57,43.119999,2406300,43.119999
"934",42.490002,43.560001,41.93,42.150002,1743400,42.150002
"935",41.619999,41.900002,40.439999,41.040001,3010800,41.040001
"936",39.360001,39.799999,37.540001,37.639999,2862500,37.639999
"937",37.849998,38.470001,37.52,37.880001,1853000,37.880001
"938",38.349998,38.84,36.810001,36.860001,2097400,36.860001
"939",36.540001,36.59,34.830002,35.700001,3326000,35.700001
"940",35.490002,36.900002,35.400002,36.700001,1767600,36.700001
"941",37.59,38.259998,36.740002,37.540001,2922800,37.540001
"942",37.400002,37.419998,36.279999,36.669998,1743500,36.669998
"943",37.59,38.27,36.48,36.630001,1922300,36.630001
"944",37.09,37.209999,36.23,36.91,1858700,36.91
"945",35.599998,38.150002,35.310001,37.52,3904400,37.52
"946",37.919998,38,36.869999,37.57,1987500,37.57
"947",38.220001,38.439999,36.060001,36.09,2041000,36.09
"948",37.209999,37.639999,36.799999,37.02,2102900,37.02
"949",37.73,39.459999,37.619999,38.630001,3650600,38.630001
"950",38.23,39.099998,37.919998,38.689999,2633500,38.689999
"951",38.32,38.59,37.82,38.41,2139600,38.41
"952",38.220001,38.650002,37.810001,38,1941000,38
"953",38.09,39.349998,38.09,38.549999,2196700,38.549999
"954",38.02,38.200001,37.330002,38.029999,1818600,38.029999
"955",38.18,39.75,38.060001,39.349998,2456800,39.349998
"956",39.610001,40.860001,39.360001,39.580002,2153500,39.580002
"957",40.330002,40.779999,39.689999,39.93,1678000,39.93
"958",39.689999,40.049999,38.950001,39.689999,1722400,39.689999
"959",39.150002,41.32,38.900002,40.59,2675800,40.59
"960",40.630001,41.73,39.830002,41.57,1974600,41.57
"961",40.880001,41.119999,37.93,38.580002,2755400,38.580002
"962",38.310001,38.560001,37.290001,37.470001,1757600,37.470001
"963",36.5,36.77,35.060001,35.709999,1862300,35.709999
"964",35.610001,37.09,35.52,36.779999,1971000,36.779999
"965",36.549999,37.950001,36.259998,37.889999,2885600,37.889999
"966",38.220001,38.43,36.82,38.27,1722800,38.27
"967",39.369999,39.709999,38.220001,38.560001,2132200,38.560001
"968",37.73,39.279999,36.900002,37.799999,2425300,37.799999
"969",38.23,39.549999,38.099998,39.18,1477000,39.18
"970",38.900002,38.939999,37.759998,38.259998,1340000,38.259998
"971",44.740002,46.279999,43.450001,45.91,7015100,45.91
"972",45.900002,46.650002,44.200001,45.52,3642700,45.52
"973",45.200001,45.41,43.68,44.34,2186400,44.34
"974",43.049999,44.27,41.900002,42.41,2473700,42.41
"975",43.110001,44.869999,42.779999,44.66,1917000,44.66
"976",47.48,47.66,45.279999,47.16,3729700,47.16
"977",46.34,48.049999,46,47.459999,1802400,47.459999
"978",48.5,49.709999,47.599998,47.720001,1985000,47.720001
"979",47.360001,48.540001,47.009998,48.490002,1647100,48.490002
"980",48.23,48.259998,46.630001,47.720001,1928300,47.720001
"981",48.400002,49.970001,48.18,49.720001,1887400,49.720001
"982",51.419998,52.75,50.259998,52.369999,3327700,52.369999
"983",51.939999,52.740002,50.82,52.470001,1661400,52.470001
"984",52.459999,53.419998,51.389999,51.549999,1338100,51.549999
"985",52,52,49.619999,50.970001,2022600,50.970001
"986",51.77,52.57,50.919998,50.939999,1428300,50.939999
"987",50.189999,51.490002,49.91,51.290001,1824300,51.290001
"988",52.18,54.630001,52.060001,53.009998,2647100,53.009998
"989",54.049999,54.959999,52.34,52.939999,2113600,52.939999
"990",52.639999,52.939999,50.799999,51.009998,2707100,51.009998
"991",50.509998,51.759998,50.16,50.970001,1814100,50.970001
"992",51.450001,51.849998,49.580002,50.360001,1627800,50.360001
"993",49.139999,51.369999,49.099998,51.290001,1335500,51.290001
"994",51.18,51.419998,48.91,49.880001,1964700,49.880001
"995",50.84,51,48.540001,48.93,2158300,48.93
"996",49.34,50.57,48.290001,50.330002,1626900,50.330002
"997",49.830002,50.060001,49.049999,49.75,1485700,49.75
"998",50.23,50.25,49.049999,50.169998,1582100,50.169998
"999",49.740002,50.630001,49.599998,50.349998,2931500,50.349998
"1000",48.91,50.669998,48.27,50.220001,2142100,50.220001
"1001",50.709999,50.759998,49.700001,50.349998,1790900,50.349998
"1002",50.630001,52.720001,50.610001,51.84,2143700,51.84
"1003",52.25,52.560001,51.119999,52.25,814800,52.25
"1004",52.950001,53.759998,52.41,52.580002,1307900,52.580002
"1005",52.98,53.139999,51.779999,52.029999,913000,52.029999
"1006",52,53.029999,51.98,52.900002,1243000,52.900002
"1007",52.610001,52.619999,51.869999,52,1131600,52
