"","ALK.Open","ALK.High","ALK.Low","ALK.Close","ALK.Volume","ALK.Adjusted"
"214",63.34,64.720001,63.299999,63.939999,1385600,60.706493
"215",64.080002,64.139999,62.169998,62.200001,1749800,59.054489
"216",62.049999,62.48,61.360001,62.080002,2022900,58.940563
"217",61.939999,62.419998,61.650002,62.380001,1577900,59.225384
"218",62.169998,63,61.990002,62.419998,1672200,59.263359
"219",62.139999,62.369999,61.380001,61.720001,1546100,58.598763
"220",61.560001,61.939999,61.450001,61.68,1670300,58.560783
"221",62.330002,64.779999,61.099998,64.440002,2797300,61.18121
"222",65.330002,66.400002,64.800003,65.870003,2483600,62.538891
"223",65.769997,67.040001,65.370003,66.400002,1819100,63.042084
"224",66.040001,66.209999,64.989998,66.099998,1897100,63.042084
"225",66.220001,66.400002,65.07,66.190002,1416600,63.127937
"226",66.239998,66.529999,65.199997,65.580002,1559300,62.54615
"227",65.790001,65.790001,64.879997,65.400002,452400,62.37447
"228",65.449997,65.769997,64.970001,65.360001,1254400,62.336327
"229",65.419998,67.410004,65.230003,67.290001,1605500,64.17704
"230",67.300003,70.510002,67.279999,69.110001,2883700,65.912842
"231",69.5,70.160004,68.620003,69.169998,1981000,65.970062
"232",69.099998,69.360001,66.5,66.910004,2765300,63.814617
"233",67.5,69.540001,67.5,68.279999,3425200,65.121231
"234",68.379997,68.849998,67.589996,68.099998,1862800,64.949554
"235",67.849998,68.910004,67.599998,67.830002,1198700,64.692062
"236",68.900002,69.389999,67.510002,69.370003,1395100,66.160805
"237",69.709999,70.57,69.599998,69.739998,1073400,66.513695
"238",69.769997,70.269997,69.410004,69.720001,917900,66.494614
"239",70.379997,70.970001,69.760002,69.800003,2043100,66.570923
"240",69.839996,69.970001,68.75,69.019997,1633800,65.826988
"241",69.349998,70.330002,69,69.389999,1148100,66.179901
"242",69.620003,71.860001,69.610001,70.830002,2635200,67.553276
"243",72.370003,73.779999,71.900002,73.559998,2392300,70.156975
"244",73.870003,73.889999,71.900002,73.190002,2119200,69.804108
"245",73.379997,74.099998,72.800003,73.769997,1510300,70.357262
"246",74,76.059998,74,74.690002,2020500,71.234703
"247",74.690002,74.919998,73.970001,74.279999,1246700,70.843666
"248",74.25,75.07,74.120003,74.839996,869500,71.377762
"249",74.959999,74.959999,73.959999,74.370003,939300,70.929504
"250",74.580002,74.720001,73.550003,74.57,901700,71.120239
"251",74.669998,74.849998,73.470001,73.510002,1038100,70.109291
"252",74.040001,75.120003,73.82,75.010002,1738000,71.539902
"253",75.080002,75.099998,73.690002,74.660004,1653000,71.2061
"254",74.790001,75.080002,72.82,73.849998,1343900,70.433556
"255",74.260002,74.260002,73.459999,73.739998,1087600,70.328644
"256",73.739998,73.739998,72.209999,72.75,1339900,69.38443
"257",72.099998,72.529999,71.199997,71.290001,2398000,67.991997
"258",70.370003,72.419998,70,72.050003,1797700,68.716843
"259",72.730003,75.459999,72.599998,74.809998,2401800,71.349144
"260",75,75.139999,73.07,73.519997,2946900,70.11882
"261",73.699997,74.040001,71.160004,71.279999,2360500,67.982452
"262",71.669998,72.529999,70.739998,70.82,2275400,67.543739
"263",70.989998,71.110001,69.760002,69.790001,1979900,66.561378
"264",70.300003,70.32,68.349998,68.879997,3372500,65.693474
"265",68.75,69.169998,67.059998,68.550003,3007400,65.378738
"266",68.559998,70,68.440002,69.470001,2557600,66.25618
"267",66.199997,66.57,64.510002,64.690002,6209000,61.697327
"268",62.310001,63.529999,59.25,62.07,10476000,59.198524
"269",62.25,64.589996,61.509998,64.540001,3973900,61.55426
"270",64.260002,65.93,64.150002,65.480003,3702700,62.450779
"271",64.239998,65.029999,63.77,64.199997,2677600,61.229984
"272",64.379997,67.029999,64.379997,65.730003,3643100,62.689217
"273",65.540001,65.849998,64.040001,64.080002,2492800,61.115532
"274",65.199997,65.879997,64.019997,64.559998,5700900,61.573326
"275",63.860001,65.089996,62.709999,62.740002,5581600,59.837536
"276",62.240002,63.650002,61.080002,63.189999,4789400,60.266708
"277",63.139999,64.959999,63.040001,64.230003,2025500,61.258606
"278",64.25,65.230003,63.82,64.040001,4271900,61.077389
"279",64.669998,65.230003,63.639999,64.720001,5140000,61.725929
"280",65.110001,66.790001,64.949997,66.010002,3346500,62.956249
"281",65.449997,67.18,65.25,66.889999,2906800,63.79554
"282",66.599998,67.5,65.720001,66.760002,2385900,63.671547
"283",66.68,67.269997,64.769997,66.169998,3555100,63.108841
"284",65.830002,66.339996,64.82,64.970001,1860500,62.265488
"285",64.940002,65,63.990002,64.389999,1540800,61.709618
"286",64.5,66.610001,64.360001,64.690002,2239100,61.997143
"287",65.139999,65.699997,64.029999,64.169998,1246400,61.498783
"288",64.449997,65.169998,63.939999,64.980003,1366000,62.27507
"289",65.459999,66.309998,64.440002,66.150002,1631300,63.396358
"290",66.239998,66.639999,64.800003,64.889999,1512900,62.18882
"291",65.029999,65.459999,64.25,64.5,1130300,61.815044
"292",64.290001,66.07,63.849998,64.650002,2447800,61.958801
"293",64,64.360001,62.419998,63.380001,2071200,60.741669
"294",63.049999,64.160004,62.52,63.619999,2347000,60.97168
"295",63.75,64.449997,63.220001,64.300003,1378900,61.623379
"296",63.880001,64.410004,63.529999,64,1290500,61.335857
"297",64.230003,65.470001,64.029999,64.800003,1482800,62.102562
"298",65.099998,65.300003,63.82,64.800003,3008400,62.102562
"299",64.989998,66.040001,64.389999,65.779999,3380100,63.041752
"300",65.870003,68.849998,65.870003,68.790001,3274200,65.92646
"301",68.540001,69.160004,65.5,65.669998,2518000,62.93634
"302",65.889999,66.339996,65.5,65.919998,1124800,63.175922
"303",66.160004,67.220001,66.120003,66.510002,1495600,63.741375
"304",66.309998,66.57,64.650002,65.099998,1272900,62.390068
"305",65.389999,65.43,64.589996,65.190002,1003400,62.476334
"306",63.990002,64.559998,62.950001,64.209999,2270400,61.537113
"307",63.720001,64.400002,62.73,62.82,1692500,60.204983
"308",62.669998,63.299999,61.810001,61.880001,1422900,59.304111
"309",62.220001,62.5,61.389999,62.16,1449300,59.572456
"310",62.43,62.59,61.200001,61.490002,2192300,58.930344
"311",61.490002,62.040001,61.25,61.57,1788500,59.007019
"312",61.650002,62.349998,61.5,61.959999,2232200,59.380783
"313",61.669998,61.669998,57.599998,57.75,3570500,55.346031
"314",58.459999,60.240002,57.599998,60.110001,4137900,57.607796
"315",59.540001,61.310001,59.009998,61.220001,2019000,58.671581
"316",61.509998,62.34,61.209999,62.110001,1448600,59.524536
"317",61.73,62.02,60.310001,60.77,2201100,58.240318
"318",60.990002,61.32,59.700001,59.810001,1561200,57.320282
"319",60.380001,60.549999,58.669998,59.849998,1813900,57.358616
"320",59.470001,60.220001,59.029999,59.060001,1551300,56.601501
"321",59.57,60.740002,59.310001,60.27,1515800,57.761131
"322",61.02,65.099998,60.93,63.950001,4581000,61.287941
"323",64.599998,65.68,64.300003,65.209999,2808900,62.495491
"324",65.669998,66.169998,64.660004,64.989998,1580100,62.284645
"325",65.639999,66.889999,65.160004,65.970001,2212500,63.223858
"326",65.940002,66.010002,64.610001,65.519997,1434300,62.792583
"327",65.690002,66.139999,65.010002,65.389999,1755100,62.667999
"328",67.339996,70.25,66.889999,69.110001,6424600,66.233139
"329",68.410004,68.599998,64.459999,65.260002,3480400,62.543411
"330",65.260002,66.610001,64.330002,66.389999,2328000,63.626373
"331",65.790001,66.449997,64.760002,65.900002,2188000,63.156776
"332",65.889999,67.059998,65.830002,66.019997,1628500,63.271774
"333",66.169998,66.470001,64.5,64.93,1330000,62.22715
"334",65.059998,65.639999,64.400002,65.440002,1119600,62.715912
"335",65.010002,65.709999,63.330002,63.389999,3762100,60.751251
"336",63.25,63.82,62.110001,62.919998,2706000,60.300819
"337",62.48,62.91,61.950001,62.799999,2741500,60.185818
"338",62.790001,62.799999,61.18,61.650002,2064000,59.083687
"339",61.580002,62.310001,61.02,61.630001,2308900,59.064518
"340",61.540001,61.790001,60.290001,60.389999,3331100,57.876133
"341",60.650002,60.790001,59.860001,60.560001,2548900,58.039059
"342",60.599998,60.91,60.060001,60.529999,1456200,58.010307
"343",60.41,60.709999,59.450001,60.049999,2433300,57.550285
"344",59.900002,60.16,58.709999,58.75,2713500,56.304405
"345",58.700001,59.799999,57.830002,59.099998,2762000,56.639832
"346",59.16,59.779999,58.470001,58.599998,1457400,56.160645
"347",58.459999,58.700001,58.009998,58.209999,1253900,55.786877
"348",58.279999,58.849998,57.529999,57.939999,2016700,55.835068
"349",58.119999,58.549999,58.009998,58.18,1647000,56.066349
"350",58.029999,58.450001,57.650002,58.419998,1547300,56.297623
"351",58.5,60.099998,58.279999,59.869999,2145200,57.694954
"352",60.099998,62.669998,59.91,61.869999,2630500,59.622288
"353",61.259998,61.650002,60.169998,60.57,1799700,58.369518
"354",60.639999,60.869999,59.310001,60.279999,2424500,58.090054
"355",60.349998,61.400002,60.169998,60.810001,1871600,58.6008
"356",61,61.580002,60.459999,60.860001,1618800,58.648987
"357",61.84,62.459999,61.290001,61.82,5296000,59.574108
"358",61.509998,61.889999,60.82,61.240002,2814100,59.015179
"359",60.740002,62.16,60.400002,62.009998,1760800,59.757202
"360",62.099998,62.669998,61.900002,62.169998,2570300,59.911388
"361",62.07,62.549999,61.549999,62.330002,1438700,60.065578
"362",62.389999,63.240002,62.139999,62.869999,2155400,60.58596
"363",62.740002,63.209999,61.939999,62.279999,2327300,60.017399
"364",62.259998,62.259998,61.209999,61.639999,2543400,59.400646
"365",61.959999,63.290001,61.73,62.5,2403200,60.229404
"366",62.060001,63.66,61.75,63.040001,2856500,60.74979
"367",62.52,62.869999,61.529999,62.77,1433500,60.489594
"368",62.240002,62.939999,62.200001,62.470001,1714200,60.200493
"369",62.599998,63.549999,62.599998,63.200001,1359800,60.903973
"370",63.299999,64.75,63.220001,64.050003,1707900,61.723091
"371",63.549999,64.860001,62.73,62.91,1637000,60.624504
"372",62.59,62.900002,61.369999,61.740002,970500,59.497017
"373",61.939999,61.950001,60.599998,60.630001,1112300,58.427341
"374",60.630001,60.689999,59.669998,60.009998,1873300,57.829865
"375",60.040001,60.529999,59.529999,60.330002,1418500,58.138241
"376",60.389999,61.369999,60.369999,60.389999,1126700,58.196056
"377",60.169998,61.279999,59.43,61.18,1284100,58.957355
"378",61.25,62.290001,60.740002,61.669998,1669100,59.429554
"379",61.91,62.349998,61.799999,62.139999,1841400,59.882481
"380",61.990002,62.43,61.529999,62.34,832600,60.075218
"381",62.48,63.860001,62.360001,63.490002,1499400,61.183441
"382",63.470001,63.470001,62.02,62.889999,1392600,60.605232
"383",61.57,61.82,59.869999,60.189999,2632600,58.003326
"384",60.830002,61.349998,59.849998,60.860001,1443300,58.648987
"385",60.82,61.57,60.720001,61.43,1057500,59.198273
"386",61.490002,62.07,61.18,61.41,1240300,59.179005
"387",61.41,62.509998,61.349998,61.799999,1239400,59.554832
"388",62.529999,64.5,62.529999,63.189999,2548100,60.894333
"389",63.290001,63.959999,62.939999,63.790001,1335000,61.472538
"390",63.41,63.459999,60.580002,60.630001,3030100,58.427341
"391",60.5,61.599998,60.259998,61.540001,1926800,59.304279
"392",61.459999,61.509998,58.830002,59.009998,2931200,56.866192
"393",59.209999,59.630001,58.209999,59.110001,3050800,56.962563
"394",58,64.870003,57.970001,64.760002,6391700,62.407299
"395",64.239998,65.760002,63.09,63.650002,2802800,61.337627
"396",62.5,63.240002,61.18,62.380001,1707000,60.113762
"397",62.450001,63.509998,62.369999,62.830002,1454200,60.547417
"398",62.549999,62.900002,60.889999,61.080002,2044100,58.860989
"399",60.549999,61.869999,60.040001,61.599998,1853500,59.362095
"400",61.84,63.080002,61.830002,62.799999,1378500,60.518509
"401",62.580002,63.41,62.09,63.119999,1170700,60.826878
"402",63.52,64.459999,63.25,63.860001,1197200,61.539993
"403",64.18,64.639999,63.830002,64.150002,1095700,61.819458
"404",64.239998,64.480003,63.709999,63.75,739100,61.433994
"405",63.560001,63.560001,62.57,63.23,973000,60.93288
"406",63,63.02,61.310001,61.889999,1178700,59.641567
"407",62,63.32,62,62.75,580800,60.470318
"408",62.669998,63.84,62.290001,63.740002,977300,61.424355
"409",63.900002,65.389999,63.830002,64.309998,2064900,61.973637
"410",64.510002,65.440002,64.370003,65,1592400,62.638588
"411",64.800003,67.010002,64.800003,66.839996,1489200,64.730408
"412",66.959999,67.690002,66.580002,66.589996,1156200,64.488297
"413",66.220001,66.470001,64.730003,64.900002,1042700,62.851639
"414",64.980003,65.32,64.589996,64.699997,865200,62.65794
"415",64.669998,64.970001,63.950001,64.830002,1171100,62.783848
"416",65,65.760002,65,65.68,1429400,63.607029
"417",65.860001,67.669998,65.769997,66.910004,2105400,64.798203
"418",66.620003,67.510002,66.110001,67.370003,1039100,65.243675
"419",67.43,68.089996,66.940002,67.190002,1333300,65.069351
"420",67.239998,67.57,66.919998,67.489998,767200,65.359894
"421",67.68,68.32,66.940002,67.870003,1567100,65.727898
"422",68.099998,69.040001,67.529999,68.379997,2046500,66.221802
"423",68.300003,68.559998,66.769997,67.040001,1019200,64.924103
"424",66.809998,67.709999,66.440002,66.879997,1026000,64.769142
"425",67.239998,68.57,66.709999,68.150002,867700,65.999062
"426",68,69.32,67.739998,68.970001,1498700,66.793182
"427",69.150002,69.309998,67.580002,67.760002,1029300,65.621376
"428",68,68.720001,67.82,68.419998,858100,66.260529
"429",68.230003,69.050003,67.919998,68.910004,910700,66.735077
"430",68.800003,69.879997,68.800003,69.279999,1265200,67.093407
"431",69.139999,69.690002,68.150002,69.239998,1164200,67.054657
"432",69.510002,70.440002,69.43,69.68,890100,67.480782
"433",70,70.410004,68.970001,69.75,1008500,67.548569
"434",69.879997,70.75,69.75,70.080002,1735400,67.868141
"435",69.349998,69.989998,66.75,67.290001,1436200,65.166206
"436",67.419998,67.870003,66.07,66.150002,2251300,64.06218
"437",66.57,67.660004,66.220001,67.120003,1326900,65.001572
"438",68.339996,70,68.209999,68.980003,2563000,66.802872
"439",68.809998,69.190002,68.059998,68.860001,1397800,66.686646
"440",68.709999,69.139999,67.410004,67.760002,1728900,65.621376
"441",67.449997,67.790001,65.82,66.260002,2153000,64.168709
"442",66.690002,66.870003,65.949997,66.690002,2126500,64.585136
"443",66.669998,67.110001,66.129997,66.82,1243200,64.711037
"444",66.589996,66.879997,65.900002,66.080002,1110100,63.994389
"445",65.849998,66.089996,64.699997,65.309998,1933100,63.248695
"446",64.57,65.019997,62.360001,62.610001,3395100,60.633915
"447",62.16,62.560001,60.169998,60.23,2617100,58.329029
"448",60.740002,61.560001,59.630001,59.810001,2602200,57.922291
